dates,satname,nzd0157-0000,nzd0157-0001,nzd0157-0002,nzd0157-0003,nzd0157-0004,nzd0157-0005,nzd0157-0006,nzd0157-0007,nzd0157-0008,nzd0157-0009,nzd0157-0010,nzd0157-0011,nzd0157-0012,nzd0157-0013,nzd0157-0014
2005-01-15 21:52:09.437000,L5,310.76,297.99,292.03,291.69,283.15,276.29,274.63,280.98,,,,,239.94,244.40,292.55
2007-01-05 22:00:28.480000,L5,,,,,,,,,,,,,185.97,167.84,254.49
2008-12-25 21:50:10.387000,L5,313.27,291.74,295.07,306.80,303.98,292.62,292.01,300.63,303.47,297.01,298.40,289.90,246.74,264.50,278.94
2010-12-31 21:55:32.560000,L5,308.90,298.06,288.09,291.70,287.53,282.15,282.68,274.94,284.98,,,,247.33,260.57,279.34
2013-04-11 22:07:51.092000,L8,318.73,299.66,299.01,307.88,295.64,275.85,,,,,,,,,
2013-05-13 22:07:59.284000,L8,329.44,326.60,315.76,322.68,,,,,,,,,,,
2013-05-29 22:07:41.466000,L8,,,,,,,,,,,,,247.49,237.96,
2013-06-30 22:07:36.163000,L8,,,,,,,,,,,,,224.78,228.31,
2013-06-30 22:08:00.117000,L8,,289.90,290.57,295.92,289.69,284.45,292.36,,,,,,247.35,231.06,
2013-08-17 22:08:03.120000,L8,306.89,290.41,293.70,296.24,290.03,288.45,290.13,,,,,,,,
2013-09-02 22:07:40.639000,L8,,290.66,292.06,296.15,289.61,285.33,292.08,,,,,,,,253.34
2013-09-02 22:08:04.598000,L8,,290.49,291.85,295.77,289.24,284.58,291.96,,,,,,,,253.26
2013-10-20 22:07:26.886000,L8,,,,,,,,,,,,,232.69,225.43,
2013-11-05 22:07:22.900000,L8,,,,,,,,,,,,,,228.72,
2013-11-05 22:07:46.855000,L8,,,,,,,,,,,,,,229.13,
2013-11-21 22:07:13.797000,L8,,292.98,294.09,300.29,293.56,291.02,299.16,,,,,,,,
2014-02-09 22:06:57.254000,L8,298.17,291.54,295.55,298.77,292.41,290.57,299.07,,,,,,251.46,231.47,270.94
2014-03-29 22:05:52.007000,L8,,288.57,295.20,298.49,291.21,288.29,293.66,,,,,,248.04,232.11,
2014-03-29 22:06:15.961000,L8,,288.07,294.77,297.84,290.82,287.33,292.40,,,,,,246.84,231.52,
2014-04-30 22:05:22.578000,L8,,289.08,293.47,294.19,288.69,285.90,289.69,,,,,,,232.13,
2014-04-30 22:05:46.536000,L8,,289.68,294.18,294.83,289.06,286.79,290.57,,,,,,226.02,232.79,
2014-05-16 22:05:09.831000,L8,,288.26,291.82,295.30,288.97,283.78,286.77,,,,,,,227.92,
2014-06-17 22:05:20.950000,L8,315.86,296.27,296.49,301.51,294.90,291.20,297.78,,,,,,252.13,149.45,
2014-06-17 22:05:44.904000,L8,313.36,293.35,293.80,299.36,292.88,288.06,297.00,,,,,,,,
2014-08-20 22:05:42.763000,L8,298.74,286.52,291.85,296.47,287.19,280.62,276.02,,,,,,,,
2014-11-08 22:06:16.124000,L8,314.93,295.90,294.67,302.93,294.17,293.52,297.22,292.91,299.70,289.52,296.10,293.91,259.17,239.89,
2015-02-28 22:05:24.487000,L8,325.53,310.40,307.28,310.53,305.79,301.77,306.94,302.70,307.08,302.53,310.87,303.71,285.62,252.92,286.27
2015-02-28 22:05:48.437000,L8,325.92,311.79,308.00,310.61,307.28,301.47,306.65,302.88,306.26,303.29,310.81,303.91,284.99,255.91,286.93
2015-03-16 22:05:13.611000,L8,,,,,,,,,,,,,,,258.97
2015-04-01 22:05:01.841000,L8,309.73,292.62,295.12,297.09,292.28,287.96,294.91,,,,,,,,
2015-04-01 22:05:25.791000,L8,311.99,293.10,295.50,297.37,292.74,287.92,295.09,,,,,,,,
2015-05-19 22:04:40.718000,L8,,288.00,288.68,293.04,288.60,277.90,,,,,,,,,
2015-05-19 22:05:04.672000,L8,,287.87,288.84,293.69,288.70,277.84,,,,,,,,,
2015-06-20 22:04:57.007000,L8,,288.77,289.93,295.27,289.89,282.06,293.60,,,,,,,,
2015-07-22 22:05:13.606000,L8,,288.36,294.77,297.63,290.29,286.09,293.97,,,,,,,,
2015-07-22 22:05:37.569000,L8,,,294.40,297.83,290.09,285.78,292.69,,,,,,,,
2015-08-07 22:05:16.273000,L8,,290.08,290.00,296.87,290.05,283.44,290.55,,,,,,,,
2015-08-07 22:05:40.232000,L8,,292.18,292.07,299.69,291.85,286.70,294.43,,,,,,,,
2015-08-23 22:05:24.610000,L8,299.96,290.74,295.00,296.40,289.84,286.25,,,,,,,,,
2015-10-26 22:05:43.801000,L8,,292.83,298.74,300.94,294.54,292.09,,,,,,,,,
2015-12-29 22:06:09.164000,L8,352.67,309.78,307.54,309.77,300.40,301.83,305.19,297.96,302.50,295.75,300.09,300.01,269.07,252.35,277.44
2016-05-21 22:05:14.459000,L8,316.87,297.14,296.60,303.64,294.65,290.88,299.46,292.10,297.48,291.26,296.80,295.66,258.78,241.26,
2016-05-21 22:05:38.418000,L8,,,,,,,,,,,,,246.91,157.64,
2016-07-24 22:06:01.938000,L8,,293.12,295.67,299.69,292.16,285.46,295.38,,,,,,,,
2016-09-10 22:05:51.530000,L8,,288.68,293.12,294.35,288.42,284.80,291.47,,,,,,229.94,156.19,
2016-09-10 22:06:15.488000,L8,296.01,290.66,295.16,296.69,290.34,287.27,295.16,,,,,,,,261.04
2016-10-12 22:05:57.250000,L8,,287.72,292.32,292.95,287.30,286.22,290.86,,,,,,,,262.74
2016-10-12 22:06:21.213000,L8,,288.88,293.04,294.06,288.21,287.34,292.30,,,,,,230.46,238.17,266.31
2017-01-16 22:05:47.126000,L8,316.20,297.60,296.25,304.01,296.42,294.28,303.19,,,,294.82,301.08,265.58,231.36,
2017-02-01 22:05:40.248000,L8,,,,,,,,,,,,,,227.81,
2017-03-05 22:05:27.019000,L8,,,,,,,,,,,,,,,257.36
2017-03-05 22:05:50.977000,L8,,287.18,293.27,296.82,289.27,284.67,277.48,,,,,,,,
2017-03-21 22:05:16.875000,L8,,,,,,,,362.78,323.48,320.94,318.08,312.19,296.87,308.82,287.37
2017-04-06 22:05:10.007000,L8,,289.50,293.72,298.03,289.99,287.56,285.92,,,,,,,,
2017-04-06 22:05:33.966000,L8,,293.49,295.43,299.79,291.86,290.55,293.07,,,,,,,,
2017-05-08 22:04:59.325000,L8,,,,,,,,,,,,,233.42,232.50,
2017-05-08 22:05:23.284000,L8,,,,,,,,,,,,,240.96,236.31,
2017-05-24 22:05:10.453000,L8,,,,,,,,,,,,,244.27,237.39,
2017-05-24 22:05:34.407000,L8,,,,,,,,,,,,,245.01,238.03,
2017-06-25 22:05:23.687000,L8,,290.47,290.30,297.31,289.77,282.43,,,,,,,,,
2017-06-25 22:05:47.638000,L8,,289.84,289.41,296.76,289.15,281.52,,,,,,,,,
2017-07-11 22:05:26.464000,L8,316.24,300.07,299.39,304.84,296.36,293.02,299.62,294.38,297.67,292.45,,,,,
2017-07-11 22:05:50.423000,L8,314.75,298.43,298.55,303.36,295.00,292.18,298.98,,,,,,,,
2017-08-28 22:05:44.051000,L8,,289.48,292.37,297.49,290.74,285.84,293.61,,,,,,,,262.18
2017-08-28 22:06:08.010000,L8,,289.35,292.25,297.38,290.49,285.47,293.28,,,,,,,,
2017-12-02 22:05:46.939000,L8,,291.31,289.59,300.90,292.03,288.87,278.47,,,,,,,,
2017-12-02 22:06:10.894000,L8,330.34,309.14,306.68,310.63,305.78,302.64,308.12,303.09,308.08,303.62,310.01,304.21,291.52,254.74,284.82
2018-01-19 22:05:38.704000,L8,,,,,,,,,,,,,,229.00,
2018-01-19 22:06:02.658000,L8,,,,,,,,,,,,,,229.94,
2018-03-08 22:05:15.942000,L8,,,276.38,299.72,290.77,285.95,296.44,,,,,,,,265.43
2018-03-08 22:05:39.901000,L8,,,,,,,,,,,,,,,263.20
2018-04-25 22:04:50.953000,L8,298.46,288.16,291.99,297.07,289.51,284.40,293.38,,,,,,247.67,228.20,
2018-04-25 22:05:14.903000,L8,,287.91,291.67,296.90,289.29,284.19,273.74,,,,,,246.20,227.72,
2018-05-27 22:04:28.824000,L8,,,,,,,,,,,,,234.68,228.89,
2018-06-12 22:04:30.023000,L8,,290.80,291.23,296.47,289.75,282.11,,,,,,,,,
2018-06-28 22:04:40.307000,L8,306.86,291.00,294.93,298.21,291.04,288.73,295.86,,,,,,248.16,232.32,
2018-06-28 22:05:04.262000,L8,,289.92,295.13,298.36,290.26,289.55,296.72,,,,,,240.03,230.08,
2018-10-02 22:05:23.291000,L8,328.75,312.49,307.28,311.88,308.15,304.17,307.51,303.13,309.23,305.90,312.03,306.57,299.59,264.01,282.53
2018-10-02 22:05:47.245000,L8,333.38,316.73,310.60,315.84,313.56,306.06,308.95,304.99,310.18,308.73,313.65,309.96,303.46,315.27,286.58
2018-10-18 22:05:29.751000,L8,,289.27,291.40,297.31,287.84,286.97,292.60,,,,,,,,
2018-10-18 22:05:53.709000,L8,,,290.72,296.51,286.75,285.50,291.67,,,,,,,,
2019-01-06 22:05:53.844000,L8,,,286.69,297.22,289.11,286.59,296.87,,,,,,,,
2019-01-22 22:05:26.296000,L8,,,,270.93,290.14,287.57,297.80,,,,,,,,
2019-01-22 22:05:50.255000,L8,,,288.62,298.29,290.56,288.13,297.43,,,,,,,,
2019-04-12 22:05:06.784000,L8,,,291.99,299.48,288.95,283.98,289.67,,,,,,,,
2019-04-12 22:05:30.743000,L8,,,292.02,299.77,289.24,284.14,289.92,,,,,,,,
2019-06-15 22:05:27.936000,L8,314.47,289.59,294.01,300.08,292.43,287.54,296.54,,,,,,244.83,237.12,
2019-06-15 22:05:51.895000,L8,316.60,291.92,295.39,302.41,294.18,290.33,297.89,,,,,,251.60,240.53,
2019-07-17 22:05:35.131000,L8,,291.97,296.29,297.71,291.67,284.34,298.06,,,,,,234.93,236.05,
2019-07-17 22:05:59.094000,L8,312.50,295.34,299.06,300.35,293.99,288.38,299.45,,,,,,249.85,238.24,
2019-08-02 22:05:42.028000,L8,314.94,291.38,296.15,300.80,287.97,291.57,296.98,,,,,,,,
2019-08-02 22:06:05.991000,L8,315.08,292.38,296.53,300.98,288.95,291.61,296.86,,,,,,,,
2019-09-19 22:06:20.269000,L8,313.13,292.59,292.75,299.60,291.14,,,,,,,,,,
2019-11-22 22:05:57.141000,L8,,287.64,290.86,298.31,289.98,288.64,294.08,,,,,,231.69,216.19,
2019-11-22 22:06:21.092000,L8,,,,,,,,,,,,,,208.07,
2019-12-08 22:05:56.780000,L8,,291.98,291.76,301.03,290.57,293.12,300.31,,,,,,,,
2019-12-08 22:06:20.730000,L8,318.97,296.46,296.93,302.06,292.46,295.07,300.62,,,,,,,,
2020-01-09 22:05:49.761000,L8,317.19,296.34,295.82,304.15,295.87,294.28,303.07,,,,,,,227.96,
2020-01-09 22:06:13.711000,L8,,,288.22,298.98,291.30,287.22,298.54,,,,,,,,
2020-01-25 22:06:09.569000,L8,,,,299.82,291.08,285.12,299.03,,,,,,,,
2020-02-10 22:05:40.938000,L8,331.56,312.64,311.59,314.56,311.23,304.03,312.41,312.18,313.07,307.44,319.04,324.18,304.32,267.11,326.99
2020-02-10 22:06:04.888000,L8,334.67,322.39,314.32,318.67,318.98,306.07,316.82,318.01,324.99,314.27,326.53,335.98,312.94,271.62,333.98
2020-06-01 22:05:08.645000,L8,,287.01,288.51,298.18,289.73,278.42,,,,,,,,,
2020-06-01 22:05:32.600000,L8,,287.59,289.03,299.74,290.07,278.50,,,,,,,,,
2020-09-21 22:05:54.893000,L8,,291.01,294.82,298.39,291.01,287.40,296.64,,,,,,240.71,234.07,258.81
2020-09-21 22:06:18.848000,L8,,288.58,293.28,297.03,289.58,285.58,293.07,,,,,,231.74,231.78,250.42
2020-10-23 22:05:58.112000,L8,,,292.71,298.91,290.80,289.41,297.65,,,,,,,224.51,
2020-11-08 22:05:55.364000,L8,,,,,,,,,,,,,,209.63,
2020-12-26 22:05:56.607000,L8,,,290.28,301.63,291.85,286.45,299.79,,,,,,,,
2020-12-26 22:06:20.557000,L8,,,289.67,300.85,290.92,284.75,298.93,,,,,,,,
2021-01-11 22:05:50.293000,L8,,302.80,302.17,308.54,295.70,331.77,,,,,,,,,
2021-04-01 22:05:24.398000,L8,,,,,,,,,,,,,,225.78,
2021-05-03 22:05:08.805000,L8,,290.57,292.43,298.94,289.76,282.41,297.02,,,,,,225.65,232.11,
2021-05-03 22:05:32.764000,L8,,291.84,293.48,300.68,291.32,284.15,298.22,,,,,,,,
2021-05-19 22:05:16.285000,L8,,292.63,292.47,300.17,291.36,284.07,293.20,,,,,,235.61,234.77,
2021-05-19 22:05:40.235000,L8,,292.58,292.48,300.07,291.33,284.05,293.12,,,,,,235.53,234.71,
2021-08-07 22:05:44.439000,L8,343.12,333.72,338.66,346.45,334.26,327.97,334.90,324.51,322.37,315.85,328.61,314.40,305.06,286.71,283.23
2021-09-08 22:05:54.034000,L8,,293.42,296.75,298.34,291.42,291.85,287.46,,,,,,234.19,237.19,260.09
2021-09-24 22:05:56.897000,L8,285.43,290.91,289.56,296.86,289.63,283.83,278.08,,,,,,,231.54,
2021-09-24 22:06:20.847000,L8,284.34,290.61,289.51,295.99,289.41,283.11,286.75,,,,,,,,
2021-10-26 22:06:04.141000,L8,336.68,314.98,312.79,314.43,311.68,306.16,309.91,311.72,311.20,309.20,312.88,311.54,309.05,294.03,282.09
2021-12-05 22:06:01.634000,L9,,,,298.01,290.78,290.39,,,,,,,,208.92,245.21
2022-02-23 22:05:44.132000,L9,,,,,,,,,,,,,,,258.23
2022-02-23 22:06:08.091000,L9,,,,,,,,,,,,,,,259.82
2022-03-11 22:05:39.861000,L9,294.61,290.31,293.35,299.98,292.64,287.63,292.25,,,,,,,,
2022-03-27 22:05:58.509000,L9,297.45,289.77,295.68,299.79,291.51,286.73,293.03,,,,,,,,
2022-05-22 22:05:34.636000,L8,307.75,289.25,294.22,298.93,292.52,288.88,294.46,,,,,,232.50,233.75,
2022-05-22 22:05:58.595000,L8,313.86,290.18,295.30,299.99,293.69,290.88,296.44,,,,,,235.32,234.27,
2022-06-07 22:05:43.588000,L8,,290.34,292.26,299.43,290.95,285.32,292.78,,,,,,,,
2022-06-07 22:06:07.543000,L8,,290.69,292.73,300.26,291.27,286.86,293.64,,,,,,,,
2022-06-15 22:05:16.001000,L9,,286.39,292.33,296.33,288.96,281.96,285.99,,,,,,,,
2022-06-15 22:05:39.951000,L9,304.73,289.08,294.21,298.33,290.86,284.22,290.49,,,,,,,,
2022-07-01 22:05:54.433000,L9,317.62,295.84,297.51,304.87,295.57,289.66,297.86,294.86,297.85,289.96,296.20,268.28,239.32,238.36,
2022-07-25 22:06:23.647000,L8,342.11,310.77,308.79,313.89,337.96,303.96,309.57,304.25,309.81,306.35,309.01,307.09,299.54,282.19,280.46
2022-08-02 22:06:07.308000,L9,,,292.59,291.48,285.97,282.07,289.10,,,,,,,,
2022-08-10 22:06:08.294000,L8,314.26,295.54,296.09,301.87,294.53,290.99,298.25,,,,,,254.22,235.96,
2022-08-10 22:06:32.253000,L8,314.09,295.66,296.16,301.83,294.56,290.95,298.20,,,,,,254.34,235.13,
2022-10-21 22:06:05.581000,L9,,,,,,,,,,,,,,229.88,258.58
2022-10-21 22:06:29.540000,L9,,,,,,,,,,,,,,,259.38
2022-12-24 22:06:26.081000,L9,335.13,313.59,312.00,313.69,312.31,308.37,313.72,315.18,310.91,309.68,314.01,311.48,301.51,292.01,330.19
2023-02-18 22:05:50.040000,L8,325.29,308.10,306.68,307.80,300.02,299.59,306.30,302.58,304.57,299.89,309.04,294.85,,,
2023-02-18 22:06:13.995000,L8,323.78,305.21,304.21,306.37,298.25,297.64,304.60,301.03,302.91,297.77,307.45,288.36,,,
2023-03-06 22:05:38.279000,L8,,,,,,,,,,,,,238.36,229.17,264.30
2023-03-14 22:05:47.276000,L9,334.28,330.21,313.91,321.23,321.55,304.07,310.11,311.88,315.47,310.21,312.48,312.37,309.65,280.36,330.54
2023-03-14 22:06:11.235000,L9,,,,,,,,,,,,,,227.80,259.99
2023-03-22 22:05:28.899000,L8,,,,,,,,,,,,,,226.06,261.21
2023-03-22 22:05:52.850000,L8,301.69,291.97,295.30,297.80,290.82,288.76,294.68,,,,,,,,
2023-03-30 22:05:35.326000,L9,299.13,289.43,292.82,296.12,288.25,285.04,,,,,,,,,
2023-03-30 22:05:59.281000,L9,,285.60,290.85,293.40,285.65,281.74,,,,,,,,,261.45
2023-04-23 22:05:09.227000,L8,,286.70,291.57,294.08,287.94,284.12,285.80,,,,,,,,
2023-04-23 22:05:33.182000,L8,,287.30,292.03,294.11,288.41,285.01,287.63,,,,,,,,
2023-05-25 22:05:20.631000,L8,294.21,292.91,293.33,300.37,290.58,285.89,296.39,,,,,,,,
2023-06-02 22:05:05.917000,L9,,,,,,,,,,,,,247.64,235.39,
2023-06-10 22:05:03.911000,L8,287.11,289.63,292.13,296.94,289.78,284.18,291.19,,,,,,,,
2023-06-10 22:05:27.865000,L8,314.80,294.51,295.37,300.60,293.03,290.03,296.77,,,,,,255.56,231.64,
2023-06-18 22:05:21.666000,L9,314.21,290.83,294.91,299.77,291.68,288.66,293.43,,,,,,,,
2023-07-12 22:05:20.312000,L8,,291.42,294.81,299.50,291.64,288.70,294.78,,,,,,250.62,156.77,
2023-07-12 22:05:44.275000,L8,,293.19,296.50,300.79,292.74,291.55,296.89,,,,,,253.94,238.13,
2023-07-28 22:05:27.011000,L8,312.09,289.33,294.32,297.17,288.50,287.85,292.30,,,,,,226.38,232.07,
2023-07-28 22:05:50.970000,L8,312.97,289.80,294.75,297.67,289.12,288.65,292.57,,,,,,227.39,233.13,
2023-08-05 22:05:23.191000,L9,297.89,288.89,292.17,296.61,290.55,282.89,289.25,,,,,,,,
2023-08-05 22:05:47.142000,L9,298.01,288.77,292.11,296.20,290.43,282.50,289.34,,,,,,,,
2023-08-21 22:05:28.170000,L9,,285.84,293.89,292.91,286.10,282.43,286.99,,,,,,,,
2023-08-21 22:05:52.129000,L9,,285.38,293.23,291.13,285.39,281.96,287.55,,,,,,,,
2023-09-30 22:05:45.717000,L8,,287.31,292.14,293.89,287.91,285.64,281.83,,,,,,,231.73,
2023-10-08 22:06:10.308000,L9,295.07,288.68,293.34,293.16,287.82,288.74,288.65,,,,,,,,
2023-11-09 22:05:48.886000,L9,,,289.63,297.15,288.93,284.93,296.36,289.08,293.97,287.04,,,,224.96,263.63
2023-11-09 22:06:12.836000,L9,330.13,316.34,309.13,311.42,308.96,303.75,308.60,305.81,310.03,307.85,311.39,309.36,299.84,275.83,283.41
2023-11-25 22:06:20.599000,L9,,,289.53,296.81,287.41,284.79,291.31,,,,,,,,
2023-12-19 22:06:15.197000,L8,,293.80,291.54,304.09,294.25,291.61,301.03,,,,,,,,
2024-01-12 22:06:18.916000,L9,,293.96,292.62,301.10,291.86,292.16,300.82,,,,,,,231.43,
2024-01-28 22:06:18.213000,L9,,,294.47,299.45,291.00,290.80,298.30,,,,,,,233.03,
2024-03-08 22:05:29.756000,L8,,,,,,,,,,,,,,,273.81
2024-03-16 22:05:47.569000,L9,,,,,,,,,,,,,,,261.11
2024-03-16 22:06:11.528000,L9,,,291.63,295.49,288.71,284.26,288.86,,,,,,,226.41,261.47
2024-03-24 22:05:18.113000,L8,,289.64,293.97,299.37,290.12,284.96,290.94,,,,,,,,263.57
2024-03-24 22:05:42.068000,L8,,,292.15,297.59,288.07,282.28,288.78,,,,,,,,260.55
2024-04-01 22:06:02.710000,L9,326.84,313.46,310.20,314.59,312.76,304.38,309.81,307.62,309.11,305.28,311.23,310.03,305.24,312.64,280.70
2024-04-09 22:05:13.452000,L8,,288.16,294.10,299.11,291.13,285.33,295.98,,,,,,,,
2024-04-09 22:05:37.411000,L8,,,,,,,,,,,,,,225.74,
