dates,nzd0255-0000,nzd0255-0001,nzd0255-0002,nzd0255-0003,nzd0255-0004,nzd0255-0005,nzd0255-0006,nzd0255-0007,nzd0255-0008,nzd0255-0009,nzd0255-0010,nzd0255-0011,nzd0255-0012,nzd0255-0013,nzd0255-0014,nzd0255-0015,nzd0255-0016,nzd0255-0017,nzd0255-0018,nzd0255-0019,nzd0255-0020,nzd0255-0021,nzd0255-0022,satname
1999-08-05 21:46:59+00:00,,224.41,217.05,,,,270.63,284.6,271.7,274.63,306.35,,322.17,316.96,320.62,322.38,324.32,313.76,307.91,312.44,318.44,313.65,,L7
1999-08-21 21:46:56+00:00,,232.495,217.05,,,273.65,270.565,284.6,271.7,274.63,311.53,,320.515,317.53499999999997,321.605,323.065,324.32,313.76,307.91,312.44,318.44,313.65,,L7
1999-09-22 21:47:00+00:00,,235.43666666666664,224.675,,,273.65,260.53000000000003,283.565,271.73,273.98,311.53,,314.68,315.3566666666666,321.0466666666667,321.37,322.28,313.575,307.055,308.825,314.02,310.83,,L7
1999-10-24 21:46:56+00:00,,235.43666666666664,224.675,,,273.65,260.53000000000003,282.6066666666666,272.1033333333333,274.38666666666666,311.53,,314.68,315.3566666666666,311.0925,309.355,310.90333333333336,302.68666666666667,295.56666666666666,296.3566666666666,303.51,298.03,274.15,L7
2000-02-13 21:46:48+00:00,,240.95,232.3,,243.8,261.15999999999997,242.35,270.7033333333333,264.02,264.39,306.575,297.37,306.45,308.9833333333333,307.40250000000003,305.53,303.1433333333334,297.0833333333333,291.76,291.0933333333333,297.8733333333333,294.4066666666667,291.09,L7
2000-04-01 21:46:34+00:00,,,,,243.8,248.67,248.29500000000002,270.19,264.59666666666664,265.09999999999997,296.44,297.37,311.165,307.79499999999996,303.4066666666667,300.6066666666666,304.7166666666667,297.1666666666667,292.99666666666667,292.1466666666667,299.32,297.7233333333333,299.76,L7
2000-05-19 21:46:07+00:00,,,,,243.8,263.935,248.29500000000002,274.5733333333333,260.47,260.05,296.44,297.37,316.7,312.41,318.98333333333335,320.75333333333333,318.4633333333333,310.8566666666666,308.48,309.7333333333333,312.9166666666667,310.37,312.565,L7
2000-08-07 21:45:08+00:00,,236.62,234.07,258.97,260.52,267.6933333333333,259.13,276.325,264.5833333333333,265.8533333333333,303.55,314.53499999999997,319.1375,315.1775,320.9975,323.3525,320.90999999999997,312.9325,310.345,311.505,315.045,314.40333333333336,316.53333333333336,L7
2001-04-04 21:44:06+00:00,,245.59,231.65,,277.96,,277.5,,280.58,281.14,325.66,,,297.5,295.96,284.91,,288.01,287.75,292.53,285.11,283.97,289.2,L7
2001-04-20 21:44:10+00:00,,245.59,231.65,,278.03,274.56,276.26,,280.58,281.14,325.66,,330.3,308.46500000000003,312.15,284.91,330.8,304.43,304.0,292.53,285.11,283.97,289.2,L7
2001-07-25 21:43:18+00:00,,242.72,230.51,,278.03,274.56,276.26,,280.58,281.14,325.66,,330.3,308.46500000000003,312.15,284.91,330.8,304.43,304.0,292.53,285.11,283.97,289.2,L7
2001-08-10 21:43:00+00:00,,242.72,230.51,227.02,268.32,274.56,268.74333333333334,257.19,270.505,271.14,325.66,,330.3,309.88,312.1166666666666,298.365,320.975,301.84999999999997,301.4066666666667,297.635,296.24,294.01,285.255,L7
2001-10-13 21:42:15+00:00,,241.05,226.755,227.02,263.5,274.56,264.365,257.19,260.43,261.14,,,326.19,317.05,320.19499999999994,286.825,302.00333333333333,294.18333333333334,293.8933333333334,284.18,285.86,285.03999999999996,278.195,L7
2001-10-29 21:42:21+00:00,,241.05,226.755,227.02,248.9,,253.71,257.19,260.43,261.14,,,322.08,315.86,312.05,280.19,280.77000000000004,273.75,277.11333333333334,282.01,281.6033333333333,280.23,279.16333333333336,L7
2002-01-17 21:42:52+00:00,265.22,243.92999999999998,229.06333333333336,249.185,248.9,,253.71,257.19,260.43,261.14,,,322.08,315.86,312.05,278.4075,277.365,268.58,272.81,277.825,280.1425,277.2925,278.2375,L7
2002-02-18 21:42:54+00:00,265.22,241.81666666666663,226.59333333333333,271.35,,,,,275.43,273.65,306.88,,320.405,317.09000000000003,318.48,267.27000000000004,266.1033333333333,259.21,275.81,279.6425,271.06666666666666,268.3733333333334,277.21333333333337,L7
2002-04-07 21:42:52+00:00,265.22,239.82999999999998,228.92000000000002,263.88,,266.8,228.2,284.43,278.20000000000005,276.255,311.735,,322.23333333333335,317.02,318.83000000000004,267.27000000000004,266.1033333333333,259.21,275.81,279.6425,271.06666666666666,268.3733333333334,286.115,L7
2002-09-14 21:41:55+00:00,,234.46,229.95499999999998,262.07000000000005,,266.8,257.565,288.65999999999997,283.655,282.345,317.49,,309.75,301.96500000000003,301.20000000000005,277.59,269.28,271.8,268.55,323.86,276.86,274.03,312.82,L7
2002-11-01 21:41:54+00:00,,235.05,224.01,267.73,,,278.61,286.85,286.34,285.83,318.39,,293.61,287.05,283.22,277.59,269.28,271.8,268.55,323.86,276.86,274.03,,L7
2003-01-20 21:42:33+00:00,,235.05,224.01,267.73,,,278.61,286.85,286.34,285.83,318.39,,293.61,287.05,299.21000000000004,277.59,292.72,290.02,287.48,315.0,292.78,291.94,316.62,L7
2003-02-05 21:42:41+00:00,,247.07500000000002,224.01,267.73,247.06,261.19,267.78333333333336,282.93666666666667,277.655,273.32,305.53,317.22,301.90999999999997,299.365,303.66333333333336,296.495,299.37,294.90333333333336,292.84666666666664,312.0566666666667,296.02666666666664,295.82666666666665,309.34000000000003,L7
2003-02-21 21:42:44+00:00,272.16,249.38333333333335,236.29,258.475,253.345,262.315,260.5375,282.93666666666667,277.655,273.32,305.53,317.22,296.1433333333334,295.7033333333333,298.0325,289.21666666666664,299.37,294.90333333333336,292.84666666666664,312.0566666666667,296.02666666666664,295.82666666666665,295.52666666666664,L7
2003-05-12 21:42:48+00:00,272.16,256.55000000000007,248.57,249.22,253.345,262.315,258.8533333333333,275.11,268.97,260.81,292.67,317.22,297.41,300.03,302.97,295.03,314.415,306.45500000000004,304.995,306.15500000000003,305.60999999999996,306.725,295.52666666666664,L7
2004-09-11 21:37:49+00:00,,,228.19,,,,,,,294.1,315.99,345.76,336.48,332.95,338.34,,,,,,,,,L5
2005-06-26 21:41:40+00:00,,,194.39,246.58,264.59,270.42,265.46,271.01,270.04,272.33,264.77,315.34,313.63,310.61,311.57,308.9,308.77,302.72,302.91,302.36,302.54,301.47,308.27,L5
2005-07-12 21:41:47+00:00,,,198.045,250.32,270.745,273.435,271.40999999999997,274.73,267.73,268.12,257.63,313.7,310.31,309.20500000000004,310.77,310.79999999999995,311.21500000000003,307.3,305.555,306.235,305.65,302.785,305.74,L5
2005-07-28 21:41:57+00:00,,,190.08,244.6833333333333,267.6133333333333,270.88,268.29,269.68666666666667,260.6366666666667,261.44,249.67999999999998,309.75333333333333,305.8233333333333,305.5466666666667,310.0266666666667,310.9533333333333,311.57,307.76666666666665,305.07,303.64000000000004,305.15000000000003,298.46000000000004,302.19666666666666,L5
2005-08-13 21:42:05+00:00,,,187.4525,241.6975,265.73249999999996,268.6275,267.355,271.295,261.5525,263.625,252.26749999999998,312.35,308.1225,306.15250000000003,309.695,309.6275,310.3275,306.9575,303.425,302.7375,304.695,299.96000000000004,303.16499999999996,L5
2005-08-29 21:42:10+00:00,,,196.74200000000002,241.6975,265.73249999999996,268.6275,267.355,271.295,261.5525,268.944,252.26749999999998,312.35,308.1225,306.15250000000003,309.695,309.6275,310.3275,306.9575,303.425,302.7375,304.695,299.96000000000004,303.16499999999996,L5
2006-03-09 21:45:04+00:00,,,,,,235.34,256.82,256.72,256.81,263.94,262.04,305.9,315.56,319.61,324.77,323.2,324.46,316.83,313.25,301.81,305.86,302.52,305.06,L5
2006-04-10 21:45:40+00:00,,238.82,230.44,,,235.34,256.82,256.72,275.525,278.28499999999997,288.885,305.9,315.56,319.61,332.40999999999997,332.26,333.155,326.67999999999995,323.105,301.81,305.86,302.52,305.06,L5
2006-07-31 21:47:18+00:00,,227.78,218.135,243.6,271.01,253.735,268.25,256.72,274.48333333333335,276.5733333333333,284.9866666666667,313.13,316.25,318.1,327.99,327.5733333333333,327.88,321.8333333333333,320.2733333333333,308.12,309.675,307.515,310.445,L5
2006-09-17 21:47:54+00:00,,236.6966666666667,222.41,243.6,281.28999999999996,282.5,279.68,,283.32000000000005,282.89,296.46000000000004,320.36,316.94,316.59,332.70666666666665,329.76,329.59000000000003,329.1566666666667,323.78499999999997,314.43,313.49,312.51,315.83,L5
2011-01-02 21:43:59+00:00,,255.79,248.64,,,,,,,288.08,,,,,,,,,327.94,,,,,L5
2013-04-29 21:55:51+00:00,253.01,226.7,223.36,259.37,280.78,279.61,,284.02,277.04,282.94,310.41,334.1,327.9,328.65,333.63,335.46,333.05,329.72,326.46,322.95,323.61,320.97,326.81,L8
2013-05-31 21:56:07+00:00,253.01,229.54,227.41500000000002,259.37,280.78,279.61,,285.03,278.27,283.71500000000003,313.535,334.1,327.9,330.185,334.475,337.22,335.505,330.89,326.585,323.04499999999996,324.865,322.02,328.21500000000003,L8
2013-08-19 21:55:42+00:00,249.73,225.24,220.84,255.68,280.78,274.95500000000004,274.7,281.5833333333333,275.90333333333336,279.79,309.51,328.82000000000005,324.245,326.84,330.7733333333333,333.62666666666667,331.45,325.2266666666667,320.9866666666667,323.04499999999996,324.865,314.42333333333335,318.75,L8
2013-12-09 21:55:16+00:00,246.45,216.64,207.69,256.65,269.55,275.75,276.115,279.685,274.4,274.895,304.105,323.54,321.775,320.945,326.21000000000004,328.88,326.595,318.235,313.905,318.32,324.01,308.9,312.805,L8
2014-02-11 21:54:56+00:00,246.45,227.06,219.05,256.65,269.55,275.75,276.115,279.685,274.4,276.99666666666667,304.105,323.54,323.44666666666666,322.34666666666664,328.28000000000003,330.87,328.4266666666667,320.25666666666666,313.905,319.94,325.095,313.3433333333333,312.805,L8
2014-05-18 21:53:11+00:00,,233.485,230.3,263.445,277.095,281.945,282.085,284.905,278.56,281.28999999999996,311.6,335.19,327.3866666666667,325.96,332.26666666666665,335.08,332.3066666666667,326.09666666666664,323.195,321.6133333333333,325.3866666666667,320.92,327.43,L8
2014-06-19 21:53:23+00:00,,232.33,230.67999999999998,265.58,284.64,282.69,286.64,286.01,278.66499999999996,284.7,319.53,335.19,332.05,330.7133333333333,336.24333333333334,338.86,336.23999999999995,327.86,329.96500000000003,325.78000000000003,327.11,323.90333333333336,329.07,L8
2014-07-05 21:53:29+00:00,,231.955,231.32999999999998,265.58,284.64,282.69,286.64,287.03666666666663,279.34666666666664,284.84000000000003,319.72333333333336,335.19,332.6225,331.63,336.76750000000004,339.2875,336.67499999999995,329.57666666666665,329.73333333333335,326.45500000000004,327.2575,323.895,329.07,L8
2014-07-21 21:53:57+00:00,,231.955,231.266,265.58,284.64,282.69,286.64,287.375,279.9175,285.13,319.72333333333336,335.19,332.6225,331.63,336.634,339.202,336.312,329.9125,329.4425,326.008,326.906,323.696,329.07,L8
2014-09-07 21:53:48+00:00,258.67,230.11333333333334,230.94400000000002,263.885,286.595,282.735,286.64,287.414,279.78000000000003,285.576,318.96500000000003,335.55,333.84250000000003,332.7075,336.934,339.918,336.832,331.4075,329.02799999999996,326.232,326.906,323.78200000000004,327.9,L8
2014-09-23 21:53:45+00:00,258.67,230.11333333333334,231.19833333333335,263.37666666666667,286.95666666666665,283.12666666666667,289.02,287.3066666666667,279.6766666666667,285.315,317.72200000000004,335.68333333333334,333.06800000000004,331.816,336.31333333333333,339.39166666666665,336.32166666666666,330.76,328.59499999999997,325.7516666666667,326.8966666666667,323.49666666666667,327.72333333333336,L8
2014-10-25 21:54:16+00:00,258.67,231.675,230.43142857142857,263.37666666666667,286.95666666666665,283.12666666666667,287.3666666666666,287.0057142857143,279.3514285714286,284.92857142857144,316.6066666666666,335.615,332.51500000000004,331.1983333333333,335.87857142857143,338.3542857142857,335.8157142857143,330.3883333333333,328.59499999999997,325.21857142857147,326.6857142857143,323.10714285714283,327.2675,L8
2014-11-10 21:54:18+00:00,258.67,231.96999999999997,229.17125000000001,262.72249999999997,284.945,281.2325,284.66499999999996,286.52,279.0375,284.52125,315.15714285714284,334.502,331.18142857142857,330.21,335.145,336.99,335.07125,329.54857142857145,327.28285714285715,324.54625,326.21875,322.26125,326.04200000000003,L8
2015-01-29 21:53:37+00:00,264.895,238.86666666666667,226.638,263.0425,286.235,280.84749999999997,285.8075,286.43399999999997,278.78799999999995,282.94,312.126,334.33,328.27200000000005,327.01000000000005,332.38800000000003,333.12600000000003,332.63800000000003,326.832,324.0525,322.094,325.372,320.61,325.358,L8
2015-04-03 21:53:26+00:00,271.12,235.1325,221.9725,263.81,284.355,278.34999999999997,283.675,285.0525,278.1925,282.0075,309.8425,332.56,327.06,325.975,331.6875,329.795,331.85499999999996,325.065,321.05333333333334,321.24249999999995,324.1675,318.935,323.72249999999997,L8
2015-04-19 21:53:26+00:00,271.12,234.224,221.05599999999998,263.81,284.355,278.34999999999997,283.675,284.99,278.184,282.36199999999997,310.102,332.56,327.55,326.36800000000005,332.158,329.956,332.274,325.41400000000004,322.32000000000005,321.984,324.524,319.592,324.09399999999994,L8
2015-05-05 21:52:48+00:00,271.12,231.394,218.892,263.81,282.3333333333333,277.6666666666667,283.58000000000004,284.488,278.146,282.20799999999997,310.098,331.135,327.006,325.936,332.254,328.736,332.082,324.678,322.898,322.018,324.6,319.952,323.784,L8
2015-10-12 21:53:41+00:00,,226.40000000000003,216.2,,278.29,276.3,283.68,285.57666666666665,278.9166666666667,282.81000000000006,311.23333333333335,,328.27,326.94499999999994,333.895,328.31499999999994,332.885,325.83000000000004,325.66499999999996,323.57000000000005,325.87500000000006,322.395,324.96500000000003,L8
2016-01-16 21:54:09+00:00,254.1,216.62,217.28,260.4,282.4,277.79,276.68,287.675,279.52,280.7,307.875,328.31,322.47,324.6,330.31,323.09,329.97,322.92,315.96,316.8,322.54,315.95,321.44,L8
2016-02-01 21:54:07+00:00,254.37,221.215,217.54500000000002,262.47,282.755,278.495,277.72,287.3833333333334,279.6133333333333,281.555,308.3433333333333,328.99,321.07000000000005,322.71000000000004,330.395,323.38,329.21000000000004,322.22,317.91499999999996,317.42,322.565,317.01,321.375,L8
2016-03-04 21:53:33+00:00,253.6,220.02666666666667,218.6,261.68333333333334,281.6566666666667,278.06,277.44,286.5475,279.2625,281.05333333333334,308.02,330.58,323.06666666666666,323.01,330.6666666666667,324.28,330.26666666666665,322.75333333333333,319.0833333333333,318.06666666666666,323.02666666666664,317.43333333333334,321.40333333333336,L8
2016-05-23 21:53:41+00:00,256.0,221.3075,219.8375,263.4925,282.465,279.0075,278.40250000000003,286.385,278.9675,281.865,308.98,330.58,323.06666666666666,323.01,332.14,327.2,332.095,325.0175,321.5025,320.9125,324.2875,319.5925,323.495,L8
2016-06-08 21:53:21+00:00,257.322,223.666,224.53000000000003,263.4925,282.465,279.0075,278.40250000000003,290.17600000000004,278.9675,281.865,308.98,330.58,323.06666666666666,323.01,332.14,327.2,332.095,325.0175,321.5025,320.9125,326.79,319.5925,323.495,L8
2016-07-26 21:54:04+00:00,258.12750000000005,225.91199999999998,226.52800000000002,264.2225,282.83,279.2925,279.5375,290.454,279.3825,282.485,311.365,333.7666666666667,323.365,326.0933333333333,333.6275,330.3675,333.59749999999997,326.5925,324.635,323.46250000000003,327.96400000000006,321.79499999999996,325.4475,L8
2016-08-27 21:54:14+00:00,257.5825,226.228,225.61399999999998,262.8575,281.2925,277.805,279.0375,289.3,278.21500000000003,280.865,310.7675,335.1033333333333,326.025,327.18333333333334,333.4625,330.9275,333.99249999999995,326.85249999999996,324.4925,323.76,327.87199999999996,322.2475,325.64,L8
2016-09-12 21:53:54+00:00,259.7875,227.52999999999997,224.698,263.375,280.9675,276.9925,278.8075,289.014,277.8075,280.40500000000003,310.8575,335.02,325.45500000000004,327.4766666666667,333.475,330.9875,333.5775,326.7825,324.635,323.9575,327.67,322.565,325.53,L8
2016-12-17 21:53:55+00:00,256.83666666666664,225.85999999999999,219.85500000000002,261.13,279.64250000000004,274.8275,276.6275,283.625,276.96999999999997,278.6625,306.8025,333.4975,324.96333333333337,326.04,331.0025,327.925,331.575,323.985,321.83500000000004,321.66999999999996,323.985,320.6125,323.30499999999995,L8
2017-06-11 21:53:45+00:00,257.17,222.04500000000002,225.95499999999998,261.99,282.155,276.85,278.29499999999996,284.27,277.3,280.11,305.95500000000004,332.38,327.765,326.145,330.415,327.945,331.56,324.045,321.86,323.58500000000004,324.775,321.07,323.945,L8
2017-08-14 21:54:07+00:00,,225.235,227.42000000000002,264.025,283.69500000000005,280.385,283.945,285.6,277.95500000000004,282.28999999999996,314.595,335.83,333.18,332.145,333.86,332.845,334.555,328.32500000000005,326.94500000000005,327.67,328.14,324.87,327.02,L8
2017-10-01 21:54:18+00:00,,227.1966666666667,227.3166666666667,263.74666666666667,282.4666666666667,279.40000000000003,279.92333333333335,285.3533333333333,277.94,281.6166666666666,313.04333333333335,335.83,330.8333333333333,329.8,332.59,330.4866666666667,333.62333333333333,327.03333333333336,325.45,325.56,327.00333333333333,323.97333333333336,326.28499999999997,L8
2017-12-04 21:53:49+00:00,,225.8975,227.04250000000002,263.74666666666667,282.4666666666667,277.2975,278.34749999999997,285.3533333333333,277.34250000000003,280.60249999999996,309.08,335.83,328.6925,327.755,331.225,328.845,332.2875,325.7,323.235,323.9875,325.91499999999996,322.74,324.8633333333333,L8
2018-04-11 21:53:01+00:00,,224.8,225.535,,,270.99,275.565,,276.86,280.03999999999996,304.315,,322.27,324.695,330.315,327.06,330.65,321.7,316.59,321.71500000000003,324.345,321.725,322.02,L8
2018-08-01 21:53:22+00:00,,227.6,224.85,,,,277.51,274.61,273.19,274.71,299.5,319.84,314.2,320.885,327.56,322.21500000000003,327.53999999999996,313.49,314.55,318.57500000000005,320.39,316.88,313.16,L8
