dates,nzd0147-0000,nzd0147-0001,nzd0147-0002,nzd0147-0003,nzd0147-0004,nzd0147-0005,nzd0147-0006,nzd0147-0007,nzd0147-0008,nzd0147-0009,nzd0147-0010,nzd0147-0011,nzd0147-0012,nzd0147-0013,nzd0147-0014,satname
2000-01-01 22:04:37+00:00,,,336.25,303.83,308.52,286.87,294.68,313.41,311.87,333.87,319.67,317.81,309.18,310.13,326.98,L7
2001-06-12 22:01:24+00:00,285.67,282.46,,,,,,,,,,,,,,L7
2001-09-09 21:54:12+00:00,285.67,282.46,,,,,,,,,,,,,297.12,L7
2001-10-11 21:54:09+00:00,278.675,282.46,,,,,,,,,,,,,297.12,L7
2002-01-06 22:00:31+00:00,300.52,319.56,320.27,325.16,313.64,315.29,314.4,312.06,314.13,305.82,307.87,301.69,295.4,296.61,309.185,L7
2002-01-22 22:00:40+00:00,315.15000000000003,308.265,323.185,315.415,308.705,308.4,306.91499999999996,311.765,313.09000000000003,304.445,307.87,301.69,295.4,296.61,309.185,L7
2002-10-14 21:53:43+00:00,345.93,294.49,301.94,302.3,295.33,293.57,295.38,308.54,312.83,311.18,304.98,301.84,296.65,314.24,322.86,L7
2003-01-18 21:54:06+00:00,330.78999999999996,302.015,306.06,307.25,300.16499999999996,297.12,299.615,310.22,313.82,313.33000000000004,310.62,302.66499999999996,299.345,308.375,317.725,L7
2003-01-25 22:00:18+00:00,333.0566666666667,299.23,303.19,304.1666666666667,298.3833333333333,295.01666666666665,296.7033333333333,308.33,311.91,309.5733333333333,310.62,302.66499999999996,299.345,308.375,317.725,L7
2008-12-25 21:50:34+00:00,358.18,,,337.85,333.45,,333.46,343.46,341.45,337.9,334.99,326.82,328.27,330.33,336.56,L5
2013-06-05 22:13:51+00:00,,,,,,,,,,,,,,301.34,301.44,L8
2013-08-17 22:08:03+00:00,284.52,285.84,288.6,296.92,292.39,290.46,293.62,306.73,310.34,309.87,310.22,303.12,296.6,301.34,301.44,L8
