dates,satname,nzd0147-0000,nzd0147-0001,nzd0147-0002,nzd0147-0003,nzd0147-0004,nzd0147-0005,nzd0147-0006,nzd0147-0007,nzd0147-0008,nzd0147-0009,nzd0147-0010,nzd0147-0011,nzd0147-0012,nzd0147-0013,nzd0147-0014
2021-07-13 22:11:43.513000,L8,287.50,290.50,,,,,,,,,,,,,
2021-12-29 22:05:53.312000,L8,,,,,,,,,,,,,,,297.90
2022-02-14 22:12:01.049000,L9,286.39,285.58,,,,,,,,,,,,299.62,307.59
2022-03-27 22:05:58.509000,L9,,,,,,,,,,,,,292.65,302.41,308.06
2022-05-22 22:05:34.636000,L8,,,,,,,,,,,,,303.10,303.83,301.70
2022-06-07 22:05:43.588000,L8,,,,298.37,291.82,293.30,298.31,308.78,310.81,310.65,,,,300.48,304.44
2022-06-22 22:11:38.702000,L9,,,,297.60,285.58,291.66,296.66,306.54,309.66,309.42,,,301.84,302.03,306.18
2022-07-08 22:11:39.226000,L9,,,,,287.72,291.51,294.77,307.54,309.46,310.14,,,,302.93,306.20
2022-07-16 22:12:03.012000,L8,,,,,,,,,,,,,,294.37,296.66
2022-12-24 22:06:26.081000,L9,,,,,,,,,,,,,,,288.97
2023-01-17 22:06:18.381000,L8,,,,,,,,,,,,,298.25,301.25,306.27
2023-05-25 22:04:56.681000,L8,,,,,,,,,,,,,,296.85,298.83
2023-05-25 22:05:20.631000,L8,,,,,,,,,,,,,,295.65,297.28
2023-06-02 22:05:05.917000,L9,,,,,,,,,,,,,,297.97,302.90
2023-06-09 22:11:12.914000,L9,,,,,,,,,,,,,,295.94,299.77
2023-06-10 22:05:27.865000,L8,,,,,,,,,,,,,,296.43,302.21
2023-07-12 22:05:44.275000,L8,,,,,,,,,,,,290.78,299.71,301.83,303.09
2023-08-21 22:05:28.170000,L9,,,,,,,,,,,,,,297.42,298.82
2023-08-21 22:05:52.129000,L9,,290.91,293.42,300.32,296.11,291.29,294.38,308.12,310.43,310.47,,298.47,299.75,299.45,301.34
2023-12-27 22:05:57.973000,L9,311.28,306.14,312.17,316.58,317.81,316.57,315.76,327.68,326.79,324.73,319.50,314.24,313.56,311.34,312.48
2024-02-20 22:11:56.095000,L9,,,297.19,297.14,296.98,292.92,294.78,307.91,306.34,310.10,,,,,
2024-02-29 22:05:47.517000,L9,,,,,,,,,,,,,,,287.43
2024-04-16 22:11:19.307000,L8,,,,,,,,,,,,,,299.03,309.73
2024-05-02 22:11:08.519000,L8,,,,,,,,,,,,,,295.17,300.95
2024-05-03 22:05:38.004000,L9,,,,296.15,291.57,289.98,293.49,307.46,309.84,309.32,307.27,300.61,299.44,300.59,307.76
2024-05-18 22:10:55.940000,L8,,,,,,,,,,,306.39,300.77,300.90,299.81,305.94
2024-08-06 22:11:21.454000,L8,,,,,,,,,,,,,,294.20,294.86
2025-02-07 22:05:41.306000,L8,,,292.37,295.33,296.16,290.83,290.96,306.43,307.39,307.65,,,300.25,292.14,308.98
2025-03-26 22:11:41.456000,L9,290.94,,,,,,,,,,,,,,
2025-04-11 22:11:41.675000,L9,,,,,,,,,,,,,,,298.71
2025-05-05 22:11:12.639000,L8,,,,,,,,,,,,,,297.96,303.76
2025-05-06 22:05:18.638000,L9,,,,414.66,346.09,336.47,368.27,353.58,351.01,343.78,335.74,334.94,324.73,325.96,337.86
2025-05-06 22:05:42.584000,L9,,,,413.59,345.25,335.93,367.31,353.20,349.87,343.22,335.06,334.12,323.96,325.21,337.05
2025-05-29 22:11:15.744000,L9,,,,,,,,,,,,,,,293.42
2025-06-07 22:05:05.116000,L9,,,,,,,,,,,,,,300.62,305.77
2025-07-24 22:11:41.941000,L8,,,,,,,,,,,,,,295.71,300.29
2025-08-01 22:11:42.925000,L9,,,,,,,,,,,,,,300.21,303.96
2025-08-02 22:05:33.990000,L8,,,,,,,,,,,,,,298.32,302.54
2025-08-02 22:05:57.944000,L8,,,292.78,298.12,293.56,292.27,293.37,307.30,310.85,311.73,307.44,303.39,302.29,303.48,306.23
2025-09-02 22:11:59.494000,L9,,,,,,,,,,,,,,296.40,303.27
2025-09-03 22:05:45.116000,L8,,,,325.89,307.41,307.80,305.68,315.35,319.51,318.68,316.80,311.69,310.84,315.84,311.25
2025-09-18 22:12:01.813000,L9,,,,,,,,,,,,,,297.55,302.38
