dates,satname,nzd0147-0000,nzd0147-0001,nzd0147-0002,nzd0147-0003,nzd0147-0004,nzd0147-0005,nzd0147-0006,nzd0147-0007,nzd0147-0008,nzd0147-0009,nzd0147-0010,nzd0147-0011,nzd0147-0012,nzd0147-0013,nzd0147-0014
2000-01-01 22:04:37.439000,L7,394.73,329.07,336.25,303.83,308.52,286.87,294.68,313.41,311.87,333.87,319.67,317.81,309.18,310.13,326.98
2000-02-18 22:04:29.218000,L7,363.97,341.28,353.17,,,,,,,,,,,,
2001-06-12 22:01:24.980000,L7,285.67,282.46,,,,,,,,,,,,,
2001-09-09 21:54:12.928000,L7,,,,,,,,,,,,,,,297.12
2001-09-09 21:54:36.880000,L7,,,,,,,,,,,,,,,301.09
2001-09-25 21:54:04.740000,L7,,,,,,,,,,,,,,,297.74
2001-10-11 21:53:46.024000,L7,276.17,,,,,,,,,,,,,,
2001-10-11 21:54:09.862000,L7,271.68,,,,,,,,,,,,,,
2002-01-06 22:00:31.992000,L7,329.36,319.56,320.27,325.16,313.64,315.29,314.40,312.06,314.13,305.82,307.87,301.69,295.40,296.61,321.25
2002-01-22 22:00:40.906000,L7,344.41,296.97,326.10,305.67,303.77,301.51,299.43,311.47,312.05,303.07,,,,,
2002-08-18 21:59:57.690000,L7,,,,,,,,,,,,,,,300.87
2002-08-27 21:54:00.253000,L7,,,,,,,,,,,,,,,303.54
2002-10-14 21:53:19.813000,L7,354.41,296.57,326.38,303.84,297.67,295.55,299.00,309.84,315.21,314.17,307.75,305.35,301.87,319.09,324.65
2002-10-14 21:53:43.769000,L7,345.93,294.49,301.94,302.30,295.33,293.57,295.38,308.54,312.83,311.18,304.98,301.84,296.65,314.24,322.86
2002-12-01 21:54:16.937000,L7,283.74,,,,,,,,,,,,,,
2003-01-18 21:54:06.301000,L7,315.65,309.54,310.18,312.20,305.00,300.67,303.85,311.90,314.81,315.48,316.26,303.49,302.04,302.51,312.59
2003-01-25 22:00:18.779000,L7,337.59,293.66,297.45,298.00,294.82,290.81,290.88,304.55,308.09,302.06,,,,,
2004-06-12 21:53:11.618000,L5,271.05,,,,,,,,,,,,,,
2008-12-25 21:50:34.359000,L5,358.18,335.38,339.11,337.85,333.45,337.05,333.46,343.46,341.45,337.90,334.99,326.82,328.27,330.33,336.56
2013-04-27 22:07:23.594000,L8,283.50,,,,,,,,,,,,,,
2013-06-05 22:13:51.261000,L8,,,,,,,,,,,,,,301.34,301.44
2013-08-17 22:08:03.120000,L8,284.52,285.84,288.60,296.92,292.39,290.46,293.62,306.73,310.34,309.87,310.22,303.12,296.60,,
2013-09-02 22:07:40.639000,L8,,,,,291.48,289.93,290.91,304.35,306.88,307.30,,,,,
2013-09-02 22:08:04.598000,L8,285.77,287.93,292.44,296.88,293.24,291.65,293.63,306.90,309.34,309.37,309.22,301.14,297.48,,
2014-02-09 22:06:33.299000,L8,287.65,287.40,288.84,297.04,293.09,289.23,288.95,304.54,305.20,307.71,,,,,
2014-02-09 22:06:57.254000,L8,286.97,286.40,,296.36,292.32,288.40,287.95,303.70,304.30,306.64,,,,,
2014-04-21 22:11:42.175000,L8,285.70,277.67,,,,,,,,,,,,,
2014-08-04 22:05:38.545000,L8,,,,,,,,,,,,,,296.76,299.15
2014-08-20 22:06:06.726000,L8,283.02,284.72,286.34,295.08,291.49,288.54,290.96,305.11,309.85,308.39,309.63,289.88,,,
2015-02-28 22:05:48.437000,L8,310.02,306.41,311.89,308.67,307.06,303.74,307.22,314.80,318.73,319.56,318.16,310.17,309.78,319.58,321.03
2015-07-22 22:05:13.606000,L8,,,,,,,,,,,,,,293.89,299.67
2015-07-22 22:05:37.569000,L8,,,,,,,,,,,,,,294.09,299.16
2015-07-29 22:11:25.856000,L8,,,,,,,,,,,,,,294.86,302.84
2015-08-07 22:05:16.273000,L8,286.10,287.92,,,,,,,,,,,,,
2015-08-23 22:05:24.610000,L8,283.86,284.67,,,,,,,,,,,,299.52,306.01
2015-08-23 22:05:48.569000,L8,,,,,,,,,,,,,,296.60,303.91
2016-03-09 22:11:40.902000,L8,356.12,337.40,,,,298.59,380.69,,,331.92,316.71,306.47,306.55,305.87,308.33
2016-04-03 22:05:16.685000,L8,,,,,,,,,,,,,,,296.57
2016-05-21 22:05:14.459000,L8,,,,296.44,289.33,287.68,288.43,300.98,305.67,298.60,,,,,
2016-05-21 22:05:38.418000,L8,,,,296.11,289.01,287.33,288.17,300.63,305.41,298.07,,,,,
2016-08-16 22:11:53.694000,L8,,,,,,,,,,,,,,294.57,300.43
2017-04-06 22:05:33.966000,L8,,,,295.95,292.41,287.87,291.64,302.28,307.45,302.06,,,,,
2017-08-28 22:05:44.051000,L8,,,,295.39,290.86,287.28,290.66,303.15,306.32,297.72,,,,,
2017-08-28 22:06:08.010000,L8,,,,295.86,291.26,287.82,291.45,303.60,306.80,299.35,,,,,
2018-03-08 22:05:15.942000,L8,,,,295.06,291.57,286.87,288.39,301.91,,,,,,,
2018-03-08 22:05:39.901000,L8,,,,294.95,291.40,286.81,288.33,301.87,,,,,,,
2018-07-05 22:10:54.795000,L8,,,,,,,,,,,,,,295.10,301.24
2018-09-16 22:05:39.825000,L8,285.63,268.16,,,,,,,,,,,,,
2019-02-14 22:11:33.473000,L8,316.84,305.91,309.77,311.91,306.91,307.55,307.71,316.37,320.54,320.66,317.15,310.24,309.28,314.22,322.75
2019-06-15 22:05:27.936000,L8,,,290.32,298.43,294.13,291.95,295.80,307.10,310.17,312.20,308.35,297.52,302.80,302.66,307.46
2019-07-17 22:05:35.131000,L8,284.20,285.68,,,,,,,,,,,,298.97,303.34
2019-11-06 22:06:00.727000,L8,298.17,304.65,307.50,307.11,304.41,305.13,307.34,313.93,318.78,318.77,316.62,310.53,308.78,311.05,319.04
2020-01-09 22:06:13.711000,L8,284.11,284.80,,,,,,,,,,,,,
2020-04-21 22:11:21.823000,L8,287.05,288.18,,,,,,,,,,,,295.60,302.53
2020-06-01 22:05:32.600000,L8,,,,,,,,,,,,,,297.37,299.90
2021-04-17 22:05:18.296000,L8,284.89,283.27,,,,,,,,,,,,299.69,303.55
2021-05-19 22:05:16.285000,L8,,,,,,,,,,,,,,298.02,303.39
2021-05-19 22:05:40.235000,L8,283.36,285.60,,,,,,,,,,,,301.18,304.88
