dates,nzd0318-0000,nzd0318-0001,nzd0318-0002,nzd0318-0003,nzd0318-0004,nzd0318-0005,nzd0318-0006,nzd0318-0007,nzd0318-0008,nzd0318-0009,nzd0318-0010,nzd0318-0011,nzd0318-0012,nzd0318-0013,nzd0318-0014,nzd0318-0015,nzd0318-0016,nzd0318-0017,nzd0318-0018,nzd0318-0019,nzd0318-0020,nzd0318-0021,nzd0318-0022,nzd0318-0023,nzd0318-0024,nzd0318-0025,nzd0318-0026,nzd0318-0027,nzd0318-0028,nzd0318-0029,nzd0318-0030,nzd0318-0031,nzd0318-0032,nzd0318-0033,nzd0318-0034,nzd0318-0035,nzd0318-0036,satname
2001-02-20 22:03:24+00:00,330.07,328.4675,304.26750000000004,308.275,286.345,303.9825,314.725,322.59749999999997,323.29,316.085,287.22,283.06,312.4925,313.59749999999997,310.83,280.902,212.9,312.49,313.02,283.55,306.1,338.96,230.06,349.06500000000005,352.68,331.3925,305.56,328.99333333333334,349.43333333333334,343.83500000000004,299.62666666666667,359.12,229.26999999999998,220.90333333333334,,324.515,199.78,L7
2001-03-31 22:09:19+00:00,326.47,330.7133333333333,302.6775,309.94666666666666,286.9933333333334,307.63000000000005,319.3766666666667,330.97999999999996,323.29,316.085,287.22,283.06,312.4925,313.59749999999997,321.672,290.335,211.69,310.91999999999996,322.6325,288.0075,282.49,315.815,276.46000000000004,351.82666666666665,352.68,332.75333333333333,291.99,328.99333333333334,349.43333333333334,343.83500000000004,302.78499999999997,359.12,229.26999999999998,206.705,,310.76,199.78,L7
2001-06-19 22:08:41+00:00,324.1566666666667,333.3399999999999,297.34999999999997,316.0899999999999,295.2800000000001,321.415,332.47,335.73999999999995,326.76000000000005,323.28,306.28,294.26,330.795,331.68999999999994,341.9533333333334,312.655,,319.5266666666666,332.51,292.25333333333333,282.49,315.815,276.46000000000004,351.41,352.68,353.3299999999999,291.99,328.99333333333334,349.43333333333334,343.83500000000004,302.78499999999997,368.03,232.68499999999997,206.705,,,182.21,L7
2001-07-14 22:02:21+00:00,334.23,338.18333333333334,299.53,311.9533333333333,304.53000000000003,318.6766666666667,324.43666666666667,327.8533333333333,326.81,318.865,306.28,294.26,343.49,327.5933333333333,323.83666666666664,311.89666666666665,,316.59999999999997,336.49,299.4825,280.12666666666667,315.42,290.06333333333333,356.25200000000007,352.68,353.3299999999999,291.99,336.18333333333334,352.8066666666667,339.095,317.065,348.78,231.64,201.77,322.43,320.9,,L7
2001-08-31 22:01:41+00:00,332.49333333333334,350.055,303.44666666666666,303.68,323.03,313.2,308.37,312.08,326.91,318.66499999999996,,256.82,368.88,319.4,313.64,298.49,,307.015,349.95000000000005,311.27500000000003,264.57,296.6666666666667,320.06500000000005,355.175,313.94,316.36,,339.885,342.79,335.5,333.96,329.53,197.89,,322.43,320.9,194.87,L7
2001-10-02 22:01:16+00:00,343.31333333333333,344.9433333333333,309.2433333333333,305.16499999999996,323.03,301.805,308.37,312.08,335.1,311.3533333333333,280.62,259.78499999999997,368.88,305.98,303.835,295.06,,300.39,348.43,302.005,271.02666666666664,293.8833333333333,318.71,358.4125,327.04499999999996,322.885,,348.71000000000004,355.245,341.56,333.96,343.37,197.89,,328.975,324.57,194.87,L7
2001-11-03 22:01:22+00:00,343.31333333333333,344.9433333333333,309.2433333333333,305.16499999999996,323.03,301.805,308.37,312.08,335.1,311.3533333333333,280.62,254.92,368.88,305.98,303.835,295.06,,300.39,348.43,302.005,271.02666666666664,293.8833333333333,306.59666666666664,358.4125,327.04499999999996,322.885,,348.71000000000004,355.245,341.56,319.21,343.37,197.89,233.6,328.975,324.57,194.87,L7
2002-02-07 22:01:54+00:00,337.37333333333333,344.2633333333333,310.83,326.085,356.99,290.41,359.69,,351.57000000000005,323.64,280.62,254.92,350.97,320.99,294.03,287.40000000000003,,292.96,,282.84,300.65000000000003,283.51,301.26,356.93666666666667,334.08666666666664,333.05333333333334,,358.1566666666667,369.595,356.28499999999997,330.91999999999996,356.395,197.89,233.6,316.2,313.765,194.87,L7
2002-03-11 22:01:55+00:00,334.43,332.49,294.21500000000003,326.085,356.99,299.87,345.275,323.73,339.08,322.09666666666664,293.11,253.97,332.755,327.5266666666667,309.26,306.73,,292.96,,302.975,322.8666666666666,284.32,301.26,366.62,344.15999999999997,341.40000000000003,,356.33,369.595,356.28499999999997,335.05333333333334,356.395,,233.6,316.2,313.765,,L7
2002-08-02 22:01:13+00:00,331.555,331.375,295.85,352.7,341.595,319.65999999999997,345.69,326.495,331.78333333333336,340.47999999999996,305.6,,332.755,357.34666666666664,324.49,325.26,,,,317.62,332.0533333333333,341.04,,362.94,348.17,353.39,,351.315,362.28,352.56,349.6233333333334,345.92499999999995,,,296.88,299.29,,L7
2002-08-18 22:01:09+00:00,316.48,316.92,295.85,359.88,326.2,319.65999999999997,338.68999999999994,326.495,317.75,321.50333333333333,305.6,,300.08000000000004,362.73333333333335,329.71500000000003,325.26,,,,317.62,315.94499999999994,341.04,300.53,340.3,321.06,362.98,,338.41,367.305,322.53,345.745,323.80499999999995,,271.78,,,192.56,L7
2002-10-05 22:00:43+00:00,320.05,315.24,,359.88,326.2,335.15,349.385,323.85,325.53999999999996,323.5,340.1,,278.44,358.05999999999995,334.79499999999996,,,,,318.275,305.81,341.04,300.53,335.52,328.175,346.94500000000005,,371.73,367.305,322.53,348.17,319.2933333333333,,271.78,,,192.56,L7
2002-10-21 22:00:48+00:00,312.635,308.62,266.75,359.88,326.2,335.15,349.385,323.85,325.53999999999996,323.5,340.1,242.01,269.6566666666667,358.05999999999995,334.79499999999996,,,,,318.275,305.81,341.04,300.53,335.52,328.175,308.6466666666667,231.67,371.73,367.305,322.53,348.17,310.48749999999995,,271.78,,,192.56,L7
2003-01-25 22:01:30+00:00,312.635,308.62,266.75,359.88,322.33,332.29333333333335,349.385,321.29,320.95666666666665,323.9625,334.405,242.01,269.6566666666667,349.4275,328.13,,,,,330.3933333333334,314.33000000000004,345.725,300.53,335.52,344.28999999999996,308.6466666666667,231.67,382.54,367.305,322.53,351.37,310.48749999999995,,271.78,,291.28,192.56,L7
2003-03-21 22:07:51+00:00,312.635,308.62,266.75,,318.46,333.445,344.45500000000004,317.305,320.735,324.79499999999996,334.405,242.01,261.675,335.38,324.725,,,,,339.52500000000003,322.85,350.41,,330.74,369.07,281.48,231.67,382.54,,,354.57,297.16999999999996,,,,291.28,,L7
2003-04-15 22:01:45+00:00,317.22,318.0,266.75,318.22,321.41499999999996,328.57,338.505,327.36,322.865,334.055,325.17499999999995,242.01,252.09,339.1166666666666,328.995,342.08,,,359.16,354.63,322.85,364.545,,370.63,378.7966666666666,232.05,231.67,383.55,374.78,,365.34000000000003,284.07,,,,291.28,,L7
2003-08-13 21:49:56+00:00,316.33500000000004,316.33500000000004,270.85,287.96500000000003,287.955,292.9,305.0266666666667,300.1,261.34000000000003,266.895,252.95499999999998,236.0,259.9,346.90999999999997,343.19,342.08,,,359.16,,,378.68,278.71,316.66499999999996,334.3433333333333,242.57,224.5,323.175,312.0,219.72,376.11,268.57,239.82,229.04,203.2,,,L5
2003-08-29 21:50:14+00:00,314.44,310.34666666666664,271.61,279.4633333333333,277.5133333333333,282.21,289.32,289.13,238.08666666666667,244.68666666666664,230.87333333333333,240.685,259.67499999999995,346.90999999999997,343.19,342.08,,,359.16,,,378.68,279.27,299.0133333333333,312.52,236.285,218.85500000000002,305.03333333333336,290.6933333333333,221.53,376.11,268.875,241.47,228.64999999999998,203.135,,,L5
2003-10-16 21:50:55+00:00,307.04999999999995,298.52,271.61,260.085,254.08499999999998,258.03499999999997,240.13499999999996,252.59333333333333,187.82666666666668,195.64999999999998,185.49,240.685,259.67499999999995,,,,,,,,,,276.85999999999996,260.50333333333333,242.01999999999998,232.32666666666668,214.45000000000002,268.14000000000004,249.23666666666668,222.0566666666667,,268.875,243.49666666666667,229.40666666666667,204.30666666666664,178.11,,L5
2004-01-04 21:51:46+00:00,307.04999999999995,298.52,271.61,260.085,254.08499999999998,258.03499999999997,240.13499999999996,256.59749999999997,187.82666666666668,195.64999999999998,185.49,240.685,259.67499999999995,,,,,,,,,,276.85999999999996,260.50333333333333,242.01999999999998,232.32666666666668,214.45000000000002,268.14000000000004,249.23666666666668,222.0566666666667,,268.875,243.49666666666667,229.40666666666667,204.30666666666664,178.11,,L5
2004-01-27 21:58:02+00:00,301.3666666666666,291.45666666666665,264.96,260.085,254.08499999999998,258.03499999999997,240.13499999999996,256.59749999999997,187.82666666666668,195.64999999999998,185.49,240.685,259.67499999999995,,,,,,,,,,276.85999999999996,260.50333333333333,242.01999999999998,232.32666666666668,214.45000000000002,268.14000000000004,249.23666666666668,222.0566666666667,,268.875,243.49666666666667,229.40666666666667,204.30666666666664,178.11,,L5
2004-04-09 21:52:31+00:00,290.0,277.33,251.66,,260.54,274.7,259.79,261.2266666666667,190.20499999999998,211.19,195.05,,268.65,,248.63,226.85,199.9,,266.49,273.59,218.65,,279.81,265.5,244.95999999999998,237.465,224.07,270.055,253.395,223.11,,284.06,252.07500000000002,235.64999999999998,210.17000000000002,182.015,,L5
2004-07-14 21:55:18+00:00,294.315,285.455,258.24,253.56,252.66000000000003,262.195,241.47000000000003,258.505,192.155,211.19,195.05,,268.65,,248.63,226.85,199.9,,266.49,273.59,218.65,,287.58,275.9,254.07,250.52,242.5,277.04,256.38,,,284.06,256.6,240.38,213.69,185.92,,L5
2004-08-15 21:56:01+00:00,298.72,294.895,266.375,255.595,252.91333333333333,261.77,240.88333333333335,257.38666666666666,192.59666666666666,194.74,190.27,237.56,263.195,,244.66,225.225,201.06,,266.49,273.59,218.65,,280.975,270.28999999999996,250.89,240.54000000000002,231.805,274.775,252.7,223.78,,276.08000000000004,248.02,232.725,208.37,183.05,,L5
2004-10-02 21:57:14+00:00,302.12333333333333,296.18333333333334,266.9266666666667,256.0133333333333,252.97,261.235,241.4275,253.34,193.065,190.61333333333334,188.24333333333334,246.315,261.1433333333334,,244.66,225.225,201.06,,266.49,273.59,218.65,261.99,282.4766666666667,269.39,250.27666666666667,236.92999999999998,227.54666666666665,272.28000000000003,249.01666666666665,219.42000000000002,,272.78333333333336,248.02,228.57333333333335,205.24333333333334,183.05,,L5
2005-02-23 21:59:43+00:00,304.94,293.83500000000004,267.94,257.61,252.13,259.735,238.755,253.18,190.37,182.36,184.19,255.07,257.04,,,,,,,,,267.91499999999996,284.595,268.405,248.09,231.18,219.03,267.29,241.65,215.775,,266.19,240.69,223.215,201.03500000000003,,,L5
2005-03-11 21:59:55+00:00,305.06666666666666,294.0933333333333,269.28,259.57666666666665,252.36666666666667,261.35999999999996,240.51,259.06333333333333,189.29,182.36,184.19,255.07,257.04,,,,,,,,,268.33,282.3866666666667,268.5466666666667,246.46,233.51999999999998,228.45999999999998,270.11,245.25,220.48666666666668,,269.99,246.03,226.58333333333334,202.97333333333336,178.64,,L5
2005-04-28 22:00:11+00:00,300.83,289.65000000000003,267.7,258.1566666666667,249.89333333333335,256.5933333333333,229.13,267.995,186.7,,,,,,,,,,,,,271.5,280.84000000000003,269.025,245.165,235.42499999999995,237.89,272.93,248.85,223.20000000000002,,273.79,246.03,229.74,204.96500000000003,178.64,,L5
2005-05-05 22:06:25+00:00,298.6,288.8475,266.0675,255.8475,247.815,252.9275,222.3525,267.995,186.7,,,,,,,,,,,,,271.5,280.84000000000003,269.025,245.165,235.42499999999995,237.89,272.93,248.85,223.20000000000002,,273.79,246.03,229.74,204.96500000000003,178.64,,L5
2005-05-30 22:00:27+00:00,302.32399999999996,293.678,269.12,259.81399999999996,250.558,258.90999999999997,222.3525,281.15333333333336,186.7,,,262.19,276.52,257.31,255.72,240.56,211.65,274.77,285.36,277.14,247.0,271.5,284.92,275.3666666666666,253.67999999999998,240.80999999999997,255.45,279.65999999999997,254.97500000000002,230.71333333333334,299.25,279.46500000000003,250.16,237.20000000000002,210.39666666666668,188.175,,L5
2005-06-15 22:00:34+00:00,304.3383333333333,297.27500000000003,271.25166666666667,261.12666666666667,251.79666666666665,260.8983333333333,222.3525,281.15333333333336,186.7,,,251.45,272.33,241.225,254.67000000000002,237.345,210.44,270.515,280.20000000000005,277.07,247.13,272.3233333333333,286.16499999999996,276.16499999999996,256.675,243.5925,255.02666666666664,281.72333333333336,256.8066666666667,238.945,298.84000000000003,282.0366666666667,251.875,237.775,210.1675,188.22333333333333,,L5
2005-09-19 22:01:08+00:00,305.24,298.41,271.41200000000003,260.60200000000003,251.95999999999998,258.976,212.26,273.83500000000004,188.7,,,251.45,272.33,241.225,254.67000000000002,237.345,210.44,270.515,280.20000000000005,277.07,247.13,268.09000000000003,286.7466666666666,277.5233333333333,260.57,245.00666666666666,250.17999999999998,280.18333333333334,255.20000000000002,243.14333333333335,298.84000000000003,275.68666666666667,251.14333333333335,238.71,210.00333333333333,193.015,,L5
2005-11-22 22:01:34+00:00,313.3275,304.695,276.51250000000005,264.5475,254.95999999999998,265.4475,225.82999999999998,266.6066666666667,188.7,,,251.45,272.33,241.225,254.67000000000002,237.345,210.44,270.515,280.20000000000005,277.07,247.13,266.5733333333333,284.2,273.955,256.25,244.0325,246.2125,278.4525,253.59,239.8025,298.84000000000003,275.68666666666667,252.57000000000002,235.375,207.8825,193.015,,L5
2006-05-17 22:05:09+00:00,315.24,298.6,273.45,256.69,247.34,254.17,240.79,270.015,198.57,180.32,178.08,254.14,267.94,245.58,261.65,235.25,212.61,,,,,273.905,280.765,271.175,256.325,251.745,247.36,279.78,254.82999999999998,241.22,305.16,285.64,255.585,233.815,208.41500000000002,187.91,,L5
2006-08-21 22:06:31+00:00,,,272.69,259.13,256.4,267.03,249.7,279.93000000000006,198.225,179.555,178.08,254.14,267.94,245.58,261.65,235.25,212.61,,,,,276.78,283.34000000000003,277.35,265.13,251.82,249.8,279.20000000000005,256.185,240.49,294.305,279.46,249.005,236.75,213.825,187.875,,L5
2006-08-28 22:12:47+00:00,303.14,300.42,273.59000000000003,258.955,259.105,270.92499999999995,246.29,279.18333333333334,198.30999999999997,180.35666666666665,178.08,254.14,267.94,245.58,261.65,235.25,212.61,,,,,276.51666666666665,284.37666666666667,276.99333333333334,262.3066666666667,250.58333333333334,243.15666666666667,276.3066666666667,252.0533333333333,235.99666666666667,294.305,279.46,249.005,236.75,213.825,187.875,,L5
2006-09-22 22:06:54+00:00,307.395,298.17,273.20666666666665,260.08,258.46666666666664,267.5233333333333,242.3,272.70750000000004,198.30999999999997,180.35666666666665,178.08,254.14,267.94,245.58,261.65,235.25,212.61,,,,,276.51666666666665,284.37666666666667,276.99333333333334,256.6925,243.905,236.055,276.3066666666667,248.0375,231.3075,292.79,276.38666666666666,249.14,234.98000000000002,210.86333333333334,185.0533333333333,,L5
2006-10-24 22:07:14+00:00,305.49666666666667,295.9533333333333,271.645,259.82,257.0,265.9,239.36999999999998,271.73400000000004,196.88,180.35666666666665,178.08,254.14,267.94,245.58,261.65,235.25,212.61,,,,,275.3925,284.60249999999996,275.5525,256.21000000000004,242.81199999999998,235.08,274.8525,246.96999999999997,228.82,292.79,275.1475,247.9825,233.74,209.04500000000002,185.0533333333333,,L5
2006-12-11 22:08:04+00:00,305.49666666666667,295.9533333333333,271.645,259.82,257.0,265.9,235.27249999999998,267.6975,196.3166666666667,178.94333333333336,,,,,,,,,,,,272.735,285.2,276.22249999999997,255.794,240.31599999999997,232.798,274.1925,245.61399999999998,222.85999999999999,296.2766666666667,271.3975,246.52999999999997,231.9025,208.2475,182.73666666666668,,L5
2007-09-09 22:06:09+00:00,300.72,290.88,269.65,260.77,255.87,265.56,223.67,260.76,190.56,,,,,,,,,,,,,246.44,282.32,270.54,246.82,225.1,216.13,,236.14,218.36,186.75,266.87,241.44,225.59,202.7,182.09,,L5
2007-10-02 22:12:06+00:00,305.01,297.36,273.775,265.635,259.645,270.895,235.81,267.745,195.45,180.89,,,,,,,,,,,,265.23,282.32,265.23,244.09,225.875,217.885,264.59,237.89499999999998,221.055,189.18,272.0,248.85999999999999,233.15,209.42,184.95499999999998,,L5
2009-01-24 22:04:30+00:00,303.32,289.62,263.32,256.04,251.03,251.26,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,239.3,227.63,,,,L5
2009-02-02 21:58:34+00:00,297.72,284.61,260.58,252.275,245.815,247.13,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,239.3,227.63,,,,L5
2009-02-18 21:58:58+00:00,302.7266666666667,288.49666666666667,264.71,256.37333333333333,249.00333333333333,253.08,256.91,265.51,,,,,,,,,,249.64,,260.69,210.84,279.71,281.25,270.48,244.88,239.72,233.52,266.76,243.39,216.71,195.81,267.96500000000003,246.29500000000002,232.785,207.91,179.83,,L5
2010-02-05 22:03:53+00:00,296.91,282.0,260.44,,,250.73,,,,,,,,,,,,,,,,,266.87,256.02,235.32,224.51,220.89,257.64,237.53,214.85,181.87,266.75,,221.98,196.26,,,L5
2010-11-04 22:02:50+00:00,299.6,284.15,261.06,254.52,246.31,257.17,,253.55,,,,,,,,,,,,,,,271.74,262.45,239.87,218.38,217.86,,223.1,210.22,,263.3,232.61,220.11,194.23,,,L5
2011-01-07 22:02:56+00:00,304.33000000000004,291.025,267.91999999999996,260.75,253.34,266.05,269.06,264.22,184.94,,,,,,262.45,254.86,250.18,272.17,256.76,265.83,227.41,,271.74,267.195,247.57,232.67000000000002,231.87,273.32,232.875,210.22,,270.55,243.85000000000002,229.52,203.45999999999998,181.54,,L5
2011-01-23 22:02:56+00:00,305.40000000000003,291.4833333333333,267.6033333333333,260.06666666666666,251.66,265.48333333333335,259.78499999999997,265.57666666666665,184.94,,,,,,262.45,254.86,250.18,272.17,256.76,265.83,227.41,274.15,275.73,267.05,249.40666666666667,233.04,232.04666666666665,270.08500000000004,234.67666666666665,216.39499999999998,190.37,271.37333333333333,244.12333333333333,229.74,203.8166666666667,181.54,,L5
2011-02-15 22:09:10+00:00,305.8175,292.97749999999996,269.09749999999997,261.3625,252.825,265.06,248.0666666666667,265.02250000000004,184.94,,,,,,262.45,254.86,250.18,272.17,256.76,265.83,227.41,275.59,276.21333333333337,266.65999999999997,248.095,233.0875,231.7975,268.4433333333333,237.3975,222.24,190.37,273.225,247.57999999999998,232.2775,205.9925,182.665,,L5
2011-03-12 22:02:55+00:00,306.326,293.466,270.136,262.966,253.016,265.95,253.26749999999998,267.294,183.15,,,,,,260.435,255.025,255.375,272.55,265.605,269.85,224.54,275.59,278.57,268.38,250.196,236.55599999999998,234.21999999999997,270.6975,239.81599999999997,232.775,190.37,274.052,249.03000000000003,233.852,207.49200000000002,182.97333333333333,,L5
2011-03-28 22:02:50+00:00,305.87666666666667,293.52,270.1016666666667,263.3616666666667,253.54166666666666,266.03833333333336,254.398,268.0933333333333,181.49666666666667,,,,,,260.435,255.025,255.375,272.55,265.605,269.85,224.54,276.8933333333333,279.678,269.3566666666666,250.41166666666666,236.00833333333333,233.78166666666667,271.116,240.13166666666666,231.802,188.47,273.4683333333333,248.6783333333333,234.03333333333333,207.79333333333332,182.87,,L5
2013-05-11 22:21:07+00:00,,,,270.6,252.73,269.76,271.89,283.83,,,,,,273.95,272.07,,235.69,283.33,272.83,282.09,263.82,,,289.71,263.79,267.53,300.03,292.33,264.52,,229.96,284.51,267.77,248.97,222.78,199.34,183.5,L8
2013-06-05 22:15:03+00:00,321.76,309.51,275.94,269.25,253.425,270.0,274.04999999999995,285.08,,246.29,191.13,257.81,270.28,273.95,271.4,270.83,240.235,282.585,272.445,282.03999999999996,263.43,291.5,292.17,290.695,266.815,267.325,299.73,292.365,265.395,229.13,214.92000000000002,285.92499999999995,267.64,249.15,222.905,199.32,182.86,L8
2013-07-14 22:21:10+00:00,321.76,309.51,275.94,269.25,254.39,273.40333333333336,276.0333333333333,286.5,,253.21999999999997,191.13,259.24,271.58,274.78499999999997,272.0933333333333,271.31,240.235,285.68,272.445,282.03999999999996,263.43,291.5,292.17,290.695,266.815,267.325,301.24333333333334,292.365,265.395,229.13,214.92000000000002,288.1766666666667,269.47666666666663,249.15,225.11666666666667,201.35666666666668,184.22333333333333,L8
2013-09-16 22:21:09+00:00,316.02,302.95,272.575,268.3,252.89,272.085,267.09499999999997,285.83,181.23,253.21999999999997,191.13,259.24,271.58,274.78499999999997,269.8525,267.17,240.235,285.68,269.77,282.1133333333333,262.2766666666667,289.43,290.865,289.06333333333333,268.18666666666667,264.23333333333335,301.24333333333334,290.34666666666664,262.24333333333334,228.385,209.14000000000001,286.7925,268.265,247.55333333333337,223.59,199.8025,184.22333333333333,L8
2013-09-25 22:14:53+00:00,316.15000000000003,302.33666666666664,272.7233333333333,267.87,251.85999999999999,271.348,267.302,285.22999999999996,181.23,249.63666666666666,191.13,259.24,271.58,271.2366666666667,268.344,265.8,237.23333333333335,281.9575,268.955,280.645,262.1775,291.26,292.23333333333335,289.9875,270.725,263.2125,300.435,289.945,261.225,228.385,209.14000000000001,287.37,268.142,248.885,223.292,199.92000000000002,184.22333333333333,L8
2013-10-18 22:21:01+00:00,319.9,303.34000000000003,274.59499999999997,268.904,252.26999999999998,271.348,268.81666666666666,285.9033333333333,181.23,249.08499999999998,194.01,259.6433333333334,271.66,270.675,267.89166666666665,265.37,237.23333333333335,282.512,268.82,281.014,261.4,291.45500000000004,292.535,290.032,271.63599999999997,263.82,300.994,289.852,260.588,228.385,209.14000000000001,287.7283333333333,268.0083333333333,248.372,222.76666666666665,198.90166666666667,185.2275,L8
2013-11-03 22:20:56+00:00,317.86,301.052,272.848,267.69666666666666,251.73571428571427,269.8666666666666,268.81666666666666,285.9033333333333,181.23,249.08499999999998,194.01,259.6433333333334,271.66,270.675,267.89166666666665,265.37,237.23333333333335,282.512,266.835,276.49833333333333,259.485,291.45500000000004,291.558,287.855,270.64666666666665,259.72499999999997,300.994,288.535,258.5083333333333,227.22,204.7625,286.9542857142857,267.2214285714286,247.16166666666666,221.6457142857143,196.9385714285714,185.2275,L8
2013-11-19 22:20:49+00:00,316.285,299.7366666666667,272.54833333333335,267.2333333333333,251.42142857142855,269.9,268.1766666666667,285.7733333333333,181.04,249.08499999999998,194.01,259.6433333333334,271.66,269.5833333333333,266.11833333333334,264.11833333333334,238.00500000000002,280.008,264.9016666666667,273.98333333333335,257.6466666666667,291.45500000000004,291.785,287.44666666666666,272.58,257.40500000000003,301.235,287.3566666666667,256.52500000000003,227.39499999999998,195.805,287.05,266.9971428571429,246.18833333333336,220.66,195.25857142857146,185.8033333333333,L8
2013-11-28 22:14:37+00:00,316.3457142857143,300.6028571428572,272.9757142857143,268.79571428571427,251.93124999999998,271.1842857142857,269.8257142857143,285.7733333333333,181.33,249.08499999999998,194.01,259.6433333333334,271.66,269.3125,265.38714285714286,262.3157142857143,223.06333333333336,280.008,264.74142857142857,271.8542857142857,257.00428571428574,291.344,292.61571428571426,289.9142857142857,278.6,259.12857142857143,300.892,287.46,256.49142857142857,227.68400000000003,196.04,287.05,267.03125,247.15285714285713,220.4875,194.70875,185.8033333333333,L8
