dates,satname,nzd0115-0000,nzd0115-0001,nzd0115-0002,nzd0115-0003,nzd0115-0130,nzd0115-0131,nzd0115-0132,nzd0115-0140,nzd0115-0141,nzd0115-0142,nzd0115-0143,nzd0115-0144,nzd0115-0145,nzd0115-0146,nzd0115-0147,nzd0115-0148,nzd0115-0149,nzd0115-0150,nzd0115-0151,nzd0115-0152,nzd0115-0153,nzd0115-0154,nzd0115-0155,nzd0115-0156,nzd0115-0157,nzd0115-0158,nzd0115-0159,nzd0115-0160,nzd0115-0161,nzd0115-0162,nzd0115-0165,nzd0115-0166,nzd0115-0167,nzd0115-0168,nzd0115-0169,nzd0115-0170,nzd0115-0171,nzd0115-0004,nzd0115-0053,nzd0115-0054,nzd0115-0055,nzd0115-0067,nzd0115-0068,nzd0115-0069,nzd0115-0070,nzd0115-0079,nzd0115-0080,nzd0115-0081,nzd0115-0082,nzd0115-0083,nzd0115-0084,nzd0115-0085,nzd0115-0111,nzd0115-0112,nzd0115-0113,nzd0115-0114,nzd0115-0115,nzd0115-0122,nzd0115-0123,nzd0115-0124,nzd0115-0163,nzd0115-0164,nzd0115-0005,nzd0115-0006,nzd0115-0007,nzd0115-0008,nzd0115-0044,nzd0115-0045,nzd0115-0046,nzd0115-0047,nzd0115-0048,nzd0115-0098,nzd0115-0099,nzd0115-0100,nzd0115-0009,nzd0115-0010,nzd0115-0011,nzd0115-0012,nzd0115-0013,nzd0115-0014,nzd0115-0015,nzd0115-0016,nzd0115-0017,nzd0115-0018,nzd0115-0019,nzd0115-0020,nzd0115-0021,nzd0115-0022,nzd0115-0023,nzd0115-0024,nzd0115-0025,nzd0115-0026,nzd0115-0027,nzd0115-0029,nzd0115-0030,nzd0115-0031,nzd0115-0032,nzd0115-0033,nzd0115-0034,nzd0115-0035,nzd0115-0036,nzd0115-0037,nzd0115-0038,nzd0115-0039,nzd0115-0040,nzd0115-0041,nzd0115-0042,nzd0115-0043,nzd0115-0049,nzd0115-0050,nzd0115-0051,nzd0115-0052,nzd0115-0066,nzd0115-0076,nzd0115-0077,nzd0115-0078,nzd0115-0086,nzd0115-0093,nzd0115-0094,nzd0115-0095,nzd0115-0102,nzd0115-0103,nzd0115-0104,nzd0115-0116,nzd0115-0117,nzd0115-0118,nzd0115-0119,nzd0115-0120,nzd0115-0121,nzd0115-0125,nzd0115-0133,nzd0115-0134,nzd0115-0135,nzd0115-0136,nzd0115-0137,nzd0115-0138,nzd0115-0139,nzd0115-0072,nzd0115-0073,nzd0115-0074,nzd0115-0075,nzd0115-0087,nzd0115-0088,nzd0115-0089,nzd0115-0090,nzd0115-0091,nzd0115-0096,nzd0115-0097,nzd0115-0101,nzd0115-0108,nzd0115-0109,nzd0115-0110,nzd0115-0105,nzd0115-0106,nzd0115-0107,nzd0115-0128,nzd0115-0129,nzd0115-0172,nzd0115-0173,nzd0115-0174,nzd0115-0175,nzd0115-0176,nzd0115-0177,nzd0115-0178,nzd0115-0179,nzd0115-0028,nzd0115-0126,nzd0115-0127,nzd0115-0092,nzd0115-0063,nzd0115-0064,nzd0115-0065,nzd0115-0071,nzd0115-0056,nzd0115-0057,nzd0115-0058,nzd0115-0059,nzd0115-0060,nzd0115-0061,nzd0115-0062
1999-08-26 22:04:44.971000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,306.45,309.44,323.29,324.27,325.57,350.09,354.23,362.75,364.79,346.05,359.43,367.59,,,,,,,,,,,,,,,,,,,,,418.49,408.27,412.98,338.31,343.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.54,,,,409.68,423.77,401.16,433.36,,,,,,,,,,,,,,,,,,,,,,,460.82,478.01,460.12,,,379.12,363.24,367.83,300.02,316.85,311.09,306.18,337.93,,,,,,,,,,,,,,,
1999-09-27 22:04:48.949000,L7,,,,,,,,,,,,,,,,,,,,,,266.85,294.35,309.06,314.89,311.88,319.47,337.82,336.60,345.40,362.02,365.53,371.44,369.97,369.51,374.62,374.10,,,,,,,,,,,,,,,,,,,,,393.74,386.82,371.69,351.32,357.50,,,,,,,,,414.98,,,,,,,,,,,,,,,,297.82,308.58,,,,,,,,,,,,,,,,,,,,,397.70,427.20,,,,,,,,,,,,,,,,,385.92,382.12,389.70,385.55,,432.93,449.12,396.41,,,,,,,,,,,,,,,,,,,,,,,,382.43,381.36,382.88,376.79,381.87,382.87,397.36,374.90,,,,,,,,,,,,,,,
1999-11-14 22:04:42.286000,L7,,,,,481.42,453.54,356.94,380.14,378.79,375.22,368.53,378.46,381.48,386.68,387.27,396.15,398.30,402.76,395.59,398.68,407.18,404.34,,,,,,,,,,,,,,,,,,,,549.30,547.89,554.61,558.21,,533.36,553.03,555.31,,,,399.64,,474.76,426.81,413.46,418.02,428.89,478.39,,,,,,,,,,,,435.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.89,,,,,442.43,460.10,449.46,,438.92,493.74,414.66,394.78,385.14,399.08,398.34,406.71,465.74,353.81,357.82,360.48,371.10,367.05,372.74,386.96,490.15,,,,,,,,444.25,460.48,439.49,,491.77,493.50,427.27,430.80,430.71,502.49,462.79,469.01,,,,,,,,,,456.29,464.70,458.96,460.11,459.19,497.75,528.57,,,407.55,443.54,431.53,411.85,449.14
2000-01-01 22:04:37.439000,L7,,,,,357.44,361.43,366.56,395.10,406.73,398.22,399.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.41,393.89,405.74,424.74,416.44,405.21,414.08,,,,,,,,,,,,484.65,451.15,464.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.89,487.33,494.96,483.34,490.32,500.82,406.49,378.96,410.83,404.70,425.96,468.50,405.10,387.15,384.57,,,,,393.17,,,,,,417.08,439.64,453.92,452.04,526.09,493.48,467.56,,,,511.41,,,,,,,,,,,,,,,,472.30,,,,,,,,,,,
2000-01-17 22:04:35.821000,L7,,,,,,,,350.53,349.36,364.65,399.50,356.18,402.64,,363.11,365.15,364.14,364.57,362.48,,,303.54,326.55,335.76,331.49,323.06,332.18,352.75,354.63,367.45,377.26,373.25,381.86,376.17,377.38,386.70,381.25,,,,,,,,,,,,,,,,,,,,,477.79,482.91,485.92,366.88,366.57,,,,,,,,,,423.16,,463.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.25,465.72,,,458.04,456.24,472.98,473.56,483.89,,,,,,,,,,,,,,,,,,463.39,432.35,479.76,,,,,,,,,399.38,356.44,344.73,335.90,377.98,296.99,,,,,,,,,,,,,,,,,
2000-02-18 22:04:29.218000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.00,395.54,397.95,414.93,,,,,,,,,,,,,,,,,,,,,,,,423.72,397.84,365.60,392.96,402.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.94,460.94,,,,,,,481.17,459.47,415.14,384.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.07,,,,,,,,,,,
2000-09-13 22:02:26.190000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.61,422.86,428.89,421.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.28,409.39,425.44,423.27,438.70,373.69,462.57,430.68,,,412.03,477.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-15 22:01:56.204000,L7,,,,,389.04,,,,,,,,,,,,,,,,,,,,,,323.71,343.47,417.13,411.61,423.87,396.23,318.04,321.47,383.67,430.05,,,,,,,,,,,,,,,,,,,,,,472.88,464.25,418.84,338.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.23,,,,,,,,,,,,,,,,,,,,,,,,,,416.65,408.28,,405.81,406.44,383.22,386.14,381.26,411.33,378.51,,417.43,428.45,,,,,,,,,,,,
2001-01-03 22:02:12.432000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.16,420.46,,376.29,401.62,314.54,,,,,,,497.57,531.18,,,,,,,,,,483.68,,,,,,,,362.03,421.68,,,,,,,,,,492.30,476.68,488.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.92,474.06,498.74,,,,,457.87,495.75,506.69,499.18,,,,,,,,,,,,,,,,459.93,462.68,477.36,,,,,,465.18,400.10,481.31,389.87,429.14,448.72,,,,,,,,,,,,,,,,,,489.40,375.80,328.86,,,,,,480.45,462.59,463.81
2001-03-24 22:01:59.719000,L7,,,,,414.80,457.72,391.40,,,,,386.13,377.52,352.00,353.53,340.40,,,,,310.84,333.22,380.94,380.19,362.73,397.30,386.65,,398.19,383.78,393.55,394.95,396.58,394.39,406.94,417.68,420.22,,,,,,,,,,,,,,,,,,,431.15,444.95,417.04,421.01,458.75,390.98,390.84,,,,,,,,,,486.56,464.81,418.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.76,392.05,404.66,410.63,407.31,411.11,411.47,,,,,,,,,,,,,,,,,398.16,421.41,,,,,,,,476.88,412.83,417.55,,,,,,,,,393.77,436.71,,,,,,,,,,,,
2001-10-02 22:00:04.650000,L7,,,,,,,,394.30,445.49,447.45,,,,,,,,,,,,,,,,,,371.03,355.55,425.73,,,,,,,,,,,,,,,,,,,,,,,,369.86,415.47,428.22,377.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.07,441.88,452.50,443.22,,,,,,,458.98,428.69,411.59,417.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-03 22:00:10.954000,L7,,,,,,398.46,423.80,,,,,,,,,,,,,,,409.60,335.11,312.04,310.16,354.66,,,,,375.72,379.03,387.10,382.40,384.33,390.76,393.71,,,,,537.54,,,,,,,506.47,495.22,513.62,525.96,,,,,,398.50,397.15,,337.72,388.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.02,517.06,474.16,,484.57,,,,,,,,,,,,426.88,,461.49,,,,,,,,,,,495.05,493.91,479.87,462.61,,,,,,,,,,,,,390.59,391.18,408.97,392.62,395.67,391.99,410.58,381.37,,,,,,,,,,,,,,,
2001-12-21 22:00:29.925000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.89,372.48,375.08,382.55,386.48,385.67,393.97,389.42,,,,,,,,,,,,,,,,,,,,,,,,367.60,370.01,,,,,364.61,456.93,461.89,,,,,,,,,,,,,,,,,,,,,,,,,,,379.96,366.45,376.52,419.66,,,,,,,396.00,437.46,446.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.85,386.32,404.26,401.73,392.39,,,,,,,,,,,,,,,,,,
2002-01-06 22:00:31.992000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.59,326.17,364.35,364.49,372.75,378.71,347.69,382.91,385.35,,,,456.46,,,,,,,,,,497.77,545.95,,,,,,,,,360.95,363.87,,,,,,,,,,,522.77,475.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.33,472.90,496.06,453.25,,,,,,,,,,,,,,,,,,,,,,434.84,429.37,,,540.98,489.79,,,,,,,,,,,388.57,385.35,386.76,365.47,381.94,382.42,,,,,,441.03,506.91,,,,426.88,429.90,523.34,519.15,525.98,503.17,535.48
2002-01-22 22:00:40.906000,L7,,,,,486.59,472.06,446.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.59,509.66,513.75,486.75,496.59,,,,,,,,,,426.47,421.88,411.52,412.67,347.76,,,,,,,,,,,,,361.08,360.31,473.58,467.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.64,406.96,411.61,436.68,486.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.26,,,,392.27,,,,471.84,415.35,,,,,,,,,,,,,,,,,507.35,521.66,532.00,,,,
