dates,satname,nzd0115-0000,nzd0115-0001,nzd0115-0002,nzd0115-0003,nzd0115-0130,nzd0115-0131,nzd0115-0132,nzd0115-0140,nzd0115-0141,nzd0115-0142,nzd0115-0143,nzd0115-0144,nzd0115-0145,nzd0115-0146,nzd0115-0147,nzd0115-0148,nzd0115-0149,nzd0115-0150,nzd0115-0151,nzd0115-0152,nzd0115-0153,nzd0115-0154,nzd0115-0155,nzd0115-0156,nzd0115-0157,nzd0115-0158,nzd0115-0159,nzd0115-0160,nzd0115-0161,nzd0115-0162,nzd0115-0165,nzd0115-0166,nzd0115-0167,nzd0115-0168,nzd0115-0169,nzd0115-0170,nzd0115-0171,nzd0115-0004,nzd0115-0053,nzd0115-0054,nzd0115-0055,nzd0115-0067,nzd0115-0068,nzd0115-0069,nzd0115-0070,nzd0115-0079,nzd0115-0080,nzd0115-0081,nzd0115-0082,nzd0115-0083,nzd0115-0084,nzd0115-0085,nzd0115-0111,nzd0115-0112,nzd0115-0113,nzd0115-0114,nzd0115-0115,nzd0115-0122,nzd0115-0123,nzd0115-0124,nzd0115-0163,nzd0115-0164,nzd0115-0005,nzd0115-0006,nzd0115-0007,nzd0115-0008,nzd0115-0044,nzd0115-0045,nzd0115-0046,nzd0115-0047,nzd0115-0048,nzd0115-0098,nzd0115-0099,nzd0115-0100,nzd0115-0009,nzd0115-0010,nzd0115-0011,nzd0115-0012,nzd0115-0013,nzd0115-0014,nzd0115-0015,nzd0115-0016,nzd0115-0017,nzd0115-0018,nzd0115-0019,nzd0115-0020,nzd0115-0021,nzd0115-0022,nzd0115-0023,nzd0115-0024,nzd0115-0025,nzd0115-0026,nzd0115-0027,nzd0115-0029,nzd0115-0030,nzd0115-0031,nzd0115-0032,nzd0115-0033,nzd0115-0034,nzd0115-0035,nzd0115-0036,nzd0115-0037,nzd0115-0038,nzd0115-0039,nzd0115-0040,nzd0115-0041,nzd0115-0042,nzd0115-0043,nzd0115-0049,nzd0115-0050,nzd0115-0051,nzd0115-0052,nzd0115-0066,nzd0115-0076,nzd0115-0077,nzd0115-0078,nzd0115-0086,nzd0115-0093,nzd0115-0094,nzd0115-0095,nzd0115-0102,nzd0115-0103,nzd0115-0104,nzd0115-0116,nzd0115-0117,nzd0115-0118,nzd0115-0119,nzd0115-0120,nzd0115-0121,nzd0115-0125,nzd0115-0133,nzd0115-0134,nzd0115-0135,nzd0115-0136,nzd0115-0137,nzd0115-0138,nzd0115-0139,nzd0115-0072,nzd0115-0073,nzd0115-0074,nzd0115-0075,nzd0115-0087,nzd0115-0088,nzd0115-0089,nzd0115-0090,nzd0115-0091,nzd0115-0096,nzd0115-0097,nzd0115-0101,nzd0115-0108,nzd0115-0109,nzd0115-0110,nzd0115-0105,nzd0115-0106,nzd0115-0107,nzd0115-0128,nzd0115-0129,nzd0115-0172,nzd0115-0173,nzd0115-0174,nzd0115-0175,nzd0115-0176,nzd0115-0177,nzd0115-0178,nzd0115-0179,nzd0115-0028,nzd0115-0126,nzd0115-0127,nzd0115-0092,nzd0115-0063,nzd0115-0064,nzd0115-0065,nzd0115-0071,nzd0115-0056,nzd0115-0057,nzd0115-0058,nzd0115-0059,nzd0115-0060,nzd0115-0061,nzd0115-0062
2002-02-23 22:00:43.620000,L7,,,,,,,,,,447.93,413.84,413.26,416.91,396.99,402.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.03,,,,,,,384.55,465.90,392.42,,419.14,,,,,,,,,,455.06,404.60,,,,450.51,,475.09,,,,152.58,180.39,194.00,191.75,210.24,217.08,196.18,272.84,,,,,,,,,325.56,319.82,388.58,365.19,379.36,374.13,393.49,433.56,424.44,449.50,,,,,459.64,,,,,,532.58,507.79,505.93,,,,,485.55,479.78,,411.73,427.00,446.66,476.90,462.97,,,,,,,,,,515.79,524.67,520.88,521.08,530.64,522.86,518.85,524.33,526.28,425.19,440.77,491.40,429.26,424.68,437.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-27 22:00:37.575000,L7,,,157.77,169.50,,,,,,,393.05,399.60,380.15,377.56,,,,,348.75,417.28,390.74,356.97,,,,,,,,,,,,,,,,184.78,,,,,,,,,,,,,,,,,,,,,,,,,170.68,179.91,155.95,190.05,411.44,453.39,369.94,355.92,386.79,459.37,427.03,453.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-12 22:00:37.812000,L7,,,,,395.72,,,,,,394.75,398.12,371.41,424.83,374.44,374.30,357.80,390.59,402.88,400.56,412.47,405.92,344.57,348.04,360.02,354.93,352.24,368.55,368.42,377.44,391.96,399.06,406.72,402.80,405.31,412.34,417.61,,,,,,,,,,,,,,,,380.58,440.05,430.14,353.38,350.22,,408.15,413.25,382.42,384.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.89,,,,,,425.68,,,,,,,,,,,,,,,,,,,,,,,,,,402.37,424.49,416.49,,,,,,,,,369.92,385.84,,,,,,,,,,,,
2002-04-28 22:00:38.357000,L7,,,,,,,,441.10,454.59,454.66,,395.68,389.48,392.76,,,,,,309.05,331.92,342.35,351.35,428.52,397.59,,,,,,,413.82,412.09,412.10,419.63,424.71,428.10,,,,,466.75,460.34,,,545.31,505.94,,,,,,,,403.24,402.19,394.82,,,,,,,,,,,,439.37,391.88,426.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.44,,,,466.85,,,501.76,,,,,460.20,489.76,478.97,391.40,433.40,461.60,,,,,405.34,352.03,466.83,387.05,436.77,,,,,,,,,,,,,,,,,,409.19,464.26,477.28,375.82,397.77,,,,,,,,,,372.67,379.81,,,444.69,450.46,,,,,,,,
2002-06-15 22:00:19.658000,L7,,,,,,,,,,,,,,,,,,,,,341.69,377.64,363.73,372.11,371.07,401.19,410.54,393.72,411.41,431.10,405.87,427.04,,,,,,,486.72,,,504.26,538.64,540.93,527.05,524.04,505.52,514.89,508.14,493.89,521.01,525.03,399.29,403.41,419.27,421.30,,469.01,467.28,479.80,410.88,409.25,,,,,365.09,411.82,420.68,428.97,448.31,468.83,461.08,442.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.61,365.87,441.80,436.08,465.00,494.57,485.98,521.13,530.61,,518.80,476.48,,,415.43,445.29,440.16,401.79,466.67,407.98,435.41,463.69,467.60,459.36,,,,,,,,481.57,491.24,479.98,529.75,543.81,,,442.75,510.78,419.22,408.93,507.55,389.60,411.96,413.26,422.56,429.96,481.03,,,,,,320.04,321.99,324.52,326.15,360.15,,483.30,,461.85,419.08,476.27,484.07,528.02,,,,,,,
2002-08-02 22:00:01.321000,L7,,,,,,,344.82,371.79,353.76,373.79,371.97,389.37,401.33,398.56,409.51,426.31,417.07,413.85,418.86,415.42,420.67,,,,,,,,,,,,,,,,,,,,,,,,,,442.46,455.09,453.56,452.23,459.21,457.32,,,,,,425.82,,,,,,,,,,,,,,412.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.86,496.57,445.25,435.91,,,,,,,475.69,478.87,436.73,,347.57,343.18,344.46,359.41,356.35,363.40,376.82,,,,,,464.20,473.08,502.71,486.47,431.25,421.30,,,,,477.07,480.37,448.99,,,,,,,,,,,,,,495.13,,,,,,,,,,,
2002-08-18 21:59:57.690000,L7,,,,,,431.96,471.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.79,519.11,524.13,,,,430.47,481.12,,,,479.31,487.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.99,508.21,,,,,,,,,,,415.04,399.67,,478.79,489.97,368.70,400.32,,,,,,,,,526.31,507.84,,,,,,,,,466.41,475.65,480.51,,442.25,460.51,448.23,380.44,,378.87,366.20,380.69,324.64,371.59,,,,389.08,437.84,,464.88,436.82,443.80,,,,,,,,
2002-09-19 21:59:35.083000,L7,,,,,421.89,441.36,,,,,,,,,,,,,,,,291.90,314.27,316.53,321.93,326.56,,430.01,361.11,363.90,357.49,369.41,374.70,352.26,350.68,378.94,382.90,,,,,,,,,,,,,,,,,,,,,,461.14,442.34,364.53,370.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.03,278.04,300.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.72,410.05,417.51,,,,,,,,,,,,,,,,,,,,,,,,,439.10,390.39,391.31,393.74,399.57,395.99,386.57,398.67,382.60,256.03,408.28,,,,,,,,,,,,,
2002-11-06 21:59:41.879000,L7,,,,,,,369.94,,,,,,,,,,,,,,,,,,416.83,413.74,416.84,422.34,425.50,426.15,,,,,,,,,436.55,399.21,,,,,,,484.10,536.93,532.73,504.02,442.34,472.16,,,,,,,,,435.26,,,,,,393.17,378.58,440.49,,356.88,,,,,,,,,,,,,,,,,,,,,342.12,259.05,335.28,289.05,292.41,302.69,,,,,,,355.75,371.78,374.97,389.30,420.92,386.10,412.03,432.11,442.95,,,,,424.11,,,,,,,,,,,,,,352.53,361.43,368.07,367.65,366.16,373.84,,,,,,,,,,,,,,,,,422.66,495.94,,442.81,,,,,,,,,,315.40,424.99,404.07,,,,,,,,,,,,
2002-12-24 22:00:09.147000,L7,,,,,365.74,408.43,415.87,406.23,451.63,442.40,456.96,411.66,400.45,351.61,346.22,348.95,338.78,330.53,302.69,,,311.60,349.42,365.45,377.14,375.43,393.04,398.23,397.19,396.22,412.51,416.02,,,,,,,,,,,,,,,,,,,,,481.73,395.99,411.64,396.33,402.10,492.80,453.92,394.68,403.01,396.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.08,430.05,396.13,410.45,,,416.60,458.93,413.28,395.13,452.27,,,,,,,,,,,,,,,,,429.57,375.37,,,,,365.60,,,,,,,,,,420.25,,,483.90,356.81,424.95,,,,496.97,471.95,499.52,483.98,479.68
2003-01-25 22:00:18.779000,L7,,,,,,380.48,429.40,449.52,454.43,456.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.77,,,469.78,499.24,545.70,515.11,532.13,525.45,563.92,539.72,476.95,500.17,532.09,,,,,,453.14,440.11,449.18,,,,,,,394.76,384.39,404.55,385.75,386.67,,,,143.96,155.40,170.34,192.88,196.97,214.07,169.58,244.01,191.02,213.29,210.26,213.54,260.64,252.04,251.01,248.56,274.07,281.32,303.44,280.81,298.67,255.58,369.72,369.96,307.82,312.13,318.69,331.49,340.97,389.42,439.96,414.66,352.27,376.21,418.18,439.66,456.25,442.38,452.11,477.84,532.23,538.71,503.15,468.78,465.13,478.64,474.41,499.63,467.70,381.22,387.53,406.02,419.90,428.73,448.05,407.82,443.11,451.50,446.87,456.05,404.94,417.89,446.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-30 22:00:31.029000,L7,,,,,435.50,470.82,469.43,,,,,,,,,,,,,,,,,,,402.22,382.28,384.70,,,,,,,,,,,,483.27,498.35,,,,,,,,,,,,,,,,,484.84,477.49,395.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.74,422.42,,,431.17,424.52,431.06,457.85,,,,,,,,,,,,,,,,,,,,452.03,425.48,,,,,,,,,,371.62,438.63,,,,,,458.60,419.72,456.23,452.35,,,
2003-08-13 21:48:45.123000,L5,,,,,,,,,,,,,,,,,,,,,,298.84,318.36,319.42,327.31,332.13,337.72,347.77,356.48,354.76,368.51,373.01,376.10,372.94,379.19,386.45,389.05,,,,,,,,,,,,,,,,,,,,,,,,360.13,360.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.46,396.87,393.50,400.48,402.36,395.77,408.59,392.07,,,,,,,,,,,,,,,
2003-09-14 21:49:18.766000,L5,,,,,,,,,,,,,,,,,,,,,,290.44,312.43,318.87,317.76,319.57,327.09,334.98,342.16,349.30,361.91,365.75,373.89,370.93,375.13,382.12,384.59,,,,,,,,,,,,,,,,,,,,,,,,352.06,355.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.19,397.60,392.98,392.88,394.06,384.72,399.15,383.71,,,,,,,,,,,,,,,
2003-11-17 21:50:09.452000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,320.97,329.34,339.26,355.54,358.20,370.75,376.74,374.11,374.87,374.04,369.17,,,,,,,,,,,,,,,,,,,,,,,,361.08,355.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.90,378.11,374.47,376.98,389.21,377.99,391.22,386.09,,,,,,,,,,,,,,,
2003-12-03 21:50:19.675000,L5,,,,,,,,,,334.00,329.53,329.76,333.97,347.55,361.16,365.31,357.02,354.31,361.92,362.47,392.85,408.11,,,,,,,,,,,,,,,,,,,,,,,,503.81,516.14,535.23,481.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-12 21:53:11.618000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.27,371.57,385.58,296.55,,,,,,,,,,,,,,,
2004-07-30 21:54:28.143000,L5,,,,,,,,,,,,,,,,,,336.26,329.78,365.95,359.87,342.39,376.21,325.84,327.42,323.35,325.19,345.15,354.48,355.02,367.38,369.79,393.38,387.47,388.06,395.85,400.93,,,,,,,,,,,,,,,,,,,,,,,,358.37,370.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.55,406.62,398.93,,,,,,,,,,,,,,,,,,,,
2004-10-18 21:56:23.891000,L5,,,,,,,,,,,,,,,,,,,,,,290.11,308.91,311.72,312.72,313.83,336.07,348.92,355.30,364.48,372.48,376.66,381.16,377.30,371.27,376.40,379.90,,,,,,,,,,,,,,,,,,,,,,,,362.69,368.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.68,389.17,382.39,382.71,397.52,389.33,401.33,393.25,,,,,,,,,,,,,,,
