dates,nzd0115-0000,nzd0115-0001,nzd0115-0002,nzd0115-0003,nzd0115-0130,nzd0115-0131,nzd0115-0132,nzd0115-0140,nzd0115-0141,nzd0115-0142,nzd0115-0143,nzd0115-0144,nzd0115-0145,nzd0115-0146,nzd0115-0147,nzd0115-0148,nzd0115-0149,nzd0115-0150,nzd0115-0151,nzd0115-0152,nzd0115-0153,nzd0115-0154,nzd0115-0155,nzd0115-0156,nzd0115-0157,nzd0115-0158,nzd0115-0159,nzd0115-0160,nzd0115-0161,nzd0115-0162,nzd0115-0165,nzd0115-0166,nzd0115-0167,nzd0115-0168,nzd0115-0169,nzd0115-0170,nzd0115-0171,nzd0115-0004,nzd0115-0053,nzd0115-0054,nzd0115-0055,nzd0115-0067,nzd0115-0068,nzd0115-0069,nzd0115-0070,nzd0115-0079,nzd0115-0080,nzd0115-0081,nzd0115-0082,nzd0115-0083,nzd0115-0084,nzd0115-0085,nzd0115-0111,nzd0115-0112,nzd0115-0113,nzd0115-0114,nzd0115-0115,nzd0115-0122,nzd0115-0123,nzd0115-0124,nzd0115-0163,nzd0115-0164,nzd0115-0005,nzd0115-0006,nzd0115-0007,nzd0115-0008,nzd0115-0044,nzd0115-0045,nzd0115-0046,nzd0115-0047,nzd0115-0048,nzd0115-0098,nzd0115-0099,nzd0115-0100,nzd0115-0009,nzd0115-0010,nzd0115-0011,nzd0115-0012,nzd0115-0013,nzd0115-0014,nzd0115-0015,nzd0115-0016,nzd0115-0017,nzd0115-0018,nzd0115-0019,nzd0115-0020,nzd0115-0021,nzd0115-0022,nzd0115-0023,nzd0115-0024,nzd0115-0025,nzd0115-0026,nzd0115-0027,nzd0115-0029,nzd0115-0030,nzd0115-0031,nzd0115-0032,nzd0115-0033,nzd0115-0034,nzd0115-0035,nzd0115-0036,nzd0115-0037,nzd0115-0038,nzd0115-0039,nzd0115-0040,nzd0115-0041,nzd0115-0042,nzd0115-0043,nzd0115-0049,nzd0115-0050,nzd0115-0051,nzd0115-0052,nzd0115-0066,nzd0115-0076,nzd0115-0077,nzd0115-0078,nzd0115-0086,nzd0115-0093,nzd0115-0094,nzd0115-0095,nzd0115-0102,nzd0115-0103,nzd0115-0104,nzd0115-0116,nzd0115-0117,nzd0115-0118,nzd0115-0119,nzd0115-0120,nzd0115-0121,nzd0115-0125,nzd0115-0133,nzd0115-0134,nzd0115-0135,nzd0115-0136,nzd0115-0137,nzd0115-0138,nzd0115-0139,nzd0115-0072,nzd0115-0073,nzd0115-0074,nzd0115-0075,nzd0115-0087,nzd0115-0088,nzd0115-0089,nzd0115-0090,nzd0115-0091,nzd0115-0096,nzd0115-0097,nzd0115-0101,nzd0115-0108,nzd0115-0109,nzd0115-0110,nzd0115-0105,nzd0115-0106,nzd0115-0107,nzd0115-0128,nzd0115-0129,nzd0115-0172,nzd0115-0173,nzd0115-0174,nzd0115-0175,nzd0115-0176,nzd0115-0177,nzd0115-0178,nzd0115-0179,nzd0115-0028,nzd0115-0126,nzd0115-0127,nzd0115-0092,nzd0115-0063,nzd0115-0064,nzd0115-0065,nzd0115-0071,nzd0115-0056,nzd0115-0057,nzd0115-0058,nzd0115-0059,nzd0115-0060,nzd0115-0061,nzd0115-0062,satname
2002-12-24 22:00:09+00:00,,,,,365.74,420.195,,389.01,353.76,373.79,371.97,389.37,400.89,351.61,377.865,348.95,338.78,372.19,418.86,415.42,,301.75,331.845,365.45,377.14,326.56,,,,,,,,,,,,,,,,,,,,,442.46,519.11,524.13,452.23,459.21,457.32,430.47,395.99,411.64,396.33,,425.82,,394.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.03,278.04,300.95,,,,,,,,,,,,,,,,,450.99,508.21,,,435.86,496.57,445.25,435.91,,,,,422.545,397.9,410.45,,436.73,416.6,400.32,343.18,,359.41,356.35,363.4,376.82,,,526.31,507.84,,464.2,473.08,502.71,486.47,431.25,421.3,,466.41,429.57,375.37,,461.31,454.75,,,,378.87,366.2,380.69,,371.59,,,256.03,405.86999999999995,437.84,495.13,474.39,396.815,443.8,,,,,471.95,,483.98,479.68,L7
2003-01-25 22:00:18+00:00,,,,,365.74,406.95666666666665,,389.01,353.76,373.79,371.97,389.37,400.89,351.61,377.865,348.95,338.78,372.19,418.86,415.42,,301.75,331.845,365.45,377.14,326.56,,,,,,,,,,,,,,,,469.78,499.24,,515.11,,442.46,519.11,524.13,464.59000000000003,459.21,457.32,430.47,395.99,411.64,396.33,,425.82,,394.68,,,,,,,394.76,384.39,404.55,385.75,386.67,,,,143.96,155.4,170.34,192.88,196.97,214.07,169.58,244.01,191.02,213.29,210.26,213.54,260.64,252.04,251.01,248.56,274.07,281.32,303.44,266.42,288.355,278.265,,,307.82,312.13,318.69,331.49,340.97,389.42,,,352.27,376.21,418.18,,456.25,442.38,451.55,493.025,,,435.86,482.67499999999995,455.19,435.91,,,,,422.545,400.6066666666666,410.45,,436.73,412.21000000000004,400.32,343.18,,359.41,356.35,363.4,376.82,,,526.31,507.84,,464.2,473.08,502.71,486.47,431.25,421.3,,466.41,429.57,375.37,,461.31,454.75,,,,378.87,366.2,380.69,,371.59,,,256.03,405.86999999999995,437.84,495.13,474.39,396.815,443.8,,,,,471.95,,483.98,479.68,L7
2003-08-13 21:48:45+00:00,,,,,,,,,,,,,,,,,,,,,,298.84,318.36,,,332.13,337.72,347.77,356.48,354.76,368.51,373.01,376.1,372.94,379.19,386.45,389.05,,,,,,,,,,,,,,,,,,,,,,,,360.13,360.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.46,,,,,395.77,,392.07,,,,,,,,,,,,,,,,L5
2004-06-12 21:53:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.27,,,296.55,,,,,,,,,,,,,,,,L5
2004-10-18 21:56:23+00:00,,,,,,,,,,,,,,,,,,,,,,290.11,308.91,,,313.83,336.07,348.92,355.3,364.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.69,368.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.39,382.71,361.27,,,296.55,,,,,,,,,,,,,,,,L5
2005-03-11 21:58:44+00:00,,,,,,,,,,,,,325.45,327.79,331.32,335.41,347.43,346.09,350.68,,350.9,329.03499999999997,308.91,,,313.83,363.87,371.435,355.3,364.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.69,368.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.39,382.71,,,,,,,,,,,,,,,,,,,,L5
2005-04-12 21:58:55+00:00,,,,,,,,,347.18,336.58,343.37,343.3,330.065,337.135,337.255,355.15,363.57,361.67499999999995,367.03999999999996,,356.28499999999997,329.03499999999997,347.02,393.36,398.65,313.83,377.5566666666667,371.435,355.3,364.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.69,368.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.39,382.71,,,,,,,,,,,,,,,,,,,,L5
2005-07-17 21:59:35+00:00,,,,,,,,,347.18,336.58,343.37,343.3,330.065,337.135,337.255,355.15,363.57,361.67499999999995,367.03999999999996,,356.28499999999997,367.96,385.13,393.36,398.65,,398.30000000000007,393.95,318.1,,330.92,338.38,,,,349.61,363.68,,,,,,,,,,,,,,,,,,,,,,,,328.92,329.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.32,366.83,358.28,,,,,,,,,,,,,,,,,,,,,L5
2005-09-03 21:59:56+00:00,,,,,,375.46,347.18,,347.18,336.58,343.37,343.3,330.065,337.135,337.255,355.15,363.57,361.67499999999995,367.03999999999996,,356.28499999999997,367.96,379.29499999999996,384.67,393.455,384.45,394.78000000000003,388.51,352.71000000000004,396.39,330.92,338.38,,,,349.61,363.68,,,,,,,,,,,,,,,,,,,,,,,,328.92,329.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.98,,,,,,,,,,,,,,,,,,,,,,,,,,,359.32,366.83,358.28,,,,,,,,,,,,,,,,,,,,,L5
2005-11-22 22:00:23+00:00,,,,,,375.46,342.96500000000003,,356.5,346.77,346.45,353.47,368.72,361.38,368.87,389.27,393.01,388.3,392.35,387.9,375.09,,373.46,375.98,388.26,384.45,387.74,383.07,352.71000000000004,396.39,330.92,338.38,,,,349.61,363.68,,,,,,,,,,,,,,,,,,,,,,,,328.92,329.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.98,351.27,352.55,361.29,349.69,336.52,,,,,,,,,,,,,,,,,,,,,,359.32,366.83,358.28,,,,,,,,,,,,,,,,,,,,,L5
2006-04-15 22:03:30+00:00,,,,,,,338.75,,356.5,346.77,346.45,337.11,368.72,346.72,350.37,389.27,360.46000000000004,388.3,392.35,349.105,354.395,352.76,362.22,363.61,374.63,375.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.27,352.55,361.29,349.69,336.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-06-02 22:04:12+00:00,,,,,,,,,,,,320.75,,332.06,331.87,,327.91,,,310.31,312.53,335.875,347.505,350.9,354.56,360.345,345.77,351.98,360.25,367.22,374.46,374.32,384.98,382.68,394.26,392.34,395.83,,,,,,,,,,,,,,,,,,,,,,,,362.55,356.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2007-02-13 22:06:47+00:00,,,,,,,,,,,,,,,,,,,,,290.62,302.4,321.48,326.85,325.81,330.3,346.46,355.72,359.5,355.76,366.96,368.24,374.61,374.75,374.88,387.11,386.01,,,,,,,,,,,,,,,,,,,,,,,,354.97,358.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.91,397.75,396.16,,,,,,,,,,,,,,,,,,,,,L5
2011-01-07 22:01:44+00:00,,,,,,,,,,,,,,,,,,,,,287.47,305.28,316.87,322.46,315.86,312.89,328.18,338.51,352.44,346.79,358.13,364.53,371.09,371.65,367.68,380.66,386.07,,,,,,,,,,,,,,,,,,,,,,,,351.41,350.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.9,391.66,391.65,389.38,400.88,390.91,,380.87,,,,,,,,,,,,,,,,L5
2011-03-12 22:01:43+00:00,,,,,,,,,,,,,,,,,,,,,287.035,306.85,317.0,325.135,320.19,319.145,333.365,342.025,353.4,352.43,361.6,368.42499999999995,372.4,375.7,373.55,381.33000000000004,387.28,,,,,,,,,,,,,,,,,,,,,,,,355.685,358.79499999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.03,395.61,396.005,397.155,400.88,393.84000000000003,408.32,380.87,,,,,,,,,,,,,,,,L5
2011-04-13 22:01:34+00:00,,,,,,,,,,,,,,,,,,,,,287.035,306.68,316.09,323.45,321.8566666666666,321.65000000000003,333.32,343.18666666666667,353.50666666666666,353.34999999999997,361.28,367.46,371.67333333333335,376.07,373.22,380.83666666666664,386.48,,,,,,,,,,,,,,,,,,,,,,,,357.51,359.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.05333333333334,395.61,396.005,396.5333333333333,400.88,393.84000000000003,408.32,380.87,,,,,,,,,,,,,,,,L5
2011-09-04 22:00:27+00:00,,,,,,,,,,,385.15,386.97,383.09,,,375.27,,,,,286.6,306.66,317.5,324.9633333333333,324.91,326.23,336.52,346.58666666666664,355.40333333333336,356.2033333333334,362.68333333333334,368.27,373.32,378.0333333333333,377.74333333333334,380.92499999999995,386.68500000000006,,,,,,,,,,,,,,,,,,,,,,,,359.23,361.5333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.13000000000005,399.56,400.36,400.10999999999996,,396.77,408.32,,,,,,,,,,,,,,,,,L5
2013-05-20 22:13:50+00:00,,,,,,,,,,,,,,,,,,,,,317.73,344.72,353.87,358.25,363.82,369.61,371.5,372.79,376.56,385.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-06-05 22:13:51+00:00,,,,,,,,,,,,,,,,,,,,,317.73,344.72,332.315,347.68,342.845,349.625,371.5,353.65999999999997,361.845,370.145,360.92,366.5,,,373.49,,,,,,,,,,,,,,,,,,,,,,,,,,371.19000000000005,356.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.32,378.09,,,,,,,,,,,,,,,,,,,,,,L8
2013-10-27 22:13:31+00:00,,,,,,,,391.74,404.19,,,,,,,,,,,,319.055,344.72,338.20666666666665,350.3233333333333,348.7866666666667,354.92333333333335,369.495,359.1933333333333,361.845,370.145,360.92,366.5,,,373.49,,,,,,,,,,,,,,,,,,,,,,,,,,371.19000000000005,356.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.93,378.1,388.76,395.78,,,,,,,,,,,,,,,,,,,,,373.32,378.09,,,,,,,,,,,424.36,436.99,484.42,,,,,,,,461.88,L8
2013-11-28 22:13:25+00:00,,,,,,,,383.83500000000004,387.645,370.12,391.35,392.77,362.41,338.58,331.13,328.05,363.38,366.25,,,320.38,,330.375,346.36,350.68,356.7,367.49,352.395,347.13,355.09,360.92,366.5,,,373.49,,,,,,,,,,,,,,,,,,,,,,,,,,355.16,356.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.2,354.59000000000003,369.055,381.135,384.125,,,,,,,,,,,,,,,,,,,,,373.32,378.09,,,,,,,,,,,424.36,436.99,484.42,,,,,,,,461.88,L8
2013-12-30 22:13:13+00:00,,,,,438.74,,,376.59,375.5466666666667,360.72,379.46500000000003,379.955,364.73,350.65,346.26,344.265,361.925,362.24,,,320.38,,349.99,375.795,365.0849999999999,370.22999999999996,367.49,370.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.2,354.59000000000003,369.055,372.49666666666667,374.97,,,,,,,,,,,,,453.46,455.2,,,,,,425.97,,,,,,,,,,,,,424.36,436.99,484.42,,,,,,,,461.88,L8
2014-01-31 22:12:52+00:00,,,,,428.225,393.4,357.26,376.59,375.5466666666667,360.72,379.46500000000003,379.955,370.50333333333333,357.21000000000004,350.62999999999994,353.28000000000003,356.6933333333333,353.8566666666666,,337.12,334.21000000000004,365.18,357.78999999999996,375.795,365.0849999999999,370.22999999999996,367.49,370.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.2,354.59000000000003,369.055,372.49666666666667,374.97,,,,,,,,,,,,,453.46,455.2,,,,,,425.97,,,,,,,,,,,,,424.36,436.99,484.42,,,,,,,,461.88,L8
