dates,nzd0115-0000,nzd0115-0001,nzd0115-0002,nzd0115-0003,nzd0115-0130,nzd0115-0131,nzd0115-0132,nzd0115-0140,nzd0115-0141,nzd0115-0142,nzd0115-0143,nzd0115-0144,nzd0115-0145,nzd0115-0146,nzd0115-0147,nzd0115-0148,nzd0115-0149,nzd0115-0150,nzd0115-0151,nzd0115-0152,nzd0115-0153,nzd0115-0154,nzd0115-0155,nzd0115-0156,nzd0115-0157,nzd0115-0158,nzd0115-0159,nzd0115-0160,nzd0115-0161,nzd0115-0162,nzd0115-0165,nzd0115-0166,nzd0115-0167,nzd0115-0168,nzd0115-0169,nzd0115-0170,nzd0115-0171,nzd0115-0004,nzd0115-0053,nzd0115-0054,nzd0115-0055,nzd0115-0067,nzd0115-0068,nzd0115-0069,nzd0115-0070,nzd0115-0079,nzd0115-0080,nzd0115-0081,nzd0115-0082,nzd0115-0083,nzd0115-0084,nzd0115-0085,nzd0115-0111,nzd0115-0112,nzd0115-0113,nzd0115-0114,nzd0115-0115,nzd0115-0122,nzd0115-0123,nzd0115-0124,nzd0115-0163,nzd0115-0164,nzd0115-0005,nzd0115-0006,nzd0115-0007,nzd0115-0008,nzd0115-0044,nzd0115-0045,nzd0115-0046,nzd0115-0047,nzd0115-0048,nzd0115-0098,nzd0115-0099,nzd0115-0100,nzd0115-0009,nzd0115-0010,nzd0115-0011,nzd0115-0012,nzd0115-0013,nzd0115-0014,nzd0115-0015,nzd0115-0016,nzd0115-0017,nzd0115-0018,nzd0115-0019,nzd0115-0020,nzd0115-0021,nzd0115-0022,nzd0115-0023,nzd0115-0024,nzd0115-0025,nzd0115-0026,nzd0115-0027,nzd0115-0029,nzd0115-0030,nzd0115-0031,nzd0115-0032,nzd0115-0033,nzd0115-0034,nzd0115-0035,nzd0115-0036,nzd0115-0037,nzd0115-0038,nzd0115-0039,nzd0115-0040,nzd0115-0041,nzd0115-0042,nzd0115-0043,nzd0115-0049,nzd0115-0050,nzd0115-0051,nzd0115-0052,nzd0115-0066,nzd0115-0076,nzd0115-0077,nzd0115-0078,nzd0115-0086,nzd0115-0093,nzd0115-0094,nzd0115-0095,nzd0115-0102,nzd0115-0103,nzd0115-0104,nzd0115-0116,nzd0115-0117,nzd0115-0118,nzd0115-0119,nzd0115-0120,nzd0115-0121,nzd0115-0125,nzd0115-0133,nzd0115-0134,nzd0115-0135,nzd0115-0136,nzd0115-0137,nzd0115-0138,nzd0115-0139,nzd0115-0072,nzd0115-0073,nzd0115-0074,nzd0115-0075,nzd0115-0087,nzd0115-0088,nzd0115-0089,nzd0115-0090,nzd0115-0091,nzd0115-0096,nzd0115-0097,nzd0115-0101,nzd0115-0108,nzd0115-0109,nzd0115-0110,nzd0115-0105,nzd0115-0106,nzd0115-0107,nzd0115-0128,nzd0115-0129,nzd0115-0172,nzd0115-0173,nzd0115-0174,nzd0115-0175,nzd0115-0176,nzd0115-0177,nzd0115-0178,nzd0115-0179,nzd0115-0028,nzd0115-0126,nzd0115-0127,nzd0115-0092,nzd0115-0063,nzd0115-0064,nzd0115-0065,nzd0115-0071,nzd0115-0056,nzd0115-0057,nzd0115-0058,nzd0115-0059,nzd0115-0060,nzd0115-0061,nzd0115-0062,satname
1999-08-26 22:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,306.45,309.44,323.29,324.27,325.57,350.09,354.23,362.75,364.79,346.05,359.43,367.59,,,,,,,,,,,,,,,,,,,,,418.49,408.27,,338.31,343.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.54,,,,409.68,,401.16,,,,,,,,,,,,,,,,,,,,,,,,460.82,,460.12,,,379.12,363.24,367.83,,,,306.18,337.93,,,,,,,,,,,,,,,,L7
1999-09-27 22:04:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,309.16499999999996,314.45500000000004,330.555,330.435,335.485,356.05499999999995,359.88,367.095,367.38,357.78,367.025,370.845,,,,,,,,,,,,,,,,,,,,,406.115,397.54499999999996,,344.815,350.255,,,,,,,,,414.98,,,,,,,,,,,,,,,,297.82,308.58,,,,,,,,,,,,,,,,,,,,,397.7,427.2,,,,,,,,,,,,,419.54,,,,397.8,382.12,395.43,385.55,,,,396.41,,,,,,,,,,,,,,,,,,,460.82,,460.12,,,379.12,363.24,367.83,,,,306.18,337.93,,,,,,,,,,,,,,,,L7
2001-03-24 22:01:59+00:00,,,,,414.8,,,,,,,386.13,377.52,,353.53,340.4,,,,,310.84,,,380.19,362.73,,386.65,,,383.78,,394.95,396.58,394.39,,,,,,,,,,,,,,,,,,,,,,431.15,,417.04,421.01,,,,,,,,,,,,,486.56,464.81,418.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.05,404.66,410.63,407.31,411.11,411.47,,,,,,,,,,,,,,,,,398.16,421.41,,,,,,,,,412.83,,,,,,,,,,393.77,,,,,,,,,,,,,,L7
2001-11-03 22:00:10+00:00,,,,,,398.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.57,,,,,,,,,,,,,,,,,,,,,,,,,495.05,493.91,479.87,462.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-01-22 22:00:40+00:00,,,,,,398.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.67,347.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.57,,,,,,,,,,,,,,,,,,,,,,,,,495.05,493.91,479.87,462.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-04-12 22:00:37+00:00,,,,,395.72,398.46,,,,,394.75,398.12,371.41,,374.44,374.3,,390.59,402.88,400.56,,405.92,344.57,348.04,360.02,354.93,352.24,368.55,368.42,377.44,,,,,,,,,,,,,,,,,,,,,,,380.58,440.05,430.14,412.67,348.99,,408.15,413.25,382.42,384.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.57,,,,,,,,,,,,,425.68,,,,,,,,,,,,495.05,493.91,479.87,462.61,,,,,,,,,,,402.37,424.49,,,,,,,,,,369.92,,,,,,,,,,,,,,L7
2002-06-15 22:00:19+00:00,,,,,395.72,,,,,,394.75,398.12,371.41,,374.44,374.3,,390.59,402.88,400.56,341.69,391.78,354.15,360.07500000000005,365.54499999999996,354.93,352.24,368.55,368.42,377.44,,,,,,,,,,,,,538.64,540.93,527.05,524.04,505.52,,,,,,389.935,421.73,424.705,416.985,348.99,,408.15,413.25,382.42,384.86,,,,,365.09,411.82,420.68,,,468.83,461.08,442.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.61,365.87,,,,,485.98,521.13,530.61,,,476.48,,,415.43,445.29,440.16,,,407.98,435.41,,,425.68,,,,,,,,481.57,491.24,479.98,529.75,,,,442.75,,419.22,408.93,,,,413.26,422.56,,,402.37,424.49,,,,,,,,,,369.92,,461.85,419.08,476.27,484.07,528.02,,,,,,,,L7
2002-08-02 22:00:01+00:00,,,,,395.72,,,371.79,353.76,373.79,383.36,393.745,386.37,,391.975,374.3,,402.22,410.87,407.99,341.69,391.78,354.15,360.07500000000005,365.54499999999996,354.93,352.24,368.55,368.42,377.44,,,,,,,,,,,,,538.64,540.93,527.05,524.04,473.99,,,452.23,459.21,457.32,389.935,421.73,424.705,421.3,350.22,425.82,408.15,413.25,382.42,384.86,,,,,365.09,411.82,420.68,,,468.83,461.08,442.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.61,365.87,,,,,485.98,521.13,530.61,,435.86,486.525,445.25,435.91,415.43,445.29,440.16,,,407.98,435.41,,436.73,425.68,,343.18,,359.41,356.35,363.4,376.82,481.57,491.24,479.98,529.75,,464.2,473.08,472.73,486.47,425.235,415.115,,,,413.26,422.56,480.37,448.99,402.37,424.49,,,,,,,,,,369.92,,478.49,419.08,476.27,484.07,528.02,,,,,,,,L7
2002-08-18 21:59:57+00:00,,,,,395.72,431.96,,371.79,353.76,373.79,383.36,393.745,386.37,,391.975,374.3,,402.22,410.87,407.99,341.69,391.78,354.15,360.07500000000005,365.54499999999996,354.93,352.24,368.55,368.42,377.44,,,,,,,,,,,,,538.64,540.93,527.05,524.04,473.99,519.11,524.13,452.23,459.21,457.32,403.4466666666667,421.73,424.705,421.3,350.22,425.82,408.15,413.25,382.42,384.86,,,,,365.09,411.82,420.68,,,468.83,461.08,442.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.61,365.87,,,,,468.485,514.67,530.61,,435.86,486.525,445.25,435.91,415.43,445.29,440.16,,415.04,403.82500000000005,435.41,,436.73,425.68,400.32,343.18,,359.41,356.35,363.4,376.82,481.57,491.24,503.145,518.795,,464.2,473.08,472.73,486.47,425.235,415.115,,466.41,,413.26,422.56,461.31,454.75,402.37,424.49,,378.87,366.2,380.69,,371.59,,,,379.5,437.84,478.49,441.98,456.54499999999996,463.935,528.02,,,,,,,,L7
2002-09-19 21:59:35+00:00,,,,,395.72,431.96,,371.79,353.76,373.79,383.36,393.745,386.37,,391.975,374.3,,402.22,410.87,407.99,341.69,358.4866666666667,340.8566666666666,360.07500000000005,365.54499999999996,340.745,352.24,368.55,368.42,377.44,,,,,,,,,,,,,538.64,540.93,527.05,524.04,473.99,519.11,524.13,452.23,459.21,457.32,403.4466666666667,421.73,424.705,421.3,350.22,425.82,408.15,413.25,382.42,384.86,,,,,365.09,411.82,420.68,,,468.83,461.08,442.07,,,,,,,,,,,,,,,,,,,,252.03,278.04,300.95,,,,,,,,,,,347.61,365.87,,,,,468.485,514.67,530.61,,435.86,486.525,445.25,435.91,415.43,445.29,440.16,,415.04,403.82500000000005,435.41,,436.73,425.68,400.32,343.18,,359.41,356.35,363.4,376.82,481.57,491.24,503.145,518.795,,464.2,473.08,472.73,486.47,425.235,415.115,,466.41,,413.26,422.56,461.31,454.75,402.37,424.49,,378.87,366.2,380.69,,371.59,,,256.03,389.0933333333333,437.84,478.49,441.98,456.54499999999996,463.935,528.02,,,,,,,,L7
