dates,satname,nzd0320-0000,nzd0320-0001,nzd0320-0002,nzd0320-0003,nzd0320-0004,nzd0320-0005,nzd0320-0006,nzd0320-0007,nzd0320-0008,nzd0320-0009,nzd0320-0010,nzd0320-0011,nzd0320-0012,nzd0320-0013,nzd0320-0014,nzd0320-0015,nzd0320-0016,nzd0320-0017,nzd0320-0018,nzd0320-0019,nzd0320-0020,nzd0320-0021,nzd0320-0022,nzd0320-0023
2016-01-05 22:13:05.152000,L8,332.47,286.78,287.61,290.83,294.02,265.71,256.33,286.52,275.92,297.61,309.33,315.91,324.88,326.20,312.91,299.21,299.66,290.34,307.99,336.81,338.31,304.80,297.33,322.06
2016-02-06 22:13:01.784000,L8,201.66,225.30,250.79,249.00,239.74,220.91,199.30,257.55,252.48,274.22,274.12,284.82,294.17,300.68,285.34,270.71,180.50,254.51,259.87,306.32,313.00,189.30,253.72,285.86
2016-02-13 22:19:08.559000,L8,325.81,266.86,276.48,260.71,248.91,251.34,215.38,274.44,263.12,285.05,294.38,305.45,289.99,259.64,194.35,209.49,,249.18,224.32,269.33,224.80,195.15,,
2016-04-10 22:12:37.539000,L8,205.59,234.37,251.63,257.03,245.96,234.31,195.85,268.45,255.37,280.74,275.74,282.05,298.11,299.43,292.94,277.59,200.53,215.77,261.30,309.75,318.79,207.02,259.99,284.45
2016-04-26 22:12:33.098000,L8,338.19,285.24,287.14,286.10,275.30,269.60,257.63,293.00,277.42,297.63,308.04,318.42,325.23,332.17,321.73,301.99,297.88,287.92,306.94,343.36,349.14,316.01,294.87,326.05
2016-05-12 22:12:32.560000,L8,327.80,267.23,267.91,270.61,255.80,207.27,178.04,279.28,256.75,282.82,289.87,273.20,,,,,,199.02,187.02,169.26,220.28,244.72,262.03,304.17
2016-06-13 22:12:42.546000,L8,351.16,306.46,286.05,294.11,287.47,280.49,263.08,301.91,287.12,305.02,314.96,328.56,334.01,345.66,332.28,312.08,307.22,299.68,313.25,358.51,392.62,387.79,304.39,334.28
2016-07-15 22:12:58.211000,L8,207.06,223.62,256.68,263.54,250.90,238.15,,,,279.87,278.51,288.65,298.52,307.40,302.49,290.15,223.45,258.59,269.38,316.80,326.62,238.58,264.60,299.28
2016-08-07 22:19:13.378000,L8,226.25,251.08,266.48,267.79,257.68,243.82,,274.26,263.16,283.70,292.34,296.23,305.96,311.34,298.60,288.56,280.76,260.14,287.28,323.31,328.73,227.16,271.38,302.16
2016-08-16 22:13:05.571000,L8,325.98,243.40,263.11,263.98,253.73,246.91,,272.01,260.04,281.10,291.77,294.51,304.01,310.52,297.95,289.27,277.35,255.86,268.57,314.63,325.86,220.96,264.44,289.33
2016-09-08 22:19:24.689000,L8,344.10,301.98,299.15,304.04,276.29,271.53,260.19,299.86,283.75,301.78,316.45,326.07,332.86,356.91,336.96,311.15,303.45,292.73,313.16,386.20,411.30,418.33,293.91,333.72
2016-10-10 22:19:30.105000,L8,336.27,280.98,297.15,302.00,270.76,266.69,250.73,290.67,280.08,297.91,309.92,321.35,335.18,353.68,337.68,347.38,345.84,350.08,368.70,390.88,397.36,390.20,308.38,363.50
2016-10-19 22:13:21.341000,L8,338.62,287.40,299.80,304.32,267.40,264.77,251.96,292.39,278.27,297.17,309.64,318.52,324.58,338.36,336.48,301.59,302.32,288.01,309.21,386.62,389.48,378.02,288.32,325.34
2016-11-20 22:13:21.277000,L8,337.44,290.40,298.79,302.67,271.12,261.55,255.22,287.38,279.57,306.58,317.61,324.22,328.66,333.06,324.37,306.86,320.70,290.90,322.51,375.30,386.14,381.08,304.18,393.72
2016-12-22 22:13:14.982000,L8,334.52,286.02,299.86,300.33,300.25,290.14,246.49,289.23,278.05,294.79,308.18,317.55,324.85,331.16,321.02,301.03,304.73,290.28,311.43,341.13,392.62,359.45,292.82,362.02
2016-12-29 22:19:25.500000,L8,357.95,356.59,350.47,357.85,363.26,359.60,353.47,352.77,342.00,348.51,355.86,359.18,356.13,339.71,333.80,341.94,378.06,375.99,363.47,370.56,368.93,357.38,310.85,347.17
2017-01-23 22:13:07.208000,L8,198.40,218.93,246.78,248.88,238.71,219.52,,,,,,,,,,,,,,292.47,305.80,199.73,246.05,280.66
2017-02-15 22:19:07.687000,L8,333.83,292.37,295.70,296.53,298.61,294.97,251.90,304.23,300.77,308.47,314.49,322.57,323.58,328.21,319.21,300.65,298.27,290.52,306.86,340.59,346.13,326.34,295.41,325.80
2017-02-24 22:12:53.892000,L8,345.35,333.97,332.32,336.00,353.73,344.02,334.19,340.14,347.23,348.23,356.26,359.95,349.41,353.08,343.72,346.44,342.49,343.16,354.83,370.57,373.27,351.13,327.73,338.93
2017-03-03 22:19:01.549000,L8,335.19,296.74,301.06,304.40,304.85,300.20,305.60,302.23,307.05,306.86,314.13,321.19,326.15,328.93,324.08,314.47,307.50,303.94,312.71,345.59,342.52,323.53,299.05,331.28
2017-05-06 22:18:31.237000,L8,342.84,299.96,300.36,299.08,297.51,295.84,255.91,304.15,298.90,302.48,314.03,321.58,326.97,332.66,324.31,304.35,299.13,294.37,307.31,346.53,351.29,323.13,293.21,328.68
2017-06-07 22:18:51.063000,L8,221.06,242.70,269.43,272.53,260.41,247.38,,278.42,263.80,286.30,292.22,304.52,312.26,318.14,309.27,293.98,282.89,262.07,292.89,328.24,332.03,244.80,273.82,307.71
2017-07-02 22:12:47.839000,L8,357.11,310.67,292.71,296.77,290.27,293.18,259.24,303.92,290.53,307.48,323.57,333.67,336.47,347.08,334.53,317.86,308.25,305.87,315.66,358.92,360.63,344.67,318.12,335.10
2017-07-09 22:18:59.733000,L8,,,,,,,,,,277.84,284.40,299.65,305.33,312.15,303.68,287.33,279.49,258.86,287.50,325.72,327.90,244.24,270.62,307.62
2017-07-25 22:19:06.698000,L8,330.19,239.73,267.41,271.18,260.95,244.95,,278.28,262.83,285.71,295.08,302.17,311.66,318.93,309.76,293.23,283.59,261.69,282.92,325.05,328.76,246.18,271.61,295.89
2017-08-03 22:12:59.825000,L8,343.16,301.14,287.67,288.89,283.83,287.71,259.26,297.67,281.93,300.90,318.52,327.72,331.19,335.86,328.67,313.00,308.00,305.03,313.74,352.19,388.75,342.98,302.61,331.52
2017-09-27 22:19:24.491000,L8,342.97,288.57,295.98,279.62,274.40,278.59,251.63,296.69,288.88,303.43,318.87,328.72,333.65,338.96,325.91,306.50,304.49,298.53,373.78,391.79,399.50,381.02,297.25,350.47
2017-10-13 22:19:28.919000,L8,337.48,288.84,290.13,298.12,270.42,267.23,247.93,286.30,281.91,299.73,319.02,323.40,330.81,338.51,324.86,304.37,302.26,292.87,316.51,383.33,392.40,382.05,301.91,358.93
2017-10-22 22:13:19.023000,L8,,,,,,255.79,242.86,289.56,267.38,279.36,200.43,190.46,325.91,333.28,318.79,302.40,293.36,286.73,304.37,340.15,338.92,270.93,291.15,322.67
2017-11-30 22:19:20.342000,L8,332.42,281.15,289.61,276.20,267.94,263.15,246.73,285.70,277.36,296.36,312.70,316.55,327.17,324.55,312.21,297.37,300.79,289.98,312.66,338.71,338.34,259.07,291.97,321.55
2017-12-16 22:19:22.554000,L8,337.52,327.01,308.88,314.62,324.83,291.63,316.23,315.81,309.01,312.88,333.62,340.09,333.55,331.59,322.03,317.60,320.92,325.87,336.45,345.82,363.12,317.43,299.80,329.26
2018-02-11 22:12:50.362000,L8,307.44,245.51,255.22,263.02,251.78,240.65,,267.90,259.55,281.11,291.78,293.51,301.11,294.20,289.41,277.59,237.65,264.67,247.28,301.99,311.80,,,
2018-03-15 22:12:34.251000,L8,357.00,336.69,336.75,330.52,364.75,411.22,426.93,334.20,339.40,346.77,384.36,421.90,427.67,432.15,388.71,423.06,420.47,402.34,430.90,434.20,396.37,371.49,400.18,371.90
2018-03-31 22:12:27.765000,L8,366.20,332.37,348.31,341.48,359.18,371.16,428.84,494.39,338.28,352.43,418.05,380.74,394.39,394.13,404.16,391.34,415.15,421.84,431.87,418.04,397.79,424.72,378.76,361.44
2018-04-07 22:18:34.855000,L8,338.48,282.25,274.31,285.28,271.65,264.44,248.64,294.12,278.51,298.21,310.73,325.00,328.13,332.53,321.67,304.55,299.75,290.55,309.50,352.60,353.44,335.31,299.98,327.75
2018-05-02 22:12:09.737000,L8,207.81,233.50,250.92,259.52,251.14,232.60,187.66,270.44,258.62,280.74,289.17,290.50,306.05,310.76,300.00,285.01,272.31,260.18,271.02,315.95,321.90,,,
2018-05-25 22:18:03.992000,L8,336.46,247.36,264.71,269.84,263.83,247.85,,279.19,265.23,289.74,300.64,305.16,319.03,320.94,311.39,294.85,289.35,267.58,300.78,329.69,333.18,196.58,272.77,312.26
2018-06-19 22:11:57.514000,L8,214.26,241.64,258.19,264.81,256.71,240.46,,273.90,255.09,284.52,289.91,299.34,308.92,316.35,306.03,290.36,277.73,262.65,286.50,323.88,329.99,171.98,269.68,306.71
2018-06-26 22:18:12.662000,L8,218.40,235.80,258.71,264.62,259.13,238.48,,,,211.58,287.74,300.04,309.79,318.04,308.09,291.04,279.86,254.95,273.35,325.68,330.43,,,
2018-07-12 22:18:20.795000,L8,220.08,239.50,259.71,265.58,261.50,242.86,,,260.36,284.04,292.96,303.37,310.62,318.64,307.91,293.61,288.97,260.51,288.58,326.31,330.53,,268.24,313.96
2018-08-06 22:12:22.164000,L8,288.47,211.95,275.10,278.65,276.54,268.01,227.43,279.14,,,,,278.27,320.63,324.25,307.51,296.81,277.83,235.86,296.67,332.98,256.72,271.83,275.34
2018-08-13 22:18:36.864000,L8,360.52,349.42,295.04,289.95,290.00,287.29,257.62,315.98,289.41,327.70,332.12,335.11,343.52,346.69,332.75,325.41,319.61,308.43,316.50,374.87,383.82,391.36,318.23,336.64
2018-08-22 22:12:30.412000,L8,345.78,289.64,293.51,280.04,282.85,279.30,254.69,296.14,283.42,302.79,318.45,329.24,343.35,347.35,335.83,328.47,303.24,320.66,316.97,391.22,396.35,401.42,296.30,337.62
2018-09-07 22:12:36.278000,L8,320.81,255.34,257.67,260.62,258.64,227.06,189.20,254.74,200.91,277.56,293.07,303.37,314.95,317.57,301.55,286.64,282.01,268.16,292.46,326.18,327.68,179.06,272.88,309.72
2018-09-14 22:18:48.928000,L8,336.00,292.07,288.24,299.03,274.77,289.31,243.32,292.62,280.89,305.82,311.46,324.24,331.48,343.29,325.14,301.89,301.17,290.22,311.46,389.75,393.47,382.48,291.74,360.28
2018-09-23 22:12:41.211000,L8,336.61,288.25,285.75,275.79,270.81,266.18,240.61,286.98,282.39,305.43,305.47,318.05,323.73,327.52,317.76,298.06,300.14,281.00,312.18,347.57,364.32,274.13,287.01,320.39
2018-09-30 22:18:55.798000,L8,336.11,300.58,286.35,299.14,277.28,269.25,242.59,292.91,279.01,300.66,315.34,326.70,332.71,354.95,323.41,302.56,299.17,291.97,308.78,346.92,389.96,389.84,294.63,362.23
2018-11-10 22:12:56.881000,L8,338.30,297.42,292.23,296.19,273.15,267.11,249.20,291.36,281.06,297.80,315.07,321.48,327.90,336.75,323.83,306.54,302.32,287.87,312.78,384.70,380.31,384.22,298.68,326.29
2019-01-04 22:19:03.634000,L8,345.17,338.67,330.22,335.36,346.74,375.38,383.80,347.46,340.37,361.19,358.60,396.77,379.47,353.55,348.39,417.62,479.55,469.65,375.16,390.12,420.02,405.56,435.42,348.80
2019-01-20 22:19:00.370000,L8,201.35,228.03,244.67,248.50,239.85,218.88,185.96,253.31,253.28,273.38,273.00,280.39,291.36,302.55,293.46,273.74,256.79,248.47,267.88,304.01,312.66,,,
2019-01-29 22:12:47.306000,L8,334.34,301.91,297.16,294.98,295.42,277.36,250.12,301.74,293.47,304.35,317.26,325.13,333.97,335.96,327.76,321.18,303.73,297.20,324.33,344.64,385.32,370.54,315.79,348.03
2019-02-14 22:12:45.337000,L8,331.96,295.39,292.11,290.28,274.71,269.92,245.86,292.07,276.46,297.61,307.49,316.07,323.90,327.21,316.81,301.66,299.23,286.72,306.50,340.15,350.88,271.68,296.42,325.35
2019-03-02 22:12:41.167000,L8,335.24,293.15,292.00,289.89,277.49,271.40,248.90,292.47,279.33,296.05,305.66,315.33,320.24,325.12,313.15,296.88,294.69,287.30,302.88,336.75,338.52,269.92,287.04,318.21
2019-04-03 22:12:32.527000,L8,355.84,334.74,327.17,333.53,337.76,340.72,336.03,345.45,331.52,337.19,382.22,379.23,389.94,350.78,353.37,351.53,350.78,398.42,361.08,379.57,386.78,382.75,344.07,370.28
2019-05-21 22:12:39.194000,L8,343.36,302.67,298.27,283.89,283.14,275.08,250.33,297.75,283.56,299.59,309.02,321.06,327.31,333.77,326.08,306.66,302.17,290.36,309.52,381.96,372.97,333.37,292.65,328.23
2019-06-06 22:12:47.153000,L8,214.84,224.41,256.23,256.60,250.83,223.79,,,,273.91,273.31,282.66,284.17,300.85,299.47,279.29,217.37,226.51,248.22,270.54,241.03,201.53,248.40,288.80
2019-06-29 22:19:05.551000,L8,215.32,233.07,260.42,263.86,257.76,238.99,,,,280.71,286.89,289.85,291.68,309.56,305.49,290.06,215.23,255.66,267.36,312.87,324.64,,251.60,275.50
2019-07-08 22:12:56.597000,L8,,210.51,239.19,250.22,247.16,224.63,,,,273.77,270.34,281.66,290.07,307.87,303.28,280.46,217.06,226.01,251.73,299.08,245.78,,,
2019-07-24 22:13:00.868000,L8,350.24,307.89,299.10,301.39,293.54,284.76,255.88,300.68,286.49,303.56,326.55,333.39,338.88,354.94,363.61,318.47,306.28,307.50,316.59,403.90,410.64,412.45,304.57,390.18
2019-07-31 22:19:14.719000,L8,347.50,296.97,289.22,289.92,271.43,272.10,244.40,303.42,284.63,300.11,316.18,326.22,328.20,339.13,328.85,310.15,306.43,308.54,311.10,354.74,354.69,336.09,301.98,328.90
2019-09-01 22:19:23.782000,L8,344.09,293.58,287.35,289.89,284.66,268.38,234.91,290.59,278.53,300.18,309.51,350.50,330.20,348.38,327.08,305.87,298.25,290.30,308.81,340.72,370.51,371.91,290.61,329.54
2019-09-10 22:13:15.713000,L8,339.49,289.80,284.72,284.47,277.47,262.82,233.34,287.80,273.95,296.80,309.26,330.75,336.38,337.36,326.80,304.36,300.43,294.20,311.93,349.00,378.65,376.57,289.37,324.89
2019-09-17 22:19:29.137000,L8,339.35,294.84,291.85,290.99,277.49,279.44,231.57,294.18,281.53,298.95,334.19,337.47,351.11,349.97,327.62,308.61,305.08,292.83,319.21,391.38,391.07,387.90,293.32,335.38
2019-10-03 22:19:33.486000,L8,334.22,293.46,286.91,286.99,279.57,271.66,228.45,288.61,276.90,300.01,315.31,319.21,347.82,359.85,338.32,303.16,298.29,290.31,308.81,366.46,392.10,325.22,293.30,331.16
2019-10-12 22:13:24.068000,L8,363.92,358.67,350.46,357.06,372.31,393.39,358.58,383.89,316.41,310.13,360.67,355.70,345.32,343.30,337.33,344.68,333.87,341.76,326.05,380.31,387.65,386.67,350.31,371.51
2019-10-28 22:13:24.474000,L8,354.65,346.70,345.74,349.98,356.97,356.62,452.23,461.05,302.54,304.31,341.35,360.17,378.84,351.70,334.56,364.50,369.80,343.65,360.62,392.54,456.49,399.61,360.53,389.73
2019-11-29 22:13:20.022000,L8,354.73,352.98,355.13,357.38,368.03,376.83,372.36,352.35,331.71,345.78,338.48,353.63,345.06,354.98,343.09,344.40,368.86,334.39,345.91,387.70,420.35,397.84,374.41,359.58
2020-01-16 22:13:10.914000,L8,333.62,291.78,297.58,292.10,283.22,283.01,280.93,296.97,294.81,300.77,313.06,319.43,327.28,329.57,317.36,299.77,301.17,290.55,310.25,349.93,379.78,368.62,293.60,362.61
2020-03-27 22:18:55.950000,L8,352.65,333.21,325.86,340.29,346.36,348.62,360.24,383.14,360.66,380.80,347.59,386.89,387.54,396.08,367.82,385.64,418.49,399.04,377.20,424.16,425.92,453.23,384.40,456.58
2020-04-28 22:18:40.774000,L8,219.10,234.03,258.82,260.18,251.40,230.28,,265.77,260.36,281.11,289.70,294.46,307.74,310.59,301.15,285.76,277.68,258.63,275.92,312.43,322.37,200.74,259.02,299.12
2020-05-07 22:12:24.481000,L8,372.16,364.25,352.55,362.72,358.37,359.08,367.14,492.28,470.95,411.53,387.52,397.90,424.41,379.72,377.22,363.42,391.26,394.34,425.15,438.94,435.22,414.20,401.75,406.76
2020-05-14 22:18:36.665000,L8,215.63,226.70,260.24,264.96,254.26,237.81,,,,281.57,279.20,291.09,301.74,310.81,304.24,288.85,273.40,251.26,270.48,311.74,324.97,198.41,258.87,276.86
2020-05-30 22:18:40.755000,L8,327.10,237.12,266.86,268.24,261.62,243.85,,278.59,267.53,284.21,293.66,302.02,310.71,317.71,311.47,293.98,280.24,262.28,276.64,323.85,328.33,233.90,262.60,302.59
2020-06-08 22:12:35.900000,L8,341.87,302.31,287.59,288.84,277.35,271.86,248.47,298.93,285.81,301.22,310.90,323.42,327.87,336.30,328.00,304.10,303.67,296.36,309.31,349.19,354.01,338.69,293.68,328.41
2020-07-01 22:18:58.788000,L8,378.71,367.42,350.94,361.68,402.14,367.55,401.65,421.08,418.85,383.06,402.54,433.09,382.48,384.29,366.72,374.72,420.63,383.39,436.42,457.00,470.29,451.12,433.25,442.26
2020-07-10 22:12:51.600000,L8,391.73,319.85,291.14,288.36,276.23,266.51,236.74,296.72,283.08,300.30,313.18,327.31,331.76,355.57,333.58,309.81,303.09,290.25,308.80,349.99,356.50,349.76,293.23,328.86
2020-07-17 22:19:04.802000,L8,,,,,,,,,,,,,,,,,,,,296.70,319.11,,255.51,274.57
2020-07-26 22:12:56.525000,L8,341.96,303.31,292.53,290.46,276.48,268.87,234.86,299.86,284.47,304.37,317.92,327.97,335.16,354.09,334.16,310.84,303.13,298.97,310.01,353.97,371.13,386.34,299.91,332.02
2020-08-11 22:12:59.530000,L8,341.41,295.35,292.25,286.30,275.35,268.60,233.31,300.20,285.27,304.81,314.93,327.71,331.98,345.41,334.33,311.21,303.38,297.59,312.17,351.46,392.94,399.01,299.60,331.64
2020-08-27 22:13:08.244000,L8,,,,,,,,,,270.19,268.86,287.10,296.70,310.56,302.22,283.57,277.64,264.87,284.36,325.44,328.53,233.00,268.31,304.44
2020-09-19 22:19:27.846000,L8,341.49,293.54,283.03,281.77,272.56,264.67,230.14,303.78,310.60,315.61,331.51,334.09,335.77,336.62,327.51,308.60,307.20,292.22,313.77,349.05,369.82,380.00,290.31,329.15
2020-10-14 22:13:20.968000,L8,344.53,284.08,298.75,274.19,269.07,260.17,229.09,294.52,295.76,301.76,323.43,325.46,332.37,335.20,325.47,298.84,304.46,300.63,314.83,356.81,381.07,372.31,294.34,329.77
2020-10-21 22:19:31.713000,L8,333.35,286.80,292.83,271.53,264.48,253.95,229.21,288.05,277.09,298.87,314.78,320.80,329.83,342.09,331.10,304.63,299.78,287.97,367.59,404.37,387.43,378.78,293.57,330.64
2020-12-24 22:19:30.619000,L8,332.51,280.99,294.32,276.49,265.89,259.82,248.97,287.88,282.08,299.94,317.95,317.58,329.02,332.18,324.06,305.34,301.05,291.96,310.61,393.86,390.36,388.60,299.48,326.69
2021-02-03 22:13:08.109000,L8,336.88,299.11,299.38,305.29,306.40,302.38,303.15,303.84,290.32,304.22,314.77,319.16,327.22,327.89,315.40,303.02,301.85,293.68,310.32,342.10,350.69,311.79,301.04,347.55
2021-02-10 22:19:17.410000,L8,343.66,332.71,322.58,321.38,346.66,346.26,342.51,414.72,403.43,352.34,345.38,350.93,365.39,346.60,343.63,323.35,344.90,352.77,370.12,372.58,375.63,373.72,377.78,364.10
2021-03-07 22:12:56.281000,L8,207.79,232.89,254.45,250.26,245.57,222.49,,248.84,258.54,275.77,281.25,273.80,279.29,292.13,282.09,189.53,188.12,196.72,227.47,269.38,273.37,,241.98,278.57
2021-04-15 22:18:52.705000,L8,209.41,224.68,249.14,252.34,,,,,,,,,,,280.60,255.75,194.08,260.45,271.56,287.93,,,,
2021-04-24 22:12:37.250000,L8,213.82,220.93,256.82,254.89,249.54,235.15,,262.72,256.47,277.37,290.03,294.79,305.08,312.55,301.11,284.99,270.18,258.49,270.13,316.22,320.30,221.63,261.79,290.23
2021-06-02 22:18:57.116000,L8,227.60,238.86,264.61,264.84,254.59,244.12,,274.70,260.89,282.92,290.61,302.21,309.62,315.97,305.79,290.73,281.44,261.66,282.99,321.76,327.49,216.00,264.92,304.49
2021-06-27 22:12:54.060000,L8,,,,,,,,,,267.37,280.01,296.77,304.47,304.59,303.67,290.11,274.77,265.59,280.44,326.23,327.41,213.12,265.46,294.91
2021-07-13 22:12:55.390000,L8,326.82,235.57,263.54,264.77,254.54,243.19,,276.28,262.72,281.93,293.34,301.68,311.02,317.58,306.17,290.83,280.02,264.75,276.47,325.26,326.91,230.77,263.79,292.73
2021-08-14 22:13:09.539000,L8,341.68,297.52,295.81,295.38,286.70,289.25,246.89,298.37,286.05,304.85,323.47,330.28,337.53,356.83,331.95,311.35,306.23,298.90,318.55,395.14,398.06,392.27,295.81,375.81
2021-08-30 22:13:14.099000,L8,343.15,300.21,297.62,302.28,295.80,289.95,229.69,299.07,286.14,303.77,324.45,329.97,337.42,353.42,331.33,313.96,303.25,295.32,319.47,403.21,401.00,393.09,303.33,367.64
2021-10-01 22:13:22.595000,L8,382.09,378.60,383.62,391.03,398.80,382.87,386.40,368.56,382.66,342.85,356.82,370.45,368.44,379.00,354.84,337.77,402.01,403.56,426.98,422.93,415.81,424.09,419.24,493.53
2021-11-02 22:13:26.046000,L8,361.69,357.53,364.50,359.71,373.80,382.38,337.31,378.33,375.71,384.08,434.28,363.22,369.29,397.23,360.46,409.79,415.06,363.88,383.91,426.13,427.12,417.92,371.16,388.89
2021-11-06 22:14:00.001000,L9,358.24,348.86,354.54,347.37,349.61,345.87,299.94,308.73,304.91,317.55,325.64,333.50,340.38,340.03,331.10,311.37,314.46,309.06,322.82,354.82,371.46,332.24,310.76,335.21
2021-11-18 22:13:20.648000,L8,363.39,357.72,350.40,362.73,378.46,375.31,420.29,390.37,327.42,336.02,330.72,351.64,342.22,342.32,334.25,347.60,347.75,354.02,327.15,417.86,422.55,374.58,316.69,336.73
2021-12-20 22:13:20.111000,L8,349.99,342.72,331.58,336.90,354.55,357.38,358.86,354.29,365.36,372.07,360.52,345.40,351.87,345.72,336.75,344.23,350.74,340.42,319.80,381.44,392.97,401.96,376.26,389.70
2022-01-20 22:19:27.426000,L9,342.62,335.05,329.10,337.15,345.73,351.53,351.10,352.03,343.30,346.94,343.23,349.10,342.81,347.32,341.12,347.70,351.27,366.06,374.59,393.47,395.13,392.07,388.31,347.42
2022-01-21 22:13:11.780000,L8,328.20,286.62,292.73,293.00,289.20,247.97,249.10,312.12,307.81,311.47,308.37,315.75,324.13,326.45,311.69,296.62,297.68,286.49,307.97,337.25,338.74,263.75,295.08,319.46
2022-01-28 22:19:19.852000,L8,341.48,320.36,307.50,306.08,311.21,343.06,317.55,322.30,319.14,322.30,344.78,352.80,359.91,355.77,341.22,347.54,349.04,360.49,367.27,386.32,379.15,385.18,328.19,361.71
2022-01-29 22:13:17.402000,L9,337.12,314.06,310.82,308.54,310.22,329.46,324.17,322.48,344.91,328.19,345.69,349.18,337.58,342.93,342.43,340.49,345.84,348.33,357.09,379.10,375.03,368.35,324.78,339.84
2022-02-13 22:19:16.656000,L8,356.31,344.40,340.68,340.23,344.97,513.59,478.19,523.83,486.76,532.74,509.22,487.57,541.34,356.94,351.72,364.34,371.55,369.63,390.63,434.37,463.35,466.54,414.99,442.02
2022-03-01 22:19:12.676000,L8,342.49,331.64,318.54,324.79,327.89,346.43,329.20,318.53,323.26,321.38,339.64,343.76,347.80,346.11,333.05,331.17,334.59,340.71,338.03,362.70,365.22,340.41,315.35,335.29
2022-03-02 22:13:01.886000,L9,332.66,314.41,302.65,284.17,294.94,292.48,254.37,294.09,291.02,303.79,318.20,333.35,337.96,334.47,321.57,321.61,316.41,301.15,320.67,348.74,349.27,303.44,299.16,328.38
2022-03-09 22:19:13.418000,L9,333.87,284.75,282.03,281.05,291.59,284.38,220.68,285.51,278.22,294.61,306.82,313.65,322.29,324.93,313.95,306.34,300.62,288.37,305.97,336.56,339.41,262.34,289.45,321.77
2022-03-25 22:19:08.620000,L9,337.10,291.58,281.51,280.93,287.51,283.72,277.69,294.12,283.32,299.96,309.89,319.95,326.84,330.04,321.25,308.13,297.90,291.21,309.14,344.18,345.26,340.35,292.32,327.03
2022-03-26 22:12:47.702000,L8,336.86,293.81,283.24,282.85,283.88,285.02,271.74,295.39,282.71,304.48,310.11,321.85,328.26,331.65,320.94,309.64,298.41,293.29,309.44,343.83,345.56,319.67,295.37,326.35
2022-04-02 22:18:55.660000,L8,352.01,342.19,334.90,338.53,353.96,398.86,376.53,461.40,404.79,365.90,405.83,369.20,385.93,362.29,356.68,369.02,361.55,375.40,353.94,423.36,385.25,382.62,351.63,384.28
2022-04-03 22:12:57.221000,L9,332.98,291.10,282.46,282.45,286.75,286.57,,,,,,,,,,,304.68,290.90,307.72,338.34,337.27,274.13,292.76,325.76
2022-05-04 22:19:01.861000,L8,216.49,231.09,261.55,264.81,254.21,241.24,,,260.52,281.58,290.69,300.32,308.95,313.50,302.48,276.73,279.28,260.04,275.15,321.29,324.67,207.45,264.61,299.91
2022-05-05 22:12:42.986000,L9,341.01,302.24,282.54,288.11,280.72,288.59,224.51,300.98,293.12,306.40,317.43,328.60,333.99,339.10,324.69,312.05,303.86,296.02,310.79,347.44,353.87,331.42,301.73,332.87
2022-05-21 22:12:31.466000,L9,325.39,244.07,265.39,266.63,257.31,245.96,,272.20,264.51,284.81,295.87,306.46,314.48,319.57,308.37,291.11,288.15,273.72,290.45,327.92,329.33,238.88,275.64,309.59
2022-06-05 22:19:15.487000,L8,227.18,243.33,265.59,266.83,261.02,249.71,,277.79,263.97,283.17,299.43,305.74,312.43,317.26,307.61,288.12,286.77,266.18,287.42,326.67,328.09,234.08,264.96,298.71
2022-06-14 22:13:11.037000,L8,,,,,,,,,,253.19,295.12,305.18,310.63,319.29,308.70,288.91,288.94,267.87,282.02,326.12,330.01,239.30,269.62,313.20
2022-06-21 22:19:24.805000,L8,330.08,245.15,270.90,272.31,265.09,258.22,,280.82,266.79,287.95,297.72,308.61,313.84,320.10,311.60,293.72,290.14,270.11,293.75,329.62,336.53,234.69,272.70,313.35
2022-06-22 22:12:50.587000,L9,230.43,243.53,268.74,270.72,263.05,254.33,,277.54,260.39,287.28,295.19,304.84,311.36,318.98,310.45,289.55,288.73,264.49,287.28,324.76,331.34,210.26,270.33,313.00
2022-06-29 22:19:04.324000,L9,349.13,300.53,285.52,292.55,284.74,276.12,231.30,300.97,285.68,324.20,326.63,330.33,330.85,343.16,328.82,318.09,312.95,310.21,312.59,351.78,371.30,373.67,298.92,337.29
2022-07-15 22:19:00.523000,L9,353.16,299.26,286.45,293.23,293.48,279.96,243.31,300.56,291.00,309.07,328.49,336.89,335.44,345.00,327.97,315.13,315.32,310.01,311.41,363.36,387.87,379.56,360.52,348.70
2022-07-16 22:13:14.888000,L8,222.18,234.10,261.23,264.23,255.10,248.56,,,251.58,276.77,290.95,297.13,307.81,313.92,300.13,270.60,278.91,256.41,274.12,318.54,325.11,203.02,255.93,295.77
2022-07-31 22:19:15.424000,L9,230.76,238.84,261.77,266.09,257.24,251.51,,274.68,260.70,279.65,290.38,299.70,307.51,316.96,300.91,279.49,279.48,258.23,278.93,323.16,328.71,232.68,261.85,305.90
2022-09-09 22:19:47.446000,L8,374.93,359.42,299.22,317.08,325.59,336.94,319.44,327.82,326.43,333.67,363.04,370.91,405.54,351.41,339.27,341.59,317.05,315.73,370.70,370.13,375.31,368.43,346.09,343.85
2022-11-04 22:19:36.336000,L9,327.37,278.44,281.01,269.89,259.82,254.88,222.65,283.52,272.47,289.86,291.01,314.83,318.41,332.00,317.75,290.61,293.44,281.73,302.25,331.02,336.32,308.71,277.79,317.15
