dates,nzd0320-0000,nzd0320-0001,nzd0320-0002,nzd0320-0003,nzd0320-0004,nzd0320-0005,nzd0320-0006,nzd0320-0007,nzd0320-0008,nzd0320-0009,nzd0320-0010,nzd0320-0011,nzd0320-0012,nzd0320-0013,nzd0320-0014,nzd0320-0015,nzd0320-0016,nzd0320-0017,nzd0320-0018,nzd0320-0019,nzd0320-0020,nzd0320-0021,nzd0320-0022,nzd0320-0023,satname
1999-08-17 22:12:02+00:00,330.71,309.86,297.02,280.28,256.65,,227.07,293.58,,,324.39,318.3,332.2,350.43,291.63,328.73,,316.83,325.1,357.85,321.54,314.4,297.28,272.6,L7
1999-08-26 22:05:56+00:00,336.03999999999996,308.355,286.40999999999997,275.385,258.245,,227.07,293.58,,,307.03999999999996,311.21000000000004,325.155,333.58500000000004,291.34000000000003,316.025,,308.15,313.13,346.515,322.39,301.75,284.65,266.94,L7
1999-12-16 22:05:57+00:00,339.34999999999997,307.86333333333334,289.12666666666667,272.82666666666665,263.5433333333333,292.36,242.48,286.89,271.24,297.44,317.65333333333336,319.01666666666665,330.6566666666667,347.8733333333333,291.34000000000003,313.56333333333333,341.99,318.26,313.13,344.18,324.26,309.5833333333333,279.7733333333333,277.0233333333333,L7
2000-02-25 22:11:49+00:00,337.1,307.28499999999997,295.09000000000003,268.98,269.635,287.82,257.89,288.005,283.805,299.98,331.565,325.345,339.56500000000005,358.375,309.56,309.27,330.09000000000003,327.95500000000004,322.29,348.77,341.355,318.155,264.80499999999995,281.07,L7
2000-03-05 22:05:36+00:00,337.1,307.28499999999997,295.09000000000003,268.98,269.635,287.82,257.89,288.005,283.805,299.98,331.565,325.345,339.56500000000005,358.375,309.56,309.27,323.83,321.24666666666667,315.83500000000004,347.7366666666667,345.7633333333333,319.2866666666667,264.80499999999995,281.07,L7
2000-03-21 22:05:37+00:00,337.1,307.28499999999997,295.09000000000003,263.4533333333333,261.8566666666666,287.82,257.89,288.005,283.805,299.98,331.565,325.345,339.56500000000005,340.46,285.495,309.27,323.83,321.24666666666667,315.83500000000004,347.7366666666667,345.7633333333333,319.2866666666667,264.80499999999995,281.07,L7
2000-04-13 22:11:30+00:00,337.1,306.20666666666665,285.01,261.885,259.325,287.82,257.89,288.005,283.805,299.98,331.565,325.345,339.56500000000005,332.3425,283.1033333333333,301.74333333333334,323.83,321.24666666666667,315.83500000000004,347.7366666666667,345.7633333333333,319.2866666666667,264.80499999999995,281.07,L7
2001-01-03 22:03:24+00:00,328.15,308.27,,280.52,287.53,,,,,,337.11,318.77,357.08,332.01,317.24,,,336.66,,359.84,341.5,,289.76,284.65,L7
2001-01-10 22:09:39+00:00,328.15,308.27,267.15,280.355,282.93499999999995,243.62,234.86,272.19,268.58,290.01,328.155,314.85,343.83,331.14,316.63,290.58,314.19,319.015,311.24,358.075,334.115,,289.76,284.65,L7
2001-01-19 22:03:31+00:00,328.15,308.27,248.10999999999999,264.55333333333334,259.8933333333333,223.76,234.86,272.19,268.58,290.01,328.155,314.85,343.83,331.14,316.63,290.58,314.19,319.015,311.24,358.075,334.115,,289.76,284.65,L7
2001-02-20 22:03:24+00:00,323.67499999999995,305.605,256.8666666666666,264.41999999999996,258.015,223.76,248.98000000000002,276.57,275.0,287.13,316.44666666666666,312.98333333333335,337.85999999999996,328.51,314.62666666666667,291.53999999999996,303.56,305.6433333333334,306.87,347.9433333333333,328.88000000000005,298.89,270.955,273.72,L7
2001-03-31 22:09:19+00:00,308.8666666666666,306.19666666666666,259.6875,264.538,258.452,224.33333333333334,242.11333333333334,276.57,275.0,273.5,310.485,312.98333333333335,331.8125,323.6375,314.62666666666667,291.09999999999997,299.92333333333335,297.52750000000003,306.75,347.9433333333333,328.88000000000005,298.89,270.955,273.72,L7
2001-07-05 22:08:33+00:00,299.22499999999997,305.15999999999997,261.01,261.268,251.11599999999999,227.9975,242.11333333333334,276.57,275.0,273.5,301.61,310.09000000000003,323.39000000000004,320.84666666666664,313.32,291.09999999999997,299.92333333333335,284.48333333333335,306.75,329.8466666666667,320.36333333333334,298.89,252.15,262.79,L7
