dates,satname,nzd0044-0000,nzd0044-0001,nzd0044-0002,nzd0044-0003,nzd0044-0004,nzd0044-0005
1999-08-17 22:10:26.276000,L7,383.56,361.28,359.16,360.12,354.53,358.72
1999-09-27 22:04:25.056000,L7,375.03,359.29,366.31,367.01,366.83,377.46
1999-10-04 22:10:38.131000,L7,391.27,378.26,378.31,381.30,379.97,390.31
1999-11-14 22:04:18.343000,L7,366.04,360.26,360.21,364.80,372.50,389.69
2000-01-01 22:04:13.486000,L7,367.25,363.12,360.04,367.07,372.41,390.43
2000-02-09 22:10:19.398000,L7,364.27,349.88,343.00,343.88,346.65,347.00
2000-04-29 22:09:53.797000,L7,350.66,336.91,,,,
2000-05-15 22:09:42.527000,L7,,,,,,318.10
2000-05-24 22:03:22.722000,L7,,,,311.40,352.42,366.62
2000-08-03 22:08:44.137000,L7,384.85,369.66,368.06,365.98,353.05,358.08
2000-08-12 22:02:30.151000,L7,352.23,351.53,353.81,357.59,360.95,369.94
2000-09-04 22:08:22.800000,L7,353.84,341.27,352.01,,,337.11
2000-10-22 22:07:50.487000,L7,,,,384.09,370.83,362.62
2001-03-08 22:01:45.126000,L7,347.25,348.03,353.48,353.64,355.65,365.35
2001-03-24 22:01:35.778000,L7,346.42,344.20,343.79,318.46,347.27,367.22
2001-06-03 22:07:16.736000,L7,356.54,320.03,309.31,331.83,336.41,348.01
2001-06-19 22:07:05.722000,L7,390.70,368.23,367.10,371.39,361.08,366.70
2001-08-15 22:00:14.727000,L7,388.24,378.79,380.08,382.46,390.22,386.44
2001-09-07 22:06:11.116000,L7,,,,340.10,343.74,342.54
2001-09-23 22:06:03.238000,L7,351.94,345.34,302.37,351.63,346.34,338.31
2001-10-18 21:59:42.412000,L7,347.62,347.19,354.98,359.37,363.48,379.25
2001-11-19 21:59:56.393000,L7,369.21,365.53,361.77,370.86,369.00,375.85
2001-12-05 21:59:55.034000,L7,352.91,349.36,344.99,351.70,347.19,359.20
2001-12-21 22:00:05.972000,L7,371.39,356.16,361.58,361.49,365.36,369.61
2002-01-22 22:00:16.971000,L7,362.74,350.61,354.68,353.55,358.33,362.66
2002-01-29 22:06:21.478000,L7,,,,,332.88,318.44
2002-02-23 22:00:19.685000,L7,385.95,364.82,373.63,383.08,392.10,397.98
2002-03-18 22:06:22.131000,L7,377.46,368.22,368.01,352.73,357.03,358.20
2002-03-27 22:00:13.634000,L7,,,,353.35,355.02,366.65
2002-04-28 22:00:14.417000,L7,,,,,340.62,315.91
2002-06-22 22:06:03.573000,L7,,,,,335.04,342.59
2002-07-01 21:59:51.232000,L7,,,322.44,310.67,339.50,352.33
2002-07-17 21:59:44.793000,L7,403.61,398.15,390.63,411.23,410.51,417.53
2002-09-19 21:59:11.129000,L7,356.36,351.72,348.23,,335.78,358.89
2002-10-12 22:05:14.598000,L7,379.48,367.55,362.34,363.63,370.38,373.28
2002-10-28 22:05:22.323000,L7,369.11,363.73,362.18,361.57,359.49,363.46
2002-11-13 22:05:30.425000,L7,384.20,368.40,363.53,364.92,358.48,365.07
2002-11-22 21:59:33.639000,L7,369.78,358.18,360.26,354.28,365.97,373.62
2002-12-08 21:59:39.665000,L7,355.46,343.10,348.32,336.91,343.40,359.17
2002-12-31 22:05:56.221000,L7,,,415.10,406.69,398.63,408.96
2003-01-09 21:59:45.950000,L7,363.09,353.21,356.78,357.70,366.26,377.47
2003-04-06 22:06:21.012000,L7,,,,,,340.87
2003-04-22 22:06:19.091000,L7,,,,,,318.73
2003-05-08 22:06:20.773000,L7,,,,348.96,343.15,348.87
2003-05-24 22:06:17.162000,L7,,,,,,311.01
2003-07-28 21:48:04.987000,L5,,313.82,316.53,306.90,315.31,330.68
2003-08-29 21:48:38.429000,L5,,318.82,316.11,304.15,322.18,336.25
2003-09-05 21:54:56.069000,L5,,312.58,310.48,295.76,302.09,310.54
2004-06-12 21:52:47.645000,L5,,,,,,334.08
2004-07-30 21:54:04.170000,L5,340.71,331.28,325.91,329.49,329.04,343.63
2004-10-18 21:55:59.918000,L5,,,,,324.59,340.00
2004-11-03 21:56:19.004000,L5,,,,,330.55,341.97
2004-11-19 21:56:31.297000,L5,331.05,324.30,322.82,320.27,329.25,340.51
2005-01-13 22:03:41.143000,L5,377.52,359.53,354.65,355.36,362.98,365.51
2005-02-14 22:04:09.465000,L5,363.11,346.80,339.94,342.13,345.35,360.13
2005-02-23 21:58:07.648000,L5,328.32,319.95,325.24,335.01,,
2005-04-03 22:04:40.528000,L5,345.70,333.54,333.03,333.79,328.47,337.37
2005-04-12 21:58:31.220000,L5,358.78,347.37,349.18,356.98,355.92,370.25
2005-04-19 22:04:43.597000,L5,357.41,341.84,342.84,343.80,340.04,345.77
2005-06-06 22:05:05.724000,L5,344.06,329.72,325.09,320.45,320.41,328.54
2005-09-26 22:05:42.687000,L5,333.64,318.32,306.17,306.16,308.29,318.18
2005-10-05 21:59:29.384000,L5,284.30,320.75,315.24,332.23,340.41,348.57
2006-02-10 22:01:51.332000,L5,337.13,328.39,328.86,330.78,329.48,347.47
2006-08-12 22:10:59.603000,L5,339.16,331.00,319.20,311.15,301.38,325.29
2006-08-28 22:11:11.674000,L5,345.13,338.35,316.63,321.54,321.78,329.67
2006-09-29 22:11:34.525000,L5,338.63,328.63,327.40,320.68,323.67,332.13
2006-10-24 22:05:38.832000,L5,337.97,325.52,326.98,322.13,332.89,343.50
2006-11-25 22:06:19.953000,L5,328.40,323.85,325.99,336.96,329.95,364.68
2006-12-02 22:12:34.352000,L5,317.66,308.15,307.05,,336.90,359.91
2006-12-11 22:06:28.205000,L5,316.42,326.07,355.83,385.19,422.00,
2007-01-03 22:12:49.248000,L5,,,,323.95,357.09,418.44
2007-02-13 22:06:23.395000,L5,327.25,321.88,320.50,318.07,323.44,337.17
2007-09-25 22:04:24.972000,L5,331.59,316.88,312.58,316.13,330.01,338.86
2008-11-21 22:01:05.982000,L5,,,,,308.78,320.27
2009-02-02 21:56:58.438000,L5,,,,,329.33,345.42
2009-12-03 22:01:55.950000,L5,334.78,326.70,324.26,325.06,331.20,338.11
2010-02-12 22:08:30.110000,L5,341.29,329.01,328.27,321.21,324.52,333.76
2010-10-03 22:01:28.836000,L5,341.45,331.44,326.63,330.86,334.11,347.21
2010-11-27 22:07:24.215000,L5,336.06,322.65,311.71,314.79,317.64,325.63
2010-12-06 22:01:12.836000,L5,346.00,348.90,343.11,346.20,355.37,364.82
2011-03-12 22:01:19.581000,L5,326.94,319.94,319.40,321.45,328.98,338.95
2011-03-28 22:01:14.403000,L5,324.02,314.77,310.55,317.40,321.87,331.64
2011-08-19 22:00:12.535000,L5,339.91,327.20,319.82,321.31,330.77,337.50
2011-09-04 22:00:03.630000,L5,325.83,320.56,312.35,307.80,324.54,333.19
2013-04-25 22:19:21.025000,L8,347.91,336.66,334.30,338.52,330.85,342.62
2013-05-11 22:19:31.249000,L8,324.07,321.49,319.13,332.07,330.23,342.15
2013-05-20 22:13:26.604000,L8,349.46,342.69,343.53,349.52,349.90,358.52
2013-06-05 22:13:27.306000,L8,,,,,324.92,348.67
2013-06-28 22:19:33.252000,L8,350.37,336.72,333.16,335.17,330.44,339.32
2013-07-07 22:13:24.262000,L8,350.12,342.24,344.45,344.32,345.93,358.37
2013-07-14 22:19:34.707000,L8,349.57,337.99,335.15,335.80,329.58,340.86
2013-09-25 22:13:17.289000,L8,349.36,342.84,343.04,345.83,348.65,361.51
2013-10-02 22:19:28.820000,L8,372.59,352.80,352.39,357.69,348.91,361.36
2013-10-11 22:13:17.650000,L8,,339.79,316.00,310.66,347.00,354.08
2013-10-27 22:13:07.896000,L8,348.87,344.19,343.34,349.67,353.17,360.94
2013-11-03 22:19:20.378000,L8,377.43,359.11,357.95,363.02,358.82,378.32
2013-11-12 22:13:08.247000,L8,370.12,352.98,355.91,362.11,365.34,371.81
2013-11-28 22:13:02.012000,L8,355.01,346.77,345.57,353.63,355.57,363.48
2013-12-05 22:19:13.005000,L8,,,,,324.23,331.98
2013-12-14 22:12:57.636000,L8,381.19,379.36,381.87,388.18,395.86,398.71
2013-12-30 22:12:49.393000,L8,361.16,355.99,355.19,358.44,363.04,368.49
2014-01-06 22:18:54.881000,L8,361.69,352.24,354.20,356.42,352.49,358.35
2014-01-15 22:12:33.689000,L8,360.45,355.08,357.42,361.04,365.24,373.79
2014-01-31 22:12:28.855000,L8,362.47,359.24,358.96,365.86,372.81,379.86
2014-02-07 22:18:33.391000,L8,349.80,338.53,337.97,338.88,336.31,345.89
2014-02-23 22:18:20.398000,L8,364.18,350.91,347.43,348.25,347.47,354.65
2014-03-11 22:18:08.266000,L8,382.16,363.44,365.14,359.92,363.19,364.89
2014-03-27 22:17:50.001000,L8,356.63,343.57,344.84,347.83,335.86,346.90
2014-04-05 22:11:34.747000,L8,360.43,354.18,357.82,360.97,357.12,370.23
2014-04-12 22:17:37.464000,L8,349.87,339.62,338.96,342.07,332.34,344.40
2014-05-07 22:11:02.102000,L8,342.61,340.84,343.00,343.73,342.62,353.52
2014-05-14 22:17:08.923000,L8,342.78,331.84,326.93,325.91,,
2014-05-30 22:17:11.184000,L8,348.57,336.68,337.32,335.83,328.64,339.76
2014-07-17 22:17:28.260000,L8,358.34,345.56,345.90,345.42,336.34,348.07
2014-07-26 22:11:19.207000,L8,349.03,345.14,347.13,351.24,351.32,359.68
2014-10-14 22:11:38.746000,L8,360.64,357.07,355.59,363.21,369.91,377.64
2015-01-02 22:11:27.004000,L8,338.40,333.37,334.66,337.41,340.94,346.24
2015-01-25 22:17:32.812000,L8,344.38,334.45,332.94,330.72,330.82,338.32
2015-02-19 22:11:13.759000,L8,345.69,340.70,345.10,345.85,347.01,355.21
2015-02-26 22:17:23.009000,L8,380.75,363.64,356.26,355.15,350.86,358.42
2015-03-30 22:17:01.871000,L8,356.35,341.51,339.96,341.84,331.88,345.63
2015-04-24 22:10:44.446000,L8,336.58,333.58,333.93,336.70,333.47,344.44
2015-05-10 22:10:28.533000,L8,346.39,341.33,341.27,343.78,345.14,352.11
2015-06-02 22:16:44.532000,L8,351.05,336.19,320.87,321.10,324.82,336.32
2015-06-11 22:10:40.593000,L8,347.56,342.63,340.11,339.28,339.22,352.58
2015-06-27 22:10:46.339000,L8,341.19,341.80,330.39,,,
2015-07-04 22:17:02.361000,L8,358.38,341.51,340.52,341.85,331.45,343.21
2015-07-20 22:17:10.706000,L8,350.19,337.17,334.12,335.87,327.51,338.81
2015-07-29 22:11:01.897000,L8,346.80,343.15,341.93,344.89,349.07,355.14
2015-10-08 22:17:36.852000,L8,365.80,347.93,343.20,344.41,341.66,352.27
2015-10-24 22:17:40.820000,L8,356.12,340.98,337.84,341.63,334.68,345.38
2015-12-11 22:17:42.627000,L8,348.48,334.95,334.44,337.51,333.15,344.22
2015-12-20 22:11:33.546000,L8,365.28,353.86,355.03,360.44,363.20,372.01
2015-12-27 22:17:43.409000,L8,388.03,368.20,357.82,366.90,372.89,384.09
2016-01-12 22:17:40.472000,L8,343.24,337.16,333.57,331.59,332.59,341.89
2016-01-21 22:11:30.113000,L8,333.12,332.67,333.14,336.50,336.64,343.38
2016-01-28 22:17:39.790000,L8,342.32,329.50,324.41,326.95,328.77,337.28
2016-02-22 22:11:18.630000,L8,,,,336.31,335.92,344.85
2016-03-09 22:11:16.948000,L8,339.17,334.03,336.85,337.63,338.59,347.43
2016-03-25 22:11:08.402000,L8,337.70,335.94,333.30,326.65,333.10,331.34
2016-05-12 22:10:56.720000,L8,,,,,336.18,336.28
2016-05-19 22:17:11.230000,L8,,,,,320.07,342.48
2016-05-28 22:11:03.859000,L8,337.07,333.89,334.40,328.69,327.91,332.86
2016-06-04 22:17:16.433000,L8,351.31,339.48,336.27,337.21,330.86,340.42
2016-06-13 22:11:06.720000,L8,377.48,367.78,366.30,367.00,369.92,375.65
2016-07-15 22:11:22.376000,L8,368.85,358.41,358.15,360.36,365.23,370.64
2016-08-07 22:17:37.552000,L8,375.68,360.94,353.18,353.21,347.17,358.90
2016-08-16 22:11:29.744000,L8,367.31,358.06,359.51,363.90,373.19,375.89
2016-09-08 22:17:48.858000,L8,356.98,342.35,330.41,,,
2016-09-24 22:17:49.840000,L8,352.55,337.61,333.18,334.88,330.10,339.64
2016-10-10 22:17:54.274000,L8,352.87,338.27,334.86,338.60,335.80,345.11
2016-11-20 22:11:45.458000,L8,361.56,354.98,354.15,361.22,366.69,373.01
2017-01-30 22:17:38.957000,L8,352.49,340.09,338.47,339.12,335.62,345.11
2017-03-03 22:17:25.727000,L8,349.02,336.45,334.64,334.64,332.21,342.21
2017-03-19 22:17:15.956000,L8,,,303.16,327.40,330.78,338.12
2017-03-28 22:11:00.765000,L8,361.89,357.38,358.80,366.93,371.90,382.03
2017-04-13 22:10:53.080000,L8,340.58,337.36,335.71,336.98,327.70,349.62
2017-04-20 22:16:59.468000,L8,362.32,348.77,347.00,347.88,340.33,351.74
2017-05-06 22:16:55.401000,L8,363.91,349.89,347.96,347.01,340.79,352.59
2017-06-07 22:17:15.240000,L8,381.88,364.63,361.82,359.56,354.69,358.71
2017-06-16 22:11:07.889000,L8,390.63,371.29,384.64,378.46,381.01,385.30
2017-07-09 22:17:23.906000,L8,351.28,339.85,335.94,336.00,326.65,338.03
2017-07-25 22:17:30.862000,L8,358.12,343.57,338.42,341.05,336.43,346.90
2017-09-27 22:17:48.664000,L8,378.04,357.14,356.78,361.21,361.82,369.68
2017-12-16 22:17:46.727000,L8,,,,,329.75,337.72
2018-01-10 22:11:30.163000,L8,,,,,335.67,342.54
2018-02-18 22:17:22.771000,L8,344.69,336.38,334.32,335.92,330.35,340.53
2018-02-27 22:11:07.813000,L8,355.84,347.84,350.98,353.09,354.21,364.77
2018-04-07 22:16:59.037000,L8,396.17,397.68,400.27,403.03,387.67,384.45
2018-05-02 22:10:33.919000,L8,349.03,344.16,345.78,347.52,348.64,352.59
2018-05-09 22:16:40.331000,L8,375.17,360.01,359.00,357.03,353.19,358.10
2018-05-25 22:16:28.178000,L8,391.63,369.03,362.87,365.20,369.23,370.35
2018-06-03 22:10:11.794000,L8,,,,,328.81,318.38
2018-06-26 22:16:36.823000,L8,355.19,343.03,338.69,338.71,330.59,340.55
2018-08-06 22:10:46.333000,L8,347.45,343.62,345.09,342.21,347.23,342.05
2018-09-07 22:11:00.442000,L8,365.41,355.59,357.28,360.72,358.42,366.63
2018-10-09 22:11:13.339000,L8,356.01,351.43,354.01,356.43,357.58,366.01
2018-11-01 22:17:30.804000,L8,362.65,349.28,345.53,347.93,342.70,354.23
2018-11-17 22:17:31.986000,L8,345.45,331.65,315.39,319.58,330.33,339.38
