dates,nzd0368-0000,nzd0368-0001,nzd0368-0002,nzd0368-0003,nzd0368-0004,nzd0368-0005,nzd0368-0006,nzd0368-0007,nzd0368-0008,nzd0368-0009,nzd0368-0010,nzd0368-0011,nzd0368-0012,nzd0368-0013,nzd0368-0014,nzd0368-0015,nzd0368-0016,nzd0368-0017,nzd0368-0018,nzd0368-0019,nzd0368-0020,nzd0368-0021,nzd0368-0022,nzd0368-0023,nzd0368-0024,nzd0368-0025,nzd0368-0026,nzd0368-0027,nzd0368-0028,nzd0368-0029,nzd0368-0030,nzd0368-0031,nzd0368-0032,nzd0368-0033,nzd0368-0034,nzd0368-0035,nzd0368-0036,nzd0368-0037,nzd0368-0038,nzd0368-0039,nzd0368-0040,nzd0368-0041,nzd0368-0042,nzd0368-0043,nzd0368-0044,nzd0368-0045,nzd0368-0046,nzd0368-0047,nzd0368-0048,nzd0368-0049,nzd0368-0050,nzd0368-0051,nzd0368-0052,nzd0368-0053,nzd0368-0054,nzd0368-0055,nzd0368-0056,nzd0368-0057,nzd0368-0058,nzd0368-0059,nzd0368-0060,nzd0368-0061,nzd0368-0062,nzd0368-0063,nzd0368-0064,nzd0368-0065,nzd0368-0066,nzd0368-0067,nzd0368-0068,nzd0368-0069,nzd0368-0070,nzd0368-0071,nzd0368-0072,nzd0368-0073,nzd0368-0074,nzd0368-0075,nzd0368-0076,nzd0368-0077,nzd0368-0078,nzd0368-0079,nzd0368-0080,nzd0368-0081,nzd0368-0082,nzd0368-0083,nzd0368-0084,nzd0368-0085,nzd0368-0086,nzd0368-0087,nzd0368-0088,nzd0368-0089,nzd0368-0090,nzd0368-0091,nzd0368-0092,nzd0368-0093,nzd0368-0094,nzd0368-0095,nzd0368-0096,nzd0368-0097,nzd0368-0098,nzd0368-0099,nzd0368-0100,nzd0368-0101,nzd0368-0102
2004-11-10 22:04:35+00:00,295.14,303.1475,278.7625,264.82666666666665,293.28499999999997,279.03,273.3,273.795,269.965,262.7275,262.01250000000005,260.595,263.795,262.26666666666665,275.53000000000003,258.6066666666667,263.96500000000003,259.34749999999997,259.59749999999997,271.5575,276.9875,279.9275,287.845,300.945,307.445,314.6175,301.635,315.48,312.52000000000004,306.6025,304.785,302.27,298.4675,297.245,292.3025,294.855,298.15749999999997,301.205,304.1725,299.94,299.015,301.98,301.415,304.0075,305.80499999999995,308.87,310.295,311.9875,317.81,326.0225,328.7825,341.8025,350.70000000000005,357.6075,353.71500000000003,326.685,363.46500000000003,341.295,338.3225,333.5425,331.015,333.51,332.955,339.8925,344.6375,348.3025,351.8825,354.065,356.6375,365.05,372.84749999999997,369.9275,371.12,371.4575,371.9825,376.28499999999997,380.49249999999995,382.25,385.6875,390.59,389.36249999999995,387.65250000000003,387.655,382.77250000000004,381.5025,380.7075,379.4875,379.8725,381.2325,380.64,377.0475,373.09749999999997,374.52,373.135,372.8675,370.8,367.9175,361.965,361.0475,360.15749999999997,352.34749999999997,338.47249999999997,315.6625
2005-01-29 22:05:53+00:00,284.53499999999997,293.88666666666666,275.19,270.5933333333333,284.3,275.2633333333333,264.0566666666667,265.98333333333335,257.25,251.13500000000005,248.6150000000001,248.75500000000005,254.81500000000003,258.93499999999995,266.15,254.14000000000001,255.69000000000005,249.25999999999993,259.4733333333333,267.56666666666666,266.75,266.71500000000003,277.0400000000001,289.04,297.445,304.39,328.12,305.09000000000003,303.06000000000006,297.39,293.62,291.4599999999999,301.4066666666667,288.765,286.53,287.8950000000001,294.79999999999995,295.18,299.285,295.375,292.53999999999996,296.025,294.02000000000004,299.59000000000003,297.9899999999999,302.49,304.22,305.72,310.04,317.0799999999999,320.9000000000001,337.23500000000007,342.37,348.02,341.2650000000001,316.07500000000005,,330.515,324.595,320.29,318.085,320.17999999999995,323.19,330.55999999999995,348.1066666666666,345.8066666666666,345.9633333333333,351.34666666666664,357.8,370.5566666666667,378.19,364.975,367.515,361.05999999999995,365.20000000000005,367.05499999999995,374.715,374.91499999999996,379.45500000000004,391.06666666666666,398.59999999999997,395.10666666666674,385.88,386.82,383.74333333333334,379.385,377.8233333333333,376.84999999999997,375.8,376.9433333333333,371.67,367.59,367.53499999999997,368.68,369.1833333333334,369.02,364.60666666666674,362.32333333333327,359.0233333333333,357.17,343.18666666666667,334.56499999999994,312.37500000000006
2005-02-23 22:00:07+00:00,284.57666666666665,292.8175,273.6125,271.28999999999996,284.15250000000003,274.6525,264.195,264.9375,257.23,250.64000000000001,248.43000000000004,247.59333333333333,252.67999999999998,258.93499999999995,266.3,257.7833333333333,256.6666666666667,249.2433333333333,259.565,265.805,269.29999999999995,264.7266666666667,278.35333333333335,290.32666666666665,300.56333333333333,308.02666666666664,300.815,304.73,301.81,296.25666666666666,292.2133333333333,290.41333333333336,296.79499999999996,288.13,286.66,286.73333333333335,291.99333333333334,292.8966666666667,296.24666666666667,293.2866666666667,291.33666666666664,294.75666666666666,293.05333333333334,297.2633333333334,296.40999999999997,300.16333333333336,302.24666666666667,301.9266666666667,306.29,312.3033333333333,316.99333333333334,330.73,338.43,346.8,340.8766666666667,317.24333333333334,331.2,329.81333333333333,325.74333333333334,319.4866666666667,318.3066666666667,319.50666666666666,322.55333333333334,328.18333333333334,343.3125,341.4475,341.4225,346.1425,353.37,365.81,372.9575,362.89000000000004,363.8500000000001,359.1233333333333,361.8766666666667,365.32666666666665,372.23,373.8033333333333,379.6033333333333,389.5675,395.35249999999996,391.1625,381.90000000000003,383.245,380.495,376.74333333333334,375.6575,374.4975,374.1275,373.9975,369.78999999999996,365.63,365.53,365.95500000000004,366.865,366.4325,363.1825,361.5825,358.1825,355.77,344.045,333.40333333333336,310.6433333333334
2005-03-02 22:06:24+00:00,285.595,293.18199999999996,275.604,273.188,285.504,276.17199999999997,266.152,266.868,259.3925,253.26749999999998,249.39000000000001,248.26749999999998,252.97750000000002,258.93499999999995,266.8325,256.705,256.77750000000003,250.40749999999997,259.43999999999994,265.312,269.505,265.7825,278.1825,290.4,301.33750000000003,307.735,292.34666666666664,304.4925,303.13750000000005,297.155,292.34999999999997,290.92499999999995,294.788,288.2375,288.33,285.3125,290.3,292.49,293.8425,291.84000000000003,289.78499999999997,293.53999999999996,291.27,295.885,295.53499999999997,298.3375,300.93,299.775,305.3725,310.1925,316.2475,328.97,337.5925,348.3175,342.0525,320.03,334.515,331.17,326.3275,319.89,319.705,320.3675,323.8025,327.10499999999996,339.754,338.214,338.09000000000003,342.298,349.464,362.536,369.146,360.0725,361.41,359.0425,361.6275,365.4125,372.685,373.9525,380.47249999999997,388.96,393.976,389.91400000000004,379.3425,380.18,377.688,374.1275,374.534,373.094,372.91999999999996,373.12600000000003,369.37399999999997,367.276,366.5625,366.264,367.01800000000003,366.02,363.776,362.07599999999996,358.43,354.0375,343.596,330.975,308.255
2005-03-11 22:00:19+00:00,285.838,293.64166666666665,275.435,272.40166666666664,285.93833333333333,277.0,266.99833333333333,268.6566666666667,260.38800000000003,253.664,250.7,248.848,253.52800000000002,260.78999999999996,267.248,257.614,256.402,250.68199999999996,258.79833333333335,264.94,268.846,266.648,277.762,290.816,302.036,307.906,287.9975,304.86400000000003,303.7,296.944,292.32,291.328,293.835,288.674,289.052,285.896,290.82,293.034,294.562,292.718,290.004,294.01,291.52,296.048,295.426,298.358,300.89,299.854,305.366,310.68999999999994,316.25,328.366,336.88800000000003,348.282,342.4,320.45,334.2733333333333,330.982,325.994,319.09000000000003,320.494,320.57,323.826,327.366,338.5983333333333,337.335,337.57666666666665,341.365,348.4916666666666,361.325,368.1666666666667,360.416,361.67600000000004,360.194,361.954,365.606,372.534,373.716,380.158,388.0416666666667,392.3183333333333,388.47166666666664,379.702,379.52833333333336,377.24499999999995,373.904,374.3,373.2416666666666,373.035,372.66499999999996,369.0933333333333,367.3833333333334,365.716,365.90333333333336,365.94000000000005,365.33500000000004,363.42333333333335,361.47333333333336,358.4983333333333,353.762,344.54333333333335,331.856,309.098
2005-03-18 22:06:34+00:00,285.72,293.3171428571428,274.2685714285714,271.8228571428571,285.4342857142857,277.33142857142855,267.13142857142856,268.7942857142857,261.08666666666664,254.085,251.23333333333335,249.35833333333335,253.75333333333333,261.2625,267.6933333333333,257.10999999999996,256.36333333333334,250.84,258.11285714285714,264.2557142857143,268.895,266.31666666666666,277.02000000000004,290.2733333333333,302.00333333333333,308.1533333333333,284.842,304.9666666666667,304.045,296.92333333333335,292.17833333333334,291.42,292.82571428571424,288.57,288.35166666666663,286.17333333333335,291.12833333333333,293.04833333333335,295.415,293.2133333333333,291.17333333333335,294.81666666666666,292.7,297.27333333333337,296.4083333333333,299.7133333333333,301.4066666666667,300.8883333333333,305.9866666666667,311.9483333333333,317.245,329.055,337.75666666666666,349.7266666666667,342.9783333333333,319.8233333333333,334.39,331.07,325.68,318.6816666666667,319.86833333333334,320.05,322.925,326.30333333333334,337.13428571428574,336.9042857142857,337.39285714285717,341.2914285714286,348.9157142857143,361.2085714285714,367.70142857142855,361.65500000000003,362.71333333333337,361.3,362.55833333333334,364.27833333333336,371.71000000000004,372.75,379.1666666666667,386.67857142857144,390.07428571428574,386.5842857142857,378.5183333333334,378.6085714285714,377.2928571428571,374.21999999999997,374.86571428571426,373.93285714285713,373.7314285714286,373.6542857142857,370.2371428571428,368.32142857142856,364.68499999999995,364.74857142857144,364.4157142857143,364.21,362.0142857142857,360.0671428571428,357.1871428571429,352.47,345.44428571428574,332.385,309.50666666666666
2005-03-27 22:00:27+00:00,285.46,293.1075,274.6425,272.63375,286.165,277.82124999999996,267.5525,268.5875,261.45285714285717,255.09285714285716,251.94857142857146,250.21571428571428,254.15857142857143,262.56,268.2528571428571,257.2,256.32142857142856,250.95714285714283,257.51,263.73375,268.81,266.11428571428576,276.8857142857143,289.85714285714283,301.6714285714285,307.3157142857143,281.82166666666666,304.48,303.15999999999997,296.57428571428574,291.85857142857145,290.62,291.91625,287.96999999999997,287.7457142857143,285.6542857142857,290.46,292.1271428571428,294.2271428571429,292.3071428571429,290.54285714285714,296.6171428571428,295.1542857142857,297.8985714285714,296.7142857142857,299.4814285714286,301.2314285714286,300.5214285714286,305.7442857142857,311.79714285714283,316.9042857142857,328.6485714285714,338.0142857142857,349.4371428571429,344.1771428571429,323.60857142857145,335.566,331.11428571428576,325.22285714285715,318.6542857142857,320.0657142857143,319.99142857142857,323.5414285714286,326.23,336.20375,335.72125,336.46,340.0875,348.16375,360.48375,366.6975,361.63428571428574,362.1457142857143,361.42571428571426,361.7742857142857,364.01000000000005,370.88,372.2914285714286,378.69571428571425,385.53499999999997,388.85125,385.225,377.94714285714286,377.45375,376.1925,373.79571428571427,374.40875,373.3425,373.31375,373.27625,369.9925,368.37875,365.11,363.73125,363.46625,363.1875,360.95375,359.0225,356.05375,351.48,344.96125,331.6257142857143,309.38571428571424
2005-04-12 22:00:30+00:00,286.81,294.6025,276.72499999999997,276.13874999999996,287.19125,279.17875,269.07,270.44625,263.5385714285714,257.0457142857143,253.77142857142857,252.28,254.7942857142857,264.72,268.98285714285714,259.14,257.0157142857143,251.8785714285714,258.15125,264.58875,269.7342857142857,266.9071428571429,276.56857142857143,291.0471428571429,303.3985714285714,308.9042857142857,281.1914285714286,305.43285714285713,303.7471428571429,296.9571428571429,291.6742857142857,290.7757142857143,291.94374999999997,288.3257142857143,288.2242857142857,285.88714285714286,290.3514285714286,292.1514285714286,294.13142857142856,292.5314285714286,290.9485714285714,297.0342857142858,297.1014285714286,297.87857142857143,296.82571428571424,299.49285714285713,301.4142857142857,300.0,305.5628571428571,311.9042857142857,316.90285714285716,329.0657142857143,338.04285714285714,350.05428571428575,344.8614285714285,324.71,336.315,331.42428571428576,325.17428571428576,318.07428571428574,320.07,319.93285714285713,323.3528571428572,325.63714285714286,335.81500000000005,334.9275,335.15999999999997,338.69374999999997,347.36875,360.1775,366.69500000000005,361.2657142857143,362.1142857142857,360.8957142857143,360.98142857142864,363.5442857142857,369.64428571428573,371.6471428571429,378.13142857142856,384.94,387.8675,384.04249999999996,376.1928571428571,376.12874999999997,375.565,372.64285714285717,373.60625000000005,373.65875,373.415,373.21875,369.8275,368.2275,364.9742857142857,362.92875,362.36,361.525,359.95,358.39625,355.61249999999995,351.05428571428575,344.91999999999996,331.15,309.4642857142857
2005-05-05 22:06:49+00:00,288.07375,296.8388888888889,278.7966666666666,281.57,289.55111111111114,281.87888888888887,272.1,273.0855555555556,266.4575,260.39875,256.64625,255.78875,257.365,267.60833333333335,271.89250000000004,261.63,259.485,254.85375,260.24,267.85555555555555,272.26625,269.43875,279.33875,293.17375000000004,305.9275,310.66999999999996,283.40625,307.85749999999996,304.71875,298.54625,293.42499999999995,293.0725,293.5488888888889,289.9925,289.64,287.84875,291.97125,293.51750000000004,295.46125,293.73875,292.72375,298.00875,298.11875,298.73625,297.755,300.6275,302.3325,301.47625,306.63374999999996,313.47625,318.605,330.44624999999996,339.99125,351.86875000000003,346.55625,327.09125,338.2728571428571,332.78875,326.8725,320.89375,321.52625,321.76125,324.9925,327.61875,336.26444444444445,336.0577777777778,336.42777777777775,339.94444444444446,348.44444444444446,360.8911111111111,367.2966666666667,362.1075,363.16249999999997,362.4075,362.18625000000003,364.85625,370.50375,371.72375,377.81874999999997,384.8333333333333,387.04,383.4522222222222,376.93375,376.1766666666666,375.65111111111105,372.6125,373.6788888888889,374.2422222222222,373.80555555555554,374.2888888888889,370.65222222222224,369.28555555555556,366.18625000000003,363.7233333333333,363.46111111111105,362.7966666666667,361.0388888888889,359.66777777777776,356.77777777777777,352.44875,345.90444444444444,332.27,311.625
2005-06-15 22:00:58+00:00,290.40500000000003,299.15000000000003,283.0377777777778,283.84,291.52555555555557,282.62,273.1825,274.59,267.0271428571428,261.57714285714286,257.3157142857143,258.33125,259.91499999999996,271.10333333333335,272.61,262.54285714285714,261.68875,255.56857142857143,262.45666666666665,270.3566666666667,274.34999999999997,272.15875,281.8775,294.58500000000004,307.2825,311.97375,283.7988888888889,308.53999999999996,306.47,300.67625,293.97714285714284,293.7857142857143,295.49888888888887,291.54375,290.9825,289.70375,292.86125,295.28625,296.6325,294.8475,294.49125,299.79375,300.7625,300.03375,298.765,301.90999999999997,303.33875,302.37,308.1,315.305,320.1675,330.055,341.52625,354.45375,348.59375,329.26,338.51875,333.76874999999995,328.7675,323.34875,322.87125,323.36249999999995,326.9875,329.33875000000006,336.84888888888895,336.4266666666667,337.74333333333334,340.4588888888889,348.87222222222226,360.70444444444445,367.35999999999996,362.85375000000005,363.08124999999995,364.55625,363.59,366.06624999999997,371.69375,373.0325,378.89125,385.72,387.7877777777778,384.2011111111111,377.58875,376.2011111111111,375.6388888888889,372.28,373.58777777777783,373.4211111111111,373.0288888888889,373.8225,371.3522222222222,370.6333333333334,366.9025,364.59777777777776,364.37111111111113,363.4533333333333,361.71666666666664,360.3011111111111,357.49,351.68874999999997,346.2933333333333,332.5175,312.42875000000004
2005-09-10 22:07:43+00:00,291.7033333333333,300.6983333333333,284.47499999999997,286.68833333333333,293.1716666666667,286.634,274.744,274.828,267.878,263.054,258.88,261.2916666666667,261.72499999999997,269.51,273.58000000000004,262.15,262.77000000000004,256.79999999999995,261.24833333333333,271.32166666666666,274.67333333333335,274.02833333333336,281.8283333333333,295.8016666666667,307.685,311.9433333333333,278.7516666666667,311.148,307.8233333333333,302.1566666666667,295.23,295.13,294.2183333333333,292.34666666666664,290.18333333333334,292.7766666666667,295.675,297.0016666666666,298.72333333333336,295.9683333333333,296.5233333333333,301.74666666666667,304.55,301.52833333333336,300.1066666666667,303.54,304.595,304.15500000000003,310.31333333333333,318.60333333333335,323.20166666666665,333.315,344.38000000000005,355.96333333333337,350.42,330.85833333333335,340.31166666666667,334.97166666666664,328.32166666666666,325.53999999999996,322.6933333333333,323.6116666666667,327.99500000000006,331.94166666666666,333.1666666666667,335.6416666666667,337.395,339.75333333333333,347.81333333333333,357.59833333333336,363.83166666666665,364.305,365.02666666666664,365.85999999999996,366.06166666666667,367.26500000000004,372.6683333333333,373.22499999999997,378.18333333333334,382.71,382.10666666666674,379.15000000000003,378.5733333333333,373.15333333333336,373.73,371.4683333333333,372.06333333333333,372.99,371.9816666666666,374.838,372.19,372.38166666666666,367.97333333333336,363.44,363.28666666666663,362.465,360.9783333333333,358.92,355.9916666666666,350.59666666666664,346.5,332.27,313.12666666666667
2005-09-19 22:01:32+00:00,293.1233333333334,301.6333333333333,287.5833333333333,291.04833333333335,295.93333333333334,290.668,278.19399999999996,278.354,270.502,266.196,260.146,263.47,263.73833333333334,272.0933333333333,275.972,266.554,264.505,259.39399999999995,264.5333333333333,274.0683333333333,277.62833333333333,277.665,285.56,298.6166666666666,310.22,313.20166666666665,281.48833333333334,313.314,309.24333333333334,304.24,297.614,296.12,296.59999999999997,294.2033333333333,291.7816666666667,295.065,297.2,298.62,299.435,296.9666666666667,296.84,302.3,304.46,300.92,299.86,303.12833333333333,305.01,304.63666666666666,310.84666666666664,318.95,323.49666666666667,333.3233333333333,344.52833333333336,356.67,350.58166666666665,332.69666666666666,340.57166666666666,334.8483333333333,328.40500000000003,327.09,322.955,323.95666666666665,329.35,332.71166666666664,333.95,336.0516666666667,337.96166666666664,340.07,347.8216666666667,358.23333333333335,364.05333333333334,364.8616666666667,365.77,366.8333333333333,366.3316666666667,369.31,373.7616666666666,374.95166666666665,378.49333333333334,382.78999999999996,382.5916666666667,379.215,378.83666666666664,373.20666666666665,373.22499999999997,370.82666666666665,371.3866666666666,372.45,371.82,374.672,372.1116666666667,371.845,370.0083333333334,365.48499999999996,365.53666666666663,364.365,363.9816666666666,361.48,357.71333333333337,352.59833333333336,346.5566666666667,333.53,315.415
2005-10-05 22:01:29+00:00,298.26500000000004,305.1383333333334,291.88000000000005,295.2716666666667,299.86833333333334,294.008,281.98999999999995,285.556,274.21799999999996,270.438,263.558,269.12333333333333,265.71833333333336,275.26166666666666,278.572,271.31399999999996,267.25166666666667,261.89399999999995,268.675,276.58666666666664,280.3866666666667,281.1,289.33166666666665,300.83,313.44666666666666,315.00166666666667,285.7033333333333,316.356,312.9866666666667,306.5416666666667,300.88599999999997,300.45799999999997,299.8283333333333,296.49333333333334,293.7233333333333,297.825,299.4083333333333,300.815,302.2733333333333,300.0516666666667,300.33,301.91833333333335,302.7216666666667,301.03833333333336,300.3666666666666,304.1633333333333,306.12833333333333,306.5933333333333,312.50333333333333,320.84166666666664,325.775,335.21166666666664,346.6133333333333,358.47166666666664,350.715,330.7716666666667,340.6,334.9816666666667,329.25500000000005,327.5366666666667,323.08666666666664,324.58666666666664,329.2766666666667,333.39000000000004,334.5433333333333,338.4216666666667,341.29833333333335,341.752,353.8333333333333,359.8316666666667,365.81500000000005,366.12166666666667,368.63000000000005,369.1983333333333,369.51833333333326,371.3516666666667,375.78833333333324,376.99,379.7366666666667,384.78833333333336,384.1933333333333,380.425,380.50666666666666,375.33,376.16499999999996,372.74,373.065,373.9866666666667,373.3066666666667,377.1,375.095,373.18666666666667,371.29333333333335,367.3283333333333,367.9683333333333,366.9216666666667,366.7966666666666,363.79833333333335,360.37833333333333,355.81166666666667,349.01,337.19166666666666,319.305
2006-01-25 22:03:29+00:00,295.89,300.63750000000005,285.83000000000004,288.8325,296.57500000000005,289.665,277.565,281.03,269.8225,264.2825,258.7375,264.0175,259.3875,270.34999999999997,275.3725,267.34499999999997,261.9325,258.0025,266.6675,268.91249999999997,277.1175,278.8825,287.60249999999996,298.03,310.375,312.21666666666664,283.65333333333336,311.275,310.855,303.16499999999996,299.1075,296.84000000000003,294.895,292.7625,289.84000000000003,294.125,296.21,296.775,297.905,298.33000000000004,295.3825,297.64,295.03499999999997,297.45,297.185,300.335,302.35,303.23749999999995,309.36,315.21000000000004,321.99,330.8125,340.735,352.57499999999993,345.875,326.3825,335.6075,329.72499999999997,321.57,319.34000000000003,317.4775,317.27,323.315,326.0025,328.315,332.58500000000004,335.33000000000004,336.4466666666667,352.13,358.095,362.57000000000005,364.1525,367.9975,367.52250000000004,367.19500000000005,367.5575,372.2975,374.3225,376.1925,381.19000000000005,381.525,376.6175,375.245,372.20750000000004,373.66499999999996,371.275,371.845,371.03499999999997,372.3625,374.84499999999997,374.3825,371.21500000000003,371.0800000000001,365.315,365.47249999999997,365.95750000000004,365.5075,362.37,358.195,354.7425,347.35249999999996,336.79999999999995,317.195
2006-02-17 22:10:10+00:00,294.37399999999997,300.81000000000006,284.69,287.692,297.24,291.07800000000003,278.168,280.0,270.28599999999994,264.182,258.774,264.162,259.974,270.92199999999997,275.56800000000004,268.162,263.28000000000003,260.74799999999993,268.83599999999996,271.668,278.934,280.244,289.514,298.884,310.646,312.42999999999995,280.3575,310.968,309.992,302.832,299.646,296.944,295.226,292.58000000000004,289.95799999999997,292.564,295.738,296.15999999999997,297.57,296.902,294.578,297.288,294.72799999999995,297.22200000000004,296.402,300.012,301.62,302.914,308.178,313.646,322.48,329.302,338.738,350.89799999999997,345.222,326.192,335.838,329.71799999999996,321.48199999999997,318.514,317.45799999999997,316.47799999999995,323.104,324.008,327.148,330.644,332.976,334.70500000000004,349.026,356.63800000000003,361.91600000000005,362.128,365.78000000000003,365.212,364.886,365.43199999999996,370.62600000000003,372.29,374.822,380.194,380.486,375.704,372.776,370.278,372.022,369.402,370.41999999999996,369.50199999999995,370.82399999999996,372.53999999999996,372.62,370.10600000000005,369.1875,364.896,364.552,365.288,364.492,362.414,356.578,353.754,346.616,335.402,314.81399999999996
2006-06-25 22:12:20+00:00,288.18499999999995,301.59000000000003,278.13,282.83000000000004,293.58,288.355,275.12000000000006,271.4,266.92999999999995,258.19,255.44000000000008,259.36,257.69999999999993,267.365,273.8900000000001,264.96,261.7650000000001,262.53499999999985,269.56499999999994,273.485,279.49,281.26,291.24,297.6,307.0,313.07,270.47,305.83000000000004,303.90000000000003,299.53999999999996,297.935,293.755,291.2950000000001,304.8366666666667,300.9266666666667,301.71,306.0,303.31,306.2366666666667,304.23333333333335,303.43666666666667,304.77666666666664,302.6766666666667,312.4466666666667,294.455,311.1233333333334,310.0566666666667,313.0466666666667,314.59999999999997,316.8933333333334,330.54,338.03333333333336,343.3533333333333,352.9666666666667,354.89000000000004,330.80333333333334,339.04,333.6166666666666,325.18666666666667,326.3933333333334,320.68666666666667,322.92,327.09,330.0033333333333,333.39000000000004,334.51666666666665,337.37333333333333,344.25333333333333,349.3,359.09999999999997,364.2033333333334,363.31333333333333,367.22333333333336,368.9466666666667,369.2166666666667,369.61999999999995,362.61,376.4666666666667,367.42999999999995,375.06499999999994,375.10499999999996,383.0933333333333,374.97333333333336,375.6066666666666,373.80999999999995,373.32666666666665,374.8066666666667,371.46000000000004,375.92333333333335,367.8399999999999,379.50333333333333,378.21333333333337,373.06,369.69000000000005,368.88000000000005,360.515,358.32500000000005,359.835,350.92999999999995,350.69499999999994,355.16,343.57666666666665,320.5466666666667
2006-08-21 22:06:55+00:00,299.99,316.94,319.57,,332.12,304.87,292.2,290.42,,270.98,277.68,,,,,285.28,281.5,275.19,283.43,289.13,291.08,290.67,299.93,310.5,319.4,320.86,289.97,323.86,319.36,320.41,307.0,312.69,308.84,321.4,315.995,321.675,322.255,319.445,321.875,317.53999999999996,319.895,317.235,317.005,326.61,308.18,321.9,320.305,323.37,322.78999999999996,324.49,334.675,346.185,352.19,357.83,359.01,328.94,336.895,334.685,328.32500000000005,336.485,323.97,333.515,332.90999999999997,339.85,343.91499999999996,346.03499999999997,347.82000000000005,355.71500000000003,355.815,363.575,362.745,364.625,368.255,372.46000000000004,377.2,378.82500000000005,367.24,387.32,376.4,385.28,381.9,393.91999999999996,388.86,386.935,380.35,381.055,382.35,374.95,378.78499999999997,365.07,382.025,382.76,371.82,375.21500000000003,377.54499999999996,370.04,373.07,373.63,367.12,362.77,363.725,355.71000000000004,335.83000000000004
2006-10-24 22:07:38+00:00,291.78499999999997,306.41499999999996,296.055,280.83,309.55,293.725,279.435,280.235,257.42,263.36,264.07000000000005,254.08,255.29,264.55,269.02,273.91499999999996,270.37,266.5899999999999,273.05,277.56,281.58,284.45500000000004,290.895,303.005,311.48,313.70000000000005,282.95500000000004,313.615,311.93,310.81500000000005,301.615,302.19,301.155,312.22,307.9166666666667,312.0266666666667,313.87,311.2733333333333,314.72,310.15000000000003,310.5366666666667,309.4633333333333,309.08666666666664,315.8933333333334,301.36,312.09666666666664,312.43666666666667,313.77666666666664,316.92,319.71,327.84666666666664,337.61333333333334,343.9866666666667,351.47666666666663,347.00333333333333,323.02666666666664,330.53999999999996,329.1766666666667,321.99,326.81,317.0366666666667,324.57,326.1033333333333,329.56333333333333,335.3633333333333,338.3833333333333,340.29333333333335,347.58,349.67,357.33666666666664,359.79333333333335,361.47333333333336,364.3533333333333,368.01666666666665,372.0833333333333,373.76,368.76,382.42333333333335,376.605,383.105,381.355,388.6666666666667,384.40000000000003,382.87000000000006,378.04333333333335,377.68,376.51666666666665,371.1466666666667,374.3066666666667,364.7,375.03000000000003,376.63000000000005,369.40333333333336,371.5833333333333,374.24333333333334,369.235,369.2,368.505,362.755,356.5,357.79333333333335,347.52,327.13000000000005
2006-10-31 22:13:53+00:00,283.51,298.79,288.2266666666667,273.325,299.62,289.0333333333333,274.9433333333333,275.00333333333333,252.48499999999996,257.19666666666666,255.35000000000005,248.455,247.39999999999998,260.70500000000004,262.875,267.3766666666666,261.77333333333337,260.50999999999993,265.51666666666665,271.2866666666667,275.0233333333333,280.3066666666667,285.81333333333333,297.45,304.52666666666664,308.66,280.5366666666667,308.72,305.5733333333333,305.04333333333335,296.97,296.5733333333333,295.18,304.46500000000003,301.84000000000003,307.6925,309.695,304.5075,307.2475,303.07,302.2875,301.6175,302.5875,307.655,295.99666666666667,304.9875,306.0575,306.9175,310.7875,314.085,322.2275,330.4475,338.1675,346.28,340.345,322.1225,328.0025,326.325,318.1175,321.895,313.4975,319.33,322.055,324.8125,331.5875,330.28999999999996,332.895,340.2575,342.605,351.39,355.0675,356.93,359.1125,362.47249999999997,369.2925,371.1375,368.23333333333335,379.53999999999996,375.28666666666663,380.79333333333335,380.6766666666667,385.22249999999997,381.7825,376.0525,371.22,371.8325,369.595,366.365,368.8,360.26666666666665,369.1875,373.805,368.2075,369.24,372.1725,367.95,366.93,366.5533333333333,360.7633333333333,350.4533333333334,349.51,339.21,319.3775
2007-02-04 22:14:33+00:00,282.595,296.1975,285.555,274.59,295.615,285.5475,273.225,272.4075,254.2933333333333,256.1575,254.44000000000003,249.86,249.09,261.86333333333334,261.81666666666666,266.34499999999997,259.3,258.0275,262.7475,269.1625,272.7175,278.2975,283.945,294.885,301.8675,306.4425,276.73,305.365,303.82,301.57,295.1075,293.7,292.24,289.7575,290.2175,294.3975,296.97,294.76,295.2625,293.5625,289.9075,292.0675,294.16249999999997,293.635,295.2825,294.01,296.765,295.555,302.59749999999997,306.0225,312.82000000000005,319.58500000000004,328.44,338.955,327.3375,315.3975,321.255,319.8025,309.0675,307.5825,303.67,306.5775,309.855,309.845,319.0375,319.1225,321.235,328.91,333.74,344.6,349.28,351.14,352.17999999999995,353.8225,358.76,360.96500000000003,368.0575,367.4275,370.41499999999996,377.395,377.0775,374.23499999999996,372.03000000000003,366.18,364.33500000000004,364.3325,364.2625,362.2875,362.575,362.225,360.16,365.83750000000003,364.17999999999995,364.36,363.54249999999996,363.8825,362.87,362.16499999999996,357.0825,347.9575,339.68,327.54499999999996,308.495
