dates,satname,nzd0282-0000,nzd0282-0001,nzd0282-0002,nzd0282-0003,nzd0282-0004,nzd0282-0005,nzd0282-0006,nzd0282-0007,nzd0282-0008,nzd0282-0009,nzd0282-0010,nzd0282-0011,nzd0282-0012,nzd0282-0013,nzd0282-0014,nzd0282-0015,nzd0282-0016,nzd0282-0017,nzd0282-0018,nzd0282-0019,nzd0282-0020,nzd0282-0021,nzd0282-0022,nzd0282-0023,nzd0282-0024,nzd0282-0025,nzd0282-0026,nzd0282-0027,nzd0282-0028,nzd0282-0029,nzd0282-0030,nzd0282-0031,nzd0282-0032,nzd0282-0033,nzd0282-0034,nzd0282-0035,nzd0282-0036,nzd0282-0037,nzd0282-0038,nzd0282-0039,nzd0282-0040,nzd0282-0041,nzd0282-0042,nzd0282-0043,nzd0282-0044,nzd0282-0045,nzd0282-0046,nzd0282-0047,nzd0282-0048,nzd0282-0049,nzd0282-0050,nzd0282-0051,nzd0282-0052,nzd0282-0053,nzd0282-0054,nzd0282-0055,nzd0282-0056,nzd0282-0057,nzd0282-0058,nzd0282-0059,nzd0282-0060,nzd0282-0061,nzd0282-0062,nzd0282-0063,nzd0282-0064,nzd0282-0065,nzd0282-0066,nzd0282-0067,nzd0282-0068,nzd0282-0069,nzd0282-0070,nzd0282-0071,nzd0282-0072,nzd0282-0073,nzd0282-0074,nzd0282-0075,nzd0282-0076,nzd0282-0077,nzd0282-0078,nzd0282-0081,nzd0282-0082,nzd0282-0083,nzd0282-0086,nzd0282-0087,nzd0282-0088,nzd0282-0089,nzd0282-0090,nzd0282-0091,nzd0282-0094,nzd0282-0095,nzd0282-0096,nzd0282-0097,nzd0282-0098,nzd0282-0099,nzd0282-0100,nzd0282-0101,nzd0282-0102,nzd0282-0103,nzd0282-0104,nzd0282-0105,nzd0282-0106,nzd0282-0107,nzd0282-0108,nzd0282-0109,nzd0282-0110,nzd0282-0111,nzd0282-0112,nzd0282-0113,nzd0282-0114,nzd0282-0115,nzd0282-0116,nzd0282-0117,nzd0282-0118,nzd0282-0119,nzd0282-0120,nzd0282-0121,nzd0282-0122,nzd0282-0123,nzd0282-0124,nzd0282-0125,nzd0282-0126,nzd0282-0127,nzd0282-0128,nzd0282-0129,nzd0282-0130,nzd0282-0131,nzd0282-0132,nzd0282-0133,nzd0282-0134,nzd0282-0135,nzd0282-0136,nzd0282-0137,nzd0282-0138,nzd0282-0139,nzd0282-0140,nzd0282-0141,nzd0282-0142,nzd0282-0143,nzd0282-0144,nzd0282-0145,nzd0282-0146,nzd0282-0147,nzd0282-0148,nzd0282-0149,nzd0282-0150,nzd0282-0151,nzd0282-0152,nzd0282-0153,nzd0282-0154,nzd0282-0155,nzd0282-0156,nzd0282-0157,nzd0282-0158,nzd0282-0159,nzd0282-0160,nzd0282-0161,nzd0282-0162,nzd0282-0163,nzd0282-0164,nzd0282-0165,nzd0282-0166,nzd0282-0167,nzd0282-0092,nzd0282-0085,nzd0282-0093,nzd0282-0079,nzd0282-0080,nzd0282-0084
2020-11-26 21:54:24.779000,L8,275.99,283.87,343.83,347.53,349.13,339.00,340.20,357.44,341.19,346.51,347.71,349.12,352.78,352.83,347.80,350.54,349.16,355.65,348.81,,,,,341.73,344.75,338.93,330.76,337.93,333.36,333.44,331.91,331.32,335.11,338.39,332.22,332.37,326.33,331.63,325.97,315.16,284.80,288.62,287.42,272.71,281.15,274.92,269.27,272.32,158.61,181.90,196.06,196.92,201.41,200.52,202.35,200.55,193.58,191.57,181.39,167.92,155.76,306.58,320.85,320.09,330.47,318.21,325.92,214.52,293.71,267.27,254.96,,,,,,,,,,,,,,,,,,,,,,,,214.13,218.67,245.06,247.19,284.16,277.90,276.72,284.55,281.16,284.88,277.27,280.86,275.55,274.28,272.14,268.10,279.38,286.19,290.59,292.59,307.41,316.78,340.42,349.20,343.67,348.46,341.39,339.41,332.86,337.47,315.20,325.26,332.40,322.47,329.73,325.87,298.44,323.91,289.38,284.49,290.84,277.51,320.53,282.14,314.76,287.46,297.27,309.71,291.74,294.14,288.37,287.97,283.78,293.17,308.13,317.34,283.29,302.94,296.71,318.16,324.26,307.67,303.65,311.06,311.10,313.60,300.13,302.91,,,,,,
2020-12-03 22:00:36.439000,L8,,,,,,,363.00,359.48,366.12,368.76,392.09,379.61,401.54,370.21,366.90,371.66,365.01,364.49,360.19,363.43,370.84,346.39,355.33,360.37,354.16,347.08,348.87,402.98,391.71,386.23,402.17,356.58,378.10,363.39,373.78,380.15,373.21,340.25,342.30,344.15,339.86,344.10,342.46,345.20,339.87,343.30,344.16,346.02,159.54,183.20,198.50,203.23,205.52,204.36,206.02,204.64,199.51,192.33,179.26,376.94,379.07,367.47,343.83,345.92,340.87,348.16,343.86,348.75,346.13,346.14,345.53,347.35,349.43,350.07,344.07,349.48,351.71,343.72,354.22,343.02,222.38,380.62,246.01,334.61,372.40,359.97,352.80,355.14,,336.90,345.81,350.12,353.35,352.13,353.77,391.45,378.78,345.96,348.82,344.93,340.80,341.06,341.09,338.25,337.05,337.15,339.15,367.85,340.26,369.74,373.73,361.25,335.89,348.74,346.50,349.12,356.84,360.52,358.53,358.57,352.77,350.06,347.41,343.36,337.79,336.79,338.82,333.80,334.47,331.25,331.47,337.24,327.50,333.63,330.49,323.17,327.41,323.24,323.63,329.86,322.48,328.58,357.11,336.66,351.40,358.66,370.90,339.58,335.64,340.16,338.03,342.89,339.89,349.44,337.77,338.70,341.75,345.84,346.81,345.33,346.55,343.28,319.51,343.95,,347.46,348.41,376.98
2020-12-12 21:54:25.476000,L8,332.72,341.61,338.92,339.11,341.78,341.27,405.75,398.64,403.57,410.39,414.77,406.62,393.67,344.77,343.88,351.33,352.88,341.18,347.82,341.08,333.39,307.67,187.84,339.06,340.25,334.49,334.35,338.05,329.46,332.77,335.14,334.57,336.01,333.55,331.70,334.20,334.16,329.55,330.64,321.23,296.60,295.52,305.81,279.54,293.21,282.14,281.46,287.66,273.14,293.38,329.82,329.98,330.83,328.90,292.00,326.32,337.84,325.04,315.32,317.12,316.69,333.47,321.11,330.47,333.81,328.67,334.97,214.80,300.61,274.31,256.45,,,,,,,,,,,,,,,,,,,,,,342.82,343.02,342.91,343.10,283.03,255.57,285.85,284.41,280.87,290.62,283.01,303.82,285.02,289.51,283.26,286.74,277.55,277.17,289.02,292.66,295.96,327.29,320.81,334.73,342.72,350.28,358.88,350.70,347.79,336.98,338.49,333.02,325.94,329.41,331.43,327.35,326.42,328.88,320.59,324.48,323.35,317.15,320.17,321.32,322.28,318.14,368.74,388.32,331.72,319.04,320.44,323.72,287.76,329.61,337.48,349.76,410.71,399.20,407.67,340.44,333.16,334.88,338.87,333.29,311.11,338.14,345.26,341.99,340.75,343.07,,,,,,
2020-12-19 22:00:35.335000,L8,,,,,,,341.84,351.83,346.43,344.82,344.94,343.80,346.33,399.34,382.70,357.43,348.45,351.33,350.30,339.58,339.70,330.22,334.78,343.28,343.43,341.20,333.83,381.26,388.27,383.96,378.80,374.84,339.69,333.83,332.52,331.49,335.06,333.50,329.37,324.51,312.58,317.11,325.35,327.79,327.78,333.22,322.18,329.56,337.97,338.42,333.50,334.68,334.96,330.98,333.40,332.98,332.90,330.58,332.15,323.37,325.21,324.94,326.77,326.10,329.00,335.67,339.31,336.26,331.56,198.24,282.96,286.39,,,,,,,,,,,,,,,,,,,,339.61,338.91,342.45,337.77,343.53,340.97,335.13,329.71,330.59,322.32,326.81,325.76,321.26,315.43,318.62,317.32,318.02,322.09,320.66,319.74,321.92,322.36,319.60,326.96,333.51,347.19,352.73,352.89,350.57,347.58,346.76,337.15,336.52,330.95,328.39,325.36,322.17,325.07,321.13,322.39,323.95,321.09,317.20,320.71,315.81,321.40,313.10,316.36,311.16,316.29,313.71,316.41,313.52,317.15,320.42,327.00,324.64,324.22,325.09,328.33,329.52,324.15,327.04,329.79,335.01,332.95,340.75,335.67,340.17,336.94,328.23,,,,,,
2021-01-04 22:00:30.571000,L8,387.41,385.67,392.75,394.40,364.04,362.50,362.06,403.02,410.28,412.83,408.76,406.07,405.92,408.12,410.94,412.29,410.23,412.19,415.29,383.56,389.49,401.32,406.85,355.59,407.47,399.89,391.42,394.14,348.02,350.77,358.63,355.62,348.11,399.35,394.07,366.31,352.55,388.60,379.28,378.33,376.31,341.67,353.86,356.59,354.34,359.94,339.96,341.07,383.17,393.25,377.02,357.80,339.84,335.39,342.32,331.69,335.11,335.95,341.13,336.18,370.20,346.18,381.00,334.11,386.43,389.47,383.01,340.28,339.02,340.85,343.39,348.84,349.23,345.75,352.32,345.25,346.62,342.46,341.51,337.07,226.79,391.41,388.46,381.49,358.90,399.65,293.58,474.79,382.33,360.98,389.42,399.79,397.65,400.55,390.35,391.98,382.71,397.89,384.15,382.25,383.90,379.58,384.23,378.03,368.88,385.58,390.05,383.05,341.92,342.35,383.83,386.06,392.71,400.40,393.31,354.43,407.78,421.51,415.14,422.61,413.30,405.59,387.09,370.82,376.75,405.89,334.47,376.02,373.66,381.64,374.49,405.89,395.92,376.37,373.31,378.51,364.72,398.06,373.38,358.62,366.49,368.25,351.76,368.55,376.30,381.45,365.99,373.19,381.72,388.63,391.17,376.87,353.51,388.74,373.84,384.00,391.88,377.52,342.29,346.67,345.96,346.64,393.21,400.61,409.94,365.27,375.61,355.45
2021-01-13 21:54:15.589000,L8,416.28,413.60,410.02,426.62,409.63,414.59,415.02,403.25,415.20,409.02,404.45,398.80,415.99,414.03,415.55,414.98,424.89,424.01,413.46,407.31,409.96,414.81,410.32,418.93,400.45,402.38,384.46,363.83,379.95,383.58,388.58,397.52,376.94,393.05,400.62,409.65,397.25,392.64,412.00,402.94,389.02,401.60,400.32,389.90,395.53,400.05,402.26,382.73,396.69,402.98,399.45,404.66,386.39,384.14,396.95,375.98,399.14,393.80,404.79,399.05,402.00,383.39,363.64,379.18,398.50,403.39,400.78,399.86,386.40,369.63,395.78,395.24,244.74,202.10,244.63,244.51,247.82,233.07,220.27,178.54,208.63,230.52,208.74,228.54,229.48,248.81,255.78,255.77,268.56,239.38,254.18,249.51,190.45,213.10,368.67,365.07,392.54,394.40,387.72,359.24,390.42,391.78,394.75,376.68,384.38,353.87,371.17,378.09,372.15,376.98,381.27,384.45,382.51,390.83,358.58,361.17,362.29,376.86,395.85,398.28,381.88,375.43,384.02,374.36,368.05,379.72,364.15,347.21,345.36,346.41,344.28,359.87,357.49,370.97,372.97,373.00,359.82,367.02,369.76,357.22,362.37,372.02,371.93,379.06,375.47,378.57,346.67,346.07,353.72,383.00,389.01,379.64,385.61,380.72,376.64,380.10,351.86,360.78,359.17,363.67,360.30,356.31,238.82,207.06,267.70,204.48,203.80,214.52
2021-02-21 22:00:17.499000,L8,190.03,250.12,270.58,308.22,329.04,228.38,,270.06,292.47,294.60,300.45,331.02,333.28,337.17,337.23,345.64,337.95,341.68,339.64,,286.35,267.55,159.64,335.46,326.36,279.38,280.05,289.61,291.00,323.55,317.19,297.51,320.88,319.39,325.95,319.13,317.22,318.44,316.19,309.82,277.20,277.19,277.34,252.37,269.11,264.49,259.24,261.48,259.78,268.48,265.26,255.43,265.11,257.97,257.02,272.30,318.67,268.26,259.60,253.66,257.90,262.13,261.38,264.31,270.51,269.19,264.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.98,158.94,178.93,242.43,256.81,261.52,279.36,276.23,263.87,232.51,249.72,274.70,273.32,269.16,276.99,286.07,278.78,311.23,337.40,346.75,351.53,340.60,340.02,320.18,335.21,299.56,245.27,274.63,307.52,332.51,327.01,323.99,288.84,294.19,319.03,317.96,267.35,312.21,311.03,307.07,273.62,309.79,291.65,306.66,308.57,299.66,303.32,277.79,280.81,312.93,313.30,333.01,306.21,328.37,323.17,325.56,326.72,329.11,307.91,296.79,301.16,306.57,312.54,296.18,299.56,,,,,,
2021-03-25 22:00:03.259000,L8,531.87,484.16,496.51,344.92,336.52,335.57,337.63,307.72,343.32,308.84,307.04,313.06,330.37,519.89,524.27,507.02,338.44,346.10,334.71,286.65,326.42,312.69,457.76,506.53,511.91,301.16,294.05,301.85,307.75,324.13,321.91,460.09,504.75,503.28,513.48,497.72,496.28,293.96,325.32,325.19,305.47,301.06,317.74,323.91,294.89,285.73,283.01,308.83,157.02,183.74,198.76,200.80,205.74,206.07,207.37,204.47,194.07,188.26,179.74,160.37,319.58,319.00,325.11,277.19,242.89,344.55,332.95,318.42,292.31,266.88,258.73,,,,,,,,,,,,,,,,,,,,,,329.16,330.47,331.66,309.29,283.74,334.57,326.23,331.51,320.81,334.67,332.47,319.82,313.28,323.12,311.34,325.43,332.90,319.90,324.83,323.65,329.48,313.66,323.04,341.51,343.34,352.35,357.71,352.64,344.65,340.15,336.01,326.48,319.80,326.94,321.37,319.87,323.95,314.96,309.36,316.78,321.82,316.85,321.21,318.62,321.71,313.35,314.84,314.59,317.63,316.27,318.28,319.97,319.64,330.39,337.21,335.56,333.31,335.61,334.45,332.79,332.32,332.49,336.80,334.32,332.70,341.84,353.83,351.01,345.49,354.74,,,,,,
2021-04-03 21:53:50.092000,L8,329.91,313.80,329.18,335.43,308.83,266.58,279.51,285.05,294.25,303.52,298.04,303.49,298.69,316.39,316.99,304.04,314.99,326.34,335.81,336.32,328.68,258.26,335.87,327.63,314.06,302.36,288.80,382.87,388.54,384.14,374.46,387.66,321.00,313.67,291.37,293.60,310.20,288.29,291.06,326.04,289.45,290.86,253.28,275.82,284.02,276.63,272.11,274.28,269.70,289.04,278.09,280.50,282.73,276.84,280.95,326.59,319.19,291.61,286.19,285.15,277.37,281.64,323.87,323.67,326.10,327.28,328.53,314.67,273.50,260.43,253.51,,,,,,,,,,,,,,,,,,,,,,,327.37,193.95,283.80,266.28,247.11,277.57,270.77,269.87,273.38,271.93,274.25,276.61,277.61,280.84,284.06,319.83,297.22,282.94,321.19,315.56,297.89,325.18,328.83,337.91,323.79,340.27,308.17,319.51,340.04,332.79,262.91,313.46,323.15,314.57,313.34,312.20,312.05,308.60,317.13,322.40,315.22,313.49,271.40,309.91,273.11,311.36,307.39,307.47,307.64,316.66,312.82,309.34,312.25,306.68,318.13,319.02,322.23,283.27,327.07,325.60,286.25,327.77,315.36,331.66,339.41,333.76,339.10,337.80,332.71,,,,,,
2021-05-05 21:53:33.703000,L8,332.97,336.01,337.72,293.36,291.92,265.17,258.93,270.88,295.64,301.15,295.11,264.95,250.65,262.87,300.34,296.73,298.79,307.59,317.30,278.86,326.41,254.30,,326.18,318.31,292.35,272.02,281.48,307.25,329.30,319.68,315.42,325.08,314.80,289.71,290.76,284.44,289.22,271.39,309.27,290.12,289.75,246.51,274.27,286.04,278.73,269.59,276.57,272.92,176.11,191.95,194.07,197.66,196.19,198.01,193.30,189.41,188.18,177.72,164.02,149.36,283.08,319.61,308.04,312.82,305.98,316.96,300.47,276.29,262.06,251.29,,,,,,,,,,,,,,,,,,,,,,,,215.93,232.68,244.63,249.13,277.43,271.48,270.98,274.86,271.36,272.87,273.96,275.90,276.61,280.84,274.15,275.08,284.15,287.09,291.08,290.38,304.49,327.92,314.81,321.36,331.85,300.53,250.90,255.89,276.64,259.52,249.03,270.28,271.23,280.50,313.64,310.92,307.39,317.98,295.74,268.83,263.70,263.87,265.41,271.95,260.84,286.87,294.46,286.75,276.94,273.82,281.70,283.91,264.77,282.28,311.71,330.15,267.29,285.64,195.90,167.41,299.50,263.41,289.13,297.18,243.87,295.58,297.14,301.65,,,,,,
2021-07-08 21:53:58.887000,L8,412.97,512.73,459.23,406.29,521.44,508.44,489.46,533.47,463.24,333.94,325.87,324.04,415.12,435.47,424.51,411.50,333.07,325.45,327.25,339.78,334.13,266.40,333.17,332.16,333.19,350.75,338.66,315.95,331.45,324.49,329.76,331.58,326.98,324.15,302.00,318.90,311.34,318.78,304.66,263.63,327.48,318.86,259.87,276.97,307.74,285.76,281.49,309.41,319.73,170.30,184.93,186.21,195.32,195.03,197.05,190.94,187.49,187.14,174.69,155.15,318.66,302.30,306.01,312.63,326.06,320.25,307.98,286.95,266.59,,,,,,,,,,,,,,,,,,,,,,,,,,327.72,329.63,246.93,249.73,278.69,276.96,275.23,312.89,281.61,279.88,280.69,287.96,285.15,291.16,280.07,279.86,285.76,296.49,298.97,289.75,304.56,337.18,321.74,349.38,342.80,301.95,245.45,249.64,276.16,265.64,242.34,271.25,272.45,275.81,316.18,316.89,318.55,326.72,295.76,270.60,264.87,261.05,265.00,273.77,243.51,303.21,297.04,276.05,278.65,271.09,276.73,288.34,271.16,325.24,332.07,333.32,333.99,331.36,322.66,329.33,308.49,296.55,288.37,338.53,346.89,341.29,342.32,335.70,,,,,,
2021-07-15 22:00:09.869000,L8,,,337.69,333.78,309.89,317.33,323.55,326.78,303.03,328.09,326.73,322.41,335.08,323.82,314.05,313.09,324.71,318.73,320.51,321.71,327.79,278.15,,330.48,323.34,311.71,285.60,291.61,307.48,325.76,321.93,322.83,324.74,317.74,326.86,304.19,310.06,288.43,288.35,263.05,321.14,314.58,251.51,278.00,314.06,283.45,277.89,283.67,289.20,297.44,289.68,312.71,287.07,288.34,295.66,320.77,310.48,310.70,312.98,304.62,316.48,303.23,320.12,323.43,311.02,312.02,328.27,314.07,298.60,269.28,256.28,,,,,,,,,,,,,,,,,,,,,,,327.56,289.47,328.59,326.39,324.45,323.79,285.94,281.96,282.43,309.39,278.40,279.31,296.63,282.27,298.72,320.66,318.63,319.68,315.74,315.26,313.63,318.79,335.47,332.89,338.55,341.66,332.38,335.17,333.83,335.86,334.48,306.67,283.99,319.28,322.60,321.86,307.96,317.66,315.07,317.08,312.96,331.56,323.93,329.38,311.86,277.03,291.63,302.02,293.94,253.51,278.15,283.60,317.56,299.19,292.20,322.83,318.43,311.72,268.23,316.46,314.35,326.01,315.42,301.55,322.82,328.48,330.75,318.98,328.45,,,,,,
2021-07-24 21:54:04.359000,L8,317.23,325.95,337.39,293.35,280.58,251.99,253.68,259.69,286.34,289.95,284.68,263.53,246.19,245.94,297.78,295.15,255.60,312.20,312.35,,,,,328.72,315.44,297.28,267.23,275.43,299.58,323.99,323.52,307.98,321.84,314.63,274.87,280.13,268.83,274.03,204.41,251.39,277.23,286.00,238.81,263.32,284.38,276.21,266.39,275.18,161.74,181.81,195.54,198.60,200.85,200.33,201.57,195.01,189.31,188.19,176.59,163.06,150.97,285.20,290.39,308.09,287.37,305.43,304.83,283.50,279.15,262.20,250.94,,,,,,,,,,,,,,,,,,,,,,,,207.57,215.93,237.63,246.29,272.25,270.78,269.81,275.38,274.97,276.06,274.38,278.98,275.32,280.44,272.67,274.72,276.76,287.96,289.68,285.96,297.71,311.26,312.47,324.23,337.25,300.99,243.05,248.50,272.33,257.24,234.74,267.32,268.09,271.60,314.24,306.85,308.14,326.01,293.69,265.87,257.82,254.00,255.03,270.91,219.03,287.45,251.19,276.02,280.11,268.14,275.54,284.68,266.37,245.04,310.23,333.06,267.92,247.01,194.28,,281.59,282.91,236.06,218.93,237.00,257.13,292.51,295.73,,,,,,
2021-08-09 21:54:11.490000,L8,327.02,317.67,320.75,318.21,293.51,261.16,266.72,275.11,298.05,309.05,293.88,275.20,259.57,276.76,310.16,303.70,314.59,320.82,329.15,334.78,328.99,314.88,,318.51,315.37,303.53,275.43,288.81,303.97,324.52,319.41,318.07,320.98,313.27,288.63,295.93,283.91,294.57,283.09,306.90,299.38,295.67,324.89,309.44,315.02,305.10,301.35,152.02,176.91,198.75,212.38,216.48,214.40,217.00,212.42,212.13,207.93,200.13,192.77,181.92,176.15,176.18,184.06,161.60,312.32,316.41,315.93,305.02,245.85,269.14,264.20,,,,,,,,,,,,,,,,,,,,,,,340.47,324.67,319.07,330.02,311.28,331.35,326.15,324.76,322.95,328.84,304.42,315.13,315.34,299.37,316.74,307.92,308.39,306.59,310.25,309.28,309.39,329.95,328.10,325.17,337.80,346.27,336.08,328.71,327.12,320.97,269.67,252.32,324.31,292.79,323.37,323.01,320.35,320.71,324.39,323.98,275.60,270.15,314.99,287.23,308.34,315.38,306.73,315.69,307.77,307.16,312.21,322.81,320.75,319.98,313.54,318.66,329.51,317.31,313.88,312.17,311.59,343.83,320.06,333.79,330.50,330.95,332.04,328.97,327.76,,,,,,
2021-08-25 21:54:16.007000,L8,345.95,332.82,343.07,335.53,303.84,265.71,271.39,282.78,295.38,304.70,301.47,278.92,269.17,309.85,310.16,310.00,311.02,319.66,324.90,334.25,330.41,304.13,177.46,197.96,318.44,304.27,281.25,291.97,309.29,336.17,321.74,317.34,324.89,318.03,300.65,295.24,307.58,297.73,289.78,312.21,294.91,298.20,248.48,276.87,290.98,278.57,269.28,278.50,276.84,290.50,279.39,282.46,282.57,284.85,283.46,316.76,311.43,292.37,285.72,313.35,295.09,285.79,303.76,312.25,302.30,310.32,326.31,223.76,283.99,264.05,252.43,,,,,,,,,,,,,,,,,,,,,,,,205.81,217.37,239.26,250.95,278.61,275.18,275.88,277.97,277.78,278.35,276.31,283.97,276.18,285.30,276.41,278.01,285.32,290.98,293.60,292.88,305.05,322.16,319.92,325.03,326.91,310.19,315.93,319.50,291.03,268.26,258.65,311.63,280.53,312.06,317.40,312.96,312.25,313.92,306.29,271.83,274.15,274.72,302.42,300.27,307.54,306.61,304.22,312.21,287.62,286.50,289.71,288.01,290.02,289.74,304.71,317.48,284.97,305.94,327.80,287.25,302.39,293.12,299.89,310.15,305.97,300.97,295.18,297.05,,,,,,
2021-09-01 22:00:29.189000,L8,,,,,,,,,,,,,414.28,417.28,413.71,421.67,421.01,425.69,417.43,407.20,406.33,265.99,333.11,332.63,322.98,307.30,294.61,311.12,310.53,324.39,389.87,395.44,407.03,402.71,387.07,301.61,314.83,294.74,296.93,320.26,325.43,318.78,309.32,319.45,316.44,316.59,319.59,320.83,326.11,172.52,189.81,190.71,194.63,187.66,326.01,187.20,184.60,177.88,175.51,148.98,322.89,321.00,321.78,336.86,332.68,339.15,334.18,344.79,332.38,293.89,275.61,184.11,,,,,,,,,,,,,,324.08,298.84,311.84,314.54,310.06,,,,346.91,335.15,330.74,331.31,327.21,315.51,327.72,325.90,324.33,322.00,329.52,326.60,328.83,315.30,325.38,324.19,315.02,318.92,317.44,320.63,322.49,322.32,341.26,338.13,339.17,348.60,339.40,345.43,331.71,322.38,315.77,308.71,325.20,309.13,312.87,317.45,327.10,321.64,319.53,325.04,317.51,316.93,316.99,321.21,316.62,315.92,309.13,311.51,309.05,303.21,309.81,306.69,317.96,304.67,334.65,331.57,327.06,318.55,329.45,323.72,335.75,342.62,327.60,332.23,344.00,342.63,334.98,333.93,336.99,310.73,,310.56,,,
2021-09-10 21:54:20.775000,L8,422.42,424.79,429.69,418.94,423.97,423.06,408.39,416.75,416.49,416.51,417.32,412.11,421.01,422.02,417.35,419.31,416.56,423.60,418.31,414.57,422.93,417.25,414.08,405.26,405.58,403.28,402.26,403.98,398.94,396.70,400.08,401.85,400.10,396.81,394.49,389.02,400.28,396.26,396.93,401.69,397.09,409.63,404.92,407.18,412.31,402.20,409.40,404.39,394.97,178.88,194.74,197.31,199.40,195.20,200.88,194.90,189.67,191.01,181.13,166.32,153.50,399.73,398.54,402.74,391.01,390.83,395.26,411.90,224.91,182.83,171.56,161.55,255.37,247.02,242.56,253.39,247.47,232.03,228.59,193.50,203.34,233.15,226.59,241.12,255.38,259.16,256.31,241.12,207.67,235.83,227.90,242.04,337.97,399.86,395.10,392.15,378.01,380.16,380.10,380.44,382.93,388.05,381.05,371.23,373.93,373.56,374.56,376.00,368.55,377.89,379.98,376.88,383.26,383.10,384.25,390.67,398.79,397.35,394.90,400.59,385.60,385.78,378.33,377.71,361.10,363.09,364.19,371.12,355.12,358.43,365.51,356.09,367.99,362.24,364.94,348.43,355.57,359.52,347.05,354.39,349.08,350.41,352.19,357.17,356.22,367.11,345.81,361.19,371.72,373.90,364.47,371.35,379.97,365.52,368.88,370.13,376.36,370.58,377.93,379.79,356.57,369.52,223.78,229.22,209.75,207.99,210.50,223.90
2021-10-12 21:54:29.370000,L8,428.82,417.84,491.95,456.55,484.38,489.33,449.93,437.80,516.27,401.76,411.10,406.67,409.53,426.02,430.13,431.11,441.67,450.54,418.63,511.16,452.70,439.35,427.80,460.77,503.25,,,,,352.79,367.77,342.38,340.96,520.52,,,,,353.40,346.64,334.87,359.04,343.03,348.47,335.45,,,,370.61,366.08,364.08,348.02,333.47,347.41,336.73,515.73,522.35,514.57,518.66,492.86,456.41,467.30,406.44,409.60,393.29,415.45,436.38,447.99,495.69,497.20,501.25,502.83,469.83,473.23,439.19,431.46,471.19,428.75,417.75,410.59,424.88,428.93,332.71,410.81,396.73,400.35,392.64,400.46,397.52,421.24,419.83,458.63,485.32,485.51,521.53,452.11,451.53,401.64,390.47,397.44,404.60,387.01,401.66,429.70,426.66,391.95,395.50,404.94,389.86,395.42,391.26,368.69,399.33,391.88,391.74,397.77,408.94,393.82,404.55,407.18,410.13,401.28,394.65,386.35,375.28,372.53,365.02,372.72,366.03,375.27,373.03,377.06,382.11,342.33,325.49,313.24,351.46,337.53,351.04,354.57,370.65,373.23,358.72,364.53,374.87,377.53,375.61,382.92,380.74,479.83,422.53,366.10,452.95,520.20,496.65,,,475.95,,,,,396.65,405.92,384.06,425.20,416.67,417.53
2021-11-08 21:54:51.497000,L9,316.11,314.03,327.81,326.48,335.23,330.99,339.27,332.79,322.80,326.17,331.10,339.91,344.86,338.66,342.81,347.71,347.30,346.10,339.86,,,,,331.38,322.82,316.38,321.09,309.96,322.67,332.74,324.33,323.39,322.15,320.90,327.71,321.37,318.54,328.86,322.61,318.63,301.67,295.12,294.31,274.10,286.61,282.00,275.11,277.26,274.71,307.87,313.77,315.20,305.64,292.45,291.05,309.98,214.41,308.44,311.76,305.85,318.03,315.45,321.32,315.64,325.58,322.39,327.51,302.23,281.40,213.16,262.41,,,,,,,,,,,,,,,,,,,,,,,,179.90,184.36,206.49,207.58,247.86,257.40,269.59,280.06,269.75,282.88,257.22,232.43,251.95,241.90,260.55,254.53,264.99,269.28,267.24,218.76,,175.27,210.10,234.64,270.15,275.85,267.73,216.11,205.21,216.35,202.71,207.91,204.45,214.05,236.43,217.97,169.17,220.57,184.44,,,,181.33,194.19,178.32,177.29,181.43,192.24,,251.45,219.16,253.94,214.98,193.11,,,,,,,,,,,,,,,,,,,,
2021-11-18 21:59:46.984000,L9,353.64,353.14,347.41,354.88,352.85,357.24,353.54,351.94,355.73,349.75,346.90,353.48,352.64,360.31,361.79,369.64,361.35,364.43,356.58,355.14,356.69,344.50,352.99,346.25,351.46,340.16,334.82,340.29,338.89,341.46,341.14,340.71,349.29,346.23,337.12,340.84,343.88,340.31,344.75,342.52,343.05,349.31,351.35,345.18,348.55,340.93,348.61,338.29,346.22,348.70,342.30,349.24,336.95,338.80,334.22,332.69,342.93,338.83,336.16,338.12,336.46,332.83,339.63,342.60,342.71,344.41,336.17,346.39,345.94,349.01,339.53,342.43,325.19,268.87,261.98,349.12,351.00,338.88,338.93,340.00,339.15,338.19,331.03,333.48,311.96,,324.81,328.77,337.96,255.98,348.82,367.82,,,337.68,369.84,346.46,344.21,345.36,343.33,344.61,336.74,334.52,338.91,336.45,339.93,341.88,341.34,332.81,337.61,339.21,336.79,335.76,335.32,342.18,344.53,354.06,365.13,365.04,361.07,358.95,359.70,351.93,348.43,382.13,388.81,358.05,332.75,331.12,333.98,335.16,335.35,335.56,337.19,336.49,333.01,331.88,329.63,326.08,328.69,328.46,326.58,329.91,330.73,333.23,334.14,338.86,341.03,341.26,344.90,346.92,343.38,349.50,347.06,344.42,343.51,347.70,348.06,352.48,362.82,346.18,349.60,328.51,340.52,330.22,339.88,343.58,339.49
