dates,satname,nzd0282-0000,nzd0282-0001,nzd0282-0002,nzd0282-0003,nzd0282-0004,nzd0282-0005,nzd0282-0006,nzd0282-0007,nzd0282-0008,nzd0282-0009,nzd0282-0010,nzd0282-0011,nzd0282-0012,nzd0282-0013,nzd0282-0014,nzd0282-0015,nzd0282-0016,nzd0282-0017,nzd0282-0018,nzd0282-0019,nzd0282-0020,nzd0282-0021,nzd0282-0022,nzd0282-0023,nzd0282-0024,nzd0282-0025,nzd0282-0026,nzd0282-0027,nzd0282-0028,nzd0282-0029,nzd0282-0030,nzd0282-0031,nzd0282-0032,nzd0282-0033,nzd0282-0034,nzd0282-0035,nzd0282-0036,nzd0282-0037,nzd0282-0038,nzd0282-0039,nzd0282-0040,nzd0282-0041,nzd0282-0042,nzd0282-0043,nzd0282-0044,nzd0282-0045,nzd0282-0046,nzd0282-0047,nzd0282-0048,nzd0282-0049,nzd0282-0050,nzd0282-0051,nzd0282-0052,nzd0282-0053,nzd0282-0054,nzd0282-0055,nzd0282-0056,nzd0282-0057,nzd0282-0058,nzd0282-0059,nzd0282-0060,nzd0282-0061,nzd0282-0062,nzd0282-0063,nzd0282-0064,nzd0282-0065,nzd0282-0066,nzd0282-0067,nzd0282-0068,nzd0282-0069,nzd0282-0070,nzd0282-0071,nzd0282-0072,nzd0282-0073,nzd0282-0074,nzd0282-0075,nzd0282-0076,nzd0282-0077,nzd0282-0078,nzd0282-0081,nzd0282-0082,nzd0282-0083,nzd0282-0086,nzd0282-0087,nzd0282-0088,nzd0282-0089,nzd0282-0090,nzd0282-0091,nzd0282-0094,nzd0282-0095,nzd0282-0096,nzd0282-0097,nzd0282-0098,nzd0282-0099,nzd0282-0100,nzd0282-0101,nzd0282-0102,nzd0282-0103,nzd0282-0104,nzd0282-0105,nzd0282-0106,nzd0282-0107,nzd0282-0108,nzd0282-0109,nzd0282-0110,nzd0282-0111,nzd0282-0112,nzd0282-0113,nzd0282-0114,nzd0282-0115,nzd0282-0116,nzd0282-0117,nzd0282-0118,nzd0282-0119,nzd0282-0120,nzd0282-0121,nzd0282-0122,nzd0282-0123,nzd0282-0124,nzd0282-0125,nzd0282-0126,nzd0282-0127,nzd0282-0128,nzd0282-0129,nzd0282-0130,nzd0282-0131,nzd0282-0132,nzd0282-0133,nzd0282-0134,nzd0282-0135,nzd0282-0136,nzd0282-0137,nzd0282-0138,nzd0282-0139,nzd0282-0140,nzd0282-0141,nzd0282-0142,nzd0282-0143,nzd0282-0144,nzd0282-0145,nzd0282-0146,nzd0282-0147,nzd0282-0148,nzd0282-0149,nzd0282-0150,nzd0282-0151,nzd0282-0152,nzd0282-0153,nzd0282-0154,nzd0282-0155,nzd0282-0156,nzd0282-0157,nzd0282-0158,nzd0282-0159,nzd0282-0160,nzd0282-0161,nzd0282-0162,nzd0282-0163,nzd0282-0164,nzd0282-0165,nzd0282-0166,nzd0282-0167,nzd0282-0092,nzd0282-0085,nzd0282-0093,nzd0282-0079,nzd0282-0080,nzd0282-0084
2013-12-16 22:01:45.949000,L8,,,,,,345.06,346.21,346.83,347.29,345.32,348.33,351.52,355.58,354.98,354.16,359.39,355.54,352.43,348.34,285.70,302.07,318.86,217.99,343.91,342.64,338.57,335.02,338.85,332.95,335.70,338.33,338.23,335.26,341.16,336.08,335.69,334.51,332.47,335.15,325.74,288.05,292.32,294.00,271.53,284.09,279.91,267.42,279.72,272.45,288.13,311.86,300.29,320.81,306.79,285.14,321.81,320.44,318.19,308.91,325.00,319.07,312.73,312.62,298.98,315.12,385.60,,,319.75,285.64,236.91,159.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.25,386.01,518.66,476.16,497.51,407.24,,,,,,,,,,,,,,,,,,,,,,,,,,,532.57,213.90,251.86,320.75,,,,,,,,,,,,381.79,194.86,,,,,,
2014-01-17 22:01:23.941000,L8,209.41,241.71,240.96,238.73,195.06,190.13,302.81,322.69,228.74,172.28,163.25,159.98,329.84,327.63,335.07,336.20,339.85,334.27,332.51,276.37,293.88,318.40,177.75,327.40,325.00,317.95,321.28,313.89,315.69,320.77,326.34,319.72,324.71,323.99,325.71,322.73,322.49,315.60,,212.03,284.90,286.29,288.13,268.52,226.37,161.58,,,176.05,280.10,276.50,221.14,267.40,,,,,,,,,278.71,282.15,283.63,155.74,272.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.16,236.74,245.20,250.93,276.39,274.04,280.18,285.21,290.70,286.04,281.97,286.67,283.52,280.23,277.68,275.71,287.03,290.01,298.05,276.79,313.64,320.48,328.05,347.75,342.02,343.23,332.50,322.50,323.49,330.35,331.34,328.71,317.82,315.91,320.72,327.47,321.86,325.28,284.20,324.88,302.08,303.87,315.54,305.29,309.67,303.79,303.00,312.53,318.29,318.97,303.66,312.60,313.56,312.64,318.95,317.05,322.33,323.31,312.69,318.77,317.17,328.57,331.84,332.06,328.58,339.49,331.31,332.16,,,,,,
2014-02-11 21:54:56.823000,L8,337.20,342.52,333.78,336.41,335.10,330.89,331.69,342.75,345.50,344.62,341.90,335.40,347.87,353.91,352.45,351.96,353.05,352.79,352.31,282.63,297.05,264.08,,210.65,345.20,309.60,334.80,340.51,330.19,337.14,339.24,333.81,336.81,341.81,328.72,322.55,325.96,330.10,332.45,336.32,283.27,282.92,281.23,267.86,279.54,274.13,260.30,270.42,267.27,275.67,322.17,264.63,272.40,274.76,277.65,321.42,315.25,325.89,311.50,329.20,316.77,272.01,289.28,322.40,328.62,322.60,328.45,339.70,315.57,209.40,249.37,236.84,220.19,,,,,,,,,,,,,,,,,,,,341.68,345.07,229.71,234.06,246.41,247.27,273.70,274.52,278.99,281.30,287.06,285.15,281.55,285.48,281.30,280.39,276.32,276.45,286.35,287.43,292.82,295.84,309.07,332.75,353.06,353.88,339.47,352.29,349.63,353.98,344.93,348.84,342.16,330.63,319.66,327.01,321.71,333.73,331.61,327.13,279.56,285.68,291.15,279.06,325.01,319.35,317.05,318.90,315.93,308.16,318.49,308.75,308.84,313.79,319.61,328.91,334.04,338.77,282.90,343.81,330.42,334.14,331.20,333.05,340.56,341.41,352.61,333.15,324.39,315.99,,,,,,
2014-02-27 21:54:44.238000,L8,359.57,414.58,427.28,421.59,393.01,349.09,356.99,366.97,362.34,360.84,358.47,363.79,365.26,361.24,357.67,369.79,361.13,363.55,353.74,359.05,357.09,357.05,357.78,361.17,360.56,445.27,424.15,404.65,412.62,403.87,338.82,341.04,346.82,396.85,342.48,338.55,339.14,523.60,474.93,460.92,467.51,345.35,341.48,366.56,363.73,356.89,354.00,351.25,338.31,325.55,278.14,320.62,333.64,378.92,368.82,431.67,428.29,426.56,418.13,335.48,307.76,329.46,322.17,286.84,326.45,335.16,335.16,343.66,313.03,326.56,290.37,351.21,357.21,355.49,,,,,,,,,,,,,,,,,,,270.57,278.03,279.73,288.43,272.45,257.77,291.05,283.27,291.03,293.48,330.69,293.30,335.97,295.41,295.19,290.86,289.79,283.70,295.04,319.23,303.08,329.42,336.41,352.90,356.81,352.43,352.96,349.02,346.76,350.04,343.79,350.08,342.79,334.91,333.49,337.00,333.41,330.74,332.82,336.49,322.96,326.54,298.96,278.50,322.79,297.40,316.60,299.29,298.24,303.56,302.80,302.37,312.77,311.09,297.82,317.28,321.32,333.42,294.23,304.47,329.86,331.97,335.41,337.67,338.94,344.57,349.09,344.71,338.89,339.80,,,,,,
2014-03-06 22:00:49.280000,L8,448.30,497.16,502.04,505.27,423.22,431.45,432.86,434.14,444.31,472.86,435.08,444.51,442.19,451.73,444.59,449.84,445.94,452.30,534.17,525.91,432.81,431.38,446.61,431.59,425.31,,,,516.55,502.49,422.70,432.48,432.75,426.25,443.31,419.22,409.30,421.54,434.55,456.28,420.53,501.59,518.56,522.72,,,532.53,417.78,477.09,480.54,492.65,496.09,422.72,420.44,421.39,421.77,466.60,414.96,410.66,437.50,488.34,400.27,407.23,411.67,453.19,463.21,448.58,444.02,432.72,446.26,436.54,450.28,459.18,429.75,435.36,456.60,425.47,437.62,478.28,487.19,516.53,412.70,405.45,427.95,410.60,469.85,510.53,500.49,494.30,502.00,460.88,452.08,422.94,454.14,423.72,420.49,425.28,421.15,436.88,426.89,456.47,460.27,451.50,475.98,415.38,449.28,427.14,436.91,429.17,420.29,415.52,425.67,420.28,415.32,422.63,434.90,439.18,437.96,434.41,451.21,513.44,436.69,457.27,472.04,449.14,451.62,408.78,410.38,410.82,397.89,414.46,397.95,401.32,411.96,403.49,409.14,391.38,380.28,380.59,386.04,389.52,381.04,384.63,370.20,377.94,393.53,389.70,392.27,392.22,390.74,391.09,382.00,387.14,394.90,394.77,419.81,424.37,402.70,400.63,395.08,387.01,388.30,472.53,428.59,462.45,461.51,483.83,395.65
2014-03-15 21:54:34.241000,L8,325.92,340.17,338.24,328.35,324.47,326.39,320.85,320.18,321.92,308.29,308.07,312.46,342.39,333.11,332.93,346.75,323.28,456.88,352.07,340.89,332.75,305.08,186.82,340.90,325.06,286.14,300.75,307.33,303.99,300.92,271.42,420.59,291.15,412.00,333.85,333.36,336.97,330.31,320.35,305.94,405.89,426.72,381.09,346.76,,,,,,,,,,,,,,217.56,286.71,,353.06,457.27,424.50,329.25,325.05,305.72,316.72,316.50,273.56,257.35,282.30,228.95,,,,,,,,,,,,,,,,,,,,,,,333.88,270.61,247.23,251.67,271.85,264.31,262.78,283.61,290.76,286.11,284.08,287.57,283.08,282.58,277.60,278.08,290.04,290.95,296.75,295.37,309.99,337.43,337.28,341.14,358.82,359.12,343.79,301.56,345.38,324.75,311.62,337.58,311.34,304.96,316.20,313.79,303.78,323.65,297.17,312.72,297.29,284.76,313.53,314.03,310.57,322.58,322.02,314.33,450.77,,392.47,516.08,365.11,485.17,391.22,429.17,341.53,332.70,332.34,328.26,323.21,331.43,331.78,336.63,328.58,329.70,334.83,298.19,,,,,,
2014-05-02 21:53:46.331000,L8,408.34,407.48,418.81,404.42,407.59,399.02,394.62,403.88,411.41,407.69,409.80,399.08,412.27,418.50,417.64,415.56,411.86,412.82,413.86,401.36,411.29,408.23,404.47,410.12,361.37,358.67,358.71,350.81,355.63,407.44,403.11,393.13,388.47,397.01,395.69,389.25,384.32,314.30,386.66,399.30,385.29,368.45,398.12,392.48,400.90,395.72,391.18,397.87,396.62,404.30,394.91,403.23,387.15,383.86,390.50,376.37,376.40,379.18,373.85,373.27,384.15,380.79,372.89,383.35,384.05,378.65,394.56,385.63,351.87,348.57,384.11,395.15,392.88,395.10,407.18,225.20,381.70,409.96,412.28,332.09,,340.31,375.43,375.25,371.34,367.55,351.20,354.90,351.10,352.96,399.26,407.04,393.57,400.66,399.16,398.20,386.65,381.18,354.56,349.52,347.23,381.37,384.72,353.22,353.18,354.55,348.39,351.61,381.35,376.99,379.32,383.18,376.36,354.59,378.94,370.71,363.75,360.91,351.30,353.72,350.08,357.01,355.98,350.18,348.51,381.92,372.27,332.86,338.40,364.22,368.02,371.82,345.63,334.96,329.31,332.94,329.14,322.24,320.50,348.80,357.27,319.57,327.58,326.06,323.51,341.23,357.24,366.09,373.99,382.23,372.03,346.13,350.70,357.68,337.42,340.61,338.78,350.59,343.08,346.52,348.84,340.48,355.72,371.10,350.01,235.43,365.88,375.24
2014-05-09 21:59:51.499000,L8,325.38,320.54,337.95,407.71,410.98,398.46,267.15,274.41,298.96,301.93,293.46,267.45,262.02,269.82,307.39,305.71,306.59,314.49,318.35,292.94,323.92,275.05,149.93,333.68,320.49,305.28,279.12,290.04,322.16,330.24,324.88,319.34,324.06,317.87,297.18,300.36,288.69,293.37,284.44,318.40,302.37,315.56,251.62,273.79,292.07,283.42,279.00,285.81,286.41,289.25,287.75,295.46,305.49,295.72,297.38,321.45,315.28,319.84,314.30,314.59,308.64,298.24,320.92,308.82,318.90,308.14,318.82,310.02,285.45,264.96,268.05,236.62,,,,,,,,,,,,,,,,,,,,,,,226.05,229.87,243.78,253.46,284.24,283.21,282.15,287.06,293.65,291.69,286.64,292.48,285.95,286.80,282.40,280.14,294.32,295.46,300.09,292.97,311.98,327.63,332.41,328.90,338.64,309.22,250.10,338.88,282.43,274.35,255.92,274.96,275.95,285.01,320.25,320.38,318.34,320.68,324.70,319.67,272.60,272.00,267.88,276.03,313.03,307.22,305.04,316.58,284.34,277.87,282.12,312.18,267.87,319.46,337.93,333.40,284.35,322.72,299.43,258.55,326.15,321.53,310.14,330.68,317.64,324.56,333.64,315.91,,,,,,
2014-05-18 21:53:35.635000,L8,262.74,253.37,281.32,221.01,440.84,380.39,414.69,,,,,,,,,,,,,532.78,489.53,535.66,361.87,374.77,316.71,255.25,201.91,405.10,270.72,302.50,249.74,208.16,,,,,,,,,,,,,,363.57,347.42,316.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.14,188.50,238.11,229.78,244.73,246.50,251.87,255.26,254.31,253.14,224.52,235.80,241.74,246.81,252.37,259.08,268.37,247.60,285.07,300.74,311.60,324.00,330.07,305.91,250.94,249.90,278.81,260.61,248.86,271.56,271.15,279.65,318.91,311.97,310.84,315.25,298.05,270.11,266.71,262.90,260.46,274.30,221.49,301.63,296.98,294.38,283.07,269.56,273.29,286.14,266.47,270.41,290.64,321.99,272.36,273.71,261.51,253.67,311.34,290.60,248.90,227.19,252.21,317.72,319.18,316.06,,,,,,
2014-05-25 21:59:46.755000,L8,,,,,,,,,,,,,,,,,,519.84,501.54,432.33,417.63,416.20,429.56,414.78,373.01,364.93,381.01,340.85,507.22,423.32,528.67,402.39,414.32,402.84,405.27,502.52,463.92,399.57,489.73,504.39,421.78,440.26,494.31,449.17,533.24,413.52,416.92,520.69,436.17,499.73,401.05,411.15,399.81,409.39,399.28,390.52,406.85,394.24,396.52,468.93,459.79,396.79,393.39,450.40,409.59,409.14,453.93,475.01,460.11,435.96,412.05,446.41,439.00,428.33,439.20,422.44,421.63,423.31,416.79,402.77,409.61,429.21,514.78,492.28,494.51,455.19,455.83,469.35,397.80,467.90,456.95,473.53,484.46,420.84,478.91,414.00,423.30,408.11,487.32,492.93,479.84,480.01,495.42,485.24,488.39,498.93,404.66,482.27,444.34,460.20,509.14,453.24,418.71,453.37,413.85,408.23,488.17,489.75,469.91,492.57,444.05,406.75,514.78,394.65,400.80,389.78,445.86,480.01,382.32,384.72,451.16,470.66,483.78,392.44,348.32,433.69,402.63,376.44,371.52,362.16,370.19,479.80,439.81,372.53,367.70,371.56,378.77,377.31,434.51,387.26,399.35,429.09,413.45,394.47,409.93,432.03,392.41,412.96,400.44,399.13,405.57,386.55,467.39,455.87,525.03,422.97,413.31,341.75
2014-06-19 21:53:47.342000,L8,425.84,455.17,469.52,466.08,427.05,347.18,362.69,402.34,465.67,470.14,463.82,438.28,419.05,400.01,386.94,425.44,415.70,426.75,433.23,423.65,420.61,417.02,440.15,420.84,414.56,371.27,328.16,357.53,365.91,352.31,401.44,389.77,393.93,402.39,394.48,324.76,315.87,314.28,322.76,338.84,390.07,386.03,401.87,400.27,416.07,464.97,,,,,484.80,498.31,401.39,390.46,402.91,400.03,384.48,394.46,391.11,389.42,385.21,382.85,391.95,401.04,393.45,399.64,396.48,399.19,403.52,414.26,409.25,408.12,406.64,405.71,412.37,425.48,419.31,433.04,425.33,415.38,416.27,468.02,506.25,432.97,387.62,379.65,382.49,377.90,415.15,407.42,405.64,408.29,407.40,413.09,408.53,408.14,402.57,409.40,414.39,401.84,399.80,396.58,398.93,395.96,402.26,400.59,399.09,390.37,390.13,392.62,387.85,386.42,387.11,391.99,405.32,402.69,406.76,402.46,396.51,391.91,372.92,385.08,392.49,365.74,335.25,364.87,369.50,375.00,380.44,384.50,373.23,379.29,337.67,331.70,323.82,321.16,318.13,321.08,317.60,356.14,359.36,344.88,356.78,363.32,365.39,373.91,369.61,371.95,378.73,378.12,374.08,334.68,350.74,364.30,319.25,343.80,354.83,370.47,341.06,342.51,344.02,372.11,380.43,417.89,391.23,427.42,419.74,455.80
2014-07-05 21:53:53.692000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.77,220.57,238.55,266.55,267.44,271.35,276.52,285.13,282.99,281.53,283.79,281.88,284.08,280.10,279.88,316.69,318.46,330.79,324.77,326.31,326.59,321.48,333.98,336.92,341.13,309.96,268.56,334.05,292.17,268.27,284.39,280.97,285.76,322.60,314.26,316.22,327.40,299.13,276.12,274.33,267.99,285.08,276.20,262.67,303.28,304.90,298.54,301.17,294.44,304.35,293.74,298.85,282.33,324.28,321.95,330.32,323.59,319.15,282.76,309.12,299.14,286.45,330.98,331.33,322.91,318.94,314.54,,,,,,
2014-07-21 21:53:57.022000,L8,331.35,325.65,332.71,301.52,292.13,260.33,260.38,270.79,296.68,301.84,293.21,264.95,253.03,253.61,306.08,300.36,292.70,320.81,318.30,340.38,328.63,266.11,322.28,330.65,321.92,302.26,272.02,283.54,308.45,328.11,321.35,314.60,323.92,317.28,281.11,292.81,280.68,285.66,218.61,319.17,310.26,316.87,250.08,325.57,318.80,318.32,318.21,319.47,310.48,174.73,188.91,191.93,193.82,191.49,191.49,183.81,173.81,174.14,168.02,145.24,317.25,310.30,303.68,320.13,325.15,316.92,327.77,311.60,298.37,268.78,276.61,240.00,,,,,,,,,,,,,,,,,,,,330.55,341.95,345.52,335.49,341.63,,,,,,,,,,,,,,,202.92,227.59,229.01,220.44,,,274.91,298.69,335.75,307.19,248.61,257.04,280.54,267.57,252.29,273.96,273.85,323.37,324.39,317.32,321.31,324.06,324.96,271.67,268.86,266.14,263.81,273.33,298.91,307.32,303.89,315.12,302.34,305.78,308.97,291.54,322.08,291.90,328.28,328.05,328.04,325.58,323.80,325.12,322.89,315.97,316.65,325.85,328.82,334.18,341.93,343.20,,,,,,
2014-08-06 21:54:05.764000,L8,285.74,317.06,326.60,297.99,286.93,261.46,255.87,267.24,291.32,293.64,290.70,262.95,248.98,257.31,300.60,297.66,295.39,308.98,313.34,,,,,334.82,317.20,294.88,272.90,282.87,309.48,324.80,321.65,315.14,325.71,315.06,288.94,289.05,286.88,289.78,272.91,315.96,289.36,285.63,247.32,269.17,283.92,276.98,267.07,276.58,153.34,178.73,195.02,197.67,201.69,201.86,201.31,199.99,193.95,191.03,181.24,164.76,151.67,304.61,297.77,308.31,324.71,311.84,328.76,313.52,279.72,266.35,250.83,234.41,,,,,,,,,,,,,,,,,,,,,,,214.43,223.35,238.63,251.92,279.02,277.10,279.71,283.80,290.20,289.13,283.74,287.19,282.14,281.31,277.00,276.63,283.64,283.19,293.98,296.73,305.54,338.76,342.81,324.52,336.54,305.85,249.51,253.53,283.71,268.97,251.75,273.48,273.40,280.26,318.70,323.73,321.61,314.94,294.67,268.87,259.69,263.94,253.95,269.63,314.36,295.96,299.90,307.28,254.62,269.97,275.98,284.74,264.27,285.42,303.94,327.63,329.94,327.89,323.42,316.08,316.78,320.53,327.59,324.37,327.88,326.00,298.74,320.47,,,,,,
2014-08-13 22:00:18.767000,L8,,,,,,,,,,,,,,,,,,,,,429.37,438.03,433.35,423.21,417.33,418.83,415.59,417.27,422.21,412.79,403.67,399.81,409.42,402.87,395.78,401.57,403.98,396.61,390.29,395.37,394.34,404.98,402.19,397.67,408.46,469.55,464.62,398.37,152.66,179.66,195.76,201.82,201.01,197.67,202.56,195.01,190.28,191.64,181.15,166.03,151.22,427.96,389.13,388.00,397.66,405.34,408.63,415.07,409.38,407.43,426.10,420.15,423.27,239.13,440.21,432.82,218.35,449.10,444.12,425.72,421.04,411.80,498.86,250.05,252.29,270.05,258.68,262.04,248.78,256.35,260.73,213.79,201.15,214.45,414.04,413.44,402.67,409.28,414.95,408.20,401.30,396.19,391.60,395.85,398.60,392.71,396.91,396.72,399.32,402.08,396.11,400.00,392.72,401.24,403.33,400.63,401.73,405.51,404.76,404.49,397.69,402.00,399.81,392.83,387.42,385.50,382.31,370.41,379.42,374.33,363.44,338.10,352.74,376.94,371.52,333.76,330.12,362.02,359.65,359.96,362.60,353.93,352.38,361.27,352.44,361.47,357.96,355.56,359.18,335.84,365.31,368.54,368.43,341.11,354.54,364.14,363.91,371.49,381.01,389.68,364.82,369.13,259.26,350.99,254.67,232.67,423.36,411.90
2014-09-07 21:54:12.743000,L8,428.46,427.54,492.57,459.86,,,,452.91,511.75,437.02,444.08,442.93,481.12,498.78,,,,480.59,460.31,479.89,431.18,432.13,433.67,424.00,418.91,439.64,467.40,415.96,515.36,533.58,500.04,427.88,418.76,490.48,518.75,495.71,517.80,450.84,469.78,460.57,456.99,419.28,429.02,422.41,497.83,500.90,418.75,425.07,424.22,431.72,430.13,469.92,482.90,505.27,498.84,487.91,469.18,483.81,471.24,476.80,470.47,471.93,455.76,472.48,473.27,471.09,470.62,433.73,436.36,432.69,432.24,442.26,431.26,485.27,502.53,522.64,507.38,524.28,477.35,438.20,438.58,439.72,418.08,500.03,250.83,270.21,263.21,262.55,247.90,255.21,263.92,190.59,190.97,191.32,518.86,,,,,,,,,,534.68,506.50,478.64,414.29,406.15,407.57,416.86,409.01,416.83,473.72,425.67,412.68,419.52,426.75,425.41,408.78,415.91,418.85,417.69,411.29,438.15,480.33,434.23,454.80,415.53,448.93,458.04,400.72,394.15,399.19,394.71,389.94,391.91,377.95,378.18,388.17,384.61,375.42,426.40,449.55,453.37,384.04,425.49,395.16,458.06,488.33,523.87,530.48,536.84,487.08,496.06,479.44,511.83,500.38,498.57,482.56,441.16,462.09,261.08,524.17,251.95,440.38,440.71,498.89
2014-09-23 21:54:09.418000,L8,435.57,420.57,410.61,407.19,404.57,424.01,431.29,430.84,435.49,419.79,427.82,428.97,417.07,427.09,439.48,430.32,436.83,426.39,420.92,431.88,426.16,417.98,434.88,426.52,425.32,427.01,353.84,374.91,372.59,418.63,416.15,400.16,410.94,400.78,401.30,417.32,409.63,405.10,346.16,406.55,415.29,410.88,405.81,407.37,411.66,365.89,418.78,404.91,417.84,347.22,407.55,408.46,399.02,464.18,502.92,503.98,521.34,513.83,404.99,399.99,383.18,335.05,389.57,342.07,397.06,401.20,399.51,406.15,399.90,356.05,402.22,449.67,470.07,451.40,469.58,455.30,472.63,462.37,436.30,330.07,326.13,372.96,261.00,311.22,470.45,479.30,447.58,363.18,403.35,417.25,417.42,405.87,409.09,402.38,403.55,406.71,409.53,404.40,402.58,393.76,344.97,341.60,354.24,341.68,340.29,340.27,340.17,344.01,336.83,338.54,345.52,349.48,364.82,398.97,397.47,402.63,397.23,403.96,410.74,407.60,406.28,389.73,344.53,351.28,342.60,350.01,336.84,331.13,334.18,332.55,340.37,336.33,338.97,338.22,362.22,374.12,351.56,363.67,372.48,354.48,358.04,325.66,328.34,321.01,328.07,336.70,346.08,351.91,355.95,345.30,351.81,345.62,339.17,342.01,351.63,344.18,353.90,348.98,352.02,351.39,344.94,359.75,350.82,352.30,411.53,408.18,401.14,381.28
2014-10-25 21:54:16.772000,L8,508.19,452.47,440.26,430.12,437.91,438.36,455.82,500.53,444.31,428.64,428.09,433.03,440.22,440.12,429.04,433.41,438.22,431.38,419.38,409.06,431.04,427.86,432.96,426.89,436.03,430.58,421.67,412.14,406.19,419.25,409.46,401.72,413.07,405.95,422.01,469.63,482.92,416.17,413.05,408.06,422.13,413.74,417.66,416.56,414.50,424.51,417.57,411.43,415.33,156.40,169.96,183.30,191.67,185.77,188.02,182.78,438.90,460.95,400.30,398.25,399.52,398.30,402.49,407.03,415.72,412.79,420.95,413.95,419.97,419.59,414.94,422.57,428.31,426.15,432.88,429.76,448.94,436.02,423.12,402.37,398.99,401.14,459.31,515.55,238.94,263.32,253.02,250.66,245.35,245.55,254.21,210.41,196.20,208.41,414.10,408.38,416.32,408.24,409.41,402.44,400.89,398.22,405.32,391.21,383.48,396.27,404.40,407.13,395.40,400.67,435.57,442.30,404.61,405.70,414.28,417.10,424.95,424.63,409.94,395.11,394.57,400.94,399.36,397.19,404.89,389.32,389.15,396.43,390.60,393.25,372.73,378.15,390.72,370.45,372.51,377.34,360.60,361.11,360.31,358.23,363.58,371.47,375.57,385.59,375.12,380.98,386.78,388.33,381.98,380.01,371.19,369.38,376.82,378.22,381.25,387.52,390.09,392.28,387.95,390.47,368.65,379.49,251.73,410.92,242.02,429.62,412.00,402.94
2014-11-01 22:00:26.566000,L8,334.46,335.43,344.91,343.66,346.45,342.87,339.49,336.81,347.28,332.62,338.07,339.94,343.20,346.04,353.59,359.10,352.68,352.90,342.21,337.42,340.66,322.35,199.61,351.72,345.79,335.58,326.23,328.55,331.88,328.25,332.25,331.27,333.07,340.30,333.73,333.78,338.80,332.41,335.25,333.20,325.14,314.51,336.19,338.25,329.58,331.00,326.56,335.14,324.98,172.01,186.09,193.48,194.82,196.83,198.20,192.48,185.63,184.30,175.19,162.42,148.69,327.19,326.24,336.59,335.71,324.54,331.78,322.54,333.99,297.21,289.79,262.84,236.21,,,,,,,,,,,,,,,,,,,,,343.67,251.52,339.16,342.78,339.79,339.26,312.51,299.70,332.53,331.99,330.72,328.36,325.51,302.21,320.32,333.76,332.22,328.24,332.88,331.50,335.99,346.10,352.06,353.47,356.98,353.69,352.24,355.27,357.06,350.18,350.03,349.72,343.07,340.16,338.34,339.96,333.90,336.22,336.86,336.25,339.71,341.20,330.48,326.66,319.74,317.68,318.53,323.44,325.41,323.57,323.12,322.89,330.83,322.24,327.89,337.74,339.14,342.35,346.04,337.90,512.14,415.19,504.83,394.49,349.61,423.17,402.26,428.08,398.90,,,,,,
2014-11-10 21:54:18.528000,L8,,,,,,425.60,417.68,417.92,418.88,407.60,511.08,452.95,520.38,424.55,406.33,397.81,401.04,412.33,412.56,401.05,404.71,399.45,395.58,384.71,384.92,398.98,389.67,401.54,399.00,392.70,397.24,391.49,388.79,404.02,369.48,378.38,390.20,390.20,385.61,382.24,388.55,382.40,383.85,392.95,404.28,396.94,387.89,399.40,391.23,406.84,388.28,381.37,384.33,381.17,383.73,383.20,372.71,380.65,374.14,366.51,375.42,374.25,385.38,387.55,373.63,385.45,390.81,378.50,391.67,369.86,367.91,353.85,364.00,382.72,409.02,384.77,386.73,237.85,375.24,331.70,226.64,331.45,347.25,262.04,386.53,420.17,266.92,399.90,405.49,389.57,261.54,389.41,401.30,399.08,380.82,389.58,363.80,399.10,401.49,382.15,367.66,384.73,365.04,357.52,354.68,353.75,348.23,368.34,375.46,379.85,379.57,369.92,360.16,356.30,372.21,389.76,387.30,381.42,373.33,396.70,384.48,391.14,386.39,374.25,364.51,363.72,352.16,354.02,351.27,352.99,350.36,350.51,364.35,367.67,371.01,354.65,356.05,346.82,335.74,335.99,332.61,334.40,329.56,333.09,333.70,337.28,359.85,361.85,340.30,368.91,367.79,350.25,343.37,340.06,345.10,341.33,355.23,377.26,352.83,351.88,371.28,380.43,397.84,345.42,394.62,368.62,355.27,338.18
