dates,satname,nzd0199-0000,nzd0199-0001,nzd0199-0002,nzd0199-0003,nzd0199-0004,nzd0199-0005,nzd0199-0006,nzd0199-0007,nzd0199-0008,nzd0199-0009,nzd0199-0011,nzd0199-0010
1999-09-29 21:52:52.243000,L7,335.28,294.92,288.37,291.62,,,,,,,,
1999-10-15 21:52:49.322000,L7,298.32,343.25,347.36,389.74,360.82,,,,,,,
1999-12-09 21:58:57.676000,L7,368.09,318.33,331.15,345.84,336.19,348.03,351.47,352.16,346.51,368.70,,
1999-12-25 21:58:52.197000,L7,316.56,304.04,298.79,301.95,,,,,,,,
2000-02-04 21:52:37.377000,L7,334.71,286.69,282.83,286.13,,,,,,,,
2000-02-20 21:52:29.720000,L7,369.00,387.37,360.28,361.50,361.88,347.40,350.22,344.81,343.60,377.10,373.72,
2000-03-14 21:58:35.291000,L7,281.84,281.13,,,,,,,,,,
2000-03-30 21:58:33.541000,L7,281.83,280.13,,,,,,,,,,
2000-05-26 21:51:48.668000,L7,307.50,294.51,278.80,,,,,,,,,
2000-08-05 21:57:08.715000,L7,294.59,285.55,278.45,288.46,,,,,,,,
2000-08-14 21:50:56.232000,L7,341.74,331.32,296.80,316.18,,,,,,,,
2000-09-15 21:50:25.712000,L7,310.02,290.34,285.03,289.20,,,,,,,,
2000-10-17 21:50:01.277000,L7,334.34,314.01,304.86,314.22,,,,,,,,
2000-11-09 21:56:21.390000,L7,287.05,285.95,281.27,,,,,,,,,
2000-12-20 21:50:16.996000,L7,391.39,286.58,282.80,362.94,355.29,352.56,374.61,,,,,
2001-01-05 21:50:16.585000,L7,284.48,284.23,279.81,,,,,,,,,
2001-01-12 21:56:30.696000,L7,366.98,312.37,358.01,363.93,330.18,328.78,330.56,322.14,323.80,324.67,342.16,335.06
2001-03-10 21:50:10.732000,L7,304.24,288.44,279.99,,,,,,,,,
2001-06-21 21:55:29.297000,L7,354.77,296.72,293.15,296.53,,,,,,,,
2001-09-09 21:54:36.880000,L7,304.40,289.98,281.16,289.55,,,,,,,,
2001-09-18 21:48:17.356000,L7,282.89,277.01,,,,,,,,,,
2001-09-25 21:54:28.694000,L7,276.04,280.41,276.95,,,,,,,,,
2001-10-20 21:48:09.707000,L7,321.88,286.73,278.90,,,,,,,,,
2002-01-24 21:48:42.967000,L7,378.90,324.02,336.58,341.52,348.87,350.72,346.07,347.01,343.99,404.11,451.18,394.50
2002-01-31 21:54:50.570000,L7,302.08,306.21,279.93,285.01,,,,,,,,
2002-02-09 21:48:45.674000,L7,287.67,291.10,286.81,285.55,,,,,,,,
2002-02-16 21:54:54.191000,L7,380.46,346.88,347.30,,,,,,,,,
2002-02-25 21:48:47.943000,L7,351.86,291.49,282.87,357.14,384.77,383.89,,,,,,
2002-03-29 21:48:39.145000,L7,308.31,294.87,289.32,287.15,,,,,,,,
2002-06-01 21:48:28.245000,L7,348.17,324.59,361.12,298.00,374.10,378.95,355.27,,,,,
2002-06-24 21:54:28.353000,L7,336.91,311.59,285.41,327.10,324.60,,,,,,,
2002-08-27 21:54:00.253000,L7,339.51,294.52,282.54,294.65,,,,,,,,
2002-10-07 21:47:33.100000,L7,368.51,344.57,360.97,318.75,322.77,326.84,326.53,331.31,331.91,343.38,342.01,348.01
2002-10-14 21:53:43.769000,L7,295.11,289.01,293.44,295.97,,,,,,,,
2002-10-23 21:47:39.211000,L7,333.79,309.27,299.69,286.56,,,,,,,,
2002-12-01 21:54:16.937000,L7,328.12,342.27,340.19,391.37,403.08,389.95,391.95,382.81,384.40,393.37,,
2002-12-26 21:48:11.926000,L7,380.79,321.57,328.59,340.29,341.87,340.57,342.88,342.70,341.22,345.75,358.36,357.45
2003-01-18 21:54:30.278000,L7,377.70,367.66,373.33,381.89,381.10,376.50,373.43,372.15,365.47,364.82,399.04,375.66
2003-04-24 21:54:46.433000,L7,349.25,295.93,288.13,312.73,306.15,310.14,295.06,288.74,,,,
2003-05-03 21:48:37.175000,L7,335.67,290.20,284.59,313.72,315.47,310.98,,,,,,
2003-05-10 21:54:46.466000,L7,292.78,292.50,280.95,298.63,,,,,,,,
2003-08-15 21:36:48.503000,L5,309.64,294.90,289.58,287.37,,,,,,,,
2003-08-31 21:37:06.588000,L5,324.16,301.24,305.81,306.12,279.08,,,,,,,
2003-10-18 21:37:48.406000,L5,291.04,275.35,276.56,280.46,,,,,,,,
2004-01-22 21:38:40.402000,L5,311.53,292.47,287.33,282.28,,,,,,,,
2004-04-02 21:45:18.969000,L5,333.90,314.74,311.72,314.52,281.68,,,,,,,
2004-04-18 21:45:49.558000,L5,320.48,303.68,298.06,296.21,,,,,,,,
2004-05-04 21:46:16.049000,L5,311.54,290.11,284.27,282.37,,,,,,,,
2004-05-20 21:46:44.438000,L5,311.54,294.28,291.90,282.86,,,,,,,,
2004-07-07 21:48:09.180000,L5,301.80,288.84,281.34,279.71,,,,,,,,
2004-07-23 21:48:33.165000,L5,311.50,295.67,292.42,288.00,,,,,,,,
2004-08-08 21:48:50.888000,L5,303.07,286.90,285.11,279.52,,,,,,,,
2004-08-24 21:49:18.016000,L5,311.93,297.29,291.45,276.76,,,,,,,,
2004-10-20 21:44:28.706000,L5,303.89,282.77,282.91,283.76,,,,,,,,
2004-10-27 21:50:47.740000,L5,306.39,290.67,293.46,295.93,,,,,,,,
2005-01-15 21:52:09.437000,L5,331.46,293.82,292.65,296.55,,,,,,,,
2005-02-25 21:46:35.721000,L5,332.20,304.93,298.74,304.20,,,,,,,,
2005-03-04 21:52:52.217000,L5,314.68,297.15,288.01,284.82,,,,,,,,
2005-03-13 21:46:47.612000,L5,322.54,300.72,298.11,297.72,,,,,,,,
2005-03-29 21:46:54.602000,L5,318.31,297.25,291.14,287.34,,,,,,,,
