dates,nzd0199-0000,nzd0199-0001,nzd0199-0002,nzd0199-0003,nzd0199-0004,nzd0199-0005,nzd0199-0006,nzd0199-0007,nzd0199-0008,nzd0199-0009,nzd0199-0011,nzd0199-0010,satname
1999-09-29 21:52:52+00:00,,294.92,288.37,291.62,,,,,,,,,L7
1999-12-25 21:58:52+00:00,316.56,299.48,293.58000000000004,296.78499999999997,,,,,,,,,L7
2000-02-04 21:52:37+00:00,316.56,295.2166666666667,289.99666666666667,293.23333333333335,,,,,,,,,L7
2000-03-14 21:58:35+00:00,299.2,291.695,289.99666666666667,293.23333333333335,,,,,,,,,L7
2000-03-30 21:58:33+00:00,293.41,287.9975,290.81,294.04,,,,,,,,,L7
2000-05-26 21:51:48+00:00,296.9325,289.3,286.8066666666667,294.04,,,,,,,,,L7
2000-08-05 21:57:08+00:00,291.44,285.33,278.625,288.46,,,,,,,,,L7
2000-08-14 21:50:56+00:00,291.44,285.33,284.68333333333334,302.32,,,,,,,,,L7
2000-09-15 21:50:25+00:00,298.485,287.6325,284.77,297.94666666666666,,,,,,,,,L7
2000-10-17 21:50:01+00:00,304.0366666666667,290.13333333333327,288.788,302.015,,,,,,,,,L7
2000-11-09 21:56:21+00:00,299.79,289.0875,287.535,302.015,,,,,,,,,L7
2000-12-20 21:50:16+00:00,297.22,287.10499999999996,288.20166666666665,302.015,,,,,,,,,L7
2001-01-05 21:50:16+00:00,294.035,286.53,287.0028571428571,302.015,,,,,,,,,L7
2001-03-10 21:50:10+00:00,296.4475,287.108,285.62666666666667,301.71,,,,,,,,,L7
2001-06-21 21:55:29+00:00,294.36,289.7966666666667,279.9,,,,,,,,,,L7
2001-09-09 21:54:36+00:00,304.4,293.35,281.16,289.55,,,,,,,,,L7
2001-09-25 21:54:28+00:00,290.22,289.0366666666667,279.055,289.55,,,,,,,,,L7
2001-10-20 21:48:09+00:00,290.22,288.46000000000004,279.00333333333333,289.55,,,,,,,,,L7
2002-01-31 21:54:50+00:00,294.17333333333335,290.8325,279.235,287.28,,,,,,,,,L7
2002-02-25 21:48:47+00:00,294.17333333333335,290.96400000000006,279.962,287.28,,,,,,,,,L7
2002-03-29 21:48:39+00:00,305.195,294.825,282.755,286.08,,,,,,,,,L7
2002-06-01 21:48:28+00:00,305.195,297.5233333333333,284.04,290.05333333333334,,,,,,,,,L7
2002-06-24 21:54:28+00:00,305.195,297.5233333333333,284.04,299.315,324.6,,,,,,,,L7
2002-08-27 21:54:00+00:00,308.31,294.695,285.93,301.725,324.6,,,,,,,,L7
2002-10-07 21:47:33+00:00,,294.52,282.54,309.625,323.685,326.84,326.53,,331.91,343.38,,348.01,L7
2002-10-14 21:53:43+00:00,295.11,291.765,287.99,306.894,323.685,326.84,326.53,,331.91,343.38,,348.01,L7
2002-10-23 21:47:39+00:00,295.11,297.59999999999997,291.89000000000004,303.505,323.685,326.84,326.53,,331.91,343.38,,348.01,L7
2003-01-18 21:54:30+00:00,295.11,297.59999999999997,291.89000000000004,298.98249999999996,322.77,326.84,326.53,,331.91,343.38,399.04,348.01,L7
2003-04-24 21:54:46+00:00,,295.93,288.13,312.73,306.15,310.14,295.06,288.74,,,399.04,,L7
2003-05-03 21:48:37+00:00,,293.065,286.36,313.225,310.81,310.56,295.06,288.74,,,399.04,,L7
2003-05-10 21:54:46+00:00,292.78,292.87666666666667,284.5566666666667,308.36,310.81,310.56,295.06,288.74,,,399.04,,L7
