dates,satname,nzd0045-0000,nzd0045-0001,nzd0045-0002,nzd0045-0003,nzd0045-0004,nzd0045-0005,nzd0045-0006,nzd0045-0007,nzd0045-0008,nzd0045-0009,nzd0045-0010,nzd0045-0011,nzd0045-0012
2019-11-20 22:17:54.950000,L8,409.90,368.76,368.90,370.31,368.89,372.54,366.72,361.89,360.29,347.65,343.81,367.68,356.90
2019-12-22 22:17:51.823000,L8,401.70,359.65,354.03,354.22,356.34,353.41,350.36,351.03,349.83,337.57,,,
2019-12-31 22:11:38.231000,L8,368.50,358.43,349.38,356.76,363.17,371.27,382.42,392.10,380.15,370.61,384.57,410.26,406.24
2020-02-01 22:11:29.826000,L8,378.92,358.78,349.60,359.66,363.20,368.93,372.48,376.92,374.24,369.26,379.36,412.68,408.54
2020-02-24 22:17:35.189000,L8,411.60,390.30,375.90,374.99,372.43,377.41,374.06,364.86,369.11,353.89,360.85,375.87,365.75
2020-03-27 22:17:20.128000,L8,355.42,351.78,347.83,344.98,348.55,348.70,340.69,341.39,340.32,322.82,,,
2020-04-12 22:17:12.700000,L8,395.77,405.51,378.44,380.11,374.84,380.85,382.36,390.02,383.62,373.01,370.64,395.27,378.35
2020-04-21 22:10:57.868000,L8,382.43,365.67,376.37,367.57,369.90,381.26,385.20,384.26,387.06,385.16,390.47,425.32,421.12
2020-06-08 22:11:00.065000,L8,375.54,344.55,342.91,349.46,357.80,356.34,361.16,361.02,363.02,353.60,353.22,371.24,359.46
2020-07-01 22:17:22.957000,L8,395.06,355.51,354.03,356.21,357.33,356.00,352.41,351.68,349.58,336.07,,,
2020-07-10 22:11:15.773000,L8,340.25,318.59,321.60,329.78,336.62,339.33,340.52,344.56,347.07,338.93,,,
2020-07-17 22:17:28.975000,L8,,,335.63,343.52,339.36,343.84,348.70,347.69,344.50,320.86,,,
2020-08-02 22:17:33.048000,L8,387.46,353.60,352.21,363.62,361.38,359.37,354.45,352.20,350.41,337.02,,,
2020-09-03 22:17:46.393000,L8,414.40,382.66,375.42,376.34,375.30,380.07,378.32,365.83,368.61,353.67,357.09,365.69,330.75
2020-09-12 22:11:38.984000,L8,370.53,322.69,328.52,338.07,343.87,349.59,350.99,353.02,354.46,347.59,,,
2020-09-19 22:17:52.015000,L8,415.88,394.03,372.46,376.29,375.24,378.96,375.26,372.23,361.20,351.24,351.62,367.14,327.73
2020-09-28 22:11:43.377000,L8,363.66,335.50,351.66,351.08,361.14,367.75,361.65,361.53,366.03,353.06,332.53,354.95,354.72
2020-12-17 22:11:45.420000,L8,338.83,314.76,323.02,323.47,331.61,332.00,322.55,340.73,337.07,330.48,,,
2021-01-25 22:17:44.203000,L8,359.38,356.46,348.62,343.17,338.31,336.61,,,,,,,
2021-02-19 22:11:27.994000,L8,342.99,321.87,326.32,329.14,338.15,340.29,341.67,346.69,351.06,343.72,,,
2021-02-26 22:17:35.944000,L8,365.68,352.72,353.12,352.83,353.96,350.13,348.17,347.59,346.79,332.36,,,
2021-03-30 22:17:22.624000,L8,374.53,354.27,350.91,352.30,352.44,353.35,351.02,352.36,344.89,326.22,,,
2021-04-24 22:11:01.432000,L8,367.38,323.59,329.35,333.66,342.99,347.46,346.71,352.29,353.31,346.78,,,
2021-05-01 22:17:07.841000,L8,405.75,378.02,369.28,370.68,368.61,374.70,370.68,363.98,363.34,348.53,347.29,362.00,351.00
2021-05-17 22:17:12.707000,L8,,345.37,343.38,342.68,340.93,339.96,335.10,338.16,331.08,,,,
2021-05-26 22:11:07.110000,L8,342.16,321.03,326.40,335.78,342.21,350.65,342.59,347.76,348.26,340.00,,,
2021-07-13 22:11:19.559000,L8,342.43,322.64,323.92,330.16,336.89,341.74,341.97,343.51,346.85,339.00,,,
2021-08-14 22:11:33.700000,L8,378.70,354.23,358.26,359.54,362.49,368.94,367.06,367.59,372.59,365.06,365.01,385.18,373.43
2021-10-01 22:11:46.773000,L8,353.55,318.21,323.13,333.45,339.87,344.71,344.87,349.29,351.81,343.41,,,
2021-10-17 22:11:50.671000,L8,362.33,324.98,333.21,340.09,346.14,352.44,353.66,356.75,360.10,352.41,327.54,,
2021-10-24 22:18:01.850000,L8,,351.28,343.78,343.64,346.43,343.62,325.83,335.60,338.59,321.29,,,
2021-11-25 22:17:57.047000,L8,394.03,366.79,363.89,368.80,365.81,366.07,366.57,362.48,360.22,348.22,336.15,346.37,320.44
2021-12-19 22:17:52.616000,L9,410.45,392.28,376.50,375.56,375.95,375.05,371.00,364.36,364.91,349.90,348.63,357.13,345.62
2022-01-21 22:11:35.958000,L8,350.31,335.09,333.50,333.72,340.84,347.57,344.97,350.45,354.40,346.20,330.96,352.32,342.06
2022-02-14 22:11:37.090000,L9,337.24,312.09,318.39,316.32,331.93,321.57,,,,,,,
2022-02-21 22:17:43.336000,L9,384.99,364.60,361.18,364.55,362.85,361.93,355.92,355.07,348.68,339.72,321.90,338.34,321.53
2022-02-22 22:11:26.680000,L8,340.17,311.87,319.66,326.05,333.68,338.56,336.50,342.37,341.56,332.75,,,
2022-03-26 22:11:11.888000,L8,342.58,318.81,324.77,327.54,338.09,341.73,340.23,346.11,347.60,338.60,,,
2022-05-05 22:11:07.160000,L9,372.28,382.40,384.38,364.74,363.36,370.48,370.53,372.93,378.05,365.40,364.22,367.60,360.29
2022-05-12 22:17:13.223000,L9,380.32,354.43,350.92,354.47,354.69,353.56,350.84,350.89,349.13,336.37,,,
2022-05-21 22:10:55.639000,L9,361.85,348.57,346.47,345.78,349.74,359.37,358.31,356.57,359.93,350.82,345.13,356.24,351.72
2022-06-05 22:17:39.656000,L8,394.44,380.73,374.42,371.14,368.23,367.73,361.16,358.65,358.55,341.34,335.60,337.04,325.62
2022-06-13 22:17:12.050000,L9,391.56,367.86,360.41,360.35,359.20,357.22,353.69,353.64,354.97,344.71,,,
2022-06-14 22:11:35.206000,L8,,,317.30,322.61,325.60,331.23,331.07,335.52,338.66,325.49,,,
2022-06-21 22:17:48.970000,L8,385.50,368.79,357.49,358.20,360.86,361.33,353.87,352.35,350.80,337.06,,,
2022-06-29 22:17:28.498000,L9,,,,,347.35,347.90,332.04,344.63,341.83,325.74,,,
2022-07-15 22:17:24.696000,L9,371.05,349.10,345.38,347.95,346.51,347.52,339.95,340.99,341.13,320.50,,,
2022-07-16 22:11:39.057000,L8,364.57,370.80,351.09,361.12,364.56,367.16,369.68,368.47,365.80,358.67,352.78,363.01,354.78
2022-07-31 22:17:39.593000,L9,412.11,387.55,373.22,375.33,375.31,376.20,370.44,363.21,360.58,346.78,339.42,339.97,325.37
2022-08-08 22:18:05.196000,L8,379.54,352.54,347.55,346.58,351.00,350.75,344.71,346.80,346.40,331.78,,,
2022-08-09 22:11:34.517000,L9,,,312.81,321.94,326.93,331.16,332.68,338.28,340.66,330.24,,,
2022-09-09 22:18:11.619000,L8,405.00,368.77,363.29,363.47,363.51,364.88,360.06,355.11,355.20,340.78,327.58,335.61,323.69
