dates,satname,nzd0550-0000,nzd0550-0001,nzd0550-0002,nzd0550-0003,nzd0550-0004,nzd0550-0005,nzd0550-0006,nzd0550-0007,nzd0550-0008,nzd0550-0009,nzd0550-0010,nzd0550-0011,nzd0550-0012,nzd0550-0013,nzd0550-0014,nzd0550-0015
1999-08-08 22:19:52.507000,L7,,,284.37,315.79,313.74,259.48,263.93,253.79,245.68,229.85,211.79,,,,253.06,275.98
1999-10-27 22:19:51.122000,L7,,,,,,,,254.97,250.49,242.02,235.15,223.10,220.41,233.88,242.16,169.00
1999-11-05 22:13:40.966000,L7,342.51,323.93,307.65,314.44,297.67,277.71,279.08,279.76,270.78,261.99,262.94,350.26,361.35,369.79,366.36,337.99
1999-12-07 22:13:41.663000,L7,249.05,211.15,290.68,284.81,275.19,220.32,229.66,231.45,193.55,200.66,245.16,240.52,224.25,240.77,259.70,271.13
1999-12-30 22:19:45.690000,L7,379.32,375.18,374.21,318.02,302.16,287.47,281.84,272.27,261.40,252.14,293.03,308.79,302.01,309.34,305.01,318.32
2000-04-20 22:19:15.385000,L7,326.31,304.88,300.78,331.83,320.53,284.54,267.04,255.63,245.97,231.73,216.45,242.92,227.90,245.62,292.79,281.02
2000-05-31 22:12:42.435000,L7,265.58,236.62,239.05,209.08,145.23,214.72,225.41,226.70,212.03,209.05,174.00,,154.69,227.77,241.94,282.28
2000-06-07 22:18:48.627000,L7,302.95,277.56,260.32,228.86,182.38,242.44,252.44,244.40,226.24,196.28,172.59,,157.32,221.37,219.42,267.23
2000-06-16 22:12:38.425000,L7,275.66,247.06,243.03,216.89,156.35,229.82,247.51,255.17,231.74,226.19,186.86,216.44,193.29,243.87,267.12,285.96
2000-09-04 22:11:34.434000,L7,303.96,286.62,281.93,347.10,344.04,355.32,347.68,346.55,331.43,319.45,319.37,335.79,322.41,332.28,353.27,301.05
2000-09-20 22:11:14.930000,L7,310.02,294.79,327.00,308.18,302.10,277.68,279.71,279.67,270.52,261.45,256.11,248.05,245.55,260.27,313.48,308.11
2000-09-27 22:17:24.534000,L7,340.12,318.45,319.66,315.80,310.98,283.93,279.22,263.27,256.90,246.74,245.71,239.32,237.88,250.44,261.03,282.99
2001-02-11 22:11:12.788000,L7,,,193.19,205.79,168.28,177.84,,,,,,152.56,199.26,208.78,248.64,275.23
2001-02-27 22:11:06.137000,L7,335.29,357.51,352.64,357.19,355.35,347.36,342.51,324.20,322.34,322.63,319.61,310.81,309.27,323.89,327.33,352.89
2001-03-06 22:17:18.578000,L7,394.18,362.86,374.95,341.65,324.54,303.87,338.43,328.08,316.01,275.91,291.19,272.71,273.48,262.53,282.33,289.51
2001-03-22 22:17:09.568000,L7,335.67,359.38,338.94,319.39,309.11,290.00,286.01,286.89,260.85,264.72,259.32,240.27,234.69,242.62,260.12,316.95
