dates,nzd0550-0000,nzd0550-0001,nzd0550-0002,nzd0550-0003,nzd0550-0004,nzd0550-0005,nzd0550-0006,nzd0550-0007,nzd0550-0008,nzd0550-0009,nzd0550-0010,nzd0550-0011,nzd0550-0012,nzd0550-0013,nzd0550-0014,nzd0550-0015,satname
1999-08-08 22:19:52+00:00,,,284.37,,,259.48,263.93,,245.68,229.85,,,,,253.06,275.98,L7
1999-11-05 22:13:40+00:00,,,284.37,,,268.595,271.505,,258.23,245.92000000000002,262.94,,,,253.06,275.98,L7
1999-12-07 22:13:41+00:00,249.05,,287.525,,,268.595,271.505,,258.23,245.92000000000002,254.05,240.52,224.25,240.77,256.38,273.555,L7
1999-12-30 22:19:45+00:00,249.05,,287.525,,,274.8866666666667,274.95,272.27,259.28666666666663,247.99333333333334,254.05,240.52,224.25,240.77,256.38,273.555,L7
2000-04-20 22:19:15+00:00,249.05,,295.73,,,283.24,275.9866666666666,263.95,259.38333333333327,248.62,241.51666666666665,241.72,226.075,243.195,276.245,276.075,L7
2000-05-31 22:12:42+00:00,257.315,,295.73,209.08,145.23,262.24333333333334,258.09666666666664,263.95,253.68499999999997,241.935,230.80499999999998,241.72,226.075,238.05333333333337,276.245,276.075,L7
2000-06-07 22:18:48+00:00,265.58,,300.78,218.97000000000003,163.805,257.2925,256.6825,263.95,253.68499999999997,241.935,216.45,242.92,227.9,231.58666666666667,292.79,274.125,L7
2000-09-04 22:11:34+00:00,265.58,286.62,291.355,218.97000000000003,163.805,247.23333333333335,248.2966666666667,255.63,245.97,231.73,216.45,242.92,227.9,231.58666666666667,292.79,274.125,L7
2000-09-20 22:11:14+00:00,265.58,286.62,291.355,218.97000000000003,163.805,254.845,256.15,267.65,258.245,246.58999999999997,236.27999999999997,245.485,236.72500000000002,238.7575,292.79,274.125,L7
2000-09-27 22:17:24+00:00,265.58,286.62,291.355,218.97000000000003,163.805,260.662,260.764,266.19,257.7966666666666,246.64,239.42333333333332,243.42999999999998,237.11,241.094,276.90999999999997,277.08,L7
2001-02-11 22:11:12+00:00,,286.62,281.93,205.79,168.28,280.805,279.46500000000003,271.46999999999997,263.7099999999999,254.09499999999997,250.91,243.685,227.56333333333336,239.83,254.83499999999998,279.11,L7
2001-03-22 22:17:09+00:00,,,,205.79,168.28,286.96500000000003,282.615,275.08,258.875,255.73000000000002,252.51499999999996,239.79500000000002,223.9433333333333,233.9466666666667,256.59666666666664,279.11,L7
2001-04-16 22:10:54+00:00,298.63,279.68,,205.79,168.28,290.0,272.365,270.7,255.89499999999998,253.395,247.70499999999998,240.53500000000003,225.09666666666666,225.70000000000002,254.38,275.23,L7
2001-07-05 22:10:09+00:00,285.39,279.68,,210.98,157.15,290.0,257.66,270.7,255.89499999999998,253.395,247.70499999999998,240.53500000000003,225.09666666666666,225.70000000000002,254.38,275.23,L7
2001-11-26 22:09:21+00:00,272.15,305.51,295.98,216.17,146.02,273.46,250.66,271.82,261.82,262.41,252.68,244.65,238.97,257.84,,,L7
2002-07-31 22:15:11+00:00,,,291.31,,,269.02,276.2,,,,217.98,217.99,217.44,236.86,265.41,285.99,L7
2002-10-03 22:14:41+00:00,,,291.31,,,276.04999999999995,273.305,265.83,250.97,246.62,231.11,226.72500000000002,226.37,239.28500000000003,258.105,281.615,L7
2003-01-07 22:15:16+00:00,,,291.31,,162.17,267.8933333333333,262.33,274.16499999999996,261.41,253.805,231.11,226.72500000000002,226.37,239.28500000000003,258.105,281.615,L7
2003-02-24 22:15:37+00:00,235.4,,,190.04,162.17,267.33,255.395,274.16499999999996,261.41,253.805,244.24,235.46,220.615,232.60500000000002,250.8,277.24,L7
2003-03-21 22:09:27+00:00,269.745,,,190.04,162.17,267.33,255.395,274.2733333333333,262.03000000000003,253.805,244.24,235.46,220.615,232.60500000000002,250.8,277.24,L7
2003-04-13 22:15:43+00:00,269.745,,,190.04,162.17,263.79999999999995,257.09000000000003,272.79333333333335,262.5366666666667,251.53500000000003,227.63,228.16,222.47,240.27999999999997,272.15,301.46,L7
2003-05-15 22:15:40+00:00,269.745,,,190.04,162.17,263.79999999999995,261.13,270.15250000000003,260.47,246.44000000000003,229.875,239.235,225.7733333333333,240.27999999999997,272.15,301.46,L7
2003-10-07 21:58:35+00:00,,,,,,287.84,277.3233333333333,269.5833333333333,261.6666666666667,251.29666666666665,229.875,246.96333333333334,245.18666666666664,271.31499999999994,272.15,301.46,L5
2004-03-31 21:59:59+00:00,,,,,160.24,299.66,260.71999999999997,257.205,254.39,247.59999999999997,207.48,262.42,264.17,264.22499999999997,259.83,287.57,L5
2004-04-23 22:06:53+00:00,,294.61,277.76,183.23,176.65,,241.3,240.8,236.07,223.64,209.55,,,242.88,259.83,287.57,L5
2004-05-02 22:00:57+00:00,,294.61,288.945,183.23,176.65,292.85,254.01666666666665,252.3166666666667,236.07,223.64,223.72,253.74,260.66,242.88,259.83,287.57,L5
2004-05-18 22:01:26+00:00,,294.61,288.945,183.23,176.65,292.85,254.01666666666665,244.47000000000003,227.99666666666667,216.84666666666666,223.72,253.74,260.66,242.88,259.83,287.57,L5
2005-01-13 22:06:52+00:00,,,316.31,,306.61,303.89,294.83,,,,279.75,266.28,267.63,,,,L5
2005-05-12 22:14:14+00:00,,,316.31,,306.61,303.89,294.83,,,,263.355,260.28,258.205,,,,L5
2005-05-28 22:14:23+00:00,,,295.155,,287.05,283.04499999999996,276.94,,,,263.355,260.28,243.22333333333333,233.41,238.62,269.65,L5
2005-07-15 22:14:43+00:00,,,274.0,,272.25,266.95,266.53,,,239.29,235.46,236.185,229.41,240.255,238.62,269.65,L5
2005-08-09 22:08:46+00:00,,,274.0,,276.75333333333333,264.4733333333333,267.9633333333333,,,242.08499999999998,233.51333333333332,238.42999999999998,233.4825,248.26,238.62,269.65,L5
2006-04-13 22:18:38+00:00,,307.26,294.14,,279.83,271.75,268.59,258.46,245.36,229.28,214.37,209.27,218.07,236.64,238.61,273.78,L5
