dates,nzd0529-0000,nzd0529-0001,nzd0529-0002,nzd0529-0003,nzd0529-0004,nzd0529-0005,nzd0529-0006,nzd0529-0007,nzd0529-0008,nzd0529-0009,nzd0529-0010,nzd0529-0011,nzd0529-0012,nzd0529-0013,nzd0529-0014,nzd0529-0015,nzd0529-0016,nzd0529-0017,nzd0529-0018,nzd0529-0019,nzd0529-0020,nzd0529-0021,nzd0529-0022,nzd0529-0023,nzd0529-0024,nzd0529-0025,nzd0529-0026,nzd0529-0027,nzd0529-0028,nzd0529-0029,nzd0529-0030,nzd0529-0031,nzd0529-0032,nzd0529-0033,nzd0529-0034,nzd0529-0035,nzd0529-0036,nzd0529-0037
2019-02-21 22:20:30+00:00,,305.73,287.92,289.20500000000004,274.745,259.69,251.98,259.7,251.535,257.75,263.574,285.012,290.6975,274.934,301.895,313.875,316.4,311.05,310.9933333333333,293.36400000000003,290.595,287.6166666666667,276.77,277.36333333333334,272.42,277.55333333333334,278.4433333333333,282.45666666666665,281.91333333333336,296.91600000000005,292.24833333333333,285.996,286.04200000000003,279.6825,269.354,272.21799999999996,272.194,278.61199999999997
2019-05-28 22:20:29+00:00,,308.40999999999997,300.105,290.03499999999997,274.21000000000004,259.69,251.98,259.7,263.845,252.61,266.26,288.81,306.675,277.945,307.21500000000003,315.12,319.08,312.5,312.885,293.97333333333336,288.51666666666665,286.1433333333334,274.3966666666667,276.2033333333334,269.56333333333333,277.28333333333336,275.37,280.27666666666664,277.31,284.18,287.50666666666666,272.9,275.39,275.735,261.525,268.92,273.63,281.185
2019-09-26 22:14:56+00:00,,305.955,298.975,289.095,271.23,246.26,,,262.71500000000003,251.18,266.105,282.26,283.69000000000005,276.79999999999995,306.56,,,295.55,294.7,292.92,289.215,285.48,272.8,275.35,268.575,279.37,269.29999999999995,273.77,271.56,265.58500000000004,276.23,257.53999999999996,263.17999999999995,267.45500000000004,253.79,258.575,264.48,279.48
2019-11-13 22:14:57+00:00,,307.68333333333334,298.975,287.72,270.86333333333334,246.26,,,262.63,252.36333333333334,266.05333333333334,282.1933333333333,280.41333333333336,278.71,306.56,,,295.55,294.7,292.92,289.215,285.48,272.8,275.35,268.2366666666667,279.37,269.29999999999995,273.3666666666666,270.34666666666664,265.74333333333334,275.73,258.5133333333333,262.95666666666665,266.47333333333336,254.29333333333332,257.74333333333334,264.50333333333333,280.8566666666666
2020-04-12 22:20:24+00:00,,309.935,293.51,285.72,273.105,,,,263.245,252.105,266.475,288.46000000000004,289.645,283.225,,,,,,,,,279.18,,268.435,275.2,273.54,273.055,268.26,267.66499999999996,274.855,262.16499999999996,263.075,264.53999999999996,255.39,256.52,262.93499999999995,283.995
2020-05-14 22:20:12+00:00,,310.385,296.67499999999995,288.285,278.34000000000003,,,,257.71999999999997,251.125,265.71000000000004,283.015,288.615,281.45000000000005,302.17,313.06,301.88,297.84,298.77,293.39,,,277.53499999999997,276.12,266.105,275.2,273.54,273.55,265.84000000000003,266.66499999999996,274.98,258.075,260.975,263.845,255.355,257.91999999999996,264.255,281.855
2020-05-30 22:20:16+00:00,,310.11333333333334,297.89,287.84,277.07666666666665,,,,253.42666666666665,250.88333333333333,265.2766666666667,279.08,282.6366666666667,280.03000000000003,299.45000000000005,312.075,300.925,298.38,298.89,294.25,290.15,285.94,276.45666666666665,275.675,265.3633333333333,275.2,273.54,273.55,263.93666666666667,263.87333333333333,272.03,255.59333333333333,259.21666666666664,263.6666666666667,254.73333333333335,257.26666666666665,264.62333333333333,280.43
2020-07-10 22:14:27+00:00,,310.5825,300.635,288.20500000000004,277.07666666666665,,,,251.89749999999998,250.96,264.56,276.12,279.0475,278.395,299.25,312.075,300.89000000000004,297.3666666666666,298.59,293.92333333333335,290.725,286.435,276.0775,276.41333333333336,264.895,275.2,266.245,270.775,263.025,262.28,272.03,253.92000000000002,258.385,262.825,254.6125,256.8125,264.7875,278.6175
2020-07-26 22:14:32+00:00,,310.69,300.848,287.696,277.07666666666665,,,,251.21999999999997,250.87600000000003,264.062,274.654,276.732,277.702,299.07,311.8333333333333,301.135,297.18,297.5,293.1875,290.81,286.77,276.344,276.6425,265.078,273.68,264.93333333333334,270.09999999999997,262.65999999999997,261.81399999999996,272.03,253.16,257.62,262.825,254.46599999999998,256.57599999999996,264.584,277.67199999999997
2020-08-27 22:14:44+00:00,,310.69,300.848,287.696,277.07666666666665,,,,251.21999999999997,250.87600000000003,264.062,274.654,276.732,277.702,299.07,311.8333333333333,301.135,297.18,297.5,293.1875,290.81,286.77,276.825,276.832,265.0783333333333,273.68,264.9925,270.03,262.65999999999997,262.57666666666665,272.03,253.31500000000003,257.5,263.508,254.32833333333335,256.57599999999996,264.584,277.67199999999997
2020-10-14 22:14:56+00:00,,310.924,306.306,288.11800000000005,275.1,252.49,,,247.782,251.17,263.322,270.222,271.258,278.162,299.07,311.8333333333333,301.135,297.18,297.5,293.1875,290.81,286.77,276.354,276.832,264.232,272.16,262.1433333333334,268.8566666666666,261.17499999999995,261.238,269.08,251.204,256.27200000000005,263.2425,254.098,256.47999999999996,265.40000000000003,275.995
2021-05-17 22:20:24+00:00,,,,,,,,,,,,242.7,246.45,,,,,,,,237.97,250.71,253.94,254.44,238.57,254.57,245.34,250.11,,,,,,,,,,
2021-06-27 22:14:29+00:00,,,,,,,,,,,,242.7,246.45,,,,,282.78,284.73,274.81,254.45999999999998,261.29,253.035,254.33499999999998,238.225,254.14999999999998,242.4,245.35500000000002,,,,,,,,,,
2021-08-14 22:14:45+00:00,,,,,,,,,242.7,250.3,258.56,252.585,255.82,271.91,294.11,,294.89,288.705,289.34000000000003,281.65999999999997,266.47333333333336,269.31333333333333,261.15333333333336,254.33499999999998,245.04333333333332,260.30333333333334,246.89333333333335,252.09333333333333,260.27,250.09,260.53,230.35,247.96,237.44,238.8,240.78,236.78,246.24
2021-08-30 22:14:49+00:00,,306.31,303.41,288.83,274.59,256.42,,,244.63,250.115,260.68,257.1666666666667,259.5833333333333,273.79,294.11,,296.775,291.56333333333333,292.01,285.31333333333333,272.8825,274.13750000000005,265.89,262.79333333333335,250.64499999999998,263.9925,251.76749999999998,257.0575,263.02,256.08,263.755,233.245,249.74,239.765,242.835,244.905,239.85,247.78500000000003
2021-11-02 22:15:01+00:00,,301.68,302.57500000000005,287.57,271.515,256.70500000000004,,,243.58666666666667,249.64333333333335,259.94,259.5475,261.2925,274.5466666666667,294.11,,296.775,291.56333333333333,292.01,285.31333333333333,272.8825,274.13750000000005,268.28000000000003,265.35,253.498,265.498,254.69,259.296,263.09666666666664,257.3566666666667,263.66,236.47333333333333,251.17999999999998,241.57666666666668,242.835,244.905,237.4433333333333,247.89333333333335
2021-12-12 22:14:55+00:00,,301.61333333333334,307.21000000000004,287.8233333333333,272.96666666666664,256.70500000000004,,,242.5875,249.41,259.555,266.875,266.385,274.795,297.765,309.22,298.91333333333336,292.49,292.64250000000004,286.54,284.3175,281.905,272.126,268.905,258.082,268.336,258.36199999999997,262.76599999999996,262.8025,258.1625,263.015,238.415,251.36,242.415,243.39333333333335,245.83666666666667,236.7825,248.07250000000002
2021-12-19 22:21:04+00:00,,301.845,310.4875,287.8233333333333,273.46,248.56000000000003,253.16,245.08,242.202,249.544,259.554,270.058,267.048,275.776,299.91333333333336,309.345,299.8425,293.282,293.25,287.538,284.41999999999996,282.562,272.6766666666667,269.3,258.67333333333335,268.61833333333334,259.51,263.8866666666666,262.802,259.046,262.816,240.142,252.31400000000002,242.946,244.19,246.32,236.914,248.404
2022-01-28 22:20:55+00:00,,305.45,313.932,288.625,274.62600000000003,251.8675,253.945,247.335,241.83,249.8516666666667,259.8533333333333,273.8616666666667,267.72499999999997,276.53000000000003,301.19,309.04333333333335,299.82,295.562,295.584,290.556,287.33000000000004,285.346,276.6766666666667,272.592,262.7083333333333,271.26166666666666,263.8,268.74333333333334,262.91,259.66333333333336,263.16,241.6,253.08,243.53166666666667,244.77800000000002,247.05,236.97333333333333,248.81000000000003
2022-02-22 22:14:38+00:00,,305.90833333333336,315.1033333333333,288.28,274.855,253.43400000000003,254.01999999999998,247.335,241.22666666666666,249.17833333333337,259.69166666666666,276.34499999999997,267.63,277.065,302.5825,308.6125,300.432,295.08599999999996,295.414,290.696,286.00600000000003,284.96999999999997,275.4583333333333,271.9266666666667,262.65000000000003,270.41333333333336,264.895,268.7366666666667,263.055,261.365,263.1433333333334,243.94000000000003,253.94000000000003,244.74833333333333,245.858,248.404,236.65833333333333,249.34833333333336
2022-03-01 22:20:48+00:00,,306.7616666666667,318.27166666666665,288.026,275.08166666666665,254.48999999999995,254.01999999999998,247.335,240.16166666666666,248.99333333333334,259.02666666666664,278.98333333333335,267.7866666666667,277.3483333333333,303.18,308.786,300.82800000000003,294.398,294.912,290.166,284.528,284.39399999999995,274.24,270.3283333333333,261.375,269.29166666666663,264.6566666666667,268.03833333333336,262.40500000000003,261.51666666666665,262.5083333333333,245.67333333333332,254.64000000000001,245.135,245.43999999999997,248.35399999999998,235.57166666666663,249.71833333333336
2022-04-10 22:20:41+00:00,,308.25857142857143,319.95285714285717,288.026,275.08166666666665,255.65166666666664,255.7325,247.335,240.16,249.09142857142857,259.55285714285714,279.19714285714286,267.4271428571429,277.5257142857143,304.05333333333334,308.786,300.82800000000003,294.47,294.912,290.41166666666663,285.20666666666665,284.4533333333333,274.39428571428573,270.9542857142857,261.1742857142857,269.1485714285714,264.86285714285714,268.2157142857142,262.1657142857143,261.43285714285713,262.46714285714285,245.38714285714286,254.31,244.92000000000002,245.33,248.35833333333335,235.31857142857143,249.8814285714286
2022-05-04 22:20:37+00:00,,311.42285714285714,324.6171428571428,288.706,277.17833333333334,256.3333333333333,256.23999999999995,247.4466666666667,240.62142857142857,249.47714285714284,260.20285714285717,282.5442857142857,267.94,278.05,304.4857142857143,308.786,301.24833333333333,294.8071428571429,295.53000000000003,291.2,286.43142857142857,284.9157142857143,275.1042857142857,271.5585714285714,261.3385714285714,269.63142857142856,264.80285714285714,268.7528571428571,262.61857142857144,262.3014285714286,262.9857142857143,245.57285714285712,254.2757142857143,245.46571428571428,245.8685714285714,248.35833333333335,235.53,249.54714285714286
2022-06-05 22:20:51+00:00,,311.20625,324.6171428571428,288.706,277.17833333333334,256.3333333333333,256.23999999999995,247.4466666666667,240.62142857142857,249.47714285714284,260.20285714285717,282.5442857142857,267.94,278.12874999999997,304.56125,308.786,301.24833333333333,295.52750000000003,296.25857142857143,291.87375,287.555,285.89125,275.4375,272.3725,262.09125,270.12375,265.015,268.78625,263.21000000000004,262.6675,263.485,245.07999999999998,254.42875,245.46571428571428,245.8685714285714,248.35833333333335,233.38500000000002,249.54714285714286
2022-07-15 22:20:36+00:00,,313.2142857142857,324.59,289.032,275.146,261.146,257.00999999999993,248.63,241.24,250.275,261.8233333333333,281.3616666666667,267.95166666666665,277.8357142857143,304.70714285714286,305.5675,299.528,295.7042857142857,297.09999999999997,292.57714285714286,288.94428571428574,287.09714285714284,276.13714285714286,273.90714285714284,263.30285714285714,271.0671428571428,264.9642857142857,268.5657142857143,264.2157142857143,263.42571428571426,264.62,244.41142857142856,254.9628571428572,245.652,245.998,248.67000000000002,230.04857142857145,247.37166666666667
2022-07-23 22:21:07+00:00,,313.2142857142857,324.59,289.032,275.146,261.146,257.00999999999993,248.63,241.24,248.54999999999998,259.54,276.9457142857143,265.4685714285714,274.4775,301.0825,300.446,296.0966666666667,293.6425,295.0228571428571,290.85249999999996,287.41,285.44125,274.30875,272.3825,261.74875000000003,269.735,262.64125,266.94125,262.59375,260.88125,263.1925,242.38125,253.08,242.005,245.998,242.644,225.08,242.40857142857143
2022-07-31 22:20:51+00:00,,312.105,323.966,288.53249999999997,274.11,260.985,257.7699999999999,247.67,241.494,248.07666666666668,256.89,269.5314285714286,264.52833333333336,266.665,300.52,298.4475,295.37,293.5657142857143,294.7933333333333,287.37125000000003,285.865,283.57750000000004,271.92499999999995,270.81374999999997,260.18625,268.1775,260.14375,264.76124999999996,260.96625,258.11,261.525,239.67375,250.67875,238.3183333333333,245.715,235.612,223.33857142857144,241.00333333333333
2022-08-08 22:21:16+00:00,,312.105,323.966,288.53249999999997,274.11,260.985,257.7699999999999,247.67,240.0533333333333,248.6457142857143,257.825,268.93875,264.7742857142857,267.2288888888889,300.35375,298.4475,295.5416666666667,293.59875,294.84142857142854,287.4088888888889,286.15333333333336,283.84333333333336,272.5155555555555,271.6188888888889,261.2711111111111,268.9344444444444,260.47222222222223,265.1144444444444,261.58000000000004,258.46777777777777,262.1933333333333,239.64555555555555,250.9111111111111,239.0442857142857,243.76399999999998,234.99,221.21875,239.1057142857143
2022-08-09 22:14:46+00:00,,312.105,323.966,288.53249999999997,274.11,260.985,257.7699999999999,247.67,240.0533333333333,248.79500000000002,258.1188888888889,268.0466666666667,264.6925,267.53000000000003,299.99888888888887,297.756,294.74285714285713,293.2111111111111,294.06,287.004,285.83299999999997,284.023,272.301,271.772,261.58299999999997,269.038,260.306,264.96299999999997,261.68,258.4,262.125,239.39899999999997,250.829,238.805,241.98833333333334,234.20857142857145,219.56111111111113,237.70999999999998
2022-08-25 22:14:50+00:00,,311.42833333333334,320.81,288.3725,271.275,261.41333333333336,259.56999999999994,247.67,237.375,249.325,258.6988888888889,266.6355555555556,264.925,267.25100000000003,299.88666666666666,296.842,294.5828571428571,293.41444444444437,294.15625,287.25,286.394,284.39,272.93199999999996,272.613,262.756,269.599,260.472,265.192,262.04,258.65,262.665,238.96000000000004,250.892,238.70374999999999,240.50333333333333,231.89714285714285,216.25777777777776,235.12625000000003
2023-02-17 22:15:01+00:00,,305.495,313.19,290.845,267.505,251.31,,219.98,231.3,249.89499999999998,261.85,263.725,265.615,272.085,298.67,302.75,296.83,293.28999999999996,291.515,290.19,286.995,285.67499999999995,276.91999999999996,274.71000000000004,266.635,270.245,263.76,268.19,263.8,261.6,262.98,239.305,252.28,238.46,234.385,228.57,210.82999999999998,227.26
2023-02-24 22:21:03+00:00,,305.58500000000004,319.64,293.565,270.37,252.215,198.93,219.98,239.405,249.01999999999998,259.825,262.065,265.15,272.12,,,,291.45500000000004,288.32500000000005,285.16499999999996,283.885,283.97,275.93,270.48,261.16499999999996,266.28499999999997,262.11,265.38,262.49,260.69,259.21000000000004,237.88,250.37,232.9,233.97,225.505,215.45999999999998,227.14
2023-03-05 22:14:49+00:00,,304.13000000000005,319.7133333333333,292.96999999999997,270.5366666666667,251.29,198.93,219.98,238.49,247.85666666666665,259.3966666666667,261.23,263.4166666666667,271.63666666666666,,,,290.96333333333337,287.86333333333334,283.6666666666667,283.00333333333333,283.4066666666667,274.3966666666667,269.57,260.68333333333334,266.14000000000004,260.56333333333333,264.49333333333334,262.03000000000003,259.64000000000004,258.42,236.91333333333333,249.46,232.48666666666668,232.78666666666666,224.49,213.01999999999998,226.90333333333334
2023-04-14 22:14:09+00:00,,301.815,315.64,291.275,269.3,251.29,198.93,219.98,236.92000000000002,247.3675,258.63,260.06,263.27750000000003,271.325,294.8,287.89,288.67,290.33000000000004,288.8575,284.27,282.96500000000003,282.68,272.875,268.555,259.0525,264.0925,258.20500000000004,262.9775,261.3625,258.34000000000003,257.8975,234.29,247.8125,231.66,231.265,224.4575,212.87,227.85500000000002
2023-05-23 22:20:05+00:00,,301.815,315.64,291.275,269.3,251.29,198.93,219.98,236.92000000000002,247.3675,258.63,260.06,258.674,267.294,276.735,270.245,270.71500000000003,283.324,284.748,280.51,277.87,275.636,272.875,268.555,252.096,264.0925,258.20500000000004,254.602,257.218,251.28400000000002,250.23199999999997,234.29,247.8125,231.66,231.265,224.4575,212.87,227.85500000000002
2023-07-10 22:20:29+00:00,,302.54200000000003,315.47799999999995,290.384,267.848,251.29,198.93,219.98,238.488,248.4,260.09000000000003,260.836,259.25,267.8066666666667,276.735,276.5733333333333,270.71500000000003,283.324,284.748,282.5683333333333,277.87,275.636,272.594,269.996,254.37,264.526,258.56000000000006,255.99666666666667,258.6333333333333,253.09,251.72,233.702,248.012,232.804,232.06199999999998,224.894,212.848,229.32
2023-07-27 22:14:14+00:00,,307.08166666666665,315.47799999999995,290.384,267.848,251.29,198.93,219.98,238.488,248.4,260.09000000000003,260.836,259.25,267.8066666666667,276.735,276.5733333333333,270.71500000000003,283.324,284.748,282.5683333333333,277.87,275.636,272.594,269.996,254.37,264.526,258.56000000000006,255.99666666666667,258.6333333333333,253.09,251.72,233.702,248.012,232.804,232.06199999999998,224.894,212.848,236.92166666666665
2023-08-27 22:20:47+00:00,,308.102,314.4075,288.4125,266.33,249.44,,,239.77,248.97750000000002,261.44,261.1625,258.75,267.964,276.735,276.5733333333333,270.71500000000003,277.90333333333336,282.3633333333333,283.546,277.7925,270.08,272.755,271.8225,254.93,265.18,258.26750000000004,254.41400000000004,259.562,251.542,251.07,231.2625,247.525,234.75500000000002,231.2325,226.29500000000002,212.7175,241.19
2023-09-04 22:20:46+00:00,,308.388,313.8675,287.1125,265.17,244.68,,,241.2225,250.25,262.8525,261.83750000000003,260.128,268.986,276.735,276.5733333333333,270.71500000000003,279.21999999999997,285.4066666666667,285.554,279.70500000000004,270.9033333333333,273.8675,272.97749999999996,256.596,265.90999999999997,259.415,254.97200000000004,260.914,251.87800000000001,251.794,230.42000000000002,247.845,235.3825,231.64499999999998,228.3475,213.675,241.94
2023-09-29 22:14:38+00:00,,308.5016666666666,313.8675,287.938,265.236,242.96,214.52,,245.68800000000002,254.12400000000002,265.752,265.8,263.77666666666664,268.986,276.735,276.5733333333333,270.71500000000003,279.21999999999997,285.4066666666667,285.554,279.70500000000004,270.9033333333333,273.8675,272.97749999999996,256.596,265.90999999999997,264.832,260.2966666666667,265.52166666666665,256.58,256.38166666666666,238.752,252.796,241.88199999999998,236.12399999999997,233.81599999999997,219.084,244.86666666666667
2024-01-26 22:21:02+00:00,,304.9425,314.5833333333333,289.2175,265.925,244.15666666666667,214.52,219.63,243.92249999999999,255.555,267.1,267.015,270.34,276.5933333333333,,,,293.565,293.935,290.5566666666666,287.28333333333336,285.52,277.83,274.79,266.53,268.4633333333333,269.51,270.89750000000004,272.2325,265.5125,265.485,243.3375,255.635,244.85000000000002,237.1325,236.45749999999998,222.42249999999999,240.2525
2024-01-27 22:14:37+00:00,,303.90999999999997,313.86249999999995,288.968,266.65999999999997,245.565,214.52,219.63,241.148,254.038,265.71400000000006,265.49,268.918,275.47249999999997,,296.52,,292.84666666666664,292.4866666666667,289.945,285.9675,285.19666666666666,277.405,273.155,265.11,268.0125,268.12800000000004,269.41999999999996,270.02000000000004,264.348,263.934,242.212,254.16799999999998,243.292,235.808,234.288,221.368,237.91199999999998
2024-02-19 22:20:51+00:00,,303.0,313.62399999999997,288.89166666666665,266.56,245.314,214.52,219.18,241.13166666666666,253.17166666666665,264.8566666666667,265.11,268.19666666666666,275.692,,296.52,,293.035,292.99,290.13,285.81800000000004,285.9175,277.884,273.06800000000004,264.924,268.36,267.82,268.84166666666664,268.83833333333337,263.80833333333334,263.3616666666667,241.845,253.5583333333333,242.58333333333334,235.24833333333333,233.30166666666665,221.3033333333333,237.55500000000004
2024-04-24 22:14:13+00:00,,299.03000000000003,310.29999999999995,288.88999999999993,266.9366666666667,246.8833333333333,,219.18,231.77333333333334,248.94666666666663,260.88000000000005,260.7166666666667,263.9233333333333,275.15333333333336,,296.52,,292.7366666666667,291.96333333333337,289.09666666666664,283.5366666666667,286.3066666666667,277.91,271.5666666666667,261.93666666666667,267.45666666666665,264.6233333333334,264.9575,262.4175,260.99666666666667,258.98,237.65,249.6833333333333,237.54999999999998,230.93999999999997,227.24333333333334,219.1933333333333,232.3166666666667
2024-06-10 22:19:52+00:00,,302.0825,312.54999999999995,289.61,265.77,246.8833333333333,,219.18,235.53,250.05749999999998,261.945,262.2275,265.7575,276.2625,299.62,300.42499999999995,298.82,294.3825,293.9525,290.18,285.515,288.4225,279.52,274.2375,263.3025,267.45666666666665,264.6233333333334,264.9575,262.4175,260.99666666666667,258.98,237.65,249.6833333333333,237.54999999999998,230.93999999999997,227.24333333333334,219.1933333333333,232.3575
2024-06-19 22:13:49+00:00,,303.43600000000004,313.51599999999996,287.66999999999996,264.71000000000004,246.8833333333333,,219.18,237.82800000000003,250.248,262.53200000000004,262.71,266.26599999999996,276.22799999999995,298.47,300.30333333333334,297.81,294.84000000000003,294.966,290.652,286.106,289.012,279.84000000000003,275.716,264.562,267.45666666666665,264.6233333333334,264.9575,262.4175,260.99666666666667,258.98,237.036,249.6833333333333,237.54999999999998,230.93999999999997,227.24333333333334,220.0425,232.85
2024-07-12 22:20:12+00:00,,304.81666666666666,315.10999999999996,288.20166666666665,264.87166666666667,246.8833333333333,,219.18,238.985,250.53666666666663,263.54833333333335,263.39166666666665,267.2866666666667,276.91,299.7,301.2675,298.6766666666667,296.31166666666667,296.0216666666667,291.575,287.1033333333333,289.545,280.5833333333333,276.77833333333336,265.84,269.7475,265.96500000000003,266.38,264.03200000000004,261.96500000000003,260.845,237.915,250.79500000000002,237.5225,228.04,225.50500000000002,220.2,233.26333333333332
2024-08-13 22:20:26+00:00,,307.622,318.378,287.136,264.10600000000005,244.31,,218.73,245.158,251.308,264.818,264.454,268.424,277.064,298.8575,301.3375,298.08500000000004,297.51800000000003,297.522,292.67199999999997,288.65600000000006,291.60749999999996,281.982,279.248,267.79,273.25666666666666,267.29999999999995,268.0175,266.365,262.6066666666666,263.31,237.63600000000002,252.61333333333332,236.89,223.92666666666665,222.40666666666667,220.97,233.942
2024-09-07 22:14:30+00:00,,308.882,319.342,287.30600000000004,263.892,230.82,,,246.234,251.83800000000002,265.68999999999994,264.378,269.12600000000003,277.068,298.8575,301.3375,298.08500000000004,298.02599999999995,297.952,292.848,289.36600000000004,292.7833333333333,282.5275,281.06,269.054,275.62,268.68333333333334,269.305,267.735,263.2633333333333,264.42333333333335,238.14600000000002,252.89,235.96333333333334,221.15666666666667,220.76999999999998,221.655,233.95999999999998
2024-10-16 22:20:51+00:00,,308.435,319.1516666666667,287.38500000000005,264.43833333333333,238.515,234.64,,245.74,251.76,265.4916666666666,264.59666666666664,269.16333333333336,277.32,298.8575,301.3375,298.08500000000004,298.02599999999995,297.952,293.0733333333333,289.9566666666667,292.99249999999995,283.044,280.99333333333334,269.445,275.8125,268.6375,269.34000000000003,268.21400000000006,263.9575,264.5075,238.95166666666668,252.4625,236.3075,221.49,220.7975,221.956,233.5566666666667
2024-10-24 22:20:57+00:00,,308.0142857142858,319.15857142857146,287.9957142857143,264.8414285714286,234.04666666666665,234.64,,245.46142857142857,252.62285714285716,265.6714285714285,265.0257142857143,269.82142857142856,278.0685714285714,300.544,302.51800000000003,299.02,298.41333333333336,298.44,293.49285714285713,290.3628571428572,292.93999999999994,283.39,281.5628571428571,270.04,276.334,269.38800000000003,270.546,270.072,264.852,265.008,240.73000000000002,252.502,236.63000000000002,223.84,222.448,223.28166666666667,234.33714285714288
2025-02-13 22:20:58+00:00,163.65,306.46000000000004,318.8225,289.84000000000003,266.955,238.04500000000002,236.015,226.22,243.955,253.26,264.955,266.4275,269.51750000000004,278.48249999999996,307.29,307.24,302.76,298.245,298.765,293.9866666666666,291.4933333333334,293.17499999999995,285.115,282.47333333333336,270.0675,277.2166666666667,269.265,270.03000000000003,269.89250000000004,265.505,263.59499999999997,244.4025,250.65250000000003,235.85750000000002,224.0525,221.4675,223.965,234.0325
2025-03-09 22:20:38+00:00,163.65,306.9125,319.9275,290.3075,268.47249999999997,236.35250000000002,235.35666666666665,225.36,243.16250000000002,253.42499999999998,264.4575,267.4475,268.81,278.235,307.29,307.24,302.76,300.35,300.88,291.55333333333334,292.8550000000001,293.17499999999995,281.56333333333333,277.4866666666667,267.22499999999997,273.3,267.4425,268.53249999999997,268.6275,265.55,262.7425,244.08999999999997,249.8375,235.015,222.01999999999998,219.04500000000002,223.0075,232.8425
2025-04-10 22:20:22+00:00,163.65,305.904,319.606,289.948,268.206,238.37600000000003,235.35666666666665,225.36,242.19400000000002,252.56,263.812,266.688,267.864,277.064,301.515,307.24,299.485,296.61,296.77,291.255,291.03000000000003,289.83,280.1,275.525,266.614,271.62,266.284,267.492,267.566,264.254,261.468,242.51999999999998,248.898,234.286,220.68400000000003,217.74,221.35999999999999,231.906
2025-05-04 22:20:29+00:00,163.65,306.4125,320.4375,290.365,268.54499999999996,241.4475,235.71499999999997,225.36,242.845,251.7825,263.495,266.89,265.7575,275.13,295.74,300.21,297.705,296.36,293.775,289.2733333333333,288.95500000000004,285.405,276.87,270.5566666666666,264.23749999999995,267.15000000000003,264.245,265.825,265.605,262.9875,259.32500000000005,241.5125,247.35750000000002,232.8275,216.8675,215.02,218.45250000000001,230.74
