dates,satname,nzd0002-0000,nzd0002-0001,nzd0002-0002,nzd0002-0003,nzd0002-0004,nzd0002-0005,nzd0002-0006,nzd0002-0007,nzd0002-0008,nzd0002-0009,nzd0002-0010,nzd0002-0011,nzd0002-0012,nzd0002-0013,nzd0002-0014,nzd0002-0015,nzd0002-0016,nzd0002-0017,nzd0002-0018,nzd0002-0019,nzd0002-0020,nzd0002-0021
2005-04-03 22:04:40.528000,L5,,203.88,191.23,198.32,210.38,215.99,223.31,226.07,233.38,249.44,248.23,244.96,244.48,246.18,244.77,245.51,228.76,237.05,267.63,287.79,308.06,251.60
2005-04-19 22:04:43.597000,L5,,201.56,193.59,199.58,210.96,215.10,224.60,223.38,232.30,249.16,246.60,245.97,246.96,242.71,246.24,244.23,228.07,237.27,262.08,281.54,299.00,246.01
2005-06-06 22:05:05.724000,L5,188.73,216.86,198.47,219.20,224.65,234.93,237.58,248.73,252.32,270.34,269.71,280.69,283.59,269.93,272.29,275.27,263.28,271.95,285.16,301.86,317.40,276.13
2005-08-25 22:05:41.221000,L5,,,,194.58,206.20,211.49,216.90,217.59,231.85,241.18,241.72,238.47,239.50,238.69,236.77,236.33,219.17,,245.49,269.29,290.30,236.26
2005-09-26 22:05:42.687000,L5,,204.38,197.01,206.76,211.35,214.70,221.81,225.80,234.49,250.71,247.41,248.61,246.85,249.14,245.81,255.28,226.66,249.63,268.37,287.45,306.57,252.68
2005-11-13 22:05:57.059000,L5,,,,189.04,204.16,208.33,223.65,232.24,241.03,243.11,222.59,,,,,,,,230.18,259.56,219.23,227.77
2006-02-17 22:08:11.136000,L5,236.90,229.73,224.15,233.09,228.14,237.86,246.48,247.53,256.21,267.75,272.34,275.80,270.72,273.91,278.73,280.44,261.22,276.68,287.07,308.04,346.05,298.59
2006-05-08 22:09:38.251000,L5,,,,,,195.01,200.30,204.82,209.23,220.52,218.37,221.31,220.80,224.05,225.97,223.32,196.97,193.89,243.62,260.81,280.42,217.67
2006-06-25 22:10:20.606000,L5,251.77,246.96,238.58,237.78,237.47,245.91,257.77,270.71,271.98,284.29,294.19,278.02,284.27,277.81,279.70,281.41,274.55,281.98,294.43,314.46,349.86,305.38
2006-08-12 22:10:59.603000,L5,,,,194.33,199.44,199.66,207.67,215.08,209.00,230.53,229.52,233.66,237.03,235.90,236.62,235.64,,,,267.33,203.88,230.23
2006-09-13 22:11:23.474000,L5,,205.46,194.37,206.48,214.98,225.18,224.58,230.91,233.74,250.37,249.67,249.06,248.78,249.52,250.78,265.22,237.58,252.10,273.65,291.18,308.29,256.32
2006-09-29 22:11:34.525000,L5,189.31,209.80,199.99,203.32,211.01,222.92,230.33,236.45,249.07,259.18,247.95,249.11,252.07,251.89,257.06,259.24,237.59,256.58,272.58,294.03,317.90,318.83
2009-01-24 22:02:55.057000,L5,,,,,,,,228.47,239.60,249.86,250.82,248.35,250.65,246.13,249.29,247.86,237.28,240.60,263.94,280.74,298.06,253.02
2010-01-27 22:08:26.527000,L5,,,,196.81,197.31,207.01,225.53,230.13,212.97,245.40,248.70,247.89,247.16,247.15,245.76,244.06,226.34,240.77,266.61,279.84,286.18,248.71
2010-02-12 22:08:30.110000,L5,,204.74,200.34,212.04,212.58,220.43,227.21,235.10,234.97,250.45,249.87,249.26,250.14,245.36,249.80,245.90,232.30,242.65,262.45,278.89,294.81,256.36
2010-11-27 22:07:24.215000,L5,,204.25,194.67,204.34,211.18,226.44,232.01,237.22,243.28,253.75,251.41,255.09,251.72,250.64,256.36,252.37,236.07,252.55,269.27,287.35,308.57,256.12
2011-02-15 22:07:34.670000,L5,,201.20,196.57,199.55,196.36,216.68,224.70,230.10,234.69,249.17,246.67,246.53,247.49,243.13,248.67,251.17,231.86,238.72,258.61,281.97,298.30,252.59
2011-09-11 22:06:09.236000,L5,,203.27,195.41,203.77,202.91,207.93,216.10,,,,,,,241.37,244.72,249.08,230.20,239.21,258.98,276.61,301.13,254.23
2013-04-25 22:19:21.025000,L8,195.61,224.81,210.79,213.00,226.56,235.64,239.45,245.41,256.17,268.69,261.06,262.59,264.25,264.25,264.88,267.15,257.54,268.19,,,,
2013-05-11 22:19:31.249000,L8,209.54,226.05,215.30,217.73,232.34,241.61,246.80,248.99,260.07,271.13,269.58,269.78,269.58,265.17,268.20,271.57,254.69,282.39,291.75,308.85,327.53,267.85
2013-06-28 22:19:33.252000,L8,276.58,261.33,250.32,256.11,251.90,263.54,269.92,266.17,284.50,285.73,302.56,284.86,295.35,295.34,293.53,289.56,284.25,301.33,308.72,322.24,346.18,322.34
2013-07-14 22:19:34.707000,L8,200.33,234.51,225.00,233.68,229.89,244.45,255.14,255.29,263.08,273.44,278.18,270.19,271.08,268.38,273.58,277.58,254.06,279.34,294.38,309.90,341.90,272.48
2013-08-31 22:19:38.558000,L8,195.40,223.01,210.71,210.02,225.97,200.65,258.03,240.66,266.28,271.69,275.94,265.83,268.35,262.36,260.72,274.43,255.13,280.20,288.66,305.56,324.88,261.60
2013-10-02 22:19:28.820000,L8,327.05,366.57,319.35,347.53,509.66,524.90,328.29,360.70,345.57,354.83,384.45,399.45,325.25,326.97,347.54,356.57,393.24,343.45,354.32,359.76,398.77,477.31
2013-11-03 22:19:20.378000,L8,218.37,238.71,226.80,223.52,239.04,244.51,252.48,265.52,269.63,283.48,282.37,284.66,275.72,275.14,277.45,284.56,275.61,285.67,296.96,312.72,339.75,282.83
2013-12-05 22:19:13.005000,L8,,,,,,,,,,215.50,205.71,237.99,240.22,245.47,239.90,226.73,212.30,218.29,237.51,,,
2014-01-06 22:18:54.881000,L8,,,,,,219.17,226.04,231.93,210.69,249.06,230.37,245.84,250.56,248.44,245.76,240.79,213.47,230.94,257.48,,,
2014-02-23 22:18:20.398000,L8,202.79,224.97,208.62,210.52,226.56,236.84,240.03,246.80,257.16,267.93,263.04,268.42,264.54,262.64,268.73,270.85,254.38,278.54,290.84,304.83,323.49,267.28
2014-03-11 22:18:08.266000,L8,348.96,229.70,212.73,217.37,248.97,,,283.95,266.68,269.93,266.39,274.63,268.62,265.60,269.74,284.09,251.42,278.37,289.87,305.18,325.02,271.72
2014-03-27 22:17:50.001000,L8,207.61,226.21,219.98,214.58,232.47,239.35,243.85,250.22,261.97,273.71,276.41,276.33,271.09,265.97,269.88,276.50,260.70,283.12,289.82,307.20,341.38,267.47
2014-04-12 22:17:37.464000,L8,208.92,233.40,228.75,225.50,237.51,245.73,254.08,257.70,267.01,281.39,277.27,275.03,274.51,278.14,269.95,282.20,244.93,284.30,297.10,313.98,336.72,278.78
2014-04-28 22:17:22.576000,L8,321.23,268.24,274.46,268.17,298.27,299.15,396.76,310.07,322.04,324.88,340.75,332.29,313.68,314.23,302.07,306.40,297.85,314.97,339.74,362.07,399.76,319.00
2014-05-14 22:17:08.923000,L8,212.74,225.53,217.67,217.80,235.57,240.75,248.55,250.17,262.94,273.34,274.32,278.05,273.69,269.62,271.53,280.19,254.48,283.85,293.27,312.19,338.25,274.05
2014-05-30 22:17:11.184000,L8,289.09,291.60,276.71,279.01,285.51,286.13,295.83,317.10,302.07,312.61,327.51,317.84,317.11,317.89,318.52,315.52,310.75,307.82,317.39,346.90,371.72,306.45
2014-07-01 22:17:22.417000,L8,203.71,223.50,210.25,210.23,227.85,233.37,239.23,244.37,252.69,265.73,263.48,262.96,260.73,259.64,260.97,,,,,291.30,317.23,258.64
2014-07-17 22:17:28.260000,L8,304.28,263.89,286.18,268.33,268.73,270.25,272.64,282.27,295.81,303.90,306.28,307.55,312.01,316.17,326.99,295.09,310.37,309.14,318.11,345.03,370.02,328.40
2015-01-09 22:17:38.882000,L8,,,,,,,,,,245.61,228.98,245.64,249.24,247.22,247.78,246.19,213.69,220.68,270.25,285.11,297.58,241.03
2015-02-10 22:17:27.012000,L8,,,,,,313.07,247.06,251.56,261.50,272.69,267.89,272.47,270.35,268.38,271.63,272.68,241.05,281.13,289.71,306.80,329.07,270.73
2015-06-02 22:16:44.532000,L8,274.37,463.63,338.34,359.51,256.13,261.59,268.41,392.44,410.22,432.96,412.83,313.88,303.09,291.59,303.96,430.91,417.08,452.72,399.95,464.15,488.65,490.73
2015-07-20 22:17:10.706000,L8,251.29,291.69,253.70,253.93,294.67,282.04,278.59,304.83,298.56,306.49,308.75,305.89,311.07,296.77,316.19,313.60,300.34,319.40,336.27,335.51,388.92,314.49
2015-08-05 22:17:13.094000,L8,,,,,,,,,,249.23,247.98,250.51,252.49,253.66,251.48,255.03,218.16,208.66,271.45,286.92,301.09,249.11
2015-10-24 22:17:40.820000,L8,205.33,224.54,211.14,212.92,226.86,236.44,242.79,250.85,259.13,269.66,269.22,272.53,267.76,265.85,265.73,272.13,258.96,278.66,288.44,307.51,330.03,275.33
2015-12-11 22:17:42.627000,L8,221.38,230.81,229.62,223.63,236.77,246.53,254.86,255.80,266.97,275.36,273.92,277.63,274.70,275.02,276.97,283.50,259.56,288.33,298.12,312.54,334.46,282.78
2015-12-27 22:17:43.409000,L8,268.20,256.15,281.66,264.05,269.33,284.79,293.51,292.07,294.22,309.94,321.20,322.66,309.39,311.74,319.14,316.07,317.67,320.58,330.16,346.49,365.39,318.08
2016-01-12 22:17:40.472000,L8,,,,,,,,,,245.23,230.43,247.20,249.00,246.39,248.44,246.07,215.96,223.88,267.61,282.68,294.99,247.63
2016-01-28 22:17:39.790000,L8,,,,,,,,,,,,236.74,248.90,245.58,246.72,237.29,214.06,216.82,272.18,286.81,300.30,246.41
2016-04-01 22:17:14.685000,L8,211.33,231.68,225.26,225.10,236.95,243.43,250.67,254.25,262.79,279.27,277.03,273.37,273.07,269.65,271.20,279.64,249.56,281.15,294.03,309.19,331.36,273.47
2016-05-03 22:17:13.318000,L8,209.76,224.96,213.91,213.94,230.96,238.41,244.29,248.47,259.07,272.46,269.06,269.45,266.46,266.17,265.69,271.24,247.71,279.10,292.18,308.06,324.47,268.17
2016-05-19 22:17:11.230000,L8,,,202.10,200.62,217.75,224.52,231.85,235.60,207.54,,,,,,,,,,,,,
2016-07-22 22:17:35.206000,L8,261.36,268.19,275.14,252.94,277.16,259.96,261.60,256.56,264.70,285.31,291.66,279.58,273.06,280.82,278.99,283.79,279.60,288.61,297.08,314.16,336.15,289.19
2016-08-07 22:17:37.552000,L8,285.37,327.77,323.40,251.05,282.78,282.86,285.84,302.10,298.16,314.63,320.39,373.04,293.08,293.22,329.83,295.72,326.15,301.23,349.87,407.47,459.15,459.47
2016-09-08 22:17:48.858000,L8,206.23,219.71,212.71,212.47,229.90,234.73,243.43,248.37,255.78,266.98,267.68,270.26,268.60,263.50,266.42,274.62,249.84,274.17,287.71,303.01,320.80,270.88
2016-09-24 22:17:49.840000,L8,215.30,225.40,215.43,219.69,236.07,238.81,249.70,248.68,259.96,273.96,282.63,275.25,271.02,267.87,274.80,275.10,252.93,281.52,293.60,312.57,329.72,278.51
2016-10-10 22:17:54.274000,L8,244.89,,276.78,234.67,236.39,240.25,246.19,251.08,259.62,271.05,274.79,274.93,273.07,268.54,273.26,279.85,255.57,284.25,295.18,311.10,329.40,281.10
2017-01-30 22:17:38.957000,L8,257.91,259.54,265.59,262.44,270.41,274.70,277.74,303.95,301.35,318.63,321.37,330.64,323.53,318.26,315.24,315.76,310.44,313.46,318.92,334.10,362.50,317.36
2017-03-03 22:17:25.727000,L8,225.35,240.96,227.39,222.66,244.38,246.35,254.18,274.87,278.58,293.28,284.85,283.37,278.24,275.08,270.24,278.82,260.28,286.62,300.01,313.45,335.88,289.49
2017-04-20 22:16:59.468000,L8,301.62,317.87,242.20,218.82,244.93,248.34,245.35,248.70,258.64,271.40,266.21,270.74,267.80,268.49,266.09,271.91,245.61,278.95,295.56,307.93,329.94,276.18
2017-06-07 22:17:15.240000,L8,215.52,231.53,215.48,213.88,235.19,242.07,244.80,251.17,262.14,274.41,275.79,273.70,270.55,267.56,281.85,273.13,251.81,279.69,297.68,318.29,333.09,274.42
2017-07-09 22:17:23.906000,L8,224.38,233.64,236.80,233.35,243.82,260.16,262.39,258.69,267.43,283.86,281.76,278.33,274.99,277.11,279.82,284.41,270.48,283.94,299.90,316.10,337.46,289.84
2017-07-25 22:17:30.862000,L8,267.39,266.47,260.96,244.15,260.05,266.14,273.17,278.16,289.48,307.57,324.70,302.18,297.57,297.95,300.84,319.45,300.78,310.49,331.85,345.29,353.24,317.31
2017-08-10 22:17:37.375000,L8,352.51,349.76,270.58,236.98,242.65,254.03,266.28,261.42,274.15,286.00,302.95,281.13,284.30,287.14,282.21,283.66,283.35,293.90,318.45,331.93,355.95,301.02
2017-09-11 22:17:42.311000,L8,,,,,,220.48,223.27,231.34,200.03,238.86,219.04,252.54,255.08,252.42,250.45,263.05,234.14,215.11,272.79,277.24,294.17,254.28
2017-11-30 22:17:44.511000,L8,,,,,,,203.11,235.73,212.36,251.35,244.14,252.87,,,,,,,,,,
2018-02-02 22:17:27.894000,L8,212.43,356.54,298.73,236.92,,,,,,,,288.29,267.38,296.39,286.48,279.24,248.22,288.01,299.23,322.58,345.90,284.90
2018-04-07 22:16:59.037000,L8,224.16,228.50,226.19,220.16,233.57,240.35,248.02,253.30,263.03,278.59,277.11,278.46,307.70,218.25,,,,,295.53,311.87,331.49,280.59
2018-05-25 22:16:28.178000,L8,,,,,,,,,,239.87,243.90,246.89,250.10,246.96,248.46,251.60,217.52,215.24,260.28,264.63,289.70,246.19
2018-06-10 22:16:26.226000,L8,221.37,231.41,229.80,220.33,236.73,242.24,244.03,249.39,261.60,277.16,278.90,270.96,273.09,265.85,265.70,279.39,253.72,278.43,293.69,309.21,328.84,272.97
2018-06-26 22:16:36.823000,L8,221.40,229.85,230.90,226.70,240.94,246.45,253.97,257.23,263.96,276.13,280.30,275.85,274.10,274.21,277.23,282.70,268.17,283.95,298.47,318.19,335.20,286.83
2018-08-29 22:17:08.269000,L8,,,,,,,,,,,,,251.17,248.11,250.11,250.75,217.72,210.64,265.88,260.10,,
2018-11-01 22:17:30.804000,L8,,,,,,,,,,,,,,,,206.15,213.68,262.62,261.87,,,
2018-11-17 22:17:31.986000,L8,214.10,224.63,211.65,212.73,228.98,235.75,243.12,249.32,259.49,269.01,264.80,275.17,271.38,267.61,272.64,278.55,253.03,281.53,293.06,309.82,327.56,277.61
2018-12-03 22:17:30.217000,L8,,,,,,,,,,208.23,208.22,243.71,248.57,246.73,246.07,235.96,216.15,226.38,269.44,,,
2019-01-04 22:17:27.803000,L8,,,,,,,,,,245.92,225.96,245.65,250.67,193.34,249.99,233.07,217.27,252.22,273.78,288.83,310.47,254.08
2019-01-20 22:17:24.544000,L8,220.17,226.04,212.38,212.47,228.58,236.06,243.29,251.49,259.32,270.43,264.78,275.56,259.98,269.58,199.45,216.29,248.07,278.63,293.41,308.23,327.98,281.24
2019-02-05 22:17:21.574000,L8,219.45,226.09,213.21,215.10,227.98,239.00,245.94,252.36,259.63,270.31,266.49,276.85,272.53,268.96,272.91,274.47,252.40,279.92,292.89,309.40,328.26,280.66
2019-03-25 22:17:09.739000,L8,226.70,238.10,236.91,225.73,244.20,248.45,261.77,268.19,269.75,281.80,283.49,284.20,285.11,288.92,284.41,285.97,271.16,301.99,320.57,316.69,336.04,292.99
2019-04-26 22:16:59.330000,L8,213.23,221.96,213.32,211.27,226.20,232.98,241.34,245.93,257.71,269.30,264.51,272.01,267.44,264.09,265.33,271.40,251.23,274.45,292.07,309.87,326.95,279.10
2019-05-12 22:17:08.680000,L8,215.51,226.74,220.86,217.75,234.58,243.10,248.06,249.71,261.04,274.97,269.18,276.20,271.99,268.72,271.01,275.71,253.89,278.75,293.31,309.87,325.07,280.06
2019-05-28 22:17:17.913000,L8,224.85,241.48,239.17,247.65,249.08,248.46,271.03,277.32,283.45,286.93,283.39,296.28,297.14,294.14,287.17,288.46,266.99,301.85,309.79,325.46,347.17,295.11
2019-07-15 22:17:32.572000,L8,199.55,191.96,205.72,204.57,218.22,224.64,230.13,234.17,184.09,246.60,245.34,252.06,255.30,254.04,251.81,253.06,228.95,,,,,
2019-11-04 22:17:58.697000,L8,221.33,225.23,214.60,218.74,233.90,239.74,252.53,254.00,262.66,277.19,269.84,278.05,272.48,270.49,275.61,284.39,251.37,280.40,294.45,313.93,332.13,288.11
2019-12-22 22:17:51.823000,L8,214.31,227.72,210.67,216.29,228.22,235.59,244.21,251.83,259.43,269.11,264.96,277.59,273.36,268.65,273.45,279.08,252.97,279.27,293.87,311.38,329.88,280.85
2020-02-08 22:17:38.924000,L8,214.93,223.42,202.90,209.04,221.15,221.59,,275.09,264.79,,,,191.15,271.15,263.21,286.65,252.97,279.87,294.65,311.25,329.67,286.03
2020-02-24 22:17:35.189000,L8,224.64,227.56,220.62,223.29,239.00,244.37,252.40,254.49,267.25,274.55,269.64,282.47,278.37,273.58,277.75,287.42,264.67,282.53,298.24,317.65,335.58,289.86
2020-03-11 22:17:28.877000,L8,216.53,224.92,212.08,214.04,227.30,236.37,243.20,251.00,257.98,266.67,262.70,276.41,271.18,267.33,273.47,276.75,247.81,280.69,294.47,309.62,324.95,279.81
2020-03-27 22:17:20.128000,L8,216.41,225.18,219.66,220.21,227.85,275.23,264.06,258.31,264.65,275.34,272.80,287.31,275.11,269.62,276.71,284.58,256.36,280.97,294.71,314.60,330.93,283.66
2020-09-03 22:17:46.393000,L8,,,,201.54,214.34,220.94,224.81,230.16,195.05,241.73,241.57,247.48,252.72,251.27,248.45,244.20,215.74,217.08,273.09,284.89,301.89,252.66
2020-09-19 22:17:52.015000,L8,330.08,540.28,264.10,256.83,271.09,271.96,272.00,281.85,286.41,290.49,302.94,299.69,313.68,305.06,318.54,310.63,329.01,329.76,329.24,333.23,364.54,302.66
2021-01-09 22:17:48.906000,L8,221.61,223.67,211.80,217.38,227.21,233.88,243.82,251.87,262.89,270.16,265.81,274.91,273.67,269.04,271.71,277.80,248.14,281.81,296.45,311.96,329.87,278.17
2021-01-25 22:17:44.203000,L8,216.27,224.17,213.55,219.08,228.92,237.00,245.40,253.18,263.05,270.80,266.77,277.38,275.06,270.20,273.94,276.67,246.25,282.08,296.74,312.39,330.30,275.72
2021-02-26 22:17:35.944000,L8,220.60,234.67,217.11,220.10,229.93,237.77,247.78,253.58,261.37,272.26,269.48,280.20,276.51,271.52,275.37,280.06,251.91,283.62,297.44,313.22,331.34,279.31
2021-03-30 22:17:22.624000,L8,211.58,225.34,228.16,223.60,231.41,203.68,,246.44,258.62,268.04,263.48,271.24,270.25,267.57,268.30,272.92,245.39,274.48,293.10,306.81,321.15,272.50
2021-04-15 22:17:16.883000,L8,,407.83,506.15,,,193.43,250.17,252.01,259.93,270.00,267.79,274.14,273.46,269.69,270.33,248.95,201.91,281.60,295.98,310.65,329.89,277.73
2021-05-01 22:17:07.841000,L8,289.88,290.00,268.78,275.04,278.10,285.82,291.58,289.91,309.36,313.81,325.82,328.23,326.64,321.49,327.52,315.45,327.20,320.66,337.52,348.21,385.71,326.52
2021-05-17 22:17:12.707000,L8,221.34,236.00,239.77,341.10,308.67,254.72,257.85,260.13,264.64,289.68,279.32,279.03,280.72,278.36,277.56,283.89,265.83,282.36,305.85,315.14,332.07,290.62
2021-06-18 22:17:27.030000,L8,,,,,211.08,226.14,237.46,241.55,244.36,259.31,258.01,259.80,261.81,262.06,260.98,263.90,234.25,264.01,286.52,300.28,316.06,256.43
2021-07-04 22:17:29.944000,L8,212.01,227.96,224.02,219.00,235.44,241.10,250.74,252.29,261.74,275.61,271.82,277.93,273.99,273.61,275.39,280.81,257.10,278.66,297.24,316.64,328.66,282.23
2021-11-09 22:17:58.951000,L8,223.57,228.77,224.24,224.94,239.31,247.35,254.59,265.02,273.02,283.45,283.86,288.11,284.94,284.53,292.09,290.47,276.43,290.05,307.67,316.66,342.36,286.82
2021-12-19 22:17:52.616000,L9,189.10,197.42,199.62,202.80,215.83,221.82,230.57,236.34,216.81,250.91,239.89,248.22,253.61,252.84,252.54,240.01,218.09,255.02,278.63,294.13,312.19,250.14
2022-01-04 22:17:52.138000,L9,227.18,243.86,221.72,223.03,237.21,263.22,249.60,264.08,277.51,287.31,305.68,323.92,316.73,321.81,484.15,480.21,291.76,289.15,305.97,318.75,337.47,300.24
2022-01-12 22:17:49.562000,L8,213.27,224.49,212.56,213.49,227.92,236.11,243.96,250.50,259.92,269.18,267.22,272.50,270.99,268.40,270.90,275.14,245.63,279.10,298.27,312.23,330.08,275.81
2022-01-20 22:17:51.591000,L9,214.43,227.09,214.11,219.23,224.89,233.28,237.67,246.98,256.51,269.19,264.42,270.63,270.66,,,,,224.07,300.97,303.58,302.51,272.71
2022-02-21 22:17:43.336000,L9,276.07,264.58,261.77,267.68,272.05,270.98,283.77,287.04,302.84,296.98,320.60,320.80,318.42,310.52,308.61,310.00,316.35,320.15,331.69,341.79,353.74,317.64
2022-03-09 22:17:37.608000,L9,205.46,226.60,215.48,214.26,227.99,238.31,243.58,248.82,255.45,268.95,263.59,265.35,267.13,265.55,266.40,270.49,237.26,278.13,293.38,309.51,315.22,266.20
2022-05-04 22:17:26.026000,L8,,355.30,221.89,218.11,,,,,280.76,267.38,264.64,269.63,273.08,267.30,283.36,303.41,249.27,275.37,292.24,305.52,323.64,270.55
2022-05-12 22:17:13.223000,L9,,,,,,,,,220.01,328.96,359.90,218.79,303.51,285.64,278.97,284.88,265.34,283.48,295.52,307.62,323.48,267.02
2022-06-05 22:17:39.656000,L8,297.99,305.61,373.50,318.83,318.42,409.61,317.98,311.22,309.22,349.04,346.61,343.96,383.84,305.37,365.61,303.20,322.87,319.36,330.72,351.43,398.74,336.91
2022-06-13 22:17:12.050000,L9,297.17,260.30,257.68,243.12,255.98,260.81,275.89,266.21,281.62,287.12,299.32,310.64,287.34,321.44,293.01,307.36,306.50,316.85,333.73,360.39,435.43,372.06
2022-06-21 22:17:48.970000,L8,218.89,231.43,236.84,232.28,240.68,244.37,256.55,262.14,274.18,287.40,278.90,276.82,278.42,279.76,280.70,288.95,274.86,287.64,299.61,330.02,349.53,284.46
2022-07-15 22:17:24.696000,L9,210.81,231.63,217.50,210.04,235.73,238.68,263.56,261.58,212.79,206.75,250.76,298.53,265.86,262.80,264.04,273.26,251.48,277.86,286.14,302.29,323.68,266.96
2022-07-31 22:17:39.593000,L9,263.37,248.33,261.15,280.75,344.82,297.16,382.78,294.77,286.30,305.06,317.57,310.50,295.41,365.81,327.83,327.96,395.42,333.55,339.31,324.10,463.28,492.80
2022-08-08 22:18:05.196000,L8,220.47,231.62,235.58,229.22,241.33,262.07,257.55,257.08,275.93,307.80,299.89,360.69,287.77,431.55,294.52,293.52,271.14,289.27,299.82,313.83,342.58,294.68
2022-09-09 22:18:11.619000,L8,203.99,218.51,214.76,212.31,229.86,237.24,240.23,237.14,250.37,261.90,259.12,253.78,,252.77,252.84,260.99,228.54,221.97,261.75,,,
2022-09-17 22:17:54.625000,L9,215.42,230.05,220.44,223.00,234.40,243.17,244.28,258.23,216.57,275.49,270.72,276.74,271.77,265.48,265.23,272.88,255.64,268.23,291.79,303.02,334.01,269.47
2022-11-04 22:18:00.514000,L9,,,204.22,317.33,232.12,239.53,249.05,257.13,254.85,259.59,258.45,267.96,268.99,262.07,276.18,281.87,259.18,284.60,209.81,240.67,332.29,291.96
2022-12-22 22:17:59.519000,L9,256.46,255.75,260.90,278.31,284.75,291.30,292.24,334.05,341.53,311.54,311.40,318.03,305.52,327.76,322.85,339.07,374.56,353.21,347.99,322.12,351.44,322.11
2023-01-15 22:17:53.980000,L8,219.28,231.21,236.20,240.97,242.88,240.83,259.90,258.67,267.03,274.74,276.78,276.99,275.23,272.89,275.96,280.75,255.36,281.56,290.88,306.29,330.03,280.93
2023-01-31 22:17:58.841000,L8,,,,,,,,,,,,,220.92,240.78,241.42,231.92,205.88,228.38,263.38,273.08,294.30,240.41
2023-02-16 22:17:50.035000,L8,209.07,227.74,228.74,222.23,242.06,248.36,255.07,261.00,267.31,280.06,278.29,278.09,277.07,266.33,270.84,271.96,267.55,284.09,294.94,325.64,400.18,272.90
2023-03-04 22:17:37.574000,L8,199.57,204.85,202.94,206.95,218.56,226.22,234.70,193.22,249.41,259.88,260.03,262.58,530.82,538.90,511.31,281.31,243.57,282.13,290.18,306.18,327.08,270.35
2023-03-28 22:17:33.498000,L9,215.62,226.31,220.12,221.68,238.88,238.89,243.87,249.55,260.78,272.07,270.15,275.25,273.94,266.97,267.34,268.62,257.00,280.80,286.46,304.22,327.13,275.27
2023-05-15 22:17:12.111000,L9,210.67,229.00,221.41,227.98,236.48,248.55,257.60,254.40,263.85,273.29,276.83,272.99,273.03,268.93,273.15,270.26,257.39,280.76,290.51,306.45,328.38,273.63
2023-05-31 22:17:04.101000,L9,211.44,228.32,260.18,223.44,234.84,238.86,244.08,272.85,263.66,270.93,277.87,274.75,286.17,270.65,290.62,274.91,258.92,280.52,290.38,312.52,337.23,295.39
2023-06-08 22:17:00.359000,L8,202.48,220.83,217.65,212.99,225.18,235.94,242.74,244.14,256.74,265.94,265.72,263.33,263.98,269.34,276.89,277.25,280.62,284.77,293.55,312.17,340.15,297.74
2023-06-16 22:16:54.981000,L9,,,,,,,,,,241.40,231.16,242.85,248.14,246.65,242.88,237.32,,,,,,
