dates,nzd0002-0000,nzd0002-0001,nzd0002-0002,nzd0002-0003,nzd0002-0004,nzd0002-0005,nzd0002-0006,nzd0002-0007,nzd0002-0008,nzd0002-0009,nzd0002-0010,nzd0002-0011,nzd0002-0012,nzd0002-0013,nzd0002-0014,nzd0002-0015,nzd0002-0016,nzd0002-0017,nzd0002-0018,nzd0002-0019,nzd0002-0020,nzd0002-0021,satname
2000-09-20 22:08:03+00:00,,,,,,,,,,,,,232.08,214.1,238.75,210.42,224.33,,,,,,L7
2001-06-19 22:07:05+00:00,,,,,,,,,,231.92,273.15,228.6,227.09,246.92,219.29,233.09,240.93,263.95,252.79,257.67,279.59,,L7
2002-02-14 22:06:29+00:00,,,,,,,,,,,,,207.91,216.94,214.13,209.68,217.83,232.23,251.08,287.4,,,L7
2003-09-05 21:54:56+00:00,,,,,,,,,,236.22,233.69,229.31,235.33,232.43,233.02,234.57,213.59,228.38,252.27,269.27,291.53,,L5
2003-12-26 21:56:18+00:00,251.89,,,,247.98,252.75,258.3,265.28,,236.22,233.69,229.31,235.33,232.43,233.02,234.57,213.59,228.38,252.27,269.27,291.53,,L5
2004-05-18 21:58:14+00:00,251.89,202.63,193.53,202.81,228.01,233.815,240.215,245.84499999999997,236.8,247.66,244.0,243.87,246.59,239.52,241.27,242.46,224.52,208.71,242.03,269.26,293.09,,L5
2004-08-06 22:00:22+00:00,,202.63,193.53,202.81,208.04,214.88,222.13,226.41,236.8,247.66,244.0,225.615,229.99,226.04000000000002,230.06,228.995,224.52,208.71,237.67000000000002,259.72,276.9,207.81,L5
2004-08-22 22:00:48+00:00,,202.63,193.53,202.81,208.04,214.88,222.13,226.41,236.8,232.39499999999998,230.17000000000002,223.0,227.35666666666665,224.96666666666667,226.96666666666667,226.51999999999998,209.31,208.71,237.0233333333333,258.09999999999997,275.5133333333333,212.64,L5
2005-01-13 22:03:41+00:00,239.43,235.24,230.4,234.95,242.57,251.27,257.41,264.05,268.38,246.07,248.97000000000003,236.51,217.73999999999995,238.42666666666665,239.99,240.69999999999996,194.1,,253.63666666666668,274.74333333333334,266.725,238.1833333333333,L5
2005-04-03 22:04:40+00:00,239.43,219.56,210.815,216.635,226.475,233.63,240.36,245.06000000000003,250.88,262.225,264.915,264.68,244.48,263.03999999999996,262.555,265.255,228.76,237.05,279.75,319.19,308.06,270.435,L5
2005-04-19 22:04:43+00:00,239.43,213.56000000000003,205.07333333333335,210.95000000000002,221.3033333333333,227.45333333333335,235.10666666666668,237.83333333333334,244.68666666666664,257.87,258.81,258.4433333333333,245.72,256.2633333333333,257.1166666666667,258.24666666666667,228.415,237.16000000000003,273.85999999999996,300.365,303.53,262.29333333333335,L5
2005-09-26 22:05:42+00:00,,203.2733333333333,193.94333333333336,201.5533333333333,210.89666666666668,215.26333333333332,223.24,225.08333333333334,233.39000000000001,249.76999999999998,247.41333333333333,246.51333333333332,246.09666666666666,246.01,245.60666666666668,248.34,227.83,241.3166666666667,266.02666666666664,284.495,304.54333333333335,250.09666666666666,L5
2006-05-08 22:09:38+00:00,,,,,,195.01,200.3,204.82,209.23,220.52,218.37,221.31,220.8,224.05,225.97,223.32,196.97,,243.62,260.81,,217.67,L5
2006-06-25 22:10:20+00:00,251.77,,238.58,237.78,237.47,220.45999999999998,229.035,237.765,240.60500000000002,252.40500000000003,218.37,249.665,252.535,250.93,252.83499999999998,252.365,196.97,281.98,269.025,287.635,,217.67,L5
2010-02-12 22:08:30+00:00,,204.74,200.34,212.04,212.58,220.43,227.21,235.1,234.97,250.45,249.87,249.26,250.14,245.36,249.8,245.9,232.3,242.65,262.45,278.89,294.81,256.36,L5
2010-11-27 22:07:24+00:00,,204.25,194.67,204.34,211.18,226.44,232.01,237.22,243.28,253.75,251.41,255.09,251.72,250.64,256.36,252.37,236.07,252.55,269.27,287.35,308.57,256.12,L5
2011-02-15 22:07:34+00:00,,202.725,195.62,201.945,203.77,221.56,228.355,233.66,238.985,251.45999999999998,249.04,250.81,249.60500000000002,246.885,252.515,251.76999999999998,233.965,245.635,263.94,284.66,303.435,254.35500000000002,L5
2013-05-11 22:19:31+00:00,209.54,,,217.73,232.34,241.61,246.8,248.99,260.07,271.13,269.58,269.78,269.58,265.17,268.2,271.57,254.69,282.39,291.75,308.85,327.53,267.85,L8
2013-06-28 22:19:33+00:00,209.54,261.33,250.32,236.92000000000002,242.12,252.57500000000002,258.36,257.58000000000004,272.28499999999997,278.43,286.07,277.32,282.46500000000003,280.255,280.865,280.565,269.47,291.86,300.235,315.545,336.855,295.095,L8
2013-11-03 22:19:20+00:00,213.95499999999998,250.01999999999998,238.56,232.45333333333335,241.09333333333333,249.88666666666668,256.40000000000003,260.2266666666667,271.40000000000003,280.11333333333334,284.83666666666664,279.76666666666665,280.2166666666667,278.55,279.72666666666663,281.8966666666667,271.51666666666665,289.7966666666667,299.1433333333334,314.60333333333335,337.82,291.00666666666666,L8
2013-12-05 22:19:13+00:00,218.37,250.01999999999998,238.56,239.815,245.46999999999997,254.02500000000003,261.20000000000005,265.845,277.06500000000005,284.605,292.46500000000003,269.17,270.43,271.98333333333335,270.29333333333335,287.06000000000006,279.92999999999995,293.5,302.84000000000003,317.48,342.96500000000003,302.585,L8
2014-02-23 22:18:20+00:00,210.57999999999998,231.84,217.71,217.02,232.8,240.675,246.255,256.15999999999997,263.395,275.70500000000004,272.70500000000004,263.69,260.16,261.0833333333333,262.02666666666664,277.70500000000004,264.995,282.105,293.9,308.775,331.62,275.05499999999995,L8
2014-03-27 22:17:50+00:00,210.57999999999998,229.96333333333334,218.46666666666667,216.20666666666668,232.68999999999997,240.23333333333335,245.45333333333335,254.17999999999998,262.92,275.04,273.94,266.85,262.89250000000004,262.305,263.99,277.30333333333334,263.56333333333333,282.4433333333333,292.53999999999996,308.775,334.87333333333333,272.52666666666664,L8
