dates,nzd0512-0000,nzd0512-0001,nzd0512-0002,nzd0512-0003,nzd0512-0004,nzd0512-0005,nzd0512-0006,nzd0512-0007,nzd0512-0008,nzd0512-0009,nzd0512-0010,nzd0512-0011,nzd0512-0012,nzd0512-0013,nzd0512-0014,nzd0512-0015,nzd0512-0016,nzd0512-0017,nzd0512-0018,nzd0512-0019,nzd0512-0020,nzd0512-0021,nzd0512-0022,nzd0512-0023,nzd0512-0024,nzd0512-0025,nzd0512-0026,nzd0512-0027,nzd0512-0028,nzd0512-0029,nzd0512-0030,nzd0512-0031,nzd0512-0032,nzd0512-0033,nzd0512-0034,nzd0512-0035,nzd0512-0036,nzd0512-0037,nzd0512-0038,nzd0512-0039,nzd0512-0040,nzd0512-0041,nzd0512-0042,nzd0512-0043,nzd0512-0044,nzd0512-0045,nzd0512-0046,nzd0512-0047
2013-10-11 22:16:29+00:00,288.9814285714286,283.1975,282.44125,285.34499999999997,274.68666666666667,286.758,282.4271428571429,284.2583333333334,279.955,269.656,278.414,276.1666666666667,276.5785714285714,274.32166666666666,273.62833333333333,279.00666666666666,284.156,282.98285714285714,285.286,288.9625,285.462,262.22,290.6066666666666,295.34857142857146,306.568,308.075,303.096,308.9057142857143,308.7257142857143,308.2728571428571,304.2471428571429,294.28666666666663,295.952,304.24,303.90142857142854,301.07714285714286,300.65999999999997,305.35833333333335,309.102,297.9175,303.48,303.685,310.28,307.87,,280.28333333333336,,238.505
2013-10-18 22:22:37+00:00,289.34875,282.144,281.5755555555555,284.8385714285714,274.7685714285714,285.71666666666664,282.67875000000004,284.08714285714285,280.12142857142857,270.27833333333336,278.75166666666667,276.15142857142854,276.71999999999997,274.87857142857143,273.74142857142857,278.8057142857143,283.40833333333336,282.26875,284.385,287.89,284.8566666666666,259.3285714285714,287.0775,294.01,304.2366666666667,305.73400000000004,302.87166666666667,308.12125000000003,307.21,306.96875,303.24625000000003,292.84999999999997,294.0233333333333,302.81333333333333,302.6675,300.1475,299.44125,304.4785714285714,308.42,298.012,303.59999999999997,303.74333333333334,309.5,308.53499999999997,,280.28333333333336,,238.505
2013-11-19 22:22:25+00:00,290.96999999999997,282.69999999999993,282.4066666666667,286.42571428571426,277.3514285714286,288.12166666666667,285.15250000000003,287.71,284.0442857142857,272.84666666666664,281.86333333333334,278.1142857142857,278.71,277.54,275.9214285714286,280.71,284.9066666666667,283.31875,285.12833333333333,288.398,285.69166666666666,262.65857142857146,287.125,294.72,303.74833333333333,305.416,302.82666666666665,308.70875,307.36625000000004,307.09125,303.5625,294.3,293.31166666666667,302.18666666666667,302.57,300.39875,299.1675,304.46999999999997,308.4083333333333,298.656,304.90999999999997,304.925,310.105,310.41333333333336,321.95,283.18,,239.82000000000002
2014-02-23 22:21:32+00:00,292.382,283.9183333333333,282.31166666666667,286.62,279.80833333333334,286.425,287.56166666666667,289.4166666666667,285.255,277.105,284.245,279.7283333333333,281.02666666666664,283.168,279.46799999999996,283.648,285.474,281.1816666666667,285.7616666666667,289.07666666666665,287.35999999999996,261.93,288.02200000000005,293.088,301.12800000000004,303.266,301.07,306.9116666666667,304.885,304.93,301.37166666666667,292.00666666666666,292.9116666666667,302.385,299.37666666666667,298.45666666666665,294.915,302.62666666666667,306.99666666666667,300.0933333333333,305.866,306.004,311.184,311.72,321.95,283.8566666666666,305.34,244.74333333333334
2014-03-20 22:15:01+00:00,294.038,283.63,282.4083333333333,286.5366666666667,280.0783333333333,285.72999999999996,287.99,288.71999999999997,285.21166666666664,277.54833333333335,284.0066666666667,279.40500000000003,279.71666666666664,283.13599999999997,279.796,283.382,285.424,281.4116666666667,285.2483333333334,288.75,287.04833333333335,260.24833333333333,287.784,292.41999999999996,300.604,302.482,300.5333333333333,306.3383333333333,303.90166666666664,304.27666666666664,297.93666666666667,288.965,292.2,301.53000000000003,298.02,297.55333333333334,294.58666666666664,302.265,306.84499999999997,299.93666666666667,305.675,305.68333333333334,310.80833333333334,311.318,321.95,281.34499999999997,305.34,244.74333333333334
2014-04-21 22:14:29+00:00,306.6133333333333,288.65749999999997,287.9,291.3075,286.3025,289.33000000000004,293.0925,293.01,290.8675,287.455,288.70500000000004,280.26,280.97666666666663,283.18666666666667,280.44,286.17999999999995,287.79499999999996,286.0825,289.745,293.24,292.68,265.80333333333334,293.8575,296.4475,304.97749999999996,306.78999999999996,310.0425,307.4866666666667,305.71666666666664,309.0825,301.8275,288.22666666666663,299.3825,302.54,303.7125,302.2375,300.27250000000004,307.255,312.09000000000003,306.355,310.3175,310.25,314.035,313.17333333333335,321.95,279.8566666666666,305.34,246.76500000000001
2014-05-30 22:20:22+00:00,306.6133333333333,289.25,285.055,286.35249999999996,281.005,283.075,286.3125,285.64,283.0375,281.4075,282.925,274.07,275.2866666666667,276.07666666666665,272.94,280.225,282.52750000000003,282.89,288.55,290.9575,289.52750000000003,256.4166666666667,294.1125,293.36,305.68,307.3725,310.0125,306.6333333333334,305.23,308.575,302.0725,278.54333333333335,300.27,303.70666666666665,304.2375,301.5975,300.8325,307.3125,312.7075,307.0733333333333,310.81,310.8433333333333,314.74,312.67499999999995,289.76,278.78499999999997,305.34,251.08
2014-08-02 22:20:46+00:00,306.6133333333333,287.385,283.486,283.38599999999997,278.114,279.532,283.66,281.93600000000004,278.806,277.924,279.91200000000003,272.6675,272.82500000000005,273.0575,269.2825,277.49,281.432,281.694,288.55,290.9575,288.008,255.76749999999998,292.81399999999996,292.04200000000003,305.41999999999996,306.29200000000003,309.63599999999997,306.4375,305.59000000000003,308.35,301.712,277.1125,300.5325,304.2175,303.312,300.64,299.788,306.568,311.658,305.9425,310.81,310.8433333333333,314.74,312.67499999999995,289.76,277.45,305.34,251.08
2014-08-18 22:20:51+00:00,306.6133333333333,287.12600000000003,282.49333333333334,282.44,276.72166666666664,278.43,282.5566666666667,280.165,277.91833333333335,275.44166666666666,278.785,272.012,273.04,272.48,267.564,277.175,281.02500000000003,281.3333333333333,288.55,290.9575,287.64500000000004,253.064,292.18666666666667,291.0783333333333,304.8566666666666,305.25166666666667,308.6233333333333,306.06600000000003,305.19,307.42,301.0566666666667,275.142,300.09000000000003,303.92999999999995,301.23333333333335,300.00166666666667,299.0216666666667,305.685,310.84,305.156,310.81,310.8433333333333,314.74,312.67499999999995,289.76,278.155,305.34,251.08
2014-09-03 22:20:54+00:00,295.85999999999996,284.976,279.99,280.47166666666664,273.5516666666667,275.77500000000003,280.555,277.1033333333333,275.165,271.885,276.82166666666666,269.884,270.382,269.36,263.896,275.0833333333333,279.15666666666664,279.825,286.3875,289.52750000000003,286.2816666666667,246.32399999999998,290.93333333333334,289.0683333333333,303.6983333333333,303.8016666666667,307.87166666666667,304.916,303.47,305.8483333333333,299.7133333333333,269.962,300.51750000000004,302.062,299.7366666666667,298.56666666666666,297.695,304.1983333333333,309.815,303.48400000000004,311.37,311.105,314.36,309.71,289.76,276.28666666666663,,
2014-09-19 22:20:54+00:00,290.8833333333333,284.448,279.47999999999996,280.1383333333333,273.16,275.3466666666667,279.9166666666667,276.67833333333334,274.1933333333333,270.245,276.575,269.55,270.264,268.762,262.538,274.6766666666667,278.68,279.75666666666666,286.475,289.70750000000004,286.18333333333334,247.42199999999997,290.5683333333333,288.99666666666667,303.64666666666665,304.0566666666667,307.83,305.11,303.812,305.8833333333333,302.8,271.398,300.915,302.048,299.56166666666667,298.815,297.67333333333335,304.3583333333333,309.60166666666663,304.12600000000003,310.745,310.71000000000004,314.19500000000005,309.97,302.83500000000004,277.525,,
2014-11-06 22:21:01+00:00,278.72,281.105,276.42999999999995,276.064,268.46799999999996,270.94800000000004,275.316,271.95799999999997,269.79200000000003,264.186,272.058,269.55,270.264,268.762,262.538,270.78200000000004,275.61,277.246,284.78,287.4225,284.22499999999997,252.07333333333335,288.02666666666664,287.34333333333336,301.8066666666667,302.57666666666665,306.1266666666667,305.9683333333333,305.02666666666664,304.5883333333333,301.04,276.3183333333333,297.23249999999996,302.83666666666664,296.79,297.27,295.8066666666667,302.79833333333335,307.76166666666666,302.304,306.515,306.20500000000004,311.6,312.895,309.7733333333333,280.95,268.13,248.64
2015-01-02 22:14:38+00:00,278.72,282.658,280.13800000000003,280.08799999999997,273.498,276.46400000000006,281.054,277.88800000000003,276.034,269.654,276.07,272.504,273.782,273.254,267.66,275.39399999999995,279.872,280.11,286.9225,290.25,286.325,257.3833333333334,287.84666666666664,289.795,301.47166666666664,301.93333333333334,305.8066666666667,305.8666666666667,305.495,304.7183333333333,301.3883333333333,281.66,297.144,302.34666666666664,296.54333333333335,297.39166666666665,295.84,303.31333333333333,307.84833333333336,303.12666666666667,307.6933333333333,307.04333333333335,312.96000000000004,313.96,321.2733333333333,282.8125,286.65,250.92
2015-04-15 22:20:10+00:00,295.2,284.145,285.44,284.735,280.135,282.13,281.29499999999996,281.865,281.25,278.37,279.45,275.38,276.43,278.765,273.975,276.555,280.385,281.475,288.08,289.9866666666667,286.74333333333334,264.83,287.13666666666666,293.56333333333333,300.72999999999996,302.32666666666665,305.58666666666664,305.52333333333337,307.33666666666664,306.1766666666667,304.1333333333334,291.67333333333335,297.36,297.69,291.00333333333333,298.55,297.71999999999997,305.04,309.03333333333336,307.265,309.805,308.9200000000001,315.14000000000004,315.955,323.9549999999999,288.1,286.65,250.92
2015-05-01 22:20:00+00:00,302.04999999999995,286.06333333333333,284.0,282.99666666666667,276.7,278.26,278.45,277.3433333333333,276.44666666666666,275.6566666666667,276.3,274.35,274.8866666666667,276.43333333333334,271.63,274.17,280.25666666666666,280.8933333333334,288.08,289.9866666666667,286.1025,260.5375,287.1475,292.5725,301.325,301.84,305.2525,304.795,306.7975,306.2225,303.1175,287.77250000000004,298.1133333333333,298.98999999999995,287.2025,297.76,297.6525,304.685,308.64250000000004,306.15000000000003,309.805,308.9200000000001,315.14000000000004,315.955,323.9549999999999,288.1,286.65,250.92
2015-06-27 22:13:58+00:00,302.04999999999995,286.06333333333333,284.0,282.99666666666667,276.7,278.26,278.45,277.3433333333333,276.44666666666666,275.6566666666667,276.3,274.35,274.8866666666667,276.43333333333334,271.63,274.17,280.25666666666666,280.8933333333334,286.65999999999997,288.565,284.37000000000006,255.445,285.9633333333333,291.46,300.56333333333333,299.84999999999997,303.82,302.97333333333336,305.3633333333334,305.0466666666667,301.0933333333333,283.39000000000004,298.205,296.39333333333326,281.98333333333335,295.74999999999994,296.4033333333333,303.69,307.8500000000001,305.58000000000004,310.05,308.72,315.68,316.09,324.26,281.765,305.17,253.2
2015-07-04 22:20:14+00:00,302.04999999999995,284.66,278.58000000000004,278.17,269.72,271.16999999999996,271.09999999999997,268.015,267.765,268.185,270.57,270.165,268.76500000000004,270.21999999999997,264.65,267.81,275.605,277.135,279.2,282.01,280.76500000000004,247.51333333333332,283.515,287.025,299.125,297.585,301.78499999999997,300.515,303.06000000000006,303.11,298.12,273.74500000000006,299.62,292.27,271.95666666666665,293.53,294.72499999999997,301.21000000000004,305.6000000000001,303.92,,,,,,275.955,,
2015-07-29 22:14:13+00:00,302.04999999999995,284.66,278.58000000000004,278.17,269.72,269.3733333333333,271.09999999999997,268.015,267.765,268.185,270.57,270.165,268.76500000000004,270.21999999999997,264.65,267.81,275.605,277.135,279.2,282.01,280.76500000000004,247.51333333333332,283.515,287.025,299.125,297.585,301.78499999999997,300.515,303.06000000000006,303.11,298.12,272.25333333333333,299.62,292.27,271.90999999999997,293.53,294.72499999999997,301.21000000000004,305.6000000000001,303.92,,,,,,275.955,,
2015-08-21 22:20:33+00:00,302.04999999999995,283.33666666666664,277.3,277.1766666666667,269.45000000000005,270.86499999999995,273.37333333333333,267.03000000000003,267.765,267.1666666666667,270.43333333333334,270.165,268.76500000000004,268.5366666666667,263.62999999999994,266.92,275.605,277.135,279.2,282.01,280.76500000000004,247.5025,283.515,287.025,299.125,297.585,301.78499999999997,300.92,303.06000000000006,303.11,296.49666666666667,270.82,299.62,292.27,272.0,294.02000000000004,294.72499999999997,301.21000000000004,305.6000000000001,303.92,,,,,,275.22999999999996,,
2015-10-17 22:14:38+00:00,301.85,283.8033333333333,278.04333333333335,279.43333333333334,271.64666666666665,273.14,278.2966666666667,270.2166666666667,269.55499999999995,267.57666666666665,271.8966666666667,272.62,271.28,269.27000000000004,265.91,269.06,275.89,278.015,276.03,280.73,284.045,251.1325,283.275,288.27,298.73,297.345,303.32,302.17,303.25,303.855,295.0533333333333,273.72749999999996,294.385,296.985,276.366,293.99333333333334,295.75,300.95,301.45500000000004,297.40999999999997,284.44,279.96,,,,275.66249999999997,,
2015-12-27 22:20:55+00:00,293.345,280.40333333333336,277.47333333333336,279.98333333333335,273.68666666666667,275.2125,281.33666666666664,272.3,270.19,266.92333333333335,271.90000000000003,270.515,269.58,268.3566666666666,266.1666666666667,267.31,269.76,273.14,273.0,277.855,282.38,251.92333333333332,277.87,286.015,289.81,287.44,294.28999999999996,296.905,297.605,297.45500000000004,288.3333333333333,272.5575,279.625,285.17499999999995,276.916,293.295,294.05,298.28,295.44,287.76,280.53999999999996,275.405,,,,271.78499999999997,,
2016-02-22 22:14:30+00:00,296.8233333333333,283.62666666666667,283.52666666666664,285.25333333333333,279.8666666666666,282.92333333333335,285.28,278.98333333333335,272.79333333333335,270.88666666666666,275.27,273.74666666666667,272.02666666666664,272.23333333333335,272.6766666666667,271.76666666666665,272.17,275.8566666666667,276.2633333333333,280.3766666666667,284.6266666666667,262.86333333333334,282.25333333333333,289.0233333333333,292.56333333333333,291.42333333333335,297.77,299.105,300.59,299.81,289.37,284.4266666666667,283.54333333333335,288.49,288.55,294.78999999999996,296.28,300.24,296.53999999999996,290.48,283.35999999999996,277.17333333333335,,,,274.1166666666666,,248.14
2016-03-16 22:20:36+00:00,297.85749999999996,283.8975,283.85249999999996,284.99,280.28749999999997,282.48,284.7125,278.765,272.495,270.7875,275.445,273.815,272.2525,271.59749999999997,273.3225,271.855,271.97749999999996,276.145,276.285,280.94,284.3775,260.795,283.2525,289.41499999999996,293.02,292.2725,298.04,299.3433333333333,300.3875,299.35,287.89750000000004,282.145,283.47749999999996,287.9025,287.485,294.78999999999996,296.28,300.24,296.53999999999996,290.9175,283.8675,277.925,,,,274.1166666666666,,239.845
2016-04-26 22:14:08+00:00,302.7325,287.415,288.13,287.15500000000003,285.59749999999997,286.1875,288.54999999999995,283.36,274.46000000000004,275.375,277.9575,276.1375,276.7175,275.1475,277.41499999999996,274.125,275.72249999999997,278.77500000000003,280.885,284.24,287.9875,269.575,288.46500000000003,293.89,296.8425,295.8775,300.74,302.3425,303.885,302.195,292.27250000000004,289.5375,288.4075,292.5075,292.7325,302.64,302.4,304.025,297.64,294.665,283.6766666666667,281.46999999999997,,,,272.69499999999994,,239.845
2016-05-12 22:14:08+00:00,297.07399999999996,286.31800000000004,286.318,284.48400000000004,280.976,282.236,284.116,279.796,271.592,273.02799999999996,275.328,273.83399999999995,274.262,272.538,274.38199999999995,271.142,273.446,278.386,281.492,283.76599999999996,286.288,269.696,288.8,293.78,298.226,296.0,301.624,302.51,304.32399999999996,302.748,293.06000000000006,286.2,289.75,292.51599999999996,293.082,300.59999999999997,300.73333333333335,303.02666666666664,297.64,295.29200000000003,283.6766666666667,281.82399999999996,,,,272.69499999999994,,239.845
2016-06-04 22:20:28+00:00,293.5233333333333,284.835,284.395,280.92,277.29,279.0783333333333,280.775,276.41,269.88,272.0,273.59,272.3433333333333,272.46666666666664,270.34,272.24333333333334,268.91,270.95666666666665,276.8016666666667,278.925,282.27500000000003,279.68666666666667,265.80333333333334,287.71,292.03499999999997,297.755,293.20166666666665,302.185,302.87166666666667,304.6616666666667,302.748,289.35,279.12166666666667,288.3933333333334,288.8566666666667,287.99,300.59999999999997,300.73333333333335,296.3425,288.03999999999996,295.29200000000003,283.6766666666667,281.82399999999996,,,,272.69499999999994,,239.845
2016-07-06 22:20:41+00:00,291.2633333333333,285.86199999999997,283.7516666666666,280.87,277.558,276.8883333333334,277.825,274.2033333333333,270.23400000000004,272.746,274.306,273.196,273.28000000000003,269.59833333333336,270.52666666666664,268.22166666666664,271.6,278.166,280.716,283.73400000000004,279.454,268.192,289.4583333333333,292.1933333333333,300.252,294.7933333333333,305.384,305.03000000000003,306.816,305.045,291.238,275.67,292.052,292.67,288.4966666666666,300.59999999999997,300.73333333333335,296.3425,288.03999999999996,297.96000000000004,287.19500000000005,284.5675,,,,285.77,,239.845
2016-09-08 22:21:00+00:00,290.5733333333333,284.49199999999996,281.01166666666666,277.358,272.446,275.6583333333333,276.72833333333335,272.27500000000003,268.82800000000003,271.134,273.434,271.448,271.696,268.225,268.11,266.66833333333335,270.31399999999996,276.68,279.382,283.236,278.312,259.15600000000006,287.7966666666667,289.94666666666666,299.66999999999996,293.87399999999997,304.274,304.36,305.98199999999997,303.41,289.9575,271.036,292.22,292.17999999999995,286.596,301.905,301.845,294.28,285.875,295.15000000000003,285.405,285.8533333333333,299.06,,,279.65,,230.01
2017-01-30 22:20:50+00:00,299.64,285.775,283.57,282.495,274.375,285.225,286.345,279.8,275.015,273.16499999999996,278.475,274.91,273.22,271.95500000000004,272.49,273.16999999999996,273.28999999999996,276.625,279.315,284.34000000000003,286.57000000000005,256.77000000000004,285.145,288.975,296.14,299.8,302.45500000000004,304.21,304.945,302.12,299.14,301.68,293.95,297.13,300.18,300.41,299.35,296.705,295.5,287.83500000000004,287.03,277.73,299.06,,,282.94,,237.175
2017-02-08 22:14:34+00:00,298.47,284.59999999999997,282.74,283.32,274.6366666666667,283.6766666666667,285.00666666666666,279.31,274.18666666666667,272.46,276.7,273.97,272.25,271.17,271.23,271.65000000000003,272.06,275.04,277.88666666666666,281.93333333333334,285.27333333333337,251.4166666666667,283.37666666666667,288.41333333333336,293.37,294.26,300.5133333333333,301.3233333333333,302.43,301.0833333333333,292.34000000000003,289.735,288.93,292.53499999999997,294.22,295.39,295.54,296.18333333333334,294.72333333333336,286.68,285.18333333333334,275.01,299.06,,,279.07,,234.87333333333333
2017-04-20 22:20:11+00:00,305.445,288.8,289.28666666666663,292.4066666666667,286.56,288.1933333333333,289.19,286.86333333333334,278.53999999999996,277.73333333333335,280.1566666666667,277.59,278.2966666666667,276.11666666666673,277.24333333333334,276.46666666666664,277.3866666666667,279.64000000000004,283.59666666666664,285.9266666666667,290.61666666666673,269.27333333333337,288.8433333333333,296.3733333333334,298.1366666666667,298.8,305.20666666666665,304.5,306.93666666666667,307.07,299.6766666666667,296.6933333333333,295.4433333333333,299.2033333333333,300.8933333333334,299.18666666666667,299.85,302.0133333333333,301.17333333333335,293.5733333333333,291.25666666666666,280.92333333333335,,,,278.78000000000003,299.8,249.53666666666663
2017-05-06 22:20:07+00:00,301.91,288.77250000000004,287.53,289.97749999999996,282.54,286.52,286.3725,282.885,276.0525,276.35,278.18,275.8575,276.5025,273.67,274.88,275.0275,276.605,279.0925,283.2975,286.4475,290.175,270.51250000000005,289.27,295.885,299.4675,299.39750000000004,305.65749999999997,304.875,307.385,307.66499999999996,298.6675,293.335,296.53000000000003,299.7975,299.305,299.3425,300.035,302.92499999999995,302.63750000000005,295.025,293.375,282.6725,,,,278.1366666666667,299.8,249.53666666666663
2017-08-03 22:14:35+00:00,300.7525,289.20500000000004,285.2175,287.185,278.46250000000003,283.77,282.6825,278.3875,272.7725,275.46999999999997,276.085,273.9675,274.275,271.92999999999995,271.755,272.135,276.1175,279.3375,284.5125,287.4,290.28000000000003,271.3,290.0125,295.35,301.2,300.09250000000003,306.53249999999997,305.235,307.65,308.5125,297.555,293.765,298.05,301.7525,299.3275,299.35749999999996,300.3725,304.4975,305.0625,297.685,294.9533333333334,284.32,,,,276.60999999999996,299.8,251.36499999999995
2017-09-27 22:21:00+00:00,300.2375,288.5025,284.2975,286.5275,277.5175,283.49,281.9225,277.7275,272.055,274.62,275.6025,273.52500000000003,274.1975,271.5525,270.8975,272.3975,276.2475,280.005,284.5575,287.6225,289.9675,271.725,289.805,295.3075,302.355,301.5125,307.1,305.7425,308.15250000000003,308.28499999999997,296.98,291.03,298.8225,301.515,298.775,299.32000000000005,300.53499999999997,307.6166666666667,309.02666666666664,302.1233333333334,295.6266666666667,285.41333333333336,296.55,305.55,,279.25,299.8,272.46
2017-12-25 22:14:47+00:00,299.49666666666667,286.91,285.52666666666664,286.49666666666667,276.87,282.7033333333333,281.22999999999996,276.8333333333333,271.69,274.32,275.99333333333334,273.5166666666667,272.68,270.70666666666665,271.68,271.37,273.8433333333333,279.7,282.21999999999997,285.84666666666664,287.08,268.39666666666665,288.18333333333334,293.69,298.3833333333333,297.65000000000003,303.31666666666666,301.4266666666667,302.8666666666666,303.46,290.96000000000004,287.9833333333333,292.75666666666666,294.55333333333334,292.66333333333336,296.27333333333337,297.19,305.255,303.17499999999995,298.525,287.21500000000003,276.875,299.43,308.61,,281.01,,249.64
2018-03-06 22:20:26+00:00,302.48,289.18333333333334,290.83666666666664,290.77,283.92,288.19,286.5366666666667,282.93333333333334,276.24,276.6133333333333,280.12666666666667,277.07,276.3666666666666,274.65333333333336,277.7633333333333,276.55,275.18,281.75333333333333,281.39666666666665,286.66,287.22666666666663,268.5733333333333,289.3033333333333,296.0133333333333,297.7933333333333,298.04333333333335,303.51,302.16333333333336,304.1566666666667,304.32,294.24333333333334,288.45,292.27000000000004,293.4566666666667,293.8566666666667,298.1666666666667,298.38,306.395,300.375,297.53499999999997,288.7966666666667,280.16333333333336,300.98333333333335,310.37333333333333,,283.075,,250.135
2018-04-16 22:13:54+00:00,306.19666666666666,291.26666666666665,293.6066666666666,290.0733333333333,284.18,282.62666666666667,282.92,278.93333333333334,274.51,275.65000000000003,278.5733333333333,276.74666666666667,274.6766666666667,272.69,276.41333333333336,275.3933333333334,275.09666666666664,282.2866666666667,282.59,288.6566666666667,288.44666666666666,271.47666666666663,291.8633333333333,296.48,298.76,298.9266666666667,304.37999999999994,303.8866666666667,306.53,307.43,294.18,289.59,294.905,293.7766666666667,293.3333333333333,300.3233333333333,300.04,304.11999999999995,299.84,296.04333333333335,291.51666666666665,283.4566666666667,302.1233333333334,312.78499999999997,,278.84,,250.135
2018-05-02 22:13:45+00:00,309.38,293.41499999999996,293.6066666666666,290.0733333333333,284.18,282.62666666666667,282.92,278.93333333333334,274.51,275.65000000000003,278.5733333333333,276.74666666666667,274.6766666666667,275.5425,279.5325,279.39,275.09666666666664,285.22,286.6975,288.6566666666667,288.44666666666666,278.3075,291.8633333333333,296.48,298.76,298.9266666666667,304.37999999999994,303.8866666666667,306.53,307.43,294.18,289.59,300.96,293.7766666666667,293.3333333333333,300.3233333333333,300.04,304.11999999999995,299.84,296.04333333333335,291.51666666666665,287.4225,302.1233333333334,312.78499999999997,,278.84,,250.135
2018-05-18 22:13:34+00:00,305.026,292.38,290.62,286.4475,279.8475,277.82,277.7375,274.16999999999996,271.615,273.175,275.6825,274.43,272.2175,272.33000000000004,274.40999999999997,276.556,272.72249999999997,283.552,285.608,288.6566666666667,287.14,274.71999999999997,291.655,296.48,299.52,299.8825,304.37999999999994,303.8866666666667,306.53,307.43,294.94,289.59,300.96,293.7766666666667,293.3333333333333,300.41499999999996,300.2675,304.11999999999995,299.84,296.04333333333335,291.51666666666665,287.4225,302.1233333333334,312.78499999999997,,278.4475,,250.135
2018-07-12 22:19:56+00:00,304.79,292.59499999999997,285.7875,283.00666666666666,276.90333333333336,273.4733333333333,270.9,269.97999999999996,268.99666666666667,270.41333333333336,272.8766666666666,272.76,269.78666666666663,270.52,269.33599999999996,273.226,270.955,282.04200000000003,285.99,288.0,286.29999999999995,273.1,291.09666666666664,294.87,301.0875,301.18666666666667,305.65999999999997,306.02000000000004,312.43,312.23,296.5175,287.53499999999997,305.81999999999994,294.805,294.165,301.1766666666666,301.3825,305.24,300.28,296.355,291.81499999999994,290.50333333333333,302.03000000000003,313.9,,277.8066666666667,,250.63
2018-07-21 22:13:49+00:00,304.79,292.59499999999997,284.444,280.1325,274.115,270.555,269.5,267.61,267.48,268.8925,272.8766666666666,272.76,268.0725,268.4216666666667,266.9216666666667,271.2416666666666,269.22200000000004,281.27,286.13,288.0,286.29999999999995,273.1,291.09666666666664,295.33666666666664,301.62800000000004,301.18666666666667,305.65999999999997,306.02000000000004,312.43,311.495,297.246,287.53499999999997,305.81999999999994,294.805,294.165,301.1766666666666,301.47799999999995,305.735,300.28,296.355,291.81499999999994,290.50333333333333,302.03000000000003,313.9,,277.8066666666667,,250.63
2018-08-29 22:20:19+00:00,304.79,293.052,286.22,280.1325,278.008,274.192,272.8383333333333,272.03999999999996,269.262,270.394,275.07,274.24,270.24,269.2371428571428,268.4271428571428,272.5571428571428,271.6483333333333,281.98285714285714,287.0083333333334,289.5966666666667,289.12249999999995,275.43600000000004,292.105,297.27,302.24,303.29999999999995,308.3233333333333,308.2366666666667,313.77,312.4666666666667,298.8966666666667,294.15999999999997,306.0533333333333,299.45,298.55333333333334,302.725,302.6433333333334,306.29,303.62999999999994,299.28000000000003,295.25333333333333,290.8725,304.75666666666666,315.19,326.3,287.865,289.74,248.27499999999998
2018-09-07 22:14:12+00:00,302.8375,290.894,283.3666666666666,277.5075,275.262,268.288,269.1066666666666,267.346,266.162,267.15999999999997,270.5,270.395,267.144,266.64428571428573,264.51,271.0457142857143,270.105,280.46285714285716,285.65833333333336,287.18666666666667,286.7525,269.21799999999996,289.5675,293.5725,301.065,301.04999999999995,304.86,305.5833333333333,309.78,308.6033333333333,294.9533333333333,277.9733333333333,304.02666666666664,288.4433333333333,287.18666666666667,299.8825,302.31800000000004,305.855,304.54999999999995,296.3233333333333,293.54333333333335,289.6225,303.47333333333336,312.34000000000003,321.58000000000004,288.56,289.74,245.92
2018-09-30 22:20:31+00:00,301.61,289.8,283.42571428571426,279.35,276.39,268.83166666666665,270.05,267.58666666666664,266.03333333333336,267.03,270.322,270.13199999999995,267.0316666666667,266.48125,264.22875,271.16875,270.1571428571429,279.995,284.33714285714285,286.11249999999995,285.94,266.59499999999997,288.33000000000004,292.578,300.01000000000005,300.046,303.8625,304.7475,307.8533333333333,306.6075,293.1685714285714,275.73249999999996,300.45,287.8375,286.08,299.33599999999996,301.19166666666666,303.942,300.9733333333333,296.3233333333333,293.54333333333335,289.6225,303.47333333333336,300.3233333333333,319.59,288.56,289.74,236.40499999999997
2019-02-14 22:14:21+00:00,297.56,288.33666666666664,286.3733333333334,284.71000000000004,284.52666666666664,275.00666666666666,277.8433333333333,273.81666666666666,268.6233333333333,269.1133333333333,272.68,271.27666666666664,274.6575,272.35,272.1975,278.7025,278.21,282.885,284.7675,288.8875,289.4125,268.725,291.83,296.19,300.775,301.7725,306.385,307.0775,308.96,307.31,294.3725,285.1575,298.7275,292.41999999999996,291.38,301.40749999999997,304.56666666666666,305.47666666666663,304.3433333333333,299.50333333333333,294.6933333333333,288.92,306.77000000000004,300.3233333333333,319.59,303.89,289.74,260.47999999999996
2019-02-21 22:20:30+00:00,301.03333333333336,290.65500000000003,290.74,290.46333333333337,286.82,275.00666666666666,277.8433333333333,278.5825,271.8875,272.4075,275.515,273.745,275.702,273.844,274.616,279.404,279.048,283.81000000000006,285.39,289.58000000000004,289.886,271.41400000000004,292.596,297.37399999999997,301.034,301.65,306.39,306.86400000000003,308.81,307.312,295.402,288.88,298.63800000000003,293.802,292.616,301.38199999999995,304.515,305.35249999999996,302.985,299.2575,294.105,288.86,306.39,300.3233333333333,319.59,298.74666666666667,293.93,269.84749999999997
