dates,nzd0463-0000,nzd0463-0001,nzd0463-0002,nzd0463-0003,nzd0463-0004,nzd0463-0005,nzd0463-0006,nzd0463-0007,nzd0463-0008,nzd0463-0009,nzd0463-0010,nzd0463-0011,nzd0463-0012,nzd0463-0013,nzd0463-0014,nzd0463-0015,nzd0463-0016,nzd0463-0017,nzd0463-0018,nzd0463-0019,nzd0463-0020,nzd0463-0021,nzd0463-0022,nzd0463-0023,nzd0463-0024,nzd0463-0025,nzd0463-0026,nzd0463-0027,nzd0463-0028,nzd0463-0029,nzd0463-0030,nzd0463-0031,nzd0463-0032,nzd0463-0033,nzd0463-0034,nzd0463-0035,nzd0463-0036,nzd0463-0037,nzd0463-0038,nzd0463-0039,nzd0463-0040,nzd0463-0041,nzd0463-0042,nzd0463-0043,nzd0463-0044,nzd0463-0045,nzd0463-0046,nzd0463-0047,nzd0463-0048,nzd0463-0049,nzd0463-0050,nzd0463-0051,nzd0463-0052,nzd0463-0053,nzd0463-0054,nzd0463-0055,nzd0463-0056,nzd0463-0057,nzd0463-0058,nzd0463-0059,nzd0463-0060,nzd0463-0061,nzd0463-0062,nzd0463-0063,nzd0463-0064,nzd0463-0065,nzd0463-0066,nzd0463-0067,nzd0463-0068,nzd0463-0069,nzd0463-0070,nzd0463-0071,nzd0463-0072,nzd0463-0073,nzd0463-0074,nzd0463-0075,nzd0463-0076,nzd0463-0077,nzd0463-0078,nzd0463-0079,nzd0463-0080,nzd0463-0081,nzd0463-0082,nzd0463-0083,nzd0463-0084,nzd0463-0085,nzd0463-0086,nzd0463-0087,nzd0463-0088,nzd0463-0092,nzd0463-0093,nzd0463-0094,nzd0463-0095,nzd0463-0096,nzd0463-0097,nzd0463-0098,nzd0463-0099,nzd0463-0100,nzd0463-0101,nzd0463-0102,nzd0463-0103,nzd0463-0104,nzd0463-0105,nzd0463-0106,nzd0463-0107,nzd0463-0108,nzd0463-0109,nzd0463-0110,nzd0463-0111,nzd0463-0112,nzd0463-0113,nzd0463-0114,nzd0463-0115,nzd0463-0116,nzd0463-0117,nzd0463-0118,nzd0463-0119,nzd0463-0120,nzd0463-0121,nzd0463-0122,nzd0463-0123,nzd0463-0124,nzd0463-0125,nzd0463-0126,nzd0463-0127,nzd0463-0128,nzd0463-0129,nzd0463-0130,nzd0463-0131,nzd0463-0132,nzd0463-0133,nzd0463-0089,nzd0463-0090,nzd0463-0091,satname
1999-08-26 22:07:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.09,240.28,243.36,,,,,,,,,,,259.82,248.16,,242.31,,,,,,,,,263.15,259.58,242.93,224.54,,285.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.49,272.94,,272.12,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-09-27 22:07:12+00:00,,,,,,,,326.2,332.91,316.21,,,,,,,317.31,314.97,318.87,,318.87,315.68,,321.58,,,,,,339.91,339.75,340.18,330.1,327.46,,208.96,304.1,,,,246.09,240.28,243.36,,,,,,,,,,,259.82,248.16,,242.31,,,,,,343.4,343.4,,263.15,259.58,242.93,224.54,,285.48,,,,,340.56,320.69,337.13,333.77,344.67,338.16,,342.82,,336.0,,,,338.76,,,,322.83,352.71,,351.45,346.5,343.48,325.79,319.76,327.51,329.61,319.0,,,,,295.05,290.37,309.01,292.03999999999996,325.55,342.0,,,,,339.26,316.88,305.74,317.55,320.41,279.73,320.15,340.17,,,,,,,,,,L7
1999-11-30 22:06:59+00:00,,,,,,,,326.2,332.91,316.21,,,,,,,317.31,314.97,318.87,,318.87,315.68,,321.58,,,,,,339.91,339.75,340.18,330.1,327.46,,208.96,304.1,,,,246.09,240.28,243.36,,,,,,,,,,,259.82,248.16,,242.31,,,,,,343.4,343.4,,263.15,259.58,242.93,224.54,,285.48,,,,,340.56,320.69,337.13,333.77,344.67,338.16,,342.82,,336.0,,,,338.76,,,,322.83,352.71,,351.45,346.5,343.48,325.79,319.76,327.51,329.61,311.005,,,,,295.05,290.37,309.01,292.03999999999996,325.55,342.0,,,,,339.26,316.88,305.74,317.55,320.41,279.73,320.15,340.17,,,,,,,,,,L7
2000-03-21 22:06:49+00:00,325.56,,328.48,331.94,,,327.16,327.245,332.505,319.79499999999996,341.85,348.66,208.59,,,,312.46000000000004,307.225,313.565,303.86,307.9,307.24,300.99,312.46,,328.05,,,330.73,334.56500000000005,334.25,334.56,330.105,325.145,248.22,221.385,295.735,,,,,,,,,,,,,,,,,,,,,,,,,,334.325,331.5,332.97,224.63,221.63,221.0,213.97,347.74,,,,,341.2,338.97,327.4,336.46500000000003,333.79499999999996,335.675,328.71000000000004,320.08,334.385,325.48,319.3,,,,338.76,,,339.17,322.09000000000003,344.435,334.42,340.47,337.35,331.635,320.125,311.755,321.64,321.21000000000004,311.005,219.98,,,,310.61,299.735,299.955,309.17999999999995,317.85,334.52,335.08,332.12,334.11,330.37,330.62,311.96500000000003,303.365,314.365,313.55,269.82000000000005,311.105,330.89,330.64,330.6,337.77,336.37,,,,,,L7
2000-05-08 22:06:20+00:00,325.56,,328.48,331.94,,,331.265,330.37,334.29,329.87,341.85,348.66,208.59,,,,307.61,299.48,308.26,303.86,296.93,298.8,300.99,303.34,,328.05,,,332.905,332.23,332.41499999999996,331.46500000000003,329.915,326.19,248.805,228.22,291.385,,,,,,,,,,,,,,,,,,,,,,,,,,330.345,326.68,336.31500000000005,224.63,221.63,221.0,213.97,347.74,,,,,348.91999999999996,345.255,338.885,341.75,340.40999999999997,330.515,318.41999999999996,322.67999999999995,328.19,329.13,315.775,,,,,215.18,340.9,339.17,325.225,343.135,340.36,335.925,334.07,319.79,314.46,303.75,315.77,312.81,303.01,219.98,,,,,291.67,290.9,306.4,310.15,331.68,340.605,332.12,334.11,336.1,327.23,314.05,306.73,318.655,312.515,270.89,310.21500000000003,327.725,336.495,338.74,337.77,336.37,,,,,,L7
2000-07-11 22:05:41+00:00,325.56,,328.48,331.94,,,331.265,330.37,334.29,329.87,341.85,348.66,208.59,,,,307.61,299.48,308.26,303.86,296.93,298.8,300.99,303.34,279.7,308.43,286.5,289.44,332.905,332.23,332.41499999999996,331.46500000000003,329.915,326.19,248.805,228.22,291.385,,,,,,,,,,,303.48,332.58,,312.65,,299.45,294.43,287.2,313.3,276.6,306.94,,,,,330.345,326.68,331.3733333333334,224.63,221.63,260.725,213.97,334.19,287.77,,,,348.91999999999996,345.255,338.885,341.75,340.40999999999997,330.515,318.41999999999996,322.67999999999995,328.19,315.90000000000003,297.06333333333333,234.35,,,,215.18,340.9,339.17,325.225,343.135,340.36,335.925,291.77,319.79,314.46,303.75,315.77,312.81,,219.98,,,,294.17,285.55,286.56,298.08,303.225,322.71,327.2833333333333,320.76,315.05,336.1,327.23,314.05,306.73,312.2033333333333,305.13,270.89,310.21500000000003,316.75666666666666,320.88,330.09999999999997,327.705,328.78499999999997,,,,,,L7
2000-07-27 22:05:24+00:00,325.56,,328.48,331.94,,,331.265,330.5466666666667,331.68,332.22333333333336,341.85,348.66,203.765,,,,307.61,301.53499999999997,310.78,308.865,296.93,305.45500000000004,308.11,312.095,279.7,308.43,286.5,289.44,331.56,333.3433333333333,332.78,331.43,328.5366666666667,327.67,239.37,217.26999999999998,291.94666666666666,,,,,,,,,,,303.48,332.58,,312.65,,299.45,294.43,287.2,313.3,276.6,306.94,,,,,330.345,329.5933333333333,331.3733333333334,224.63,221.63,260.725,213.97,334.19,287.77,,,,345.1266666666667,345.44666666666666,332.26,339.04,338.8633333333333,335.02333333333337,322.3666666666666,329.5333333333333,331.72333333333336,315.90000000000003,297.06333333333333,234.35,,,,228.01,340.72,339.17,319.81666666666666,344.97,345.00666666666666,341.4466666666667,276.7075,324.25,316.47,307.245,313.255,317.155,319.13,228.32,148.14,183.44,313.85,306.105,294.6066666666667,294.69,297.53999999999996,308.0933333333333,322.71,327.2833333333333,320.76,315.05,336.1,328.93,314.87,310.3433333333333,317.8125,309.185,275.75,313.99666666666667,321.9325,320.88,330.09999999999997,327.705,328.78499999999997,,,,,,L7
2000-08-12 22:05:17+00:00,324.21500000000003,210.69,328.48,331.94,,,331.265,332.5675,329.945,331.42,351.08500000000004,342.245,203.765,,,,307.61,300.74,304.40333333333336,307.6166666666667,302.895,303.42333333333335,304.9433333333333,311.32,279.7,308.43,286.5,289.44,332.0125,332.57,332.445,329.65250000000003,325.5475,325.73,233.7525,210.8775,291.94666666666666,,,,,,,,,,,303.48,332.58,,312.65,,299.45,294.43,287.2,313.3,276.6,306.94,,,,,330.345,329.5933333333333,331.3733333333334,224.63,221.63,260.725,213.97,334.19,287.77,,,,345.1266666666667,345.44666666666666,332.26,339.04,338.8633333333333,335.02333333333337,322.3666666666666,329.5333333333333,331.72333333333336,315.90000000000003,297.06333333333333,234.35,,,328.66,228.01,339.9266666666667,339.17,312.3175,344.97,345.00666666666666,341.4466666666667,265.206,335.1033333333333,316.47,307.245,314.79,317.155,326.34000000000003,225.76333333333332,148.14,173.665,307.5,310.24333333333334,300.4575,301.68,300.1775,308.0933333333333,322.71,327.2833333333333,320.76,315.05,336.1,328.93,314.87,310.3433333333333,317.8125,315.178,275.75,321.1075,326.9,320.88,330.09999999999997,327.705,328.78499999999997,,,,349.26,,L7
2001-04-09 22:04:17+00:00,321.92,174.24,,,,,,,302.78,303.15,311.7,322.09,,,,,,,261.0,279.55,282.15,279.31,283.35,281.35,302.03,305.34,315.47,309.34,300.88,289.41,281.68,293.61,,280.65,198.71,167.55,,312.21,,,,,,,300.13,320.5,,323.07,,336.84,329.64,,313.94,,,335.25,,342.97,,,325.5,317.26,,312.24,330.33,,,,,313.9,335.58,335.46,332.2,333.13,320.19,317.69,310.49,315.13,289.19,,321.0,319.42,315.85,310.3,288.3,258.71,315.32,,,,324.04,331.17,296.0,330.42,,,206.86,281.14,,299.47,297.23,314.73,310.76,,,149.15,,301.94,297.57,299.86,304.91,308.94,328.28,,,334.61,334.17,308.24,303.18,303.63,291.8,,,295.51,335.21,325.71,318.68,324.4,324.16,,,,,,L7
2001-07-14 22:03:33+00:00,313.84000000000003,174.24,,,,,,,302.78,309.875,311.7,329.745,,,,,,,280.065,292.655,292.465,290.65999999999997,293.88,291.45000000000005,302.03,305.34,325.02,317.25,311.72,304.24,300.55,306.58000000000004,,280.65,207.775,181.58,291.88,312.21,,337.07,,,,,300.13,320.5,,323.07,,336.84,329.64,,313.94,,,335.25,,342.97,330.94,338.88,325.5,317.26,317.92,312.24,330.33,229.66,258.32,265.75,247.52,313.9,338.605,348.03,338.51,344.0,321.33000000000004,314.325,316.71000000000004,318.08,299.375,336.32,321.0,331.90999999999997,329.27,319.33500000000004,289.21500000000003,258.71,325.97,,,,324.04,331.17,304.52,330.42,335.72,,216.66000000000003,292.275,322.99,284.775,289.425,320.5,302.33500000000004,,,171.175,306.93,310.28499999999997,309.53999999999996,305.12,304.76,308.195,332.145,,,334.61,334.17,317.90999999999997,314.44,320.125,291.8,312.68,,309.655,335.21,325.71,331.265,324.4,324.16,,,,,,L7
