dates,nzd0374-0000,nzd0374-0009,nzd0374-0010,nzd0374-0014,nzd0374-0015,nzd0374-0016,nzd0374-0017,nzd0374-0018,nzd0374-0019,nzd0374-0020,nzd0374-0021,nzd0374-0022,nzd0374-0023,nzd0374-0024,nzd0374-0025,nzd0374-0026,nzd0374-0027,nzd0374-0028,nzd0374-0029,nzd0374-0030,nzd0374-0001,nzd0374-0002,nzd0374-0003,nzd0374-0004,nzd0374-0005,nzd0374-0006,nzd0374-0007,nzd0374-0008,nzd0374-0011,nzd0374-0012,nzd0374-0013,nzd0374-0031,nzd0374-0032,nzd0374-0033,nzd0374-0034,nzd0374-0035,nzd0374-0036,nzd0374-0037,satname
1999-09-04 22:00:09+00:00,,,,,,,,,334.03,321.64,313.56,310.19,316.38,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-09-20 22:00:08+00:00,,,,,,,,,334.03,317.6,313.06,307.02,316.38,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-12-09 22:00:09+00:00,,,,,,,,,334.03,317.6,313.06,307.02,316.38,333.26,335.37,339.35,336.32,325.72,,,,,,,,,,,,,,,,,,,,,L7
1999-12-25 22:00:04+00:00,,,,,,,,,334.03,317.6,316.01,308.6333333333334,322.065,320.11,331.7,333.41,332.055,325.72,,,,,,,,,,,,,,,,,,,,,L7
2000-01-26 22:00:02+00:00,,,,,,,,,334.03,317.6,318.0375,311.37,310.68333333333334,317.50666666666666,331.91,333.41,332.055,325.72,,339.73,,,,,,,,,,,,345.83,324.28,318.85,303.15,287.47,,,L7
2000-02-11 21:59:57+00:00,,,,,,,,,334.03,317.6,318.0375,311.37,310.68333333333334,317.50666666666666,335.905,339.05,332.055,325.72,317.8,336.54,,,,,,,,,,,,335.205,317.47,310.26,302.34,286.135,,,L7
2000-02-27 21:59:52+00:00,,,,,,,,,334.03,317.6,318.0375,311.37,310.68333333333334,317.50666666666666,335.905,339.05,332.055,325.72,317.8,336.54,,,,,,,,,,,,334.5833333333333,315.81,308.8566666666667,300.43,289.67333333333335,,,L7
2000-03-14 21:59:47+00:00,,,,,,,,322.82,309.06,297.82,310.235,311.7633333333333,307.835,317.50666666666666,335.905,339.05,332.055,325.72,317.8,336.54,,,,,,,,,,,,334.5833333333333,315.81,308.8566666666667,300.43,289.67333333333335,,,L7
2000-03-30 21:59:45+00:00,340.71,,289.87,,,,,322.82,309.06,282.08,309.46,315.72,307.835,317.50666666666666,335.905,340.87,334.65000000000003,329.485,318.115,325.74,,,,,,,,,,,,334.5833333333333,315.81,308.8566666666667,300.43,289.67333333333335,,,L7
2000-04-15 21:59:31+00:00,340.71,,289.87,,,,,322.82,309.06,282.08,309.46,315.72,307.835,317.50666666666666,339.654,344.26800000000003,338.6375,333.19666666666666,320.4766666666667,323.31,,,,,,,,,,,,326.22499999999997,313.105,306.8625,298.8675,289.1975,,,L7
2000-05-01 21:59:30+00:00,340.71,,289.87,,,,,322.82,309.06,282.08,309.46,320.24666666666667,317.7733333333333,316.355,341.4433333333333,345.1066666666666,339.62399999999997,333.19666666666666,320.4766666666667,323.31,,,,,,,,,,,,326.22499999999997,313.105,306.8625,298.8675,289.1975,,,L7
2000-05-17 21:59:19+00:00,340.71,,289.87,,,,,322.82,309.06,282.08,309.46,320.24666666666667,317.7733333333333,316.355,341.4433333333333,345.1066666666666,339.62399999999997,333.19666666666666,320.4766666666667,329.06800000000004,,,,,,,,,,,,326.22499999999997,313.105,306.8625,298.8675,289.1975,,,L7
2000-06-18 21:59:03+00:00,340.71,,289.87,,,,,322.82,309.06,282.08,309.46,320.24666666666667,318.0875,310.72,342.658,346.258,340.45,336.935,320.4766666666667,329.06800000000004,,,,,,,,,,,,326.22499999999997,313.105,306.8625,298.8675,289.1975,,,L7
2000-08-05 21:58:20+00:00,340.71,,289.87,,,,,322.82,309.06,295.6,296.99,317.53499999999997,321.61999999999995,312.9,350.97666666666663,350.9549999999999,344.6699999999999,336.935,320.4766666666667,326.40250000000003,,,,,,,,,,,,319.69,309.38000000000005,302.8666666666667,297.44,289.7733333333333,,,L7
2000-10-24 21:57:29+00:00,,,,,,,,,,309.12,311.63,315.98333333333335,321.61999999999995,310.28999999999996,337.76,335.395,335.77,,,352.1,,,,,,,,,,,,,,,,,,,L7
2000-11-25 21:57:34+00:00,,,,,,,,,,309.12,311.63,309.32500000000005,313.605,307.68,325.13,321.49,347.515,342.57,,,,,,,,,,,,,,,319.66,306.01,295.51,302.86,,,L7
2000-12-11 21:57:36+00:00,,,,,,,,,,309.12,311.63,309.32500000000005,321.1666666666667,316.62,332.105,330.22,344.8233333333333,334.47,,,,,,,,,,,,,,,319.66,306.01,295.51,302.86,,,L7
2001-02-13 21:57:39+00:00,,,,,,,,,,,,312.88,336.29,327.98333333333335,332.105,342.06333333333333,344.8233333333333,344.49666666666667,338.41,325.98,,,,,,,,,,,,329.15,314.62,306.595,297.4,299.865,,,L7
2001-08-08 21:56:12+00:00,,,,,,334.18,337.2,330.54,,316.44,320.63,,,350.71,,365.75,,364.55,338.41,336.625,,,,,,,,,,,,335.48,309.58,307.18,299.29,296.87,,,L7
2001-08-24 21:56:00+00:00,,,,,,334.18,337.2,330.54,323.73,320.725,317.46000000000004,314.04,328.58,,,,,,,347.27,,,,,,,,,,,,341.81,,,,,339.67,,L7
2001-10-11 21:55:21+00:00,281.49,264.94,,,,334.18,337.2,330.54,323.73,320.725,317.46000000000004,314.04,328.58,,,,,,,347.27,294.85,308.92,297.54,,243.01,,,,,,,341.81,,,,,339.67,,L7
2001-12-30 21:55:49+00:00,281.49,264.94,,,,334.18,337.2,330.54,323.73,320.725,317.46000000000004,318.89,331.67999999999995,,,,,,,327.375,294.85,308.92,297.54,,243.01,,,,,,,345.595,310.9,335.08,283.03,,339.67,,L7
2002-03-04 21:56:09+00:00,281.49,264.94,,,,,,,,316.45,311.96,313.435,334.78,307.32,315.39,318.05,319.83,,,326.58000000000004,294.85,308.92,297.54,,243.01,,,,,,,349.38,310.9,335.08,283.03,,,,L7
2002-05-07 21:56:03+00:00,,,,,,,,,,316.53999999999996,313.875,314.07666666666665,329.66499999999996,307.32,315.39,318.05,319.83,,,326.58000000000004,,,,,,,,,,,,349.38,310.9,335.08,283.03,,,,L7
2002-09-12 21:55:07+00:00,,,,,,,,,,316.63,315.79,315.36,324.55,311.58,,,,,,332.75,,,,,,,,,,,,329.1,317.65,308.77,297.05,287.84,,,L7
2002-10-14 21:54:55+00:00,,,,,,,,,,316.63,323.235,315.36,324.55,321.53499999999997,335.54,341.24,,,,332.75,,,,,,,,,,,,329.1,317.65,308.77,297.05,287.84,,,L7
2002-10-30 21:55:01+00:00,,,,,,,,,,316.63,323.235,315.36,324.55,321.53499999999997,335.54,345.66499999999996,345.16,337.61,328.23,325.06,,,,,,,,,,,,331.45500000000004,314.375,306.64,294.12,287.84,,,L7
