dates,nzd0469-0000,nzd0469-0001,nzd0469-0002,nzd0469-0003,nzd0469-0004,nzd0469-0005
2017-10-27 22:33:03+00:00,217.1942857142857,192.76857142857142,168.79,,,
2017-11-12 22:33:00+00:00,211.93142857142857,186.83571428571426,168.79,,,
2017-11-28 22:32:54+00:00,214.08125,188.46375,168.79,,,
2018-03-04 22:32:25+00:00,214.87125,187.69750000000002,169.54000000000002,,,
2018-04-30 22:25:44+00:00,221.08999999999997,195.39,167.2,,,
2018-09-05 22:26:09+00:00,206.675,187.345,167.2,,,
2018-09-21 22:26:13+00:00,205.17,184.2733333333333,167.2,,,
2018-10-14 22:32:35+00:00,207.025,182.3675,167.2,,,
2018-12-01 22:32:39+00:00,212.6925,184.935,171.16,,,
2019-01-11 22:26:25+00:00,212.72600000000003,186.988,171.93,,,
2019-02-28 22:26:15+00:00,212.79333333333332,188.10999999999999,171.59666666666666,,,
2019-03-16 22:26:09+00:00,214.41799999999998,189.53399999999996,171.59666666666666,218.4,226.0,
2019-04-01 22:26:06+00:00,214.49,190.19400000000002,171.59666666666666,218.4,226.0,
2019-04-17 22:26:00+00:00,215.464,195.05599999999998,173.505,218.4,226.0,
2019-11-11 22:26:55+00:00,208.69,186.97,,,,
2020-01-14 22:26:44+00:00,200.79500000000002,175.51999999999998,,,,
2020-02-22 22:32:45+00:00,204.79333333333332,175.47333333333333,,,,
2020-08-16 22:32:46+00:00,225.79,195.925,176.55,,,
2020-09-01 22:32:54+00:00,234.64499999999998,210.10500000000002,176.55,,,
2020-09-10 22:26:47+00:00,227.15333333333334,205.41,171.83,,,
2020-10-19 22:33:05+00:00,231.8775,208.6,174.92333333333332,,,
2021-01-07 22:32:59+00:00,231.83200000000002,206.58,174.92333333333332,,,
2021-04-06 22:26:18+00:00,240.65,210.79666666666665,178.4,,,
2021-04-13 22:32:27+00:00,240.9975,211.17,179.34,,,
2021-08-12 22:26:42+00:00,233.2733333333333,208.95666666666668,178.45499999999998,,,
2021-08-19 22:32:55+00:00,233.3475,207.76250000000002,177.85333333333332,,,
2021-09-13 22:26:51+00:00,228.85,204.46800000000002,177.8825,,,
2021-11-23 22:33:06+00:00,221.7625,198.98250000000002,177.31,,,
2022-01-26 22:32:53+00:00,225.408,198.874,174.50666666666666,,,
2022-03-24 22:26:23+00:00,231.29,201.13333333333333,173.035,,,
2022-04-25 22:26:21+00:00,223.83749999999998,195.265,173.035,,,
2022-09-07 22:33:19+00:00,217.1,192.5466666666667,177.17,,,
2022-09-08 22:26:47+00:00,214.82,190.4625,171.89499999999998,,,
2022-10-17 22:33:12+00:00,210.59,181.935,166.62,,,
2022-11-10 22:33:21+00:00,217.785,186.97,166.62,,,
2022-11-26 22:33:18+00:00,220.36999999999998,188.664,166.435,,,
2022-12-20 22:33:09+00:00,222.31166666666664,189.64166666666665,166.435,,,
2022-12-21 22:26:57+00:00,218.49857142857144,185.79714285714286,166.435,,,
2022-12-29 22:27:00+00:00,218.65875,187.50875,168.64000000000001,,,
2023-01-13 22:33:05+00:00,218.14,186.20666666666665,168.64000000000001,,,
2023-01-22 22:26:55+00:00,217.62399999999997,186.584,168.845,,,
2023-03-03 22:26:48+00:00,215.9418181818182,185.29090909090908,168.845,,,
2023-03-27 22:26:23+00:00,216.80599999999998,185.919,171.8975,,,
2023-08-09 22:32:36+00:00,215.39666666666668,187.09000000000003,178.83,,,
2023-08-26 22:26:28+00:00,212.82500000000002,184.54,178.83,,,
2023-09-02 22:32:42+00:00,219.155,190.21666666666667,178.83,,,
2023-09-03 22:26:33+00:00,218.208,190.70499999999998,173.735,,,
2023-09-26 22:32:51+00:00,214.52799999999996,181.57999999999998,168.64,,,
2023-10-29 22:26:45+00:00,211.1966666666667,177.154,168.64,,,
2023-11-05 22:32:54+00:00,211.15571428571428,176.10166666666666,168.64,,,
2023-11-06 22:26:44+00:00,211.37375,177.2742857142857,170.21499999999997,,,
2023-11-30 22:26:52+00:00,209.5622222222222,175.17125,170.21499999999997,,,
2024-02-10 22:26:40+00:00,208.12444444444446,176.25777777777776,168.9,,,
2024-03-21 22:26:42+00:00,205.9457142857143,173.5842857142857,169.03,,,
2024-03-28 22:32:45+00:00,206.83571428571426,175.00571428571428,169.03,,,
2024-03-29 22:26:10+00:00,208.34875,177.30625,170.3033333333333,,,
2024-04-05 22:32:21+00:00,211.56666666666666,180.25,170.3033333333333,,,
2024-04-13 22:32:39+00:00,213.64299999999997,182.497,170.3033333333333,,,
2024-04-21 22:32:12+00:00,215.64636363636362,184.88181818181818,170.44,,,
2024-08-19 22:32:26+00:00,224.82714285714286,195.4114285714286,171.85,,,
2024-09-13 22:26:24+00:00,221.38625,192.89,171.85,,,
2024-10-14 22:32:47+00:00,221.5525,194.6325,170.85,,,
2024-10-15 22:26:36+00:00,219.08800000000002,193.61399999999998,170.85,,,
2024-12-25 22:32:56+00:00,213.892,186.30599999999998,,,,
2024-12-26 22:26:37+00:00,212.995,186.3983333333333,,,,
2025-01-03 22:26:39+00:00,212.54,186.6342857142857,,,,
2025-01-10 22:32:53+00:00,215.23375,188.29625,,,,
2025-01-11 22:26:40+00:00,215.19444444444446,188.47777777777776,166.88,,,
2025-01-18 22:32:48+00:00,217.398,189.808,166.88,,,
2025-01-26 22:32:54+00:00,216.52545454545452,187.99818181818182,166.88,,,
2025-02-03 22:32:49+00:00,217.84666666666666,189.22166666666666,166.88,,,
2025-02-27 22:32:47+00:00,216.79166666666666,187.35833333333335,166.88,,,
2025-03-08 22:26:38+00:00,217.01461538461538,188.5892307692308,171.76,,,
2025-03-24 22:26:27+00:00,217.91846153846151,189.7723076923077,170.85666666666665,,,
2025-05-03 22:25:58+00:00,216.495,188.59833333333333,170.85666666666665,,,
