dates,nzd0061-0000,nzd0061-0001,nzd0061-0002,nzd0061-0003,nzd0061-0004,nzd0061-0005,nzd0061-0006,nzd0061-0007,satname
1999-08-17 22:10:26+00:00,374.31,336.58,,,,,,,L7
1999-10-04 22:10:38+00:00,374.31,336.58,385.74,399.69,,,386.85,,L7
2000-03-28 22:10:07+00:00,,371.77,388.695,403.1,,416.45,386.85,,L7
2000-04-29 22:09:53+00:00,,346.67499999999995,359.15,406.51,,416.45,,,L7
2000-06-16 22:09:26+00:00,,346.67499999999995,359.15,406.51,318.27,416.45,,,L7
2000-08-03 22:08:44+00:00,393.34,344.3866666666666,353.2133333333333,406.51,330.13,416.45,,,L7
2000-09-20 22:08:03+00:00,393.34,344.3866666666666,355.77,407.29999999999995,330.13,400.18,,,L7
2001-05-18 22:07:26+00:00,,334.83,337.93,330.63,328.11,,,,L7
2001-06-03 22:07:16+00:00,,333.405,336.43,333.18,329.005,,,,L7
2001-12-12 22:06:14+00:00,,,,,,,386.7,,L7
2001-12-28 22:06:14+00:00,,,359.11,365.74,359.03,357.78,370.43,357.94,L7
2002-10-28 22:05:22+00:00,,,382.3,341.34,333.84,,317.72,,L7
2003-01-16 22:06:02+00:00,387.42,,382.3,341.34,333.84,,317.72,,L7
2003-05-08 22:06:20+00:00,389.31,346.58,328.42,,,,,,L7
2004-05-18 21:58:14+00:00,422.74,365.74,352.72,361.3,353.2,319.88,334.9,337.48,L5
2005-01-13 22:03:41+00:00,,339.72,327.5,317.72,319.39,,,,L5
2005-03-02 22:04:24+00:00,,346.625,338.975,336.295,333.275,321.72,,,L5
2005-04-03 22:04:40+00:00,425.23,349.24333333333334,342.1266666666667,340.83,336.1066666666666,320.45500000000004,335.86,330.43,L5
2005-08-25 22:05:41+00:00,392.615,346.71999999999997,342.69,343.78999999999996,336.03333333333336,320.45500000000004,335.86,330.43,L5
2005-11-13 22:05:57+00:00,360.0,346.24,342.755,339.31,335.22,307.36,331.69,324.18,L5
2006-04-06 22:09:08+00:00,350.83,342.875,341.99,337.71,334.39,307.36,331.69,324.18,L5
2006-09-13 22:11:23+00:00,354.745,323.37,326.515,323.595,321.78999999999996,,,,L5
2010-01-27 22:08:26+00:00,410.53,359.87,340.86,335.73,336.34,309.63,324.0,321.82,L5
2010-02-12 22:08:30+00:00,410.53,367.075,359.225,359.975,360.75,309.63,342.81,339.12,L5
2013-05-11 22:19:31+00:00,395.41,352.68,350.13,351.69,348.73,318.21,330.46,323.14,L8
2013-06-28 22:19:33+00:00,392.27,354.095,354.05,356.65,354.35,320.845,330.66999999999996,327.39,L8
2013-07-14 22:19:34+00:00,375.67,343.31666666666666,346.24333333333334,349.55333333333334,344.91,320.845,330.66999999999996,327.39,L8
2013-08-31 22:19:38+00:00,375.67,343.31666666666666,346.24333333333334,355.52,349.625,319.7,331.4633333333333,328.69666666666666,L8
2013-10-18 22:19:25+00:00,366.15250000000003,337.47,340.1825,355.52,349.625,319.7,331.4633333333333,328.69666666666666,L8
2013-11-03 22:19:20+00:00,360.68,333.86199999999997,340.1825,355.52,349.625,319.7,331.4633333333333,328.69666666666666,L8
2013-12-05 22:19:13+00:00,349.346,327.61199999999997,336.8666666666667,356.7966666666666,349.92333333333335,320.44500000000005,331.96500000000003,331.47499999999997,L8
2014-02-23 22:18:20+00:00,338.3766666666667,325.565,330.555,361.15,352.895,314.07000000000005,331.22,328.675,L8
2014-03-27 22:17:50+00:00,337.06500000000005,323.93,330.555,348.88,342.02,310.73,329.39,326.04,L8
2014-04-12 22:17:37+00:00,337.996,323.36833333333334,330.555,348.88,342.02,310.73,322.28999999999996,318.45000000000005,L8
2014-05-14 22:17:08+00:00,340.53,325.05600000000004,336.045,342.62,336.21,310.73,322.28999999999996,318.45000000000005,L8
2014-07-17 22:17:28+00:00,341.525,325.424,333.69666666666666,339.15000000000003,330.8666666666666,310.73,322.28999999999996,318.45000000000005,L8
2015-01-25 22:17:32+00:00,,350.35,341.99,350.95,337.71,312.68,326.8,326.77,L8
2015-03-30 22:17:01+00:00,339.74,335.91,332.21500000000003,334.865,328.28499999999997,312.68,326.8,326.77,L8
2015-07-04 22:17:02+00:00,339.74,335.91,332.21500000000003,333.7133333333333,327.74666666666667,312.68,326.8,326.77,L8
2015-07-20 22:17:10+00:00,342.38,330.39000000000004,330.93,334.41499999999996,327.62,312.68,326.8,326.77,L8
2015-09-06 22:17:26+00:00,342.38,320.41,327.99333333333334,331.28749999999997,324.25666666666666,,,,L8
2016-08-07 22:17:37+00:00,351.29,315.53,,,,,,,L8
2016-09-24 22:17:49+00:00,372.47,332.865,354.3,359.05,358.4,312.46,324.85,329.22,L8
2017-01-30 22:17:38+00:00,375.3233333333333,331.7633333333333,341.405,350.16499999999996,344.54999999999995,309.16999999999996,322.36,320.81500000000005,L8
2017-03-03 22:17:25+00:00,372.66333333333336,333.6066666666666,341.405,350.16499999999996,344.54999999999995,309.16999999999996,322.36,320.81500000000005,L8
2017-03-19 22:17:15+00:00,366.945,331.8375,338.57666666666665,347.34999999999997,340.25666666666666,309.16999999999996,322.36,320.81500000000005,L8
2017-04-20 22:16:59+00:00,354.59499999999997,324.62249999999995,329.55333333333334,340.0933333333333,330.3433333333333,305.88,319.87,312.41,L8
2017-07-09 22:17:23+00:00,352.97799999999995,323.956,329.6025,339.2525,329.51750000000004,305.88,319.87,312.41,L8
2017-07-25 22:17:30+00:00,353.6816666666667,323.275,328.748,339.148,329.398,305.88,319.87,312.41,L8
2018-02-18 22:17:22+00:00,361.0,321.95,323.96,335.44,328.42,,,,L8
2019-06-29 22:17:29+00:00,337.52,324.35,332.37,,,,,,L8
2019-11-04 22:17:58+00:00,337.52,324.35,345.03,357.2,356.59,316.71,331.41,325.78,L8
2020-02-24 22:17:35+00:00,370.33,,357.69,357.2,356.59,316.71,331.41,325.78,L8
2020-04-28 22:17:04+00:00,355.96500000000003,325.18,342.59000000000003,346.725,346.25,316.71,331.41,325.78,L8
2020-07-01 22:17:22+00:00,362.51666666666665,332.225,333.095,344.09000000000003,335.91,,,,L8
2020-07-17 22:17:28+00:00,358.58,329.69,329.9766666666667,341.8,336.125,,,,L8
2020-09-03 22:17:46+00:00,354.26,328.1,329.9766666666667,341.8,336.125,,,,L8
2021-05-01 22:17:07+00:00,,350.92,340.12,343.99,343.12,312.69,325.9,323.53,L8
2021-05-17 22:17:12+00:00,336.72,334.625,340.12,343.99,343.12,312.69,325.9,323.53,L8
2021-06-18 22:17:27+00:00,336.72,334.625,332.49,336.805,333.065,312.69,325.9,323.53,L8
2021-07-04 22:17:29+00:00,361.68,340.82,336.7166666666667,342.72,337.18666666666667,314.64,330.25,326.36,L8
2021-10-24 22:18:01+00:00,359.3766666666667,336.4125,334.63,340.28,335.0925,314.64,330.25,326.36,L8
2021-11-09 22:17:58+00:00,359.3766666666667,334.7125,334.18,341.8175,334.8075,315.005,330.4,326.815,L8
2022-02-21 22:17:43+00:00,354.77,333.655,339.1666666666667,345.8299999999999,342.73333333333335,315.995,331.935,327.095,L9
2022-03-09 22:17:37+00:00,347.44,328.31,339.1666666666667,345.8299999999999,342.73333333333335,315.995,331.935,327.095,L9
2022-05-04 22:17:26+00:00,341.83500000000004,330.87,344.56499999999994,352.26499999999993,349.69500000000005,315.995,331.935,327.095,L8
2022-05-12 22:17:13+00:00,341.83500000000004,317.62,344.9,351.16499999999996,354.145,328.04999999999995,335.69,330.08000000000004,L9
