dates,satname,nzd0061-0000,nzd0061-0001,nzd0061-0002,nzd0061-0003,nzd0061-0004,nzd0061-0005,nzd0061-0006,nzd0061-0007
1999-08-17 22:10:26.276000,L7,374.31,336.58,,,,,,
1999-10-04 22:10:38.131000,L7,,,385.74,399.69,431.65,423.41,386.85,415.69
2000-03-28 22:10:07.233000,L7,,371.77,391.65,406.51,419.33,416.45,434.97,416.94
2000-04-29 22:09:53.797000,L7,406.89,321.58,326.65,,,,,
2000-05-15 22:09:42.527000,L7,389.44,323.56,326.81,,,,,
2000-06-16 22:09:26.713000,L7,362.30,331.93,334.16,322.78,318.27,,,
2000-08-03 22:08:44.137000,L7,393.34,339.81,341.34,342.39,341.99,,,
2000-09-20 22:08:03.348000,L7,387.64,379.64,363.44,408.09,394.24,383.91,324.42,385.32
2001-05-18 22:07:26.882000,L7,388.23,334.83,337.93,330.63,328.11,,,
2001-06-03 22:07:16.736000,L7,386.25,331.98,334.93,335.73,329.90,,,
2001-09-23 22:06:03.238000,L7,,,391.06,334.66,326.58,320.60,377.82,
2001-11-26 22:06:09.518000,L7,,,,,,,427.40,405.06
2001-12-12 22:06:14.960000,L7,,,,,423.86,419.02,386.70,389.71
2001-12-28 22:06:14.106000,L7,455.48,381.38,359.11,365.74,359.03,357.78,354.16,357.94
2002-07-08 22:06:00.488000,L7,378.06,,,,,,,
2002-10-28 22:05:22.323000,L7,,406.25,382.30,341.34,333.84,399.45,317.72,442.00
2002-12-31 22:05:56.221000,L7,,,,,,430.94,422.01,412.29
2003-01-16 22:06:02.914000,L7,387.42,,,,,,,
2003-05-08 22:06:20.773000,L7,391.20,346.58,328.42,,,,,
2004-05-18 21:58:14.785000,L5,422.74,365.74,352.72,361.30,353.20,319.88,334.90,337.48
2005-01-13 22:03:41.143000,L5,365.96,339.72,327.50,317.72,319.39,,,
2005-03-02 22:04:24.338000,L5,462.83,353.53,350.45,354.87,347.16,321.72,337.31,336.14
2005-04-03 22:04:40.528000,L5,425.23,354.48,348.43,349.90,341.77,319.19,335.86,330.43
2005-08-25 22:05:41.221000,L5,360.00,332.15,329.19,326.60,319.17,,,
2005-11-13 22:05:57.059000,L5,447.60,360.33,356.32,352.02,351.27,307.36,331.69,324.18
2006-04-06 22:09:08.139000,L5,350.83,325.42,327.66,323.40,317.51,,,
2006-09-13 22:11:23.474000,L5,358.66,321.32,325.37,323.79,326.07,,,
2006-09-29 22:11:34.525000,L5,383.27,341.83,336.56,329.39,331.16,,,
2006-12-11 22:06:28.205000,L5,,,,,,,320.07,428.09
2010-01-27 22:08:26.527000,L5,410.53,359.87,340.86,335.73,336.34,309.63,324.00,321.82
2010-02-12 22:08:30.110000,L5,475.07,374.28,377.59,384.22,385.16,400.42,361.62,356.42
2013-04-25 22:19:21.025000,L8,345.42,326.15,327.41,328.04,326.50,,,
2013-05-11 22:19:31.249000,L8,395.41,352.68,350.13,351.69,348.73,318.21,330.46,323.14
2013-06-28 22:19:33.252000,L8,389.13,355.51,357.97,361.61,359.97,323.48,330.88,331.64
2013-07-14 22:19:34.707000,L8,342.47,321.76,330.63,335.36,326.03,,,
2013-08-31 22:19:38.558000,L8,415.58,364.61,377.21,373.42,363.77,317.41,333.05,331.31
2013-10-18 22:19:25.762000,L8,337.60,319.93,322.00,,,,,
2013-11-03 22:19:20.378000,L8,338.79,319.43,,,,,,
2013-12-05 22:19:13.005000,L8,338.74,321.43,,,,,,
2014-02-23 22:18:20.398000,L8,416.96,341.47,339.11,348.88,342.02,310.73,329.39,326.04
2014-03-27 22:17:50.001000,L8,333.13,317.39,,,,,,
2014-04-12 22:17:37.464000,L8,341.72,320.56,,,,,315.19,310.86
2014-05-14 22:17:08.923000,L8,348.53,324.43,332.98,336.36,330.40,,,
2014-07-17 22:17:28.260000,L8,342.72,323.27,329.00,332.21,320.18,,,
2015-01-25 22:17:32.812000,L8,417.27,350.35,341.99,350.95,337.71,312.68,326.80,326.77
2015-02-26 22:17:23.009000,L8,348.14,324.71,324.61,336.36,319.96,,,
2015-03-30 22:17:01.871000,L8,339.74,321.47,322.44,318.78,318.86,,,
2015-07-04 22:17:02.361000,L8,346.35,321.37,327.49,331.41,326.67,,,
2015-07-20 22:17:10.706000,L8,345.02,319.35,328.36,336.52,327.24,,,
2015-08-05 22:17:13.094000,L8,346.58,319.29,327.76,333.94,325.72,,,
2015-09-06 22:17:26.976000,L8,349.40,322.08,333.18,338.44,330.48,,,
2016-05-19 22:17:11.230000,L8,347.96,326.21,328.91,335.16,327.13,,,
2016-08-07 22:17:37.552000,L8,351.29,315.53,,,,,,
2016-09-24 22:17:49.840000,L8,393.65,350.20,354.30,359.05,358.40,312.46,324.85,329.22
2017-01-30 22:17:38.957000,L8,381.03,329.56,328.51,341.28,330.70,305.88,319.87,312.41
2017-03-03 22:17:25.727000,L8,343.31,321.06,,,,,,
2017-03-19 22:17:15.956000,L8,349.79,326.53,332.92,341.72,331.67,,,
2017-04-20 22:16:59.468000,L8,344.25,321.34,327.23,337.28,328.66,,,
2017-07-09 22:17:23.906000,L8,346.51,321.29,329.75,336.73,327.04,,,
2017-07-25 22:17:30.862000,L8,357.20,319.87,325.33,338.73,328.92,,,
2018-02-18 22:17:22.771000,L8,361.00,321.95,323.96,335.44,328.42,,,
2018-04-07 22:16:59.037000,L8,344.22,324.19,,,,,,
2018-05-09 22:16:40.331000,L8,436.89,368.31,360.20,367.42,369.51,341.76,365.50,354.69
2018-06-10 22:16:26.226000,L8,420.26,333.25,336.69,348.39,337.49,436.68,,
