dates,nzd0119-0000,nzd0119-0001,nzd0119-0002,nzd0119-0003,nzd0119-0004,nzd0119-0005,nzd0119-0006,nzd0119-0007,nzd0119-0008,nzd0119-0009,nzd0119-0010,nzd0119-0011,nzd0119-0012,nzd0119-0013,nzd0119-0014,nzd0119-0015,nzd0119-0016,nzd0119-0017,nzd0119-0018,nzd0119-0019,nzd0119-0020,nzd0119-0021,nzd0119-0022,nzd0119-0023,nzd0119-0024,nzd0119-0025,nzd0119-0026,nzd0119-0027,nzd0119-0028,nzd0119-0029,nzd0119-0030,nzd0119-0031,nzd0119-0032,nzd0119-0033,nzd0119-0034,nzd0119-0035,nzd0119-0036,nzd0119-0037,nzd0119-0038,nzd0119-0039,nzd0119-0040,nzd0119-0041,nzd0119-0042,nzd0119-0043,nzd0119-0044,nzd0119-0045,nzd0119-0046,nzd0119-0047,nzd0119-0048,nzd0119-0049,nzd0119-0050,nzd0119-0051,nzd0119-0052,nzd0119-0053,nzd0119-0054,nzd0119-0055,nzd0119-0056,nzd0119-0057,nzd0119-0058,nzd0119-0059,nzd0119-0060,nzd0119-0061,nzd0119-0062,nzd0119-0063,nzd0119-0064,nzd0119-0065,nzd0119-0066,nzd0119-0067,nzd0119-0068,nzd0119-0069,nzd0119-0070,nzd0119-0071,nzd0119-0072,nzd0119-0073,nzd0119-0074,nzd0119-0075,nzd0119-0076,nzd0119-0077,nzd0119-0078,nzd0119-0079,nzd0119-0080,nzd0119-0081,nzd0119-0082,nzd0119-0083,nzd0119-0084,nzd0119-0085,nzd0119-0086,nzd0119-0087,nzd0119-0088,nzd0119-0089,nzd0119-0090,nzd0119-0091,nzd0119-0092,nzd0119-0093,nzd0119-0094,nzd0119-0095,nzd0119-0096,nzd0119-0097,nzd0119-0098,nzd0119-0099,nzd0119-0100,nzd0119-0101,nzd0119-0102,nzd0119-0103,nzd0119-0104,nzd0119-0105,nzd0119-0106,nzd0119-0107,nzd0119-0108,nzd0119-0109,nzd0119-0110,nzd0119-0111,nzd0119-0112,nzd0119-0113,nzd0119-0114,nzd0119-0115,nzd0119-0116,nzd0119-0117,nzd0119-0118,nzd0119-0119,nzd0119-0120,nzd0119-0121,nzd0119-0122,nzd0119-0123,nzd0119-0124,nzd0119-0125,nzd0119-0126,nzd0119-0127,nzd0119-0128,nzd0119-0129,nzd0119-0130,nzd0119-0131,nzd0119-0132,nzd0119-0133,nzd0119-0134,nzd0119-0135,nzd0119-0136,nzd0119-0137,nzd0119-0138,nzd0119-0139,nzd0119-0140,nzd0119-0141,nzd0119-0142,nzd0119-0143,nzd0119-0144,nzd0119-0145,nzd0119-0146,nzd0119-0147,nzd0119-0148,nzd0119-0149,nzd0119-0150,nzd0119-0151,nzd0119-0152,nzd0119-0153,nzd0119-0154,nzd0119-0155,nzd0119-0156,nzd0119-0157,nzd0119-0158,nzd0119-0159,nzd0119-0160,nzd0119-0161,nzd0119-0162,nzd0119-0163,nzd0119-0164,nzd0119-0165,nzd0119-0166,nzd0119-0167,nzd0119-0168,nzd0119-0169,nzd0119-0170,nzd0119-0171,nzd0119-0172
2018-11-03 22:05:33+00:00,,,,233.32333333333335,181.535,162.68,191.865,200.30166666666665,202.57666666666668,200.18833333333336,198.115,201.25,198.12166666666667,200.83666666666667,192.95333333333335,190.415,191.74200000000002,188.63,186.272,176.352,173.75666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 22:11:29+00:00,,,,226.142,181.67000000000002,162.68,190.82999999999998,199.286,202.66799999999998,199.392,199.16000000000003,201.346,198.498,201.612,195.036,192.39,192.39,189.496,186.80599999999998,177.03799999999998,173.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12 22:05:06+00:00,,,,220.15,181.45749999999998,,190.7875,199.8675,203.95250000000001,199.35,200.1725,202.02499999999998,198.9875,202.51500000000001,194.4325,192.0025,193.43999999999997,190.10333333333332,187.26333333333332,177.87666666666667,174.07000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-28 22:05:02+00:00,,,,219.34500000000003,181.3425,177.32,191.7725,202.22500000000002,206.1775,200.42999999999998,201.985,203.51,200.47500000000002,203.24,194.9275,192.7425,193.9533333333333,190.73,188.20333333333335,179.00666666666666,175.6866666666667,,,,,,,,173.91,174.72,183.14,194.76,186.73,185.33,181.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14 22:05:12+00:00,,,,217.1,181.8125,177.32,192.60750000000002,202.97250000000003,206.905,200.8025,203.12,204.2775,201.12,202.9925,196.585,191.6575,193.57666666666668,190.8033333333333,188.64000000000001,179.92999999999998,175.98000000000002,,,,,,,,173.91,174.72,183.14,194.76,186.73,185.33,181.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-22 22:11:40+00:00,,,344.33,217.19,182.26399999999998,180.22,193.16000000000003,202.94,206.728,201.3,203.156,204.75,201.12,202.9925,196.585,191.6575,193.9375,191.6,189.2975,180.52,176.66,,,,,,,,173.91,174.72,183.14,194.76,185.725,184.81,179.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17 22:05:35+00:00,,,344.33,218.24,181.92499999999998,175.01,192.83666666666667,202.55333333333337,206.12333333333333,201.26,202.09,204.62,200.24,202.746,196.25400000000002,191.38,193.96599999999998,191.502,189.276,180.746,176.73200000000003,,,,,,,,173.91,174.72,183.14,194.76,185.725,184.81,179.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09 22:11:55+00:00,,,344.33,218.51571428571427,181.53285714285715,173.92000000000002,192.8114285714286,202.22571428571428,205.7657142857143,201.26285714285717,201.61857142857144,204.46428571428572,199.98000000000002,203.01833333333332,196.01833333333335,190.94833333333335,193.975,191.53,189.42,180.68666666666664,176.9283333333333,,,,,,,,173.91,174.72,183.14,194.76,185.725,184.81,179.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18 22:05:47+00:00,,,344.33,218.51571428571427,181.53285714285715,173.92000000000002,192.77375,201.57625000000002,205.18,200.9725,201.67000000000002,204.01875,199.14857142857142,202.2342857142857,195.18428571428572,190.94833333333335,193.975,191.53,189.42,180.68666666666664,176.9283333333333,,,,,,,,173.91,173.8,182.505,192.89,185.67333333333332,184.20333333333335,178.57000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-22 22:05:57+00:00,,,344.33,219.6275,182.015,172.78666666666672,192.594,199.87199999999999,202.942,200.528,200.022,203.378,197.02249999999998,201.515,193.2475,190.39333333333332,194.4975,192.06,189.915,181.22250000000003,177.81,,,,,,,,,172.88,181.87,191.02,185.14499999999998,183.64,177.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16 22:11:59+00:00,,,,218.735,181.88,170.65,199.78500000000003,204.015,207.6825,205.10999999999999,205.475,206.08999999999997,202.54749999999999,207.79749999999999,198.4375,198.99333333333334,199.01666666666665,191.57,196.51333333333332,186.94666666666663,177.76000000000002,193.74,183.28,190.71,182.65,186.14,187.64,190.9,181.63,179.975,189.085,202.395,200.865,194.22500000000002,185.60500000000002,194.81,189.64,184.29,187.88,184.09,183.24,193.83,200.95,190.95,190.84,185.27,187.56,195.18,192.5,178.82,193.63,211.93,176.21,194.86,227.36,195.99,201.62,195.91,191.0,192.62,194.03,192.41,191.41,182.43,,,,,,,,,,,,,,,,,,,,,177.18,183.41,182.36,187.55,185.36,180.11,188.29,179.31,181.16,219.76,184.02,187.66,182.83,189.15,215.3,,,,,199.2,188.3,222.11,217.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.82,211.97,196.12,197.96,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01 22:11:53+00:00,,,,218.86666666666667,188.39000000000001,174.115,200.142,205.51399999999998,208.908,205.346,206.596,207.18199999999996,204.32999999999998,208.58599999999996,200.01399999999998,199.73,199.73250000000002,191.91666666666666,195.405,186.56,179.15,184.655,178.405,190.71,182.65,186.14,187.64,190.9,179.33499999999998,178.85,188.13333333333333,200.36666666666667,197.36333333333334,192.04,184.75666666666666,194.81,189.64,184.29,187.88,184.09,183.24,193.83,200.95,190.95,190.84,185.27,187.56,195.18,192.5,178.82,193.63,211.93,176.21,194.86,227.36,195.99,201.62,195.91,191.0,192.62,194.03,192.41,191.41,182.43,,,,,,,,,,,,,,,,,,,,,177.18,183.41,182.36,187.55,185.36,180.11,188.29,179.31,181.16,219.76,184.02,187.66,182.83,189.15,215.3,,,,,199.2,188.3,222.11,217.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.82,211.97,196.12,197.96,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21 22:11:21+00:00,,,,218.09333333333333,189.94000000000003,190.03,203.62,210.2375,212.315,208.1025,210.32000000000002,209.965,208.745,211.6125,204.125,202.12,200.48250000000002,192.04999999999998,195.72000000000003,187.57999999999998,179.58333333333334,184.655,178.405,190.71,182.65,186.14,187.64,190.9,179.33499999999998,179.79666666666665,188.75,201.93333333333337,197.42,192.47333333333333,186.3066666666667,194.81,189.64,184.29,187.88,184.09,183.24,193.83,200.95,190.95,190.84,185.27,187.56,195.18,192.5,178.82,193.63,211.93,176.21,194.86,227.36,195.99,201.62,195.91,191.0,192.62,194.03,192.41,191.41,182.43,,,,,,,,,,,,,,,,,,,,,177.18,183.41,182.36,187.55,185.36,180.11,188.29,179.31,181.16,219.76,184.02,187.66,182.83,189.15,215.3,,,,,199.2,188.3,222.11,217.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.82,211.97,196.12,197.96,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08 22:11:24+00:00,,,,220.47333333333333,198.85333333333332,191.53333333333333,206.60249999999996,213.68,216.1325,210.51,213.585,212.8775,212.15,214.6866666666667,207.82000000000002,205.45333333333335,202.35333333333335,192.33999999999997,197.94000000000003,189.92,180.57,184.655,178.405,190.71,179.19,186.14,187.64,190.9,177.52666666666664,178.6675,187.4475,200.23250000000002,194.8175,191.0875,185.1825,185.975,180.38,184.29,187.88,184.09,183.24,193.83,200.95,190.95,190.84,185.27,187.56,195.18,192.5,178.82,193.63,211.93,176.21,194.86,227.36,195.99,201.62,195.91,191.0,192.62,194.03,192.41,191.41,182.43,,,,,,,,,,,,,,,,,,,,,177.18,183.41,182.36,187.55,185.36,180.11,188.29,179.31,181.16,219.76,184.02,187.66,182.83,189.15,215.3,,,,,199.2,188.3,222.11,217.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.82,211.97,196.12,197.96,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10 22:11:39+00:00,,,,237.8575,198.85333333333332,191.53333333333333,206.60249999999996,225.16199999999998,226.26399999999998,220.01800000000003,221.978,221.93400000000003,222.4375,222.38,215.9475,215.82,210.8025,208.1,205.245,189.92,194.64333333333335,194.24333333333334,189.02666666666667,200.18,188.54666666666665,197.82999999999998,198.57,201.065,185.735,186.134,193.934,206.93200000000002,202.014,197.96599999999998,192.0,196.05666666666664,190.64,198.41,199.66,198.59,194.97500000000002,204.43,209.08499999999998,202.905,203.91,198.875,197.38,202.74,199.54500000000002,195.715,200.075,207.185,189.34,199.305,227.36,195.99,201.62,195.91,200.305,201.49,202.995,205.20999999999998,191.41,194.61,186.55,188.13,204.26,205.6,206.57,205.1,197.04,198.62,200.73,198.61,198.69,200.22,195.59,197.96,189.77,192.65,189.4,184.2,185.61,186.46,183.565,187.82999999999998,189.27,193.365,190.51,189.89,195.445,189.755,193.14,212.72,193.32999999999998,195.235,192.075,197.87,210.815,209.1,204.93,201.52,199.34,200.82,195.84,214.26,208.35,197.0,198.34,195.87,203.01,195.99,193.76,196.71,198.94,198.78,190.87,195.98,188.92,187.44,185.46,181.44,182.0,179.79,185.44,185.38,182.25,190.15,194.75,208.72,206.55,216.87,,,,,,,,,,,,199.34,216.44,204.22,201.615,193.98,201.1,190.01,184.5,178.26,185.57,180.93,182.0,190.63,182.95,186.98,182.69,,187.64,195.75,189.61,185.74,178.29,180.13,179.42,,,,,,
2020-09-21 22:05:54+00:00,,,,252.39249999999998,197.575,198.51,201.03999999999996,237.17499999999998,234.305,229.52499999999998,228.89749999999998,231.825,234.67333333333332,230.08666666666667,231.64000000000001,224.71666666666667,218.51666666666665,218.66666666666666,215.77333333333334,184.47,204.0233333333333,206.69,207.79000000000002,200.735,202.76,220.39,218.78,203.17000000000002,195.82333333333335,192.0,209.0275,211.12,206.65750000000003,204.2175,200.1575,204.92333333333332,198.9466666666667,213.385,203.815,209.60000000000002,204.565,211.18,212.14499999999998,211.06,220.055,202.29,201.785,205.115,206.28,214.235,198.68,203.725,197.635,202.885,227.35,220.0,202.95,206.62,204.59,200.47000000000003,204.185,208.095,173.2,206.79,186.55,193.01999999999998,207.06,205.28,203.39,206.215,204.535,191.78,204.935,203.305,192.285,191.45,190.185,192.54500000000002,185.36,192.65,189.4,184.2,185.61,186.46,189.95,192.25,186.47500000000002,193.72500000000002,192.20499999999998,199.315,200.14999999999998,199.07999999999998,202.185,197.57,197.305,197.01999999999998,202.06,204.745,199.73000000000002,199.13,197.68,200.5,200.29000000000002,201.23000000000002,205.78,204.005,190.65,190.225,195.635,193.38,194.165,193.755,189.57,193.095,195.89,194.65,188.695,195.78,183.2,181.8,185.46,181.44,182.0,179.79,185.44,185.38,179.79000000000002,185.35000000000002,189.20499999999998,201.82,197.66000000000003,199.5,181.68,,,,,,,,,,182.35,210.325,212.565,212.20999999999998,200.505,192.125,194.125,186.99,182.275,179.74,185.57,180.93,182.0,190.63,182.95,186.98,182.69,,187.64,195.75,189.61,185.74,178.29,180.13,179.42,,,,,,
2020-12-01 22:12:09+00:00,,,,263.82,211.485,202.44,204.75,238.15,236.4425,232.1025,230.83249999999998,233.2625,237.12666666666667,232.73333333333335,234.34666666666666,226.89,220.70666666666668,220.90666666666667,217.38333333333333,192.28,206.92999999999998,198.0533333333333,197.32000000000002,192.81000000000003,196.235,205.28666666666666,218.78,194.29333333333332,191.0825,193.335,211.0425,212.375,209.36,206.305,201.7425,198.7575,193.625,200.99,194.96666666666667,199.09666666666666,195.98000000000002,201.97000000000003,202.40333333333334,199.6833333333333,204.00666666666666,202.29,201.785,205.115,206.28,214.235,198.68,203.725,197.635,202.885,227.35,220.0,202.95,206.62,204.59,200.47000000000003,204.185,208.095,173.2,206.79,186.55,193.01999999999998,207.06,205.28,203.39,206.215,204.535,191.78,204.935,203.305,192.285,191.45,190.185,192.54500000000002,185.36,192.65,189.4,184.2,185.61,186.46,189.95,192.25,186.47500000000002,193.72500000000002,192.20499999999998,199.315,200.14999999999998,199.07999999999998,202.185,197.57,197.305,197.01999999999998,202.06,204.745,199.73000000000002,199.13,197.68,200.5,200.29000000000002,201.23000000000002,205.78,204.005,190.65,190.225,195.635,193.38,194.165,193.755,189.57,193.095,195.89,194.65,188.695,195.78,183.2,181.8,185.46,181.44,182.0,179.79,185.44,185.38,179.79000000000002,185.35000000000002,189.20499999999998,201.82,197.66000000000003,199.5,181.68,,,,,,,,,,182.35,210.325,212.565,212.20999999999998,200.505,192.125,194.125,186.99,182.275,179.74,185.57,180.93,182.0,190.63,182.95,186.98,182.69,,187.64,195.75,189.61,185.74,178.29,180.13,179.42,,,,,,
2021-02-12 22:05:43+00:00,,,360.37,270.415,196.91,210.34,199.825,223.3166666666667,222.10999999999999,221.5,218.62,222.28666666666666,219.51666666666665,217.92999999999998,218.85333333333332,209.10333333333335,206.68666666666664,204.53,204.41666666666666,187.54000000000002,192.06333333333336,190.37,190.84500000000003,184.39000000000004,200.97500000000002,203.17000000000002,228.06,185.825,190.03,185.36333333333334,208.38333333333335,205.27666666666667,202.53333333333333,199.67999999999998,195.39666666666668,200.83499999999998,196.11,195.22000000000003,186.73,192.09999999999997,190.615,195.44000000000005,194.995,192.09499999999997,197.51999999999998,192.1,196.37,199.93,205.97,215.86,190.84,205.01,192.8,202.02,227.35,220.0,202.95,206.62,199.57,190.58,196.41,198.18,173.2,,,197.91,209.86,204.96,200.21,207.33,212.03,184.94,209.14,208.0,185.88,182.68,184.78,187.13,180.95,,,,,,,,176.77,188.27,188.75,198.96,197.7,197.96,199.25,189.46,191.97,191.23,202.8,202.9,193.13,189.16,190.43,199.48,201.24,200.02,208.18,201.6,181.99,183.45,192.93,190.89,185.32,191.52,185.38,189.48,192.84,190.52,186.52,195.58,177.48,176.16,,,,,,,177.33,180.55,183.66,194.92,188.77,182.13,181.68,,,,,,,,,,182.35,204.79,204.22,212.1,195.74,190.27,187.15,183.97,180.05,181.22,,,,,,,,,,,,,,,,,,,,,
2021-02-19 22:11:51+00:00,,,360.37,270.415,192.23000000000002,190.59,198.34333333333333,218.735,218.4,217.345,215.91500000000002,218.9025,215.675,214.6525,212.9125,206.16500000000002,204.60500000000002,201.1425,200.8525,186.14000000000001,189.33,184.41333333333333,190.84500000000003,184.39000000000004,200.97500000000002,203.17000000000002,228.06,185.825,184.66,182.985,202.5525,203.1775,199.35,196.79999999999998,192.21,200.83499999999998,196.11,195.22000000000003,186.73,192.09999999999997,190.615,195.44000000000005,194.995,192.09499999999997,197.51999999999998,192.1,196.37,199.93,205.97,215.86,190.84,205.01,192.8,202.02,227.35,220.0,202.95,206.62,199.57,190.58,196.41,198.18,173.2,,,197.91,209.86,204.96,200.21,207.33,212.03,184.94,209.14,208.0,185.88,182.68,184.78,187.13,180.95,,,,,,,,176.77,188.27,188.75,198.96,197.7,197.96,199.25,189.46,191.97,191.23,202.8,202.9,193.13,189.16,190.43,199.48,201.24,200.02,208.18,201.6,181.99,183.45,192.93,190.89,185.32,191.52,185.38,189.48,192.84,190.52,186.52,195.58,177.48,176.16,,,,,,,177.33,180.55,183.66,194.92,188.77,182.13,181.68,,,,,,,,,,182.35,204.79,204.22,212.1,195.74,190.27,187.15,183.97,180.05,181.22,,,,,,,,,,,,,,,,,,,,,
2021-03-23 22:11:37+00:00,,183.65,360.37,263.56,192.23000000000002,190.59,198.34333333333333,206.80333333333337,209.58333333333334,207.64333333333335,208.34333333333336,209.45000000000002,206.05000000000004,206.41333333333333,199.50333333333333,198.59333333333336,198.68000000000004,193.42,191.54999999999998,186.14000000000001,181.195,176.64,176.38,176.96,176.66,175.08,,176.54,175.39000000000001,176.98000000000002,187.08,197.60333333333335,191.43999999999997,189.01,183.29333333333332,180.26,177.66,176.2,177.27,178.09,178.81,183.55,182.92,176.93,171.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 22:05:24+00:00,,183.65,360.37,263.56,192.23000000000002,208.89333333333335,198.34333333333333,206.80333333333337,209.58333333333334,207.64333333333335,218.03750000000002,217.87,214.28750000000002,218.8025,199.50333333333333,206.92000000000002,207.275,201.3575,200.035,194.9525,187.92,176.64,208.18,197.06,193.29500000000002,189.8,218.17,194.08999999999997,187.96333333333334,186.67000000000002,196.0775,205.6725,191.43999999999997,197.63,183.29333333333332,199.31,190.89,189.515,194.61,197.845,195.445,198.865,196.69,194.06,191.11,236.51,202.02,207.19,212.35,213.4,210.44,203.08,200.09,200.25,209.45,213.71,224.37,227.9,216.51,221.7,219.49,208.14,211.29,210.27,210.88,208.97,204.68,209.01,212.28,203.82,202.89,202.82,197.73,193.24,192.46,196.76,194.64,192.91,192.22,188.01,188.91,193.2,191.75,190.44,204.21,188.65,187.93,191.19,204.82,195.16,208.37,193.15,201.92,199.15,199.84,198.39,211.4,200.52,197.95,194.43,195.62,194.28,193.84,195.97,193.77,190.97,192.49,192.06,196.53,196.5,194.62,189.63,196.95,185.08,194.03,195.07,187.63,,,,,,,,,,195.69,182.68,213.28,207.75,198.72,184.99,192.62,183.08,187.09,,,,,,,173.57,187.06,196.42,218.36,206.7,198.18,190.91,192.28,183.1,183.08,187.18,182.29,182.68,181.88,,,,,,,,,,,,,,,,,,
2021-05-26 22:11:31+00:00,,183.65,360.37,261.88,196.8525,210.23000000000002,199.73250000000002,208.33,211.29999999999998,208.15250000000003,217.494,217.138,213.93800000000002,224.31799999999998,200.73,212.83200000000002,208.67600000000002,200.652,198.678,198.994,186.74666666666667,176.17,208.18,197.06,193.29500000000002,189.8,218.17,194.08999999999997,184.34,184.298,193.82999999999998,203.91000000000003,190.77499999999998,199.182,183.76500000000001,196.74333333333334,184.82333333333335,186.11,187.72333333333333,198.17333333333332,191.65,194.76,189.8166666666667,194.06,191.11,236.51,202.02,207.19,212.35,213.4,210.44,203.08,200.09,200.25,209.45,213.71,224.37,227.9,216.51,221.7,219.49,208.14,211.29,210.27,210.88,208.97,204.68,209.01,212.28,203.82,202.89,202.82,197.73,193.24,192.46,196.76,194.64,192.91,192.22,188.01,188.91,193.2,191.75,190.44,204.21,188.65,187.93,191.19,204.82,195.16,208.37,193.15,201.92,199.15,199.84,198.39,211.4,200.52,197.95,194.43,195.62,194.28,193.84,195.97,193.77,190.97,192.49,192.06,196.53,196.5,194.62,189.63,196.95,185.08,194.03,195.07,187.63,,,,,,,,,,195.69,182.68,213.28,207.75,198.72,184.99,192.62,183.08,187.09,,,,,,,173.57,187.06,196.42,218.36,206.7,198.18,190.91,192.28,183.1,183.08,187.18,182.29,182.68,181.88,,,,,,,,,,,,,,,,,,
2021-06-11 22:11:38+00:00,,183.65,360.37,260.315,198.2625,219.6875,203.38,208.81,212.0475,215.72500000000002,224.198,219.28000000000003,213.968,224.87399999999997,200.5675,219.68200000000002,209.084,205.86599999999999,204.51399999999998,203.89000000000001,189.79,185.72333333333336,220.22,200.115,205.47500000000002,197.17000000000002,210.41,206.925,192.5525,184.358,198.14000000000001,204.33,195.84,202.71800000000002,186.28750000000002,205.97000000000003,190.92333333333332,192.30333333333337,189.06333333333336,199.20666666666668,194.03333333333333,198.62666666666667,199.17,205.175,209.305,226.365,195.29500000000002,203.485,204.34,198.075,195.89499999999998,195.91500000000002,198.28,202.32999999999998,208.925,209.25,210.37,204.59,200.195,221.7,219.49,208.14,211.29,210.27,210.88,208.97,204.68,202.935,202.63,195.6,196.15499999999997,197.17000000000002,195.5,190.485,190.42000000000002,189.055,189.875,184.66,185.75,188.01,188.91,193.2,191.75,190.44,204.21,188.65,187.93,191.19,204.82,195.16,200.905,190.075,191.58499999999998,194.275,195.715,196.845,204.255,199.10500000000002,195.49,194.115,196.085,190.2,189.95,190.79000000000002,187.145,185.07,192.49,192.06,196.53,196.5,194.62,189.63,196.95,185.08,194.03,195.07,187.63,,,,,,,,,,195.69,182.68,195.465,193.76999999999998,190.69,184.64,186.47500000000002,183.08,187.09,,,,,,,173.57,187.06,196.42,218.36,206.7,198.18,190.91,192.28,183.1,183.08,187.18,182.29,182.68,181.88,,,,,,,,,,,,,,,,,,
2021-06-20 22:05:29+00:00,,183.65,360.37,257.59,200.616,219.6875,202.544,215.62399999999997,209.42200000000003,214.602,224.198,216.61666666666667,210.31166666666664,220.32666666666668,194.654,216.21666666666667,207.06499999999997,203.88833333333332,201.92999999999998,200.54833333333332,188.63857142857142,181.6175,220.22,200.115,205.47500000000002,197.17000000000002,210.41,206.925,192.5525,182.625,195.67666666666665,202.59666666666666,193.916,199.38333333333333,184.58800000000002,205.97000000000003,190.92333333333332,192.30333333333337,189.06333333333336,199.20666666666668,194.03333333333333,198.62666666666667,199.17,205.175,209.305,226.365,195.29500000000002,203.485,204.34,198.075,195.89499999999998,195.91500000000002,198.28,202.32999999999998,208.925,209.25,210.37,204.59,200.195,221.7,219.49,208.14,211.29,210.27,210.88,208.97,204.68,202.935,202.63,195.6,196.15499999999997,197.17000000000002,195.5,190.485,190.42000000000002,189.055,189.875,184.66,185.75,188.01,188.91,193.2,191.75,190.44,204.21,188.65,187.93,191.19,204.82,195.16,200.905,190.075,191.58499999999998,194.275,195.715,196.845,204.255,199.10500000000002,195.49,194.115,196.085,190.2,189.95,190.79000000000002,187.145,185.07,192.49,192.06,196.53,196.5,194.62,189.63,196.95,185.08,194.03,195.07,187.63,,,,,,,,,,195.69,182.68,195.465,193.76999999999998,190.69,184.64,186.47500000000002,183.08,187.09,,,,,,,173.57,187.06,196.42,218.36,206.7,198.18,190.91,192.28,183.1,183.08,187.18,182.29,182.68,181.88,,,,,283.07,,,170.11,,,,,,,,,,
