dates,satname,nzd0119-0000,nzd0119-0001,nzd0119-0002,nzd0119-0003,nzd0119-0004,nzd0119-0005,nzd0119-0006,nzd0119-0007,nzd0119-0008,nzd0119-0009,nzd0119-0010,nzd0119-0011,nzd0119-0012,nzd0119-0013,nzd0119-0014,nzd0119-0015,nzd0119-0016,nzd0119-0017,nzd0119-0018,nzd0119-0019,nzd0119-0020,nzd0119-0021,nzd0119-0022,nzd0119-0023,nzd0119-0024,nzd0119-0025,nzd0119-0026,nzd0119-0027,nzd0119-0028,nzd0119-0029,nzd0119-0030,nzd0119-0031,nzd0119-0032,nzd0119-0033,nzd0119-0034,nzd0119-0035,nzd0119-0036,nzd0119-0037,nzd0119-0038,nzd0119-0039,nzd0119-0040,nzd0119-0041,nzd0119-0042,nzd0119-0043,nzd0119-0044,nzd0119-0045,nzd0119-0046,nzd0119-0047,nzd0119-0048,nzd0119-0049,nzd0119-0050,nzd0119-0051,nzd0119-0052,nzd0119-0053,nzd0119-0054,nzd0119-0055,nzd0119-0056,nzd0119-0057,nzd0119-0058,nzd0119-0059,nzd0119-0060,nzd0119-0061,nzd0119-0062,nzd0119-0063,nzd0119-0064,nzd0119-0065,nzd0119-0066,nzd0119-0067,nzd0119-0068,nzd0119-0069,nzd0119-0070,nzd0119-0071,nzd0119-0072,nzd0119-0073,nzd0119-0074,nzd0119-0075,nzd0119-0076,nzd0119-0077,nzd0119-0078,nzd0119-0079,nzd0119-0080,nzd0119-0081,nzd0119-0082,nzd0119-0083,nzd0119-0084,nzd0119-0085,nzd0119-0086,nzd0119-0087,nzd0119-0088,nzd0119-0089,nzd0119-0090,nzd0119-0091,nzd0119-0092,nzd0119-0093,nzd0119-0094,nzd0119-0095,nzd0119-0096,nzd0119-0097,nzd0119-0098,nzd0119-0099,nzd0119-0100,nzd0119-0101,nzd0119-0102,nzd0119-0103,nzd0119-0104,nzd0119-0105,nzd0119-0106,nzd0119-0107,nzd0119-0108,nzd0119-0109,nzd0119-0110,nzd0119-0111,nzd0119-0112,nzd0119-0113,nzd0119-0114,nzd0119-0115,nzd0119-0116,nzd0119-0117,nzd0119-0118,nzd0119-0119,nzd0119-0120,nzd0119-0121,nzd0119-0122,nzd0119-0123,nzd0119-0124,nzd0119-0125,nzd0119-0126,nzd0119-0127,nzd0119-0128,nzd0119-0129,nzd0119-0130,nzd0119-0131,nzd0119-0132,nzd0119-0133,nzd0119-0134,nzd0119-0135,nzd0119-0136,nzd0119-0137,nzd0119-0138,nzd0119-0139,nzd0119-0140,nzd0119-0141,nzd0119-0142,nzd0119-0143,nzd0119-0144,nzd0119-0145,nzd0119-0146,nzd0119-0147,nzd0119-0148,nzd0119-0149,nzd0119-0150,nzd0119-0151,nzd0119-0152,nzd0119-0153,nzd0119-0154,nzd0119-0155,nzd0119-0156,nzd0119-0157,nzd0119-0158,nzd0119-0159,nzd0119-0160,nzd0119-0161,nzd0119-0162,nzd0119-0163,nzd0119-0164,nzd0119-0165,nzd0119-0166,nzd0119-0167,nzd0119-0168,nzd0119-0169,nzd0119-0170,nzd0119-0171,nzd0119-0172
2002-10-14 21:53:19.813000,L7,,,500.26,451.13,324.88,328.15,328.90,314.99,317.74,319.55,318.12,335.80,323.05,331.99,308.35,309.66,302.69,298.95,284.03,281.64,300.49,298.72,298.26,287.27,288.43,278.20,281.98,275.99,278.67,281.97,301.01,311.57,298.89,266.03,260.38,266.38,279.02,296.33,293.84,285.70,295.46,301.28,301.22,291.18,273.15,276.74,282.80,286.56,280.59,276.34,272.08,261.70,261.27,272.00,279.81,284.83,293.84,305.34,310.19,273.11,290.75,288.57,288.81,295.19,289.83,286.03,278.25,276.69,274.07,269.49,270.41,255.12,269.36,271.80,283.84,295.89,278.29,282.93,290.41,287.48,271.77,272.95,262.08,261.74,269.78,278.05,273.64,268.57,269.38,275.27,280.72,284.83,275.57,268.58,285.53,303.14,316.59,315.18,298.16,303.71,325.79,284.34,282.64,281.68,299.30,289.59,314.74,277.62,287.76,286.72,271.77,286.40,273.29,284.12,294.65,312.39,281.25,276.52,287.70,268.36,284.40,243.63,245.35,279.67,268.56,266.62,268.76,268.96,280.20,279.78,263.61,270.30,285.83,257.92,257.76,264.30,275.54,279.07,287.01,289.88,307.27,279.41,315.09,304.25,302.58,302.14,307.82,301.57,291.98,287.93,280.36,259.80,289.70,268.48,255.89,269.44,262.31,270.19,277.75,292.37,325.96,334.77,332.17,301.65,300.50,305.44,297.69,292.45,300.69,284.53,285.04,287.51,275.18
2002-10-21 21:59:36.443000,L7,,,,,,,,243.28,430.58,252.23,247.99,255.18,257.58,265.55,257.98,247.58,248.78,248.85,238.14,239.10,232.18,220.53,232.90,227.06,223.80,214.50,227.08,216.01,211.23,221.89,227.03,237.13,235.89,235.78,225.86,221.06,219.12,218.28,208.54,214.20,217.72,218.88,221.11,222.03,220.47,223.47,216.66,214.37,218.99,210.26,208.47,247.13,227.54,209.25,216.19,226.95,234.28,218.86,199.98,206.00,199.31,199.52,215.84,,372.67,358.97,218.04,213.93,206.84,217.49,220.57,212.14,212.47,205.48,211.64,200.22,206.60,204.88,215.36,228.07,202.75,202.12,206.14,197.67,201.11,196.11,199.97,206.79,210.39,204.64,206.74,186.61,190.08,510.77,535.70,372.56,344.79,466.34,379.61,508.29,333.44,,,188.89,261.16,307.10,519.92,,438.97,440.43,,,,,,,477.33,494.06,488.12,492.72,,495.93,411.85,526.62,284.72,447.69,455.94,,,,232.88,399.58,204.39,196.20,196.14,179.77,174.62,,,,,,,,,,,,173.77,521.41,337.53,347.63,312.49,328.44,331.47,353.39,531.24,249.96,207.16,245.95,212.84,215.05,207.83,229.52,231.92,234.35,274.63,278.59,252.80,263.73,190.66,220.66,213.98
2002-10-30 21:53:25.867000,L7,514.03,523.40,471.20,313.96,228.68,276.50,277.07,278.67,269.85,194.16,192.21,195.90,186.54,181.80,178.89,170.32,260.18,223.13,240.70,246.32,259.05,297.10,299.06,309.11,328.95,427.23,532.66,197.47,239.32,311.41,390.60,450.43,489.39,542.91,364.02,480.17,228.19,228.22,181.10,183.90,175.48,534.91,460.36,429.80,444.84,486.35,448.07,456.93,454.40,477.72,501.29,530.21,,,,176.97,196.40,195.79,254.11,370.30,410.99,,,,,542.71,342.23,,,,,342.46,,,,450.60,512.20,438.51,453.11,477.74,206.39,239.24,183.62,225.40,258.64,274.15,270.35,256.34,238.38,381.18,,,,,376.09,240.01,,,367.04,440.18,,287.04,304.80,261.45,215.95,,,,,,,,,,,,,,,390.50,,345.95,374.22,393.42,386.95,404.70,450.01,445.29,406.84,376.87,316.79,281.99,,,,540.59,515.68,,,432.49,261.15,303.51,246.92,238.31,191.35,255.32,,355.99,429.78,522.72,261.93,287.07,306.30,372.96,486.56,,442.91,363.80,431.74,499.62,446.58,,,509.72,458.78,412.34,237.64,306.05,,,,,
2002-11-06 21:59:41.879000,L7,448.84,499.88,442.51,269.72,247.54,239.74,241.13,243.03,240.33,239.90,246.95,250.33,248.23,264.94,255.46,250.91,254.88,245.70,238.82,289.44,237.02,236.12,228.64,223.99,214.05,216.27,214.35,213.80,213.70,228.44,231.93,241.06,235.23,220.44,225.49,218.99,218.40,215.05,214.32,220.29,217.89,218.32,219.27,187.02,180.43,177.43,180.22,177.29,174.50,213.21,205.45,203.27,210.67,213.54,223.90,221.79,231.74,241.81,236.63,489.12,,511.48,359.51,241.66,220.65,297.24,263.74,276.15,213.29,213.63,213.57,207.25,220.57,218.38,227.44,252.81,286.61,233.90,237.23,257.13,210.80,202.54,201.85,180.20,,,188.47,202.24,215.89,205.20,227.87,293.54,218.54,219.03,226.50,289.59,401.57,436.61,291.43,281.25,238.31,209.54,272.12,230.32,249.13,329.77,424.58,429.48,278.81,327.48,277.07,222.85,216.42,209.96,269.09,211.95,213.44,220.06,207.24,212.84,217.94,253.12,199.31,190.57,180.59,184.41,234.00,193.29,214.29,222.85,210.29,215.07,197.52,202.02,218.66,214.05,213.46,233.28,245.22,211.06,,198.21,229.27,216.38,249.62,216.04,211.70,216.30,208.66,210.18,271.55,328.75,432.23,482.42,537.91,,514.86,236.12,205.94,207.55,218.52,222.16,198.70,198.70,197.35,190.43,203.74,221.14,237.38,245.25,258.88,240.51,204.10
2002-12-24 22:00:09.147000,L7,474.65,521.33,465.29,378.91,338.84,294.02,306.20,318.23,212.87,217.56,219.08,218.84,222.77,220.05,218.70,214.71,214.11,208.94,202.64,202.80,192.03,185.59,188.57,188.89,184.92,197.05,189.65,192.65,193.96,202.10,207.58,213.77,211.81,198.98,191.30,185.33,183.19,184.26,184.68,185.23,201.15,202.30,375.10,200.49,199.30,202.75,203.85,199.54,195.34,211.86,205.38,173.71,183.77,191.74,194.98,202.74,204.40,205.48,205.33,198.65,195.16,281.77,292.64,265.06,262.47,255.86,252.19,275.54,281.56,249.26,253.44,267.46,272.09,270.16,269.07,265.30,282.49,260.23,263.83,277.31,276.73,245.84,271.99,266.01,273.58,308.89,281.25,246.41,224.66,241.74,175.29,173.27,176.46,178.68,180.57,182.91,179.80,178.57,268.55,256.13,276.16,285.94,280.00,287.25,283.58,299.40,309.45,284.23,287.54,304.24,334.10,317.72,294.95,323.95,298.57,311.23,334.78,253.21,281.81,263.17,278.55,382.03,366.02,341.14,287.27,335.69,255.97,266.99,276.07,268.45,305.41,318.93,331.73,340.11,346.86,259.63,324.19,302.21,227.68,240.88,272.31,256.54,328.47,312.37,326.34,323.39,325.56,362.05,311.66,322.26,357.08,269.77,272.08,327.91,311.05,336.70,352.07,344.80,312.70,308.73,364.41,294.90,282.66,308.79,277.17,317.55,379.01,405.32,340.59,311.24,279.47,314.13,314.09
2003-01-18 21:54:06.301000,L7,480.62,528.05,486.00,292.45,296.83,331.79,281.44,269.88,296.86,308.91,319.71,328.74,332.20,291.00,313.63,304.28,311.17,285.96,292.70,284.26,296.36,286.21,279.95,292.73,285.91,259.93,253.14,251.16,274.14,268.18,271.47,284.70,284.44,290.62,277.72,261.88,273.69,289.81,279.08,277.89,291.79,282.54,290.58,272.97,272.92,273.95,272.55,257.69,264.02,258.65,254.77,242.31,233.66,240.35,262.00,273.95,280.91,296.45,284.25,256.22,245.39,264.08,269.78,261.31,264.49,265.28,266.20,263.52,242.54,250.30,254.59,259.26,247.08,262.78,281.48,269.00,265.76,275.22,256.51,275.57,246.27,239.10,261.22,241.30,282.01,272.21,257.70,269.68,265.96,265.68,262.57,257.61,249.76,271.24,286.27,282.64,287.00,302.62,291.34,292.17,263.88,248.23,246.91,258.76,284.95,285.22,278.59,269.28,243.04,272.23,260.04,267.91,241.24,257.34,271.09,247.74,252.13,267.65,243.67,244.32,238.27,216.73,230.24,270.25,240.23,214.31,224.77,233.43,229.91,232.82,229.53,226.87,245.23,234.65,247.88,265.56,264.15,242.68,264.24,258.22,238.25,249.97,236.66,282.88,290.07,293.81,292.88,285.96,274.34,277.82,265.29,258.85,261.73,254.62,285.41,268.59,261.81,260.13,266.04,277.20,264.02,283.86,281.37,280.12,267.38,274.57,284.62,278.92,277.79,268.78,243.47,281.61,276.38
2003-01-25 22:00:18.779000,L7,480.87,518.12,470.42,354.08,309.57,307.29,322.21,322.63,325.43,315.08,326.05,316.81,319.34,331.90,334.54,325.63,313.11,314.65,295.52,284.70,285.00,274.69,269.66,333.93,270.14,270.07,275.34,271.19,266.45,273.72,309.01,315.89,287.08,273.34,286.67,267.52,281.61,268.71,342.75,289.92,274.53,276.95,266.66,267.87,269.28,255.16,269.14,277.97,289.63,305.45,293.43,294.10,259.01,265.91,269.61,268.91,287.50,287.05,276.74,269.88,267.00,267.05,267.76,200.59,205.86,208.50,211.17,210.41,205.99,206.76,192.65,194.44,198.12,198.11,199.25,198.56,196.90,200.54,194.46,185.10,185.63,179.66,243.22,264.60,290.86,286.04,287.81,280.52,293.85,288.45,269.66,263.79,283.45,275.76,297.42,295.67,303.80,299.38,294.90,285.13,267.04,260.08,274.99,281.76,283.07,294.03,279.92,272.86,282.02,302.09,276.89,274.69,306.74,279.75,307.37,255.16,266.62,268.22,255.52,267.85,257.43,243.48,237.02,249.83,289.50,263.05,269.60,266.05,273.39,287.89,270.62,258.43,274.30,261.65,264.82,260.35,256.34,264.34,262.73,261.12,263.05,302.15,314.93,320.22,309.76,332.60,340.05,353.39,323.29,330.60,295.45,277.61,271.01,262.21,261.02,286.80,267.95,291.64,275.15,312.70,310.87,280.42,279.30,271.35,272.39,275.86,264.10,272.90,269.18,289.53,304.88,286.84,282.12
2003-03-23 21:54:16.760000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.05,472.77,491.19,387.66,421.00,445.34,312.99,466.57,431.80,477.13,456.49,390.37,379.61,322.63,333.72,425.57,335.22,366.46,434.53,331.84,309.72,336.83,328.64,373.57,304.53,287.42,316.69,317.42,324.49,329.78,306.51,319.82,322.24,328.54,309.29,432.94,339.22,410.95,394.22,341.16,316.10,298.99,318.01,326.34,299.78,288.09,314.61,381.37,371.72,414.45,354.79,444.83,338.66,355.38,285.68,350.42,277.74,369.81,374.20,392.86,390.09,325.59,298.90,296.21,332.34,280.20,284.73,403.68,273.65,285.81,319.28,308.38,312.12,314.84,278.91,299.12,304.79,408.31,474.30,459.20,412.97,363.51,352.05,374.71,372.93,309.38,336.41,301.00,292.83,300.33,302.56,322.00,362.74,362.28,403.55,329.49,370.43,306.24,298.77,286.19,279.62,279.13,312.82,332.57,329.60,328.24,386.38,343.09,347.24
2003-03-30 22:00:31.029000,L7,,,,496.56,354.96,364.17,402.06,511.97,515.10,413.85,358.38,457.17,468.74,503.88,236.59,229.09,207.01,205.62,377.95,340.81,429.97,506.49,,,,,,,,,,,,,,,530.54,494.69,314.71,,,249.50,458.66,463.12,428.37,,,,,,,,177.57,253.84,291.19,313.07,332.93,318.61,313.24,289.26,246.91,312.81,310.61,410.22,423.40,439.28,301.91,295.16,268.79,260.89,259.58,258.18,375.95,294.57,334.02,409.90,434.86,425.14,321.66,310.62,376.41,391.36,555.39,,,,457.67,493.48,436.68,390.72,252.18,243.07,254.58,246.27,258.18,251.13,249.64,197.36,195.33,192.14,250.11,355.91,369.02,320.37,306.92,352.18,402.85,322.77,313.33,291.43,343.99,343.26,319.10,232.75,226.67,544.68,493.92,415.14,,,515.16,369.77,335.85,274.44,349.14,294.50,276.68,268.18,176.63,460.56,404.49,450.55,512.23,483.74,526.40,244.98,389.92,525.19,510.38,453.70,531.86,352.28,383.41,408.98,436.06,388.52,305.75,397.75,369.74,291.66,292.40,385.10,368.74,333.08,289.79,274.13,292.50,340.47,304.21,319.30,277.54,284.23,339.61,302.59,294.16,278.22,366.47,372.30,269.49,358.74,372.13,324.74,317.34
2003-04-24 21:54:22.477000,L7,510.83,528.57,500.99,525.49,221.07,224.66,233.68,227.12,228.74,231.47,227.95,319.04,317.16,319.43,309.38,313.65,351.56,327.23,356.50,298.26,274.81,264.81,259.64,247.62,260.69,271.48,272.25,283.13,291.06,287.82,288.13,295.04,301.99,299.59,296.63,280.38,271.86,281.69,347.66,269.63,288.19,301.81,271.58,278.78,357.29,297.60,271.07,275.51,269.23,262.16,269.92,276.32,269.37,278.56,292.72,338.45,296.53,286.90,281.07,283.26,272.42,271.52,272.01,290.07,272.87,263.74,273.36,265.13,276.76,290.76,318.70,259.99,270.58,267.20,274.22,281.34,267.31,272.44,267.71,249.71,247.69,247.12,246.39,251.51,293.15,256.79,233.50,224.31,283.89,332.66,316.27,296.40,273.24,360.36,326.57,344.00,359.31,408.95,445.67,518.88,,,,,,,,,,433.13,380.87,364.05,554.41,397.38,,,,,,,,,,230.66,272.74,261.51,,,419.37,308.69,310.50,319.94,249.54,222.31,207.44,223.18,222.81,206.63,276.21,357.42,411.18,395.66,325.17,294.82,293.18,284.83,265.73,258.85,259.02,249.44,225.09,234.51,233.57,243.31,241.97,346.48,384.26,399.24,257.59,427.94,457.07,461.62,445.23,438.64,246.05,240.36,222.86,223.79,204.24,191.38,184.88,176.54,
2003-05-10 21:54:22.508000,L7,504.57,521.57,472.43,330.36,307.87,312.13,328.73,329.63,333.41,338.01,329.70,344.25,340.95,331.14,316.85,317.19,316.65,510.53,449.40,524.32,376.39,,,,,,,,,,,,,,,,,,,,415.11,487.69,296.59,323.42,195.63,191.90,197.88,192.22,185.50,184.30,176.62,340.30,384.53,383.65,309.81,334.14,349.22,379.64,452.78,344.07,401.36,515.43,430.22,354.68,289.69,348.15,484.82,466.43,364.95,286.50,279.01,253.92,257.13,302.11,255.41,268.33,266.91,267.28,287.11,271.50,284.40,273.66,292.44,319.70,284.34,275.99,287.99,288.46,284.56,306.94,314.25,283.25,289.76,294.40,292.24,269.61,275.54,278.00,281.31,270.62,296.32,298.91,288.07,313.63,301.92,316.72,313.42,282.78,278.70,293.25,298.93,286.90,253.32,312.42,291.48,251.00,286.00,289.91,262.17,234.95,286.94,272.43,282.30,281.26,280.29,278.55,289.12,300.30,271.79,263.26,263.66,294.63,307.56,271.94,274.99,260.74,301.93,267.90,268.73,243.40,224.05,303.74,277.21,340.49,324.59,337.84,344.15,323.55,276.18,295.47,300.93,279.32,315.81,307.37,285.71,302.07,271.79,260.18,288.99,291.04,295.86,293.26,306.80,301.06,284.52,240.96,286.40,296.81,301.68,253.40,276.73,242.23,247.49
2003-05-26 21:54:19.958000,L7,405.59,485.00,362.18,216.44,175.44,166.17,178.29,185.06,181.80,181.46,180.90,185.40,184.10,180.53,176.45,168.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.52,467.54,437.98,524.88,416.42,427.58,376.15,370.23,538.21,473.45,,548.56,458.03,435.92,365.22,,528.78,458.25,450.40,387.72,356.68,352.09,322.48,294.53,275.41,245.41,342.69,289.37,293.00,286.08,282.17,296.67,321.49,314.11,297.20,462.98,538.47,270.08,385.90,408.30,545.05,,,,,,418.94,384.01,356.58,318.34,321.95,324.45,326.03,227.70,300.22,342.59,271.67,307.06,292.64,222.61,255.29,294.08,271.21,508.82,341.94,,,,,550.20,448.80,348.62,377.17,489.58,480.21,,,,,,,,,,,,,,,,,,484.29,376.28,378.58,459.99,481.27,456.07,513.41,508.23,544.30,223.67,223.84,234.79,273.23,202.46,204.01,296.71,,,
2003-07-21 21:42:09.884000,L5,456.24,502.15,430.25,217.81,194.01,181.01,174.47,194.81,195.66,188.67,190.79,194.45,187.44,178.15,171.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-06 21:42:27.230000,L5,448.54,482.37,434.76,229.79,198.13,185.29,183.67,198.82,193.94,189.29,187.14,192.99,184.85,169.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-13 21:48:45.123000,L5,437.12,498.28,419.79,238.46,224.87,225.63,225.33,232.99,233.07,224.47,220.41,226.80,226.68,210.36,207.82,205.08,200.44,200.80,199.62,188.03,186.40,182.75,176.82,185.76,181.79,179.14,179.91,192.05,191.79,195.41,204.07,216.20,193.01,191.84,189.84,184.98,176.51,172.37,172.58,180.37,179.07,187.66,186.33,187.52,180.34,180.57,182.05,182.32,181.78,180.51,177.58,179.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-22 21:42:44.232000,L5,441.72,478.75,419.45,232.27,197.85,185.69,181.26,198.55,196.37,189.06,192.76,197.66,190.91,178.59,179.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-07 21:43:00.591000,L5,480.64,506.12,443.15,236.15,197.93,190.53,182.18,197.11,197.26,191.83,194.37,198.90,196.90,171.29,174.20,170.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-14 21:49:18.766000,L5,449.07,506.61,445.40,248.38,232.53,233.18,231.99,230.99,233.26,228.70,229.05,237.95,235.80,238.01,227.35,217.47,216.20,212.16,204.11,203.84,192.89,182.86,181.54,183.27,176.25,187.69,191.15,196.49,204.40,200.35,211.17,215.22,211.34,213.14,191.83,182.53,184.60,180.86,183.34,182.59,185.88,195.67,196.81,204.23,206.58,207.32,203.47,194.37,194.20,180.53,187.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.62,186.39,183.23,184.75,179.80,184.58,189.60,187.04,183.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-25 21:43:40.253000,L5,457.21,504.48,443.29,269.91,245.06,236.10,236.65,239.26,242.62,236.82,230.90,234.14,235.24,230.30,224.35,218.36,214.72,213.09,213.88,217.51,207.09,196.14,197.63,194.05,200.77,200.03,195.53,197.24,198.01,201.71,212.94,219.98,210.84,205.52,199.32,198.70,192.44,188.94,197.05,195.65,210.82,208.81,201.31,202.94,200.98,195.60,197.73,198.24,192.07,186.05,185.75,186.39,185.28,183.18,190.71,186.93,185.52,191.45,190.06,186.24,186.55,188.54,173.10,,,,,,,,,,183.63,179.79,178.35,177.48,185.67,181.22,,,,,,,,,,,,,182.79,188.91,192.75,190.54,185.26,184.68,192.73,196.49,196.33,193.47,191.09,184.23,185.18,184.36,183.00,180.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-17 21:50:09.452000,L5,418.41,473.58,439.79,238.97,206.17,191.65,185.50,184.70,184.23,176.27,177.76,184.54,180.18,170.84,177.42,173.07,171.29,171.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-12 21:44:10.398000,L5,435.51,502.83,449.03,249.53,228.99,219.95,218.55,223.46,232.59,232.85,233.21,232.33,230.17,227.61,225.12,221.34,214.39,210.18,214.35,202.04,194.15,185.66,186.73,186.07,190.87,190.32,194.79,194.42,195.04,194.28,206.01,214.57,212.47,201.85,198.80,196.26,189.20,187.53,188.10,192.24,184.43,192.17,196.36,198.91,201.39,197.43,200.11,192.13,188.03,179.29,,,,,174.82,183.14,182.96,186.63,188.57,188.53,197.06,195.59,196.26,184.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.31,181.33,181.51,187.36,185.94,186.25,184.31,181.45,181.54,181.70,178.78,180.54,180.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-14 21:44:33.705000,L5,433.12,496.66,435.59,220.98,189.97,178.08,179.49,187.29,190.67,182.66,183.55,188.91,186.85,179.08,178.31,168.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.02,419.49,465.42,513.74,440.26,411.34,464.81,511.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-01 21:44:38.581000,L5,421.96,479.53,423.81,219.68,,177.44,174.26,187.75,184.07,180.25,184.21,187.34,176.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-02 21:44:54.996000,L5,452.17,500.61,438.45,226.34,192.97,184.24,183.29,191.87,195.37,188.29,192.98,201.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-18 21:45:25.586000,L5,420.16,474.32,402.63,224.09,197.03,191.71,183.61,197.31,203.80,195.14,202.57,203.42,198.25,190.14,187.81,172.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-04 21:45:52.076000,L5,495.28,534.00,473.79,279.57,258.92,251.17,249.55,250.65,252.14,252.39,250.04,250.75,254.39,244.59,251.30,251.02,240.67,235.65,234.07,229.92,217.04,216.97,214.78,215.95,213.65,223.01,217.00,220.68,215.85,221.57,224.47,233.54,231.09,222.99,214.69,211.43,214.77,206.98,214.92,220.49,214.05,224.66,217.91,212.99,209.16,208.19,207.19,204.06,202.28,197.97,197.96,192.35,193.77,198.19,206.56,211.55,207.57,205.47,207.67,209.01,206.49,205.80,203.15,185.59,188.54,193.42,202.96,201.48,199.63,202.46,204.25,198.62,203.13,195.31,203.26,194.23,198.66,203.63,196.68,191.17,189.48,186.72,187.67,189.41,191.52,181.83,186.83,186.97,195.94,196.53,198.73,202.57,196.41,199.91,200.22,201.68,203.25,203.87,209.85,204.12,198.17,198.88,203.09,200.57,204.32,203.42,197.82,194.24,197.38,193.80,205.13,194.73,195.70,195.10,190.48,192.99,189.28,189.37,181.42,186.29,178.05,177.28,,,,,,186.03,192.95,196.52,193.22,185.67,188.13,177.12,,,,,373.35,503.41,516.96,172.51,185.94,203.89,210.74,198.56,198.92,192.39,184.85,182.04,185.68,,,,,,,,,407.77,367.91,486.91,447.30,465.68,534.57,279.53,309.45,287.41,296.07,310.54,,,
2004-05-20 21:46:20.465000,L5,432.63,486.51,400.37,238.13,218.82,206.14,203.51,211.83,212.91,208.81,211.38,211.55,207.81,206.41,197.86,196.19,191.11,198.27,192.26,183.02,172.34,,,,,,,,,,184.67,190.53,183.44,182.16,181.76,177.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
