dates,satname,nzd0346-0000,nzd0346-0001,nzd0346-0002,nzd0346-0003,nzd0346-0011,nzd0346-0004,nzd0346-0005,nzd0346-0006,nzd0346-0007,nzd0346-0008,nzd0346-0009,nzd0346-0010
1999-08-28 21:53:59.920000,L7,,,,,,,338.55,335.07,328.18,312.37,,
1999-09-29 21:54:04.102000,L7,,,270.48,288.59,,313.58,333.04,331.12,315.34,315.44,304.14,
2000-01-19 21:53:49.771000,L7,,,,,,326.34,317.27,314.01,301.90,300.00,273.04,
2000-07-29 21:52:14.316000,L7,371.76,361.26,385.93,346.65,279.64,,,,,,,
2000-12-04 21:51:22.024000,L7,,,258.84,295.14,,318.62,316.02,303.99,312.84,307.69,297.11,
2001-01-05 21:51:28.457000,L7,369.89,361.90,357.42,373.36,,354.88,355.81,352.57,350.25,351.00,343.13,323.12
2001-02-06 21:51:26.449000,L7,366.88,357.09,364.86,346.15,,342.03,328.42,320.02,320.36,326.99,308.25,
2001-04-27 21:51:07.792000,L7,,,,,,,327.90,304.48,311.35,270.64,258.59,
2001-06-14 21:50:38.006000,L7,365.73,375.69,357.05,326.00,,338.55,340.62,341.74,341.10,350.26,,
2001-10-04 21:49:17.977000,L7,,,281.39,298.56,,326.15,333.51,330.42,318.98,316.50,306.21,
2002-07-19 21:49:21.346000,L7,336.63,346.96,347.46,349.79,,379.21,382.13,371.06,352.16,357.33,363.03,334.42
2002-08-20 21:49:10.402000,L7,,,,,,,,315.22,323.05,314.19,,
2002-10-16 21:42:36.617000,L7,,,288.56,295.56,,318.28,332.97,329.75,315.96,312.94,310.62,
2002-10-23 21:48:27.128000,L7,,,285.38,310.58,,340.84,351.28,349.42,332.78,333.48,327.59,
2002-10-23 21:48:51.087000,L7,,,274.66,298.10,,329.81,340.24,337.83,327.76,326.81,318.38,
2002-12-26 21:49:23.939000,L7,,,253.43,329.90,,319.23,313.33,331.79,320.01,316.64,286.10,
2003-01-27 21:49:33.029000,L7,348.34,345.58,342.54,334.29,,327.67,338.40,332.67,328.15,327.96,323.44,
2003-03-16 21:49:46.061000,L7,,,,333.79,,338.78,334.51,332.11,311.26,326.32,312.58,
2003-05-03 21:49:49.056000,L7,,,,,,316.29,312.10,316.35,291.29,297.48,292.37,
2003-07-23 21:31:26.274000,L5,,,,278.26,,302.94,321.96,314.90,310.28,307.34,295.64,
2003-07-30 21:37:45.389000,L5,331.26,335.67,308.50,320.67,,327.99,339.95,335.37,327.09,327.49,315.85,
2003-10-18 21:39:00.182000,L5,355.54,352.36,345.54,374.89,,375.61,379.45,382.40,,,,
2003-11-19 21:39:26.321000,L5,388.07,377.88,375.11,378.84,343.86,378.27,379.99,359.63,351.60,354.89,343.04,340.65
2003-11-28 21:33:21.973000,L5,349.36,349.92,335.17,347.86,,351.65,358.66,348.81,348.94,341.78,334.92,323.42
2003-12-14 21:33:26.453000,L5,333.61,333.63,317.13,337.35,,346.56,348.22,340.88,339.39,333.38,322.48,304.93
2003-12-30 21:33:36.470000,L5,318.44,312.99,288.22,311.47,,322.65,322.17,325.79,322.66,317.83,312.49,
2004-01-22 21:39:52.321000,L5,348.43,347.83,322.91,347.69,,355.51,350.94,334.16,328.44,328.79,320.57,300.80
2004-02-23 21:40:02.028000,L5,339.97,335.66,325.19,347.55,,355.17,359.15,356.76,351.34,346.42,323.51,312.66
2004-03-19 21:33:59.073000,L5,360.13,360.59,346.98,351.27,,356.88,360.48,358.68,355.05,354.11,346.66,344.65
2004-04-20 21:34:43.076000,L5,356.73,361.54,345.37,350.42,,357.04,360.35,357.37,352.34,343.51,339.07,329.32
2004-06-23 21:36:34.771000,L5,319.93,333.03,308.14,307.13,,315.39,324.10,326.47,319.04,320.32,315.58,
2004-07-25 21:37:25.800000,L5,,,,,,,313.39,308.08,300.47,304.25,,
2004-09-18 21:44:58.764000,L5,359.37,364.54,352.94,358.70,,360.97,365.76,363.21,348.79,343.76,337.92,333.50
2004-10-13 21:39:20.914000,L5,320.93,322.60,297.17,310.22,,325.72,339.79,337.90,327.68,317.50,311.93,
2004-10-20 21:45:40.625000,L5,,,,,352.63,,,,,375.24,365.91,352.58
2004-11-30 21:40:15.914000,L5,361.77,360.05,345.74,350.71,,355.69,354.79,349.60,347.38,346.45,339.63,328.59
2004-12-16 21:40:34.991000,L5,314.00,309.38,281.73,302.65,,315.01,315.84,317.13,309.39,307.46,299.78,
2005-01-17 21:41:01.708000,L5,331.19,333.00,303.20,330.08,,342.25,347.42,341.78,337.23,333.30,323.94,304.56
2005-02-09 21:47:31.401000,L5,332.72,326.83,294.12,325.41,,334.20,329.34,306.15,308.76,305.50,297.18,
2005-02-18 21:41:30.252000,L5,333.20,335.16,303.95,328.75,,336.32,339.28,335.17,333.49,330.43,320.46,311.73
2005-05-25 21:42:16.127000,L5,304.93,311.80,284.28,291.36,,309.23,325.41,316.29,312.34,309.08,304.05,
2005-06-01 21:48:30.637000,L5,354.14,366.47,356.88,358.90,,357.63,369.88,370.18,361.91,359.17,354.80,338.56
2005-06-10 21:42:24.190000,L5,306.88,317.91,288.76,297.46,,313.56,328.73,322.98,315.80,314.25,309.55,
2005-07-28 21:42:45.778000,L5,,,,,,,323.51,318.15,306.89,302.41,305.72,
2005-08-20 21:49:06.970000,L5,,,,,348.51,,,,,370.23,361.34,349.59
2005-08-29 21:42:58.794000,L5,324.93,334.06,305.48,314.97,,317.29,334.94,331.45,326.43,318.74,315.52,282.69
2005-09-30 21:42:58.225000,L5,369.78,373.40,363.31,362.06,310.49,367.82,375.46,372.16,365.80,355.81,342.10,340.66
2005-10-07 21:49:06.876000,L5,370.41,378.48,373.01,372.97,,374.46,378.50,373.32,,,,
2005-11-08 21:49:16.532000,L5,377.23,374.47,362.27,366.60,,370.51,374.56,356.92,351.32,341.46,334.68,325.18
2006-01-20 21:44:49.210000,L5,347.39,350.86,327.37,339.36,,337.63,336.20,336.27,333.39,328.59,323.34,312.14
2006-01-27 21:51:10.462000,L5,338.06,339.03,321.29,341.11,370.32,353.83,344.55,340.93,335.04,331.90,320.68,332.91
2006-02-05 21:45:11.980000,L5,290.03,317.15,284.27,317.01,,326.59,314.70,303.66,308.45,306.08,296.53,264.71
2006-02-28 21:51:52.186000,L5,371.64,376.98,363.43,368.34,347.73,369.32,373.20,367.51,367.64,365.15,356.95,351.29
2006-03-09 21:45:52.499000,L5,311.99,310.05,289.00,310.72,,324.18,327.24,331.80,330.18,328.44,319.73,245.62
2006-04-26 21:46:44.812000,L5,323.52,319.70,296.21,310.14,,323.46,335.16,332.66,324.89,319.92,309.54,
2006-06-13 21:47:25.691000,L5,,,,,,,322.50,322.16,316.61,318.22,303.52,
2006-07-15 21:47:54.076000,L5,308.29,320.80,302.97,303.62,,306.74,331.29,326.94,326.66,321.27,314.78,
