dates,nzd0346-0000,nzd0346-0001,nzd0346-0002,nzd0346-0003,nzd0346-0011,nzd0346-0004,nzd0346-0005,nzd0346-0006,nzd0346-0007,nzd0346-0008,nzd0346-0009,nzd0346-0010,satname
1999-08-28 21:53:59+00:00,,,,,,,338.55,335.07,328.18,312.37,,,L7
1999-09-29 21:54:04+00:00,,,270.48,288.59,,313.58,335.795,333.095,321.76,313.905,304.14,,L7
2000-01-19 21:53:49+00:00,,,270.48,288.59,,319.96,329.62,326.73333333333335,315.14,309.27,288.59000000000003,,L7
2000-07-29 21:52:14+00:00,,,,,279.64,,,,,,,,L7
2000-12-04 21:51:22+00:00,,,258.84,295.14,279.64,318.62,316.02,303.99,312.84,307.69,297.11,,L7
2001-01-05 21:51:28+00:00,,,258.84,295.14,279.64,318.62,316.02,303.99,312.84,307.69,297.11,323.12,L7
2001-04-27 21:51:07+00:00,,,258.84,295.14,,318.62,321.96,304.235,312.095,289.16499999999996,277.85,323.12,L7
2001-06-14 21:50:38+00:00,,,,326.0,,,334.26,323.11,326.225,310.45,258.59,323.12,L7
2001-10-04 21:49:17+00:00,,,281.39,312.28,,326.15,334.01,325.5466666666667,323.81,312.46666666666664,282.4,,L7
2002-07-19 21:49:21+00:00,336.63,,,,,,,,,,,334.42,L7
2002-08-20 21:49:10+00:00,336.63,,,,,,,315.22,,314.19,,334.42,L7
2002-10-16 21:42:36+00:00,336.63,,288.56,295.56,,318.28,,315.22,,314.19,310.62,334.42,L7
2002-10-23 21:48:27+00:00,336.63,,286.97,303.07,,318.28,,315.22,,314.19,310.62,334.42,L7
2002-12-26 21:49:23+00:00,336.63,,275.79,312.0133333333333,,318.755,313.33,315.22,320.01,315.41499999999996,298.36,334.42,L7
2003-01-27 21:49:33+00:00,,,275.79,312.0133333333333,,321.7266666666667,313.33,315.22,320.01,319.59666666666664,306.72,,L7
2003-03-16 21:49:46+00:00,,,275.79,312.0133333333333,,321.7266666666667,323.91999999999996,332.11,315.635,323.63999999999993,308.185,,L7
