dates,satname,nzd0430-0000,nzd0430-0001,nzd0430-0002,nzd0430-0003,nzd0430-0004,nzd0430-0005,nzd0430-0006,nzd0430-0007,nzd0430-0008,nzd0430-0009,nzd0430-0010,nzd0430-0011,nzd0430-0012,nzd0430-0013,nzd0430-0014,nzd0430-0015,nzd0430-0016,nzd0430-0017,nzd0430-0028,nzd0430-0029,nzd0430-0030,nzd0430-0031,nzd0430-0032,nzd0430-0033,nzd0430-0034,nzd0430-0035,nzd0430-0036,nzd0430-0037,nzd0430-0052,nzd0430-0053,nzd0430-0054,nzd0430-0055,nzd0430-0056,nzd0430-0057,nzd0430-0058,nzd0430-0059,nzd0430-0060,nzd0430-0061,nzd0430-0062,nzd0430-0063,nzd0430-0064,nzd0430-0065,nzd0430-0066,nzd0430-0067,nzd0430-0068,nzd0430-0069,nzd0430-0070,nzd0430-0071,nzd0430-0072,nzd0430-0073,nzd0430-0074,nzd0430-0075,nzd0430-0076,nzd0430-0077,nzd0430-0078,nzd0430-0079,nzd0430-0080,nzd0430-0081,nzd0430-0082,nzd0430-0083,nzd0430-0084,nzd0430-0085,nzd0430-0086,nzd0430-0087,nzd0430-0088,nzd0430-0089,nzd0430-0090,nzd0430-0091,nzd0430-0092,nzd0430-0093,nzd0430-0094,nzd0430-0095,nzd0430-0096,nzd0430-0097,nzd0430-0098,nzd0430-0099,nzd0430-0100,nzd0430-0101,nzd0430-0102,nzd0430-0103,nzd0430-0104,nzd0430-0105,nzd0430-0106,nzd0430-0107,nzd0430-0108,nzd0430-0114,nzd0430-0115,nzd0430-0116,nzd0430-0117,nzd0430-0118,nzd0430-0119,nzd0430-0120,nzd0430-0121,nzd0430-0122,nzd0430-0123,nzd0430-0124,nzd0430-0125,nzd0430-0126,nzd0430-0127,nzd0430-0128,nzd0430-0129,nzd0430-0130,nzd0430-0154,nzd0430-0155,nzd0430-0158,nzd0430-0159,nzd0430-0160,nzd0430-0161,nzd0430-0162,nzd0430-0163,nzd0430-0164,nzd0430-0166,nzd0430-0167,nzd0430-0168,nzd0430-0179,nzd0430-0018,nzd0430-0020,nzd0430-0021,nzd0430-0022,nzd0430-0026,nzd0430-0027,nzd0430-0038,nzd0430-0039,nzd0430-0040,nzd0430-0041,nzd0430-0042,nzd0430-0043,nzd0430-0019,nzd0430-0023,nzd0430-0024,nzd0430-0025,nzd0430-0044,nzd0430-0156,nzd0430-0157,nzd0430-0169,nzd0430-0170,nzd0430-0171,nzd0430-0172,nzd0430-0177,nzd0430-0178,nzd0430-0109,nzd0430-0110,nzd0430-0111,nzd0430-0112,nzd0430-0113,nzd0430-0142,nzd0430-0143,nzd0430-0144,nzd0430-0145,nzd0430-0146,nzd0430-0147,nzd0430-0148,nzd0430-0151,nzd0430-0152,nzd0430-0153,nzd0430-0165,nzd0430-0176,nzd0430-0149,nzd0430-0150,nzd0430-0045,nzd0430-0046,nzd0430-0047,nzd0430-0048,nzd0430-0049,nzd0430-0050,nzd0430-0051,nzd0430-0173,nzd0430-0174,nzd0430-0175,nzd0430-0131,nzd0430-0132,nzd0430-0133,nzd0430-0134,nzd0430-0135,nzd0430-0136,nzd0430-0137,nzd0430-0138,nzd0430-0139,nzd0430-0140,nzd0430-0141
1999-09-04 22:00:33.926000,L7,,,,,,,,,,,,,,,,,,493.58,204.01,278.01,301.44,346.48,,,334.21,318.13,324.02,293.35,496.46,339.38,330.12,355.21,325.82,356.36,336.69,290.12,267.38,227.42,211.63,208.67,272.11,309.68,291.47,303.90,307.15,259.66,246.56,294.03,241.67,229.16,218.62,243.30,168.43,281.73,287.70,295.17,420.46,364.21,288.23,288.07,264.65,255.83,199.44,214.61,223.69,265.86,313.64,271.12,212.76,202.67,260.98,,327.16,323.11,338.30,312.54,324.98,258.23,251.80,266.48,443.13,298.65,377.11,441.03,401.28,,448.51,426.96,444.74,459.38,,,,,,,,,455.21,455.72,429.67,480.60,,,,,,,,,,416.73,440.41,436.34,,460.15,491.28,473.39,473.80,,,370.71,363.49,378.91,361.74,431.17,405.02,515.37,456.33,466.89,,469.72,,,424.44,453.79,451.70,344.57,,,453.97,,,,463.31,325.34,335.07,468.76,444.89,467.40,433.99,462.94,,,,,260.97,450.63,,474.58,478.67,468.29,235.85,333.21,373.90,461.23,317.12,361.58,362.93,458.61,422.00,475.94,480.06,486.05,479.87,475.42,475.64,475.25,480.42,282.62
1999-09-27 22:06:48.795000,L7,,,,,,,,,,,,,,,,392.86,309.24,401.18,284.89,264.81,243.01,,265.93,246.12,311.41,284.89,328.16,334.09,486.33,427.79,477.55,369.59,396.88,389.58,350.68,349.90,341.74,360.30,384.36,358.33,441.74,413.61,454.59,338.00,308.61,369.80,368.41,363.32,387.68,427.01,450.38,435.63,380.15,400.62,416.29,417.29,478.21,466.31,379.05,383.81,355.60,319.88,353.23,449.70,448.28,460.13,461.39,468.72,463.53,439.22,350.16,353.83,347.88,335.81,341.59,327.27,256.69,291.41,262.89,183.33,220.73,384.09,353.23,383.37,402.38,,,,,,328.78,435.53,192.46,162.06,436.90,428.04,447.32,462.35,469.85,486.19,457.97,484.40,,,,,,,,,,,,235.91,,366.05,408.18,373.69,300.82,263.81,265.25,373.21,440.50,491.22,391.92,503.75,447.15,410.89,336.74,210.57,296.39,474.99,,,293.49,213.50,,,,,448.04,466.05,392.38,,,349.54,351.83,249.74,,,,,,,,,,,,484.19,490.62,500.40,482.63,513.90,514.27,497.58,,,,455.71,229.11,300.42,181.29,222.47,488.91,362.57,350.06,472.32,483.50,335.02
1999-11-30 22:06:35.082000,L7,,,,,,,,,,,,,,,,,,399.99,,,,,229.75,228.45,172.66,254.61,268.85,,,,,,,233.81,359.03,314.62,440.79,296.81,439.88,405.44,465.93,470.67,453.88,466.45,464.33,462.76,470.83,429.26,390.51,424.23,442.10,437.49,381.66,377.43,414.14,376.67,353.04,385.84,371.56,341.42,455.75,446.65,355.69,320.79,330.85,343.91,373.83,346.79,366.03,317.44,288.92,332.00,332.55,328.17,331.78,325.23,328.30,317.15,396.91,411.09,436.71,399.00,419.83,339.94,341.68,284.91,274.57,440.51,434.19,264.11,324.48,448.88,,,,,,,,,155.69,223.13,299.88,,188.23,208.98,227.58,310.90,386.19,418.57,368.95,416.70,352.58,432.46,,324.71,492.52,475.47,478.82,,,,,,,,,519.19,480.58,,,,206.87,178.96,323.00,282.33,264.55,249.49,,,348.93,322.32,249.28,449.60,440.59,486.12,475.41,458.47,481.09,471.58,489.45,458.44,351.09,207.66,287.92,324.05,250.05,339.33,356.04,,,,,,,,286.41,479.48,390.52,412.97,458.61,480.26,442.64,486.78,484.65,478.96,456.15,460.54,476.69,478.30
1999-12-09 22:00:33.510000,L7,,,,,,,,,,516.02,527.71,462.57,423.98,408.53,348.38,237.41,218.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.27,512.50,493.32,485.76,487.76,493.15,499.85,486.81,506.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.69,,,,,,,,,,,,,,,,,,,,,,,,,485.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-26 22:00:26.187000,L7,,,,,,,,,,,,,,,,414.49,458.99,513.43,,,,,,,,,,,,,,,,,,,516.96,518.51,515.03,506.55,506.97,505.02,514.89,509.43,511.18,499.98,503.91,483.99,473.68,473.05,482.28,481.17,451.50,482.74,484.43,494.76,497.41,497.54,498.12,492.57,499.66,488.16,479.74,499.72,493.49,481.11,505.18,493.26,485.75,478.47,483.38,483.80,495.68,488.25,485.76,486.30,424.64,460.64,494.24,497.72,501.55,490.99,510.93,501.34,510.80,514.43,,,,,,513.57,504.14,505.40,505.27,508.24,503.02,510.38,511.83,523.98,,,478.35,468.45,464.98,476.56,474.92,487.84,487.90,485.29,488.65,499.26,500.25,495.25,298.39,,,,,,,,,,,,,,,,,,459.89,468.77,493.91,521.57,,525.19,414.35,340.48,512.35,514.13,515.35,502.95,503.41,,,,,,,,479.49,469.39,465.07,421.89,482.15,509.73,485.61,,,,,,,,514.56,522.78,517.70,,,,,,,,,,,
2000-02-27 22:00:16.353000,L7,201.01,164.49,165.40,184.59,192.11,156.36,505.47,491.86,498.83,483.69,512.37,452.23,416.84,393.97,336.17,230.44,454.50,519.54,508.42,510.49,512.81,513.61,514.78,519.51,515.80,518.08,523.83,522.33,522.62,527.39,518.05,518.35,515.33,514.45,510.81,508.77,505.36,503.82,500.96,500.94,496.50,491.98,500.75,500.92,499.98,502.87,501.32,484.04,471.63,485.96,486.70,477.50,484.45,487.90,495.30,503.12,499.98,491.33,483.48,489.49,482.04,476.12,477.08,478.06,480.99,479.81,489.00,488.04,482.15,482.73,481.39,479.16,492.59,475.79,487.15,469.91,441.03,456.56,486.26,492.09,494.31,481.71,504.15,496.86,518.12,526.40,505.72,506.93,504.01,505.74,508.31,508.42,504.40,509.25,507.82,512.62,506.08,504.74,515.15,517.10,522.85,524.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-30 22:00:09.363000,L7,,518.75,487.03,495.33,464.75,439.18,487.01,209.18,167.43,245.20,158.52,528.46,161.36,517.19,511.16,411.02,449.39,513.04,,,512.53,511.60,517.79,518.81,517.23,518.78,523.10,522.79,523.61,528.00,521.27,513.04,513.17,513.05,508.85,510.05,503.40,503.25,501.34,499.76,495.13,488.77,496.12,507.10,493.47,503.85,499.77,489.52,472.96,485.58,490.37,476.91,449.08,487.69,493.36,497.71,496.69,491.30,481.36,482.36,477.79,471.65,472.19,474.58,470.45,475.97,488.41,490.26,476.35,480.61,479.12,477.63,483.38,474.47,485.27,467.83,444.43,458.24,489.28,497.47,501.22,481.12,494.62,498.78,504.49,505.11,503.18,504.13,502.80,505.10,507.54,505.23,501.12,501.63,499.78,508.57,496.28,506.95,507.81,516.78,,,513.36,499.64,522.30,,,,,516.02,488.00,507.73,524.42,,319.36,,,,,,,521.13,528.26,,,,,,,,,,468.70,468.78,,,,,429.06,378.01,505.81,507.88,494.76,494.08,500.80,518.35,521.40,522.26,519.14,523.00,527.26,526.05,473.34,487.91,514.17,444.42,489.98,,,,,,,,,,,,,,,,,,,,,,,
2000-04-15 21:59:55.745000,L7,274.44,252.74,229.49,256.52,238.54,185.12,267.61,323.18,262.18,319.68,366.70,355.94,345.35,257.47,245.87,220.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.54,456.31,462.63,427.28,459.96,257.30,218.94,256.98,255.34,243.49,195.23,317.02,279.39,,,,,,,,,,,,,164.79,191.44,204.42,225.18,200.58,,,,,,,,,,,335.74,321.48,327.45,257.50,284.39,302.17,261.88,410.46,365.82,452.19,412.82,466.15,478.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-01 21:59:54.563000,L7,,,,,,,,,,,,,,,,,,494.78,348.91,273.49,242.71,,,436.90,233.27,319.45,459.91,453.75,498.16,342.23,250.22,367.69,319.85,341.65,484.74,354.19,308.40,254.11,298.29,278.05,309.00,316.60,297.69,341.62,338.23,288.54,246.92,268.97,186.18,,,405.42,363.50,348.07,384.99,377.74,260.27,228.09,296.30,337.89,283.69,441.89,422.53,314.82,303.59,400.85,373.28,145.20,214.98,227.69,335.82,288.69,316.09,320.88,333.88,309.73,339.42,160.42,172.53,203.73,446.00,327.06,392.66,468.38,453.02,229.15,450.16,457.32,465.95,468.68,396.18,435.49,412.34,443.78,160.16,,,,,410.75,470.95,473.37,330.34,310.50,,,,,,,,181.09,190.57,459.26,,520.30,463.26,395.95,307.12,,,467.76,508.49,500.30,364.17,443.07,448.63,518.28,272.38,,,465.35,279.43,273.75,479.21,350.72,309.19,383.35,,,448.25,463.74,448.74,,312.74,180.10,484.76,468.08,481.88,,481.90,432.38,,,,,399.40,442.40,,489.04,471.46,377.88,246.79,255.90,471.99,392.77,486.73,487.46,498.45,333.07,470.10,492.83,496.99,234.22,500.14,485.05,483.50,222.05,260.19,311.06
2000-08-05 21:58:44.520000,L7,,,,,,,,,,,,,,,,391.12,411.90,232.04,389.71,477.54,247.43,,,500.22,505.16,452.64,331.70,432.46,268.91,357.44,299.83,361.92,326.94,338.55,330.92,322.85,313.51,293.73,300.30,264.96,292.56,312.07,293.64,286.72,272.98,243.93,201.44,270.84,234.38,222.16,210.77,242.81,270.92,297.72,306.98,345.28,282.15,171.07,435.17,335.57,318.39,312.24,341.41,336.87,416.81,400.68,359.48,322.72,342.37,335.95,335.62,178.07,311.73,321.23,265.53,305.98,,,457.75,456.95,265.52,327.63,290.44,477.05,458.77,219.20,235.21,205.89,192.66,214.74,200.63,193.88,170.38,172.73,157.17,460.48,455.04,439.49,349.09,505.52,448.14,499.17,,,,,,,408.35,462.10,446.73,189.98,212.17,462.48,,157.29,478.73,388.45,251.09,352.36,372.13,403.62,462.64,379.60,378.31,493.93,206.05,150.50,331.91,,380.33,473.12,369.95,338.33,320.32,316.64,264.61,472.08,,,400.31,470.45,359.68,443.66,262.82,419.17,483.15,436.40,481.00,471.69,441.08,477.13,,,,,211.52,477.22,,487.30,485.63,493.21,198.75,174.48,386.11,255.79,440.67,498.14,502.55,492.03,498.82,496.34,495.12,498.91,317.88,275.09,406.67,482.81,195.04,318.42
