dates,satname,nzd0430-0000,nzd0430-0001,nzd0430-0002,nzd0430-0003,nzd0430-0004,nzd0430-0005,nzd0430-0006,nzd0430-0007,nzd0430-0008,nzd0430-0009,nzd0430-0010,nzd0430-0011,nzd0430-0012,nzd0430-0013,nzd0430-0014,nzd0430-0015,nzd0430-0016,nzd0430-0017,nzd0430-0028,nzd0430-0029,nzd0430-0030,nzd0430-0031,nzd0430-0032,nzd0430-0033,nzd0430-0034,nzd0430-0035,nzd0430-0036,nzd0430-0037,nzd0430-0052,nzd0430-0053,nzd0430-0054,nzd0430-0055,nzd0430-0056,nzd0430-0057,nzd0430-0058,nzd0430-0059,nzd0430-0060,nzd0430-0061,nzd0430-0062,nzd0430-0063,nzd0430-0064,nzd0430-0065,nzd0430-0066,nzd0430-0067,nzd0430-0068,nzd0430-0069,nzd0430-0070,nzd0430-0071,nzd0430-0072,nzd0430-0073,nzd0430-0074,nzd0430-0075,nzd0430-0076,nzd0430-0077,nzd0430-0078,nzd0430-0079,nzd0430-0080,nzd0430-0081,nzd0430-0082,nzd0430-0083,nzd0430-0084,nzd0430-0085,nzd0430-0086,nzd0430-0087,nzd0430-0088,nzd0430-0089,nzd0430-0090,nzd0430-0091,nzd0430-0092,nzd0430-0093,nzd0430-0094,nzd0430-0095,nzd0430-0096,nzd0430-0097,nzd0430-0098,nzd0430-0099,nzd0430-0100,nzd0430-0101,nzd0430-0102,nzd0430-0103,nzd0430-0104,nzd0430-0105,nzd0430-0106,nzd0430-0107,nzd0430-0108,nzd0430-0114,nzd0430-0115,nzd0430-0116,nzd0430-0117,nzd0430-0118,nzd0430-0119,nzd0430-0120,nzd0430-0121,nzd0430-0122,nzd0430-0123,nzd0430-0124,nzd0430-0125,nzd0430-0126,nzd0430-0127,nzd0430-0128,nzd0430-0129,nzd0430-0130,nzd0430-0154,nzd0430-0155,nzd0430-0158,nzd0430-0159,nzd0430-0160,nzd0430-0161,nzd0430-0162,nzd0430-0163,nzd0430-0164,nzd0430-0166,nzd0430-0167,nzd0430-0168,nzd0430-0179,nzd0430-0018,nzd0430-0020,nzd0430-0021,nzd0430-0022,nzd0430-0026,nzd0430-0027,nzd0430-0038,nzd0430-0039,nzd0430-0040,nzd0430-0041,nzd0430-0042,nzd0430-0043,nzd0430-0019,nzd0430-0023,nzd0430-0024,nzd0430-0025,nzd0430-0044,nzd0430-0156,nzd0430-0157,nzd0430-0169,nzd0430-0170,nzd0430-0171,nzd0430-0172,nzd0430-0177,nzd0430-0178,nzd0430-0109,nzd0430-0110,nzd0430-0111,nzd0430-0112,nzd0430-0113,nzd0430-0142,nzd0430-0143,nzd0430-0144,nzd0430-0145,nzd0430-0146,nzd0430-0147,nzd0430-0148,nzd0430-0151,nzd0430-0152,nzd0430-0153,nzd0430-0165,nzd0430-0176,nzd0430-0149,nzd0430-0150,nzd0430-0045,nzd0430-0046,nzd0430-0047,nzd0430-0048,nzd0430-0049,nzd0430-0050,nzd0430-0051,nzd0430-0173,nzd0430-0174,nzd0430-0175,nzd0430-0131,nzd0430-0132,nzd0430-0133,nzd0430-0134,nzd0430-0135,nzd0430-0136,nzd0430-0137,nzd0430-0138,nzd0430-0139,nzd0430-0140,nzd0430-0141
2000-08-12 22:04:53.965000,L7,,,,,,,,,,,,,,,,406.15,445.49,511.91,509.64,527.12,325.51,380.27,,,,,,,516.22,515.15,508.05,506.50,505.16,496.42,493.24,492.59,430.64,462.70,446.64,484.06,478.33,465.77,456.22,448.43,464.99,485.15,483.85,371.28,375.14,466.20,478.06,460.43,432.54,446.65,477.70,485.09,485.32,485.35,474.52,477.85,478.99,468.70,465.26,474.80,461.92,468.61,482.31,474.13,465.44,461.12,453.65,424.87,453.55,462.08,472.59,464.68,416.60,455.31,478.41,489.04,491.42,478.62,491.98,483.14,494.18,492.13,493.82,491.94,493.39,491.89,493.20,492.82,493.86,489.79,486.10,490.96,495.85,499.24,503.00,508.96,494.48,519.03,,162.71,315.37,441.97,166.29,424.19,429.97,471.28,471.89,495.83,488.12,481.83,283.01,524.22,,502.05,520.00,507.66,519.55,,,,,,,,501.08,513.08,513.75,,361.38,274.64,480.49,487.00,489.53,498.81,376.29,286.84,492.79,493.21,494.68,489.42,495.47,289.59,235.49,239.97,218.06,496.97,177.88,156.32,347.12,185.61,,433.76,474.72,207.91,418.45,,,,529.44,525.61,519.62,517.71,512.43,518.84,513.48,217.25,289.84,211.60,508.10,502.68,490.95,485.62,488.19,384.91,187.71,319.01
2000-10-08 21:58:00.300000,L7,,145.66,158.81,188.27,223.88,212.75,,,258.55,299.74,378.22,262.70,245.89,265.08,235.99,418.84,467.76,519.62,510.65,527.04,514.16,515.86,515.98,521.77,527.19,,,,,,518.24,521.48,516.98,514.02,520.37,509.65,504.74,504.21,513.75,512.33,499.48,492.98,501.37,508.30,499.01,506.79,503.86,485.08,479.73,487.91,492.37,477.50,486.96,490.60,499.34,506.01,499.62,504.78,485.38,490.78,483.82,488.90,480.91,490.83,487.63,489.90,498.02,496.47,489.84,484.82,485.83,478.59,495.55,487.25,485.90,477.56,439.31,465.05,496.74,499.73,506.16,496.42,504.21,498.85,500.33,509.59,516.86,511.84,514.34,511.62,513.40,516.62,509.95,513.63,514.73,509.36,514.14,512.21,,,,,,,,,,,,,,,,,456.22,,,,,,520.89,,,,,,,,,,,,,,,,,,491.47,406.15,498.07,507.65,512.75,500.21,505.54,,,,,,,,,,,,508.98,,,,,,,,,,,,,,,,,,,,,,,
2000-11-09 21:57:57.236000,L7,,,,,,,,,,,,,,,,,445.86,496.90,465.47,473.24,459.65,455.35,462.76,469.20,474.59,508.32,481.52,478.75,511.50,499.50,487.12,504.83,504.80,478.45,483.71,487.36,481.17,491.97,478.14,468.21,466.50,466.61,457.86,449.18,467.16,486.51,483.87,407.11,403.71,430.38,447.59,428.81,382.79,435.72,363.52,375.54,410.16,376.91,354.40,281.65,322.56,295.83,344.73,320.61,323.11,341.90,355.83,346.91,360.11,280.18,275.54,316.42,329.72,333.17,330.07,320.83,335.78,312.60,271.23,177.10,,219.51,242.78,209.63,164.36,271.74,263.46,226.50,195.98,232.17,231.48,215.79,231.13,202.55,220.61,172.69,,,,,,,371.62,342.06,328.90,396.19,378.32,317.51,347.36,416.90,370.35,387.27,251.62,337.06,,529.03,441.33,474.66,470.42,506.12,471.96,474.09,481.01,491.82,520.29,506.76,402.93,265.50,490.59,468.33,358.73,478.07,327.55,358.06,289.67,293.38,295.04,247.19,300.21,269.68,,,,272.84,233.50,482.99,469.62,469.41,464.00,472.79,474.00,399.06,404.30,340.59,382.01,328.83,323.00,357.02,363.67,485.51,451.02,466.09,501.96,517.21,510.23,510.90,231.47,347.00,340.36,349.49,316.27,371.09,352.37,307.83,383.92,325.84,362.91,331.01,351.67,353.96
2000-11-25 21:57:58.896000,L7,384.37,413.83,423.45,494.03,458.33,,481.99,395.90,458.02,455.15,457.46,446.50,413.50,386.58,317.81,220.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-03 22:04:12.237000,L7,,,,,,,,,,,,494.57,501.98,504.02,489.90,228.88,465.51,526.89,504.35,511.37,525.21,513.56,518.46,521.45,520.35,521.45,,,,529.19,519.91,522.51,518.32,515.19,513.55,509.42,504.90,505.26,504.22,503.54,497.63,489.85,498.00,496.88,500.12,503.85,503.93,484.95,479.63,484.99,491.32,480.61,460.78,486.43,492.39,494.75,496.22,493.56,481.08,488.08,493.20,488.97,501.08,502.92,500.38,485.71,490.88,492.57,478.57,481.97,481.33,474.78,489.03,483.72,492.48,484.05,449.16,471.49,496.66,500.05,499.10,487.11,500.19,498.26,502.69,511.59,512.01,511.16,508.41,505.67,513.97,510.33,504.02,510.74,511.52,508.24,511.18,512.35,511.27,522.75,,,499.60,503.51,510.82,511.05,505.34,498.61,524.20,487.92,499.86,506.12,506.68,503.04,464.96,,,517.05,511.57,519.89,517.63,,,,,,,,509.65,525.74,517.21,,471.65,509.63,,,,,468.79,496.60,505.44,504.92,507.12,508.98,506.70,,,,,,,,517.83,487.93,475.52,464.12,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-25 21:56:04.528000,L7,,,,,,,,,,192.78,162.19,506.50,424.69,402.49,345.57,249.13,,,,,,,,,,,,,,,522.42,520.45,516.39,508.11,505.96,510.40,496.60,499.55,498.68,505.33,491.46,490.84,494.01,500.73,488.21,501.55,509.54,485.41,474.86,484.55,494.23,489.65,467.55,488.14,491.59,500.37,502.10,494.84,485.14,486.77,490.56,489.92,480.06,486.76,483.55,483.60,495.55,491.29,490.13,482.51,479.78,474.71,483.75,476.93,483.05,469.94,526.20,510.54,483.77,518.88,,,,,,,,,,505.89,505.38,507.98,502.57,506.90,507.79,507.09,516.15,512.48,507.84,520.84,,,,,,,,,,502.82,502.22,507.86,527.97,,349.86,,,513.54,519.12,515.97,,,,,,,,,515.76,522.93,521.72,,,,,,,,511.32,411.56,,,,,,,,,,,,,,,,434.84,527.14,,,,,,,,,,,,,,,,,,,,,,,
2001-10-02 22:02:04.420000,L7,286.28,259.33,491.00,440.03,344.73,153.41,315.62,338.76,332.43,342.54,368.68,354.83,332.68,262.04,236.54,203.58,,,,,,,,,,,,,,518.33,519.78,526.67,519.00,511.67,507.31,505.52,501.65,501.21,500.06,502.47,491.85,486.11,494.16,505.72,490.77,502.25,505.11,488.01,475.77,482.44,495.61,487.57,476.55,488.20,496.38,526.18,518.99,513.98,480.89,510.38,511.51,508.10,513.45,508.31,509.07,512.06,516.45,,,,,,,,,497.05,479.90,496.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-14 21:56:17.682000,L7,,,,,,,,,,,,475.94,500.23,521.44,435.75,418.47,464.10,518.40,,,,,,,,,,,,,,527.92,527.43,518.23,522.34,518.25,510.78,507.61,507.01,502.81,498.07,492.26,498.38,503.03,500.48,510.98,514.15,498.03,492.76,486.34,495.81,494.47,475.31,483.78,493.61,500.89,504.09,506.43,492.15,499.67,497.91,503.06,494.72,497.87,505.55,498.35,499.85,498.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.72,484.94,488.19,503.18,502.80,500.43,505.23,516.12,508.47,516.36,516.18,517.27,331.96,,,,,,,,,,,,,,,,,,482.15,484.46,,,,,456.13,378.79,,,,,,,,,,,,,497.49,487.11,474.40,476.77,510.87,,497.73,,,,,,,,,,,,,,,,,,,,,
2001-12-30 21:56:13.010000,L7,443.91,434.95,378.68,388.60,369.49,,,340.64,394.39,454.71,448.98,444.01,410.83,386.03,322.74,213.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-16 21:56:30.006000,L7,,,,,,,,,,,,,474.13,484.84,407.09,410.73,447.55,514.31,,,,,,,,,,,,,,521.53,520.44,513.72,510.86,514.71,501.13,502.56,502.16,502.46,493.34,493.60,494.32,503.19,497.11,499.12,499.50,473.83,472.65,474.81,486.24,480.30,447.16,482.23,484.72,493.16,493.68,496.54,483.17,484.43,486.50,485.94,482.29,485.45,480.45,482.57,494.27,485.58,479.14,479.67,477.57,474.39,486.55,478.38,490.05,469.64,435.93,461.98,497.14,499.06,501.39,490.00,503.82,492.97,505.77,509.30,512.99,517.21,512.43,510.60,514.04,513.94,505.82,501.39,510.79,506.04,505.21,508.28,511.12,517.65,520.72,530.87,471.87,458.10,468.77,466.28,476.92,487.60,486.11,491.65,493.37,502.08,497.15,489.01,309.47,,,,,,,,,,,,,,,,,,449.84,465.80,493.39,526.34,,,425.69,350.23,499.43,499.58,522.71,523.63,508.93,,,,,,,,473.34,473.97,460.33,429.98,489.04,506.42,485.36,,,,,,,,,,,,,,,,,,,,,
2002-03-04 21:56:33.807000,L7,,,,,,,,,,,,,,,,,,296.55,426.81,418.30,,437.76,301.93,459.28,391.08,369.09,438.74,439.66,500.08,394.68,398.14,344.31,355.19,375.31,369.99,378.96,343.03,315.00,311.36,342.03,324.92,370.47,372.43,359.66,348.79,316.95,338.37,329.04,266.88,326.84,323.89,403.65,367.03,,,,506.47,472.64,434.07,366.67,453.91,367.87,358.97,334.45,378.88,391.38,448.46,443.67,183.30,284.17,352.33,345.45,315.09,326.71,329.48,325.42,336.18,296.04,262.67,,,,,,,,,,,,,,,,,,,,,,,285.64,183.03,314.00,235.47,280.02,285.13,314.91,312.19,294.31,,364.34,349.30,343.02,200.28,307.20,297.38,254.50,,290.07,477.71,473.13,478.34,473.28,461.68,499.68,444.24,337.59,357.70,457.44,333.42,482.50,314.44,208.76,418.97,307.47,344.81,346.60,225.99,198.14,,,,,,357.54,418.94,400.54,377.32,336.23,406.98,307.95,339.35,323.05,320.61,233.80,422.37,309.96,346.63,483.02,485.20,465.01,485.11,512.13,507.22,495.23,339.42,356.36,387.90,357.46,307.24,349.05,369.60,297.82,363.46,324.10,348.78,312.25,329.92,341.23
