dates,nzd0033-0000,nzd0033-0001,nzd0033-0002,nzd0033-0003,nzd0033-0004,nzd0033-0005,nzd0033-0006,nzd0033-0007,nzd0033-0008,nzd0033-0009,nzd0033-0010,nzd0033-0011,nzd0033-0012,nzd0033-0013,nzd0033-0014,nzd0033-0015,nzd0033-0016,nzd0033-0017,nzd0033-0018,nzd0033-0019,nzd0033-0020,nzd0033-0021,nzd0033-0022,nzd0033-0023,nzd0033-0024,nzd0033-0025,nzd0033-0026,nzd0033-0027,nzd0033-0028,nzd0033-0029,nzd0033-0030,nzd0033-0031,nzd0033-0032,nzd0033-0042,nzd0033-0043,nzd0033-0044,nzd0033-0045,nzd0033-0046,nzd0033-0047,nzd0033-0048,nzd0033-0049,nzd0033-0050,nzd0033-0051,nzd0033-0052,nzd0033-0053,nzd0033-0054,nzd0033-0055,nzd0033-0056,nzd0033-0057,nzd0033-0058,nzd0033-0059,nzd0033-0060,nzd0033-0061,nzd0033-0062,nzd0033-0063,nzd0033-0064,nzd0033-0065,nzd0033-0066,nzd0033-0067,nzd0033-0068,nzd0033-0069,nzd0033-0070,nzd0033-0071,nzd0033-0072,nzd0033-0073,nzd0033-0074,nzd0033-0075,nzd0033-0076,nzd0033-0077,nzd0033-0078,nzd0033-0079,nzd0033-0080,nzd0033-0081,nzd0033-0082,nzd0033-0083,nzd0033-0084,nzd0033-0085,nzd0033-0086,nzd0033-0087,nzd0033-0088,nzd0033-0089,nzd0033-0090,nzd0033-0091,nzd0033-0092,nzd0033-0093,nzd0033-0094,nzd0033-0095,nzd0033-0033,nzd0033-0034,nzd0033-0035,nzd0033-0036,nzd0033-0037,nzd0033-0038,nzd0033-0039,nzd0033-0040,nzd0033-0041,satname
2013-05-11 22:19:31+00:00,,,,,178.82999999999998,180.1,181.195,187.26999999999998,183.035,182.905,187.975,186.915,183.75,180.86,182.07,176.17000000000002,,177.56,182.735,183.51,184.99,186.495,189.5,188.845,185.865,186.855,187.10000000000002,188.7,187.305,188.04,189.035,193.29,195.26999999999998,196.89499999999998,194.2,193.195,192.63,190.64999999999998,,193.35500000000002,194.185,199.865,199.43,197.775,199.09,198.87,195.27,195.61,184.06,186.76,182.4,184.92,,180.73,,,185.32,185.66,187.93,189.01,192.61,223.05,212.51,203.765,198.79500000000002,235.39,248.61,193.1,201.885,207.485,193.255,195.83999999999997,201.69,202.54500000000002,200.095,194.60500000000002,197.79500000000002,200.965,203.16500000000002,201.48000000000002,204.495,201.365,202.95,200.02499999999998,204.18,201.24,195.075,195.04500000000002,191.415,190.285,186.835,188.10500000000002,189.8,192.065,192.83499999999998,192.935,L8
2013-06-28 22:19:33+00:00,,,,,179.67333333333332,180.98000000000002,181.99,186.42666666666665,183.87666666666667,183.45333333333335,187.21333333333334,186.65,184.5233333333333,182.21,181.45000000000002,176.51666666666665,,177.60333333333332,183.36666666666667,183.91666666666666,184.31333333333336,186.69333333333336,189.4333333333333,188.29999999999998,186.1833333333333,187.29333333333332,187.35333333333335,187.99333333333334,187.80333333333337,188.56333333333336,189.035,193.29,195.26999999999998,196.07666666666668,195.17,193.88,192.20666666666668,190.03666666666666,191.88,193.4766666666667,194.88,199.9333333333333,199.90333333333334,198.90666666666667,200.14499999999998,199.275,197.14,196.14,185.04666666666665,186.76,182.4,184.92,,180.73,,,185.32,185.66,187.93,189.01,192.61,223.05,212.51,203.765,198.79500000000002,235.39,248.61,193.825,203.37333333333333,206.13,197.21,193.24,203.59666666666666,204.24666666666667,195.55666666666664,194.60500000000002,197.79500000000002,202.51666666666665,204.20666666666668,203.3066666666667,205.3066666666667,202.49333333333334,203.73,202.14666666666665,204.26666666666665,201.04666666666665,198.07333333333335,195.04500000000002,191.85999999999999,189.74333333333334,186.49666666666667,188.72333333333336,190.64,192.01666666666665,192.32000000000002,193.82000000000002,L8
2013-07-14 22:19:34+00:00,,,,,179.6875,180.94,182.35750000000002,185.965,183.985,183.58,187.95999999999998,186.1925,185.88,183.6,181.6875,176.185,,177.32999999999998,183.5975,183.32,182.9925,184.54500000000002,187.1975,186.6825,185.265,186.4325,186.135,187.99333333333334,187.80333333333337,188.56333333333336,189.035,190.16666666666666,194.32333333333335,195.91,196.21,194.89,192.445,189.93,191.68,192.76749999999998,194.675,200.1375,200.04749999999999,199.25,200.49,199.02333333333334,196.73333333333335,195.61666666666667,183.6725,186.76,182.4,184.92,320.17,180.73,,,185.32,185.66,187.97,190.865,194.925,213.40666666666667,209.14333333333335,202.64666666666668,195.29333333333332,235.39,248.61,194.00333333333333,202.805,206.6525,198.74,192.4525,203.65,199.59,193.1175,198.04333333333332,195.65,203.495,203.9875,202.8175,204.41750000000002,201.835,203.48749999999998,201.74,203.69,201.85,198.15,194.53,191.93,189.315,186.3475,188.2125,191.0625,192.4025,192.47,194.59,L8
2013-08-31 22:19:38+00:00,,,,,179.73399999999998,180.8,182.132,185.716,184.00799999999998,183.19,187.41,185.80599999999998,185.356,183.4,181.174,175.81400000000002,,177.13600000000002,183.39600000000002,183.49,183.20999999999998,184.99200000000002,187.484,186.566,185.542,186.328,186.544,187.7275,186.64000000000001,187.8825,188.7266666666667,190.5775,193.54,195.598,196.18200000000002,194.754,192.206,189.81,191.20000000000002,192.89000000000001,194.752,199.952,200.212,199.44400000000002,199.885,198.6175,196.63,195.0075,183.44,183.21499999999997,180.26999999999998,184.055,320.17,180.135,,,183.885,183.325,187.91333333333333,190.15333333333334,193.36333333333334,208.3025,206.525,201.2275,192.215,235.39,248.61,193.3975,202.552,206.43400000000003,197.43,192.964,203.264,200.022,192.41199999999998,200.375,197.0675,203.495,203.9875,202.42000000000002,204.262,202.108,203.744,202.774,203.532,201.672,198.96599999999998,194.1825,192.31199999999998,188.71800000000002,185.734,187.656,190.44,192.294,192.35,194.278,L8
2013-10-18 22:19:25+00:00,,213.46,212.28,215.31,185.46333333333334,189.01999999999998,190.11166666666668,190.46166666666667,187.94833333333335,186.33333333333334,190.60333333333332,190.475,191.48833333333334,192.0716666666667,187.285,183.025,216.66,183.8033333333333,190.42166666666665,190.08333333333334,190.55666666666664,191.37666666666667,192.45666666666668,190.955,190.23333333333335,190.66666666666666,193.31500000000003,194.65,193.25,201.756,204.55,201.684,202.13600000000002,199.43666666666664,200.13,198.91333333333333,194.66,191.81500000000003,192.195,193.34333333333333,195.75666666666666,205.03333333333333,204.26833333333332,200.13,204.038,202.026,197.916,197.458,185.84333333333333,183.21499999999997,192.74333333333334,195.07666666666668,301.315,180.135,243.64,242.55,183.885,183.325,191.975,191.29749999999999,196.4,209.46599999999998,211.06599999999997,200.60999999999999,192.01399999999998,225.62,230.60000000000002,193.3975,206.0533333333333,206.19333333333336,198.37333333333333,195.28333333333333,203.15833333333333,200.4766666666667,194.04999999999998,201.4,199.60999999999999,204.858,207.846,207.69833333333335,206.03333333333333,203.1916666666667,204.12666666666667,203.745,204.5566666666667,203.09833333333333,201.28666666666666,201.272,197.90166666666664,194.99333333333334,193.49166666666667,187.656,195.07000000000002,198.11666666666667,200.72833333333332,201.11333333333334,L8
2013-11-03 22:19:20+00:00,225.63,220.44,225.575,225.05,193.47,196.20000000000002,195.75333333333333,199.76333333333332,197.79333333333332,196.27833333333334,196.105,196.20166666666668,199.41,202.9,197.27666666666667,193.42999999999998,212.805,192.37333333333333,199.49666666666667,199.14999999999998,199.93833333333336,199.84166666666667,200.465,198.8166666666667,197.99833333333333,199.64166666666665,201.59166666666667,206.91199999999998,205.632,212.692,214.44,207.48600000000002,209.302,205.11833333333334,206.81166666666664,204.93499999999997,200.11,200.82333333333335,203.664,193.112,195.634,212.71833333333333,213.21333333333334,209.52833333333334,212.235,202.026,197.916,197.458,187.07399999999998,183.21499999999997,192.74333333333334,195.07666666666668,283.15000000000003,180.135,242.72,242.5,183.885,183.325,200.458,191.29749999999999,196.4,209.43800000000002,217.042,197.82,186.08999999999997,231.075,234.53000000000003,193.3975,215.47166666666666,208.286,199.368,196.08200000000002,203.96800000000002,200.656,194.414,203.4925,200.9475,205.67499999999998,219.962,218.65166666666664,206.458,203.48000000000002,204.612,204.83,210.82000000000002,203.62599999999998,210.73166666666668,210.544,205.16333333333333,203.83,201.405,187.6075,201.46833333333333,204.59666666666666,205.42333333333332,206.21166666666667,L8
2013-12-05 22:19:13+00:00,225.25,216.37666666666667,226.17666666666665,224.61333333333334,201.71333333333334,201.26333333333335,201.165,206.62333333333333,204.58,202.47833333333335,202.015,203.42499999999998,205.89166666666665,211.08833333333337,204.27,201.40666666666667,216.3166666666667,200.91666666666666,206.51833333333332,207.28,209.535,207.62333333333333,207.23000000000002,206.085,204.95166666666668,205.49666666666667,208.34333333333333,215.686,214.656,223.57599999999996,223.05,211.452,213.01400000000004,205.595,207.73166666666665,206.33333333333334,201.51666666666665,204.56000000000003,206.63333333333333,193.33749999999998,197.596,214.135,214.05000000000004,215.01666666666665,213.68000000000004,203.368,199.5,199.06799999999998,188.954,188.2,197.1833333333333,197.80000000000004,261.0075,186.325,226.00666666666666,226.99,189.57,187.15,201.62999999999997,194.1525,198.265,211.10399999999998,218.632,199.43,188.22,231.075,235.08,194.035,216.41166666666666,206.098,203.342,198.25799999999998,205.44,201.53199999999998,194.378,205.8875,202.9075,207.69,220.176,218.99166666666665,207.58,205.31,205.368,205.506,211.00666666666666,203.602,211.33166666666662,217.548,207.08,210.66333333333333,202.76666666666665,189.0475,209.375,213.51500000000001,210.91,210.01666666666665,L8
2014-02-07 22:18:33+00:00,225.25,208.065,215.685,214.42000000000002,205.98000000000002,205.244,205.164,211.57799999999997,208.89600000000002,206.57,204.046,207.144,208.9,215.22600000000003,208.66800000000003,206.26800000000003,216.3166666666667,205.61399999999998,210.72600000000003,212.72200000000004,216.42,213.664,212.86000000000004,211.404,209.398,209.93800000000002,213.792,215.858,214.948,223.31,215.52400000000003,212.356,213.44,208.02399999999997,209.632,208.214,203.254,207.648,210.27799999999996,196.33,198.53,217.86599999999999,217.18800000000002,218.26,217.5,205.94,200.15999999999997,200.445,193.2575,188.39333333333332,194.435,195.53500000000003,227.43499999999997,184.15666666666667,215.3875,216.95499999999998,187.03333333333333,186.38333333333333,201.41199999999998,193.5425,197.73250000000002,211.76,218.712,199.1325,187.28,231.075,235.08,192.46000000000004,218.78599999999997,206.4175,204.3775,205.48000000000002,206.135,205.885,201.6725,206.03,205.6075,208.26333333333332,224.26749999999998,221.998,209.17,207.155,206.8475,206.89749999999998,213.416,204.1975,213.46599999999998,217.63199999999998,209.848,215.5,205.548,188.32333333333335,212.81599999999997,217.954,214.92799999999997,212.53599999999997,L8
2014-02-23 22:18:20+00:00,225.25,208.065,215.685,214.42000000000002,205.98000000000002,205.244,201.00166666666667,206.43833333333336,204.27666666666664,202.43166666666664,200.62,203.335,204.25333333333333,209.27166666666668,203.86,206.26800000000003,216.3166666666667,200.68999999999997,205.78333333333333,207.705,210.67166666666665,208.6916666666667,208.30500000000004,206.76166666666666,205.13,205.5633333333333,208.97833333333335,210.57333333333335,209.62666666666667,216.505,210.27,207.53833333333333,208.9333333333333,205.125,206.6016666666667,205.29666666666665,200.42666666666665,204.03,206.75833333333333,194.9125,197.512,214.715,213.915,214.64666666666668,214.2733333333333,203.048,198.87399999999997,198.558,191.226,186.2375,192.138,192.946,218.82599999999996,183.52,208.74,210.902,185.89499999999998,186.2225,198.87166666666667,192.528,196.358,208.24666666666667,215.0783333333333,198.26799999999997,186.09,231.075,235.08,191.73000000000002,215.22333333333333,205.38400000000001,203.39600000000002,204.336,204.9,205.036,201.072,204.408,203.746,205.53750000000002,219.368,217.2733333333333,207.69399999999996,204.856,205.538,205.64600000000002,210.915,202.406,209.85333333333332,212.88333333333333,205.615,210.37833333333333,201.405,186.9425,208.45833333333334,212.88833333333332,210.535,209.10666666666665,L8
2014-05-30 22:17:11+00:00,204.16,191.29,198.01333333333332,196.38333333333333,197.38666666666666,192.66666666666666,191.30999999999997,194.8425,194.675,194.48499999999999,193.2975,196.865,194.44500000000002,194.87,192.2125,193.77666666666664,201.5,191.2825,194.0775,196.77249999999998,199.7225,198.07750000000001,199.24,198.57,197.3,196.355,197.7025,198.3175,199.7325,201.64749999999998,196.825,193.955,197.65,195.66500000000002,196.99,196.0375,192.5175,195.515,200.37499999999997,196.42999999999998,198.065,203.985,202.1425,208.35000000000002,204.45,201.5625,199.255,198.29250000000002,193.195,189.53750000000002,188.88,189.02249999999998,189.2575,186.41250000000002,187.47,190.765,188.51999999999998,189.60750000000002,190.6625,193.675,195.955,197.66250000000002,201.9725,199.64000000000001,185.60999999999999,,236.18,193.3425,204.155,206.70250000000001,207.675,207.35250000000002,207.9475,207.1075,206.2025,204.49,203.16000000000003,205.12500000000003,205.0525,202.115,207.11249999999998,204.2675,206.64499999999998,204.8875,204.2575,201.4425,199.7525,201.565,193.0625,199.26,187.1375,188.33249999999998,202.17999999999998,205.19750000000002,199.98749999999998,199.8175,L8
2014-07-17 22:17:28+00:00,183.45,182.81,183.32999999999998,182.70499999999998,181.20000000000002,183.01999999999998,183.7025,184.91500000000002,185.33750000000003,186.07500000000002,185.5525,186.8025,185.70999999999998,184.185,181.83,178.35333333333332,179.66,179.3575,184.805,184.8675,185.02750000000003,186.695,188.72250000000003,186.7,187.73250000000002,187.53,187.93,187.3375,188.65499999999997,187.66666666666666,187.99333333333334,188.84666666666666,193.26,194.9925,196.115,194.65,190.0875,189.59000000000003,193.1125,195.67,196.56,202.5975,200.97250000000003,200.6425,202.26,199.70749999999998,197.22,196.165,191.65,187.14000000000001,186.6,187.66666666666666,187.48333333333335,184.18000000000004,185.76666666666668,189.02999999999997,185.79666666666665,188.37333333333336,189.61999999999998,191.42333333333332,194.58333333333334,196.01333333333335,200.53333333333333,198.78666666666666,184.01333333333332,,,192.57333333333335,202.47,206.17,205.90666666666667,206.0466666666667,206.72,206.17999999999998,205.67666666666665,204.0666666666667,201.15666666666667,204.03333333333333,204.62,201.44000000000003,205.92,202.31333333333336,206.19999999999996,204.81333333333336,204.01666666666665,201.29,198.77666666666664,193.2266666666667,190.98666666666668,189.14666666666668,184.50333333333333,186.40333333333334,191.24249999999998,191.91,191.805,194.4625,L8
2014-09-19 22:17:42+00:00,183.45,182.49,182.45,181.57,181.0533333333333,183.03999999999996,184.12333333333333,186.0,185.85,186.54333333333332,186.96333333333334,188.40500000000003,188.325,187.48000000000002,183.585,179.88,179.66,182.295,187.35500000000002,185.33000000000004,185.65000000000003,187.58999999999997,189.32500000000005,186.84999999999997,190.265,188.85,188.785,188.88,190.66999999999996,192.24,194.56,194.65,198.82,195.17999999999998,195.87666666666667,195.16333333333333,190.99666666666667,190.47,192.83666666666667,195.27666666666667,196.67999999999998,202.21333333333334,201.44333333333336,200.53666666666666,200.39,201.11499999999995,198.54000000000002,197.985,197.02,192.87,190.66,191.67,192.18,191.11,191.62,193.55,192.95,194.53,195.77,195.52,197.78,199.96,201.88,202.33,186.18,,,198.03,195.22,198.76,196.12,199.625,200.615,196.325,196.79500000000002,199.07999999999998,193.755,208.66,208.28,206.32,208.51,204.6,209.7,206.83,206.2,204.93,202.75,196.62,196.86,192.46,189.96,190.99,189.58,191.93999999999997,191.82333333333335,195.19666666666663,L8
2015-03-30 22:17:01+00:00,,,,,,,182.84,186.21,185.93,183.34,186.99,187.11,185.24,182.71,182.19,180.45,,181.22,184.62,186.72,188.11,186.47,186.23,187.07,189.63,186.51,187.5,187.73,190.43,189.39,190.06,194.23,198.44,194.51,192.94,191.54,189.8,190.99,192.51,195.06,197.03,203.97,203.3,200.6,200.21,200.29,196.04,193.13,190.78,189.85,186.84,190.09,190.03,185.29,189.31,190.33,188.12,188.81,,,,,,,,,,,,,,,203.77,202.24,202.99,201.09,199.46,203.28,201.16,201.26,205.09,197.78,,,,,,197.21,194.36,192.49,188.8,185.15,187.9,189.58,190.3,191.57,L8
2015-07-04 22:17:02+00:00,183.69,190.65,185.86,183.32,205.01,207.11,190.79000000000002,186.21,190.715,188.655,190.96,197.03500000000003,205.195,189.01,185.68,180.725,179.09,184.775,185.56,188.5,198.47000000000003,187.75,187.95499999999998,190.01999999999998,192.36,188.615,193.0,192.925,192.22,190.935,193.56,195.305,198.135,197.875,197.10500000000002,195.48,204.305,199.4,208.675,195.06,197.03,223.95,206.78500000000003,202.465,205.81,210.04500000000002,203.95,216.86,203.685,193.09,196.15,194.81,194.42000000000002,191.365,205.255,190.33,188.12,188.81,,,,,,,,,,194.51,,184.43,,,203.77,202.24,202.99,201.09,199.46,203.28,201.16,201.26,205.09,197.78,,,,,,200.04500000000002,194.49,192.47,193.21,199.215,191.755,205.11,203.465,210.93,L8
2015-07-20 22:17:10+00:00,184.24,187.825,185.53500000000003,183.01,193.76,195.59,189.3066666666667,189.27,190.24,187.9333333333333,191.73333333333335,208.07333333333335,199.47333333333336,188.70666666666668,185.4433333333333,181.27999999999997,179.09,184.775,185.56,188.5,198.47000000000003,187.75,187.95499999999998,190.01999999999998,192.36,188.615,193.0,192.925,192.22,190.935,193.56,195.305,198.135,197.875,197.10500000000002,195.48,204.305,197.37666666666667,204.15,196.345,198.1,217.1966666666667,206.59,203.36333333333334,203.71,225.76333333333332,203.95,220.88666666666666,220.37333333333333,193.09,215.1833333333333,213.28333333333333,194.42000000000002,191.365,205.255,190.33,188.12,188.81,,,,,,,,,272.51,194.51,,184.43,,186.56,194.445,207.84,200.64,218.01999999999998,199.46,203.28,201.16,201.26,205.09,197.78,,,,,,200.04500000000002,194.49,192.47,193.21,199.215,191.755,205.11,203.465,210.93,L8
