dates,nzd0033-0000,nzd0033-0001,nzd0033-0002,nzd0033-0003,nzd0033-0004,nzd0033-0005,nzd0033-0006,nzd0033-0007,nzd0033-0008,nzd0033-0009,nzd0033-0010,nzd0033-0011,nzd0033-0012,nzd0033-0013,nzd0033-0014,nzd0033-0015,nzd0033-0016,nzd0033-0017,nzd0033-0018,nzd0033-0019,nzd0033-0020,nzd0033-0021,nzd0033-0022,nzd0033-0023,nzd0033-0024,nzd0033-0025,nzd0033-0026,nzd0033-0027,nzd0033-0028,nzd0033-0029,nzd0033-0030,nzd0033-0031,nzd0033-0032,nzd0033-0042,nzd0033-0043,nzd0033-0044,nzd0033-0045,nzd0033-0046,nzd0033-0047,nzd0033-0048,nzd0033-0049,nzd0033-0050,nzd0033-0051,nzd0033-0052,nzd0033-0053,nzd0033-0054,nzd0033-0055,nzd0033-0056,nzd0033-0057,nzd0033-0058,nzd0033-0059,nzd0033-0060,nzd0033-0061,nzd0033-0062,nzd0033-0063,nzd0033-0064,nzd0033-0065,nzd0033-0066,nzd0033-0067,nzd0033-0068,nzd0033-0069,nzd0033-0070,nzd0033-0071,nzd0033-0072,nzd0033-0073,nzd0033-0074,nzd0033-0075,nzd0033-0076,nzd0033-0077,nzd0033-0078,nzd0033-0079,nzd0033-0080,nzd0033-0081,nzd0033-0082,nzd0033-0083,nzd0033-0084,nzd0033-0085,nzd0033-0086,nzd0033-0087,nzd0033-0088,nzd0033-0089,nzd0033-0090,nzd0033-0091,nzd0033-0092,nzd0033-0093,nzd0033-0094,nzd0033-0095,nzd0033-0033,nzd0033-0034,nzd0033-0035,nzd0033-0036,nzd0033-0037,nzd0033-0038,nzd0033-0039,nzd0033-0040,nzd0033-0041,satname
2002-07-24 22:05:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.13,269.14,,264.4,,257.12,,,,,,,,,,,311.12,,,265.27,,,,281.5,,,,,,,,,279.05,,,,,,,,,,,,,,,,,,,,,218.66,207.73,,,,,244.78,L7
2002-11-13 22:05:30+00:00,,,,234.03,,,,,,,,,,,,,,,,,,,278.11,240.59,251.75,,,264.59,,,,,,,,,267.355,269.14,,264.4,,257.12,,383.8,,,,,,,,,306.105,,,265.27,,,,281.5,,,,,,,,,293.95500000000004,,,,,,327.15,,,,,,,,,,,,,,,218.66,207.73,,291.4,300.29,,244.78,L7
2003-01-16 22:06:02+00:00,218.27,221.58,223.95,227.61,228.58,223.33,234.16,225.82,227.51,227.4,215.89,230.34,227.6,222.2,,,,229.41,235.74,228.62,227.76,231.82,259.165,237.86,261.98,234.09,263.81,273.125,,,,240.48,,,,,267.355,272.935,,275.19,,271.045,,383.34000000000003,,,,,,,,,306.105,,,265.27,,231.92,,299.615,,,,,,,,,293.95500000000004,,,,,,315.505,,,,,,,,,,,,,,,218.66,207.73,,282.11,290.5,,260.92,L7
2004-04-16 21:57:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.21,,,274.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.14,L5
2004-05-18 21:58:14+00:00,205.5,213.44,214.69,211.01,216.14,222.24,218.73,223.48,222.07,218.24,221.77,223.82,221.69,207.92,,208.33,,220.93,228.16,221.96,226.81,226.07,218.7,217.43,214.47,215.72,226.95,217.93,220.97,218.3,222.29,226.08,221.61,244.04,225.88,228.68,249.85500000000002,232.34,,,228.02,236.14,237.23,235.76,241.34,232.51,224.12,,,213.92,221.09,218.14,,226.04,,238.75,225.31,231.14,,232.35,,,233.78,,,,228.17,,244.03,,,,,,252.37,,,,,,,,,,,,,,,231.21,221.08,,224.15,229.86,229.78,207.915,L5
2005-01-13 22:03:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,186.52,189.24,186.44,185.75,185.25,,185.73,194.22,196.46,196.52,190.57,191.61,190.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.26,203.77,203.57,208.53,195.17,190.81,190.07,191.81,185.12,188.14,182.89,181.62,196.28,201.34,200.97,204.49,202.71,200.02,193.54,191.48,183.43,,,,,,,,186.39,L5
2005-02-14 22:04:09+00:00,,,,187.0,185.88,187.11,187.25,189.01,187.91,185.07,184.13,,,,,,,,189.79,192.45,188.63,191.55,192.25,190.93,193.55,178.86,186.52,189.24,186.44,185.75,185.25,,181.21499999999997,194.22,196.46,196.52,190.57,191.61,190.22,,192.33,195.12,204.01,203.85,211.35,207.27,197.17,182.83,,,,,,,,,189.81,188.88,191.24,192.79,197.62,198.8,199.32,183.32,,,,187.38,198.52,200.195,208.31,204.115,199.28,198.39499999999998,199.36,196.86,196.05,194.315,189.85000000000002,193.79500000000002,196.765,199.41,196.66000000000003,197.065,193.005,188.685,191.04,186.26,191.38,188.85,182.23,182.08,193.64,201.48,195.05,186.39,L5
2005-03-02 22:04:24+00:00,,,,187.0,180.78,186.18,185.695,188.33999999999997,185.625,184.20499999999998,185.035,185.44,,,,,,,189.79,185.925,187.625,190.15,192.675,188.85500000000002,191.235,180.36,187.275,189.24,186.44,185.75,185.25,,181.21499999999997,191.60500000000002,189.825,196.52,190.57,191.61,190.22,,185.99,194.985,200.54,203.69,207.285,205.04000000000002,197.485,186.43,183.09,,,,,,,,186.845,187.89499999999998,191.815,194.55,195.925,198.765,199.22,192.94,173.55,,,187.10666666666665,197.31333333333336,199.84,204.81333333333336,201.67,200.93999999999997,199.47666666666666,201.78333333333333,201.0666666666667,199.32000000000002,196.83333333333334,193.95000000000002,197.15333333333334,196.38666666666666,197.63333333333333,194.02,194.93999999999997,192.38333333333333,187.5666666666667,187.73666666666668,186.26,191.38,188.85,182.23,182.03500000000003,192.625,198.13,194.485,190.07,L5
2005-06-06 22:05:05+00:00,,,,187.0,180.78,186.18,185.695,188.33999999999997,185.625,184.20499999999998,185.035,185.44,,,,,,,189.79,185.925,187.625,190.15,192.675,188.85500000000002,191.235,180.36,187.275,189.24,186.44,185.75,185.25,,181.21499999999997,190.61,188.83666666666667,188.62,183.925,191.61,190.22,,185.03333333333333,192.0533333333333,196.61333333333332,201.15,202.01999999999998,199.93666666666664,194.33666666666667,185.08333333333334,179.385,,,,,,,,186.845,187.89499999999998,191.4466666666667,192.07666666666668,192.45000000000002,197.89333333333335,198.37333333333333,191.98666666666668,178.19,,,186.99,196.4225,199.84,204.81333333333336,201.1275,200.185,197.59,201.3975,200.1575,199.9,196.805,196.9425,198.08,197.3875,198.6275,193.26,195.09,191.8175,186.56,186.9525,186.26,191.38,188.85,182.23,182.03500000000003,186.99,194.12,190.20333333333335,188.50666666666666,L5
2005-08-25 22:05:41+00:00,221.65,237.97,236.48,215.33,189.95,197.155,203.235,201.6,183.34,183.34,208.485,185.44,240.13,217.93,,,,260.78,,201.54000000000002,200.76,204.79500000000002,193.1,186.78,196.39999999999998,194.33,200.94,215.89,,207.5,215.29,244.34,,188.805,185.02499999999998,180.72,177.28,231.33,228.89,233.58,195.64,190.51999999999998,192.91499999999996,199.8,197.35499999999996,196.26999999999998,201.20666666666668,186.20999999999998,179.385,197.62,209.49,210.84,,202.05,,250.18,202.225,206.115,204.41666666666666,201.60333333333335,189.865,207.10666666666665,197.9,213.54,188.45333333333335,,256.28,202.14,209.20000000000002,219.10500000000002,197.82,198.14,201.09,196.78500000000003,203.435,203.45499999999998,203.75,199.29500000000002,216.17999999999998,202.365,209.85333333333332,197.845,205.54,193.115,190.63,184.435,182.86499999999998,210.63,220.13,214.53,219.4,181.99,183.66500000000002,190.44,187.78,197.71666666666667,L5
2006-09-13 22:11:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.5,190.97,187.56,188.42,189.24,182.04,180.83,184.47,185.91,187.39,190.9,190.98,189.35,191.38,186.43,182.01,,,,,,,,,,,,,,,,,,,195.33,204.85,202.56,196.28,201.67,198.76,199.65,196.75,193.8,198.38,203.85,203.84,201.5,204.95,200.32,203.5,202.74,201.97,186.67,182.0,,,,,,181.9,190.04,193.86,190.01,L5
2008-11-21 22:01:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.59,178.45,182.81,183.79,184.33,182.02,176.62,,,178.31,184.81,183.61,186.07,187.19,182.63,185.63,,,,,,,,,,,,,,,,,,,,,,185.68,197.85,197.41,199.74,202.39,202.89,201.75,198.92,195.04,192.92,191.38,191.58,191.85,,,,,,,,183.29,183.28,179.87,179.56,,178.72,181.41,179.04,183.52,L5
2010-02-12 22:08:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.51,184.55,183.1,187.81,189.89,181.59,188.68,180.55,183.53,184.24,,,,,,,,,,,,,,,,,,,L5
2010-11-27 22:07:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.77,185.26,185.13,183.93,184.49,186.25,,,,,,,,,,,,,,,,,,,,,182.98,189.06,189.88,188.46,191.39,190.55,188.65,189.01,187.82,189.57,187.79,180.48,184.01,,,,,,,,,,,,,,,,L5
2013-04-25 22:19:21+00:00,,,,,179.43,180.41,181.57,191.5,183.98,183.78,193.95,190.04,185.12,181.35,182.06,174.59,,178.18,184.26,184.43,185.38,188.74,191.23,189.28,185.86,187.29,189.02,190.48,187.12,186.91,189.19,197.13,198.28,200.09,196.43,195.33,195.73,191.66,,194.5,196.37,201.78,199.26,198.11,,,,,179.69,,,,,,,,,,,,,251.82,226.68,211.77,215.71,235.39,248.61,,200.2,195.73,193.4,191.29,199.11,199.58,192.23,193.03,194.26,201.59,201.05,200.86,203.91,201.75,201.7,198.32,204.5,200.46,191.07,198.53,195.04,191.97,186.8,187.85,192.39,194.33,196.54,194.14,L8
