dates,satname,nzd0568-0000,nzd0568-0001,nzd0568-0002,nzd0568-0003
1999-08-26 22:06:20.800000,L7,163.57,169.60,30.41,15.87
1999-09-20 22:00:08.403000,L7,167.47,175.55,173.36,183.00
1999-09-27 22:06:24.836000,L7,165.61,171.48,160.55,173.82
1999-11-30 22:05:47.159000,L7,166.75,171.28,168.39,173.07
1999-12-09 22:00:09.551000,L7,164.09,143.61,156.41,181.22
1999-12-16 22:06:21.817000,L7,321.97,389.01,233.52,222.10
1999-12-25 22:00:04.067000,L7,165.52,168.48,160.18,183.29
2000-01-17 22:06:11.705000,L7,165.97,171.71,156.12,179.84
2000-02-11 21:59:57.866000,L7,167.88,168.10,159.25,183.63
2000-02-18 22:06:05.064000,L7,50.08,55.26,143.58,173.73
2000-02-27 21:59:52.393000,L7,170.17,175.94,172.19,185.43
2000-03-05 22:05:36.285000,L7,165.75,171.11,171.87,179.22
2000-03-21 22:05:37.143000,L7,90.01,142.29,150.69,64.28
2000-03-30 21:59:45.397000,L7,164.88,172.56,172.80,221.91
2000-05-01 21:59:30.586000,L7,170.92,178.50,176.71,4.16
2000-05-08 22:05:09.063000,L7,,146.23,176.41,
2000-05-17 21:59:19.400000,L7,164.86,173.16,174.14,52.68
2000-06-18 21:59:03.789000,L7,,158.23,181.21,
2000-07-04 21:58:50.402000,L7,176.47,184.79,55.16,63.04
2000-08-12 22:04:05.961000,L7,165.58,172.59,175.84,107.26
2000-09-13 22:03:38.044000,L7,165.98,173.44,170.33,129.24
2000-10-24 21:57:29.684000,L7,170.82,180.83,175.68,183.46
2000-11-09 21:57:33.274000,L7,164.40,147.87,165.06,181.71
2000-12-11 21:57:36.803000,L7,,49.86,87.97,164.22
2001-01-03 22:03:24.303000,L7,50.15,39.02,74.93,168.13
2001-01-19 22:03:31.103000,L7,164.80,49.93,82.99,228.51
2001-02-20 22:03:24.667000,L7,55.15,39.54,72.92,130.15
2001-05-20 21:57:04.892000,L7,171.64,177.12,57.67,65.37
2001-05-27 22:02:48.377000,L7,171.57,51.63,178.77,
2001-06-05 21:56:52.440000,L7,173.63,183.54,187.06,72.09
2001-06-28 22:02:45.013000,L7,178.22,187.03,186.60,65.29
2001-07-07 21:56:36.067000,L7,179.05,184.66,180.63,63.22
2001-07-14 22:02:45.650000,L7,174.83,86.70,184.22,62.65
2001-08-15 22:02:14.505000,L7,166.33,173.63,176.43,14.12
2001-09-25 21:55:40.572000,L7,171.27,174.36,176.39,231.17
2001-10-02 22:01:16.521000,L7,167.26,148.02,170.78,214.58
2001-11-03 22:01:46.660000,L7,164.43,54.88,166.78,171.83
2001-12-30 21:55:49.115000,L7,164.51,151.85,165.13,186.34
2002-01-15 21:55:59.365000,L7,164.76,,160.02,190.01
2002-03-04 21:56:09.860000,L7,163.90,144.44,170.21,181.18
2002-03-27 22:01:49.448000,L7,163.69,172.03,167.59,178.93
2002-05-07 21:56:03.729000,L7,173.15,183.76,180.11,106.97
2002-05-30 22:01:37.827000,L7,174.15,183.71,184.09,6.65
2002-07-17 22:01:20.506000,L7,175.08,184.95,184.64,69.34
2002-08-02 22:01:37.150000,L7,176.44,183.47,182.71,121.76
2002-08-18 22:01:33.502000,L7,200.98,180.77,195.77,212.65
2002-08-27 21:55:12.096000,L7,177.53,183.73,177.66,184.53
2002-09-12 21:55:07.575000,L7,167.92,166.97,176.14,181.10
2002-10-05 22:01:07.311000,L7,76.82,48.55,81.50,60.73
2002-10-14 21:54:55.882000,L7,162.24,139.94,161.44,171.13
2002-10-21 22:00:48.324000,L7,164.70,158.20,166.47,175.63
2002-10-30 21:55:01.471000,L7,162.82,149.13,162.89,171.83
2002-11-06 22:00:53.524000,L7,378.96,362.75,286.53,233.13
2002-11-22 22:01:09.678000,L7,49.73,48.91,68.85,14.16
2003-01-25 22:01:30.681000,L7,241.05,241.59,251.10,207.18
2003-01-25 22:01:54.646000,L7,241.49,246.86,252.28,263.25
2003-02-19 21:55:54.479000,L7,162.97,287.95,312.09,359.98
2003-02-26 22:02:04.470000,L7,,,37.34,168.62
2003-03-07 21:55:58.558000,L7,165.30,44.91,132.19,226.94
2003-03-14 22:01:44.544000,L7,165.12,141.95,167.36,228.48
2003-03-14 22:02:08.508000,L7,,,,28.89
2003-03-23 21:55:52.571000,L7,137.85,95.76,174.63,180.68
2003-04-08 21:55:59.443000,L7,165.19,147.33,168.30,172.71
2003-04-15 22:01:45.971000,L7,249.94,232.19,260.52,261.02
2003-04-15 22:02:09.929000,L7,,,56.79,62.15
2003-04-24 21:55:58.309000,L7,230.28,203.36,202.10,272.57
2003-08-29 21:50:14.179000,L5,143.56,126.74,136.47,148.03
2003-09-14 21:50:30.542000,L5,,,87.27,109.29
2003-09-30 21:50:42.209000,L5,131.71,98.53,122.44,163.56
2003-11-17 21:51:21.228000,L5,237.14,243.70,237.02,256.90
2004-01-04 21:51:46.048000,L5,92.38,148.11,145.15,190.78
2004-04-09 21:52:31.725000,L5,89.13,74.80,120.98,149.89
2004-04-09 21:52:55.698000,L5,93.25,82.42,123.51,150.91
2004-04-18 21:47:01.335000,L5,122.18,90.38,125.75,161.40
2004-07-07 21:49:21.098000,L5,144.92,57.33,111.90,51.52
2004-07-23 21:49:45.084000,L5,75.62,64.09,112.13,81.22
2004-07-30 21:55:39.919000,L5,,,105.23,47.58
2004-08-15 21:56:25.603000,L5,154.94,168.71,160.11,186.59
2004-08-24 21:50:29.935000,L5,101.33,119.80,116.69,143.15
2004-09-16 21:56:53.497000,L5,146.46,146.27,132.09,162.15
2004-09-25 21:51:19.231000,L5,165.34,174.50,170.54,181.10
2004-10-02 21:57:38.853000,L5,160.57,169.46,165.02,191.85
2004-10-18 21:57:35.668000,L5,113.75,98.80,114.52,159.75
2004-10-27 21:51:59.516000,L5,145.69,152.07,138.80,159.06
2004-11-19 21:58:07.046000,L5,228.57,225.88,232.70,234.00
2005-01-15 21:53:21.356000,L5,158.63,169.77,168.75,187.45
2005-03-04 21:54:04.136000,L5,89.58,134.10,128.17,168.48
2005-03-11 22:00:19.764000,L5,103.75,149.91,140.81,174.46
2005-03-27 22:00:03.252000,L5,77.01,70.89,114.22,164.44
2005-04-05 21:54:19.058000,L5,149.45,156.72,154.59,169.55
2005-04-21 21:54:22.812000,L5,149.95,159.27,152.68,167.81
2005-04-28 22:00:11.734000,L5,115.75,98.52,127.23,155.67
2005-05-23 21:54:36.577000,L5,,,112.68,51.77
2005-06-08 21:54:44.925000,L5,99.34,58.47,114.04,68.59
2005-06-15 22:00:34.314000,L5,86.29,121.76,110.00,
2005-08-27 21:55:20.007000,L5,26.94,113.42,110.35,142.48
2005-09-12 21:55:22.413000,L5,147.93,156.71,156.43,171.06
2005-09-28 21:55:20.450000,L5,154.48,163.22,164.28,174.41
2005-10-05 22:01:05.133000,L5,167.58,178.72,178.03,184.12
2005-10-30 21:55:15.307000,L5,167.20,179.33,178.73,173.01
2005-11-22 22:01:34.747000,L5,147.96,165.31,158.25,177.01
2006-01-25 22:03:05.026000,L5,151.26,167.22,164.39,184.66
2006-02-19 21:57:51.685000,L5,130.60,157.50,162.01,178.55
2006-02-26 22:03:47.179000,L5,171.89,183.84,179.53,183.89
2006-05-17 22:05:09.745000,L5,120.17,100.34,113.00,93.90
2006-06-27 22:00:00.431000,L5,149.85,153.84,113.25,93.11
2006-08-21 22:06:31.405000,L5,90.17,94.27,142.72,162.08
2006-09-15 22:01:03.273000,L5,173.66,182.44,181.14,192.02
2006-09-22 22:06:54.827000,L5,,88.15,115.13,158.04
2006-10-24 22:07:14.438000,L5,75.25,49.53,90.52,164.28
2006-11-02 22:01:32.743000,L5,172.43,182.03,180.44,189.54
2006-12-11 22:08:04.096000,L5,127.65,150.97,150.76,163.46
2007-01-05 22:02:04.371000,L5,,,90.79,166.89
2007-01-21 22:02:09.591000,L5,74.03,110.09,130.23,178.54
2007-02-13 22:08:23.117000,L5,,,81.76,162.63
2007-09-09 22:06:09.271000,L5,118.55,131.15,139.21,168.31
2008-03-03 22:03:15.875000,L5,151.54,167.18,166.47,182.50
2008-10-29 21:56:36.227000,L5,130.71,153.29,166.63,174.89
2008-12-09 21:51:18.382000,L5,95.87,59.56,128.92,163.81
2009-02-02 21:58:34.187000,L5,,,93.28,140.89
2010-01-29 21:58:05.346000,L5,77.33,157.37,156.04,183.81
2010-02-05 22:03:53.684000,L5,69.54,109.76,112.22,158.11
2010-02-21 22:03:56.549000,L5,81.71,140.58,141.97,162.10
2010-10-03 22:03:04.727000,L5,145.68,155.39,122.00,156.23
2010-10-12 21:57:13.086000,L5,224.14,231.97,239.61,239.80
2010-11-04 22:02:50.090000,L5,128.89,160.70,106.95,60.23
2011-01-07 22:02:56.182000,L5,119.17,168.97,163.88,177.90
2011-02-08 22:02:59.125000,L5,148.83,171.23,169.95,189.53
