dates,satname,nzd0216-0000,nzd0216-0001,nzd0216-0002,nzd0216-0003,nzd0216-0004,nzd0216-0005,nzd0216-0006,nzd0216-0007,nzd0216-0008,nzd0216-0009,nzd0216-0010,nzd0216-0011,nzd0216-0013,nzd0216-0014,nzd0216-0015,nzd0216-0016,nzd0216-0017,nzd0216-0018,nzd0216-0019,nzd0216-0020,nzd0216-0012
2000-01-10 21:58:52.465000,L7,294.73,290.00,299.65,289.18,290.61,277.44,277.58,272.76,276.89,278.94,266.08,261.25,268.69,289.60,301.77,301.05,307.47,368.40,356.56,330.66,
2000-03-30 21:58:33.541000,L7,264.32,283.23,295.38,259.74,,,,,,,,,256.70,268.69,294.38,292.54,286.38,294.80,291.90,,
2000-11-09 21:56:21.390000,L7,,,357.28,279.00,289.97,314.27,331.43,314.16,334.59,368.39,264.29,256.94,350.07,369.07,366.92,384.81,297.45,362.19,404.16,411.57,354.75
2001-08-08 21:55:01.113000,L7,,,,,,,242.46,243.95,266.17,264.57,253.26,284.58,272.11,281.58,291.21,,,,,,264.08
2001-08-24 21:54:48.593000,L7,299.80,301.95,300.48,,289.75,298.43,282.65,276.64,308.85,282.40,304.52,270.25,285.45,298.55,297.21,288.90,292.12,299.49,302.94,,
2001-09-25 21:54:28.694000,L7,295.35,303.11,315.36,287.96,294.82,282.47,284.53,285.29,291.20,284.04,276.13,265.12,276.95,295.86,302.40,293.98,304.17,317.85,327.87,309.37,237.46
2002-02-16 21:54:54.191000,L7,307.51,304.84,322.55,297.11,303.96,297.04,299.62,290.66,292.50,290.28,283.26,277.18,285.24,299.84,308.17,303.18,311.77,322.51,397.29,390.84,257.86
2002-03-20 21:54:48.224000,L7,272.78,265.97,291.32,,,,245.76,253.37,250.52,255.46,240.22,249.13,,,,,,,,,
2002-10-14 21:53:43.769000,L7,306.20,308.91,317.94,299.07,301.26,293.73,290.05,287.69,295.09,280.44,265.88,263.89,287.22,303.06,308.26,306.53,317.06,322.58,329.54,319.13,253.35
2002-12-01 21:54:16.937000,L7,295.62,291.06,311.05,300.21,294.28,291.10,286.65,285.82,288.28,285.79,275.79,263.81,277.45,292.28,302.07,299.67,308.07,410.35,400.25,397.78,243.73
2003-01-18 21:54:30.278000,L7,280.04,277.51,289.83,277.74,,,271.81,264.73,264.45,257.56,242.62,246.22,253.53,307.26,311.07,317.13,318.77,294.99,297.92,391.26,
2003-03-23 21:54:40.711000,L7,307.49,307.36,325.59,281.07,291.32,280.03,292.89,292.87,289.21,275.80,260.89,264.82,280.59,301.42,307.44,302.45,309.95,322.04,324.12,309.49,245.23
2003-04-24 21:54:46.433000,L7,,,,,,,,,,,,,263.12,272.80,302.91,289.73,297.06,315.23,312.36,,
2003-10-25 21:44:04.226000,L5,294.57,302.36,306.49,299.00,296.14,284.43,288.93,277.98,276.87,271.04,271.32,260.48,273.43,288.32,305.73,303.14,312.20,321.53,322.08,307.24,
2004-05-04 21:46:16.049000,L5,,,,,,,258.74,233.58,248.04,254.47,249.07,256.02,259.91,269.07,295.35,283.87,289.42,300.01,286.75,,
2004-07-23 21:48:33.165000,L5,257.62,256.41,260.91,,,,242.52,236.15,248.14,256.80,247.42,258.20,271.64,299.11,299.53,293.89,296.03,316.46,,,
2004-08-24 21:49:18.016000,L5,283.84,280.54,282.96,278.30,285.67,264.93,274.12,269.11,260.19,270.31,250.34,255.26,275.69,287.12,301.45,294.35,302.24,315.23,319.82,305.87,241.73
