dates,satname,nzd0177-0000,nzd0177-0001,nzd0177-0002,nzd0177-0004,nzd0177-0005,nzd0177-0006,nzd0177-0007,nzd0177-0003
1999-09-20 21:58:32.521000,L7,,,,281.95,305.14,313.83,325.28,
1999-12-09 21:58:33.708000,L7,,,,290.11,305.23,318.93,341.15,
1999-12-09 21:58:57.676000,L7,374.52,373.56,354.37,298.47,308.42,346.51,345.94,
2000-01-10 21:58:52.465000,L7,,,,307.33,310.97,315.86,315.45,
2000-03-14 21:58:11.336000,L7,,,,294.11,302.93,318.13,327.79,
2000-03-30 21:58:09.573000,L7,,,,285.30,300.33,311.53,322.26,
2000-03-30 21:58:33.541000,L7,,,,303.84,305.36,315.40,326.90,
2001-01-12 21:56:30.696000,L7,185.90,280.48,287.17,295.50,305.77,322.39,326.07,
2001-09-25 21:54:04.740000,L7,,,,280.13,301.94,310.89,331.13,
2001-09-25 21:54:28.694000,L7,383.24,380.69,377.36,306.15,304.81,314.48,333.81,379.99
2001-10-11 21:54:09.862000,L7,,,,276.80,285.14,314.10,325.64,
2002-01-15 21:54:23.534000,L7,,,,286.62,300.31,311.57,325.62,
2002-01-31 21:54:26.647000,L7,,,,290.15,298.83,312.67,316.12,
2002-01-31 21:54:50.570000,L7,,,,295.87,306.09,321.98,321.60,
2002-03-20 21:54:48.224000,L7,,,,279.08,287.49,307.41,330.94,
2002-08-27 21:53:36.267000,L7,,,,,,307.70,320.58,
2002-08-27 21:54:00.253000,L7,357.92,373.03,370.04,280.24,300.43,311.40,326.40,
2002-10-14 21:53:19.813000,L7,,375.59,371.66,294.22,300.42,310.91,324.42,375.96
2003-01-18 21:54:06.301000,L7,,,,279.37,304.95,315.92,318.52,
2003-03-23 21:54:16.760000,L7,,,,286.14,300.89,310.26,324.52,
2003-07-21 21:42:09.884000,L5,320.95,299.71,300.80,,,,,296.23
2003-09-07 21:43:00.591000,L5,327.45,301.28,306.82,,,,,308.08
2003-10-25 21:43:40.253000,L5,320.85,302.90,306.18,312.01,305.90,308.19,322.44,312.96
2004-02-14 21:44:33.705000,L5,300.96,288.77,296.82,,,,,
2004-02-14 21:44:57.678000,L5,307.70,296.15,305.79,,,,,307.98
2004-03-01 21:44:38.581000,L5,,,,310.41,300.49,316.74,321.62,
2004-05-04 21:45:52.076000,L5,334.33,299.83,301.26,,,,,300.66
2004-05-04 21:46:16.049000,L5,332.86,297.96,300.72,,,,,294.38
2004-05-20 21:46:20.465000,L5,318.45,299.11,299.38,,,,,
2004-05-20 21:46:44.438000,L5,317.12,298.11,296.38,,,,,
2004-09-25 21:49:43.196000,L5,310.47,293.34,294.40,,,,,
2004-09-25 21:50:07.312000,L5,309.64,293.32,294.40,,,,,
2005-01-15 21:51:45.464000,L5,338.81,313.14,313.97,296.00,301.51,307.70,320.73,317.02
2005-01-15 21:52:09.437000,L5,331.42,309.58,310.23,288.47,292.99,302.77,316.80,309.50
2005-03-04 21:52:28.245000,L5,330.90,302.08,302.11,,,,,282.37
2005-04-21 21:53:10.893000,L5,318.21,293.53,303.16,302.95,300.62,310.00,321.33,
2005-05-23 21:53:00.685000,L5,,,,289.17,294.62,309.64,316.89,
2005-06-08 21:53:09.034000,L5,322.05,298.46,300.93,300.58,304.07,304.61,321.34,
2005-06-08 21:53:33.007000,L5,322.90,302.44,302.33,304.21,304.70,305.60,322.42,299.87
2006-04-08 21:57:36.601000,L5,316.82,295.17,299.37,,,,,
2006-06-27 21:58:24.681000,L5,336.65,304.12,307.46,304.42,307.88,311.23,331.36,308.30
2006-06-27 21:58:48.654000,L5,332.92,300.84,304.13,295.54,305.62,307.78,328.88,
2006-07-13 21:58:38.362000,L5,339.47,304.33,304.40,299.54,306.96,314.77,329.04,307.61
2006-07-13 21:59:02.335000,L5,,,,292.72,303.35,312.28,325.60,
2007-09-18 21:58:42.182000,L5,332.36,305.54,311.02,309.59,294.19,304.42,319.31,
2008-12-25 21:50:10.387000,L5,305.16,295.48,287.71,,,,,
2008-12-25 21:50:34.359000,L5,305.23,295.55,287.69,,,,,
2010-12-31 21:55:32.560000,L5,330.34,298.85,297.85,,,,,
2010-12-31 21:55:56.533000,L5,330.48,299.27,298.95,,,,,
2011-02-01 21:55:35.620000,L5,316.43,294.74,294.70,,,,,
2011-02-17 21:55:37.006000,L5,344.77,304.87,308.91,292.74,296.75,322.25,323.66,311.71
2013-05-13 22:07:59.284000,L8,387.48,384.33,380.81,372.76,349.60,335.33,354.54,373.59
2013-05-29 22:07:41.466000,L8,302.75,285.32,299.23,311.02,298.44,313.87,323.58,305.96
2013-06-30 22:08:00.117000,L8,,,,308.77,300.91,313.34,322.97,
2013-11-21 22:07:37.752000,L8,301.34,302.10,298.04,,,,,
2014-02-09 22:06:57.254000,L8,302.10,295.57,296.19,309.51,300.19,314.08,323.96,303.15
2014-02-25 22:06:44.447000,L8,,,,306.70,285.84,308.88,319.92,300.75
2014-03-29 22:06:15.961000,L8,,,,308.85,285.49,313.30,325.51,304.80
2014-08-04 22:05:38.545000,L8,301.55,289.08,298.41,297.43,306.35,317.55,325.56,305.76
2014-08-20 22:05:42.763000,L8,,,,306.22,297.45,311.99,323.73,
2014-08-20 22:06:06.726000,L8,,,,303.19,287.12,311.41,322.70,
2015-02-28 22:05:24.487000,L8,,,,279.67,284.66,311.77,326.02,
2015-02-28 22:05:48.437000,L8,303.00,294.82,297.99,284.00,286.38,311.93,324.93,
2015-05-19 22:04:40.718000,L8,,,,279.00,300.01,311.46,321.36,
2015-05-19 22:05:04.672000,L8,,,,278.33,300.43,311.47,321.56,
2015-06-04 22:05:12.611000,L8,,,,311.95,301.63,315.07,326.17,310.31
2015-07-06 22:05:06.214000,L8,,,,273.14,312.03,317.98,331.90,
2015-07-06 22:05:30.173000,L8,,,,,304.60,316.32,330.32,
2015-07-22 22:05:13.606000,L8,,,,307.52,300.64,309.67,323.91,
2015-08-23 22:05:24.610000,L8,,,,308.64,292.14,313.87,324.36,306.69
2015-08-23 22:05:48.569000,L8,,,,306.68,284.75,312.37,323.31,304.96
2015-10-26 22:05:43.801000,L8,,,,307.58,301.24,308.06,321.92,304.05
2015-10-26 22:06:07.756000,L8,,,,307.44,299.08,306.00,320.65,302.79
2015-12-13 22:05:45.605000,L8,390.57,378.09,375.88,338.79,342.74,338.10,345.45,368.83
2016-04-19 22:05:34.992000,L8,,297.58,301.90,312.90,313.80,318.01,328.98,310.39
2016-09-10 22:05:51.530000,L8,,302.02,298.32,311.13,304.10,311.83,324.31,307.53
2016-10-12 22:05:57.250000,L8,,293.43,300.05,310.58,308.93,314.01,325.21,306.22
2017-02-01 22:05:40.248000,L8,,,,287.42,288.90,315.97,325.67,
2017-03-05 22:05:50.977000,L8,,,,277.95,286.21,313.23,321.78,
2017-05-08 22:04:59.325000,L8,,,,273.07,304.62,315.40,327.00,
2017-05-08 22:05:23.284000,L8,,,,271.22,301.89,314.63,327.09,
2017-06-25 22:05:23.687000,L8,,,,278.31,303.79,316.59,325.30,
2017-07-11 22:05:26.464000,L8,,,,280.39,311.23,316.47,328.75,
2017-07-11 22:05:50.423000,L8,,,,,304.84,315.63,327.89,
2017-08-28 22:05:44.051000,L8,302.64,295.50,298.52,307.97,307.58,316.78,325.85,
2017-09-13 22:05:44.459000,L8,,,,312.67,303.96,315.40,328.95,310.49
2017-12-02 22:06:10.894000,L8,,280.32,300.57,303.06,285.97,315.72,322.77,306.56
2018-04-25 22:04:50.953000,L8,,,,277.21,307.87,312.51,323.97,
2018-06-28 22:04:40.307000,L8,,,,290.59,302.23,313.64,326.94,307.24
2018-06-28 22:05:04.262000,L8,,,,312.50,307.63,316.32,329.76,309.20
2018-10-18 22:05:29.751000,L8,,,,304.44,284.12,312.33,321.50,302.80
2018-10-18 22:05:53.709000,L8,302.68,298.21,299.26,308.13,289.21,315.35,323.15,305.01
2019-01-22 22:05:26.296000,L8,,,,282.70,286.21,313.05,322.81,
2019-06-15 22:05:27.936000,L8,,,,271.32,305.47,311.64,328.15,
2019-06-15 22:05:51.895000,L8,,302.03,300.00,311.96,313.76,314.35,330.63,305.97
2019-09-19 22:05:56.310000,L8,,302.53,299.80,294.59,302.88,312.01,321.96,308.71
2019-09-19 22:06:20.269000,L8,,302.10,299.63,306.04,300.11,311.18,321.50,308.16
2019-11-06 22:06:00.727000,L8,,,,307.96,292.08,307.88,320.93,302.17
2019-11-06 22:06:24.678000,L8,,,,309.41,291.46,309.58,320.69,302.39
2019-11-22 22:06:21.092000,L8,,,,304.60,286.46,311.19,321.64,303.15
2019-12-08 22:05:56.780000,L8,,301.05,299.73,304.71,301.80,315.34,323.60,307.13
2019-12-08 22:06:20.730000,L8,303.18,301.42,299.40,308.66,309.51,315.21,323.48,306.26
2020-01-09 22:05:49.761000,L8,,,,310.20,317.21,321.10,330.01,302.90
2020-01-09 22:06:13.711000,L8,,,,284.20,287.17,312.49,323.31,
2020-02-10 22:06:04.888000,L8,304.04,303.19,300.16,308.04,293.49,316.04,325.81,304.13
2020-09-21 22:05:54.893000,L8,306.68,305.40,305.66,314.10,313.51,315.42,328.09,311.42
