dates,satname,nzd0179-0000,nzd0179-0002,nzd0179-0003,nzd0179-0004,nzd0179-0005,nzd0179-0006,nzd0179-0007,nzd0179-0014,nzd0179-0015,nzd0179-0016,nzd0179-0017,nzd0179-0018,nzd0179-0019,nzd0179-0001,nzd0179-0008,nzd0179-0020,nzd0179-0021,nzd0179-0022,nzd0179-0023,nzd0179-0024,nzd0179-0025,nzd0179-0026,nzd0179-0027,nzd0179-0028,nzd0179-0029,nzd0179-0009,nzd0179-0010,nzd0179-0011,nzd0179-0012,nzd0179-0013
2019-05-14 22:05:12.306000,L8,52.63,31.84,16.85,24.64,,,,,,,,,,91.80,,,,,,,,,,,,,,,,
2019-05-14 22:05:36.265000,L8,49.75,19.11,17.30,24.98,,,,,,,,,,92.47,,,,,,,,,,,,,,,,
2019-06-15 22:05:27.936000,L8,,60.42,10.20,53.74,129.78,75.56,129.10,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15 22:05:51.895000,L8,,157.06,109.52,,157.21,117.09,134.33,,,,,,,65.57,,,,,,,,,,,,,,,,
2019-07-17 22:05:35.131000,L8,,57.30,108.22,140.49,44.84,95.20,123.82,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17 22:05:59.094000,L8,,184.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19 22:05:56.310000,L8,86.09,186.75,,,,314.08,295.81,285.13,291.37,290.46,294.21,296.67,285.24,142.31,295.13,287.42,291.11,279.35,275.67,282.72,297.33,286.14,298.98,,,297.40,296.25,287.22,285.40,279.84
2019-09-19 22:06:20.269000,L8,,,,,,321.46,295.31,284.82,291.14,290.24,293.80,296.25,284.94,,294.74,286.91,290.73,278.99,274.78,282.10,296.28,,,,,297.09,296.03,286.86,285.02,279.41
2019-11-06 22:06:00.727000,L8,256.20,281.82,286.38,291.08,299.14,302.25,301.44,293.46,299.00,301.21,301.81,301.79,297.55,277.19,303.60,294.69,296.86,285.99,285.23,286.97,297.02,294.78,303.49,301.86,302.90,306.14,302.69,299.13,290.81,291.57
2019-11-06 22:06:24.678000,L8,333.90,313.75,314.51,316.84,323.66,325.76,326.50,306.32,312.19,313.15,310.46,311.97,306.60,316.90,322.32,303.55,303.48,294.75,292.62,294.88,301.33,302.83,309.38,347.76,,326.48,321.31,317.04,309.25,308.98
2019-12-08 22:05:56.780000,L8,8.25,49.20,114.63,79.83,19.11,107.27,81.67,,,,,,,87.03,96.05,,,,,,,,,,,,,,,
2019-12-08 22:06:20.730000,L8,,42.91,109.30,33.08,,,,,,,,,,80.10,,,,,,,,,,,,,,,,
2020-01-09 22:05:49.761000,L8,239.38,271.14,274.75,283.62,288.44,293.20,288.31,,,,,,,264.28,293.22,,,,,,,,,,,295.01,294.86,285.91,283.00,
2020-01-09 22:06:13.711000,L8,244.88,275.09,278.06,286.39,291.86,295.72,292.09,285.27,286.44,291.09,295.50,295.73,281.06,269.32,296.36,275.18,292.33,285.91,350.80,,,,,,,298.36,297.31,289.00,286.07,280.52
2020-01-25 22:05:45.614000,L8,328.59,316.14,317.74,318.06,332.70,330.05,334.08,314.35,317.94,317.52,324.67,312.89,310.36,318.88,328.36,308.62,308.00,299.46,298.97,296.42,303.85,306.42,302.66,298.61,308.94,339.81,325.36,318.64,313.28,309.51
2020-01-25 22:06:09.569000,L8,327.90,315.74,316.27,317.64,330.15,329.79,331.00,311.49,317.12,316.22,323.20,311.91,309.28,316.61,328.17,307.78,306.77,298.20,297.92,294.86,303.23,305.88,300.77,297.57,306.83,339.42,325.00,316.83,312.66,308.20
2020-02-10 22:05:40.938000,L8,316.33,314.59,314.38,316.46,318.68,326.27,317.60,304.07,312.87,313.44,309.19,309.46,306.05,318.27,322.72,302.31,303.79,293.79,292.70,293.90,301.16,303.61,299.93,295.60,303.90,320.34,319.65,312.77,308.84,308.46
2020-02-10 22:06:04.888000,L8,243.31,272.38,276.54,280.03,289.50,289.52,289.71,,,,,,,270.89,287.84,,,,,,,,,,,,,,,
2020-03-13 22:05:30.251000,L8,,,104.53,204.27,170.09,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13 22:05:54.202000,L8,238.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16 22:05:27.607000,L8,,177.10,,134.66,48.99,94.71,77.00,,,,,,,151.87,87.49,,,,,,,,,,,,,,,
2020-09-21 22:05:54.893000,L8,,,91.63,49.87,3.60,114.36,113.76,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21 22:06:18.848000,L8,,,92.40,50.96,4.18,115.01,114.17,,,,,,,,,,,,,,,,,,,,,,,
2020-11-08 22:05:55.364000,L8,,,,157.53,172.46,99.03,84.17,,,,,,,,95.03,,,,,,,,,,,,,,,
2020-12-26 22:05:56.607000,L8,257.46,,322.88,346.23,363.58,,,,,,,,317.98,,,342.38,382.23,281.34,275.41,284.75,291.71,,,,,,,,,
2020-12-26 22:06:20.557000,L8,257.26,,322.15,287.26,362.66,,,,,,,,317.25,,,341.29,380.90,280.92,274.87,284.03,291.41,,,,,,,,,
2021-02-12 22:05:43.398000,L8,234.22,,,,,,,,,,,,,268.79,,,,,,,,,,,,,,,,
2021-02-12 22:06:07.348000,L8,,,,,,118.48,77.75,,,,,,,,94.04,,,,,,,,,,,,,,,
2021-04-01 22:05:24.398000,L8,,,,86.56,167.44,100.93,83.47,,,,,,,,93.27,,,,,,,,,,,,,,,
2021-04-01 22:05:48.357000,L8,,,100.34,204.82,169.70,,156.23,,,,,,,,162.83,,,,,,,,,,,,,,,
2021-05-03 22:05:08.805000,L8,,,,79.61,157.02,97.30,79.63,,,,,,,,89.63,,,,,,,,,13.04,8.00,,,,,
2021-05-03 22:05:32.764000,L8,,,,80.14,156.93,97.39,80.33,,,,,,,,89.92,,,,,,,,,13.20,10.66,,,,,
2021-05-19 22:05:16.285000,L8,,130.85,,76.43,157.87,43.93,80.36,,,,,,,,90.58,,,,,,,,,,,,,,,
2021-05-19 22:05:40.235000,L8,,131.78,122.50,77.34,162.01,98.82,82.33,,,,,,,,91.40,,,,,,,,,,,,,,,
2021-07-22 22:05:36.953000,L8,239.59,271.46,280.15,283.78,291.17,292.49,291.95,287.30,294.16,299.67,298.15,,276.01,273.03,291.75,294.40,296.82,284.61,279.85,300.51,295.36,289.58,300.57,302.28,,300.11,296.74,292.63,287.86,283.15
2021-08-07 22:05:44.439000,L8,252.68,276.57,284.60,288.70,298.06,298.63,299.44,301.60,332.79,305.10,301.12,304.60,,273.16,299.98,,,354.39,284.45,294.49,301.52,292.80,298.95,305.99,311.11,304.06,303.97,294.83,293.16,292.35
2021-09-08 22:05:54.034000,L8,64.57,,148.55,58.08,136.92,115.65,113.55,,,,,,,101.62,,,,,,,,,,,,,,,,
2021-09-08 22:06:17.997000,L8,65.34,,148.27,57.84,136.68,115.36,113.34,,,,,,,100.61,,,,,,,,,,,,,,,,
2021-09-24 22:05:56.897000,L8,,,99.32,52.85,128.45,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-24 22:06:20.847000,L8,,,101.22,53.73,129.66,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-26 22:06:04.141000,L8,234.86,277.08,277.40,285.22,291.76,293.68,292.17,289.41,291.51,295.76,298.89,294.74,317.19,280.23,291.89,307.71,,,,,,,,,,302.65,300.05,292.80,285.24,284.14
2022-01-22 22:05:54.259000,L9,302.10,307.47,312.01,313.19,321.96,322.64,323.25,304.71,308.50,312.87,311.08,314.00,306.81,310.19,323.36,304.45,307.30,296.19,292.71,295.00,307.40,308.48,308.34,301.91,313.10,331.61,318.84,313.15,308.18,306.14
2022-01-22 22:06:18.213000,L9,301.01,305.79,310.84,311.67,320.18,321.13,321.14,303.66,305.90,311.31,310.00,312.20,305.22,307.88,320.15,302.98,306.03,294.79,288.23,294.05,305.42,308.35,304.90,299.89,311.29,329.87,317.23,311.35,307.76,305.06
2022-01-30 22:06:10.369000,L8,233.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15 22:06:06.152000,L8,,,,,,117.08,113.62,,,,,,,,178.01,,,,,,,,,,,,,,,
2022-02-23 22:06:08.091000,L9,,,,,,115.59,85.38,,,,,,,,,,,,,,,,,,,,,,,
2022-03-27 22:05:58.509000,L9,245.82,275.15,281.15,286.77,293.17,296.45,292.32,,,316.67,316.77,306.58,296.17,271.24,297.23,300.85,304.98,298.57,293.49,297.10,305.43,294.83,299.17,301.80,342.78,301.56,305.77,295.27,415.34,
2022-05-22 22:05:34.636000,L8,,,,136.52,170.95,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-22 22:05:58.595000,L8,,47.80,133.08,50.46,,115.12,115.43,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07 22:05:43.588000,L8,252.48,68.01,120.01,283.61,289.73,291.10,288.72,284.04,286.87,290.16,293.91,292.57,285.19,11.46,291.40,288.46,288.37,278.67,,,,,,,,294.51,296.65,286.52,284.88,279.28
2022-06-07 22:06:07.543000,L8,,,,,,,,280.15,281.54,285.92,290.25,287.94,280.33,,,282.28,279.77,274.74,,,,,,,,,,,,273.45
2022-06-15 22:05:16.001000,L9,,185.04,,,,,,,,,,,,137.26,,,,,,,,,,,,,,,,
2022-06-15 22:05:39.951000,L9,,185.28,,,,,,,,,,,,145.27,,,,,,,,,,,,,,,,
2022-07-25 22:05:59.697000,L8,52.72,68.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-25 22:06:23.647000,L8,,67.56,,136.05,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02 22:06:07.308000,L9,87.42,,,145.23,133.40,117.04,117.74,,,,,,,131.82,115.19,,,,,,,,,,,,,,,
2022-08-10 22:06:08.294000,L8,,25.54,107.13,141.37,218.54,108.99,109.69,,,,,,,,164.70,,,,,,,,,,,,,,,
2022-08-10 22:06:32.253000,L8,,47.52,107.56,51.94,46.27,109.63,88.28,,,,,,,,111.02,,,,,,,,,,,,,,,
2022-08-26 22:06:34.331000,L8,247.89,274.66,280.80,287.77,293.46,297.25,296.36,286.03,293.51,296.08,299.37,298.67,294.58,273.36,296.49,296.58,299.06,283.11,274.99,,,,,,,299.90,297.99,293.32,287.72,285.89
2022-10-21 22:06:05.581000,L9,,,145.18,201.87,,118.57,127.46,,,,,,,,,,,,,,,,,,,,,,,
2022-11-30 22:06:11.965000,L8,258.32,279.38,282.94,290.79,296.52,300.85,296.62,355.01,326.67,390.99,395.45,,,275.38,305.10,,,,,,,,,,,302.18,302.39,294.85,297.34,381.85
2022-11-30 22:06:35.920000,L8,254.32,276.63,280.62,287.62,293.98,297.20,294.35,351.70,,,,,,273.62,301.14,,,,,,,,,,,300.06,299.08,293.13,295.43,381.25
2022-12-24 22:06:26.081000,L9,265.78,282.90,292.74,291.97,301.62,301.63,302.99,295.46,299.34,305.65,305.13,305.53,299.85,282.27,302.61,296.84,298.59,288.89,285.13,290.51,303.32,297.21,296.90,296.25,299.74,306.73,306.88,301.63,293.99,297.23
2023-03-06 22:06:02.229000,L8,,,63.95,210.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14 22:06:11.235000,L9,,,104.41,157.30,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22 22:05:28.899000,L8,238.14,270.65,277.02,283.12,287.87,294.22,290.88,285.09,288.08,288.85,293.28,294.75,284.38,260.94,293.32,285.67,287.33,280.18,280.36,286.33,297.81,288.15,293.75,,,296.96,301.17,285.99,285.60,282.37
2023-03-22 22:05:52.850000,L8,238.49,271.18,277.76,284.01,288.52,294.88,291.43,285.56,288.58,289.27,293.64,295.32,284.67,261.46,293.90,286.26,287.88,280.79,281.19,286.98,299.00,289.09,295.06,290.76,291.92,297.61,301.89,286.77,286.55,282.90
2023-03-30 22:05:35.326000,L9,,,141.15,136.78,,117.98,116.10,,,,,,,,94.63,,,,,,,,,,,,,,,
2023-03-30 22:05:59.281000,L9,,,,,,116.22,114.25,,,,,,,,149.07,,,,,,,,,,,,,,,
2023-04-23 22:05:09.227000,L8,,52.52,148.81,136.51,173.19,118.07,66.23,,,,,,,,,,,,,,,,,,,,,,,
2023-04-23 22:05:33.182000,L8,,,,,,115.18,70.69,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25 22:04:56.681000,L8,,,,,,97.86,116.87,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25 22:05:20.631000,L8,44.32,135.43,,,51.93,92.56,67.41,,,,,,,146.31,93.81,,,,,,,,,,,,,,,
2023-06-10 22:05:03.911000,L8,,61.59,140.59,78.09,157.51,119.12,79.36,,,,,,,110.02,93.31,,,,,,,,,,,,,,,
2023-06-10 22:05:27.865000,L8,,60.62,141.72,79.58,159.41,118.65,123.50,,,,,,,,94.13,,,,,,,,,,,,,,,
2023-06-18 22:04:57.703000,L9,152.44,14.09,,,,,,,,,,,,21.07,,,,,,,,,,,,,,,,
2023-06-18 22:05:21.666000,L9,45.82,126.47,,,54.06,40.02,78.63,,,,,,,101.96,91.81,,,,,,,,,,,,,,,
2023-07-28 22:05:27.011000,L8,,,128.30,41.63,,113.81,113.21,,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 22:05:50.970000,L8,,,,,,91.53,112.18,,,,,,,,,,,,,,,,,,,,,,,
2023-08-05 22:05:23.191000,L9,,,,148.47,225.06,72.72,115.44,,,,,,,,102.13,,,,,,,,,,,,,,,
2023-08-05 22:05:47.142000,L9,,,109.11,145.56,172.27,116.42,117.54,,,,,,,,98.50,,,,,,,,,,,,,,,
2023-08-13 22:05:32.097000,L8,,,,,199.81,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-21 22:05:28.170000,L9,,51.61,140.67,80.28,21.97,40.97,120.16,,,,,,,,94.49,,,,,,,,,13.33,16.15,,,,,
2023-08-21 22:05:52.129000,L9,,43.54,142.20,50.59,167.97,116.58,117.67,,,,,,,,94.86,,,,,,,,,,,,,,,
2023-09-30 22:05:45.717000,L8,,,33.75,5.63,,111.23,122.25,,,,,,,,,,,,,,,,,,,,,,,
2023-10-08 22:05:46.354000,L9,,,148.05,49.02,121.19,113.05,113.10,,,,,,,,,,,,,,,,,,,,,,,
2023-10-08 22:06:10.308000,L9,235.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-16 22:05:47.555000,L8,,,104.39,16.64,147.90,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09 22:06:12.836000,L9,,,,,,119.69,121.91,,,,,,,,91.35,,,,,,,,,,,,,,,
2023-11-25 22:05:56.641000,L9,,,,,,115.11,120.64,,,,,,,,,,,,,,,,,,,,,,,
2023-11-25 22:06:20.599000,L9,,,,,,114.56,119.43,,,,,,,,,,,,,,,,,,,,,,,
2023-12-19 22:05:51.242000,L8,139.45,,,,,122.35,119.13,,,,,,,,97.00,,,,,,,,,,,,,,,
2023-12-19 22:06:15.197000,L8,140.55,,,,,69.91,112.11,,,,,,,,125.93,,,,,,,,,,,,,,,
2024-01-12 22:05:54.962000,L9,,,,,,116.65,90.93,,,,,,,,,,,,,,,,,,,,,,,
2024-01-12 22:06:18.916000,L9,,,,,,117.90,121.56,,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 22:06:18.213000,L9,,,106.39,134.08,168.97,117.09,123.91,,,,,,,,95.91,,,,,,,,,,,,,,,
2024-02-29 22:05:47.517000,L9,234.68,155.90,81.46,137.30,56.89,107.77,70.90,,,,,,,,92.69,,,,,,,,,,,,,,,
2024-02-29 22:06:11.471000,L9,235.57,139.98,86.33,141.43,175.84,,155.35,,,,,,,,148.89,,,,,,,,,,,,,,,
2024-03-16 22:05:47.569000,L9,,,,,,116.32,155.24,,,,,,,,,,,,,,,,,,,,,,,
2024-03-16 22:06:11.528000,L9,,,,,,116.43,155.94,,,,,,,,96.03,,,,,,,,,,,,,,,
2024-03-24 22:05:18.113000,L8,,,,,158.58,98.63,176.15,,,,,,,,,,,,,,,,,,,,,,,
2024-03-24 22:05:42.068000,L8,,,,,162.24,93.59,176.89,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01 22:06:02.710000,L9,,,104.39,140.49,,72.08,119.44,,,,,,,,97.95,,,,,,,,,,3.22,,,,,
2024-04-09 22:05:13.452000,L8,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,
2024-04-09 22:05:37.411000,L8,,,57.34,127.31,166.81,54.50,81.35,,,,,,,,91.75,,,,,,,,,,,,,,,
2024-04-17 22:05:27.857000,L9,,,,,,,,,,,,,,,,,,,,,,,,1.08,5.01,,,,,
2024-04-17 22:05:51.812000,L9,,,,,,,,,,,,,,,,,,,,,,,,,5.30,,,,,
2024-05-03 22:05:14.049000,L9,,,,,,115.89,113.38,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03 22:05:38.004000,L9,,,,,,115.93,113.40,,,,,,,,131.45,,,,,,,,,,,,,,,
2024-05-11 22:04:51.948000,L8,,,105.94,47.57,221.03,48.62,124.99,,,,,,,,98.16,,,,,,,,,,,,,,,
2024-05-11 22:05:15.899000,L8,42.32,140.67,,,54.74,33.90,71.35,,,,,,,109.04,94.35,,,,,,,,,,,,,,,
2024-05-27 22:04:41.027000,L8,39.68,14.73,,,,,,,,,,,,13.61,,,,,,,,,,,,,,,,
2024-06-20 22:04:43.026000,L9,49.82,140.62,,,,,,,,,,,,153.56,,,,,,,,,,,,,,,,
2024-06-20 22:05:06.981000,L9,37.39,65.27,,,,,,,,,,,,132.73,,,,,,,,,,,,,,,,
2024-06-28 22:04:55.519000,L8,,140.16,,74.16,159.14,,,,,,,,,147.81,,,,,,,,,,,,,,,,
2024-06-28 22:05:19.477000,L8,,59.17,131.49,55.37,130.86,118.75,84.98,,,,,,,,92.20,,,,,,,,,,,,,,,
2024-07-06 22:04:57.074000,L9,244.73,285.81,282.80,288.04,300.36,297.69,298.42,294.59,293.55,301.48,302.18,301.99,293.33,271.24,297.76,291.16,311.40,,289.09,290.53,300.15,290.43,293.48,291.18,294.56,299.26,299.58,289.97,290.29,294.48
2024-07-22 22:05:04.464000,L9,,,,77.26,171.78,119.00,118.28,,,,,,,,94.57,,,,,,,,,,7.56,,,,,
2024-07-22 22:05:28.427000,L9,48.14,64.19,,72.39,169.08,120.00,,,,,,,,152.61,,,,,,,,,,,10.24,,,,,
2024-07-30 22:05:15.126000,L8,42.37,131.52,,,,30.08,74.60,,,,,,,93.68,88.30,,,,,,,,,,,,,,,
2024-07-30 22:05:39.076000,L8,,53.88,,2.60,170.07,116.41,110.37,,,,,,,,94.65,,,,,,,,,,,,,,,
2024-08-31 22:05:27.447000,L8,50.10,133.37,,5.25,45.28,144.49,97.37,,,,,,,35.96,,,,,,,,,,,,,,,,
2024-08-31 22:05:51.410000,L8,56.98,129.60,,,,88.84,81.48,,,,,,,90.34,87.43,,,,,,,,,,,,,,,
2024-09-08 22:05:24.068000,L9,260.25,284.28,284.95,290.41,294.89,300.33,297.62,288.93,289.72,292.13,296.69,299.49,287.21,277.62,298.97,288.76,293.79,283.25,284.13,289.09,300.70,295.06,296.41,,,300.11,298.78,291.32,285.59,290.92
2024-09-08 22:05:48.031000,L9,256.26,280.67,284.04,288.58,293.92,298.37,296.63,287.48,288.54,291.32,295.49,298.18,286.36,276.01,297.26,287.31,292.28,282.14,282.42,287.87,298.96,292.98,295.07,,,299.24,297.56,290.54,284.45,289.60
2024-09-16 22:05:57.896000,L8,,,,,,,,289.86,286.63,292.18,292.64,295.35,288.84,,,293.23,286.34,277.21,282.83,285.79,297.74,294.73,299.22,,,,334.96,357.77,334.26,286.23
2024-09-24 22:05:25.519000,L9,89.19,59.90,126.16,132.27,166.94,117.59,111.65,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24 22:05:49.470000,L9,87.61,55.58,102.26,54.37,47.51,116.30,110.25,,,,,,,,,,,,,,,,,,,,,,,
2024-10-26 22:05:48.252000,L9,,,,,,116.75,111.34,,,,,,,,153.54,,,,,,,,,,,,,,,
2024-12-05 22:05:45.408000,L8,,,,,,118.26,120.35,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 22:06:09.362000,L8,,,,,,120.37,141.18,,,,,,,,94.83,,,,,,,,,,,,,,,
2024-12-13 22:05:46.012000,L9,,,,,,118.06,150.72,,,,,,,,175.14,,,,,,,,,,,,,,,
2024-12-21 22:05:40.930000,L8,,,,,,118.51,112.59,,,,,,,,100.60,,,,,,,,,,,,,,,
2024-12-21 22:06:04.889000,L8,,,,,,118.43,114.01,,,,,,,,97.95,,,,,,,,,,,,,,,
2024-12-29 22:05:47.037000,L9,,,,161.54,93.92,119.41,78.24,,,,,,,,90.36,,,,,,,,,,,,,,,
2025-01-06 22:05:42.612000,L8,95.65,,109.22,86.26,162.54,38.29,152.10,,,,,,,,91.23,,,,,,,,,,,,,,,
2025-01-06 22:06:06.570000,L8,,,,210.18,165.61,84.62,121.11,,,,,,,,93.59,,,,,,,,,,,,,,,
2025-01-14 22:05:49.273000,L9,239.78,269.56,274.41,279.35,286.22,290.61,288.75,,,,,,,268.05,290.03,,,,,,,,,,,,,,,
2025-01-14 22:06:13.228000,L9,240.77,270.66,276.47,279.82,287.23,291.19,290.17,,,,,,,270.21,290.73,,,,,,,,,,,,,,,
2025-01-22 22:05:37.651000,L8,,,56.27,131.21,167.25,123.12,79.46,,,,,,,,95.69,,,,,,,,,,,,,,,
2025-01-22 22:06:01.605000,L8,,,,,,118.74,157.18,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 22:05:55.493000,L8,246.82,272.69,279.22,281.50,290.24,293.07,293.42,286.19,287.41,290.93,295.00,290.82,286.62,268.02,292.48,287.39,286.13,279.45,279.40,285.38,292.44,293.17,297.85,,,296.96,,,,283.78
2025-03-19 22:05:30.904000,L9,,,107.61,137.09,168.17,117.02,150.27,,,,,,,,,,,,,,,,,,13.27,,,,,
2025-03-19 22:05:54.855000,L9,,,107.01,138.55,218.07,115.87,121.23,,,,,,,,,,,,,,,,,,6.07,,,,,
2025-03-27 22:05:17.003000,L8,,,,160.37,104.76,49.78,131.31,,,,,,,,,,,,,,,,,,,,,,,
2025-03-27 22:05:40.953000,L8,,,,,114.09,55.61,150.90,,,,,,,,,,,,,,,,,,,,,,,
2025-04-04 22:05:27.976000,L9,28.42,,,134.27,167.71,81.40,119.69,,,,,,,7.44,,,,,,,,,,1.27,10.36,,,,,
2025-04-04 22:05:51.931000,L9,27.55,,,133.01,163.84,116.43,121.78,,,,,,,5.96,,,,,,,,,,,9.41,,,,,
2025-04-20 22:05:25.946000,L9,87.83,,,79.13,154.64,32.00,70.34,,,,,,,,91.89,,,,,,,,,,,,,,,
2025-05-06 22:05:18.638000,L9,298.12,319.50,312.81,381.76,383.68,314.85,318.89,290.95,288.43,294.38,318.23,400.42,360.84,268.98,300.65,321.87,421.25,,,,,,,,,298.20,298.10,291.06,285.25,283.45
2025-05-06 22:05:42.584000,L9,,,,,,52.80,56.35,,,,,,,,133.96,,,,,,,,,,,,,,,
2025-05-14 22:05:26.593000,L8,38.42,140.52,,8.37,,35.47,71.74,,,,,,,18.82,95.62,,,,,,,,,,,,,,,
2025-05-30 22:05:06.698000,L8,39.65,0.97,,,,,,,,,,,,12.88,,,,,,,,,,,,,,,,
2025-05-30 22:05:30.657000,L8,,54.10,0.23,56.76,137.33,116.80,116.31,,,,,,,,135.68,,,,,,,,,,,,,,,
2025-06-07 22:05:05.116000,L9,,57.69,,55.72,52.03,31.99,83.38,,,,,,,,96.51,,,,,,,,,,,,,,,
2025-06-07 22:05:29.079000,L9,,58.56,,7.51,49.82,31.57,82.23,,,,,,,,95.59,,,,,,,,,,,,,,,
2025-06-23 22:05:18.348000,L9,,136.18,,76.97,211.90,117.23,136.31,,,,,,,154.65,96.97,,,,,,,,,,,,,,,
2025-08-02 22:05:33.990000,L8,,,131.03,141.08,199.37,60.16,110.86,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 22:05:57.944000,L8,,,123.25,137.71,169.62,114.99,115.87,,,,,,,,98.51,,,,,,,,,,,,,,,
2025-08-10 22:06:04.262000,L9,,30.85,108.23,85.96,168.85,116.82,115.68,,,,,,,,173.13,,,,,,,,,,,,,,,
2025-08-18 22:05:41.342000,L8,240.71,272.05,274.60,286.22,295.71,293.21,289.99,,,,,,,264.22,290.71,,,,,,,,,,,298.86,,,,
2025-09-11 22:05:51.421000,L9,,,,10.79,,19.13,83.99,,,,,,,,101.26,,,,,,,,,,,,,,,
2025-09-19 22:05:51.369000,L8,,,,137.15,52.33,29.28,69.04,,,,,,,,94.86,,,,,,,,,,,,,,,
2025-09-19 22:06:15.328000,L8,,,33.84,30.41,,109.64,109.84,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 22:06:16.755000,L8,276.32,373.46,378.12,,,,121.83,,395.82,291.05,293.15,293.20,287.94,333.08,142.33,358.59,377.37,403.34,387.51,358.48,384.84,378.87,300.51,,,,,,,
2025-11-06 22:06:19.899000,L8,,,,,,116.56,115.17,,,,,,,,,,,,,,,,,,,,,,,
