dates,nzd0186-0000,nzd0186-0001,nzd0186-0002,nzd0186-0003,nzd0186-0004,nzd0186-0005,nzd0186-0006,nzd0186-0007,satname
1999-09-29 21:52:52+00:00,250.33,223.57,,,,,,,L7
2000-03-14 21:58:35+00:00,248.45,233.375,,,,,,,L7
2000-03-30 21:58:33+00:00,244.82,243.18,,,,,,,L7
2002-08-27 21:54:00+00:00,,259.31,266.93,268.67,270.72,291.53,311.91,305.17,L7
2002-10-14 21:53:43+00:00,272.89,251.995,266.93,268.67,270.72,291.53,311.91,299.905,L7
2002-10-23 21:47:39+00:00,295.755,249.85,263.34000000000003,266.44500000000005,261.745,299.49,306.545,296.9766666666667,L7
2003-01-18 21:54:30+00:00,302.77,255.2,270.59666666666664,267.06333333333333,265.23,299.49,305.2633333333333,298.98,L7
2003-10-18 21:37:48+00:00,310.42,261.55,282.53,290.85,290.97,312.36,323.5,309.73,L5
2003-10-25 21:44:04+00:00,310.42,261.55,282.53,290.85,290.97,312.36,311.95,299.765,L5
2003-11-19 21:38:14+00:00,302.255,254.51,278.03999999999996,288.595,291.12,312.53,316.1166666666666,303.48333333333335,L5
2004-02-14 21:44:57+00:00,293.09,246.99,278.03999999999996,288.595,291.12,304.00666666666666,312.655,296.71500000000003,L5
2004-03-01 21:45:02+00:00,293.09,246.99,278.03999999999996,288.595,291.12,298.5575,310.334,294.948,L5
2004-03-17 21:45:08+00:00,293.09,246.99,278.03999999999996,288.595,291.12,294.094,307.05333333333334,292.45,L5
2004-04-02 21:45:18+00:00,293.09,246.99,278.03999999999996,288.595,291.12,294.094,307.26142857142855,293.0385714285714,L5
2004-04-18 21:45:49+00:00,284.42499999999995,239.71,273.55,286.34,291.27,288.254,303.0857142857143,289.89714285714285,L5
2004-07-23 21:48:33+00:00,274.76,231.95,,,,282.084,295.9583333333333,285.0316666666667,L5
2004-09-25 21:50:07+00:00,306.84,261.14,280.69,286.84,290.98,294.34,302.555,294.97,L5
2004-10-20 21:44:28+00:00,313.93499999999995,269.95,287.62,294.32,296.19500000000005,305.83,310.5233333333333,305.57666666666665,L5
2005-01-24 21:46:06+00:00,304.20666666666665,269.95,287.62,294.32,296.19500000000005,304.46666666666664,313.81666666666666,307.15000000000003,L5
2005-02-09 21:46:19+00:00,304.20666666666665,269.95,287.62,294.32,296.19500000000005,294.595,305.71,303.3825,L5
2005-03-13 21:46:47+00:00,304.20666666666665,277.59999999999997,292.84999999999997,294.32,300.04,294.595,311.328,308.436,L5
2005-04-21 21:53:10+00:00,291.985,265.40999999999997,289.255,281.61,297.69,283.08,304.4625,302.01,L5
2006-02-19 21:56:39+00:00,,,,,,,285.79,281.37,L5
2006-04-08 21:57:36+00:00,,,,,,,283.855,280.245,L5
2006-08-23 21:53:23+00:00,309.14,268.06,283.96,292.96,297.82,313.86,302.26,296.12,L5
2006-10-10 21:53:56+00:00,309.14,268.06,283.96,292.96,297.82,302.59000000000003,310.96000000000004,300.68,L5
2006-12-13 21:54:31+00:00,312.355,260.05,279.29999999999995,289.405,293.31,302.1566666666667,311.22,300.2166666666667,L5
2007-01-30 21:54:48+00:00,312.355,260.05,279.29999999999995,289.405,293.31,297.52750000000003,306.9675,296.425,L5
2008-12-25 21:50:34+00:00,,264.97,285.96,297.55,299.8,315.03,324.85,317.75,L5
2009-11-26 21:56:28+00:00,302.67,254.68,273.3,272.75,278.52,295.21,308.04,296.5,L5
2010-01-13 21:56:49+00:00,294.45000000000005,240.04000000000002,273.3,272.75,278.52,285.885,303.045,291.93,L5
2010-12-31 21:55:56+00:00,,,,,,273.72,293.38,284.95,L5
2011-01-16 21:55:58+00:00,,,,,,271.56,289.605,282.935,L5
2011-02-17 21:56:00+00:00,,,,,,274.7966666666667,291.03,286.09,L5
2013-04-11 22:08:15+00:00,,,,,274.58,290.41,297.39,301.76,L8
2013-05-29 22:08:05+00:00,,,,,277.02,291.555,296.005,303.065,L8
2013-09-02 22:08:04+00:00,,,,,274.6333333333333,290.18666666666667,295.13,300.99,L8
2013-11-21 22:07:13+00:00,,,,,274.65999999999997,285.6033333333333,290.22333333333336,299.24,L8
2014-02-09 22:06:57+00:00,,261.98,273.79,279.64,277.88,289.79333333333335,293.93666666666667,300.13666666666666,L8
2014-02-25 22:06:44+00:00,,261.98,273.79,279.64,277.88,288.775,292.5375,299.025,L8
2014-03-29 22:06:15+00:00,,261.98,273.79,279.64,285.9,289.21666666666664,290.385,299.02250000000004,L8
2014-04-30 22:05:22+00:00,,261.98,273.79,279.64,279.29499999999996,286.715,289.99,299.75,L8
2014-08-20 22:06:06+00:00,,,,,272.69,275.67,286.72249999999997,297.27250000000004,L8
2014-11-08 22:06:16+00:00,,,,,279.49,278.78999999999996,290.78999999999996,298.57500000000005,L8
2015-02-28 22:05:48+00:00,281.58,262.5,279.09,283.57,284.57,304.33000000000004,303.42499999999995,307.25,L8
2015-10-26 22:06:07+00:00,294.97,267.1,287.09,286.75,295.9,314.0,316.23,313.56,L8
2015-12-13 22:05:45+00:00,294.97,267.1,287.09,286.75,295.9,306.125,301.375,306.58000000000004,L8
