dates,nzd0084-0000,nzd0084-0001,nzd0084-0002,nzd0084-0003,satname
2000-01-01 22:04:37+00:00,,,285.68,247.43,L7
2000-02-18 22:04:29+00:00,,,296.845,247.43,L7
2000-07-11 22:03:17+00:00,288.09,280.89,308.01,,L7
2000-10-15 22:01:56+00:00,296.745,289.06,285.76,242.7,L7
2001-03-24 22:01:59+00:00,296.735,284.725,267.74,242.7,L7
2001-10-02 22:00:04+00:00,299.27,294.03,282.83,236.07,L7
2001-12-05 22:00:18+00:00,299.16999999999996,291.78499999999997,281.195,233.195,L7
2001-12-21 22:00:29+00:00,296.55333333333334,289.38,277.19,230.95000000000002,L7
2002-01-06 22:00:31+00:00,296.55333333333334,294.175,277.19,236.74,L7
2002-01-22 22:00:40+00:00,296.55333333333334,294.175,278.3825,236.74,L7
2002-03-27 22:00:37+00:00,295.85,293.172,276.3,236.74,L7
2002-04-28 22:00:38+00:00,293.615,291.756,271.992,236.96333333333337,L7
2002-06-15 22:00:19+00:00,291.7966666666667,292.31,270.1,256.7666666666667,L7
2002-07-01 22:00:15+00:00,292.035,294.89,282.71500000000003,271.92,L7
2002-07-17 22:00:08+00:00,291.9766666666667,287.6433333333333,282.71500000000003,289.73,L7
2002-08-02 22:00:01+00:00,293.2625,290.28499999999997,282.9666666666667,258.52,L7
2003-09-14 21:49:18+00:00,307.94,291.84,283.66,229.82,L5
2004-07-30 21:54:28+00:00,298.04,288.71,274.59,,L5
2004-09-16 21:55:41+00:00,313.185,300.365,291.975,258.14,L5
2004-11-19 21:56:55+00:00,311.96666666666664,299.4533333333333,291.38666666666666,254.63,L5
2005-02-23 21:58:31+00:00,323.34666666666664,308.5933333333333,302.31,256.65333333333336,L5
2005-03-11 21:58:44+00:00,318.9525,304.29999999999995,297.23249999999996,256.65333333333336,L5
2005-03-27 21:58:51+00:00,311.4475,296.4625,287.24,255.91000000000003,L5
2005-04-12 21:58:55+00:00,306.566,293.896,284.76,255.91000000000003,L5
2005-05-30 21:59:15+00:00,304.01599999999996,292.16,282.998,260.7,L5
2005-07-17 21:59:35+00:00,303.16833333333335,290.435,282.998,260.7,L5
2006-04-15 22:03:30+00:00,301.73,286.3,273.75,,L5
2006-10-24 22:06:02+00:00,281.25,279.73,266.88,,L5
2007-02-13 22:06:47+00:00,291.47,284.88,274.615,,L5
2009-01-01 21:56:31+00:00,313.06,294.04,284.52,226.49,L5
2011-01-07 22:01:44+00:00,293.12,284.83,273.75,,L5
2013-05-20 22:13:50+00:00,297.67,290.31,277.61,251.55,L8
2013-06-05 22:13:51+00:00,291.85,284.46500000000003,268.425,244.10000000000002,L8
