dates,satname,nzd0084-0000,nzd0084-0001,nzd0084-0002,nzd0084-0003
2019-07-08 22:11:44.725000,L8,305.57,298.39,293.05,269.19
2019-07-24 22:11:48.987000,L8,279.40,,,
2019-08-09 22:11:55.358000,L8,284.77,279.49,,
2020-01-16 22:11:59.041000,L8,290.60,285.01,276.29,
2020-04-21 22:11:21.823000,L8,294.10,289.43,277.32,248.90
2020-05-07 22:11:12.613000,L8,297.89,297.04,289.25,277.16
2020-06-08 22:11:24.028000,L8,287.88,283.02,272.03,
2020-07-10 22:11:39.723000,L8,302.45,298.27,292.19,272.64
2020-07-26 22:11:44.648000,L8,285.30,273.05,,
2020-08-27 22:11:56.368000,L8,356.98,293.57,288.30,264.69
2020-12-17 22:12:09.375000,L8,294.56,288.48,280.17,252.04
2021-02-03 22:11:56.237000,L8,321.79,299.75,293.48,271.52
2021-02-19 22:11:51.945000,L8,300.34,296.18,287.92,271.12
2021-04-24 22:11:25.382000,L8,299.12,295.03,286.45,270.92
2021-05-26 22:11:31.065000,L8,289.97,285.74,,
2021-06-11 22:11:38.046000,L8,283.57,281.91,,
2021-07-13 22:11:43.513000,L8,300.57,297.89,292.72,265.22
2021-10-01 22:12:10.732000,L8,352.63,335.06,290.89,284.17
2021-11-06 22:12:48.299000,L9,291.30,285.47,275.52,250.03
2021-11-18 22:12:08.776000,L8,298.67,294.12,289.75,280.74
2022-01-13 22:12:02.740000,L9,286.66,281.83,266.31,
2022-01-21 22:11:59.917000,L8,291.81,287.18,277.85,
2022-02-14 22:12:01.049000,L9,301.43,295.58,287.63,270.73
2022-02-22 22:11:50.626000,L8,305.37,300.65,292.72,279.74
2022-05-05 22:11:31.114000,L9,291.34,289.23,278.70,248.04
2022-05-21 22:11:19.594000,L9,303.95,306.41,293.54,280.12
2022-06-14 22:11:59.156000,L8,302.19,299.79,290.53,275.93
2022-07-08 22:11:39.226000,L9,279.96,279.32,,
2022-08-09 22:11:58.475000,L9,295.81,291.42,282.32,257.31
2023-02-09 22:12:09.040000,L8,294.09,287.57,280.93,251.16
2023-03-13 22:11:47.152000,L8,297.66,295.62,289.29,273.64
2023-03-21 22:11:55.188000,L9,305.52,300.95,291.55,276.51
2023-05-16 22:11:04.371000,L8,298.06,297.07,286.58,266.00
2023-05-24 22:11:17.213000,L9,298.36,298.07,287.93,266.88
2023-06-09 22:11:12.914000,L9,285.49,284.66,,235.03
2023-07-11 22:11:24.365000,L9,305.99,300.76,294.29,277.30
2023-07-27 22:11:26.959000,L9,285.95,280.58,,
2023-08-20 22:11:47.546000,L8,284.64,281.96,,
2023-08-28 22:11:44.258000,L9,299.38,294.73,284.33,266.65
2023-10-07 22:11:57.146000,L8,299.86,293.77,290.55,283.52
2023-10-15 22:12:03.081000,L9,292.38,286.98,277.22,258.89
2024-01-11 22:11:56.446000,L8,301.97,298.55,286.76,266.04
2024-02-04 22:12:07.739000,L9,286.97,278.93,266.79,
2024-02-12 22:11:54.234000,L8,289.80,285.72,260.93,
2024-02-28 22:11:48.245000,L8,301.81,301.11,288.85,277.96
2024-03-07 22:12:00.069000,L9,276.26,,,
2024-04-16 22:11:19.307000,L8,306.63,307.89,292.23,280.83
2024-05-10 22:11:24.784000,L9,302.82,298.51,291.78,269.72
2024-05-18 22:10:55.940000,L8,290.85,285.81,276.32,
2024-05-26 22:11:12.218000,L9,289.92,286.03,,
2024-06-11 22:11:06.286000,L9,283.21,282.95,,
2024-08-06 22:11:21.454000,L8,291.90,287.79,276.98,246.59
2024-08-22 22:11:34.534000,L8,296.64,295.23,285.15,273.95
2024-12-04 22:12:00.480000,L9,303.22,302.34,292.98,280.55
2024-12-28 22:11:50.695000,L8,297.35,292.62,288.97,280.05
2025-01-13 22:11:54.516000,L8,298.45,301.69,289.34,268.37
2025-02-06 22:11:55.429000,L9,293.65,287.77,283.06,256.37
2025-02-22 22:11:57.370000,L9,284.59,271.00,258.57,271.91
2025-03-10 22:11:52.276000,L9,300.22,296.62,289.35,259.13
2025-03-26 22:11:41.456000,L9,375.99,295.45,288.39,280.98
2025-05-05 22:11:12.639000,L8,288.76,281.17,272.11,
2025-05-21 22:11:16.046000,L8,296.54,292.40,282.06,269.04
2025-05-29 22:11:15.744000,L9,287.44,282.92,,
2025-06-06 22:11:18.842000,L8,284.62,279.97,,
2025-06-22 22:11:31.725000,L8,291.74,287.86,276.66,255.38
2025-07-16 22:11:36.965000,L9,286.64,254.24,,
2025-08-01 22:11:42.925000,L9,299.49,298.78,287.89,266.97
2025-08-09 22:11:49.526000,L8,298.02,293.97,286.13,264.92
2025-09-18 22:12:01.813000,L9,297.48,291.92,285.06,270.64
2025-11-05 22:12:10.440000,L9,307.40,301.07,292.21,284.90
2025-11-13 22:12:04.594000,L8,299.38,296.22,286.94,280.25
