dates,satname,nzd0543-0000,nzd0543-0001,nzd0543-0002,nzd0543-0005
2003-08-13 21:51:32.649000,L5,,,,155.94
2003-12-26 21:59:30.091000,L5,165.59,169.15,,
2004-07-30 21:57:39.499000,L5,,,,144.33
2004-10-18 21:59:11.702000,L5,159.74,165.36,,
2005-01-13 22:06:52.927000,L5,156.36,161.40,,
2005-02-14 22:07:21.106000,L5,167.79,164.47,,
2005-11-13 22:09:08.414000,L5,177.48,171.75,115.58,
2006-03-14 22:05:42.635000,L5,181.51,171.19,108.61,
2006-08-05 22:07:55.109000,L5,,,,139.11
2006-10-08 22:08:40.914000,L5,218.75,191.73,132.20,157.68
2006-11-25 22:09:07.763000,L5,166.43,157.70,,
2008-11-14 21:57:52.281000,L5,165.43,158.09,,
2008-11-14 21:58:16.111000,L5,159.20,152.62,,
2010-02-05 22:05:29.575000,L5,171.39,159.40,99.98,
2010-11-27 22:10:35.713000,L5,219.46,199.51,147.88,144.22
2013-07-23 22:16:34.633000,L8,,,,134.43
2013-10-18 22:22:37.411000,L8,204.23,177.38,137.72,155.19
2014-03-20 22:15:01.497000,L8,167.96,161.92,123.89,139.82
2014-07-17 22:20:39.943000,L8,,,,129.50
2014-10-30 22:15:10.547000,L8,201.77,180.15,128.77,152.00
2014-11-15 22:14:49.314000,L8,196.26,177.26,142.10,145.18
2014-11-15 22:15:13.278000,L8,194.37,177.45,139.65,145.49
2015-07-29 22:14:13.585000,L8,,,,152.36
2015-11-18 22:15:08.789000,L8,207.50,192.99,153.28,
2015-12-20 22:14:45.217000,L8,155.60,155.78,,
2015-12-20 22:15:09.184000,L8,170.85,162.41,110.90,133.95
2016-01-05 22:14:40.992000,L8,158.77,157.82,,
2016-02-22 22:14:30.292000,L8,167.15,161.73,109.11,128.22
2016-03-09 22:14:52.573000,L8,171.55,165.10,121.87,
2016-06-04 22:20:28.125000,L8,,,,134.12
2016-07-06 22:20:41.229000,L8,,,,152.20
2016-09-01 22:14:48.072000,L8,,,,128.70
2017-05-22 22:20:18.574000,L8,,,,137.13
2017-08-03 22:14:35.682000,L8,,,,131.74
2017-10-29 22:21:05.518000,L8,167.05,163.36,116.38,136.58
2017-12-25 22:14:47.702000,L8,155.70,159.10,104.77,
2017-12-25 22:15:11.673000,L8,153.84,157.29,,
2018-02-27 22:14:19.470000,L8,156.58,160.69,112.80,133.60
2018-04-16 22:14:18.329000,L8,,,,159.20
2018-07-12 22:19:56.652000,L8,,,,153.92
2018-07-21 22:14:13.362000,L8,,,,159.67
2018-11-10 22:14:32.733000,L8,151.40,151.03,,
2018-12-28 22:14:29.227000,L8,154.73,154.71,,
2019-02-21 22:20:30.485000,L8,180.39,185.79,186.00,
2019-03-02 22:14:17.011000,L8,160.49,157.98,,
2019-11-13 22:14:57.837000,L8,156.96,156.45,,
2019-11-13 22:15:21.800000,L8,157.66,156.24,,
2019-11-29 22:14:55.870000,L8,154.78,150.53,,
2020-06-08 22:14:35.724000,L8,,,,132.54
2020-07-10 22:14:51.424000,L8,,,,159.72
2020-10-14 22:14:56.808000,L8,155.79,152.71,,
2020-10-14 22:15:20.775000,L8,149.36,141.47,,
2021-02-19 22:14:39.648000,L8,168.39,164.06,120.74,133.56
2021-02-19 22:15:03.615000,L8,168.72,164.79,121.36,135.42
2021-05-01 22:20:19.495000,L8,160.77,181.82,121.16,
2021-06-11 22:14:49.734000,L8,,,,140.89
2021-11-02 22:15:01.893000,L8,160.83,156.36,,
2021-11-18 22:14:56.496000,L8,168.32,164.69,112.41,137.87
2021-11-18 22:15:20.463000,L8,159.55,156.39,,
2021-12-12 22:14:55.412000,L9,168.85,163.52,112.84,
2021-12-19 22:21:04.274000,L9,164.61,160.39,111.83,128.81
