dates,satname,nzd0338-0000,nzd0338-0001,nzd0338-0002,nzd0338-0003,nzd0338-0004,nzd0338-0005
1999-09-29 21:54:04.102000,L7,306.69,349.46,353.54,354.61,360.28,322.30
1999-12-09 21:59:45.569000,L7,318.34,339.07,352.09,315.66,,312.20
1999-12-09 22:00:09.551000,L7,339.99,346.30,351.80,346.83,346.03,348.10
2000-01-19 21:53:49.771000,L7,322.85,344.82,354.01,276.82,,
2000-02-27 21:59:28.435000,L7,347.14,346.37,349.56,351.66,357.30,358.98
2000-02-27 21:59:52.393000,L7,341.59,348.32,351.71,353.42,354.47,351.78
2000-05-01 21:59:30.586000,L7,337.75,330.78,345.65,351.24,353.14,
2000-08-05 21:58:20.584000,L7,307.38,312.84,313.46,339.11,334.63,
2000-11-25 21:57:10.965000,L7,350.62,353.03,359.68,353.54,357.52,352.85
2000-11-25 21:57:34.931000,L7,334.18,298.65,,,,
2000-12-04 21:51:22.024000,L7,362.67,355.61,362.93,359.06,358.44,361.14
2000-12-20 21:51:28.881000,L7,344.39,349.31,356.31,355.88,355.48,354.08
2001-01-05 21:51:28.457000,L7,329.99,351.21,360.85,354.20,355.12,319.69
2001-01-21 21:51:34.318000,L7,386.98,371.99,377.10,380.21,379.19,384.49
2001-02-06 21:51:26.449000,L7,314.04,292.11,,,,
2001-09-18 21:49:29.215000,L7,365.61,352.91,360.81,360.93,362.87,334.98
2001-12-30 21:55:25.157000,L7,336.96,344.21,353.88,350.97,358.35,319.92
2001-12-30 21:55:49.115000,L7,345.49,348.20,352.87,351.83,354.20,345.81
2002-02-16 21:55:42.088000,L7,342.51,342.54,356.24,353.48,361.09,318.81
2002-02-16 21:56:06.046000,L7,323.18,302.23,,,,
2002-09-12 21:55:07.575000,L7,357.90,354.26,364.79,360.54,361.98,353.05
2002-10-23 21:48:51.087000,L7,364.35,353.91,360.30,360.05,363.90,361.37
2002-10-30 21:54:37.512000,L7,387.42,383.19,397.70,392.63,387.39,385.68
2002-10-30 21:55:01.471000,L7,345.93,352.05,359.12,357.94,354.03,342.39
2002-12-01 21:55:04.846000,L7,362.70,352.76,358.33,355.66,362.74,323.03
2002-12-26 21:49:23.939000,L7,374.03,357.27,364.58,363.53,370.05,367.86
