dates,satname,nzd0107-0000,nzd0107-0001,nzd0107-0002,nzd0107-0003,nzd0107-0004,nzd0107-0005,nzd0107-0006,nzd0107-0007,nzd0107-0008,nzd0107-0009,nzd0107-0010,nzd0107-0011,nzd0107-0012,nzd0107-0013,nzd0107-0014,nzd0107-0015,nzd0107-0016,nzd0107-0017,nzd0107-0018,nzd0107-0019,nzd0107-0020,nzd0107-0021,nzd0107-0022,nzd0107-0023,nzd0107-0024,nzd0107-0025,nzd0107-0026,nzd0107-0027,nzd0107-0028,nzd0107-0029,nzd0107-0030,nzd0107-0031,nzd0107-0032,nzd0107-0033,nzd0107-0034,nzd0107-0035,nzd0107-0036,nzd0107-0037,nzd0107-0038,nzd0107-0039,nzd0107-0040,nzd0107-0041,nzd0107-0042,nzd0107-0043,nzd0107-0044,nzd0107-0045,nzd0107-0046,nzd0107-0047,nzd0107-0048,nzd0107-0049,nzd0107-0050,nzd0107-0051,nzd0107-0052,nzd0107-0053,nzd0107-0054,nzd0107-0055,nzd0107-0056,nzd0107-0057,nzd0107-0058
2015-01-02 22:11:50.958000,L8,,,,,,,,,,,,,104.56,158.08,133.37,152.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24 22:11:08.401000,L8,,,,,,248.60,256.51,,,,,,,,,,,,,,,,,,,,,,,,179.04,139.49,172.57,,,,,,135.44,156.91,209.03,260.59,198.75,281.43,279.14,283.73,,,,,,,,,,,,,
2015-05-10 22:10:52.487000,L8,,,,,,264.34,266.62,185.42,174.33,138.97,,,,,,,,,,,,,,,,,,,,,186.18,143.11,179.00,169.07,,,,,,225.78,207.90,196.17,226.31,286.85,244.82,286.40,,,,,,,,,,,,,
2015-07-29 22:11:25.856000,L8,,,,255.67,258.03,267.29,267.79,233.25,165.31,205.75,128.25,139.90,73.76,42.83,,235.21,174.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-20 22:11:57.501000,L8,,,,,,158.10,205.06,188.18,165.09,147.01,,,,,184.75,214.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22 22:11:42.580000,L8,,,,272.11,274.56,278.10,272.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09 22:11:40.902000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.27,142.68,154.68,,,,,,,,,,,,,,,,
2016-03-25 22:11:32.353000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.08,142.37,151.38,,,,,,,,,,,,,,,,
2016-04-26 22:11:21.230000,L8,,,,,,,,,,,,,,,157.90,209.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12 22:11:20.683000,L8,,,,258.71,259.07,272.98,268.91,,,214.36,128.06,138.15,72.64,39.03,,236.30,48.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13 22:11:30.674000,L8,,,,255.31,256.63,272.09,267.99,233.10,,,,,,,,232.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15 22:11:46.335000,L8,,,,258.58,255.23,273.30,268.84,220.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16 22:11:53.694000,L8,,,,258.78,257.35,269.67,268.08,,,,,,,,158.64,220.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-04 22:12:09.415000,L8,,,,265.82,260.94,271.40,269.94,,,,,,,,142.16,160.19,65.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-20 22:12:09.409000,L8,,,,266.95,259.52,268.62,267.87,190.64,156.76,147.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-16 22:11:31.847000,L8,,,,,,,,,,,,,,150.32,133.66,150.82,,,,,,,,,,,,,,,,,,,,,,,,,,83.27,108.73,167.77,169.17,191.98,163.01,87.78,116.80,160.68,,,,,,,,,
2017-07-18 22:11:40.412000,L8,414.23,384.02,372.84,357.89,354.93,355.56,376.05,343.62,342.61,366.70,345.24,354.96,377.73,364.02,357.90,359.17,373.47,369.93,360.59,359.49,359.40,357.75,364.63,368.21,375.92,379.93,375.70,371.53,361.37,359.90,364.46,364.09,360.64,362.26,374.00,371.57,365.26,362.55,361.56,366.26,371.18,366.73,364.90,372.23,364.15,367.46,363.02,365.87,359.43,351.13,362.62,357.62,346.48,348.97,348.66,344.44,344.68,352.30,356.87
2017-08-03 22:11:47.949000,L8,,,,255.33,254.53,266.77,265.99,189.12,165.29,148.81,,,,,160.76,205.60,,,,,,,,,,,,,,,,231.71,189.11,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-19 22:11:53.133000,L8,,,,260.73,268.11,275.33,270.27,254.36,,213.77,128.43,134.76,76.26,46.50,,,147.27,93.19,82.47,89.09,69.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10 22:11:54.118000,L8,,,258.82,265.72,266.93,274.59,267.97,199.90,166.76,213.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26 22:11:45.215000,L8,,,260.46,270.76,264.44,200.42,271.43,200.36,160.97,215.81,119.98,136.01,73.07,34.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16 22:11:06.667000,L8,,,259.21,272.20,269.00,280.30,274.11,241.29,,218.18,169.71,139.02,95.04,73.58,64.80,89.37,158.13,123.92,107.83,109.01,148.94,121.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.79,380.98,,
2018-05-02 22:10:57.873000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.63,143.85,140.33,144.52,,,,,,,,,,,,,,,,
2018-07-05 22:10:54.795000,L8,,,259.09,265.04,267.66,273.07,269.05,248.24,171.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-06 22:11:10.291000,L8,,,,254.91,254.65,267.31,261.41,,,,,,,,159.51,204.87,,72.63,67.32,96.43,159.53,103.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-07 22:11:24.397000,L8,,,,257.70,257.27,265.21,260.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14 22:11:33.473000,L8,,,268.86,207.52,266.14,277.81,270.93,297.39,288.18,130.72,127.45,134.46,73.20,38.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 22:11:29.304000,L8,,,258.66,262.45,259.77,265.23,263.58,,,,,,,,183.94,213.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-19 22:11:14.619000,L8,,,,269.46,271.67,281.31,272.81,245.08,,214.27,156.21,143.08,81.88,52.99,,,178.61,100.30,74.65,103.81,106.43,120.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-22 22:11:40.996000,L8,,,268.76,268.33,273.64,280.58,272.19,258.87,,201.21,148.94,132.50,77.77,48.65,,,150.39,101.32,86.19,95.50,102.91,105.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-08 22:11:44.725000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.56,120.10,148.78,153.70,284.42,285.24,285.50,280.08,,,,,,,,,,,,,
2019-07-24 22:11:48.987000,L8,,,261.17,265.29,267.43,276.49,270.05,244.74,169.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09 22:11:55.358000,L8,,,258.26,257.27,261.48,271.71,266.30,212.23,162.43,199.71,126.62,134.89,77.70,36.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16 22:11:59.041000,L8,,,,,,209.23,259.69,,,,,,,,180.15,181.55,,,,,,,,,,,,,,,,235.46,149.50,,,,,,93.08,112.52,138.53,143.70,147.83,,,,,,,,,,,,,,,,
2020-02-01 22:11:53.781000,L8,,,266.83,277.82,308.65,276.49,275.13,257.80,174.26,288.96,140.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21 22:11:21.823000,L8,,,414.55,407.02,384.94,407.09,,,,199.49,120.13,123.99,93.30,117.05,82.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07 22:11:12.613000,L8,,340.19,360.04,267.19,265.69,279.63,272.92,246.54,,210.73,157.50,132.47,79.93,54.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08 22:11:24.028000,L8,,,260.68,268.27,279.44,280.17,273.41,257.04,287.16,,,,,,,,159.68,107.14,94.93,103.76,106.82,106.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10 22:11:39.723000,L8,,,258.14,265.39,274.48,277.46,271.78,253.32,,189.58,128.42,118.39,79.71,38.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-26 22:11:44.648000,L8,,,,255.91,228.74,268.56,267.62,203.74,169.26,202.28,126.12,136.27,81.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27 22:11:56.368000,L8,,,246.16,260.12,263.84,274.20,269.25,255.93,127.89,128.72,119.80,125.15,76.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01 22:12:09.987000,L8,,,267.43,287.47,272.81,283.79,274.81,248.74,,275.25,269.92,137.36,80.87,48.90,,,172.15,101.71,91.38,96.41,108.00,104.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-03 22:11:56.237000,L8,,,299.63,271.64,266.83,279.85,275.56,253.08,,282.68,276.42,300.81,295.89,290.90,295.08,296.26,293.84,,,,,,,,342.46,342.37,357.15,346.50,300.27,297.08,337.35,333.16,303.67,301.34,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-19 22:11:51.945000,L8,,,303.52,273.34,274.29,283.07,275.97,252.61,125.18,186.14,135.54,119.68,97.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-23 22:11:37.336000,L8,,,,,,263.17,261.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-24 22:11:25.382000,L8,,,,258.56,259.21,266.90,267.99,242.35,,,,,,,,,,66.60,66.68,102.23,106.65,112.68,,,,,,,,,,,,,,,,,,,212.62,245.60,,352.43,318.39,397.40,361.69,390.14,404.13,410.59,410.22,407.53,395.91,399.13,409.16,314.81,307.99,365.51,
2021-05-26 22:11:31.065000,L8,,203.11,349.19,346.83,338.34,334.79,321.25,311.00,312.48,315.08,317.26,316.18,320.33,316.73,315.09,329.56,336.41,336.46,334.98,323.86,326.52,322.86,330.78,335.70,335.79,341.97,346.29,337.85,341.68,339.40,336.36,342.46,344.04,346.42,336.20,333.06,336.44,332.97,336.54,344.49,330.82,305.68,326.66,328.62,323.24,326.17,337.17,345.62,338.34,334.10,335.63,328.54,333.35,328.42,337.29,346.66,341.86,333.03,316.63
2021-06-11 22:11:38.046000,L8,,,,,,,,,,,,,,,150.71,179.88,,112.78,98.07,150.68,,,,,,,,,,,,,,,,,,,,,,,284.82,286.78,243.35,282.86,,,,,,,,,,,,,
2021-07-13 22:11:43.513000,L8,,,,264.75,252.52,276.84,273.51,252.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.05,115.88,137.79,140.07,,,,,,,,,,,,,,,,,
2021-10-17 22:12:14.625000,L8,,,,269.75,237.33,173.67,261.05,197.94,160.74,,,,,,,,142.20,93.40,78.46,103.13,109.95,113.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-06 22:12:48.299000,L9,,,280.73,290.19,279.41,289.49,281.76,271.89,,280.23,274.45,146.89,170.26,146.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-18 22:12:08.776000,L8,,,,,,266.22,266.94,,,,,,,,,,,90.57,80.12,97.77,109.32,108.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13 22:12:02.740000,L9,,,,,,269.79,266.22,,,,,,,,,,,63.44,71.62,96.33,103.80,104.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21 22:11:59.917000,L8,,,,,,,,,,,,,,,149.47,178.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29 22:12:05.530000,L9,,,270.51,285.19,197.84,292.26,281.05,,,281.75,128.49,134.71,79.86,45.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14 22:12:01.049000,L9,,,261.97,267.23,223.30,273.47,269.61,,,204.38,133.63,139.57,80.30,48.26,,,,100.52,76.82,99.98,106.27,107.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22 22:11:50.626000,L8,,,269.02,275.85,228.85,276.08,272.79,,,206.27,144.32,134.77,81.55,48.55,,,152.25,68.77,65.22,97.19,104.06,104.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18 22:11:49.046000,L9,,301.70,295.08,310.04,306.39,303.71,291.40,284.69,281.33,293.65,298.15,306.41,298.10,295.78,302.15,299.49,300.02,297.86,292.38,303.49,302.63,295.76,300.94,,,,,,,,,,,,,,,,,,,,,,,,,305.28,306.69,306.50,308.19,307.72,293.35,294.87,296.11,297.12,294.40,280.13,276.42
2022-04-03 22:11:45.362000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.81,119.67,153.73,146.47,154.62,289.53,287.57,284.93,,,,,,,,,,,,,
2022-05-05 22:11:31.114000,L9,,,265.37,274.71,255.70,287.72,278.39,264.09,265.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.74,300.43,301.29,298.85,292.55,300.58,,,,,
2022-07-08 22:11:39.226000,L9,,,,261.78,231.35,277.54,269.93,245.31,,198.19,126.33,134.47,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-16 22:12:03.012000,L8,,,,263.22,228.46,278.58,272.03,230.57,,216.58,179.04,138.15,149.25,101.52,77.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-10 22:12:03.656000,L9,,,,266.61,253.91,277.14,271.29,253.57,,218.78,179.73,147.85,90.51,64.31,58.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09 22:12:09.040000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.40,297.29,301.81,373.04,338.98,,,,,,
2023-02-25 22:11:52.258000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.00,113.80,142.68,98.86,149.10,211.67,194.69,198.85,177.75,,216.31,233.96,,,,,,,,,
2023-03-05 22:12:01.427000,L9,,,253.00,263.49,,305.86,303.60,269.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 22:11:47.152000,L8,348.90,,257.67,255.79,215.12,230.95,264.07,,,204.69,142.12,141.28,88.98,52.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-21 22:11:55.188000,L9,,,263.53,267.47,259.71,269.94,271.31,256.45,,214.43,165.06,139.67,91.14,68.11,59.71,89.51,170.32,117.86,101.92,108.17,108.65,118.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29 22:11:37.049000,L8,,186.85,266.73,275.04,259.18,273.62,274.33,261.40,,278.31,271.94,334.37,340.07,313.42,334.86,298.83,301.20,290.15,286.39,,,,,,,,302.29,304.81,300.36,300.88,297.58,295.60,303.34,302.11,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-16 22:11:04.371000,L8,,,,,,267.23,269.05,250.57,,195.73,124.76,134.26,85.23,48.43,,,160.20,99.74,85.87,100.41,105.39,108.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-24 22:11:17.213000,L9,,,,,,270.82,272.55,255.73,,206.36,147.52,143.48,87.38,56.55,,81.84,157.23,103.36,88.96,103.66,109.88,112.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09 22:11:12.914000,L9,,,,266.67,263.73,272.14,206.15,257.74,,200.62,136.85,132.13,87.14,55.49,,,145.64,96.94,85.17,103.14,108.77,112.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17 22:11:17.056000,L8,,,,,,,,,,,,,111.48,169.21,139.71,157.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-25 22:11:08.216000,L9,,,,259.49,220.22,268.93,271.05,251.61,,204.97,126.01,136.54,86.18,44.34,,,147.21,86.79,79.71,100.18,106.23,107.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-27 22:11:26.959000,L9,,,,239.07,269.31,268.66,269.15,257.77,,193.52,125.71,130.97,86.63,40.89,,,146.46,98.79,85.62,101.43,107.01,108.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-28 22:11:44.258000,L9,,,,,220.46,266.31,268.67,249.53,,195.62,126.31,135.62,86.70,43.54,,,152.75,97.16,84.97,101.84,107.86,113.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-13 22:11:53.459000,L9,,,,,,248.47,243.69,229.17,207.31,,151.28,104.77,113.25,340.19,,,183.71,109.61,92.83,99.11,106.05,108.06,,,,,,,,,,,,,,,,,,,,,,,,,,356.57,349.18,307.04,301.09,297.86,288.81,,,,,,
2023-10-07 22:11:57.146000,L8,,,,,213.03,253.41,264.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-08 22:11:57.030000,L8,,,,,,251.35,260.62,251.12,,213.18,121.59,140.31,80.46,39.81,,,,,,,,,,316.91,412.91,324.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-24 22:12:03.999000,L8,,,,,,,,,,,,,,,,,,96.54,78.11,94.48,147.58,160.29,,,,,,,,,,,,,,,,,,,,330.83,292.48,289.98,291.39,284.62,,,,,,,,,,,,,
2024-02-04 22:12:07.739000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.34,218.92,256.53,,,,,,,,,,,,,,,,
2024-02-28 22:11:48.245000,L8,,,,,,260.63,271.27,255.36,,212.99,168.48,138.86,88.21,54.94,,79.47,162.33,109.87,95.99,104.12,107.55,111.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.61
2024-03-07 22:12:00.069000,L9,,,,,,,,,,157.13,173.87,127.35,93.73,123.28,140.20,146.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-15 22:11:37.973000,L8,,,,,,250.78,266.07,246.54,,202.31,146.49,135.05,90.57,56.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-23 22:11:55.610000,L9,,,,,,,,,,206.81,166.77,139.42,91.42,61.48,58.23,90.41,168.26,118.41,104.25,111.75,115.49,121.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08 22:11:47.225000,L9,,,,,,245.33,267.15,255.45,,203.24,144.32,132.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16 22:11:19.307000,L8,,,,,,,,,,,,,,,,,,122.88,91.67,110.67,106.27,130.03,,,,,,,,,,,,,,,,,,,,,291.49,293.49,293.66,297.48,120.45,154.83,209.05,,,,,,,,,,
2024-05-02 22:11:08.519000,L8,,,,,,,268.82,252.30,,194.13,126.11,125.72,84.91,46.03,,82.91,144.36,74.09,72.41,100.15,106.02,107.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 22:11:24.784000,L9,,,,,,,,,,217.11,185.89,146.22,157.38,141.35,105.86,136.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18 22:10:55.940000,L8,,,,,,,269.37,251.89,,202.08,130.04,134.89,87.86,50.46,,86.58,152.41,78.95,78.40,102.69,107.16,110.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-26 22:11:12.218000,L9,286.25,299.27,322.59,,,,203.01,222.17,234.20,207.70,144.73,115.82,76.40,48.88,349.32,347.76,149.56,100.28,87.28,91.32,100.61,99.37,302.16,,,349.98,345.44,331.08,345.37,344.89,352.80,316.72,302.60,312.59,341.10,307.82,313.71,,,,,332.57,299.87,299.80,305.88,309.22,,304.92,339.14,308.79,305.54,306.45,301.56,294.95,297.13,305.51,292.17,282.32,275.30
2024-06-11 22:11:06.286000,L9,,,,,,,,,,271.91,150.77,141.95,88.88,61.58,54.81,89.72,154.04,105.41,88.45,104.51,111.47,115.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 22:10:53.037000,L9,,,,,,,346.87,290.65,302.67,278.36,273.59,127.06,84.78,52.81,288.72,292.43,303.15,72.73,70.00,99.29,105.81,107.43,,,,,,,334.49,327.60,298.62,298.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06 22:11:21.454000,L8,,,,,,,,,,211.02,162.48,137.65,88.02,55.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-22 22:11:34.534000,L8,,,,,,,,,,220.66,192.86,155.33,163.05,110.31,59.54,,92.14,130.16,106.95,117.03,112.27,111.83,,,,387.99,415.14,404.42,,,,,,,,,,,,,427.05,378.77,364.05,374.77,377.18,373.71,393.89,,,,,,,403.63,365.49,342.07,346.00,372.39,382.77
2024-09-23 22:11:42.698000,L8,,,,,,,,,,202.42,140.86,135.61,86.78,50.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 22:11:59.014000,L9,301.35,318.83,,,,,307.14,309.24,223.53,324.37,318.32,316.02,317.43,317.11,320.77,321.37,320.20,318.95,316.38,317.76,319.14,416.24,392.25,407.99,380.09,333.97,334.96,333.28,332.43,326.63,332.45,326.53,320.84,326.28,332.21,329.09,323.91,325.23,325.01,330.26,329.72,322.10,323.31,328.31,329.18,322.28,328.17,314.73,324.83,329.64,325.81,319.54,312.55,316.49,306.78,306.97,297.30,292.27,281.47
2024-12-04 22:12:00.480000,L9,,,,,,,,,215.51,184.53,158.94,181.21,,,196.40,178.26,48.19,133.96,131.78,115.60,117.17,136.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-28 22:11:50.695000,L8,,,,,,,269.97,248.25,,202.85,128.01,137.37,82.80,46.45,,,,102.34,81.45,98.75,107.42,115.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 22:11:55.058000,L9,,,,,,,,,,210.19,173.89,143.83,88.48,57.41,59.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-13 22:11:54.516000,L8,,,,,,,,,,211.46,196.00,134.35,101.18,113.07,192.35,,,,,,,,,,,,,,,,,,394.42,408.07,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:11:52.495000,L8,,,,,,,,,242.88,275.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06 22:11:55.429000,L9,,,,,,,,,237.74,277.30,120.85,130.46,81.67,36.22,,,,,,,345.81,346.46,346.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-10 22:11:52.276000,L9,,,,,,,,,,,,,,,186.99,202.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-26 22:11:41.456000,L9,,,,,,,,,,196.73,129.51,133.60,92.91,48.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.16
2025-04-11 22:11:41.675000,L9,,,,,,,,,,207.04,144.70,,,,,,,113.63,98.98,164.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 22:11:22.590000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.22,118.97,216.10,187.08,278.37,,,,,,,,,,,,,
2025-05-21 22:11:16.046000,L8,,,,,,260.87,267.67,241.84,167.70,154.45,121.81,134.57,87.97,34.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 22:11:15.744000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.85,128.63,161.97,151.68,156.30,,,,,,,,,,,,,,,,
2025-06-30 22:11:31.747000,L9,326.87,303.13,,,,258.74,336.92,195.23,142.89,148.21,119.11,98.76,72.81,35.73,384.20,387.72,376.84,341.07,376.20,357.53,355.72,332.89,329.27,322.95,352.69,344.84,388.14,361.37,351.87,392.54,354.85,334.91,342.76,347.31,,,,,,440.88,346.68,351.36,342.55,342.62,343.66,336.19,345.66,342.18,346.58,340.18,345.94,370.97,,365.89,324.02,324.07,314.24,306.97,307.44
2025-07-16 22:11:36.965000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.61,116.46,191.83,178.63,183.91,157.08,,,,,,,,,,,,
2025-08-01 22:11:42.925000,L9,,,,,,,,,156.87,142.95,126.53,138.17,86.59,40.41,,,145.73,78.03,69.23,97.82,104.03,107.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-09 22:11:49.526000,L8,,,,,,,,,,201.77,150.05,137.68,88.02,57.89,,83.46,152.82,111.01,98.09,108.59,109.93,118.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-17 22:11:54.672000,L9,,,,,,,268.50,240.82,,199.76,127.00,137.40,87.17,48.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-18 22:12:01.813000,L9,,,,,,,,,,,,129.44,118.23,93.95,,,,,,,,,,,,,,,,,,,,349.11,377.24,322.46,,,,,,,,,,,,,,,,,,,,,,,
2025-10-04 22:12:06.102000,L9,,,,,,,269.16,253.28,,188.42,126.21,127.56,85.26,50.03,,,137.30,83.15,66.95,97.02,105.69,107.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-05 22:12:10.440000,L9,,,,,,,,,,207.98,172.19,139.18,92.42,58.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
