dates,nzd0107-0000,nzd0107-0001,nzd0107-0002,nzd0107-0003,nzd0107-0004,nzd0107-0005,nzd0107-0006,nzd0107-0007,nzd0107-0008,nzd0107-0009,nzd0107-0010,nzd0107-0011,nzd0107-0012,nzd0107-0013,nzd0107-0014,nzd0107-0015,nzd0107-0016,nzd0107-0017,nzd0107-0018,nzd0107-0019,nzd0107-0020,nzd0107-0021,nzd0107-0022,nzd0107-0023,nzd0107-0024,nzd0107-0025,nzd0107-0026,nzd0107-0027,nzd0107-0028,nzd0107-0029,nzd0107-0030,nzd0107-0031,nzd0107-0032,nzd0107-0033,nzd0107-0034,nzd0107-0035,nzd0107-0036,nzd0107-0037,nzd0107-0038,nzd0107-0039,nzd0107-0040,nzd0107-0041,nzd0107-0042,nzd0107-0043,nzd0107-0044,nzd0107-0045,nzd0107-0046,nzd0107-0047,nzd0107-0048,nzd0107-0049,nzd0107-0050,nzd0107-0051,nzd0107-0052,nzd0107-0053,nzd0107-0054,nzd0107-0055,nzd0107-0056,nzd0107-0057,nzd0107-0058,satname
2016-08-16 22:11:53+00:00,,,368.08,262.3933333333333,212.41333333333333,270.89000000000004,264.47,,,256.16,,185.04,262.84000000000003,255.00666666666666,260.2,271.73,,253.305,214.458,187.54000000000002,,,265.34,207.804,241.754,265.466,289.77,231.03000000000003,277.0783333333333,282.366,251.618,268.146,291.61,277.01,296.216,292.9733333333333,290.8025,290.02,292.59666666666664,295.38166666666666,296.5466666666667,293.78833333333336,286.8157142857143,285.81857142857143,286.1228571428572,288.9957142857143,294.4271428571428,290.7242857142857,283.88714285714286,294.0028571428571,294.9357142857143,290.0142857142857,284.30428571428575,279.14428571428573,279.6542857142857,282.1928571428571,253.81857142857143,267.1942857142857,264.63,L8
2016-11-20 22:12:09+00:00,,,,262.54499999999996,224.63,270.975,264.0,,,256.16,,186.12,250.94,250.79500000000002,259.51,271.68,,251.72,211.66,193.74,,,,200.95000000000002,239.95333333333335,268.9666666666667,290.1433333333334,228.85666666666668,275.91499999999996,281.2133333333333,252.54333333333332,269.0,292.1666666666667,289.255,298.02,291.40999999999997,290.61,291.40333333333336,292.85,295.92,296.4866666666667,294.1133333333333,283.385,282.9275,285.605,287.525,294.145,289.29499999999996,281.18,292.9425,294.015,289.815,283.61,278.185,279.47249999999997,282.78499999999997,257.8575,267.53999999999996,264.495,L8
2017-08-03 22:11:47+00:00,,,,258.41,232.12,,261.43,,,,,,,,,,,248.95,209.89,178.15,,,,203.34,233.5,274.92,290.42,236.31,281.22,282.59,254.25,260.05,,283.27,293.92,290.49,286.62,291.12,291.07,295.38,296.86,294.2,289.66,288.66,285.69,287.89,295.73,293.35,289.02,294.16,296.16,291.18,281.47,275.7,282.68,284.18,249.86,270.07,266.13,L8
2018-01-10 22:11:54+00:00,378.55,381.97,262.88,262.365,237.48000000000002,273.13,263.8,322.64,348.0,,343.87,,,,,,347.78,248.95,209.89,178.15,,,275.45,203.34,233.5,285.77,296.175,236.31,288.145,286.025,272.83500000000004,271.20000000000005,297.25,290.03,300.65,294.95000000000005,292.125,293.545,295.605,297.85,299.815,297.325,293.675,292.21000000000004,290.605,292.495,298.425,296.225,292.05499999999995,297.025,298.495,296.07500000000005,286.795,284.40999999999997,287.27,290.855,268.545,274.195,269.22,L8
2018-01-26 22:11:45+00:00,378.55,381.97,262.88,262.365,237.48000000000002,273.13,263.8,322.64,348.0,,343.87,193.53,257.8,250.05,197.31,,301.2,251.03,211.765,190.335,179.81,,275.45,202.04000000000002,232.9,279.75333333333333,296.49333333333334,234.69,287.68333333333334,285.3433333333333,277.0733333333333,271.92,295.77,289.90000000000003,298.5566666666667,294.2633333333333,292.21,293.47,294.45666666666665,297.96,300.5466666666667,297.57,293.9766666666667,292.31333333333333,290.35999999999996,292.2733333333333,298.7,296.0833333333333,291.49666666666667,296.94,298.39000000000004,295.4266666666667,286.59999999999997,282.64000000000004,286.3333333333333,290.84999999999997,272.50333333333333,275.00666666666666,269.56333333333333,L8
2018-04-16 22:11:06+00:00,378.55,381.97,262.88,266.32,242.84,273.13,266.17,322.64,348.0,,343.87,187.725,258.015,250.05,193.385,,301.2,251.185,213.32,202.27,170.85500000000002,,275.45,200.92000000000002,232.74,277.3333333333333,296.99666666666667,233.86,287.98333333333335,286.04,269.36,276.1266666666667,294.9166666666667,292.7133333333333,298.94666666666666,294.6666666666667,293.5833333333333,293.01,294.33666666666664,298.0466666666667,300.3633333333333,297.3733333333333,294.27666666666664,292.8033333333333,290.7033333333333,293.16333333333336,300.185,297.45,292.735,298.3299999999999,299.505,297.54999999999995,289.16499999999996,286.11,288.15999999999997,294.18499999999995,283.825,277.475,271.28000000000003,L8
2018-05-02 22:10:57+00:00,378.55,381.97,262.88,266.32,242.84,273.13,266.17,322.64,348.0,261.87,300.2,187.725,258.015,250.05,193.385,,301.2,251.11666666666667,213.78666666666666,204.03333333333333,172.81000000000003,,275.45,203.51666666666665,236.53,276.9125,296.2675,234.96333333333334,286.6975,286.26250000000005,261.685,275.24,294.53,292.885,298.04999999999995,294.0875,293.3575,292.5475,293.67999999999995,297.475,299.965,296.6425,293.58,292.4525,290.01,292.67,299.29333333333335,296.6433333333334,291.81333333333333,297.47666666666663,298.64666666666665,295.57,287.8533333333333,283.99666666666667,286.5733333333333,291.16999999999996,273.0466666666667,275.22,269.01666666666665,L8
2018-07-05 22:10:54+00:00,378.55,381.97,262.88,263.235,237.54500000000002,273.13,263.38,283.305,348.0,261.87,300.2,187.725,258.015,250.05,193.385,,301.2,251.7275,214.0625,204.2225,175.155,,275.45,205.005,237.7825,275.582,295.46799999999996,235.23,287.01,286.298,262.008,273.728,294.53,288.654,297.258,293.616,293.06800000000004,292.044,293.93399999999997,297.282,299.566,296.312,293.42199999999997,292.322,289.43199999999996,292.64,298.4425,296.06,290.95,297.38,297.98749999999995,294.565,287.045,282.87,285.9325,290.35749999999996,268.01,274.23,268.4825,L8
2018-08-06 22:11:10+00:00,,,,260.53499999999997,234.23000000000002,268.13,260.735,244.575,,257.4,255.70999999999998,182.83499999999998,257.625,251.21,192.79000000000002,,,251.7475,214.495,204.8175,174.765,,267.44,208.53,240.39749999999998,273.7325,293.06,235.8875,284.77250000000004,286.5325,249.3075,270.3525,293.72333333333336,287.17499999999995,294.76,291.64,291.925,290.6125,292.23,296.2575,297.3175,294.34499999999997,291.375,291.4275,287.005,291.31,297.5133333333333,294.53999999999996,289.7833333333333,296.21,297.26,291.8733333333334,283.56,280.07,284.7833333333333,288.30333333333334,262.99,271.9433333333333,266.74666666666667,L8
2018-09-07 22:11:24+00:00,,,,260.87666666666667,233.57666666666668,268.13,260.735,244.575,,257.4,255.70999999999998,184.15,256.8666666666667,250.055,185.86333333333334,248.44,235.66,251.704,213.51,204.062,174.765,,267.44,207.18200000000002,239.892,272.742,293.07,235.12199999999999,284.928,286.084,256.304,270.3525,293.76,288.20799999999997,295.05,291.71400000000006,291.82800000000003,290.75,291.938,296.334,296.744,294.048,290.986,290.95,286.48400000000004,291.02,297.10749999999996,294.40999999999997,289.395,296.2425,297.2575,291.45000000000005,282.94500000000005,280.78749999999997,284.395,288.195,267.5875,271.26,266.015,L8
2019-02-14 22:11:33+00:00,,,,261.56,232.27,,,,,,,186.78,255.35,248.9,172.01,248.44,235.66,251.53,209.57,201.04,,,,201.79,237.87,268.78,293.11,232.06,282.445,283.06,284.29,269.77,292.405,290.98,295.7,291.53999999999996,291.15,291.545,290.37,296.25,295.08,293.32500000000005,289.8,288.995,283.54499999999996,289.76,295.325,292.81,286.065,295.96,297.25,290.18,281.1,282.94,283.23,287.87,281.38,269.21,263.82,L8
2019-03-02 22:11:29+00:00,,,,261.56,232.27,267.17,261.38,,,,,186.78,255.35,236.13,172.01,245.735,244.69,251.31,209.22,203.95999999999998,171.89,,251.01,200.78,232.685,268.855,293.39,233.095,284.39,283.06,284.845,272.42499999999995,292.8666666666667,291.37666666666667,295.62666666666667,291.90000000000003,290.76,291.11333333333334,290.56666666666666,296.0133333333333,295.1766666666667,293.7866666666667,289.76,289.0366666666667,284.28999999999996,289.4533333333333,295.1433333333333,292.91333333333336,287.06333333333333,295.78,296.725,290.45000000000005,280.92,282.2,282.82000000000005,285.82,263.23499999999996,268.03999999999996,263.04499999999996,L8
2019-06-22 22:11:40+00:00,,,267.93,272.27,252.36,272.805,265.16499999999996,254.51,,272.02,271.83,,278.36,223.36,,243.03,258.22,255.7,218.925,214.555,181.065,196.9,263.2,211.255,239.475,282.61,298.08000000000004,241.255,286.8733333333333,285.91333333333336,288.28999999999996,272.42499999999995,294.59,295.25666666666666,298.0,294.84999999999997,294.68333333333334,293.73333333333335,293.72333333333336,297.2266666666667,298.28999999999996,296.00333333333333,293.01666666666665,291.97999999999996,287.6766666666667,291.62666666666667,298.6266666666666,295.41,289.96,297.74333333333334,299.18,295.295,285.84000000000003,286.22,291.63,293.53,245.09,274.33500000000004,272.395,L8
2019-07-08 22:11:44+00:00,,,265.1,270.47,249.79000000000002,274.62666666666667,266.0233333333333,254.29,,269.28499999999997,262.385,,280.475,223.36,,262.61,255.98333333333335,257.2866666666667,221.33666666666667,217.06333333333336,183.26,197.635,262.93666666666667,224.5666666666667,239.475,285.98,300.0133333333333,243.42999999999998,288.4425,287.4475,290.21,274.74,295.5475,297.4825,299.1175,296.6625,296.3125,293.73333333333335,305.2375,298.2075,299.335,297.21,293.88,292.5225,289.6725,292.0525,299.4475,296.25,291.46,298.51750000000004,300.68666666666667,295.295,285.84000000000003,287.55,306.15333333333336,293.53,245.09,274.33500000000004,272.395,L8
2019-08-09 22:11:55+00:00,,,265.1,270.47,249.79000000000002,274.62666666666667,264.0475,254.29,,269.28499999999997,262.385,,280.475,223.36,,262.61,255.98333333333335,253.955,216.1625,206.2225,183.26,197.635,262.93666666666667,224.5666666666667,237.11333333333332,280.99,297.08,238.78,287.092,286.23,290.21,274.74,294.312,294.604,297.40200000000004,296.6625,294.42999999999995,292.2725,301.63800000000003,297.088,297.46799999999996,295.806,292.462,284.46799999999996,287.726,290.88,297.994,294.446,288.788,297.028,298.485,292.3566666666667,283.6166666666667,284.2025,298.5575,288.80333333333334,247.195,270.59666666666664,268.33,L8
2020-01-16 22:11:59+00:00,,,,,,,258.12,,,,,189.05,254.94,224.01,195.68,,265.19,246.81000000000003,204.27499999999998,189.83999999999997,174.22,,,,224.675,267.145,290.2,228.44,284.03999999999996,284.88,,268.4,290.71000000000004,287.24,294.08000000000004,292.2,289.64,290.2,290.62,295.725,293.91499999999996,292.87,290.31,271.79499999999996,283.78999999999996,289.55,295.935,290.94,284.71500000000003,294.9,295.53499999999997,290.5,282.96500000000003,278.46500000000003,280.4,285.67,266.00499999999994,265.52,262.29499999999996,L8
2020-06-08 22:11:24+00:00,,,,,,,,,,,,189.05,254.94,224.01,195.68,,265.19,249.66,207.91,205.98,174.22,,,,214.13,266.515,289.84000000000003,231.99,282.395,285.85,,268.4,290.565,274.99,292.1,290.22,289.445,290.99,291.20500000000004,295.40999999999997,296.64,293.51,290.685,290.155,285.53499999999997,289.95000000000005,296.21000000000004,292.96,285.96500000000003,294.05,295.28999999999996,291.985,283.825,279.62,281.55999999999995,284.94,266.8299999999999,266.405,263.34000000000003,L8
2020-07-10 22:11:39+00:00,,,262.54,269.15,240.97,,269.5,253.59,,274.22,271.56,189.05,266.78999999999996,251.655,239.475,283.48,265.19,254.27500000000003,215.715,213.99,181.76,196.31,264.6,248.16,214.13,274.91,294.4533333333333,237.12,295.33666666666664,288.04,293.47,274.825,293.30333333333334,282.74333333333334,295.21666666666664,293.23333333333335,292.0133333333333,292.41,294.90000000000003,297.09999999999997,298.51666666666665,296.09999999999997,294.13,291.97,289.5733333333333,291.59666666666664,299.43,295.05,288.97333333333336,295.6766666666667,296.8533333333333,294.92333333333335,286.6066666666666,283.6033333333333,287.38666666666666,290.5366666666667,275.1466666666666,270.51666666666665,268.1766666666667,L8
2020-07-26 22:11:44+00:00,,,262.54,265.29499999999996,235.675,270.21,266.78,250.075,,274.22,271.56,187.52,272.525,268.45000000000005,278.69,274.395,231.68,255.34500000000006,217.29000000000002,213.67000000000002,185.34,188.785,264.6,230.25,215.875,281.2233333333333,295.04,238.76333333333332,295.28000000000003,288.2766666666667,276.59000000000003,272.13,293.9933333333333,283.93,294.18,293.0133333333333,293.24,292.19,294.96333333333337,296.36666666666673,298.76,295.56333333333333,293.39666666666665,292.48,289.25333333333333,291.18666666666667,299.0133333333333,295.2,288.5733333333333,294.3966666666667,296.07,294.17,285.8933333333334,283.48333333333335,288.06666666666666,288.62666666666667,274.6466666666666,270.89666666666665,269.0,L8
2020-08-27 22:11:56+00:00,,,257.995,265.43666666666667,237.56000000000003,270.21,266.78,250.075,,267.58000000000004,269.08000000000004,187.52,273.52,268.45000000000005,278.69,274.395,235.565,255.10000000000005,217.35333333333332,213.59,185.09666666666666,188.45000000000002,253.145,225.79333333333332,220.90333333333334,282.9225,295.685,240.12,293.61,288.865,279.0566666666667,270.58666666666664,294.15749999999997,287.1325,295.55,292.9475,294.425,292.635,295.9125,296.7375,299.6625,295.64250000000004,293.485,292.6775,288.4625,291.66249999999997,299.2075,295.9425,290.1025,295.2475,297.1375,295.33,286.8875,284.6275,289.0175,289.9825,277.5824999999999,271.5825,269.21750000000003,L8
2020-12-01 22:12:09+00:00,,358.06,257.995,265.43666666666667,237.56000000000003,270.95,266.98333333333335,249.4333333333333,,267.6933333333333,265.82,187.52,273.275,270.1266666666667,280.58,278.3066666666667,249.56000000000003,256.12750000000005,216.7525,213.67000000000002,185.1125,188.45000000000002,258.1666666666667,225.79333333333332,220.90333333333334,285.61199999999997,296.998,241.288,294.01000000000005,289.478,282.6175,272.795,294.986,289.15,297.12,294.224,295.07399999999996,293.26000000000005,296.93600000000004,297.324,299.99,296.506,293.942,293.05,290.18,292.652,299.584,296.584,291.13,296.358,298.25199999999995,296.51599999999996,287.99,285.386,289.43600000000004,290.998,279.33799999999997,272.196,269.31800000000004,L8
2021-02-19 22:11:51+00:00,,358.06,258.995,266.895,236.92000000000002,271.7,267.07,248.15,,267.0366666666667,262.29,,273.21000000000004,273.415,283.015,282.385,262.1433333333333,256.09,214.0733333333333,213.40666666666667,183.39666666666668,187.78,254.95,215.535,230.96,291.5733333333333,299.2966666666667,243.76,292.4566666666667,291.00666666666666,289.34,275.1666666666667,296.6133333333333,297.21000000000004,301.1033333333333,296.02,298.27,294.7266666666667,298.66666666666663,299.4066666666667,301.81333333333333,297.5933333333333,294.7833333333333,294.18,291.7033333333333,295.1433333333334,300.58,298.55,294.7166666666667,299.1333333333333,301.49,299.88666666666666,290.7733333333333,288.42333333333335,290.6666666666667,294.7266666666667,286.19,274.1166666666666,268.93333333333334,L8
2021-04-24 22:11:25+00:00,,358.06,262.485,265.33,231.08999999999997,271.00333333333333,266.3666666666666,248.15,338.23,268.5466666666667,258.56333333333333,185.39,271.2766666666667,266.1766666666667,278.2033333333333,272.9433333333333,265.34999999999997,254.30333333333337,211.35,210.77333333333334,180.77666666666664,,259.86,210.445,219.37,290.51,298.7833333333333,241.76333333333332,291.42,289.62333333333333,288.87666666666667,279.0,296.6433333333334,295.92,300.52666666666664,295.9266666666667,296.2266666666667,294.18,296.3966666666667,298.45000000000005,288.5233333333333,297.25666666666666,314.17,294.635,294.51,296.1700000000001,322.3066666666667,298.74,294.73,299.8,302.06500000000005,300.42499999999995,291.225,288.605,290.06500000000005,302.2866666666667,286.0899999999999,274.35499999999996,266.65333333333336,L8
2021-05-26 22:11:31+00:00,,343.755,262.485,265.33,231.08999999999997,271.00333333333333,266.3666666666666,248.15,327.305,268.5466666666667,258.56333333333333,185.39,271.2766666666667,266.1766666666667,278.2033333333333,272.9433333333333,265.34999999999997,254.30333333333337,211.35,210.77333333333334,180.77666666666664,,259.86,210.445,219.37,290.51,298.7833333333333,241.76333333333332,291.42,289.62333333333333,288.87666666666667,279.0,296.6433333333334,295.92,309.91499999999996,295.9266666666667,304.4675,304.11,306.5475,298.45000000000005,299.28999999999996,298.9425,317.345,294.635,304.71999999999997,307.9266666666667,326.21750000000003,298.74,294.73,310.57666666666665,314.68666666666667,310.0833333333333,291.225,301.72333333333336,290.06500000000005,312.83250000000004,286.0899999999999,274.35499999999996,266.65333333333336,L8
2021-07-13 22:11:43+00:00,,329.45,257.50333333333333,267.2233333333333,233.5666666666667,271.8933333333333,267.17,250.4,327.305,267.8433333333333,260.11,185.39,271.7633333333333,264.81666666666666,276.22,269.0333333333333,259.48,254.2966666666667,212.50666666666666,209.92,180.96666666666667,189.57,263.185,214.29333333333332,232.335,288.0,298.15000000000003,242.71333333333334,290.34,289.4266666666667,287.40333333333336,273.83,296.03333333333336,296.74666666666667,309.69,295.40000000000003,305.68,304.1625,306.27,298.36333333333334,299.64,298.39,317.3725,294.5,302.93666666666667,307.47333333333336,325.7925,298.36,294.115,309.6066666666667,313.44,309.21,288.74,300.6666666666667,291.26,312.8675,285.8549999999999,274.99,267.1366666666667,L8
2021-11-06 22:12:48+00:00,,329.45,247.54,271.01,238.52,274.36,269.8,250.4,316.38,265.81,263.94,201.17,269.385,260.28499999999997,278.41,274.4,247.675,256.5450000000001,215.22,209.095,185.73,189.57,258.115,217.305,235.0,286.99,300.28,246.12,292.3,291.105,287.405,271.655,296.44000000000005,298.13,313.93333333333334,296.8,308.6466666666667,308.43333333333334,311.53666666666663,299.65,311.75,299.76,306.22333333333336,293.97,302.74333333333334,306.9866666666667,312.3633333333333,298.075,292.905,310.1433333333334,313.1266666666667,308.09,288.08000000000004,299.43333333333334,289.935,310.3333333333333,284.40999999999997,275.305,269.365,L9
2022-01-29 22:12:05+00:00,,,,,,,,,,,,191.89999999999998,262.755,249.255,,242.66,235.41,251.31500000000005,208.16000000000003,206.135,176.38,,241.37,206.74,217.24,278.955,297.88,236.025,289.54,289.03499999999997,285.115,276.055,296.41,293.475,298.96500000000003,294.09000000000003,292.8,293.3,296.015,298.945,298.395,296.7,293.25,292.345,289.475,293.64,298.765,295.82,290.94,299.26,299.645,295.135,288.01,283.80999999999995,283.97,287.835,281.5949999999999,271.875,258.3,L9
2022-02-14 22:12:01+00:00,,,270.77,269.23,226.08,272.26,268.57,,,266.73,256.01,191.89999999999998,262.755,249.255,,254.99999999999994,249.76500000000001,252.67000000000004,209.81333333333336,209.18666666666664,179.85500000000002,173.57,251.95,208.73666666666668,221.46333333333334,281.96,298.41333333333336,236.46666666666667,290.42,289.71666666666664,286.08,277.9866666666667,296.855,294.79333333333335,298.54,294.9166666666667,294.1566666666667,293.83666666666664,295.86999999999995,299.43,299.19666666666666,297.13,293.97,293.2633333333333,290.0933333333333,293.49,299.5333333333333,296.42,292.09,299.12,300.04,294.8666666666667,288.25666666666666,284.7133333333333,284.91,288.75666666666666,282.44666666666666,272.47333333333336,260.50333333333333,L9
2022-02-22 22:11:50+00:00,,,270.77,269.23,226.08,272.26,268.57,,,266.73,256.01,191.89999999999998,262.755,249.255,,254.99999999999994,249.76500000000001,251.02000000000004,207.52,206.8975,179.85500000000002,173.57,251.95,208.73666666666668,217.9375,278.2725,297.015,234.47,288.5725,288.8875,286.08,277.9866666666667,295.28333333333336,293.4975,297.4925,293.7975,294.1566666666667,292.1,294.40999999999997,298.25,298.1425,296.03999999999996,292.8525,292.745,288.905,292.40999999999997,298.635,295.695,291.21,298.0875,299.24,293.8775,287.3125,284.125,284.2375,287.3275,273.7075,271.3225,260.24,L8
2022-04-03 22:11:45+00:00,,,270.77,269.23,226.08,272.26,268.57,,,268.08000000000004,256.855,191.89999999999998,266.8933333333334,256.0333333333333,275.35,261.2133333333333,256.4866666666667,251.71400000000003,208.78400000000002,208.648,181.3066666666667,173.57,259.48,210.5525,223.748,281.076,297.75,236.61399999999998,289.264,289.434,287.0475,278.70500000000004,295.6275,294.9,297.77,294.932,294.755,292.922,294.63199999999995,298.53,298.98,296.526,293.684,293.258,290.142,292.65999999999997,298.992,296.20799999999997,291.738,298.322,299.386,294.826,287.81000000000006,284.676,286.02200000000005,288.754,275.274,271.966,261.96,L9
2022-06-30 22:12:03+00:00,,,270.77,269.23,226.08,272.26,268.57,,,268.08000000000004,256.855,182.63,267.95500000000004,258.465,275.35,261.2133333333333,267.02500000000003,251.16750000000005,207.97500000000002,209.1,181.3066666666667,173.57,268.535,209.86333333333334,223.51,280.06000000000006,297.135,234.90999999999997,288.5225,289.07500000000005,287.42,280.1966666666667,295.3666666666666,294.485,296.90749999999997,294.7025,294.93,287.342,291.80999999999995,298.18999999999994,298.485,296.27500000000003,293.125,293.155,289.83000000000004,292.2575,298.8025,295.82,291.7225,297.8,299.1125,294.475,287.58000000000004,284.5725,285.93500000000006,288.11,273.35999999999996,271.28499999999997,260.56,L8
2022-07-16 22:12:03+00:00,,,270.77,269.23,226.08,272.26,268.57,,,268.08000000000004,256.855,187.73000000000002,265.23333333333335,255.51,275.35,261.2133333333333,267.02500000000003,251.76800000000003,208.744,207.50799999999998,180.6475,173.57,258.90000000000003,210.68,223.43199999999996,279.528,296.592,235.07799999999997,289.118,289.06000000000006,280.60249999999996,276.4325,295.385,293.822,296.048,294.06399999999996,293.7525,287.81166666666667,291.71,297.974,298.078,295.764,293.066,292.976,289.504,291.916,298.348,295.416,290.892,297.32599999999996,298.71799999999996,293.942,286.994,283.982,285.78600000000006,287.672,270.02,271.53000000000003,261.448,L8
2022-09-10 22:12:03+00:00,,,,220.12,233.77,277.84,272.24,253.57,,268.685,260.97,192.83,268.95,262.44666666666666,275.015,274.62,262.995,256.27000000000004,214.79999999999998,211.86333333333332,182.32000000000002,176.05,260.9766666666667,217.84666666666666,235.05499999999995,288.2966666666667,299.3966666666667,243.50333333333333,293.96000000000004,292.0366666666667,280.7966666666667,275.6933333333333,297.02,296.87333333333333,298.06,296.72999999999996,294.73333333333335,287.485,292.27750000000003,299.2233333333333,300.27,297.33666666666664,295.7833333333333,294.32,292.48,294.14000000000004,298.9766666666667,297.2133333333333,292.54,298.83666666666664,299.62999999999994,296.21000000000004,288.53000000000003,286.25333333333333,290.49,291.99333333333334,275.8,275.2166666666667,268.53,L9
2023-02-17 22:12:13+00:00,,,,220.12,233.77,277.84,272.24,253.57,,267.94,264.24,197.63,262.595,258.73,274.68,256.41499999999996,252.115,256.2200000000001,213.28,213.77,181.99,173.16000000000003,262.38,219.38,210.15,281.955,297.15999999999997,242.165,293.655,289.32,284.15,276.42499999999995,295.13,295.5,301.6,296.475,292.66499999999996,292.385,297.03499999999997,299.58000000000004,300.08,298.01,295.435,293.56,292.895,295.79499999999996,299.5,297.095,293.975,299.54499999999996,300.205,295.4,289.59000000000003,287.695,289.975,292.06,285.63999999999993,275.62,267.595,L9
2023-03-13 22:11:47+00:00,,,,259.54,216.26,,261.21,,,,,193.32999999999998,252.585,249.315,,232.43999999999997,243.94000000000003,251.32000000000008,205.885,204.79500000000002,179.9,170.27,256.0,211.965,209.26999999999998,268.29999999999995,290.865,235.76,287.935,285.745,276.01,274.80499999999995,291.555,292.65,298.44,292.91499999999996,289.215,289.995,293.755,297.275,298.935,295.85,291.42,291.915,289.66499999999996,291.14,296.59000000000003,294.07,293.175,295.95,297.72,291.805,287.235,284.505,286.53999999999996,287.085,266.4599999999999,270.78999999999996,262.39,L8
2023-03-21 22:11:55+00:00,,,,259.54,216.26,,261.21,,,266.96,258.81,193.32999999999998,257.87,254.46666666666667,249.14,232.43999999999997,243.94000000000003,251.32000000000008,205.885,204.79500000000002,179.9,175.79000000000002,261.78499999999997,215.23333333333335,209.26999999999998,277.19,293.11,235.76,290.1766666666667,288.55333333333334,284.21500000000003,278.0733333333333,293.84666666666664,294.25,300.43333333333334,295.25,291.06,292.32666666666665,296.0733333333333,298.31666666666666,300.33,297.32666666666665,292.66,292.71000000000004,291.3666666666666,293.13,298.0133333333333,295.65333333333336,295.05,297.2733333333333,300.24,294.59999999999997,288.48333333333335,285.66333333333336,288.90333333333336,289.0466666666667,272.48999999999995,272.0733333333333,265.0233333333333,L9
2023-05-16 22:11:04+00:00,,,,259.54,216.26,265.21,262.225,246.75,,263.75,256.075,193.46333333333334,259.985,254.0425,249.14,237.34,234.28666666666666,251.25666666666675,207.53666666666666,204.75666666666666,179.97,175.79000000000002,260.9766666666667,214.65,221.24,278.83,292.5825,237.8133333333333,289.81,288.7425,282.29333333333335,276.2875,293.52,294.15999999999997,299.6975,294.5175,291.2525,292.9925,295.35249999999996,297.82,299.89,296.9925,291.865,292.5325,290.6825,292.6925,297.535,295.525,294.87,296.8,299.71,294.395,287.7575,284.295,288.8225,288.0175,267.775,271.315,264.635,L8
2023-05-24 22:11:17+00:00,,,,259.54,220.565,265.21,262.225,246.75,339.42,262.9433333333333,257.09,193.46333333333334,262.848,255.07200000000003,265.57,250.11249999999998,234.28666666666666,253.57500000000005,210.625,206.065,181.15333333333334,175.79000000000002,262.95,216.244,229.9,281.894,293.806,240.24,290.932,290.018,284.3825,277.48,294.66,295.214,300.366,295.256,292.82399999999996,293.758,296.326,298.364,300.394,297.248,292.274,293.28000000000003,291.032,293.316,298.024,296.562,295.81,297.402,300.79200000000003,294.68,288.082,284.928,288.98400000000004,287.95799999999997,268.52599999999995,271.27200000000005,264.226,L9
2023-06-09 22:11:12+00:00,,,,262.765,222.9,267.51,264.09,249.495,339.42,262.7025,259.3025,195.3675,264.315,256.235,265.57,254.07999999999998,229.2775,254.90200000000004,212.14000000000001,207.36399999999998,182.42000000000002,180.05333333333337,263.85,217.785,234.012,282.89,294.145,240.24,291.68,290.495,284.828,277.93833333333333,295.175,295.49666666666667,300.60333333333335,295.7316666666666,293.185,294.2283333333333,296.90000000000003,298.74333333333334,300.78333333333336,297.7233333333333,293.01500000000004,293.6716666666667,291.76166666666666,293.6666666666667,298.3,296.85166666666663,295.52500000000003,298.05833333333334,300.8966666666667,295.52666666666664,288.5466666666667,285.5983333333333,289.82,288.6516666666667,266.86999999999995,271.62833333333333,264.0133333333333,L9
2023-06-25 22:11:08+00:00,,,,264.0133333333333,223.7375,268.03,265.2925,249.62333333333333,339.42,262.322,259.63199999999995,195.3675,265.2214285714286,256.68142857142857,259.0466666666667,253.43666666666664,229.2775,255.71166666666667,213.58333333333334,207.995,182.824,180.05333333333337,264.39166666666665,220.71428571428572,236.875,283.75857142857143,294.2657142857143,241.60399999999998,291.85714285714283,290.9157142857143,285.33666666666664,278.6985714285714,295.5828571428571,296.0828571428571,300.6928571428571,295.8742857142857,293.58,294.71000000000004,297.24142857142857,299.07428571428574,300.9371428571429,297.96571428571434,293.1614285714286,293.89428571428573,291.82,293.75714285714287,298.4614285714286,296.98999999999995,295.9157142857143,298.1657142857143,301.0642857142857,295.7657142857143,288.4742857142857,285.7742857142857,290.23857142857145,288.67285714285714,269.4585714285714,271.7628571428572,263.84000000000003,L9
2023-07-27 22:11:26+00:00,,,,264.0133333333333,223.7375,268.03,265.2925,249.885,339.42,261.9266666666667,259.62833333333333,195.35999999999999,265.525,256.50625,259.0466666666667,253.43666666666664,229.2775,255.67714285714285,213.76857142857142,208.18,183.12166666666667,181.3,264.1114285714286,221.36,238.62857142857143,284.07625,294.045,242.26,291.88125,291.03499999999997,285.5728571428571,278.6985714285714,295.64,296.10875,300.95625,295.77625,293.84499999999997,294.77375,297.55625,299.00625,301.015,298.0425,293.40000000000003,293.86125,291.91875,293.8925,298.49,297.04625,295.8525,298.41375,301.16375,296.19375,288.695,285.90999999999997,290.44124999999997,289.0575,271.47875,271.7725,264.04625,L9
