dates,nzd0122-0000,nzd0122-0001,nzd0122-0002,nzd0122-0003,nzd0122-0004,nzd0122-0005,nzd0122-0006,nzd0122-0007,nzd0122-0008,nzd0122-0009,nzd0122-0010,nzd0122-0011,nzd0122-0012,nzd0122-0013,nzd0122-0014,nzd0122-0015,nzd0122-0016,nzd0122-0017,nzd0122-0018,nzd0122-0019,nzd0122-0020,nzd0122-0021,nzd0122-0022,satname
1999-10-22 21:58:28+00:00,,,,,,,,,,,,356.25,353.54,,,,,341.97,349.31,361.31,366.23,362.21,337.3,L7
1999-12-09 21:58:33+00:00,319.81,301.68,301.52,,,,,,,,,356.25,353.54,,,,,341.97,349.31,364.8,372.645,362.815,347.13,L7
2000-03-14 21:58:11+00:00,328.12,308.9,310.42999999999995,331.41,341.8,341.56,323.78,324.76,316.86,,296.31,356.25,353.54,,,,,358.15,349.31,364.8,372.645,362.815,347.13,L7
2000-04-15 21:57:55+00:00,330.3933333333334,311.35999999999996,311.47666666666663,330.57000000000005,338.84000000000003,336.66499999999996,323.76,320.37,316.505,,308.095,338.765,334.06,314.0,,,,358.15,349.31,364.8,372.645,362.815,347.13,L7
2000-12-11 21:56:00+00:00,,,,,,,,,279.31,337.19,341.27,285.75,288.28,293.57,306.03,325.12,312.73,315.0,317.53,327.8,330.69,,,L7
2000-12-27 21:56:05+00:00,,,,321.3,332.98,,,,279.31,337.19,341.27,284.6,291.09,304.54999999999995,317.205,325.425,317.435,317.34000000000003,316.73,326.815,331.58500000000004,324.63,,L7
2001-10-11 21:53:46+00:00,,321.87,,342.01,,,,,,,,,,275.8,298.23,302.82,307.66,302.78,307.19,312.88,316.61,,,L7
2002-01-15 21:54:23+00:00,318.48,311.37,295.9,324.23,332.39,320.18,305.71,,,,,,,275.8,298.23,302.82,307.66,302.78,307.19,341.5,316.61,369.26,369.83,L7
2002-01-31 21:54:26+00:00,318.48,311.37,295.9,324.23,332.39,320.18,305.71,,,,,,,275.8,298.23,302.82,323.425,313.25,314.45,339.08666666666664,326.58000000000004,350.65999999999997,369.83,L7
2002-08-27 21:53:36+00:00,,340.85,321.63,355.39,367.76,363.99,,338.44,,,,,,,,283.08,277.21,277.39,288.73,306.75,307.37,311.32,,L7
