dates,satname,nzd0122-0000,nzd0122-0001,nzd0122-0002,nzd0122-0003,nzd0122-0004,nzd0122-0005,nzd0122-0006,nzd0122-0007,nzd0122-0008,nzd0122-0009,nzd0122-0010,nzd0122-0011,nzd0122-0012,nzd0122-0013,nzd0122-0014,nzd0122-0015,nzd0122-0016,nzd0122-0017,nzd0122-0018,nzd0122-0019,nzd0122-0020,nzd0122-0021,nzd0122-0022
2013-09-02 22:07:40.639000,L8,,,,,,,,,,,,,,281.41,288.44,288.79,284.70,285.53,287.27,301.76,304.14,296.95,
2013-10-20 22:07:26.886000,L8,369.13,342.06,342.78,,,,,284.80,330.04,365.52,296.93,279.03,286.44,292.40,298.47,301.98,298.25,297.15,305.49,316.14,319.94,310.22,292.61
2013-11-05 22:07:22.900000,L8,,,,,,,,,,369.20,296.91,284.24,291.65,299.44,309.70,315.65,307.54,302.23,315.52,327.12,322.33,313.31,291.95
2013-11-21 22:07:13.797000,L8,,,,,,,,,,,,,,,,,286.56,283.48,282.20,298.50,300.19,293.32,
2013-12-07 22:07:14.870000,L8,,,,,,,,,,,,,,,,,288.84,287.08,290.26,302.82,302.63,297.06,
2014-01-08 22:06:55.162000,L8,360.62,354.02,344.53,366.51,,,,287.83,285.86,362.97,296.53,287.96,290.27,301.52,305.88,310.87,300.61,303.17,304.84,315.51,321.15,314.41,300.10
2014-01-24 22:06:45.554000,L8,,,,,,,,,,,,,,,,,285.01,281.64,286.87,298.87,300.92,295.84,
2014-02-09 22:06:33.299000,L8,360.53,,,,,,,,,,,279.55,286.91,296.09,300.41,306.49,298.37,299.48,302.38,312.38,317.80,312.30,
2014-02-25 22:06:20.497000,L8,,,,,,,,,,,,,,,,,276.80,279.85,279.33,292.51,298.44,291.26,
2014-04-30 22:05:22.578000,L8,370.02,341.78,342.92,353.51,356.48,357.15,339.48,,,,,,288.43,297.95,303.84,309.93,298.81,300.68,304.34,312.51,318.11,310.49,291.58
2014-05-16 22:05:09.831000,L8,371.99,345.26,344.44,,367.46,360.89,344.46,,,,,278.42,287.83,295.64,303.02,307.64,298.74,299.79,304.16,317.25,318.29,315.01,299.46
2014-08-20 22:05:42.763000,L8,,,,,,,,,,,,,278.94,288.54,300.20,303.53,302.01,294.86,312.44,317.58,317.31,303.55,290.90
2014-10-07 22:05:49.968000,L8,,,,,,,,,,,,,283.75,291.86,299.59,304.05,295.78,295.12,301.29,311.20,314.79,302.70,287.50
2014-11-08 22:05:52.173000,L8,359.04,339.26,336.67,,,,,283.31,291.53,354.80,295.44,284.06,291.70,299.09,307.81,310.00,299.31,299.85,304.98,317.40,316.90,314.88,298.89
2015-02-28 22:05:24.487000,L8,368.56,346.45,336.27,,,,,,,,,,283.56,295.81,302.11,305.94,296.51,295.15,301.93,310.05,311.58,303.45,285.84
2015-04-01 22:05:01.841000,L8,362.25,340.45,338.63,338.72,,,,,,,,280.31,286.30,299.41,302.30,307.74,300.43,298.45,303.96,310.58,313.96,306.86,295.46
2015-06-20 22:04:57.007000,L8,,,,,,,,,,,,,281.22,286.43,293.97,295.47,280.69,276.85,,,,,
2015-07-06 22:05:06.214000,L8,,,,,,,,,,,,,,,,288.72,283.01,282.60,283.15,292.77,298.64,,
2015-08-23 22:05:24.610000,L8,,,,,,,,,,,,,278.12,287.74,292.89,296.94,288.98,287.08,295.85,304.89,307.46,301.20,287.61
2015-12-13 22:05:45.605000,L8,373.14,278.34,285.91,281.62,291.69,277.49,273.44,347.62,345.21,366.90,345.61,351.85,305.47,341.34,315.26,317.10,313.40,305.46,311.12,322.60,322.94,317.75,308.18
2016-05-21 22:05:14.459000,L8,370.21,343.09,339.73,346.74,367.49,363.59,,284.95,349.02,380.40,296.69,289.49,288.50,299.18,303.32,307.64,297.90,299.98,301.84,310.57,317.55,309.43,294.67
2016-09-10 22:05:51.530000,L8,,,,,,,,,,,,280.27,285.08,290.69,301.32,304.56,298.46,295.36,301.78,308.95,311.40,304.25,293.39
2016-10-12 22:05:57.250000,L8,,,,,,,,,,,,280.52,283.19,293.86,299.99,303.70,295.84,295.08,300.71,308.43,310.22,302.69,289.40
2017-01-16 22:05:47.126000,L8,372.54,360.15,366.61,366.98,370.46,,,,,,299.36,287.49,290.98,298.78,303.32,307.19,301.69,296.47,303.33,311.76,313.70,307.71,
2017-02-01 22:05:40.248000,L8,,,,,,,,,,,,,,,,,289.64,279.86,291.22,299.79,300.93,295.65,
2017-03-05 22:05:27.019000,L8,,,,,,,,,,,,,,,,,282.34,280.89,286.14,299.73,299.95,293.39,
2017-05-24 22:05:10.453000,L8,,,,,,,,279.61,287.98,382.48,302.77,276.83,288.61,302.96,307.01,311.91,302.04,300.24,303.69,314.24,321.87,314.22,293.38
2017-07-11 22:05:26.464000,L8,,,,,,,,,,,,,,,,,,298.95,300.23,309.35,311.53,303.24,290.01
2017-09-13 22:05:44.459000,L8,372.98,351.05,345.45,,,,,,,374.97,299.16,283.79,291.43,294.93,303.12,304.70,299.29,297.76,302.23,311.61,315.73,307.69,292.61
2017-12-02 22:05:46.939000,L8,360.02,339.82,334.31,,,,,284.14,288.13,388.68,299.95,292.06,291.71,302.09,302.61,309.07,301.75,302.43,307.19,312.96,318.29,306.68,301.00
2017-12-18 22:05:49.621000,L8,,,,,,,,,,,,,,,,,290.71,288.81,294.97,302.99,303.76,296.44,
2018-01-19 22:05:38.704000,L8,368.61,360.83,367.49,372.09,379.56,345.31,324.54,311.31,312.16,387.00,381.15,314.45,318.76,325.67,317.32,324.62,321.16,323.65,322.86,333.48,331.37,323.80,319.52
2018-02-04 22:05:29.733000,L8,,,,,,,,,,,,,405.09,308.40,318.44,309.08,317.84,306.80,326.97,,,,
2018-03-08 22:05:15.942000,L8,,,,,,,,,,,,,283.68,293.00,298.33,302.35,296.21,295.28,298.25,307.02,298.27,298.75,299.14
2018-04-25 22:04:50.953000,L8,,,280.07,369.44,280.93,,,,,,,,,,403.90,303.17,297.77,296.49,302.58,308.33,313.45,307.76,295.85
2018-08-31 22:05:11.322000,L8,,,,,,,,,,,,,279.42,286.57,291.24,297.71,287.52,288.82,290.50,302.93,308.03,299.26,
2018-10-02 22:05:23.291000,L8,,,,,,,,,,,,,285.55,289.29,297.54,298.72,293.13,290.98,294.03,308.70,309.36,301.76,285.84
2018-10-18 22:05:29.751000,L8,374.27,320.20,345.07,343.76,352.42,,,283.52,287.22,385.05,301.57,292.46,291.05,299.87,304.22,306.69,300.62,300.65,304.73,311.75,318.50,309.10,294.35
2018-11-03 22:05:33.462000,L8,379.60,360.27,347.99,347.74,,,,287.15,290.16,421.44,305.85,296.80,296.74,301.93,311.78,310.01,306.76,303.75,306.65,317.30,318.81,313.27,297.82
2018-12-21 22:05:30.731000,L8,371.36,352.01,343.16,340.74,,,,286.27,288.35,377.54,306.19,298.95,293.31,301.60,307.03,310.00,301.99,305.05,306.18,314.38,320.85,312.14,289.09
2019-01-06 22:05:29.894000,L8,,,,,,,,,,,,,,,,,280.25,282.54,283.26,297.88,300.87,293.02,
2019-01-22 22:05:26.296000,L8,372.88,345.68,345.79,349.94,333.40,350.84,,,,,304.99,291.61,296.03,299.34,305.02,307.58,301.40,302.62,305.59,316.18,318.40,316.35,286.81
2019-04-12 22:05:06.784000,L8,372.97,364.82,358.94,361.23,,,,287.52,290.16,360.10,305.80,296.83,298.28,300.67,308.86,308.44,304.37,299.57,305.82,317.09,322.08,316.10,294.81
2019-05-14 22:05:12.306000,L8,,,,,,,,,,,,,,,,,279.93,282.47,282.76,293.62,300.06,291.95,
2019-07-17 22:05:35.131000,L8,,,,,,,,,,,,,,,,285.94,283.97,278.28,279.47,293.47,299.60,,
2019-09-03 22:05:50.569000,L8,273.47,304.00,305.90,298.34,291.41,287.55,282.96,304.85,299.65,348.99,310.52,319.95,311.59,311.93,316.83,316.73,311.52,312.87,319.78,326.40,327.48,318.69,320.03
2019-09-19 22:05:56.310000,L8,,,,,,,,,,369.44,304.81,300.33,293.92,296.97,306.18,308.35,300.15,301.33,300.15,313.48,313.14,304.06,287.72
2019-10-21 22:06:01.934000,L8,,,,,,,,,,,,,,,,,278.43,281.98,284.16,300.10,301.64,294.05,
2019-11-06 22:06:00.727000,L8,,,,,,,,,,,,,,,,,292.20,290.31,294.42,308.75,309.91,303.98,
2020-01-09 22:05:49.761000,L8,373.48,364.27,,,,,,,,,303.84,292.84,295.36,299.60,304.92,308.71,300.19,302.11,304.64,314.81,319.17,311.07,
2020-01-25 22:05:45.614000,L8,373.64,,,,,,,,,,304.14,293.16,296.22,297.75,304.65,308.01,300.12,300.45,302.75,313.30,317.95,310.42,
2020-02-10 22:05:40.938000,L8,377.62,367.44,362.18,367.44,368.73,345.87,,,,,304.78,296.27,295.84,301.22,306.23,309.07,300.38,302.33,305.13,314.43,320.61,311.37,296.22
2020-08-20 22:05:42.019000,L8,,,,,,,,289.38,287.26,360.11,305.06,292.02,300.63,298.92,306.86,313.64,303.67,301.53,307.05,306.96,315.37,307.51,
2020-09-21 22:05:54.893000,L8,,,,,,,,,,,299.33,286.21,282.22,292.16,297.31,303.74,292.96,294.32,295.30,307.22,311.52,302.60,
2020-10-23 22:05:58.112000,L8,,,,,,,,,,,,,,,,,280.36,280.63,282.41,297.49,298.66,292.10,
2020-12-26 22:05:56.607000,L8,,,,,,,,,,,,,,,,,285.21,288.56,287.62,298.19,301.26,294.53,
2021-02-12 22:05:43.398000,L8,,,,,,,,,,,304.75,296.47,292.66,299.02,305.84,309.98,301.41,301.09,304.70,313.45,321.53,310.71,293.09
2021-04-01 22:05:24.398000,L8,,,,,,,,,,,,,,,,287.48,280.46,279.12,282.85,296.08,299.68,293.19,
2021-05-03 22:05:08.805000,L8,372.45,351.98,348.86,355.55,360.75,,,287.34,288.95,356.22,306.27,296.08,296.00,296.92,308.31,309.63,300.50,296.22,300.19,315.90,318.12,314.78,295.98
2021-09-24 22:05:56.897000,L8,368.22,343.25,338.86,,,,,325.43,331.60,356.35,342.29,294.84,296.13,298.09,302.14,311.30,303.63,303.56,311.69,322.14,320.73,313.28,300.38
2021-10-26 22:06:04.141000,L8,,,,,,,,,,,303.69,296.29,296.22,297.66,307.66,314.60,308.23,305.24,313.39,319.66,319.62,305.60,296.04
2021-12-05 22:06:01.634000,L9,,,,,,,,,,,,,359.36,373.45,418.18,327.97,317.91,315.55,316.61,328.82,331.88,336.02,311.78
2021-12-29 22:05:53.312000,L8,371.58,350.15,337.18,337.32,,,,,,,301.77,294.54,295.43,297.63,304.91,307.52,300.87,298.97,302.36,312.82,317.50,308.49,298.30
2022-02-15 22:05:42.198000,L8,368.35,349.84,355.38,,,,,,,,302.48,294.83,291.46,301.83,304.59,304.77,290.31,289.55,290.44,307.44,319.29,309.69,300.18
2022-02-23 22:05:44.132000,L9,,,,,,,,,,,301.27,294.29,291.86,298.72,302.72,306.92,299.57,300.52,302.70,312.01,317.57,306.56,288.50
2022-06-15 22:05:16.001000,L9,370.32,342.88,339.61,,,,,282.25,286.78,345.23,301.46,291.21,290.86,293.61,300.54,307.02,299.77,296.89,295.87,309.49,314.01,306.33,293.13
2022-10-05 22:05:58.861000,L9,,,,,,,,288.69,292.19,424.08,307.60,298.19,296.24,300.92,310.44,314.04,307.46,306.01,313.59,330.21,323.82,314.27,305.39
2022-10-21 22:06:05.581000,L9,363.55,338.53,339.21,,,,,285.49,287.49,386.97,301.78,297.26,292.36,300.61,307.02,309.42,303.47,303.15,303.29,313.83,320.82,314.45,308.38
2022-11-22 22:06:05.804000,L9,,,,,,,,,,,304.57,299.31,295.81,303.08,307.71,310.45,301.77,309.76,317.60,331.62,323.85,314.72,304.48
2023-01-25 22:06:01.288000,L9,,,,,,,,,,,,,278.48,288.75,290.12,299.52,292.94,294.69,295.15,302.97,306.44,298.55,
2023-02-18 22:05:50.040000,L8,,,,,,,,,,,,,,,,,276.79,287.01,280.73,294.67,299.86,292.49,
2023-03-06 22:05:38.279000,L8,,,,,,,,,,,297.84,291.96,292.73,296.03,304.03,299.04,,,,,,,
2023-03-14 22:05:47.276000,L9,,,,,,,,278.13,286.81,348.61,299.62,294.49,292.05,295.49,300.56,306.72,298.06,299.33,302.21,309.69,312.01,303.95,289.24
2023-03-22 22:05:28.899000,L8,366.50,340.67,339.61,342.29,346.45,359.23,,279.02,289.42,350.38,299.25,293.19,292.05,292.91,298.87,307.56,298.60,301.60,302.79,312.06,313.34,309.63,288.87
2023-04-23 22:05:09.227000,L8,367.37,335.85,,,,,,276.98,291.43,353.43,301.73,294.44,296.29,298.19,310.02,322.49,309.74,308.11,311.59,316.54,320.86,312.83,290.00
2023-05-25 22:04:56.681000,L8,,,,,,,,,,,,,,,,291.26,285.50,284.10,283.54,300.61,303.52,293.33,
2023-06-02 22:05:05.917000,L9,,,,,,,,,,299.46,301.63,300.46,294.20,303.81,305.22,311.07,299.63,302.18,304.96,315.17,320.90,315.19,291.20
2023-06-10 22:05:03.911000,L8,,,,,,,,,,,,,,,,290.54,284.26,283.95,283.35,299.16,301.10,295.22,
2023-07-12 22:05:20.312000,L8,366.76,340.47,,,,,,274.79,284.44,378.12,296.37,292.03,286.74,287.80,297.62,303.35,298.06,295.99,293.47,308.21,310.46,303.54,288.78
2023-08-05 22:05:23.191000,L9,,,,,,,,,,337.39,295.40,293.15,281.12,288.36,296.81,302.20,297.57,294.43,294.33,306.69,309.82,301.45,
2023-08-21 22:05:28.170000,L9,368.56,339.75,306.86,338.20,344.78,322.19,334.41,278.41,284.51,365.58,298.46,292.73,288.25,287.29,296.16,305.08,296.41,296.11,295.90,307.76,310.09,303.51,288.43
2023-09-06 22:05:38.778000,L9,,,,,,,295.59,309.55,313.21,366.52,306.55,294.05,293.07,297.40,302.25,312.56,308.42,301.72,310.18,314.01,311.87,306.58,294.41
2023-09-30 22:05:45.717000,L8,,,,,,,,,,346.42,299.54,290.51,284.00,288.30,298.03,305.64,297.20,298.29,296.90,308.69,309.69,303.87,284.10
2023-10-08 22:05:46.354000,L9,,,,,,,,,,,,,,,,291.39,287.61,286.15,286.70,299.57,301.48,291.88,
2023-10-16 22:05:47.555000,L8,,,,,,,,,,,,,,,,293.04,287.14,287.05,284.43,296.68,301.33,292.91,
2023-11-09 22:05:48.886000,L9,,,,,,,,,,490.02,441.38,350.60,410.46,337.31,337.70,310.35,312.62,,,,,,
2023-11-25 22:05:56.641000,L9,,,,,,,,279.80,287.60,375.54,297.47,293.71,289.27,296.36,300.39,306.73,300.09,301.95,304.78,311.81,311.70,304.59,285.33
2023-12-19 22:05:51.242000,L8,,,,,,,,282.71,289.47,370.63,301.82,296.09,292.97,297.45,305.77,307.60,300.83,302.87,303.12,318.60,317.12,309.35,284.60
2024-01-28 22:05:54.259000,L9,,,,350.61,366.41,400.12,392.86,373.21,356.98,371.63,361.44,324.34,320.88,329.50,327.29,327.60,326.40,357.62,329.71,340.73,345.81,334.26,334.72
2024-02-05 22:05:44.082000,L8,,,,,,,,,,,290.55,285.80,279.87,287.46,291.73,300.82,293.28,291.50,292.33,304.72,307.34,300.32,
2024-02-13 22:05:53.993000,L9,367.83,,,,,,,278.32,286.99,349.87,299.60,293.91,288.66,296.44,302.90,308.96,300.37,298.86,299.16,309.38,312.90,304.87,
2024-02-29 22:05:47.517000,L9,,,,,,,,,,,,,,,,294.15,284.57,283.60,283.01,291.28,302.03,,
2024-03-08 22:05:29.756000,L8,,,,,,,,278.46,286.71,371.47,295.69,288.71,285.51,292.41,300.26,306.68,296.46,296.69,293.46,311.00,310.53,304.22,292.39
2024-03-16 22:05:47.569000,L9,371.90,355.71,360.57,367.07,368.01,,,277.46,287.92,366.70,297.81,295.19,285.91,295.15,299.34,304.70,297.90,295.64,299.81,307.35,310.47,303.88,286.14
2024-03-24 22:05:18.113000,L8,359.43,,,,,,,275.48,287.13,358.99,296.73,291.49,286.07,292.39,297.82,302.28,296.02,291.64,296.46,306.71,307.83,302.92,287.65
2024-05-27 22:04:41.027000,L8,,,,,,,,,,,,,,,,288.44,278.30,281.73,281.44,293.08,299.58,,
2024-06-20 22:04:43.026000,L9,353.35,338.55,342.57,347.21,357.52,365.65,349.41,339.91,339.37,395.40,346.87,342.82,347.05,346.54,343.73,349.41,343.63,321.09,318.48,337.94,342.55,334.59,329.66
2024-06-28 22:04:55.519000,L8,,,,,,,,,,,,,,,,,274.51,277.37,277.25,295.02,299.48,293.65,
2024-07-06 22:04:57.074000,L9,,,,,,,,,,,,,,282.20,292.12,302.06,293.93,292.72,293.33,307.25,310.09,305.78,
2024-07-30 22:05:15.126000,L8,361.53,340.54,342.42,272.76,283.86,283.78,264.15,281.66,340.03,396.02,305.42,307.75,375.25,377.40,363.47,338.62,302.85,302.90,304.76,313.94,314.59,315.09,317.16
2024-08-31 22:05:27.447000,L8,,287.19,293.30,274.91,283.75,284.27,267.69,282.54,289.17,384.88,304.75,300.18,288.49,293.59,301.07,306.95,298.22,297.13,297.68,309.11,311.83,307.16,291.58
2024-09-08 22:05:24.068000,L9,370.87,283.91,290.43,273.12,281.69,278.02,353.56,278.94,286.45,372.06,301.29,298.74,286.01,294.03,300.03,305.70,297.58,295.49,298.62,309.23,311.77,305.96,288.95
2024-09-24 22:05:25.519000,L9,372.42,283.76,290.09,274.64,284.58,283.96,,279.93,344.91,372.70,301.88,299.00,288.98,294.26,301.70,305.19,301.09,297.41,302.32,311.61,313.37,308.77,284.10
2024-10-26 22:05:48.252000,L9,,289.79,291.77,278.70,288.15,284.64,268.21,288.41,292.62,382.34,306.11,306.54,300.09,302.89,308.28,318.13,303.26,303.54,305.31,315.05,319.41,312.30,287.43
2024-12-05 22:05:45.408000,L8,,,,,,,,,,,,,,,,,284.36,282.74,283.64,295.23,299.37,292.62,
2024-12-13 22:05:46.012000,L9,371.26,341.02,339.94,358.96,346.21,367.33,355.35,333.30,347.50,,303.25,300.45,293.04,300.99,307.44,315.42,305.32,302.62,306.81,315.74,318.30,313.15,
2024-12-29 22:05:47.037000,L9,,,,,,,,,,,422.26,296.00,294.41,298.54,306.46,314.82,302.22,377.47,308.79,309.86,311.83,312.45,391.54
2025-01-06 22:05:42.612000,L8,,,,,,,,,,,300.77,294.82,287.42,296.81,300.51,308.03,300.14,299.85,300.12,310.80,314.77,307.06,
2025-01-14 22:05:49.273000,L9,,,,,,,,,,,,,,,,,287.94,284.90,285.00,299.48,300.62,293.88,
2025-02-23 22:05:31.534000,L8,,,,,,,,278.97,284.57,385.41,298.82,294.78,287.85,296.84,307.23,313.85,305.60,300.15,304.66,312.57,319.19,312.06,
2025-06-23 22:05:18.348000,L9,,,,,,,,278.66,288.74,389.81,302.11,295.91,286.27,294.97,300.83,307.61,301.18,298.84,299.10,313.43,311.60,309.08,288.68
2025-08-18 22:05:41.342000,L8,,,,,,,,,,,,,,,,288.91,283.50,282.66,282.51,299.03,299.98,292.78,
2025-09-11 22:05:51.421000,L9,,,,,,,,,,,,,,,,288.88,282.13,286.05,282.78,297.88,298.79,,
2025-09-27 22:05:54.973000,L9,367.77,339.40,337.52,276.24,281.20,283.69,,282.38,287.62,370.73,307.43,298.64,293.85,294.00,302.79,307.10,298.44,299.72,300.61,313.67,314.59,308.62,292.13
