dates,nzd0566-0000,nzd0566-0001,nzd0566-0006,nzd0566-0007,nzd0566-0008,nzd0566-0002,nzd0566-0003,nzd0566-0004,nzd0566-0005,nzd0566-0009,nzd0566-0010,nzd0566-0011,satname
1999-09-20 22:00:08+00:00,,,,,129.83,,,,146.9,,,,L7
1999-09-27 22:06:00+00:00,,,,,133.61,,,,150.315,,,,L7
1999-10-22 22:00:04+00:00,201.93,199.8,,,133.61,197.9,190.06,,150.315,,,,L7
2000-02-27 21:59:52+00:00,206.23000000000002,200.155,200.07,194.28,155.48333333333332,198.845,193.45499999999998,203.23,166.72333333333333,194.69,195.68,195.5,L7
2000-03-30 21:59:45+00:00,204.06000000000003,199.43666666666664,191.07999999999998,189.345,193.655,195.66,193.99666666666667,198.285,196.19,191.125,190.57,192.935,L7
2000-04-15 21:59:31+00:00,204.06000000000003,204.3375,191.07999999999998,198.22,198.98666666666668,200.51999999999998,193.99666666666667,205.05666666666664,204.51666666666665,198.39333333333335,198.60333333333332,192.935,L7
2000-05-01 21:59:30+00:00,204.43999999999997,203.2925,188.77666666666664,194.3675,192.1325,200.0075,193.93999999999997,202.3,199.89499999999998,192.4725,195.095,189.8066666666667,L7
2000-05-17 21:59:19+00:00,195.14499999999998,194.036,175.8,194.3675,185.932,191.392,184.4225,202.3,193.774,183.542,187.046,189.8066666666667,L7
2000-06-18 21:59:03+00:00,195.14499999999998,194.036,171.45999999999998,194.3675,185.932,191.392,184.4225,202.3,187.1966666666667,183.542,187.046,189.8066666666667,L7
2000-08-05 21:58:20+00:00,187.60399999999998,194.036,165.85166666666666,194.3675,185.932,191.392,184.4225,202.3,181.92285714285714,183.542,187.046,189.8066666666667,L7
2001-02-13 21:57:39+00:00,198.88,200.19,,192.82,198.74,198.44,202.79,,206.16,180.52,174.2,180.01,L7
2001-02-20 22:03:48+00:00,207.86,197.37,,190.725,193.805,198.65,199.29500000000002,205.55,201.505,181.73000000000002,180.625,179.185,L7
2001-04-02 21:57:18+00:00,210.28666666666666,190.83,164.89,180.16,193.805,194.38666666666668,196.76,186.23000000000002,195.20666666666668,177.61333333333334,180.625,179.185,L7
2001-05-20 21:57:04+00:00,210.28666666666666,179.6875,164.89,180.16,181.9333333333333,185.2775,196.76,179.92666666666665,189.6175,171.74,180.625,179.185,L7
2001-06-05 21:56:52+00:00,210.28666666666666,179.6875,161.925,180.16,181.9333333333333,185.2775,196.76,179.92666666666665,185.67000000000002,171.74,180.625,179.185,L7
2001-07-07 21:56:36+00:00,211.155,179.6875,161.925,186.1475,186.5175,188.086,197.5,186.595,189.76833333333332,176.402,186.9766666666667,186.07000000000002,L7
2001-10-11 21:55:21+00:00,209.56,146.26,177.585,199.335,184.92666666666665,184.83,197.73000000000002,190.66666666666666,187.475,181.41666666666666,198.835,201.20499999999998,L7
2002-01-15 21:55:59+00:00,188.625,,196.21,178.185,182.47,182.255,181.32,198.08,182.14999999999998,178.315,181.74,202.57,L7
2002-03-04 21:56:09+00:00,195.65333333333334,,203.92000000000002,184.50333333333333,185.62,188.99666666666667,188.37,201.36,189.46666666666667,183.27,187.1866666666667,202.945,L7
2002-05-07 21:56:03+00:00,190.8,149.32,211.63,179.475,173.01666666666665,177.44666666666663,184.685,204.64,185.745,172.63,171.75,203.32,L7
2002-05-30 22:01:37+00:00,190.8,141.185,211.63,179.475,173.01666666666665,173.67249999999999,184.685,204.64,185.745,172.63,171.75,203.32,L7
2002-08-27 21:55:12+00:00,205.91500000000002,160.21,204.935,195.785,182.4,179.1175,198.07999999999998,199.285,200.57,182.57333333333335,180.47333333333336,196.20499999999998,L7
2002-09-12 21:55:07+00:00,203.57,170.26749999999998,197.97,194.265,182.23666666666668,178.535,195.64499999999998,198.59,197.125,182.37333333333333,180.45666666666668,195.695,L7
2002-10-14 21:54:55+00:00,203.57,170.26749999999998,197.97,194.265,182.23666666666668,178.535,195.64499999999998,198.59,184.58333333333334,182.37333333333333,180.45666666666668,195.695,L7
2002-10-30 21:55:01+00:00,202.73000000000002,176.12,198.70000000000002,195.4,186.28500000000003,182.238,195.78666666666666,201.26666666666665,188.475,185.575,185.1775,196.98333333333335,L7
