dates,satname,nzd0160-0000,nzd0160-0001,nzd0160-0002,nzd0160-0003,nzd0160-0004,nzd0160-0005,nzd0160-0006,nzd0160-0007
2015-10-26 22:06:07.756000,L8,297.62,313.06,320.51,305.58,289.58,296.90,300.39,297.31
2015-12-13 22:05:45.605000,L8,329.80,331.40,338.79,337.65,333.47,335.90,333.15,329.28
2015-12-29 22:05:45.209000,L8,333.01,328.43,336.59,333.68,326.90,325.81,324.34,330.05
2015-12-29 22:06:09.164000,L8,319.92,318.61,328.30,321.85,317.67,316.75,316.27,312.05
2016-09-10 22:05:51.530000,L8,327.55,330.47,336.35,330.50,325.13,329.89,323.40,318.07
2016-09-10 22:06:15.488000,L8,295.28,304.41,320.54,305.12,303.10,300.09,296.69,292.80
2016-10-12 22:05:57.250000,L8,,,318.30,304.78,303.78,299.51,297.75,290.27
2016-10-12 22:06:21.213000,L8,311.08,312.29,321.02,311.64,308.65,305.78,301.04,293.98
2016-10-28 22:05:59.220000,L8,,,322.02,318.40,313.22,298.86,303.68,291.11
2017-04-06 22:05:10.007000,L8,305.51,312.61,320.85,304.03,301.66,304.40,294.80,292.68
2017-04-06 22:05:33.966000,L8,305.10,312.38,320.58,,,,,
2017-07-11 22:05:26.464000,L8,302.65,312.50,319.98,306.96,304.08,304.82,,
2018-03-08 22:05:15.942000,L8,,,,300.82,304.37,299.66,287.32,292.31
2018-03-08 22:05:39.901000,L8,,,,,302.52,298.40,282.53,291.49
2018-04-25 22:04:50.953000,L8,304.48,311.89,319.67,,,,,
2018-04-25 22:05:14.903000,L8,304.96,312.30,320.19,303.29,301.30,302.46,297.18,293.28
2018-05-27 22:04:28.824000,L8,307.60,314.24,319.87,312.71,306.35,307.24,300.68,294.13
2018-06-28 22:04:40.307000,L8,296.65,301.28,320.82,,303.75,302.83,298.37,291.65
2018-06-28 22:05:04.262000,L8,305.66,309.67,323.11,317.03,307.65,307.77,300.38,293.55
2018-10-02 22:05:23.291000,L8,,311.95,317.30,306.93,306.81,299.33,298.75,292.98
2018-10-18 22:05:29.751000,L8,295.49,310.90,318.50,302.25,304.97,299.82,299.20,292.51
2019-01-22 22:05:26.296000,L8,317.18,320.91,330.52,323.41,320.59,315.94,314.66,312.11
2019-04-12 22:05:30.743000,L8,,,,302.14,303.33,301.67,298.46,292.58
2019-07-17 22:05:35.131000,L8,306.63,305.86,321.03,,,,,
2019-09-19 22:06:20.269000,L8,300.68,313.50,321.82,315.68,309.25,303.47,302.57,297.28
2021-05-19 22:05:16.285000,L8,304.70,312.33,318.03,305.39,303.75,302.16,297.27,292.81
2021-05-19 22:05:40.235000,L8,304.72,312.31,317.98,305.29,303.79,302.16,297.23,292.82
2021-09-24 22:06:20.847000,L8,294.70,304.69,317.91,305.00,299.49,298.74,,
2022-05-06 22:05:53.688000,L8,307.26,313.60,324.12,,,,,
2022-06-07 22:05:43.588000,L8,,,,,300.26,299.74,295.76,289.60
2022-08-02 22:06:07.308000,L9,,307.37,320.01,317.01,304.31,303.73,297.72,292.61
2022-08-10 22:06:32.253000,L8,297.17,307.91,320.33,313.55,304.88,304.15,295.92,292.95
2022-08-26 22:06:34.331000,L8,,,299.65,309.44,303.80,304.57,297.46,292.17
2022-10-21 22:06:05.581000,L9,303.42,310.42,319.91,,,,,
2023-01-17 22:06:18.381000,L8,291.94,311.44,320.68,,,,,
2023-02-18 22:05:50.040000,L8,300.34,313.01,321.00,318.13,304.06,302.50,,
2023-03-14 22:05:47.276000,L9,294.19,313.91,319.61,,,,,
2023-03-14 22:06:11.235000,L9,,,,305.53,302.09,299.77,296.73,291.48
2023-03-22 22:05:28.899000,L8,307.68,319.75,327.84,319.12,312.47,308.19,305.56,299.45
2023-03-22 22:05:52.850000,L8,307.18,319.17,327.42,317.94,311.98,307.74,304.69,298.94
2023-03-30 22:05:35.326000,L9,,314.30,323.85,311.70,307.70,305.43,299.30,295.59
2023-03-30 22:05:59.281000,L9,315.10,319.10,328.63,319.97,314.56,310.97,305.90,301.46
2023-06-02 22:05:29.872000,L9,307.40,314.27,319.73,315.91,307.61,303.69,,
2023-06-18 22:05:21.666000,L9,296.25,307.42,321.02,311.06,305.58,304.16,297.63,291.87
2023-07-28 22:05:27.011000,L8,308.81,311.78,322.40,313.35,308.27,306.82,299.79,293.01
2023-07-28 22:05:50.970000,L8,308.37,311.65,322.15,312.79,308.20,306.59,299.47,292.73
2023-08-05 22:05:23.191000,L9,,313.33,321.79,308.93,306.78,303.93,294.04,293.24
2024-05-11 22:04:51.948000,L8,,,,,298.87,299.44,295.98,292.66
2024-05-11 22:05:15.899000,L8,,,,,298.85,299.35,296.06,292.69
2024-07-06 22:04:57.074000,L9,,,,304.81,303.69,301.32,299.76,290.70
2024-09-08 22:05:24.068000,L9,306.48,308.86,319.95,309.96,302.28,297.69,,
2024-09-08 22:05:48.031000,L9,307.51,310.40,320.33,311.37,302.36,298.88,,
2025-02-23 22:05:55.493000,L8,321.20,322.48,328.31,324.97,320.89,316.51,312.29,304.21
2025-03-27 22:05:40.953000,L8,302.05,314.17,325.47,316.11,314.43,314.63,308.07,301.29
2025-05-06 22:05:18.638000,L9,,287.09,319.36,310.44,308.67,305.31,302.33,296.92
2025-05-06 22:05:42.584000,L9,,302.47,318.47,308.25,307.76,304.35,301.30,296.13
2025-05-30 22:05:06.698000,L8,308.35,308.09,323.01,316.81,306.67,303.01,300.19,293.97
2025-08-02 22:05:33.990000,L8,303.00,309.61,321.59,315.29,305.90,302.67,300.13,291.28
2025-08-10 22:06:04.262000,L9,332.26,334.82,340.50,340.17,333.11,332.45,328.40,323.13
2025-09-19 22:05:51.369000,L8,,,,304.14,307.24,301.20,297.97,295.01
2025-09-19 22:06:15.328000,L8,,,,311.85,309.53,305.73,299.56,296.85
2025-10-05 22:05:52.792000,L8,,,,309.23,304.03,299.70,295.67,291.09
2025-10-05 22:06:16.755000,L8,,,308.90,316.77,310.20,304.13,300.38,294.65
