dates,satname,nzd0040-0000,nzd0040-0001,nzd0040-0002,nzd0040-0003,nzd0040-0004,nzd0040-0005,nzd0040-0017,nzd0040-0018,nzd0040-0019,nzd0040-0006,nzd0040-0007,nzd0040-0008,nzd0040-0009,nzd0040-0010,nzd0040-0011,nzd0040-0012,nzd0040-0013,nzd0040-0014,nzd0040-0015,nzd0040-0016
1999-07-25 22:04:15.362000,L7,,,,,,,323.34,319.68,306.65,,,,,,,,,,,320.03
1999-08-17 22:10:26.276000,L7,360.81,346.77,343.43,321.98,318.47,322.19,,,,,,,,,,,,,,
1999-09-27 22:04:25.056000,L7,360.60,328.62,321.57,,,,325.04,316.49,321.20,,,,,,,,,,,
1999-10-04 22:10:38.131000,L7,440.63,401.47,411.43,369.05,344.35,348.55,342.34,306.59,329.98,369.56,381.78,357.67,345.94,296.20,293.93,298.33,310.10,307.40,310.36,334.23
1999-10-13 22:04:24.936000,L7,355.23,330.80,318.59,,,,,,,,,,,,,,,,,
1999-11-14 22:04:18.343000,L7,360.63,324.27,315.71,,,,,,,,,,,,,,,,,
1999-11-21 22:10:24.244000,L7,,358.78,353.68,316.99,316.80,321.06,,,,330.63,306.48,,,,,,,,,
1999-12-07 22:10:30.042000,L7,384.22,334.32,348.46,,,,,,,,,,,,,,,,,
2000-01-17 22:04:11.868000,L7,510.94,367.66,354.54,304.72,313.22,336.37,355.34,377.54,343.07,325.83,328.78,,321.07,338.04,328.97,332.44,363.12,387.56,372.63,355.01
2000-02-09 22:10:19.398000,L7,396.58,379.25,386.91,357.70,323.86,329.84,,,,,,296.71,293.31,289.07,296.52,299.04,309.55,304.67,300.50,311.40
2000-03-28 22:10:07.233000,L7,405.39,369.43,350.72,320.28,324.85,326.98,420.48,303.68,367.71,343.67,308.99,,,,,,,,,
2000-04-29 22:09:53.797000,L7,411.30,334.79,337.87,311.67,309.05,318.60,,,,,,,,,,,,,,
2000-05-24 22:03:22.722000,L7,362.52,,,,,,,,,,,,,,,,,,,
2000-08-03 22:08:44.137000,L7,384.93,371.50,370.67,346.96,328.68,314.31,,,,,,,,,,,,,,
2000-09-13 22:02:02.316000,L7,416.10,340.68,344.35,307.65,301.69,320.09,351.00,361.84,333.38,337.66,320.80,293.90,311.51,305.98,307.92,316.17,344.76,391.04,422.87,344.01
2000-10-15 22:01:32.252000,L7,350.69,323.52,322.20,,,,,,,,,,,,,,,,,
2001-03-08 22:01:45.126000,L7,381.65,378.98,,,,,356.09,321.28,338.02,,,,,,,,,,,
2001-03-24 22:01:35.778000,L7,354.53,308.34,,,,,,,,,,,,,,,,,,
2001-06-03 22:07:16.736000,L7,399.64,,,,,,,,,,,,,,,,,,,
2001-06-12 22:01:01.040000,L7,371.44,,,,,,,,,,,,,,,,,,,
2001-10-02 21:59:40.713000,L7,,,,,,,340.31,319.10,317.33,,,,,,,,,,,
2001-11-19 21:59:56.393000,L7,,383.44,389.71,358.27,330.01,336.37,363.88,368.54,361.36,339.50,337.98,311.02,342.19,337.47,333.73,339.79,344.05,343.85,350.23,356.17
2001-12-21 22:00:05.972000,L7,,350.15,321.54,296.31,294.32,309.47,,,,,,,,,,,,,,
2001-12-28 22:06:14.106000,L7,,,,,,,354.71,352.21,342.42,,,367.32,357.53,358.99,362.51,365.15,363.69,357.73,350.28,350.40
2002-01-22 22:00:16.971000,L7,,,,,,,329.82,334.74,323.55,,,,,,297.58,300.00,313.94,316.46,323.64,
2002-02-14 22:06:29.522000,L7,391.79,375.65,380.66,317.45,320.10,326.92,314.53,,,,,,295.32,292.06,293.44,305.72,310.13,307.51,302.80,312.10
2002-02-23 22:00:19.685000,L7,393.92,,,,,,300.99,324.14,312.90,,,,,,,,,,,
2002-03-27 22:00:13.634000,L7,,,,,,,349.90,335.60,334.72,,,,298.81,293.87,296.42,304.44,317.64,322.49,331.98,339.90
2002-06-22 22:06:03.573000,L7,392.40,377.67,367.90,345.54,323.87,335.83,320.49,,,,,,,,,,306.42,303.06,311.41,315.73
2002-07-17 21:59:44.793000,L7,506.12,345.09,348.86,327.08,302.93,331.06,362.19,351.94,356.02,349.04,307.33,,320.52,312.39,350.31,363.62,348.24,334.07,334.63,358.93
