dates,nzd0040-0000,nzd0040-0004,nzd0040-0005,nzd0040-0006,nzd0040-0008,nzd0040-0009,nzd0040-0010,nzd0040-0011,nzd0040-0012,nzd0040-0013,nzd0040-0014,nzd0040-0015,nzd0040-0016,nzd0040-0017,nzd0040-0018,nzd0040-0001,nzd0040-0002,nzd0040-0003,nzd0040-0007,nzd0040-0019,satname
1999-07-25 22:04:15+00:00,,,286.29,,,,,285.52,284.81,297.83,300.44,296.22,,,311.81,,,,,,L7
1999-08-17 22:10:26+00:00,361.66,319.78,305.1,,292.12,298.96,,288.645,290.745,300.27,300.44,296.22,,,311.81,347.39,347.43,323.1,326.59,,L7
1999-09-27 22:04:25+00:00,361.66,316.39,312.55,335.9,307.78999999999996,314.91999999999996,,288.645,290.745,300.27,300.44,296.22,,,311.81,358.11,352.07,329.665,327.54499999999996,,L7
1999-10-04 22:10:38+00:00,362.035,317.53,315.89,326.605,300.92,305.68666666666667,283.59,288.28999999999996,287.62333333333333,299.51,299.315,297.21000000000004,,280.62,302.325,357.3066666666667,353.76,324.7866666666667,310.4533333333333,286.4,L7
1999-10-13 22:04:24+00:00,361.59,308.2825,310.48,311.2633333333333,293.005,300.25,286.6,288.33,289.975,295.1425,302.5833333333333,296.90000000000003,292.6,295.995,306.85999999999996,350.65999999999997,345.78999999999996,314.915,301.47749999999996,299.38,L7
1999-11-14 22:04:18+00:00,361.59,308.2825,310.48,311.2633333333333,293.005,300.25,286.6,288.33,289.975,295.1425,302.5833333333333,296.90000000000003,287.925,299.84666666666664,306.85999999999996,346.58000000000004,341.502,309.54,301.47749999999996,299.38,L7
2000-02-09 22:10:19+00:00,361.59,312.378,319.86,311.2633333333333,294.568,300.546,289.51666666666665,291.47249999999997,294.4175,298.3575,303.9266666666667,298.0233333333333,294.02333333333337,299.08,301.8566666666667,346.58000000000004,341.502,312.4266666666667,301.04200000000003,296.3,L7
2000-04-29 22:09:53+00:00,,318.9,326.37,,288.49,301.73,295.35,277.44,302.58,310.69,299.175,295.91999999999996,294.2033333333333,300.93333333333334,293.53999999999996,330.26,332.295,309.29333333333335,299.3,292.475,L7
2000-05-24 22:03:22+00:00,,305.5366666666667,314.12666666666667,269.58,282.9766666666667,292.45500000000004,292.515,282.1466666666667,298.185,308.925,302.77333333333337,303.46,289.52,303.49666666666667,300.93666666666667,,325.985,304.9866666666667,299.3,279.99666666666667,L7
2000-08-03 22:08:44+00:00,,308.36,312.895,269.58,276.3125,292.45500000000004,292.515,282.1466666666667,298.185,299.37,296.53000000000003,299.7525,282.795,299.51750000000004,297.7,365.83,332.40333333333336,300.79,311.28999999999996,279.99666666666667,L7
2000-08-12 22:02:30+00:00,,295.8275,300.74,267.375,258.59250000000003,258.495,268.595,274.17500000000007,267.11,293.71000000000004,296.18,302.90500000000003,274.495,299.69500000000005,301.6925,365.83,325.795,287.9175,287.055,284.98333333333335,L7
2000-10-15 22:01:32+00:00,343.7,295.8275,300.74,267.375,248.69400000000002,261.3566666666666,262.73,274.17500000000007,269.76666666666665,303.7566666666667,291.43600000000004,297.038,272.794,299.394,301.744,365.83,324.264,284.93600000000004,287.055,286.52,L7
2001-06-03 22:07:16+00:00,,312.53,315.04,299.91,,,,,261.19,293.46,297.35,298.54,,282.27,281.59,,337.68,294.62,,,L7
2001-06-12 22:01:01+00:00,,299.9,304.55,283.385,272.06,230.82,260.84,,278.6,303.32,303.925,308.275,270.48,288.05499999999995,300.28,,326.185,286.98,254.86,,L7
2001-06-19 22:07:05+00:00,,305.4866666666667,309.99666666666667,283.385,272.06,223.01999999999998,244.875,294.8,276.75666666666666,304.9166666666667,302.53000000000003,306.8066666666667,281.32000000000005,284.56,296.50333333333333,,326.185,295.17333333333335,254.86,,L7
2001-09-07 22:06:11+00:00,,305.4866666666667,309.99666666666667,283.385,272.06,223.01999999999998,244.875,294.8,276.75666666666666,304.9166666666667,302.53000000000003,301.79,289.08,292.14,298.3375,,326.185,295.17333333333335,254.86,280.97,L7
2001-10-02 21:59:40+00:00,340.9,301.4,308.2975,279.6166666666667,267.52,240.4466666666667,244.875,292.635,281.34749999999997,298.74,304.315,305.778,285.055,294.254,301.562,301.04,322.24,290.8925,244.78,296.83000000000004,L7
