dates,nzd0458-0000,nzd0458-0001,nzd0458-0002,nzd0458-0003,nzd0458-0004,nzd0458-0005,nzd0458-0006,nzd0458-0007,nzd0458-0008,nzd0458-0009,nzd0458-0010,nzd0458-0011,nzd0458-0012,nzd0458-0013,nzd0458-0014,nzd0458-0015,nzd0458-0016,nzd0458-0017,nzd0458-0018,nzd0458-0019,nzd0458-0020,nzd0458-0021,nzd0458-0022,nzd0458-0023,nzd0458-0024,nzd0458-0025,nzd0458-0026,nzd0458-0027,nzd0458-0028,nzd0458-0029,nzd0458-0030,nzd0458-0031,nzd0458-0032,nzd0458-0033,nzd0458-0034,nzd0458-0035,nzd0458-0036,nzd0458-0037,nzd0458-0038,nzd0458-0039,nzd0458-0040,nzd0458-0041,nzd0458-0042,nzd0458-0043,nzd0458-0044,nzd0458-0045,nzd0458-0046,nzd0458-0047,nzd0458-0048,nzd0458-0049,nzd0458-0050,nzd0458-0051,nzd0458-0052,nzd0458-0053,nzd0458-0054,nzd0458-0055,nzd0458-0056,nzd0458-0057,nzd0458-0058,nzd0458-0059,nzd0458-0060,nzd0458-0061,nzd0458-0062,nzd0458-0063,nzd0458-0064,nzd0458-0065,nzd0458-0070,nzd0458-0071,nzd0458-0072,nzd0458-0073,nzd0458-0066,nzd0458-0067,nzd0458-0068,nzd0458-0069,satname
2009-01-31 22:12:04+00:00,,,,,,,,,,,,,,,258.33,260.43,,,,,,,,,,,,,,,,,212.51,208.79,211.7,211.55,,,,,204.7,215.73,,,,,,227.95,,,,,,,200.52,,195.27,,,,,,,,,,,,,,,,,,L5
2011-01-12 22:22:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,315.76,311.72,301.83,297.26,270.28,263.26,261.74,,248.67,249.5,242.22,255.18,251.65,256.44,238.63,244.13,241.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2011-01-21 22:16:30+00:00,204.06,194.88,196.48,204.69,212.2,222.1,227.27,220.52,174.42,,276.47,278.56,280.8,288.91,296.65,302.5,303.29,309.3,310.58,311.96,307.18,292.78,285.42,272.05,269.94,315.76,291.88,283.5,285.075,270.815,265.03999999999996,264.755,,257.865,259.345,248.595,254.185,255.33999999999997,264.345,256.775,257.37,257.82,282.27,285.16,285.56,287.32,283.57,277.45,275.22,257.62,245.27,247.88,248.8,249.71,239.32,237.07,,243.91,237.55,225.7,219.2,206.39,199.49,187.65,184.04,159.16,,,,,,,,,L5
2013-05-02 22:28:22+00:00,,,182.16,186.12,192.22,200.4,191.76,199.71,,,257.45,251.92,260.48,258.61,,,,,,286.38,281.41,,,254.75,,,,,,,,,,232.65,,,,,,,,,221.57,,,255.12,259.81,242.57,241.76,239.44,224.1,219.03,219.14,219.83,215.14,205.25,,,,189.3,182.09,177.37,164.48,,,,,,,,,,,,L8
2013-06-26 22:34:41+00:00,,,182.16,186.12,192.22,200.4,191.76,199.71,,,257.45,251.92,260.48,258.61,,,,,,286.38,328.0,,,254.75,,326.81,,,306.79,300.49,298.77,291.16,,232.65,284.61,280.17,277.63,274.98,272.58,254.45,261.48,257.46,236.625,247.5,,245.79500000000002,242.935,230.76999999999998,225.04,219.565,206.79,202.99,199.495,219.83,191.85,190.135,172.26,,,189.3,182.09,177.37,164.48,,,,,,,,,,,,L8
2013-07-12 22:34:44+00:00,,,182.16,186.12,192.22,200.4,191.76,199.71,,,257.45,251.92,260.48,258.61,,,,,,286.38,342.4766666666667,,,254.75,,324.86,,,305.3,301.78499999999997,295.595,291.35,,232.65,283.905,280.17,277.63,274.98,272.58,254.45,261.48,257.46,236.625,247.5,,245.79500000000002,242.935,230.76999999999998,225.04,219.565,206.79,202.99,199.495,234.76,191.85,190.135,172.26,,,189.3,182.09,177.37,164.48,,,,,,,,,,,,L8
2013-08-13 22:34:45+00:00,,,182.16,186.12,192.22,200.4,191.76,216.60000000000002,,,257.45,251.92,260.48,258.61,,,,,333.23,286.38,339.885,306.87,309.83,265.845,292.12,324.86,,242.11,305.3,301.78499999999997,295.595,291.35,235.09,232.18,283.905,280.17,277.63,274.98,272.58,254.45,261.48,257.46,229.20666666666668,247.5,,229.8166666666667,242.935,230.76999999999998,225.04,219.565,206.79,202.99,199.495,234.76,191.85,190.135,172.26,,,189.3,182.09,177.37,164.48,,,,,,,,,,,,L8
2013-08-22 22:28:36+00:00,198.8,192.97,185.91,188.695,195.08499999999998,199.86,195.575,212.03666666666666,159.19,,259.78,260.43,264.275,263.59000000000003,284.85,287.75,286.96,274.25,309.81,283.94,339.885,306.87,291.13,262.7966666666667,292.12,324.86,252.99,245.72000000000003,305.3,301.78499999999997,295.595,291.35,237.48000000000002,236.07333333333335,283.905,260.635,262.33,255.62,262.98,259.52,247.85000000000002,259.56,239.235,258.925,268.68,238.905,242.935,234.46666666666667,226.3033333333333,222.25,210.24666666666667,204.80999999999997,203.65,234.76,192.54333333333332,192.12333333333333,183.14,,,182.215,175.995,172.29000000000002,164.48,,,,,,,,,,,,L8
2013-09-14 22:34:43+00:00,198.8,192.97,185.91,188.695,195.08499999999998,199.86,195.575,212.03666666666666,159.19,,259.78,260.43,264.275,263.59000000000003,284.85,287.75,286.96,274.25,309.81,283.94,339.885,306.87,291.13,262.7966666666667,292.12,326.26,252.99,268.74666666666667,306.31666666666666,303.9633333333333,296.89000000000004,292.7,237.48000000000002,249.66250000000002,284.4533333333333,260.635,262.33,255.62,265.1933333333333,256.97666666666663,252.09666666666666,259.01,242.052,253.87333333333333,254.325,238.096,236.75333333333333,230.35500000000002,221.5025,215.7875,204.73,199.3275,197.89249999999998,234.76,186.38,187.7175,178.47,,,182.215,175.995,172.29000000000002,164.48,,,,,,266.13,314.59,,,,,L8
2013-09-23 22:28:28+00:00,208.385,201.655,192.26666666666665,195.09,202.63,204.40333333333334,205.54999999999998,213.0,180.69,210.7,268.93333333333334,270.5933333333333,272.75333333333333,273.92,291.26,294.73,296.14,289.43,310.57,293.43,333.59000000000003,304.175,293.69,268.3625,285.06,326.26,266.25,271.8025,299.21500000000003,297.62,291.945,288.405,251.86333333333334,256.106,284.435,268.6666666666667,271.4266666666667,266.9066666666667,271.56,264.69,260.84499999999997,267.23,250.53833333333333,253.87333333333333,254.325,238.096,236.75333333333333,230.35500000000002,221.5025,215.7875,204.73,199.3275,197.89249999999998,246.31333333333336,186.38,187.7175,178.47,268.23,264.3,207.48000000000002,204.32333333333335,195.03666666666666,197.39499999999998,209.92,236.8,184.88,,234.1,270.72,314.59,,,,,L8
2013-11-10 22:28:18+00:00,211.33,203.95000000000002,198.31333333333336,205.0,210.83666666666667,217.39333333333335,213.97666666666666,223.2025,189.38333333333333,226.07999999999998,280.31333333333333,282.8833333333334,282.6566666666667,285.99333333333334,293.5466666666667,297.4766666666667,298.8666666666666,295.0233333333333,310.815,302.6433333333334,339.452,303.32666666666665,295.41499999999996,276.34000000000003,283.75666666666666,326.26,271.7266666666667,273.584,295.494,293.648,289.204,286.294,259.28,265.916,284.338,273.68,275.9675,273.315,275.87,269.63800000000003,266.746,272.614,262.4483333333333,253.87333333333333,254.325,233.84,225.225,226.2833333333334,214.75,207.90333333333334,198.2733333333333,192.76,190.80999999999997,263.7033333333333,176.79333333333332,181.87333333333333,178.47,268.07000000000005,264.045,229.25333333333333,230.65,214.79,228.365,209.26999999999998,228.865,180.76999999999998,,234.1,270.72,314.59,,,,,L8
