dates,nzd0006-0000,nzd0006-0001,nzd0006-0002,nzd0006-0011,nzd0006-0012,nzd0006-0013,satname
2004-05-18 21:58:14+00:00,312.42,223.33,175.83,,,,L5
2005-09-26 22:05:42+00:00,308.35,223.74,183.82,196.53,178.03,195.92,L5
2006-05-08 22:09:38+00:00,323.43,231.36,181.74,210.74,180.08,195.64,L5
2006-06-25 22:10:20+00:00,317.94,235.45,181.10000000000002,210.74,180.08,195.64,L5
2010-11-27 22:07:24+00:00,,,,179.56,179.07,198.2,L5
2013-08-31 22:19:38+00:00,240.25,175.1,,,,212.28,L8
2013-10-02 22:19:28+00:00,240.25,175.1,,,213.29,213.625,L8
2013-10-18 22:19:25+00:00,238.45999999999998,175.1,,,213.29,213.625,L8
2013-12-05 22:19:13+00:00,238.45999999999998,175.1,,,213.29,212.79333333333332,L8
2014-02-23 22:18:20+00:00,236.47,175.1,,,213.29,212.79333333333332,L8
2014-03-27 22:17:50+00:00,229.49,,,,213.29,213.05,L8
2014-04-28 22:17:22+00:00,228.23666666666668,,,,,199.575,L8
2014-05-14 22:17:08+00:00,229.565,,,,,195.46,L8
2014-07-01 22:17:22+00:00,231.512,176.64,,,,190.29,L8
2015-07-04 22:17:02+00:00,,,,,212.98,210.79,L8
2015-10-24 22:17:40+00:00,233.08,,,,212.98,195.135,L8
2015-12-11 22:17:42+00:00,233.08,,,,213.14999999999998,199.37333333333333,L8
2015-12-27 22:17:43+00:00,233.08,,,,207.50333333333333,200.7825,L8
2016-08-07 22:17:37+00:00,238.97,,,,208.19,209.21,L8
2016-10-10 22:17:54+00:00,240.505,,,,208.19,204.345,L8
2017-03-03 22:17:25+00:00,240.02499999999998,,,,,206.45999999999998,L8
2017-06-07 22:17:15+00:00,240.305,175.32,,,,213.33499999999998,L8
2017-08-10 22:17:37+00:00,241.57000000000002,176.73,,,,213.33499999999998,L8
2017-09-27 22:17:48+00:00,241.93999999999997,176.73,,,,213.23,L8
2018-11-17 22:17:31+00:00,243.79,177.09,,,,189.18,L8
2019-01-04 22:17:27+00:00,243.21499999999997,176.325,,,,190.28,L8
2019-01-20 22:17:24+00:00,242.69666666666663,176.325,,,,190.28,L8
2019-04-26 22:16:59+00:00,242.4275,177.4466666666667,,,226.53,198.3033333333333,L8
2019-05-12 22:17:08+00:00,242.95999999999998,178.8725,,,223.7,201.9125,L8
2019-05-28 22:17:17+00:00,241.914,179.1875,,,223.7,206.15666666666667,L8
2019-11-20 22:17:54+00:00,239.48000000000002,177.77499999999998,,,,,L8
2019-12-22 22:17:51+00:00,241.405,177.2,,,,188.44,L8
2020-02-08 22:17:38+00:00,240.57000000000002,177.2,,,,188.44,L8
2020-03-11 22:17:28+00:00,239.54,176.26999999999998,,,,188.44,L8
2020-03-27 22:17:20+00:00,239.744,176.00666666666666,,,,189.55,L8
2020-09-19 22:17:52+00:00,240.56,175.48,,,199.9,201.49,L8
2021-01-25 22:17:44+00:00,,,,,209.715,214.225,L8
2021-04-15 22:17:16+00:00,245.08,177.26,,,220.225,219.535,L8
2021-05-01 22:17:07+00:00,245.08,177.26,,,216.54333333333332,218.4466666666667,L8
2022-06-05 22:17:39+00:00,245.82,,,,,,L8
2022-06-13 22:17:12+00:00,245.82,,,,,192.56,L9
2022-07-31 22:17:39+00:00,245.82,,,,,195.53,L9
2022-08-08 22:18:05+00:00,245.82,,,,,194.42333333333332,L8
2022-09-09 22:18:11+00:00,251.02,179.5,,,,192.8525,L8
2022-12-22 22:17:59+00:00,256.22,179.5,,,,191.9525,L9
2023-07-18 22:17:12+00:00,260.19,183.97,,,,187.43,L9
2023-10-14 22:17:45+00:00,262.22,185.18,,,,187.43,L8
2023-10-22 22:17:50+00:00,262.22,185.18,,,,184.505,L9
2024-08-29 22:17:21+00:00,,,,,,183.63,L8
2024-11-01 22:17:31+00:00,,,,,,181.20499999999998,L8
2024-11-25 22:17:51+00:00,,,,,,180.89666666666668,L9
2025-01-28 22:17:42+00:00,,,,,,180.8375,L9
2025-03-01 22:17:39+00:00,,,,,,180.0825,L9
