dates,satname,nzd0249-0000,nzd0249-0001,nzd0249-0002,nzd0249-0003,nzd0249-0004,nzd0249-0005,nzd0249-0006,nzd0249-0007,nzd0249-0008,nzd0249-0009,nzd0249-0010,nzd0249-0011,nzd0249-0012,nzd0249-0013,nzd0249-0014,nzd0249-0015
1999-08-21 21:46:33.053000,L7,287.57,287.68,294.23,283.35,284.74,282.59,279.19,271.69,274.59,267.21,255.78,268.57,375.85,363.21,373.25,
1999-09-06 21:46:35.553000,L7,366.73,360.45,,335.26,342.96,344.36,349.32,361.59,364.73,355.58,353.25,352.83,346.83,352.24,338.93,316.78
1999-09-22 21:46:36.849000,L7,287.73,284.21,333.23,281.83,281.28,281.10,274.51,269.44,381.20,384.54,380.28,,,,,
1999-09-22 21:47:00.785000,L7,351.81,361.35,382.25,327.78,326.50,330.07,356.87,278.21,360.06,357.41,338.34,326.88,293.78,352.67,326.40,330.12
1999-10-24 21:46:32.266000,L7,278.32,280.24,292.21,283.02,282.42,280.15,275.17,273.64,272.88,266.08,256.90,,285.90,296.49,279.95,258.29
1999-10-24 21:46:56.203000,L7,284.18,284.66,296.34,284.86,284.47,282.07,277.30,278.10,374.56,367.78,384.61,365.97,370.25,375.63,283.84,353.06
2000-04-01 21:46:10.627000,L7,281.32,283.74,325.46,282.98,283.46,281.57,277.17,353.40,352.51,357.58,351.27,,,,,
2000-04-01 21:46:34.573000,L7,280.90,281.62,320.85,281.24,283.03,281.22,276.71,338.62,349.33,353.01,350.63,,,,,
2000-05-19 21:45:43.918000,L7,284.76,277.84,298.29,283.06,284.56,282.26,286.39,278.41,281.62,278.29,260.70,267.59,282.80,298.22,288.48,252.37
2000-05-19 21:46:07.873000,L7,286.69,281.66,301.57,284.88,286.23,284.30,287.92,282.37,285.55,280.05,262.86,270.40,285.43,301.68,291.40,264.46
2000-08-07 21:44:45.034000,L7,301.56,283.76,282.13,281.02,283.40,280.24,285.06,277.90,,,,,,,,
2000-08-07 21:45:08.975000,L7,,,,,,310.96,330.91,329.00,342.86,323.49,320.23,315.45,329.75,351.32,336.56,320.83
2000-10-26 21:44:22.850000,L7,283.21,253.07,269.50,270.79,276.74,278.01,275.31,268.37,274.87,268.14,250.97,,283.66,294.26,383.46,354.95
2000-11-27 21:44:26.720000,L7,355.60,359.69,350.06,347.23,355.24,369.80,369.92,375.09,370.72,364.69,357.70,370.93,374.03,383.08,373.92,346.54
2001-01-14 21:44:09.210000,L7,290.20,284.45,335.35,324.49,340.55,363.42,370.62,368.01,273.53,350.59,334.10,344.72,279.62,293.47,284.16,256.67
2001-01-14 21:44:33.150000,L7,290.87,329.28,316.85,325.70,346.18,348.07,274.48,274.29,274.06,351.39,333.32,346.21,280.84,295.25,289.46,261.01
2001-04-04 21:43:43.008000,L7,328.67,362.54,363.10,285.94,284.66,283.04,369.96,362.65,372.01,368.03,359.72,364.13,392.52,,,
2001-04-04 21:44:06.948000,L7,,284.30,284.46,282.67,276.78,278.89,273.09,267.65,272.94,266.50,256.53,,,,,
2001-04-20 21:43:46.702000,L7,282.30,277.40,281.88,281.29,280.92,277.79,276.35,267.08,273.97,272.04,257.32,,,,,
2001-04-20 21:44:10.657000,L7,329.99,319.15,292.15,329.98,343.23,353.84,294.24,358.37,394.54,388.51,368.00,355.63,397.03,405.09,356.28,347.97
2001-05-22 21:43:30.869000,L7,286.75,289.59,292.88,284.07,286.18,354.47,368.56,381.36,367.03,358.67,356.79,363.74,381.72,398.00,376.72,355.56
2001-05-22 21:43:54.652000,L7,331.90,,,333.25,326.31,337.39,343.32,347.15,347.13,338.06,286.61,340.81,350.42,368.30,361.33,346.88
2001-07-25 21:42:54.824000,L7,,286.87,270.73,282.87,282.83,279.35,274.24,272.60,271.90,266.78,249.77,,,,,
2001-07-25 21:43:18.753000,L7,285.71,286.89,267.14,283.26,282.42,280.06,273.78,271.30,270.97,268.18,249.66,273.90,,,,
2001-08-10 21:42:36.562000,L7,287.93,288.14,286.66,284.91,284.83,284.04,284.52,277.80,276.80,278.10,262.99,269.38,287.15,302.92,290.61,270.10
2001-08-10 21:43:00.495000,L7,288.82,289.50,287.16,285.19,285.31,285.05,286.01,278.28,277.95,278.43,263.32,269.65,287.57,304.06,290.95,268.84
2001-08-26 21:42:25.671000,L7,279.36,278.11,341.98,324.68,354.57,277.98,274.12,268.93,270.48,261.23,,,,,,
2001-09-11 21:42:14.303000,L7,,273.83,279.74,273.78,280.76,274.55,273.61,267.05,,,,,,,,
2001-09-11 21:42:38.257000,L7,315.08,296.79,294.69,292.83,330.99,341.34,348.69,344.98,355.17,356.52,341.14,345.45,357.80,368.02,351.99,333.46
2001-09-27 21:42:05.338000,L7,,,268.31,243.16,274.56,278.80,274.81,268.13,273.53,266.67,251.65,,,,,
2001-09-27 21:42:29.269000,L7,,,269.41,247.26,274.61,280.07,274.89,268.65,273.71,267.07,251.58,,,,,
2001-10-13 21:41:51.963000,L7,286.74,271.08,271.84,269.98,281.96,278.63,273.63,266.97,272.50,265.74,250.73,,,,,
2001-10-13 21:42:15.922000,L7,289.27,273.94,274.18,272.53,283.77,279.57,370.42,366.56,374.22,380.88,372.82,366.32,386.02,395.49,379.86,356.48
2001-10-29 21:41:57.341000,L7,285.53,275.80,275.47,272.18,282.39,281.96,275.55,268.92,275.21,269.13,260.92,382.71,387.65,390.31,377.64,356.62
2001-10-29 21:42:21.289000,L7,286.55,275.49,277.17,272.82,282.81,282.20,275.37,268.93,275.20,269.73,262.11,383.13,387.84,390.77,378.74,356.75
2002-01-17 21:42:52.816000,L7,,,,,,,,,,362.33,367.54,374.17,385.22,375.46,386.27,371.94
2002-02-18 21:42:54.191000,L7,270.68,240.60,271.55,270.84,270.62,268.98,,,,,,,,,,
2002-09-14 21:41:31.043000,L7,318.20,318.02,317.38,314.74,322.58,290.59,334.31,338.05,334.21,382.92,384.81,374.76,367.55,367.85,387.09,314.75
2002-09-14 21:41:55.072000,L7,351.53,351.08,347.13,337.11,339.66,336.56,365.10,378.06,375.61,342.69,337.54,341.31,370.06,373.45,392.64,361.14
2002-09-30 21:41:47.719000,L7,286.14,275.61,282.55,278.37,283.65,281.55,280.06,278.36,275.18,268.39,251.28,372.72,375.94,380.35,334.20,336.40
2002-11-01 21:41:30.201000,L7,276.83,255.32,265.10,281.94,278.57,274.95,274.21,267.01,274.13,369.33,359.69,360.00,370.31,359.89,345.79,323.61
2002-11-01 21:41:54.382000,L7,275.69,255.31,265.55,281.84,274.94,271.66,274.25,266.37,274.05,369.92,359.79,360.25,369.77,360.70,346.13,
2002-11-17 21:42:06.289000,L7,270.96,258.09,261.36,261.53,265.00,262.44,256.09,,,,,,,,,
2003-01-20 21:42:09.421000,L7,,,,,,356.34,362.65,363.82,355.84,353.70,327.11,327.24,344.29,349.02,,
2003-01-20 21:42:33.373000,L7,328.11,339.54,344.13,349.85,358.71,369.21,367.34,380.55,361.58,356.52,334.86,332.69,347.50,352.32,343.57,334.88
2003-02-05 21:42:41.878000,L7,,,,,,,,,,,,391.27,404.15,387.11,,
2003-02-21 21:42:20.469000,L7,,,,,,,,357.18,347.74,331.43,327.65,326.18,340.01,351.28,332.64,
2003-02-21 21:42:44.547000,L7,,,,,,,,358.13,326.69,332.23,328.57,327.75,343.13,351.21,348.18,343.34
2003-04-10 21:42:26.045000,L7,,,,,,,,,,,256.92,272.33,287.66,306.12,293.51,281.16
2003-05-12 21:42:48.091000,L7,341.02,363.70,371.16,347.41,343.67,344.60,358.42,371.83,364.91,352.51,384.86,378.59,379.07,383.50,372.50,352.12
2003-05-28 21:42:22.600000,L7,288.36,291.16,288.43,285.42,287.68,283.63,287.33,282.59,285.14,278.96,265.97,263.13,,,,
2003-05-28 21:42:46.560000,L7,288.29,290.92,289.78,284.95,287.61,283.79,287.23,283.30,285.64,278.88,265.06,,,,,
2003-07-23 21:30:14.355000,L5,,,,,285.52,286.18,281.43,278.84,281.03,274.58,261.57,,295.27,306.34,298.54,289.37
2003-07-23 21:30:38.185000,L5,328.20,332.75,312.98,312.80,317.97,318.19,314.27,314.88,315.02,314.61,297.41,292.69,325.22,338.64,331.32,317.12
2003-09-25 21:31:19.142000,L5,329.26,330.74,317.07,315.92,317.57,316.83,312.98,304.72,310.37,309.05,303.64,292.72,325.64,336.09,326.98,315.58
2003-09-25 21:31:42.973000,L5,328.36,330.42,316.07,315.36,317.98,315.89,311.73,305.08,309.80,308.10,301.11,292.19,323.88,335.29,326.88,315.69
2003-11-28 21:32:10.197000,L5,321.33,326.10,318.07,319.71,315.21,334.81,337.02,330.75,331.98,331.47,318.44,305.08,323.02,332.11,323.05,309.10
2003-11-28 21:32:34.027000,L5,320.73,325.44,318.35,319.11,313.74,333.85,336.78,329.74,332.57,331.57,318.93,305.60,322.75,332.11,321.87,307.06
2003-12-30 21:32:24.694000,L5,327.58,334.64,325.42,322.70,310.42,304.72,307.82,299.38,304.20,299.43,303.52,303.61,330.71,346.77,332.14,325.99
2003-12-30 21:32:48.382000,L5,326.48,333.96,324.56,322.16,309.08,303.42,306.61,297.59,303.26,299.94,302.90,302.03,329.84,345.62,330.92,324.97
2004-02-16 21:33:00.436000,L5,325.90,329.99,320.94,322.32,318.94,314.02,310.43,307.20,308.21,302.50,296.52,299.00,320.37,336.26,323.95,314.65
2004-03-19 21:33:10.985000,L5,273.81,275.33,274.24,283.12,280.34,279.15,276.26,264.39,,,,,291.97,302.73,293.55,279.60
