dates,satname,nzd0564-0000,nzd0564-0001,nzd0564-0002,nzd0564-0003,nzd0564-0004,nzd0564-0005,nzd0564-0006,nzd0564-0007,nzd0564-0008,nzd0564-0009,nzd0564-0010,nzd0564-0011,nzd0564-0012,nzd0564-0013,nzd0564-0014,nzd0564-0015,nzd0564-0016,nzd0564-0017,nzd0564-0018,nzd0564-0019,nzd0564-0020,nzd0564-0021,nzd0564-0022,nzd0564-0023,nzd0564-0024,nzd0564-0025,nzd0564-0026,nzd0564-0027,nzd0564-0028,nzd0564-0029,nzd0564-0030,nzd0564-0031,nzd0564-0032,nzd0564-0033,nzd0564-0034,nzd0564-0035,nzd0564-0036,nzd0564-0037,nzd0564-0038,nzd0564-0039,nzd0564-0040,nzd0564-0041,nzd0564-0042,nzd0564-0043,nzd0564-0044,nzd0564-0045,nzd0564-0046,nzd0564-0047,nzd0564-0048,nzd0564-0049,nzd0564-0050
1999-12-16 22:06:21.817000,L7,229.86,45.10,53.15,51.37,53.67,55.42,53.68,60.52,59.22,242.38,247.32,253.80,255.12,229.99,242.48,257.01,247.84,234.45,234.65,235.50,237.26,228.68,232.19,223.22,221.29,222.04,218.95,204.33,202.93,203.93,211.40,216.07,213.25,215.01,216.22,215.40,213.12,222.40,226.53,221.25,217.07,221.46,216.87,216.50,217.92,211.98,200.60,198.19,200.64,201.03,187.69
1999-12-25 22:00:04.067000,L7,225.08,227.34,230.54,213.61,212.38,225.18,221.43,226.92,227.50,240.76,244.77,237.04,220.09,219.74,224.22,244.08,232.33,240.25,300.83,273.86,214.67,212.50,209.12,220.25,249.55,265.45,231.49,216.89,263.58,208.41,205.66,210.55,208.44,202.92,215.04,208.20,211.32,208.87,216.77,212.46,210.07,265.56,207.81,216.95,260.95,202.13,214.72,191.09,196.98,197.78,187.84
2000-01-17 22:06:11.705000,L7,218.97,219.94,219.34,212.03,214.40,202.46,210.53,206.27,215.46,228.23,231.82,232.03,226.19,211.55,224.61,226.22,229.61,233.48,230.53,235.68,221.21,215.43,208.80,214.61,206.41,204.21,196.20,191.80,192.56,194.61,202.18,204.74,204.17,204.32,201.95,207.55,213.30,211.85,215.01,209.88,208.52,203.06,194.81,202.45,206.43,200.94,191.52,188.52,196.50,184.98,187.52
2000-01-26 22:00:02.226000,L7,224.44,231.66,233.33,222.48,221.92,228.77,220.20,230.79,244.57,244.65,258.82,252.88,241.27,235.21,243.99,254.28,251.20,261.47,262.78,239.18,238.29,227.24,229.17,225.49,222.60,213.10,210.15,214.82,209.19,216.93,215.74,224.21,207.81,213.44,212.03,212.60,214.28,222.19,224.73,221.56,219.84,222.23,384.63,357.41,340.76,256.50,,,,,
2000-02-11 21:59:57.866000,L7,183.54,189.67,299.07,156.30,179.48,219.36,205.83,319.87,202.49,176.13,180.96,172.17,194.04,166.67,189.96,216.31,186.36,176.74,168.32,170.99,201.60,210.27,210.53,219.24,204.62,160.50,155.79,155.43,148.87,151.45,161.06,155.19,160.31,158.94,156.16,155.81,159.77,160.27,166.01,163.27,160.90,159.11,157.13,159.49,159.67,132.83,97.58,39.67,,,
2000-02-18 22:06:05.064000,L7,200.00,53.19,56.34,46.28,29.98,323.18,144.79,153.17,166.54,189.96,181.86,172.34,245.74,308.38,380.17,,337.51,300.75,335.45,228.25,194.43,178.42,154.07,146.82,145.09,145.82,134.84,133.10,129.90,187.70,362.90,256.92,319.11,347.97,,253.82,,303.51,336.67,346.56,206.79,199.32,184.51,156.78,219.13,196.48,193.87,143.96,147.50,147.73,179.62
2000-02-27 21:59:52.393000,L7,127.67,94.70,88.14,83.37,85.27,90.84,90.28,93.20,105.31,87.87,189.60,181.82,171.77,176.46,198.27,186.33,186.55,174.45,170.33,174.82,163.90,164.56,166.54,163.80,163.87,161.28,177.21,148.80,157.52,151.61,158.19,156.84,161.68,160.79,161.06,150.47,159.99,161.60,169.11,165.60,159.37,163.79,164.03,163.25,162.92,160.72,149.18,143.68,152.21,149.99,150.13
2000-03-21 22:06:01.097000,L7,225.81,213.12,218.59,224.54,215.42,221.61,215.17,220.68,227.69,237.17,232.67,235.88,229.46,214.66,270.66,249.04,232.16,239.36,239.44,234.17,213.41,223.13,234.28,232.85,224.23,215.63,236.99,243.87,214.11,198.36,200.70,211.21,207.80,206.47,205.92,228.40,220.04,208.46,208.59,214.43,209.26,228.32,213.87,247.71,227.45,222.61,203.62,190.23,188.14,188.58,192.84
2000-03-30 21:59:45.397000,L7,227.03,228.60,225.73,223.88,219.34,213.22,217.82,228.60,227.59,246.69,258.61,254.94,260.79,236.56,247.09,248.60,246.42,237.21,238.18,242.98,232.64,232.18,231.98,227.37,228.02,230.83,219.96,211.09,203.93,216.27,255.11,264.03,231.89,228.74,225.35,212.74,221.77,221.54,226.99,225.37,217.79,235.42,220.51,215.91,212.88,216.69,208.14,205.09,212.85,222.32,220.21
2000-04-15 21:59:31.785000,L7,220.32,226.76,221.21,226.14,209.94,213.24,213.91,219.33,224.73,226.54,238.32,239.75,237.34,214.67,228.38,243.66,244.36,238.86,254.09,229.17,226.41,228.67,218.56,215.53,210.48,208.14,204.10,197.12,200.52,209.84,210.13,213.43,198.46,203.66,210.02,206.66,210.08,217.87,219.04,219.93,208.07,201.50,195.81,209.96,211.20,201.29,194.70,193.19,191.93,204.53,188.44
2000-05-01 21:59:30.586000,L7,217.67,23.41,47.09,41.75,48.70,49.58,39.53,53.16,36.37,243.69,243.06,251.04,238.05,222.62,231.50,242.54,232.87,235.26,229.43,230.57,222.73,214.27,221.00,217.77,213.73,224.99,204.08,194.72,213.57,200.10,209.57,213.61,212.23,209.75,203.89,208.90,210.90,227.24,211.22,216.46,207.08,202.27,207.05,207.20,210.59,200.92,199.93,202.92,193.73,197.26,192.85
2000-05-17 21:59:19.400000,L7,216.80,220.56,225.78,213.34,219.76,209.50,216.92,208.34,224.86,237.00,233.11,234.75,222.47,216.04,224.55,249.31,251.85,236.07,241.47,228.68,216.46,207.60,213.36,213.82,209.72,218.69,213.63,204.28,220.11,196.37,194.72,206.94,201.67,206.99,201.67,209.10,213.24,215.20,212.31,202.81,207.45,234.08,203.34,233.99,214.19,234.20,201.76,187.77,192.91,200.19,187.67
2000-05-24 22:04:58.537000,L7,81.10,98.44,100.57,86.40,91.30,93.60,96.64,101.79,107.66,204.87,213.79,215.56,203.00,193.64,206.81,210.43,208.10,203.72,195.78,197.14,189.04,186.37,188.85,184.86,183.27,166.97,167.10,175.95,174.20,172.99,174.26,181.68,176.81,176.04,165.70,162.66,162.87,171.21,,,,,,76.05,102.75,95.45,,,,,
2000-06-18 21:59:03.789000,L7,218.70,222.80,215.65,222.58,213.55,211.19,212.65,213.79,223.44,231.59,236.23,238.93,224.46,211.58,222.92,230.62,253.00,241.14,234.83,243.96,223.47,228.14,228.22,207.38,219.66,205.44,205.58,197.60,202.25,203.52,211.48,207.78,203.54,199.16,207.79,209.59,219.55,221.80,216.86,213.95,211.42,204.43,198.10,206.54,208.66,199.43,193.40,193.89,199.50,194.89,184.46
2000-07-04 21:58:50.402000,L7,215.33,220.15,214.21,212.10,211.29,207.42,212.47,209.03,231.27,234.84,234.77,236.81,219.83,218.91,234.64,239.55,240.32,243.91,235.75,229.84,226.93,212.17,214.20,219.54,215.28,214.50,203.84,216.29,191.28,200.36,202.48,209.11,208.32,209.73,210.31,207.52,213.89,219.99,209.82,,,345.42,306.23,270.15,271.88,266.05,272.32,204.34,196.93,189.65,191.25
2000-07-11 22:04:29.599000,L7,,,,,,,,,,,,,,102.46,109.59,120.12,122.09,128.01,126.48,118.51,95.99,106.65,120.71,133.22,134.57,105.42,114.50,123.45,86.41,112.14,47.86,75.63,100.43,110.99,104.37,139.49,134.11,103.73,74.35,,29.67,72.26,99.79,121.34,106.06,83.41,136.22,42.99,,99.82,135.25
2000-08-05 21:58:20.584000,L7,82.62,94.75,97.56,115.55,105.17,104.48,106.61,116.80,120.07,132.14,180.56,195.67,163.66,167.99,171.07,188.14,181.02,185.25,180.67,188.46,170.61,161.67,177.72,171.10,163.55,178.31,149.56,158.31,153.92,154.21,161.38,154.04,164.37,159.99,175.39,167.51,177.94,181.01,161.40,174.58,174.38,168.97,165.77,163.94,170.16,172.19,153.28,141.43,149.37,155.09,153.36
2000-09-13 22:04:02.015000,L7,158.00,162.91,146.62,149.38,144.72,145.19,,,,,,,,,,65.03,106.97,112.88,113.65,88.25,93.54,120.27,145.21,146.37,148.52,152.34,228.60,219.91,272.06,295.45,192.60,79.57,207.79,158.13,295.76,223.90,144.41,132.51,154.10,163.79,160.25,225.85,285.12,,,,,,,,293.46
2000-10-24 21:57:29.684000,L7,,,32.33,46.88,52.07,50.14,51.05,72.86,73.39,212.59,362.72,397.92,393.18,317.85,218.57,226.37,229.24,228.65,228.10,223.21,212.42,208.15,206.41,209.07,206.61,199.59,195.16,192.08,191.95,190.64,197.57,197.52,196.85,198.95,197.20,196.79,206.79,203.32,201.49,201.64,204.78,198.57,194.38,198.92,205.16,199.65,192.05,187.03,188.95,189.28,189.36
2000-11-09 21:57:33.274000,L7,223.65,218.49,219.27,215.11,229.51,214.58,216.03,226.24,224.17,232.49,237.27,225.67,211.02,217.96,220.59,243.19,233.43,234.02,218.43,217.53,209.82,216.36,233.14,221.72,245.11,219.65,219.03,193.96,189.56,199.49,203.02,204.52,207.49,205.74,209.45,208.62,206.61,204.53,200.98,218.27,214.36,212.32,214.40,212.38,219.26,198.59,183.84,192.66,193.35,184.22,188.81
2000-11-25 21:57:34.931000,L7,217.97,212.90,217.94,216.22,212.20,207.00,217.33,207.35,220.36,230.67,240.18,226.50,238.38,210.44,219.48,225.97,232.67,240.19,228.06,216.78,211.45,215.07,222.06,272.96,208.92,259.26,218.81,190.75,188.83,197.87,200.64,204.95,205.26,201.59,200.86,202.24,202.78,200.52,196.89,244.07,209.50,203.66,207.95,207.68,238.68,194.24,184.08,189.55,196.19,181.82,189.77
2000-12-11 21:57:36.803000,L7,174.91,91.45,167.18,160.86,162.76,162.81,,,,,,,,118.19,130.59,129.98,133.81,154.22,250.48,348.29,,,355.25,285.76,277.96,246.07,293.09,238.84,209.27,252.36,186.76,157.43,152.23,152.61,151.21,143.37,156.36,151.51,118.43,117.98,131.24,141.87,,,216.09,175.51,146.58,46.42,271.57,149.07,130.37
2001-01-03 22:03:48.276000,L7,205.75,73.00,76.82,76.43,75.92,80.31,78.25,84.38,82.19,179.00,222.85,216.66,204.12,163.06,169.12,175.63,176.45,162.47,162.35,159.47,158.58,152.76,158.23,155.51,155.05,146.51,148.85,143.28,139.10,148.28,150.74,150.96,151.75,148.69,150.12,147.97,156.14,151.51,104.85,154.50,152.00,151.93,149.33,151.90,155.14,148.99,134.17,141.60,153.65,147.50,141.92
2001-02-13 21:57:39.607000,L7,153.39,155.74,,,,,,,,152.77,120.88,151.90,163.70,141.11,165.98,178.21,182.49,193.62,180.54,190.21,391.40,270.92,,,,,,,,286.97,378.20,211.37,157.62,158.75,172.32,107.61,106.25,92.71,89.19,111.53,138.86,136.52,95.26,146.39,181.25,165.17,152.61,156.58,151.96,153.85,146.15
2001-02-20 22:03:24.667000,L7,156.98,163.63,154.46,154.93,150.92,148.93,152.66,155.57,161.97,172.40,172.65,169.26,161.90,157.71,165.74,171.51,173.04,160.05,156.15,154.91,153.86,149.75,150.62,151.69,146.50,145.90,143.78,139.00,132.68,140.54,144.98,144.15,144.83,144.42,142.42,140.58,148.27,147.98,107.49,151.64,149.23,148.64,142.49,144.31,153.21,147.26,135.98,131.21,141.84,142.19,140.54
2001-03-08 22:03:44.911000,L7,,,,,,222.98,388.03,374.46,354.96,282.34,261.42,241.30,216.66,215.85,225.25,235.33,230.34,237.15,229.35,237.86,217.50,223.24,213.97,217.43,206.10,220.52,207.30,197.17,210.37,201.00,211.66,209.02,195.88,200.27,205.95,202.89,223.28,209.12,211.12,213.89,216.95,194.92,203.71,215.08,214.07,202.43,206.32,192.01,195.02,183.36,180.04
2001-04-02 21:57:18.479000,L7,152.49,158.71,156.96,153.33,154.75,148.71,154.13,158.62,164.95,171.22,175.34,266.25,245.50,185.15,233.39,233.19,178.33,166.18,165.60,165.25,159.18,156.00,155.80,153.41,153.56,147.55,146.72,148.78,141.34,143.83,150.43,149.51,152.40,151.87,150.01,149.66,148.03,156.93,155.50,160.44,150.89,149.16,152.64,153.96,160.17,158.75,145.46,140.33,149.50,144.00,140.90
2001-05-20 21:57:04.892000,L7,83.98,166.53,109.89,157.24,155.35,148.75,151.32,152.83,161.02,168.73,178.14,172.12,161.25,158.33,167.75,178.23,175.50,168.68,156.93,164.57,155.59,154.00,159.27,151.76,150.50,145.26,140.37,143.99,133.59,135.56,143.29,141.93,145.56,148.81,144.65,148.42,153.92,151.17,160.71,158.40,157.41,258.70,193.17,211.17,215.30,188.34,321.32,219.72,141.77,153.42,144.80
2001-05-27 22:03:12.319000,L7,73.26,103.39,99.95,103.25,111.55,106.24,108.72,120.51,115.21,69.29,175.88,173.78,176.70,158.19,189.86,171.24,174.78,172.70,167.81,172.43,163.91,163.90,158.34,161.67,157.90,159.45,151.55,152.55,148.12,146.13,153.24,153.62,146.52,154.06,153.21,151.90,159.71,157.41,165.28,106.28,106.13,87.75,159.51,162.13,158.68,163.08,151.75,141.00,150.10,141.66,145.51
2001-06-05 21:56:52.440000,L7,228.97,36.73,55.22,58.73,50.30,49.98,57.96,208.45,225.15,236.88,237.47,233.17,218.55,213.51,219.11,233.47,233.70,234.79,228.05,222.84,219.50,220.87,224.13,224.09,215.40,209.22,201.38,199.43,198.45,211.94,211.22,216.65,210.16,202.18,207.73,203.26,210.73,214.34,213.45,230.37,218.97,209.82,214.60,211.05,261.35,257.00,293.50,319.53,299.67,271.86,191.96
2001-06-28 22:02:21.050000,L7,204.71,215.91,213.96,208.96,201.76,195.95,181.50,201.57,202.49,221.03,209.92,179.64,208.37,185.40,209.93,223.06,212.05,176.88,172.33,204.59,206.35,208.50,206.04,187.54,170.08,174.25,191.19,160.41,153.38,187.65,198.59,202.62,159.61,189.50,160.76,172.00,160.41,166.73,168.97,166.21,177.59,166.92,167.35,165.41,199.78,165.45,164.28,153.90,175.95,173.57,139.55
2001-07-07 21:56:36.067000,L7,221.96,227.18,223.15,216.58,216.12,210.96,216.43,233.67,227.92,229.20,239.83,236.75,231.87,215.58,241.44,243.00,248.13,238.43,226.40,222.37,215.80,220.65,209.49,212.20,248.27,202.60,222.20,200.96,196.98,291.85,245.65,210.53,224.11,210.09,216.25,212.25,207.01,210.93,217.27,227.85,219.01,230.61,215.63,214.24,209.42,208.40,201.10,184.40,194.97,186.75,188.26
2001-07-14 22:02:45.650000,L7,,,,,,,,,,,,,,83.27,94.75,103.86,98.82,104.35,73.38,110.94,93.82,92.62,107.47,128.08,140.45,133.34,137.30,136.69,124.76,123.70,137.30,131.42,129.59,,96.23,119.85,153.98,138.42,155.52,150.53,141.46,133.49,129.95,133.39,148.38,161.16,123.35,,,148.78,142.42
2001-08-31 22:02:05.221000,L7,,,,,,,,,,,,174.47,213.55,267.27,294.30,290.46,194.67,172.74,165.66,181.29,166.10,172.25,192.05,188.05,179.36,216.78,219.05,196.86,181.70,197.26,320.87,387.54,,,,,,,,,152.13,336.33,,80.06,142.15,100.99,,247.72,,,
2001-09-25 21:55:40.572000,L7,69.08,85.01,88.26,82.33,86.41,89.89,89.35,99.61,106.43,211.93,217.53,206.40,194.69,191.45,195.83,206.95,210.56,192.67,199.22,197.86,198.90,187.34,184.71,181.29,185.42,170.33,168.02,168.62,167.61,159.16,172.23,173.15,175.23,170.03,177.69,166.56,184.77,177.64,171.68,180.41,173.58,173.16,171.33,172.05,185.69,171.47,158.68,153.48,165.71,159.52,159.52
2001-10-02 22:01:40.483000,L7,217.03,224.31,219.64,212.69,221.76,207.07,214.13,217.29,227.02,239.24,238.10,251.27,215.58,215.05,218.87,225.60,231.88,231.48,230.19,239.75,232.50,253.47,216.56,222.79,226.91,211.01,211.77,216.19,203.76,215.72,205.17,223.07,204.25,203.52,200.83,204.16,210.23,215.48,205.86,209.24,211.39,205.57,199.47,200.57,215.21,211.43,208.74,225.75,202.34,212.06,186.09
2001-10-11 21:55:21.747000,L7,244.48,249.00,238.02,248.28,228.53,227.34,224.36,234.42,242.22,248.90,260.48,261.87,239.66,238.04,242.43,253.67,256.64,251.71,244.42,249.77,243.36,265.90,237.77,227.25,228.73,224.23,218.62,219.95,212.34,223.14,225.43,232.33,225.55,216.68,224.00,221.16,232.60,233.15,230.43,229.68,228.89,222.61,220.27,218.91,237.04,230.49,213.57,219.75,211.31,214.68,204.32
2001-11-03 22:01:22.838000,L7,213.54,222.67,215.23,202.48,197.11,278.12,59.61,64.42,387.59,249.05,232.45,226.20,206.25,194.17,205.82,212.96,218.42,206.61,382.92,400.05,,,333.53,298.17,351.19,369.97,393.09,,,,,271.04,201.88,195.41,192.15,184.16,198.81,191.68,198.91,191.07,196.50,194.90,199.67,281.75,305.08,270.58,218.42,186.18,178.29,176.44,178.79
2001-12-30 21:55:49.115000,L7,207.78,39.08,50.21,50.71,50.73,50.25,49.94,48.64,55.16,219.50,227.10,222.50,205.02,209.34,212.65,223.78,227.37,219.72,212.67,216.54,202.93,201.18,199.37,197.98,201.30,196.23,196.38,187.75,185.87,186.21,184.41,193.43,194.93,194.23,191.46,188.01,197.40,196.52,194.30,193.91,197.32,192.69,186.41,185.22,191.73,193.35,179.09,175.65,178.76,178.47,179.09
2002-01-15 21:55:59.365000,L7,74.30,90.79,89.57,78.30,81.64,86.59,91.07,93.92,107.39,184.24,210.76,195.58,162.19,163.87,170.33,185.76,186.30,184.73,175.28,176.53,169.29,160.21,157.70,162.39,156.88,152.85,153.25,150.65,147.98,153.45,155.28,155.09,155.27,153.25,156.51,159.74,163.30,163.44,156.20,164.08,162.43,160.55,163.10,162.23,161.71,160.75,152.18,145.22,146.33,145.65,145.84
2002-01-22 22:02:16.754000,L7,240.37,36.76,30.44,39.07,46.49,42.16,48.76,37.60,243.22,248.07,261.51,257.65,252.99,239.19,243.73,255.28,254.95,259.83,251.50,246.18,233.29,226.88,253.91,231.88,236.50,226.60,231.55,222.46,215.43,217.44,222.53,228.43,223.92,221.31,223.27,222.41,231.76,228.97,226.22,222.72,232.41,230.39,223.90,222.62,235.25,229.43,212.23,210.47,209.96,214.52,206.33
2002-02-07 22:02:17.936000,L7,28.61,91.18,98.78,96.50,98.14,99.36,98.22,104.14,256.15,265.46,265.02,256.03,246.37,246.82,250.94,255.13,255.75,250.51,247.56,248.90,244.20,239.37,244.78,241.47,239.75,237.24,234.46,232.72,231.67,234.08,235.77,241.42,237.27,235.92,234.27,235.64,239.32,237.94,237.34,243.95,238.54,230.53,228.37,235.54,239.39,232.28,225.51,222.71,231.04,224.26,225.08
2002-02-16 21:56:06.046000,L7,234.15,235.57,225.38,213.33,222.58,215.35,219.97,216.32,229.36,237.84,241.49,245.68,232.97,226.24,239.84,250.39,233.76,257.51,237.51,267.04,230.57,209.51,217.57,222.78,216.66,218.47,208.92,202.08,200.82,205.83,209.26,206.11,209.21,215.06,210.32,218.06,209.88,226.25,214.79,212.38,211.34,204.92,205.17,210.96,212.00,203.13,212.64,194.42,200.50,190.26,210.29
2002-03-04 21:56:09.860000,L7,191.32,201.33,194.94,187.14,187.85,189.39,190.95,181.74,179.83,186.58,183.85,199.38,186.90,186.25,204.47,193.66,209.15,191.69,184.55,190.59,189.17,180.37,185.93,178.59,186.47,163.01,174.33,165.28,165.48,168.51,174.50,159.14,173.99,175.80,163.63,163.70,165.37,170.68,175.78,170.54,174.02,168.15,167.61,168.89,171.49,171.02,156.06,149.40,158.07,153.77,157.88
2002-03-11 22:01:55.664000,L7,235.11,229.53,234.64,252.29,236.69,224.84,216.65,224.09,227.84,240.12,240.03,251.05,215.47,213.37,219.30,276.81,238.73,240.22,233.67,225.92,226.23,228.70,296.92,251.23,238.88,218.30,233.60,207.01,194.88,201.49,205.74,209.91,210.72,205.22,215.59,211.74,209.60,205.42,213.82,228.77,214.74,285.11,212.09,213.89,225.84,202.66,198.69,191.30,200.35,196.55,189.10
2002-03-27 22:01:49.448000,L7,181.56,67.81,72.84,74.21,78.06,81.18,76.22,82.97,82.62,184.59,183.59,198.71,169.70,161.32,170.91,178.14,182.31,186.75,175.15,167.38,163.48,157.95,163.53,157.67,157.80,155.71,150.45,148.43,142.63,146.43,151.87,151.06,154.07,156.93,155.53,152.01,158.02,157.98,159.97,165.63,157.05,156.19,154.02,154.63,156.68,155.22,144.06,138.24,147.46,147.08,146.52
2002-05-07 21:56:03.729000,L7,59.97,95.81,90.83,84.27,90.73,100.17,98.11,99.75,111.87,62.89,182.87,179.81,167.80,162.72,174.00,181.80,179.91,169.38,172.49,166.92,160.12,157.28,165.35,165.64,167.99,157.46,149.95,147.10,149.73,150.12,153.13,154.65,158.29,153.88,155.74,155.73,156.04,161.68,157.82,160.13,154.89,156.70,152.08,160.35,166.25,155.20,151.19,147.36,146.99,149.82,138.92
2002-05-30 22:01:37.827000,L7,190.04,195.49,189.15,183.91,176.14,178.73,168.95,167.31,182.00,190.20,193.73,191.33,176.49,165.99,187.97,187.07,189.15,183.12,184.55,197.39,172.08,172.22,177.38,177.86,165.43,164.80,158.76,156.11,158.06,154.37,168.34,166.56,165.31,168.30,167.67,157.24,165.81,167.79,175.07,173.03,174.70,166.40,167.63,166.90,170.98,168.52,160.91,147.82,153.93,157.84,154.62
2002-07-17 22:01:20.506000,L7,118.24,100.19,100.03,90.58,95.77,102.77,111.43,115.38,112.02,230.01,229.95,237.71,208.66,208.27,219.00,229.03,194.07,215.52,220.19,221.39,213.36,202.79,207.49,200.18,194.74,196.29,163.67,170.69,180.61,187.67,196.18,198.41,178.45,188.37,190.61,188.10,163.52,202.91,204.73,187.93,186.35,179.51,188.05,177.95,192.56,192.05,189.37,152.89,183.09,181.46,171.14
2002-08-02 22:01:37.150000,L7,254.95,250.25,260.35,250.22,234.10,229.74,239.14,239.15,249.96,259.67,267.00,286.70,259.94,248.48,257.22,280.13,261.07,258.65,263.19,246.26,251.88,275.33,243.57,278.59,252.58,248.56,239.25,226.32,226.78,234.07,240.36,239.93,235.08,234.09,227.98,236.19,238.30,237.34,232.40,243.95,232.85,232.61,224.25,234.39,239.79,223.54,217.98,218.04,216.58,243.43,214.28
