dates,satname,nzd0362-0004,nzd0362-0005,nzd0362-0055,nzd0362-0056,nzd0362-0075,nzd0362-0076,nzd0362-0077,nzd0362-0078,nzd0362-0079,nzd0362-0007,nzd0362-0008,nzd0362-0043,nzd0362-0044,nzd0362-0045,nzd0362-0068,nzd0362-0069,nzd0362-0070,nzd0362-0071,nzd0362-0072,nzd0362-0073,nzd0362-0074,nzd0362-0080,nzd0362-0081,nzd0362-0082,nzd0362-0083,nzd0362-0084,nzd0362-0085,nzd0362-0086,nzd0362-0087,nzd0362-0088,nzd0362-0009,nzd0362-0010,nzd0362-0089,nzd0362-0090,nzd0362-0091,nzd0362-0092,nzd0362-0093,nzd0362-0050,nzd0362-0051,nzd0362-0052,nzd0362-0053,nzd0362-0013,nzd0362-0014,nzd0362-0030,nzd0362-0031,nzd0362-0032,nzd0362-0033,nzd0362-0034,nzd0362-0060,nzd0362-0061,nzd0362-0062,nzd0362-0063,nzd0362-0064,nzd0362-0065,nzd0362-0066,nzd0362-0067,nzd0362-0011,nzd0362-0017,nzd0362-0018,nzd0362-0023,nzd0362-0024,nzd0362-0057,nzd0362-0058,nzd0362-0015,nzd0362-0046,nzd0362-0047,nzd0362-0012,nzd0362-0016,nzd0362-0094,nzd0362-0095,nzd0362-0096,nzd0362-0097,nzd0362-0098,nzd0362-0099,nzd0362-0020,nzd0362-0021,nzd0362-0022,nzd0362-0025,nzd0362-0035,nzd0362-0026,nzd0362-0028,nzd0362-0029,nzd0362-0036,nzd0362-0037,nzd0362-0038,nzd0362-0054,nzd0362-0059,nzd0362-0104,nzd0362-0105,nzd0362-0106,nzd0362-0100,nzd0362-0101,nzd0362-0102,nzd0362-0103,nzd0362-0107,nzd0362-0108,nzd0362-0109,nzd0362-0110,nzd0362-0111,nzd0362-0112,nzd0362-0113,nzd0362-0114,nzd0362-0116,nzd0362-0117,nzd0362-0118,nzd0362-0115,nzd0362-0119,nzd0362-0120,nzd0362-0121,nzd0362-0129,nzd0362-0130,nzd0362-0131
2007-01-21 22:02:09.591000,L5,,,,,402.54,397.64,375.91,380.86,369.60,,,,,,388.62,364.84,399.68,403.98,372.78,380.83,397.19,349.93,343.97,341.30,337.90,344.96,336.43,332.88,330.32,323.07,,,315.99,311.59,,,,,,,,,,,,,,,,,,,,,416.86,405.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-06 22:02:11.997000,L5,,,317.31,315.54,398.81,387.25,385.56,358.22,352.00,,,,,,376.19,334.80,397.98,406.70,392.75,375.76,390.98,346.87,342.54,342.78,334.66,342.50,337.64,334.64,330.64,320.70,,,311.38,,,,,,,320.33,363.14,,,,,,,,,,,,,420.77,422.86,411.63,,,,,,329.95,360.11,,,,,,,,,,,,,,,,,,,,,,,346.45,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-25 21:57:37.029000,L5,,,,,400.55,387.64,376.40,346.87,342.55,,,,,,403.98,388.82,409.67,409.53,380.09,363.24,351.50,350.96,345.66,332.79,350.98,348.55,332.57,329.81,323.56,314.63,,,307.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-09 21:51:18.382000,L5,,,,,,,,390.11,385.73,,,,,,,,,,,,,376.65,362.28,364.15,366.44,361.27,351.93,340.09,334.52,330.78,,,325.60,318.19,306.86,309.23,306.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.87,281.48,267.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:51:46.135000,L5,,,,,,396.37,392.84,382.01,375.84,,,,,,393.86,387.44,402.73,409.46,371.17,367.23,367.89,357.74,348.38,349.27,350.96,351.03,336.01,327.86,333.42,322.67,,,316.81,303.49,,,,,,,,,,,,,,,,,,,,,,407.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:58:05.346000,L5,,,,,,,,388.34,380.13,,,,,,397.70,390.48,415.30,419.99,395.39,364.88,391.72,373.33,361.21,355.59,352.96,354.31,344.01,333.11,326.88,321.26,,,316.15,302.89,299.93,300.96,297.32,,,,,,,,,,,,,,,,,,,421.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12 21:57:13.086000,L5,,,,,,,,,,,,,,,,,,,,,,,,395.75,386.09,392.38,383.49,378.29,366.62,365.20,,,365.54,358.64,361.50,348.20,340.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.89,326.55,305.98,300.41,287.80,279.75,,,,,,,,,,,,,,,,,277.26,267.80,,,,,,,,,,,,,,,,,,,,
2011-01-16 21:57:09.950000,L5,,,,,,,,,,,,,,,,,,,,,,,399.42,398.94,387.61,385.67,373.39,356.33,347.37,346.06,,,337.26,334.45,320.07,328.70,330.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.55,313.68,299.73,293.04,290.14,279.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17 21:57:12.898000,L5,,,,,,,,391.76,376.61,,,,,,403.37,400.27,420.89,409.31,372.63,383.20,404.55,360.83,358.57,358.53,362.15,359.68,345.98,344.46,337.86,331.60,,,323.10,311.72,306.24,309.66,296.75,,,,,,,,,,,,,,,,,,,,,424.24,366.72,,,,,,,,,430.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-13 21:55:45.838000,L5,,,,,,,,,,,,,,,,,,,,,,,,,400.69,393.15,395.41,383.54,397.59,390.25,,,388.74,384.26,378.95,364.04,360.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.07,333.82,321.95,318.62,310.31,309.46,,,,,,,,,,,,,,293.52,281.41,274.04,293.54,301.56,295.35,296.26,267.57,,,,,,,,,,,,,,,,,
2013-04-11 22:09:26.995000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,402.27,392.21,402.56,388.83,,,380.52,377.31,366.76,364.89,357.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.36,355.64,329.43,339.60,316.25,314.24,,,,,,,,,,,,,,286.74,275.83,278.90,297.07,301.35,287.77,288.51,267.84,266.40,259.45,270.13,,,,,,,,,,,,,,
2013-05-13 22:09:11.169000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.80,411.95,415.99,,,404.26,403.67,393.16,387.99,381.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.59,365.65,355.07,347.99,347.27,326.85,,,,,,,,,,,,,,307.67,307.81,301.52,325.34,319.72,317.68,307.28,298.49,286.10,277.27,280.12,268.07,262.31,259.61,256.58,,,,,,,,,,
2013-05-29 22:09:17.297000,L8,,,,,,,,393.28,381.73,,,,,,406.66,408.96,401.95,380.84,367.13,366.64,,370.01,364.40,361.41,362.90,350.42,339.66,334.99,331.01,330.63,,,311.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30 22:09:11.994000,L8,,,,,399.93,391.71,382.97,381.29,374.22,,,,,,413.01,402.75,364.77,366.23,361.00,351.13,,369.22,364.46,358.31,360.79,354.55,338.70,334.07,332.76,323.11,,,311.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:09:16.475000,L8,,,,,397.92,388.06,379.00,376.48,373.73,,,,,,401.78,396.18,396.68,380.10,364.16,362.99,384.77,366.27,362.20,368.97,367.53,351.43,333.96,327.93,325.27,318.34,,,309.16,302.32,,,,,,,,,,,,,,,,,,,,,,420.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-07 22:08:50.709000,L8,,,,,,,,,,,,,,,408.45,402.92,419.49,395.96,372.06,361.58,390.49,,,336.57,382.66,355.47,346.47,330.03,325.21,321.67,,,316.20,312.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:08:21.364000,L8,,,,,397.60,387.62,378.18,372.32,365.90,,,,,,399.23,398.67,413.68,400.42,356.33,372.24,381.03,359.82,353.44,349.85,353.26,345.99,338.55,327.11,321.13,316.86,,376.33,307.68,,,,,,,,,,,,,,,,,,,,,,,,407.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-09 22:08:09.113000,L8,,,,,401.57,391.08,382.08,378.72,368.73,,,,,,396.95,392.41,420.49,403.32,374.47,378.92,364.05,355.60,344.48,348.60,353.80,345.06,345.95,326.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-13 22:07:45.256000,L8,,,,,402.94,386.57,378.67,375.60,369.58,,,,,,415.01,407.48,419.03,389.39,393.93,363.67,384.99,360.16,354.90,353.32,352.98,343.90,335.40,329.62,325.59,320.57,,,310.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:06:58.400000,L8,,,,,,,,,,,,,,,412.20,409.18,415.38,381.63,361.94,355.65,,,388.06,380.90,373.48,348.35,339.12,333.93,333.97,324.45,,,313.83,304.74,302.87,300.34,298.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-16 22:06:45.666000,L8,,,,,,,,,380.41,,,,,,412.74,410.85,415.64,384.86,365.52,357.49,,368.85,371.03,381.61,381.60,348.77,341.49,331.12,329.12,325.04,,,312.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03 22:07:01.995000,L8,,,,,401.13,390.01,384.89,383.08,372.17,,,,,,412.56,401.96,413.01,385.53,366.42,354.18,354.76,368.30,362.52,357.34,361.87,344.25,337.45,331.49,332.39,324.94,,,312.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04 22:07:14.381000,L8,,,,,,,,,,,,,,,,,,,,,,,,,403.75,396.09,394.74,389.01,390.84,380.49,,,379.79,370.50,366.48,364.83,355.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.32,346.91,331.21,317.27,308.49,296.48,,,,,,,,,,,,,,299.39,276.79,282.01,312.04,303.24,287.37,296.43,270.84,,,,,,,,,,,,,,,,,
2014-09-05 22:07:21.754000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,389.09,380.20,385.24,374.31,,,408.45,,386.27,357.63,350.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.60,334.56,327.67,325.22,328.06,327.91,,,,,,,,,,,,,,,317.47,270.83,327.41,286.34,328.64,,290.05,305.03,297.20,336.75,,,,,,,,,,,,,,
2014-10-07 22:07:25.795000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.84,417.92,417.43,,,397.78,409.28,391.82,400.28,374.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.59,374.30,369.85,362.36,352.86,330.51,,,,,,,,,,,,,,310.81,312.12,302.20,333.71,323.05,317.26,318.29,293.56,297.96,283.48,280.08,279.03,248.20,,,,,,,,,,,,
2014-11-08 22:07:28.004000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.04,410.94,417.13,,,405.68,407.65,394.74,386.46,379.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.81,332.26,363.29,352.47,349.42,340.16,,,,,,,,,,,,,,307.10,314.31,318.63,332.82,321.46,313.27,307.18,296.46,,,,,,,,,,,,,,,,,
2014-12-26 22:07:18.944000,L8,,,,,,,,,,,,,,,,,,,,,,,,399.68,387.21,379.93,375.46,376.34,409.96,370.35,,,356.96,352.48,347.36,365.24,337.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.43,316.34,310.70,303.48,288.83,319.30,,,,,,,,,,,,,,,,,279.70,273.48,,,,,,,,,,,,,,,,,,,,
2015-01-11 22:07:16.745000,L8,,,,,,,,391.91,392.73,,,,,,,,,,,,,385.87,379.05,369.53,374.83,368.16,367.56,364.18,346.75,350.56,,,347.79,336.14,327.38,331.41,318.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.96,307.94,277.97,281.43,283.79,269.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27 22:07:11.201000,L8,,,,,332.39,281.06,313.16,301.35,,,,,,,386.15,380.89,381.42,388.12,340.37,380.60,360.23,,,338.53,336.38,342.36,329.56,315.86,305.38,,,,,,,,,,,,,,,,,,,,,,,,,,,416.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12 22:07:03.113000,L8,,,,,,,,,393.05,,,,,,,,,,,,,363.65,387.52,381.55,370.66,368.63,336.06,333.97,333.21,325.83,,,333.04,315.39,336.15,302.92,310.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:07:00.305000,L8,,,,,397.73,392.78,384.27,376.03,364.62,,,,,,,417.49,425.32,412.32,386.19,385.90,396.59,359.93,354.58,350.11,379.97,348.50,335.69,331.93,330.08,323.89,,,312.06,314.13,303.96,301.63,298.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01 22:06:37.659000,L8,,,,,390.12,381.91,374.61,370.58,358.57,,,,,,412.25,406.77,417.95,384.21,351.96,366.02,378.71,354.42,351.59,349.89,351.42,345.64,332.77,331.05,328.93,321.44,,,305.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19 22:06:16.557000,L8,,,,,,,,,,,,,,,,,,,,,,,,396.69,382.48,379.24,376.59,371.51,364.32,369.25,,,363.04,356.71,344.04,349.69,343.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.68,305.97,304.22,293.81,288.85,279.08,,,,,,,,,,,,,,,,,265.81,,,,,,,,,,,,,,,,,,,,,
2015-06-20 22:06:32.847000,L8,,,,,,396.33,381.55,384.51,374.40,,,,,,,415.14,421.51,381.89,370.57,364.08,,366.43,365.90,357.69,366.80,354.85,342.51,337.20,337.00,329.13,,,312.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:06:49.445000,L8,,,,,,,,391.10,377.14,,,,,,414.73,408.25,413.12,379.38,364.04,361.91,,364.58,365.87,360.21,368.24,352.64,335.62,331.52,330.13,323.84,,,312.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23 22:07:00.453000,L8,,,,,396.52,387.70,378.12,371.90,369.12,,,,,,400.76,400.33,407.01,375.82,355.93,362.02,,363.15,359.30,354.66,365.64,347.14,334.82,328.85,324.66,317.34,,,305.96,,,,,,,,,,,,,,,,,,,,,,,420.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08 22:07:06.448000,L8,,,,,398.97,387.55,379.74,384.63,372.08,,,,,,401.49,396.13,393.73,375.74,361.11,353.16,273.97,364.79,379.31,381.54,370.00,370.11,331.16,326.00,321.55,316.00,,,307.09,,,,,,,,,,,,,,,,,,,,,,,413.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24 22:07:13.635000,L8,,,,,,,,,392.98,,,,,,399.69,394.87,386.68,365.53,354.98,350.63,,367.06,363.10,377.69,366.02,351.20,334.01,328.06,325.69,317.34,,,308.67,,,,,,,,,,,,,,,,,,,,,,,422.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10 22:07:14.813000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.99,401.80,379.07,,,400.81,369.99,359.33,399.24,383.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.99,335.60,359.74,344.33,309.44,298.15,,,,,,,,,,,,,,285.31,269.78,274.52,314.81,302.50,279.27,283.67,269.73,,,,,,,,,,,,,,,,,
2015-11-27 22:07:23.156000,L8,,,,,402.23,,,385.11,371.16,,,,,,,407.02,421.40,382.90,363.21,368.49,387.98,358.23,355.18,347.95,360.54,355.03,340.17,330.12,328.55,322.40,,,310.17,308.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-13 22:07:21.432000,L8,,,,,,,,,,,,,,,,,,,,,,,395.15,395.68,387.36,381.79,378.76,373.13,373.56,361.74,,,361.96,359.58,352.64,345.99,335.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.18,318.79,307.01,298.57,298.04,280.56,,,,,,,,,,,,,,,,,272.45,271.73,266.89,,,,,,,,,,,,,,,,,,,
2015-12-29 22:07:21.036000,L8,,,,,388.34,397.05,388.64,377.58,366.89,,,,,,396.62,396.11,395.52,374.18,348.50,366.92,349.49,357.69,372.19,368.23,372.12,359.32,355.09,321.66,316.20,310.83,,,,,,,,,,,,,,,,,,,,,,,,,,417.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15 22:07:09.441000,L8,,,,,394.80,383.06,375.24,372.32,354.06,,,,,,402.05,400.09,415.85,380.20,356.06,361.82,385.49,347.70,347.88,341.95,307.95,331.48,337.81,328.74,324.95,320.26,,409.99,306.08,,,,,,,,,294.44,391.13,,,,,,,,,,,,,,348.39,,,,,,,,,,359.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02 22:07:07.398000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,415.88,400.09,391.47,392.40,399.97,,,409.62,386.87,382.48,359.67,379.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.54,359.99,326.12,342.29,327.25,324.80,,,,,,,,,,,,,,306.29,283.24,281.76,309.88,301.23,307.95,300.95,271.25,288.61,259.43,,,,,,,,,,,,,,,
2016-03-18 22:07:01.867000,L8,,,,,,388.09,374.27,349.15,363.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19 22:06:46.856000,L8,,,,,399.97,391.17,380.13,378.37,372.38,,,,,,415.04,417.68,422.97,388.64,366.46,373.00,396.97,364.18,362.84,358.31,361.30,351.52,341.35,334.21,333.52,326.97,,,317.42,312.66,305.61,303.65,299.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.05,277.12,269.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05 22:06:50.290000,L8,,,,,399.78,395.84,380.93,379.46,378.25,,,,,,,414.44,421.41,384.52,365.51,376.10,393.36,366.57,361.80,355.53,361.46,351.39,340.21,334.71,334.34,326.30,,,315.93,311.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06 22:06:54.973000,L8,,,,,399.03,385.84,374.90,372.39,371.20,,,,,,410.83,408.07,416.03,379.38,365.22,365.52,389.82,363.47,357.26,353.39,365.05,347.50,336.97,331.76,331.10,324.56,,,310.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-24 22:07:13.819000,L8,,,,,400.29,390.11,378.31,383.66,377.85,,,,,,411.86,408.88,412.62,377.57,364.61,366.20,363.62,367.55,364.60,360.39,365.76,353.40,340.58,332.41,330.17,324.73,,,310.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-09 22:07:15.795000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.44,344.13,310.96,,,,,,,,261.19,333.67,383.38,404.21,327.18,341.24
2016-09-10 22:07:27.365000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.17,413.68,406.38,,,371.95,368.59,390.87,359.34,350.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.66,361.60,369.00,350.74,342.82,330.17,,,,,,,,,,,,,,303.34,307.26,288.79,324.61,310.10,287.63,297.44,287.63,288.60,279.33,272.62,,,,,,,,,,,,,,
2016-10-12 22:07:33.085000,L8,,,,,,,,,,,,,,,,,,,,,,,,406.13,396.89,398.54,384.34,403.50,403.73,380.09,,,380.88,372.44,382.92,358.30,368.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.14,331.00,324.33,314.21,305.64,309.13,,,,,,,,,,,,,,278.19,270.25,281.64,296.98,287.79,283.11,282.46,266.24,,,,,,,,,,,,,,,,,
2016-12-15 22:07:29.991000,L8,,,,,,,,,,,,,,,,,,,,,,,,,399.49,396.34,392.73,387.08,396.20,379.95,,,377.20,366.07,366.00,356.77,377.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.08,335.81,330.35,316.76,309.84,306.07,,,,,,,,,,,,,,299.74,277.91,284.80,291.13,305.48,290.20,287.40,269.20,,,,,,,,,,,,,,,,,
2017-01-16 22:07:22.953000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,402.06,405.28,387.33,377.91,384.87,,,373.57,380.01,378.67,369.19,354.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.90,324.28,321.54,310.54,301.91,301.27,,,,,,,,,,,,,,,,,309.25,279.99,297.75,,,,,,,,,,,,,,,,,,,
2017-03-05 22:07:02.841000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.68,,,413.35,400.35,397.15,389.05,388.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.94,365.82,355.80,347.02,337.13,325.38,,,,,,,,,,,,,,305.47,300.91,295.08,331.56,314.41,314.46,285.51,297.27,290.58,275.60,282.61,271.19,264.33,257.33,253.73,,,,,,,,,,
2017-03-21 22:06:52.698000,L8,,,,,,,,394.21,386.93,,,,,,,,,,,,,380.29,370.63,361.45,368.36,353.97,347.50,333.03,325.36,322.88,,,318.86,311.53,304.90,304.39,295.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06 22:06:45.830000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.56,426.04,418.31,,,412.90,410.46,406.32,399.07,380.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.36,358.72,360.80,348.26,344.00,321.23,,,,,,,,,,,,,,317.51,308.61,298.12,333.03,334.90,330.54,327.45,288.97,292.77,298.98,286.21,283.56,277.93,269.42,257.18,265.61,264.24,259.80,257.74,258.80,,,,,
2017-04-22 22:06:36.244000,L8,,,,,,400.06,397.77,389.17,379.37,,,,,,,,,387.23,371.57,368.39,398.26,375.28,371.97,365.91,368.93,359.60,345.79,334.53,334.49,328.04,,,322.59,312.02,306.86,304.93,295.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.69,281.98,271.45,275.22,265.35,257.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08 22:06:35.164000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.35,409.40,413.81,,,407.75,412.11,394.12,400.24,382.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.07,364.75,365.16,345.91,342.71,326.61,,,,,,,,,,,,,,305.53,305.56,294.86,325.39,311.41,318.30,311.51,292.79,292.45,276.27,270.98,277.06,268.47,255.72,251.45,,,,,,,,,,
2017-05-24 22:06:46.292000,L8,,,,,,394.54,382.69,386.13,374.87,,,,,,413.96,414.41,410.32,375.64,371.26,363.65,,369.78,367.17,374.94,368.50,350.58,341.77,333.41,330.50,325.25,,,314.23,309.63,300.64,298.72,292.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-09 22:06:54.260000,L8,,,,,,,,,,,,,,,370.07,359.82,349.79,342.58,332.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.86,356.86,401.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 22:06:59.518000,L8,,,,,390.94,380.70,373.19,367.66,367.14,,,,,,401.36,395.62,383.20,362.25,356.71,346.66,,360.04,357.98,348.01,345.92,347.97,328.21,323.21,322.40,319.77,,,315.73,304.82,308.64,304.72,298.83,,,,,,,,,,,,,,,,,,,412.65,,,,,,,,,,,,,287.82,278.89,271.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28 22:07:19.886000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.93,411.88,414.89,,,405.44,400.69,396.47,396.75,378.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.20,369.89,366.49,347.74,345.66,328.51,,,,,,,,,,,,,,312.98,312.84,296.75,329.37,321.28,321.19,317.35,292.41,292.85,281.53,283.39,280.14,259.25,258.40,254.50,,,,,,,,,,
2017-10-31 22:07:31.844000,L8,,,,,,,,,,,,,,,,,,,,,,,,,406.04,393.91,389.26,387.24,383.35,416.83,,,382.32,367.27,375.51,358.22,380.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.17,348.36,324.63,325.68,306.34,302.46,,,,,,,,,,,,,,283.63,278.44,276.66,292.49,290.16,289.38,286.10,265.35,297.38,260.64,,,,,,,,,,,,,,,
2017-11-16 22:07:28.249000,L8,,,,,397.33,386.22,380.07,377.88,368.65,,,,,,404.24,393.29,409.82,377.13,367.42,364.75,389.12,354.57,342.98,333.19,360.02,354.67,342.73,332.92,327.77,320.33,,,312.55,309.73,300.43,301.51,294.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
