dates,nzd0247-0000,nzd0247-0001,nzd0247-0002,nzd0247-0003,nzd0247-0004,nzd0247-0005,nzd0247-0006,nzd0247-0007,nzd0247-0008,nzd0247-0009,nzd0247-0010,nzd0247-0011,nzd0247-0012,nzd0247-0013,nzd0247-0014,nzd0247-0015,nzd0247-0016,nzd0247-0017,nzd0247-0018,nzd0247-0019,nzd0247-0020,nzd0247-0022,nzd0247-0023,nzd0247-0024,nzd0247-0025,nzd0247-0026,nzd0247-0027,nzd0247-0028,nzd0247-0029,nzd0247-0030,nzd0247-0031,nzd0247-0032,nzd0247-0033,nzd0247-0034,nzd0247-0021,nzd0247-0035,nzd0247-0036,nzd0247-0037,nzd0247-0038,nzd0247-0039,nzd0247-0040,nzd0247-0041,nzd0247-0042,nzd0247-0043,nzd0247-0044,nzd0247-0045,satname
2014-11-10 21:53:54+00:00,,,,,,307.0,301.50499999999994,323.81999999999994,321.39,329.45000000000005,323.4,326.63199999999995,343.025,345.0475,339.08,284.0525,337.7166666666667,354.34,352.68,,,324.55,322.336,296.94444444444446,313.325,301.7575,319.6575,326.6666666666667,331.04,313.22125,315.41399999999993,316.38875,333.075,322.31,335.11,320.925,316.0733333333333,317.695,320.948,322.17600000000004,331.46500000000003,341.45285714285717,352.1642857142857,344.89000000000004,342.22499999999997,322.78999999999996,L8
2015-01-13 21:53:42+00:00,,,,,,,,,,,,332.9,342.31,343.95,337.9775,287.096,338.0425,350.54499999999996,349.58000000000004,,,,327.584,304.76714285714286,318.88666666666666,313.9433333333333,323.34499999999997,331.0971428571429,336.09,320.3666666666667,301.6399999999999,328.54,337.41833333333335,328.285,,326.90000000000003,319.5725,321.6425,323.59666666666664,324.33666666666664,335.65333333333336,344.1,354.78000000000003,349.735,338.25,322.78999999999996,L8
2015-04-03 21:53:26+00:00,320.36,,,,,,,,,,,332.56333333333333,340.3066666666667,342.1333333333334,333.785,291.82,335.3566666666667,346.75,346.48,,,,325.5166666666667,312.14333333333326,326.14,330.9566666666667,325.09999999999997,333.7066666666667,344.56,332.62666666666667,,337.555,343.83000000000004,323.09000000000003,,325.295,327.345,309.985,316.28999999999996,325.06,337.36749999999995,343.44666666666666,354.0333333333333,352.5933333333333,,,L8
2015-04-19 21:53:02+00:00,320.36,300.73,,298.14,293.64,305.1,300.19,304.63,313.69,327.14,316.48,324.6125,335.625,336.375,333.785,291.82,335.3566666666667,346.75,346.48,,,324.43,315.50750000000005,306.7475,320.7425,323.26750000000004,316.75666666666666,326.19,333.53999999999996,325.185,292.06,326.79,332.85666666666674,317.6066666666666,325.02,317.7766666666667,327.345,307.95,317.90333333333336,324.1933333333333,335.57,341.875,352.5625,352.5933333333333,,,L8
2015-05-05 21:52:48+00:00,320.36,300.73,,298.14,293.64,305.1,300.19,304.63,313.69,327.14,316.48,322.48333333333335,334.9866666666667,334.34,333.785,292.66,337.105,346.75,346.48,,,320.92,304.08500000000004,301.0,314.89,317.09749999999997,307.67,317.74,329.2,317.06,289.56,319.9625,328.08000000000004,317.5875,325.02,319.4,322.5166666666667,308.7925,319.365,324.16499999999996,332.758,340.96799999999996,352.066,351.335,,,L8
2015-06-06 21:53:16+00:00,320.36,300.73,,298.14,293.64,305.1,300.19,306.75,313.565,327.52,315.435,310.42333333333335,325.69666666666666,329.3299999999999,334.67,299.27,339.02,346.75,346.48,,,321.2866666666667,293.83000000000004,292.77,310.1575,309.01,304.825,309.59250000000003,325.75,307.0125,290.24333333333334,310.47,322.2875,316.808,306.955,319.422,317.85999999999996,307.82399999999996,318.06,323.744,330.53000000000003,338.82,350.416,348.4175,,,L8
2015-07-08 21:53:09+00:00,320.36,300.73,,298.14,293.64,305.1,302.255,306.75,314.0833333333333,327.52,317.3066666666667,309.66499999999996,323.8875,326.91333333333336,325.49,299.27,339.02,346.75,346.48,,,321.2866666666667,293.83000000000004,290.514,310.004,308.07,305.232,308.84000000000003,325.282,308.622,297.65250000000003,310.0,323.87800000000004,317.57166666666666,306.955,320.70666666666665,317.97499999999997,308.775,319.3016666666667,324.58166666666665,331.13,339.61833333333334,351.2616666666666,349.064,,,L8
2015-10-12 21:53:41+00:00,,300.73,,298.14,293.64,305.1,302.255,306.75,314.0833333333333,327.52,317.3066666666667,306.35499999999996,324.395,326.5,322.025,284.89,340.02,345.57,345.3,,,321.2866666666667,293.2125,291.946,311.748,306.24399999999997,306.47400000000005,307.142,325.598,308.92,308.152,310.982,324.54,319.84,306.955,322.55600000000004,318.3375,311.66999999999996,320.8075,324.3425,330.22,339.035,352.55,348.7066666666667,,,L8
2016-01-16 21:54:09+00:00,342.64,324.84,319.05,313.93,316.33,319.76,322.78,,336.53,,341.04,324.23,338.485,339.975,330.235,288.775,343.17999999999995,348.325,345.98,,,348.2,319.885,316.32000000000005,332.07,326.38,328.85,331.7,347.23,332.79999999999995,349.67999999999995,339.17499999999995,347.02,338.91499999999996,,339.4,327.615,324.425,,338.89,342.17,348.73,358.67499999999995,359.51,,,L8
2016-02-01 21:54:07+00:00,340.015,322.46,317.45500000000004,312.65,314.705,319.325,320.65999999999997,,334.74,,339.96000000000004,324.55333333333334,336.16333333333336,338.59,329.78333333333336,292.95666666666665,343.6666666666667,349.19666666666666,344.98,,,347.53499999999997,319.1433333333334,314.84,330.4633333333333,324.22333333333336,328.4266666666667,333.24,346.8566666666666,332.53666666666663,349.1566666666667,338.4633333333333,346.71333333333337,337.58666666666664,,339.39000000000004,326.96,324.21,,338.89,340.765,348.805,358.75666666666666,359.32,,,L8
2016-03-04 21:53:33+00:00,339.1666666666667,321.3933333333333,317.0566666666667,313.19666666666666,315.22999999999996,320.49333333333334,321.75,340.73,336.5133333333333,351.29,343.00333333333333,326.3425,336.995,339.305,329.9375,291.5575,345.2975,352.475,348.635,,358.04,348.1766666666667,320.7075,315.77750000000003,330.355,324.0425,330.02,335.4025,348.095,333.625,350.065,339.315,347.61,338.85,,340.16,327.0125,324.55,,338.9,340.765,348.805,358.8075,359.25333333333333,,,L8
2016-05-23 21:53:41+00:00,339.1666666666667,321.3933333333333,317.0566666666667,313.19666666666666,315.22999999999996,320.49333333333334,321.75,340.73,336.5133333333333,351.29,343.00333333333333,327.95666666666665,335.5,339.6333333333334,330.67,293.78000000000003,347.0566666666667,354.7766666666667,349.74666666666667,,358.04,348.1766666666667,321.0466666666666,315.42,322.7175,317.79,324.7025,330.97,340.71500000000003,318.5,350.0366666666667,338.91,347.81333333333333,338.48333333333335,,340.5033333333334,326.3833333333333,324.1766666666667,,338.9,340.765,348.805,358.71333333333337,359.25333333333333,344.58,353.96,L8
2016-07-26 21:54:04+00:00,337.43,319.66999999999996,316.06000000000006,312.83000000000004,314.67999999999995,320.86,321.235,340.73,336.505,351.29,343.985,328.4549999999999,335.505,338.635,329.64,294.34000000000003,347.4150000000001,356.62500000000006,351.28999999999996,,358.04,348.16499999999996,321.53,303.33666666666664,315.0425,311.7575,318.9675,324.955,335.5625,310.0675,331.35666666666674,327.69000000000005,338.24333333333334,330.56,,332.59000000000003,323.0466666666666,324.675,,329.08500000000004,331.275,342.695,354.37000000000006,354.84999999999997,344.45,353.96,L8
2016-08-27 21:53:50+00:00,337.47,319.26,316.26,314.29,316.28,322.83,323.93,340.73,340.06,351.29,349.09,331.71,339.49,341.45,330.4,287.36,350.19,362.31,359.6,,358.04,349.46,325.4,290.2766666666667,308.41999999999996,306.78,312.63,318.4475,330.99,302.96500000000003,309.56333333333333,319.2966666666667,328.97666666666663,323.90000000000003,,325.02000000000004,318.9166666666667,301.625,,325.00666666666666,322.6,334.875,348.74,348.59666666666664,342.50666666666666,353.96,L8
2016-09-12 21:54:18+00:00,323.34,304.81,292.36,298.96,,,,,,,,,,,,,,,,,,,,275.43333333333334,300.9025,300.4475,304.17,310.315,324.7575,295.0825,288.1466666666667,309.4533333333333,316.31333333333333,314.30333333333334,,315.55333333333334,313.48,285.115,,317.1333333333333,322.17,333.98333333333335,342.26666666666665,341.5133333333333,341.2975,353.96,L8
2016-12-17 21:54:19+00:00,333.145,315.315,292.36,298.96,319.09,,325.63,,,,,341.33,341.62,342.53,347.04,291.96,348.25,,,,,,328.04,275.43333333333334,305.9125,306.1775,310.365,318.0325,333.125,310.4425,303.01750000000004,317.055,323.2875,320.92,,321.035,317.195,299.5466666666667,336.18,323.445,327.755,339.0875,342.26666666666665,341.5133333333333,340.2033333333334,,L8
2017-02-03 21:53:41+00:00,335.53999999999996,318.07666666666665,305.8,308.09000000000003,319.73,322.71,327.49,342.0,343.03,,349.33,341.835,342.08500000000004,343.22,340.74,295.33,347.985,,,,,,327.69,273.38,310.8275,313.2225,318.38,325.0875,339.35999999999996,320.85,306.3,326.4525,331.65,328.3375,,327.5375,320.36,308.665,337.64,329.47,333.64,344.565,349.1066666666666,339.12,338.14500000000004,,L8
2017-06-11 21:53:45+00:00,341.64,324.71000000000004,319.24,317.22,319.73,322.71,327.49,342.0,343.03,,349.33,341.835,342.08500000000004,343.22,340.74,295.33,347.985,,,,,,327.69,278.98,314.5333333333333,319.2366666666667,326.94666666666666,332.62999999999994,343.75666666666666,331.04333333333335,336.985,332.81,342.2466666666666,334.48,,333.72333333333336,323.1666666666667,326.3066666666667,333.13000000000005,335.98,339.84666666666664,350.75333333333333,356.2,347.61,,,L8
2017-08-14 21:54:07+00:00,330.75,309.8,305.24,,302.47,313.5,,330.19,,,326.11,313.92,330.47,,,,,,,,345.68,335.91,310.1,285.975,304.725,303.875,311.1,317.19,325.94,314.735,326.34,316.82,325.84000000000003,318.21500000000003,,323.32,313.365,314.19,325.43,325.21000000000004,330.265,341.73,349.595,348.415,,,L8
2017-08-30 21:53:46+00:00,330.75,307.71500000000003,302.82500000000005,292.11,302.47,313.5,,330.19,,,326.11,313.92,330.47,,,,,,,,345.68,331.44500000000005,305.06,280.75666666666666,303.0,302.19,309.77666666666664,316.07,326.3533333333333,311.50666666666666,306.4,316.375,323.50666666666666,318.42,277.66,321.27666666666664,312.56,311.17,325.43,322.37,326.92333333333335,339.15333333333336,347.45666666666665,346.2166666666667,339.33,,L8
2017-10-01 21:54:18+00:00,333.61,307.71500000000003,302.82500000000005,292.11,302.47,313.5,,330.19,,,326.11,328.92,339.5,337.94,335.92,289.16,347.53,354.66,,,345.68,331.44500000000005,313.43,291.6675,309.0525,307.3675,315.595,321.545,332.6975,318.6725,306.4,316.375,329.6675,325.365,277.66,326.995,317.0625,311.17,325.43,327.9625,330.815,342.9525,351.1775,346.2166666666667,339.33,,L8
2017-12-04 21:53:49+00:00,336.50666666666666,311.48,302.82500000000005,292.11,302.47,313.5,,330.19,,,326.11,331.40000000000003,339.5933333333333,337.94,335.92,287.525,346.62,353.28,355.21,,345.68,336.93,316.3525,296.664,312.67600000000004,311.402,317.576,324.32,335.86,321.916,306.4,323.56666666666666,332.572,327.804,313.28,328.736,318.992,314.275,328.07666666666665,329.704,332.446,343.908,352.446,346.2166666666667,339.33,,L8
2018-04-11 21:53:01+00:00,334.175,311.365,292.43,300.31,269.37,306.5,308.03,323.46,319.66,333.17,324.04,327.15999999999997,329.57,313.08,,285.89,345.71,351.9,355.21,,,347.9,325.12,300.0,315.555,316.685,316.895,327.63,340.025,323.775,315.07,328.91999999999996,334.95,325.07,348.9,326.95,318.5,316.195,326.48,330.155,332.81500000000005,340.59000000000003,352.40999999999997,346.11,,,L8
2018-06-30 21:53:07+00:00,326.05,303.72,292.43,300.31,269.37,306.5,308.03,323.46,319.66,333.17,324.04,317.96,319.36,313.08,,,,,,,,,,279.85,301.79499999999996,302.28499999999997,308.42,318.58,330.62,307.285,300.955,302.41999999999996,324.46,313.64,,316.98,304.56,308.8,319.59,323.64,326.66,333.765,347.28499999999997,346.18,341.4,,L8
2018-07-16 21:53:15+00:00,326.05,303.72,292.43,300.31,269.37,308.525,306.79499999999996,323.645,318.09000000000003,332.265,322.67,317.96,319.36,313.08,,,,,,,,,,280.7766666666667,301.47666666666663,301.7966666666667,308.61,318.1033333333333,330.60999999999996,306.46333333333337,298.1566666666667,301.21999999999997,324.81,314.97666666666663,,316.98333333333335,307.22,305.295,320.825,322.16999999999996,326.66,334.76666666666665,347.50666666666666,346.01666666666665,342.325,,L8
2018-08-17 21:53:07+00:00,326.05,303.72,292.43,300.31,269.37,308.3966666666667,307.55,324.1666666666667,317.7,331.8233333333333,322.29,317.96,319.36,313.08,,,,,,,,,,280.51250000000005,302.38,302.3425,309.525,317.48,330.145,306.85,304.7675,305.6425,324.5575,316.185,,318.09749999999997,308.7575,306.81666666666666,320.31,323.08,324.68,334.975,347.72249999999997,345.67,341.55999999999995,,L8
2018-10-04 21:53:26+00:00,335.045,303.72,292.43,300.31,269.37,308.3966666666667,307.55,324.1666666666667,323.115,331.8233333333333,327.97249999999997,327.40999999999997,329.86,323.685,328.53,297.54,,,,,,350.91,329.98,288.51000000000005,308.236,307.93600000000004,314.52,321.108,333.514,313.238,314.27200000000005,313.334,329.32599999999996,321.416,,322.104,312.71400000000006,311.43,320.31,327.74,330.62,338.942,350.088,349.438,341.55999999999995,,L8
2018-10-20 21:53:32+00:00,343.33500000000004,,,,,309.345,307.31,324.52,324.26666666666665,331.15,334.1625,337.96500000000003,341.03499999999997,336.29,328.495,293.09000000000003,,,,,,351.405,329.94,295.726,314.05199999999996,312.91600000000005,318.902,324.09000000000003,335.776,318.01,314.07250000000005,318.036,333.40999999999997,327.172,,326.424,316.342,315.97,320.66999999999996,332.3675,335.8966666666667,343.008,352.482,352.916,341.55999999999995,,L8
2018-11-05 21:54:00+00:00,343.33500000000004,325.11,,,,309.345,307.31,324.52,324.26666666666665,331.15,334.1625,338.33666666666664,341.85999999999996,338.21333333333337,327.43333333333334,290.3833333333334,350.17,,,,,351.405,329.71666666666664,299.88500000000005,317.4683333333333,316.71833333333336,322.3866666666667,326.03000000000003,337.90000000000003,321.10833333333335,314.07250000000005,321.92,335.215,329.1933333333333,,328.78,318.21833333333336,318.37600000000003,320.66999999999996,332.3675,338.32500000000005,344.6783333333333,353.46166666666664,354.0516666666667,341.55999999999995,,L8
2019-05-16 21:53:39+00:00,,,,,,309.66,306.18,327.66,318.69,330.46,319.05,310.97,318.84,,,,,,,,,317.89,300.85,299.12,305.21,305.39,311.47,316.92,321.43,318.97,285.18,316.46,324.85,312.24,326.12,321.87,313.38,309.58,322.04,324.93,323.52,335.44,348.66,347.27,344.69,352.22,L8
2019-06-17 21:53:54+00:00,,,,,,309.01,308.025,326.495,319.5,331.88,320.34000000000003,312.37,302.9,,,,,,,,,319.345,302.875,301.28999999999996,306.525,306.345,313.33500000000004,318.68,323.68,320.88,288.305,318.84000000000003,327.595,313.35,330.83500000000004,323.90999999999997,315.375,310.99,324.435,326.28999999999996,327.005,337.65,350.155,349.41999999999996,346.55,354.09000000000003,L8
2019-08-04 21:53:45+00:00,,,299.75,296.62,,309.36,308.76666666666665,326.495,319.81333333333333,332.4633333333333,321.34,313.3,311.07666666666665,,,,,,,349.93,331.25,320.53,301.3233333333333,298.1066666666666,307.26666666666665,306.93666666666667,313.53333333333336,318.8833333333334,325.4066666666667,320.95,300.45666666666665,320.12333333333333,328.22,314.8633333333333,320.3,324.82,315.93,310.85999999999996,325.17333333333335,328.28,327.5366666666667,338.4266666666667,350.55,349.72333333333336,346.4666666666667,354.09000000000003,L8
2019-10-07 21:54:03+00:00,,,299.75,296.62,,309.36,308.76666666666665,326.495,319.81333333333333,332.4633333333333,321.34,320.08500000000004,319.87,340.74,331.59,286.41,,,,349.93,331.25,320.53,308.115,304.5925,311.705,311.945,318.575,322.55,328.87,325.8325,300.45666666666665,325.4825,332.8425,321.8975,325.485,328.6525,319.175,314.7925,325.17333333333335,328.28,331.0875,341.9625,353.6175,352.3175,346.4666666666667,354.09000000000003,L8
2019-11-08 21:54:02+00:00,339.49,326.16,299.75,296.62,320.05,312.895,313.0875,326.495,319.81333333333333,332.4633333333333,321.34,323.434,323.92199999999997,340.935,329.93499999999995,290.41,346.6,356.51,,349.93,331.25,320.53,312.152,307.45,313.42999999999995,314.216,320.446,323.66999999999996,330.994,328.46400000000006,300.45666666666665,328.132,335.014,325.844,325.485,330.342,320.756,316.426,327.905,331.4175,332.814,343.63800000000003,355.13599999999997,352.3175,346.4666666666667,354.09000000000003,L8
2019-11-24 21:53:59+00:00,341.07,326.16,299.75,296.62,320.03499999999997,316.51,315.38999999999993,325.33,320.375,333.46500000000003,322.485,329.15999999999997,328.384,341.8433333333333,328.6433333333333,291.59,347.375,356.52,,349.93,331.25,321.84999999999997,318.106,311.55,316.63,318.442,324.28000000000003,326.17199999999997,334.652,332.46,308.095,332.726,338.686,331.866,325.27333333333337,333.87600000000003,323.496,319.294,331.2975,335.12749999999994,335.758,345.966,357.32399999999996,355.125,347.355,355.96,L8
2019-12-26 21:53:55+00:00,335.17,314.56500000000005,296.155,291.53,320.03499999999997,319.2266666666667,318.15,,320.44,333.63,323.34,333.0075,338.74,341.8433333333333,328.6433333333333,291.59,347.375,356.52,,349.93,331.25,322.9,321.4075,313.5725,318.8275,321.22749999999996,326.55,324.41200000000003,333.262,329.856,305.84000000000003,328.61,334.75,330.42199999999997,320.135,329.73400000000004,321.394,317.17999999999995,332.7866666666667,333.2075,333.642,343.146,355.82,352.9375,342.255,,L8
2020-01-11 21:54:15+00:00,335.60249999999996,315.90000000000003,303.0466666666667,291.53,319.07,320.00750000000005,319.90000000000003,340.62,331.24,340.925,333.65,333.88,338.752,343.0725,328.645,289.76750000000004,347.48333333333335,356.52,,349.93,331.25,322.9,322.172,315.01000000000005,319.128,321.88,326.572,325.75500000000005,334.4316666666667,331.3883333333333,305.84000000000003,330.3483333333333,336.81666666666666,332.0133333333333,320.135,331.62166666666667,322.6333333333333,318.545,332.7866666666667,333.2075,335.1383333333334,344.315,356.72166666666664,352.9375,342.255,,L8
2020-01-27 21:54:11+00:00,337.546,316.5,307.2075,299.28,319.1175,320.228,320.765,339.055,333.9866666666667,343.00666666666666,337.03999999999996,334.18666666666667,339.4066666666667,343.13800000000003,327.44399999999996,287.848,347.3275,355.3433333333333,353.62,349.93,331.25,322.9,323.0966666666667,316.02000000000004,319.50333333333333,322.7183333333333,327.165,326.7,335.19714285714286,332.4971428571429,305.84000000000003,331.39428571428573,337.9642857142857,333.2785714285714,320.135,332.3957142857143,323.43,319.78714285714284,333.9225,333.2075,336.1242857142857,345.36428571428576,357.5785714285715,354.184,342.255,,L8
2020-02-12 21:53:42+00:00,338.875,316.5,309.6933333333333,300.60999999999996,319.1175,322.77,324.27,339.055,340.76,347.695,343.89,338.21666666666664,341.46166666666664,341.035,327.2183333333333,287.1383333333333,347.358,355.3433333333333,352.725,,,,328.3966666666667,321.40333333333336,320.9866666666666,325.73,330.06166666666667,328.63,336.84142857142854,334.92999999999995,286.92,333.6457142857143,340.42285714285714,336.3542857142857,341.04,333.43857142857144,324.6871428571429,321.8285714285715,336.185,335.1975,337.73428571428576,346.5828571428571,358.7185714285714,355.834,338.21,,L8
2020-05-18 21:53:06+00:00,338.752,313.28,309.6933333333333,300.60999999999996,318.8066666666667,319.1925,323.37999999999994,339.055,334.59,347.695,338.2366666666667,333.12399999999997,337.394,341.08500000000004,325.86,285.50249999999994,347.5475,354.76,352.725,346.99,323.84,322.28,323.636,318.26,317.63800000000003,322.624,326.558,325.92,334.12833333333333,331.1016666666667,308.615,329.00166666666667,336.83666666666664,331.3533333333333,327.76,329.95166666666665,322.075,319.0466666666667,333.675,331.7525,334.67833333333334,343.2033333333333,356.06500000000005,353.762,338.21,,L8
2020-06-03 21:53:36+00:00,337.77750000000003,313.28,309.6933333333333,300.60999999999996,318.20000000000005,314.8775,311.55,339.055,334.59,347.695,338.2366666666667,331.505,336.455,340.2266666666667,325.79333333333335,282.68666666666667,347.34666666666664,352.99,352.725,346.99,323.84,322.28,321.89,312.22799999999995,314.96999999999997,318.53,322.784,323.8883333333334,331.34499999999997,327.47166666666664,315.04333333333335,325.4733333333333,333.91833333333335,327.02500000000003,327.76,326.755,319.85166666666663,315.755,331.07,328.0575,332.1933333333333,340.9166666666667,354.1433333333334,351.63,339.81,,L8
2020-07-21 21:53:58+00:00,345.42,318.3,319.69,314.78,319.26,311.155,301.69,330.305,330.865,347.17,335.375,329.54999999999995,335.67333333333335,336.96000000000004,324.365,281.87999999999994,347.16999999999996,352.99,352.725,346.99,323.84,322.28,320.77666666666664,303.88800000000003,311.716,314.28599999999994,319.586,323.48199999999997,329.588,325.54799999999994,322.90333333333336,324.086,333.96400000000006,325.41400000000004,327.76,325.968,316.12800000000004,316.8325,331.07,330.75333333333333,332.65749999999997,335.42199999999997,352.568,351.46999999999997,335.475,,L8
2020-10-25 21:54:24+00:00,337.37,319.96,316.25,316.97,318.09,311.77,303.38666666666666,323.12,332.85,,333.03499999999997,321.605,336.40999999999997,346.91,331.71,311.6,,,,346.99,323.84,322.28,321.835,299.675,306.51666666666665,311.7925,317.5725,321.1925,327.0925,323.31,322.90333333333336,314.77,332.2125,322.5625,327.76,319.62000000000006,313.925,314.2,329.7966666666667,331.59,330.9433333333333,332.04,346.93333333333334,346.5333333333333,335.475,,L8
2020-12-12 21:54:01+00:00,340.21000000000004,319.96,316.25,316.97,318.09,315.515,311.135,323.12,342.15999999999997,,341.265,330.195,345.38,343.69500000000005,327.29999999999995,306.02,,,,,,351.42,338.21500000000003,308.83666666666664,317.65999999999997,319.75333333333333,323.8333333333333,326.72333333333336,333.46333333333337,331.1933333333333,330.095,323.73,339.89666666666665,332.09,355.16,326.65999999999997,317.99666666666667,325.31,336.705,341.07500000000005,342.185,335.99333333333334,351.58,350.125,329.54,,L8
2021-04-03 21:53:50+00:00,335.6166666666667,312.29499999999996,306.815,308.33000000000004,308.235,317.12,318.08500000000004,327.8,336.09999999999997,335.19,337.67333333333335,328.3333333333333,341.95666666666665,343.69500000000005,327.29999999999995,306.02,,,,,,335.56,327.91,320.4666666666667,319.525,321.72,324.74333333333334,326.89,335.45666666666665,334.69666666666666,330.71000000000004,331.845,342.5666666666666,334.03333333333336,355.16,330.5,324.56333333333333,320.93666666666667,332.8566666666666,336.88000000000005,338.2,346.0233333333333,355.54999999999995,354.06,345.15,,L8
2021-05-05 21:53:09+00:00,337.08,311.7,297.38,299.69,308.90999999999997,310.67,317.995,327.8,332.42499999999995,335.19,337.92333333333335,329.46,342.5933333333333,343.95000000000005,326.185,291.515,351.65,361.51,360.58,,359.67,341.62999999999994,326.0166666666667,322.5833333333333,326.8,322.31666666666666,325.64000000000004,329.4266666666667,336.3866666666667,334.98,330.71000000000004,336.44,344.35999999999996,335.18666666666667,357.59000000000003,336.08,326.4566666666667,321.3433333333333,333.6933333333333,338.98,339.90000000000003,348.7166666666667,360.1166666666666,358.82,345.15,,L8
2021-07-08 21:53:58+00:00,334.095,311.7,297.38,299.69,308.90999999999997,310.67,317.995,327.8,323.98,335.19,335.19,328.805,342.63,347.42,329.48,282.59,351.65,361.51,360.58,,359.67,336.7349999999999,320.35,305.8933333333334,316.9433333333333,311.4433333333333,319.4866666666667,323.9933333333333,327.7733333333333,316.91,298.015,323.6766666666667,334.47333333333336,324.4633333333333,360.02,325.73,325.855,320.405,332.905,328.0233333333333,331.1666666666667,343.08666666666664,355.16333333333336,353.5566666666667,342.67499999999995,347.03,L8
2021-08-09 21:54:11+00:00,334.095,311.7,297.38,299.69,308.90999999999997,310.67,317.995,327.8,323.98,335.19,335.19,328.805,342.63,347.42,329.48,282.59,351.65,361.51,360.58,,359.67,330.9433333333333,314.02000000000004,300.06,313.855,309.235,317.2925,321.8175,326.4175,316.70750000000004,301.75666666666666,321.815,332.115,322.28,360.02,324.5825,320.98,303.56,332.905,325.4425,329.5075,340.9325,353.0475,350.82,341.85999999999996,347.03,L8
2021-08-25 21:54:16+00:00,334.095,311.7,297.38,299.69,308.90999999999997,310.67,306.69,327.8,321.235,332.53,329.24666666666667,318.3233333333333,335.2,347.42,329.48,282.59,351.65,361.51,360.58,,359.67,327.645,309.8575,297.372,312.616,308.32,316.02,320.666,326.02799999999996,317.404,307.39750000000004,321.868,331.718,321.744,346.11,324.246,318.935,300.475,332.905,324.674,329.07,339.992,352.202,349.534,341.7875,347.03,L8
2021-09-10 21:54:20+00:00,335.23333333333335,311.7,297.38,299.69,308.90999999999997,310.67,306.69,327.8,321.235,332.53,330.65250000000003,317.8325,335.46999999999997,339.85,325.845,278.95,348.02,361.51,356.575,,359.67,327.645,312.99,301.38,314.25666666666666,310.415,317.8866666666667,321.7966666666667,328.4816666666666,320.695,315.882,324.84499999999997,334.21166666666664,324.815,346.11,324.246,320.448,300.475,333.59666666666664,324.674,329.07,341.90333333333336,352.202,350.6233333333333,341.7875,347.03,L8
2021-12-23 21:53:57+00:00,339.32,,,,,,284.08,,318.49,329.87,326.11500000000007,310.00333333333333,331.17,332.86,322.21,279.2,344.39,,352.57,,,318.555,311.8575,294.876,311.11199999999997,309.408,316.236,319.684,328.304,318.45799999999997,316.92,323.26000000000005,329.3,324.142,332.2,316.90000000000003,319.095,295.02000000000004,334.98,315.2833333333333,326.04499999999996,340.51,346.82666666666665,346.37749999999994,340.6666666666667,347.03,L9
2021-12-31 21:54:19+00:00,340.08666666666664,,,,,,284.08,,318.49,329.87,326.11500000000007,311.9275,334.03,334.8433333333333,315.61,280.32666666666665,344.39,,352.57,,,318.555,315.474,298.125,312.85499999999996,312.7183333333333,318.18333333333334,321.12666666666667,330.53833333333336,321.54,316.92,325.95,332.204,327.12833333333333,332.2,321.205,320.732,302.67,334.98,321.2025,329.034,340.51,346.82666666666665,346.37749999999994,340.6666666666667,347.03,L8
2022-01-08 21:53:55+00:00,340.08666666666664,,,,,,284.08,,318.49,329.87,330.57,313.572,335.666,335.445,322.3966666666667,282.655,344.39,,352.57,,,318.555,317.75166666666667,305.21166666666664,316.4166666666667,319.0516666666667,321.39166666666665,324.5183333333334,335.8516666666667,330.6366666666667,327.79333333333335,332.67333333333335,338.52,332.78000000000003,332.2,329.42249999999996,322.345,307.75200000000007,336.275,329.72249999999997,334.782,344.008,347.76,347.6899999999999,340.9000000000001,,L9
2022-02-01 21:54:12+00:00,336.765,308.82,304.68,303.38,301.27,,284.08,313.47,316.65,329.595,327.52250000000004,311.825,333.03833333333336,331.502,322.3966666666667,282.655,344.39,,352.57,,,318.555,317.75166666666667,305.21166666666664,316.4166666666667,319.0516666666667,321.39166666666665,324.5183333333334,335.8516666666667,330.6366666666667,327.79333333333335,332.67333333333335,334.3433333333333,330.06,332.2,327.734,320.9414285714286,308.6983333333333,332.56,328.546,333.285,342.2716666666667,347.8033333333333,347.24749999999995,341.2066666666667,,L8
2022-03-05 21:53:40+00:00,336.765,308.82,304.68,303.38,301.27,,,313.47,314.81,329.32,330.91,315.45666666666665,336.4816666666666,332.97166666666664,319.2375,282.46799999999996,344.39,,352.57,,,,326.945,316.064,321.90600000000006,327.11199999999997,327.24800000000005,329.502,341.77799999999996,337.326,349.82,339.886,339.36199999999997,336.6133333333333,,333.97749999999996,325.20666666666665,323.508,333.9575,336.415,338.204,346.782,347.89,353.8933333333334,341.82,,L8
2022-05-16 21:53:38+00:00,336.51666666666665,308.82,304.68,303.38,301.27,,,313.47,317.995,329.32,326.52,315.27599999999995,336.522,333.11,318.24666666666667,284.2575,,,,,,,327.42,307.396,318.70799999999997,323.81399999999996,324.126,327.36,339.24399999999997,333.90999999999997,331.94,336.412,336.124,332.5133333333333,,331.424,323.4066666666667,321.7133333333333,316.7375,332.8,336.47,342.908,348.605,349.42333333333335,342.57,314.04,L9
