dates,satname,nzd0173-0000,nzd0173-0001,nzd0173-0002,nzd0173-0003,nzd0173-0005,nzd0173-0006,nzd0173-0007,nzd0173-0008,nzd0173-0009,nzd0173-0010,nzd0173-0011,nzd0173-0004,nzd0173-0012,nzd0173-0013,nzd0173-0014,nzd0173-0015,nzd0173-0016,nzd0173-0017,nzd0173-0018,nzd0173-0019,nzd0173-0020,nzd0173-0021,nzd0173-0022
2020-05-16 22:05:27.607000,L8,,,,,,,,,,,,,,,290.54,290.52,286.73,288.32,290.85,295.05,295.52,295.66,
2021-02-12 22:05:43.398000,L8,332.89,328.73,325.70,317.54,326.77,326.25,331.44,325.17,322.38,329.75,324.88,319.75,342.77,340.16,334.49,348.64,341.17,338.68,337.76,341.76,336.56,340.08,336.14
2022-04-28 22:05:47.053000,L9,302.83,311.83,317.02,295.67,285.84,288.32,293.15,291.82,288.79,290.64,291.26,285.99,297.37,304.19,295.24,295.54,295.23,291.43,294.12,294.22,297.60,294.63,
2022-08-02 22:06:07.308000,L9,357.14,315.92,338.89,308.54,312.97,316.26,321.49,315.20,314.06,316.73,316.17,309.42,318.78,317.29,319.88,321.22,317.71,322.45,320.09,314.35,319.05,318.68,324.37
2022-10-21 22:06:05.581000,L9,296.67,303.62,307.94,288.91,286.55,286.05,292.55,287.98,284.38,290.90,287.88,283.63,298.31,299.93,293.73,294.53,290.94,288.25,291.33,,,,
2023-06-10 22:05:27.865000,L8,303.42,305.48,313.54,298.67,286.10,286.60,289.94,288.35,284.81,291.05,287.20,288.60,,300.13,292.60,292.27,291.11,291.43,287.65,295.76,288.33,287.99,
2023-07-12 22:05:44.275000,L8,357.51,316.51,339.98,290.85,299.02,336.96,293.12,289.77,286.51,283.15,,283.05,,,,,,,,,,,
2023-07-28 22:05:27.011000,L8,296.52,304.81,317.46,295.30,284.59,284.78,286.62,287.22,286.02,286.21,286.13,284.72,,,,,,,,,,,
2024-02-29 22:06:11.471000,L9,298.36,308.80,312.67,289.95,283.68,286.28,287.54,287.83,285.49,289.34,287.43,283.40,294.41,303.83,294.00,294.64,294.51,293.39,296.37,298.26,300.81,299.00,296.30
2024-04-09 22:05:13.452000,L8,,,328.66,301.70,307.34,281.98,,286.23,287.99,292.07,292.69,291.63,311.50,308.66,297.50,319.44,311.53,289.53,294.61,296.10,,,
2024-04-09 22:05:37.411000,L8,,,,303.17,307.86,284.49,283.29,287.14,290.74,293.82,293.74,301.77,313.04,309.63,300.53,320.00,314.73,290.36,296.49,298.42,306.39,294.57,295.83
2025-01-06 22:06:06.570000,L8,319.05,310.88,314.90,294.96,287.81,290.00,293.20,290.63,290.26,289.17,290.63,287.77,297.99,303.89,294.04,294.88,295.14,289.41,297.24,297.40,307.36,301.85,312.21
2025-09-19 22:05:51.369000,L8,,307.14,314.85,291.31,285.71,285.57,288.00,286.83,,,,281.40,,,,,,,,,,,
2025-09-19 22:06:15.328000,L8,,305.54,313.99,289.69,284.08,284.25,286.71,,,,,280.24,,,,,,,,,,,
