dates,nzd0173-0000,nzd0173-0001,nzd0173-0002,nzd0173-0003,nzd0173-0005,nzd0173-0006,nzd0173-0007,nzd0173-0008,nzd0173-0009,nzd0173-0010,nzd0173-0011,nzd0173-0004,nzd0173-0012,nzd0173-0013,nzd0173-0014,nzd0173-0015,nzd0173-0016,nzd0173-0017,nzd0173-0018,nzd0173-0019,nzd0173-0020,nzd0173-0021,nzd0173-0022,satname
2001-10-11 21:53:46+00:00,325.09,316.05,320.56,312.32,,,,,,,,,,,,,,,316.67,325.92,325.39,329.35,326.33,L7
2002-10-14 21:53:43+00:00,,,,,,,,,,,,,,,,,,,,,,320.81,324.94,L7
2004-06-21 21:47:40+00:00,314.37,306.02,314.09,303.54,285.37,286.67,291.58,288.19,289.15,287.06,286.14,290.52,299.26,302.47,294.92,294.09,288.39,284.56,287.28,,,,,L5
2014-09-05 22:05:45+00:00,293.74,300.83,,,,,,,,,,,,,,,,,,,,,,L8
2017-01-16 22:06:11+00:00,327.32,318.86,320.13,311.42,309.55,311.68,320.62,314.43,308.22,308.14,292.42,285.32,313.87,318.62,314.76,298.89,303.2,305.93,315.01,315.5,301.4,320.7,304.84,L8
2017-03-05 22:05:50+00:00,327.32,310.78,317.155,301.895,292.345,297.8,320.62,314.43,308.22,308.14,292.42,279.68,313.87,318.62,314.76,298.89,303.2,305.93,315.01,315.5,301.4,320.7,304.84,L8
2017-05-24 22:05:34+00:00,315.885,310.1566666666667,318.0833333333333,301.37666666666667,289.43666666666667,293.17333333333335,305.39,300.975,295.97,298.235,288.985,280.9166666666667,304.345,309.78499999999997,303.495,295.81,298.405,298.95000000000005,303.025,305.855,297.78,308.13,304.84,L8
2017-12-02 22:06:10+00:00,,306.97,312.78,292.83,274.19,278.55,,,,,,275.89,,,,,,,,,,,,L8
2019-04-12 22:05:30+00:00,302.55,305.39,314.29,293.64,287.38,286.51,292.29,287.79,288.47,286.22,291.03,284.07,,302.12,300.57,293.29,298.8,295.05,299.86,302.81,301.44,301.6,294.4,L8
2019-12-08 22:06:20+00:00,298.69,304.04,315.82,290.59,282.4,282.74,,,,,,286.83,,,,,,,,,,,,L8
2021-02-12 22:05:43+00:00,332.89,328.73,325.7,317.54,326.77,326.25,331.44,325.17,322.38,329.75,324.88,319.75,342.77,340.16,334.49,348.64,341.17,338.68,337.76,341.76,336.56,340.08,336.14,L8
2022-08-02 22:06:07+00:00,357.14,315.92,338.89,308.54,312.97,316.26,321.49,315.2,314.06,316.73,316.17,309.42,318.78,317.29,319.88,321.22,317.71,322.45,320.09,314.35,319.05,318.68,324.37,L9
2022-10-21 22:06:05+00:00,326.905,309.77,323.41499999999996,298.725,299.76,301.155,307.02,301.59000000000003,299.22,303.815,302.025,296.525,308.54499999999996,308.61,306.805,307.875,304.325,305.35,305.71,314.35,319.05,318.68,324.37,L9
2023-06-10 22:05:27+00:00,303.42,305.48,313.54,298.67,286.1,286.6,289.94,288.35,284.81,291.05,287.2,288.6,,300.13,292.6,292.27,291.11,291.43,287.65,295.76,288.33,287.99,,L8
2023-07-28 22:05:27+00:00,299.97,305.145,315.5,296.985,285.345,285.69,288.28,287.785,285.41499999999996,288.63,286.66499999999996,286.66,,300.13,292.6,292.27,291.11,291.43,287.65,295.76,288.33,287.99,,L8
2024-02-29 22:06:11+00:00,298.36,308.8,312.67,289.95,283.68,286.28,287.54,287.83,285.49,289.34,287.43,283.4,294.41,303.83,294.0,294.64,294.51,293.39,296.37,298.26,300.81,299.0,296.3,L9
2025-01-06 22:06:06+00:00,319.05,310.88,314.9,294.96,287.81,290.0,293.2,290.63,290.26,289.17,290.63,287.77,297.99,303.89,294.04,294.88,295.14,289.41,297.24,297.4,307.36,301.85,312.21,L8
