dates,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0037,nzd0279-0038,nzd0279-0050,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0061,nzd0279-0080,satname
2022-02-01 21:54:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.525,370.24,379.05,,,388.065,383.05,373.47,,,360.96,,,,,,,,,,,,,,,,280.8,370.85,377.755,383.755,389.6,384.945,,269.35249999999996,377.37,348.57499999999993,,,347.38,,,,,,346.275,L8
2022-02-17 21:54:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.24,347.0566666666667,370.24,379.05,,,388.82,383.05,373.505,371.95,,360.96,,,,,,,,,,,,,,,,282.4225,370.315,377.755,383.755,389.6,385.18,386.73,272.5766666666666,377.37,350.08,,,346.405,,,,,,346.275,L8
2022-02-25 21:54:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.24,347.0566666666667,370.24,379.05,,,388.82,383.05,373.505,371.95,,360.96,,,,,,,,,,,,,,,,285.316,370.315,377.755,383.755,389.6,385.18,386.73,276.2133333333333,377.37,350.08,,,346.405,,,,,,346.275,L9
2022-03-05 21:54:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.995,348.35749999999996,370.24,379.05,,,389.6375,383.05,374.75666666666666,374.26,,360.96,,,,,,,,,,,,,,,,285.46,369.6366666666666,377.16,383.33,389.6,385.195,386.305,302.4125,377.37,350.35,,,346.405,,,,,,346.275,L8
2022-04-14 21:53:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.995,348.35749999999996,370.24,379.05,,,389.6375,383.05,374.75666666666666,374.26,,360.96,,,,,,,,,,,,,,,,286.4142857142857,369.6366666666666,377.16,383.33,389.6,385.195,386.305,302.4125,377.37,350.35,,,346.405,,,,,,346.275,L9
2022-04-30 21:53:48+00:00,,,,372.12,333.6,320.32,357.3,297.36,,291.53,281.23,340.06,,,,372.13,,,,,337.62,318.39,303.15,,312.18,331.57,304.88,287.82,313.43,316.36,309.15,290.84,304.49,316.54,,356.995,348.35749999999996,370.24,379.05,,,389.6375,383.05,374.75666666666666,374.26,247.14,360.96,255.25,244.01,216.87,251.39,234.39,231.84,231.21,,,188.84,,,328.08,283.59,316.62,286.4142857142857,369.6366666666666,377.16,383.33,389.6,385.195,386.305,302.4125,377.37,350.35,,,346.405,213.92,233.4,226.39,215.77,182.75,346.275,L9
2022-05-16 21:53:38+00:00,,,,358.94,327.45000000000005,318.0,346.9,297.36,,276.77,262.915,334.99,,215.68,,372.13,258.28,,329.5,337.49,329.075,318.39,303.15,,312.18,331.57,304.88,287.82,313.43,316.36,309.15,290.84,304.49,316.54,,356.995,348.35749999999996,370.24,379.05,,,389.6375,383.05,374.75666666666666,374.26,247.14,360.96,255.25,240.755,210.85500000000002,251.39,234.39,231.84,231.21,,,189.585,,,314.01,278.895,315.025,286.4142857142857,369.6366666666666,377.16,383.33,389.6,385.195,386.305,302.4125,377.37,350.35,,,346.405,212.01,226.60500000000002,217.97,208.2,182.75,346.275,L9
2022-05-24 21:54:00+00:00,,,,358.94,327.45000000000005,318.0,346.9,297.36,,276.77,262.915,334.99,,215.68,,372.13,258.28,,329.5,337.49,329.075,318.39,303.15,,312.18,331.57,304.88,287.82,313.43,316.36,309.15,290.84,304.49,316.54,,356.995,348.35749999999996,370.24,379.05,,,389.6375,383.05,374.75666666666666,374.26,247.14,360.96,255.25,240.755,210.85500000000002,251.39,234.39,231.84,231.21,,,189.585,,,314.01,278.895,315.025,287.50375,369.6366666666666,377.16,383.33,389.6,385.195,386.305,302.4125,377.37,352.41999999999996,,,346.405,212.01,226.60500000000002,217.97,208.2,182.75,352.73333333333335,L8
2022-06-17 21:53:43+00:00,292.98,246.4,368.04,360.67,327.6466666666667,317.83,339.62666666666667,272.64,,273.99,270.8333333333333,334.99,,268.1,,372.13,260.245,,340.9,342.255,331.95666666666665,316.53499999999997,302.89,320.7,307.015,332.84000000000003,304.89,284.855,312.565,313.485,309.15,271.33,304.49,315.565,,356.995,348.35749999999996,370.24,379.05,,,389.6375,383.05,374.75666666666666,374.26,247.51999999999998,360.96,256.16999999999996,242.63,213.74333333333334,251.675,233.435,232.595,230.95,,,189.585,,,310.99333333333334,278.13666666666666,313.93666666666667,287.50375,369.6366666666666,377.16,383.33,389.6,385.195,386.305,302.4125,377.37,352.41999999999996,,,346.405,213.83333333333334,229.82333333333335,224.26333333333332,210.72333333333336,182.325,352.73333333333335,L9
2022-06-25 21:54:18+00:00,292.98,246.4,368.04,360.67,327.6466666666667,317.83,339.62666666666667,272.64,,273.99,270.8333333333333,334.99,,268.1,,372.13,260.245,,340.9,342.255,331.95666666666665,316.53499999999997,302.89,320.7,307.015,332.84000000000003,304.89,284.855,312.565,313.485,309.15,271.33,304.49,315.565,,356.995,348.35749999999996,370.24,383.61,,,389.6375,383.05,374.75666666666666,374.26,247.51999999999998,360.96,256.16999999999996,242.63,213.74333333333334,251.675,233.435,232.595,230.95,,,189.585,,,310.99333333333334,278.13666666666666,313.93666666666667,287.50375,369.6366666666666,377.16,383.33,389.6,385.195,386.305,302.4125,377.37,352.41999999999996,,,346.405,213.83333333333334,229.82333333333335,224.26333333333332,210.72333333333336,182.325,355.7325,L8
2022-07-03 21:53:56+00:00,308.985,246.4,368.83000000000004,361.8325,329.8125,317.4925,343.8575,264.6433333333334,,272.5575,275.735,337.31,404.43,268.1,,374.525,260.245,,344.8066666666667,344.52666666666664,333.5425,317.42,303.6233333333333,326.68,309.15000000000003,334.54,304.68,288.04,310.83666666666664,314.9433333333333,307.2,271.33,287.07500000000005,316.44666666666666,,356.995,349.6566666666666,370.24,383.61,,,390.49666666666667,384.69,374.75666666666666,374.26,249.16,360.96,257.11999999999995,244.47,216.1225,254.46666666666667,242.5633333333333,234.13,233.25333333333333,,,193.52333333333334,,,316.26,280.905,317.78,289.9414285714286,369.6366666666666,377.16,383.33,389.6,385.195,386.305,311.3366666666667,377.37,353.8075,,,346.405,216.245,231.845,227.0475,210.72333333333336,192.64000000000001,355.7325,L9
2022-08-04 21:54:10+00:00,308.985,246.4,368.83000000000004,361.8325,329.8125,317.4925,343.8575,264.6433333333334,,272.5575,275.735,337.31,404.43,268.1,,374.525,260.245,,344.8066666666667,344.52666666666664,333.5425,317.42,303.6233333333333,326.68,309.15000000000003,334.54,304.68,288.04,310.83666666666664,314.9433333333333,307.2,271.33,287.07500000000005,316.44666666666666,,358.4266666666667,354.09999999999997,382.16,384.995,396.28,,394.35999999999996,,379.1666666666667,376.24,249.16,374.23,257.11999999999995,244.47,216.1225,254.46666666666667,242.5633333333333,234.13,233.25333333333333,,,193.52333333333334,,,316.26,280.905,317.78,292.44,369.3233333333333,376.82000000000005,383.735,391.68,385.3833333333334,386.1233333333333,345.43666666666667,381.6,356.21999999999997,,,352.94,216.245,231.845,227.0475,210.72333333333336,192.64000000000001,366.06333333333333,L9
2022-08-20 21:54:17+00:00,308.985,246.4,368.83000000000004,361.8325,329.8125,317.4925,343.8575,264.6433333333334,,272.5575,275.735,337.31,404.43,268.1,,374.525,260.245,,344.8066666666667,344.52666666666664,333.5425,317.42,303.6233333333333,326.68,309.15000000000003,334.54,304.68,288.04,310.83666666666664,314.9433333333333,307.2,271.33,287.07500000000005,316.44666666666666,,359.63000000000005,357.04333333333335,382.16,384.995,396.28,,396.99,,382.57,378.33666666666664,249.16,372.69500000000005,257.11999999999995,244.47,216.1225,254.46666666666667,242.5633333333333,234.13,233.25333333333333,,,193.52333333333334,,,316.26,280.905,326.942,293.9433333333333,368.5466666666666,376.38000000000005,383.43,391.68,385.25000000000006,385.81999999999994,354.395,379.72,357.72249999999997,,,358.93,216.245,231.845,227.0475,210.72333333333336,192.64000000000001,366.1175,L9
2022-10-23 21:54:31+00:00,308.985,246.4,368.83000000000004,361.8325,329.8125,317.4925,343.8575,264.6433333333334,,272.5575,275.735,337.31,404.43,268.1,,374.525,260.245,,344.8066666666667,344.52666666666664,333.5425,317.42,303.6233333333333,326.68,309.15000000000003,334.54,304.68,288.04,310.83666666666664,314.9433333333333,307.2,271.33,287.07500000000005,316.44666666666666,361.75,360.29333333333335,356.53000000000003,382.16,384.15333333333336,396.28,401.46,397.8866666666667,391.69,385.225,379.22,249.16,371.7633333333333,257.11999999999995,244.47,216.1225,254.46666666666667,242.5633333333333,234.13,233.25333333333333,,344.54,193.52333333333334,346.28,,316.26,280.905,332.97166666666664,293.99,369.6266666666667,376.84,384.3966666666667,390.82500000000005,384.595,384.92499999999995,382.17,379.3633333333333,358.98,374.03,361.25,358.2966666666666,216.245,231.845,227.0475,210.72333333333336,192.64000000000001,365.656,L9
2022-10-31 21:54:43+00:00,308.985,246.4,368.83000000000004,358.40333333333336,328.55,316.55,339.3766666666667,248.28500000000003,,266.23333333333335,273.90333333333336,335.93500000000006,404.43,268.1,,376.92,260.245,,344.8066666666667,344.52666666666664,332.18333333333334,316.935,303.85999999999996,326.68,307.635,336.025,304.58,288.15,309.53999999999996,314.235,305.25,251.82,269.66,316.4,361.75,360.29333333333335,356.53000000000003,382.16,384.15333333333336,396.28,401.46,397.8866666666667,391.69,385.225,379.22,250.17000000000002,371.7633333333333,258.05499999999995,244.62333333333333,215.87333333333333,256.005,246.64999999999998,235.27499999999998,234.27499999999998,,344.54,195.865,346.28,,312.32,280.01,342.2033333333334,293.99,369.6266666666667,376.84,384.3966666666667,390.82500000000005,384.595,384.92499999999995,382.17,379.3633333333333,358.98,374.03,361.25,358.2966666666666,217.02,231.32666666666668,227.26666666666668,208.20000000000005,197.58500000000004,365.656,L8
2023-01-19 21:54:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.75,360.29333333333335,356.53000000000003,382.16,382.145,396.28,401.46,397.8866666666667,391.69,385.225,379.22,,371.7633333333333,,,,,,,,,344.54,,346.28,,,,366.24000000000007,296.0625,369.6266666666667,376.46500000000003,384.3966666666667,390.82500000000005,384.595,384.92499999999995,382.17,379.3633333333333,358.4066666666667,374.03,361.25,358.2966666666666,,,,,,365.96666666666664,L8
2023-02-20 21:54:13+00:00,,,,,,,323.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.765,350.995,343.755,363.79,382.47,371.35,392.98,381.16999999999996,384.53999999999996,,359.81,,355.17999999999995,,,,,,,,330.71,338.395,,337.04999999999995,336.26,340.63,,361.3166666666666,287.29,371.52,371.58666666666664,377.44,389.97,374.45500000000004,376.515,381.54,365.625,348.065,367.02,361.25,343.09,,,,,,363.81,L8
2023-04-09 21:53:39+00:00,,,,,333.79,315.14,323.91,275.63,,271.3,278.87,322.68,,,307.97,332.87,,311.94,328.0,,,303.59,285.81,,,,,,,,,,,307.59,304.08,350.995,343.755,363.79,382.47,371.35,316.98333333333335,381.16999999999996,384.53999999999996,,359.81,241.84,355.17999999999995,253.56,237.98,208.68,239.73,,,,330.71,338.395,187.04,318.50666666666666,336.26,324.05,272.44,349.3175,287.29,371.52,371.58666666666664,377.44,389.97,374.45500000000004,376.515,381.54,365.625,348.065,367.02,361.25,343.09,210.04,222.03,213.13,203.76,,363.81,L8
2023-05-27 21:53:23+00:00,,,,,331.69,318.47,323.91,275.765,,270.73,277.45500000000004,323.95000000000005,,,291.5,330.06,,309.29499999999996,322.325,338.83,321.37,301.71,285.81,,,,,,,,,,,307.59,252.98,342.25,336.79,363.79,,371.35,239.93999999999997,367.56,377.39,,359.81,244.335,340.46,255.005,241.945,213.82999999999998,242.45,259.44,206.66,214.89,330.71,332.25,190.57,297.09,336.26,327.08,275.185,331.07000000000005,287.18,,368.70500000000004,369.5,,364.98,368.94,,352.6,339.94,360.01,,329.15,211.865,227.215,224.17000000000002,211.155,181.88,,L8
2023-07-06 21:53:37+00:00,,,,,330.81333333333333,317.85999999999996,323.91,270.52,,270.18333333333334,283.5266666666667,330.5366666666667,,356.57,279.3566666666666,319.26,254.04,300.61999999999995,319.42,338.83,315.935,301.71,285.81,,,,,,,,,,,307.59,252.98,342.25,336.79,363.79,,371.35,221.5775,367.56,377.39,,359.81,248.78333333333333,340.46,256.94,243.41666666666666,218.13,244.23,259.44,221.315,223.785,330.71,332.25,193.26,291.7975,336.26,326.5375,276.26,324.3233333333333,287.18,,368.70500000000004,369.5,,364.98,368.94,,352.6,339.94,360.01,,329.15,214.86666666666667,230.76666666666665,230.51333333333332,214.89000000000001,194.94,,L9
2023-07-14 21:53:46+00:00,,,,,330.81333333333333,317.85999999999996,323.91,270.52,,270.18333333333334,283.5266666666667,330.5366666666667,,356.57,279.3566666666666,319.26,254.04,300.61999999999995,319.42,338.83,315.935,301.71,285.81,,,,,,,,,,,307.59,252.98,342.25,336.79,363.79,,371.35,221.5775,367.56,377.39,,359.81,248.78333333333333,340.46,256.94,243.41666666666666,218.13,244.23,259.44,221.315,223.785,330.71,332.25,193.26,291.7975,336.26,326.5375,297.79,334.22,287.18,,368.70500000000004,369.5,,364.98,368.94,,352.6,339.94,360.01,,329.15,214.86666666666667,230.76666666666665,230.51333333333332,214.89000000000001,194.94,367.9,L8
2023-07-30 21:53:54+00:00,,,,,330.81333333333333,317.85999999999996,323.91,270.52,,270.18333333333334,283.5266666666667,330.5366666666667,,356.57,279.3566666666666,319.26,254.04,300.61999999999995,319.42,338.83,315.935,301.71,285.81,,,,,,,,,,,307.59,252.98,342.25,336.79,363.79,,371.35,221.5775,367.56,377.39,,359.81,248.78333333333333,340.46,256.94,243.41666666666666,218.13,244.23,259.44,221.315,223.785,330.71,332.25,193.26,291.7975,336.26,332.01800000000003,309.67600000000004,339.678,283.91499999999996,371.6,369.72,369.5,,364.98,368.94,,364.94500000000005,339.94,360.01,,329.15,214.86666666666667,230.76666666666665,230.51333333333332,214.89000000000001,194.94,366.61,L8
2023-08-31 21:54:04+00:00,,,,,330.81333333333333,317.85999999999996,,270.52,,270.18333333333334,283.5266666666667,330.5366666666667,,356.57,279.3566666666666,319.26,254.04,300.61999999999995,319.42,338.83,315.935,301.71,285.81,,,,,,,,,,,307.59,207.57999999999998,,355.02,,379.35,,167.27,,,,,248.78333333333333,,256.94,243.41666666666666,218.13,244.23,259.44,221.315,261.95,,,231.26999999999998,295.77500000000003,,329.865,317.05833333333334,341.84000000000003,292.29999999999995,370.515,377.055,,,380.69,,,377.29,360.8,,360.02,351.6,214.86666666666667,230.76666666666665,260.14750000000004,247.78500000000003,194.94,365.0466666666666,L8
2023-10-18 21:54:12+00:00,,,,,329.32500000000005,319.21999999999997,,267.965,,269.625,285.855,334.46500000000003,,356.57,265.04999999999995,312.455,254.04,294.9599999999999,315.13,338.83,315.935,299.83,,,,,,,,,,,,,208.45,360.21,356.54499999999996,379.95,380.70000000000005,395.53,168.41,396.5,,,,252.255,367.71,293.8333333333333,246.135,222.855,246.47999999999996,259.44,221.315,280.9575,341.81,,246.01333333333332,311.775,350.72,341.14,330.96166666666664,351.332,290.26,370.515,377.0466666666666,,,380.69,,378.51,377.20500000000004,361.08000000000004,,360.6,352.04,262.6766666666667,235.135,293.9775,283.8325,244.41333333333333,365.0466666666666,L8
2023-11-11 21:54:15+00:00,,,,,329.32500000000005,319.21999999999997,,267.965,,269.625,285.855,334.46500000000003,,356.57,265.04999999999995,312.455,254.04,294.9599999999999,315.13,338.83,315.935,299.83,,,,,,,,,,,,,208.45,360.21,357.5833333333333,380.255,382.62000000000006,395.53,168.41,396.5,,,,252.255,369.15999999999997,312.0725,246.135,222.855,246.47999999999996,259.44,221.315,293.414,343.175,,246.01333333333332,311.775,351.47,343.768,334.61571428571426,353.1066666666666,290.26,371.2266666666667,377.0466666666666,,389.88,380.69,,378.51,376.55,362.70666666666665,,361.75666666666666,352.65333333333336,285.535,235.135,305.248,296.77200000000005,244.41333333333333,364.48,L9
2023-12-13 21:54:22+00:00,,,,,329.06,316.64,,260.03,,269.09,295.67,343.71,,356.57,255.07,297.66,254.04,283.27,313.61,,310.5,,,,,,,,,,,,,,,360.21,357.5833333333333,380.255,382.62000000000006,395.53,166.49,396.5,,,,257.68,369.15999999999997,330.6133333333333,246.36,226.73,247.79,,235.97,313.04499999999996,343.175,,271.96999999999997,321.69,351.47,347.15599999999995,344.06333333333333,353.1066666666666,287.335,371.2266666666667,377.0466666666666,,389.88,380.69,,378.51,376.55,362.70666666666665,,361.75666666666666,352.23,309.48333333333335,237.87,322.7575,316.32750000000004,275.68,363.644,L9
2024-01-06 21:54:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,282.65,,314.5,,,,,,,,,358.355,355.84000000000003,379.1933333333333,381.3825,393.16499999999996,,394.52,388.1,379.83,,,368.0733333333333,364.3833333333334,,339.6,,,,339.8333333333333,343.175,,345.3,344.23333333333335,351.47,352.666,357.194,361.562,287.335,371.2266666666667,377.0466666666666,,389.88,381.65,,378.85,375.82,360.4525,373.43,360.72749999999996,351.32399999999996,352.8233333333333,,348.765,347.46,343.36,363.50666666666666,L8
2024-01-22 21:54:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,282.65,,314.5,,,,,,,,,358.355,355.84000000000003,379.1933333333333,382.524,393.16499999999996,,394.52,388.1,379.83,,,368.0733333333333,364.3833333333334,,342.54,343.35,,,339.8333333333333,343.175,,346.20500000000004,344.605,351.47,352.99666666666667,355.694,360.89,289.578,371.2266666666667,377.0466666666666,,389.88,382.50333333333333,382.3,378.06333333333333,374.918,360.4525,376.515,361.394,351.32399999999996,352.8233333333333,,348.765,347.86,343.36,362.53,L8
2024-02-23 21:54:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,282.65,,314.5,,,,,,,,,358.1366666666666,355.142,378.1275,382.04333333333335,393.16499999999996,,394.1233333333333,389.565,379.07,,,368.0733333333333,364.345,,342.62000000000006,341.27,,,339.8333333333333,342.46000000000004,343.31,346.02333333333337,344.51599999999996,351.6833333333334,352.7033333333333,355.052,360.57,301.86,371.24,377.0566666666667,385.6,389.16499999999996,383.06,383.235,378.4625,374.286,359.338,375.82,360.81,351.19166666666666,352.73,,348.548,347.67,342.14,362.2583333333334,L8
2024-03-26 21:53:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,282.65,,314.5,,,,,,,,,358.1366666666666,355.1725,378.01,382.58200000000005,393.16499999999996,,394.525,389.565,380.9433333333333,378.34,,368.175,364.345,,342.62000000000006,341.09999999999997,,,340.24333333333334,342.345,344.03499999999997,347.09,345.166,352.2475,352.96,355.63800000000003,361.23400000000004,313.92600000000004,372.60999999999996,378.28666666666663,386.56,389.16499999999996,384.46,384.4266666666667,379.098,374.286,358.67400000000004,375.82,360.968,351.5333333333333,352.73,,348.74,347.92499999999995,342.33,363.0249999999999,L8
2024-04-03 21:54:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,282.65,,314.5,,,,,,,,,358.1366666666666,355.1725,378.01,382.58200000000005,393.16499999999996,,394.525,389.565,381.815,379.15,,368.18600000000004,364.345,,342.62000000000006,341.09999999999997,,,340.24333333333334,342.816,344.03499999999997,347.55,345.63000000000005,352.786,353.36875,356.35833333333335,361.81666666666666,321.745,373.2025,378.73749999999995,386.7633333333333,389.84,385.1,385.27750000000003,379.66,374.8516666666667,359.5083333333334,375.82,360.968,352.13142857142856,353.296,,348.74,348.24142857142857,342.5075,363.3385714285714,L9
2024-04-27 21:53:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,282.65,,314.5,,,,,,,,,357.0999999999999,354.2066666666667,377.525,382.71500000000003,390.8,,393.8666666666666,389.565,381.815,379.15,,368.305,364.38000000000005,,342.62000000000006,341.09999999999997,,,341.375,343.0675,344.03499999999997,347.55,346.5416666666667,353.3025,353.78749999999997,357.0466666666667,362.5783333333334,334.40333333333336,373.26599999999996,379.46999999999997,386.735,390.1,385.94166666666666,386.05,380.3,375.065,359.13800000000003,375.82,360.915,352.0733333333333,353.2525,,348.8125,348.29,342.7925,363.9575,L8
2024-05-05 21:53:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,282.65,,314.5,,,,,,,,,357.0999999999999,355.71000000000004,377.525,382.71500000000003,390.8,,393.8666666666666,389.565,382.52200000000005,378.8066666666667,,368.305,364.38000000000005,,343.095,341.03499999999997,,,341.375,343.0675,344.03499999999997,347.55,346.6671428571429,353.01,354.00777777777773,356.85857142857145,362.4514285714286,334.40333333333336,372.73,379.39,386.62600000000003,390.1,385.93285714285713,385.6166666666666,380.51714285714286,374.99142857142857,359.13800000000003,375.82,360.915,352.40142857142854,353.2525,,348.8125,348.29,342.7925,363.94555555555553,L9
2024-07-24 21:53:29+00:00,,,,364.49,,369.52,322.01,236.99,,278.82,294.95,341.0,,,,,,,328.3,,,309.54,285.06,,,,,,,,,,,,,357.7,356.285,376.235,379.64,,,394.53,391.03,383.19500000000005,378.8066666666667,246.61,368.355,364.23,248.18,343.65000000000003,340.26333333333326,260.11,236.21,339.51,342.57666666666665,344.03499999999997,347.69666666666666,347.48,353.2075,350.43666666666667,357.31800000000004,362.92600000000004,357.3275,372.74600000000004,379.39,386.62600000000003,390.17333333333335,386.94199999999995,386.28,381.58799999999997,376.19000000000005,358.68000000000006,374.43,357.89,353.5675,354.005,236.57,348.845,348.2866666666667,342.7925,365.514,L9
2024-10-12 21:54:03+00:00,,,,364.49,,369.52,322.01,236.99,,278.82,294.95,341.0,,,,,,,328.3,,,309.54,285.06,,,,,,,,,,,,,,354.81,,,,,389.23,,380.235,374.3,246.61,361.49,,248.18,344.52,340.84,260.11,236.21,,,,,349.1550000000001,351.84,346.57,357.8600000000001,363.5200000000001,362.13,370.7166666666667,378.25666666666666,384.77,387.7,385.1266666666667,384.34666666666664,380.32,374.63333333333327,350.47,,350.11,349.26,,236.57,,,344.5,364.02,L9
2024-10-20 21:54:09+00:00,,,,364.49,,369.52,322.01,236.99,,278.82,294.95,341.0,,,,,,,328.3,,,309.54,285.06,,,,,,,,,,,,,,351.84,,,,,388.37,386.46,377.6966666666667,372.25666666666666,306.20000000000005,360.8,354.98,248.18,340.955,339.33,260.11,236.21,335.54,,,,349.1550000000001,351.84,346.57,356.2666666666667,363.5200000000001,362.13,370.0425,377.5575,383.52750000000003,386.3066666666667,383.855,383.705,379.3725,373.6475,349.45500000000004,,349.225,346.4166666666667,,236.57,,,344.5,362.36,L8
2024-12-23 21:54:07+00:00,,,,364.49,,369.52,322.01,236.99,,278.82,294.95,341.0,,,,,,,328.3,,,309.54,285.06,,,,,,,,,,,,,,347.65,,,,,391.9666666666667,386.46,373.87000000000006,369.325,306.20000000000005,360.8,354.98,248.18,337.39,337.82,260.11,236.21,335.54,,,,,,328.02,353.08,,358.88,370.79333333333335,377.95666666666665,380.63500000000005,384.02000000000004,382.83666666666664,383.82,379.18333333333334,373.6033333333333,349.45500000000004,,349.225,342.44,,236.57,,,,360.5333333333333,L8
2025-02-09 21:54:06+00:00,,,,,,,,400.26,411.12,427.37,,,,,,,,,,,,,,,,,,,,,,,,,,358.3,349.99666666666667,,,,,392.6175,386.46,376.64000000000004,371.60999999999996,369.21000000000004,363.1333333333334,359.95000000000005,346.28,340.125,339.03499999999997,340.57,340.36,337.515,341.83,342.28,345.45,345.4,351.18,353.52,354.82,361.2,350.04499999999996,371.2025,378.155,381.95,385.74666666666667,383.415,383.87,379.57,373.6033333333333,352.54333333333335,,352.93666666666667,345.76666666666665,,,348.52,347.7,341.5,360.5333333333333,L8
2025-02-25 21:53:55+00:00,,,,,,384.62,373.74,398.245,409.35,423.385,,,,,,,,,,,,,,,,,,,,,,,,,,356.46000000000004,349.4625,,377.33,,,391.998,387.075,376.9375,371.46000000000004,369.22,363.51,360.67,345.445,340.1033333333333,339.2,339.62,339.64,337.41333333333336,341.4,342.16499999999996,345.07,345.505,351.03499999999997,352.98,354.75666666666666,360.65999999999997,325.7633333333333,371.46999999999997,378.372,382.33500000000004,386.19,383.816,384.076,379.57,374.3125,352.565,,354.3625,346.3575,350.83,,347.54499999999996,347.015,340.95500000000004,361.255,L8
2025-03-29 21:53:43+00:00,,,,,,384.435,374.63,398.245,409.35,423.385,,,,,,,,,,,,,,,,,,,,,,,,,,356.19,350.29200000000003,,377.33,,,391.998,387.075,378.14,371.46000000000004,369.22,363.51,360.67,345.445,340.1033333333333,339.745,339.62,339.64,337.41333333333336,341.4,342.16499999999996,345.07,345.505,351.03499999999997,354.08,355.43,361.3566666666666,316.8,372.23333333333335,379.34833333333336,383.45,387.212,384.33500000000004,384.625,380.37199999999996,375.12600000000003,353.72200000000004,,354.3625,346.3575,350.83,,347.54499999999996,347.015,340.95500000000004,361.96,L8
2025-04-06 21:53:55+00:00,,,,,,384.435,377.5133333333333,398.245,409.35,423.385,,,,,,,,,,,,,,,,,,,,,,,,,,356.19,350.57166666666666,,377.33,,,392.18833333333333,387.075,378.635,371.46000000000004,369.22,363.51,360.67,345.445,340.1033333333333,339.81,340.44666666666666,339.64,337.6275,341.3333333333333,342.41333333333336,345.07,345.505,350.92,353.8425,355.604,361.6425,310.546,371.95142857142855,379.2085714285714,383.6116666666667,387.39166666666665,384.6014285714286,384.625,380.4766666666667,375.56333333333333,353.9916666666666,,354.3625,346.3575,350.83,,347.54499999999996,347.015,340.95500000000004,362.5733333333333,L9
